,QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
0,1,11:45.0,,Turnover by J. Ingles (lost ball; steal by M. Morris),0,0
1,1,11:31.0,G. Harris misses 2-pt layup from 6 ft,,0,0
2,1,11:29.0,Offensive rebound by N. Jokić,,0,0
3,1,11:28.0,N. Jokić makes 2-pt layup from 3 ft,,2,0
4,1,11:12.0,,D. Mitchell misses 2-pt layup from 2 ft,2,0
5,1,11:10.0,Defensive rebound by G. Harris,,2,0
6,1,11:06.0,G. Harris misses 2-pt jump shot from 23 ft,,2,0
7,1,11:03.0,,Defensive rebound by D. Mitchell,2,0
8,1,10:44.0,,J. Ingles misses 3-pt jump shot from 26 ft,2,0
9,1,10:41.0,Defensive rebound by N. Jokić,,2,0
10,1,10:30.0,Turnover by T. Craig (lost ball; steal by M. Conley),,2,0
11,1,10:19.0,,Turnover by B. Bogdanović (out of bounds lost ball),2,0
12,1,10:03.0,G. Harris misses 2-pt jump shot from 17 ft,,2,0
13,1,10:00.0,,Defensive rebound by D. Mitchell,2,0
14,1,9:55.0,,D. Mitchell misses 2-pt jump shot from 19 ft,2,0
15,1,9:52.0,Defensive rebound by T. Craig,,2,0
16,1,9:41.0,M. Morris makes 2-pt jump shot from 21 ft (assist by N. Jokić),,4,0
17,1,9:20.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),4,3
18,1,9:08.0,M. Morris misses 2-pt jump shot from 8 ft,,4,3
19,1,9:04.0,Offensive rebound by N. Jokić,,4,3
20,1,9:01.0,Personal foul by J. Ingles (drawn by N. Jokić),,4,3
21,1,8:52.0,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Harris),,7,3
22,1,8:37.0,,D. Mitchell misses 3-pt jump shot from 26 ft,7,3
23,1,8:34.0,,Offensive rebound by Team,7,3
24,1,8:29.0,,Shooting foul by M. Morris (drawn by M. Conley),7,3
25,1,8:29.0,,M. Conley misses free throw 1 of 2,7,3
26,1,8:29.0,,Offensive rebound by Team,7,3
27,1,8:29.0,,M. Conley makes free throw 2 of 2,7,4
28,1,8:14.0,N. Jokić misses 2-pt hook shot from 5 ft,,7,4
29,1,8:12.0,,Defensive rebound by J. Ingles,7,4
