,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
198,2,4:08.0,B. Fernando misses 2-pt hook shot from 4 ft,,39,55
199,2,4:06.0,Offensive rebound by J. Teague,,39,55
200,2,4:02.0,Shooting foul by S. Milton (drawn by J. Teague),,39,55
201,2,4:02.0,J. Teague makes free throw 1 of 2,,40,55
202,2,4:02.0,J. Teague makes free throw 2 of 2,,41,55
203,2,3:54.0,,Personal foul by J. Teague (drawn by T. Harris),41,55
204,2,3:54.0,,J. Embiid enters the game for A. Horford,41,55
205,2,3:47.0,,Turnover by F. Korkmaz (step out of bounds),41,55
206,2,3:30.0,C. Reddish makes 2-pt jump shot from 7 ft (assist by J. Teague),,43,55
207,2,3:15.0,,T. Harris makes 2-pt layup from 2 ft (assist by F. Korkmaz),43,57
208,2,3:00.0,D. Hunter misses 3-pt jump shot from 23 ft,,43,57
209,2,3:00.0,Offensive rebound by B. Fernando,,43,57
210,2,3:00.0,B. Fernando makes 2-pt dunk from 1 ft,,45,57
211,2,3:00.0,Shooting foul by J. Embiid (drawn by B. Fernando),,45,57
212,2,3:00.0,B. Fernando makes free throw 1 of 1,,46,57
213,2,2:39.0,,J. Embiid makes 2-pt hook shot from 3 ft (assist by T. Harris),46,59
214,2,2:31.0,B. Fernando misses 3-pt jump shot from 26 ft,,46,59
215,2,2:28.0,,Defensive rebound by S. Milton,46,59
216,2,2:25.0,,Personal foul by B. Fernando (drawn by J. Embiid),46,59
217,2,2:25.0,,J. Embiid makes free throw 1 of 2,46,60
218,2,2:25.0,,J. Embiid makes free throw 2 of 2,46,61
219,2,2:11.0,C. Reddish makes 2-pt jump shot from 4 ft,,48,61
220,2,1:55.0,,S. Milton makes 2-pt layup from 1 ft (assist by J. Embiid),48,63
221,2,1:42.0,J. Teague misses 2-pt jump shot from 6 ft,,48,63
222,2,1:38.0,,Defensive rebound by T. Harris,48,63
223,2,1:20.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by S. Milton),48,66
224,2,1:20.0,,Shooting foul by C. Reddish (drawn by F. Korkmaz),48,66
225,2,1:20.0,K. Huerter enters the game for C. Reddish,,48,66
226,2,1:20.0,T. Young enters the game for J. Teague,,48,66
227,2,1:20.0,,F. Korkmaz makes free throw 1 of 1,48,67
228,2,1:13.0,B. Fernando makes 2-pt layup from 2 ft (assist by T. Young),,50,67
229,2,0:57.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,50,67
230,2,0:54.0,,Offensive rebound by J. Richardson,50,67
231,2,0:47.0,,J. Richardson misses 2-pt jump shot from 5 ft,50,67
232,2,0:44.0,Defensive rebound by K. Huerter,,50,67
233,2,0:31.0,D. Hunter misses 2-pt layup from 3 ft,,50,67
234,2,0:29.0,,Defensive rebound by S. Milton,50,67
235,2,0:27.0,,T. Harris makes 2-pt dunk from 1 ft (assist by S. Milton),50,69
236,2,0:01.0,T. Young makes 2-pt jump shot from 13 ft,,52,69
237,2,0:01.0,,Turnover by S. Milton (traveling),52,69
238,2,0:00.0,,Instant Replay (Request: Stands),52,69
239,3,11:53.0,D. Dedmon misses 3-pt jump shot from 24 ft,,52,69
240,3,11:49.0,,Defensive rebound by J. Richardson,52,69
241,3,11:27.0,,S. Milton misses 3-pt jump shot from 26 ft,52,69
242,3,11:22.0,Defensive rebound by D. Dedmon,,52,69
243,3,11:08.0,J. Collins makes 3-pt jump shot from 26 ft (assist by D. Hunter),,55,69
244,3,11:07.0,,Philadelphia full timeout,55,69
245,3,10:56.0,,Turnover by J. Embiid (lost ball; steal by D. Dedmon),55,69
246,3,10:49.0,Shooting foul by J. Embiid (drawn by D. Hunter),,55,69
247,3,10:49.0,D. Hunter makes free throw 1 of 2,,56,69
248,3,10:49.0,D. Hunter makes free throw 2 of 2,,57,69
249,3,10:36.0,,Personal foul by D. Dedmon (drawn by J. Embiid),57,69
250,3,10:26.0,,Turnover by J. Embiid (traveling),57,69
251,3,10:09.0,Shooting foul by T. Harris (drawn by D. Hunter),,57,69
252,3,10:09.0,D. Hunter makes free throw 1 of 2,,58,69
253,3,10:09.0,B. Fernando enters the game for D. Dedmon,,58,69
254,3,10:09.0,D. Hunter makes free throw 2 of 2,,59,69
255,3,9:56.0,,S. Milton misses 2-pt jump shot from 10 ft,59,69
256,3,9:53.0,,Offensive rebound by S. Milton,59,69
257,3,9:51.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by S. Milton),59,72
258,3,9:36.0,T. Young misses 3-pt jump shot from 28 ft,,59,72
259,3,9:33.0,,Defensive rebound by A. Horford,59,72
260,3,9:25.0,,T. Harris misses 2-pt jump shot from 8 ft,59,72
261,3,9:23.0,,Offensive rebound by A. Horford,59,72
262,3,9:20.0,,J. Richardson misses 2-pt jump shot from 16 ft,59,72
263,3,9:17.0,Defensive rebound by J. Collins,,59,72
264,3,9:08.0,J. Collins misses 2-pt layup from 2 ft,,59,72
265,3,9:03.0,Offensive rebound by J. Collins,,59,72
266,3,9:03.0,J. Collins makes 2-pt layup at rim,,61,72
267,3,8:44.0,,Shooting foul by B. Fernando (drawn by J. Embiid),61,72
268,3,8:44.0,,J. Embiid makes free throw 1 of 2,61,73
269,3,8:44.0,,J. Embiid makes free throw 2 of 2,61,74
270,3,8:32.0,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),,63,74
271,3,8:12.0,,T. Harris makes 2-pt hook shot from 4 ft,63,76
272,3,8:05.0,D. Hunter makes 2-pt layup from 2 ft (assist by T. Young),,65,76
273,3,7:47.0,,A. Horford misses 3-pt jump shot from 23 ft,65,76
274,3,7:44.0,Defensive rebound by T. Young,,65,76
275,3,7:37.0,J. Collins misses 3-pt jump shot from 26 ft,,65,76
276,3,7:35.0,,Defensive rebound by J. Embiid,65,76
277,3,7:25.0,,T. Harris misses 2-pt jump shot from 9 ft,65,76
278,3,7:21.0,Defensive rebound by D. Hunter,,65,76
279,3,7:09.0,D. Hunter misses 2-pt layup from 4 ft,,65,76
280,3,7:07.0,,Defensive rebound by A. Horford,65,76
281,3,6:53.0,,J. Embiid makes 2-pt jump shot from 10 ft,65,78
282,3,6:36.0,Shooting foul by A. Horford (drawn by T. Young),,65,78
283,3,6:36.0,T. Young makes free throw 1 of 2,,66,78
284,3,6:36.0,,A. Burks enters the game for J. Embiid,66,78
285,3,6:36.0,,F. Korkmaz enters the game for S. Milton,66,78
286,3,6:36.0,,M. Thybulle enters the game for J. Richardson,66,78
287,3,6:36.0,T. Young makes free throw 2 of 2,,67,78
288,3,6:21.0,,A. Horford misses 2-pt jump shot from 10 ft,67,78
289,3,6:16.0,Defensive rebound by T. Young,,67,78
290,3,6:10.0,T. Young makes 3-pt jump shot from 29 ft,,70,78
291,3,5:47.0,,A. Burks misses 3-pt jump shot from 26 ft,70,78
292,3,5:43.0,Defensive rebound by T. Young,,70,78
293,3,5:43.0,D. Hunter makes 2-pt dunk from 2 ft (assist by T. Young),,72,78
294,3,5:43.0,,Philadelphia full timeout,72,78
295,3,5:43.0,C. Reddish enters the game for J. Collins,,72,78
296,3,5:23.0,,T. Harris misses 2-pt jump shot from 6 ft,72,78
297,3,5:20.0,Defensive rebound by D. Hunter,,72,78
298,3,5:16.0,D. Hunter makes 3-pt jump shot from 27 ft (assist by T. Young),,75,78
299,3,4:53.0,,A. Burks makes 2-pt jump shot from 8 ft,75,80
300,3,4:47.0,Personal foul by M. Thybulle (drawn by T. Young),,75,80
301,3,4:47.0,,G. Robinson enters the game for M. Thybulle,75,80
302,3,4:45.0,Shooting foul by G. Robinson (drawn by T. Young),,75,80
303,3,4:45.0,T. Young makes free throw 1 of 2,,76,80
304,3,4:45.0,T. Young makes free throw 2 of 2,,77,80
305,3,4:25.0,,Shooting foul by T. Young (drawn by T. Harris),77,80
306,3,4:25.0,,T. Harris misses free throw 1 of 2,77,80
307,3,4:25.0,,Offensive rebound by Team,77,80
308,3,4:25.0,,T. Harris makes free throw 2 of 2,77,81
309,3,4:14.0,Turnover by C. Reddish (lost ball; steal by T. Harris),,77,81
310,3,4:09.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by A. Horford),77,84
311,3,4:07.0,Atlanta full timeout,,77,84
312,3,4:07.0,J. Collins enters the game for D. Hunter,,77,84
313,3,4:07.0,,J. Embiid enters the game for T. Harris,77,84
314,3,4:07.0,,J. Richardson enters the game for A. Horford,77,84
315,3,3:52.0,T. Young misses 3-pt jump shot from 28 ft,,77,84
316,3,3:50.0,,Defensive rebound by J. Richardson,77,84
317,3,3:26.0,,J. Embiid misses 2-pt jump shot from 8 ft,77,84
318,3,3:24.0,Defensive rebound by J. Collins,,77,84
319,3,3:14.0,K. Huerter misses 2-pt jump shot from 14 ft,,77,84
320,3,3:10.0,Offensive rebound by K. Huerter,,77,84
321,3,3:03.0,J. Collins makes 2-pt layup from 5 ft (assist by K. Huerter),,79,84
322,3,2:44.0,,G. Robinson makes 2-pt jump shot from 18 ft,79,86
323,3,2:27.0,T. Young misses 3-pt jump shot from 26 ft,,79,86
324,3,2:25.0,,Defensive rebound by F. Korkmaz,79,86
325,3,2:18.0,,Shooting foul by T. Young (drawn by F. Korkmaz),79,86
326,3,2:18.0,,F. Korkmaz misses free throw 1 of 2,79,86
327,3,2:18.0,,Offensive rebound by Team,79,86
328,3,2:18.0,D. Dedmon enters the game for B. Fernando,,79,86
329,3,2:18.0,D. Hunter enters the game for K. Huerter,,79,86
330,3,2:18.0,J. Teague enters the game for T. Young,,79,86
331,3,2:18.0,,F. Korkmaz makes free throw 2 of 2,79,87
332,3,2:03.0,D. Dedmon makes 2-pt jump shot from 10 ft (assist by D. Hunter),,81,87
333,3,1:44.0,,A. Burks makes 2-pt jump shot from 9 ft,81,89
334,3,1:22.0,J. Collins makes 2-pt jump shot from 4 ft,,83,89
335,3,1:22.0,Shooting foul by G. Robinson (drawn by J. Collins),,83,89
336,3,1:22.0,J. Collins makes free throw 1 of 1,,84,89
337,3,0:58.0,,J. Embiid misses 2-pt layup from 3 ft,84,89
338,3,0:58.0,,Offensive rebound by J. Embiid,84,89
339,3,0:58.0,,J. Embiid makes 2-pt layup from 1 ft,84,91
340,3,0:46.0,Personal foul by A. Burks (drawn by D. Hunter),,84,91
341,3,0:46.0,D. Hunter makes free throw 1 of 2,,85,91
342,3,0:46.0,B. Fernando enters the game for D. Dedmon,,85,91
343,3,0:46.0,D. Hunter makes free throw 2 of 2,,86,91
344,3,0:34.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,86,91
345,3,0:30.0,Defensive rebound by D. Hunter,,86,91
346,3,0:27.0,D. Hunter makes 2-pt layup from 2 ft,,88,91
347,3,0:27.0,Shooting foul by A. Burks (drawn by D. Hunter),,88,91
348,3,0:27.0,D. Hunter makes free throw 1 of 1,,89,91
349,3,0:04.0,,G. Robinson misses 2-pt jump shot from 9 ft,89,91
350,3,0:03.0,,Offensive rebound by Team,89,91
351,3,0:03.0,,Turnover by Team (shot clock),89,91
352,3,0:03.0,T. Young enters the game for B. Fernando,,89,91
353,3,0:00.0,T. Young makes 3-pt jump shot from 26 ft (assist by J. Collins),,92,91
354,4,11:48.0,,J. Embiid makes 2-pt jump shot from 7 ft,92,93
355,4,11:48.0,,Shooting foul by D. Hunter (drawn by J. Embiid),92,93
356,4,11:48.0,,J. Embiid makes free throw 1 of 1,92,94
357,4,11:41.0,C. Reddish misses 3-pt jump shot from 26 ft,,92,94
358,4,11:37.0,,Defensive rebound by J. Embiid,92,94
359,4,11:24.0,,A. Horford misses 2-pt hook shot from 7 ft,92,94
360,4,11:19.0,,Offensive rebound by J. Richardson,92,94
361,4,11:19.0,,J. Richardson makes 2-pt dunk from 1 ft,92,96
362,4,11:12.0,Shooting foul by J. Embiid (drawn by C. Reddish),,92,96
363,4,11:12.0,C. Reddish makes free throw 1 of 2,,93,96
364,4,11:12.0,C. Reddish makes free throw 2 of 2,,94,96
365,4,10:57.0,,J. Embiid misses 2-pt jump shot from 10 ft,94,96
366,4,10:55.0,Defensive rebound by D. Dedmon,,94,96
367,4,10:46.0,J. Teague misses 3-pt jump shot from 26 ft,,94,96
368,4,10:43.0,Offensive rebound by C. Reddish,,94,96
369,4,10:41.0,C. Reddish makes 2-pt jump shot from 16 ft,,96,96
370,4,10:20.0,,J. Richardson misses 2-pt jump shot from 7 ft,96,96
371,4,10:20.0,,Offensive rebound by Team,96,96
372,4,10:09.0,,J. Embiid makes 2-pt dunk from 1 ft,96,98
373,4,10:02.0,C. Reddish misses 2-pt layup from 4 ft,,96,98
374,4,9:59.0,,Defensive rebound by J. Richardson,96,98
375,4,9:54.0,,A. Horford misses 3-pt jump shot from 27 ft,96,98
376,4,9:51.0,Defensive rebound by J. Teague,,96,98
377,4,9:45.0,J. Teague makes 2-pt layup at rim,,98,98
378,4,9:40.0,,Personal take foul by C. Reddish (drawn by S. Milton),98,98
379,4,9:40.0,K. Huerter enters the game for D. Hunter,,98,98
380,4,9:32.0,,Shooting foul by T. Graham (drawn by J. Embiid),98,98
381,4,9:32.0,,J. Embiid makes free throw 1 of 2,98,99
382,4,9:32.0,,J. Embiid makes free throw 2 of 2,98,100
383,4,9:20.0,C. Reddish misses 2-pt jump shot from 14 ft,,98,100
384,4,9:20.0,,Defensive rebound by Team,98,100
385,4,9:04.0,,J. Richardson misses 2-pt jump shot from 11 ft,98,100
386,4,9:01.0,Defensive rebound by J. Teague,,98,100
