,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DENVER_ACTION,LA LAKERS_SCORE,DENVER_SCORE
54,1,4:57.0,,J. Grant makes 2-pt dunk at rim (assist by T. Craig),12,21
55,1,4:43.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by A. Davis),,15,21
56,1,4:32.0,,J. Murray misses 3-pt jump shot from 26 ft,15,21
57,1,4:29.0,Defensive rebound by A. Davis,,15,21
58,1,4:26.0,A. Bradley makes 2-pt layup from 2 ft (assist by L. James),,17,21
59,1,4:26.0,,Denver full timeout,17,21
60,1,4:26.0,K. Caldwell-Pope enters the game for D. Green,,17,21
61,1,4:26.0,K. Kuzma enters the game for L. James,,17,21
62,1,4:26.0,R. Rondo enters the game for J. McGee,,17,21
63,1,4:26.0,,P. Millsap enters the game for J. Grant,17,21
64,1,4:26.0,,M. Morris enters the game for G. Harris,17,21
65,1,4:06.0,,N. Jokić misses 2-pt hook shot from 4 ft,17,21
66,1,4:02.0,Defensive rebound by A. Davis,,17,21
67,1,3:40.0,A. Davis makes 2-pt jump shot from 15 ft,,19,21
68,1,3:25.0,,T. Craig misses 3-pt jump shot from 25 ft,19,21
69,1,3:22.0,Defensive rebound by R. Rondo,,19,21
70,1,3:14.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,19,21
71,1,3:10.0,,Defensive rebound by N. Jokić,19,21
72,1,3:00.0,,N. Jokić makes 2-pt hook shot from 1 ft (assist by J. Murray),19,23
73,1,2:40.0,A. Davis misses 2-pt jump shot from 13 ft (block by N. Jokić),,19,23
74,1,2:40.0,Offensive rebound by Team,,19,23
75,1,2:40.0,,J. McRae enters the game for T. Craig,19,23
76,1,2:39.0,Personal foul by N. Jokić (drawn by A. Davis),,19,23
77,1,2:37.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,19,23
78,1,2:35.0,,Defensive rebound by P. Millsap,19,23
79,1,2:19.0,,M. Morris makes 2-pt jump shot from 3 ft (assist by N. Jokić),19,25
80,1,1:59.0,A. Davis misses 2-pt jump shot from 15 ft,,19,25
81,1,1:54.0,,Defensive rebound by P. Millsap,19,25
82,1,1:45.0,,J. Murray makes 2-pt layup from 4 ft,19,27
83,1,1:45.0,LA Lakers full timeout,,19,27
84,1,1:45.0,D. Howard enters the game for A. Davis,,19,27
85,1,1:45.0,,P. Dozier enters the game for J. Murray,19,27
86,1,1:29.0,K. Kuzma misses 2-pt jump shot from 15 ft,,19,27
87,1,1:26.0,Offensive rebound by D. Howard,,19,27
88,1,1:26.0,Shooting foul by P. Millsap (drawn by D. Howard),,19,27
89,1,1:26.0,D. Howard makes free throw 1 of 2,,20,27
90,1,1:26.0,L. James enters the game for A. Bradley,,20,27
91,1,1:26.0,,N. Vonleh enters the game for N. Jokić,20,27
92,1,1:26.0,D. Howard makes free throw 2 of 2,,21,27
93,1,1:16.0,,Personal foul by K. Kuzma (drawn by P. Millsap),21,27
94,1,1:16.0,,P. Millsap makes free throw 1 of 2,21,28
95,1,1:16.0,,P. Millsap makes free throw 2 of 2,21,29
96,1,1:05.0,L. James misses 2-pt jump shot from 14 ft,,21,29
97,1,1:01.0,Offensive rebound by K. Kuzma,,21,29
98,1,0:59.0,D. Howard makes 2-pt dunk from 1 ft (assist by K. Kuzma),,23,29
99,1,0:38.0,,P. Millsap misses 2-pt jump shot from 18 ft,23,29
100,1,0:34.0,,Offensive rebound by N. Vonleh,23,29
101,1,0:33.0,,P. Dozier misses 2-pt jump shot from 12 ft,23,29
102,1,0:31.0,Defensive rebound by L. James,,23,29
103,1,0:19.0,K. Caldwell-Pope misses 2-pt layup from 3 ft (block by J. McRae),,23,29
104,1,0:17.0,Offensive rebound by K. Caldwell-Pope,,23,29
105,1,0:16.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,23,29
106,1,0:14.0,,Defensive rebound by N. Vonleh,23,29
107,1,0:00.0,,M. Morris makes 2-pt jump shot from 9 ft,23,31
108,2,11:55.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. James),,26,31
109,2,11:28.0,,N. Vonleh makes 3-pt jump shot from 23 ft (assist by J. McRae),26,34
110,2,11:11.0,L. James makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,29,34
111,2,10:50.0,,P. Dozier makes 2-pt jump shot from 10 ft (assist by P. Millsap),29,36
112,2,10:38.0,K. Kuzma misses 3-pt jump shot from 23 ft,,29,36
113,2,10:35.0,,Defensive rebound by M. Morris,29,36
114,2,10:25.0,,Shooting foul by R. Rondo (drawn by P. Millsap),29,36
115,2,10:25.0,,P. Millsap makes free throw 1 of 2,29,37
116,2,10:25.0,,P. Millsap makes free throw 2 of 2,29,38
117,2,10:11.0,L. James misses 3-pt jump shot from 25 ft,,29,38
118,2,10:07.0,,Defensive rebound by M. Morris,29,38
119,2,10:04.0,,Personal foul by D. Howard (drawn by P. Millsap),29,38
120,2,9:58.0,,M. Morris misses 2-pt jump shot from 23 ft,29,38
121,2,9:55.0,Defensive rebound by D. Howard,,29,38
122,2,9:47.0,Personal foul by N. Vonleh (drawn by D. Howard),,29,38
123,2,9:35.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. James),,32,38
124,2,9:18.0,,Shooting foul by R. Rondo (drawn by J. McRae),32,38
125,2,9:18.0,,J. McRae makes free throw 1 of 2,32,39
126,2,9:18.0,A. Caruso enters the game for R. Rondo,,32,39
127,2,9:18.0,,J. McRae misses free throw 2 of 2,32,39
128,2,9:15.0,Defensive rebound by D. Howard,,32,39
129,2,9:09.0,Turnover by D. Howard (lost ball; steal by P. Millsap),,32,39
130,2,8:59.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Morris),32,42
131,2,8:40.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,32,42
132,2,8:38.0,,Defensive rebound by P. Dozier,32,42
133,2,8:27.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by P. Millsap),32,45
134,2,8:26.0,LA Lakers full timeout,,32,45
135,2,8:11.0,A. Caruso makes 2-pt layup from 1 ft (assist by K. Kuzma),,34,45
136,2,7:50.0,,M. Morris makes 2-pt jump shot from 17 ft,34,47
137,2,7:39.0,Personal foul by M. Morris (drawn by L. James),,34,47
138,2,7:39.0,A. Davis enters the game for L. James,,34,47
139,2,7:39.0,D. Green enters the game for K. Kuzma,,34,47
140,2,7:35.0,Personal foul by P. Millsap (drawn by A. Davis),,34,47
141,2,7:35.0,,J. Grant enters the game for P. Millsap,34,47
142,2,7:35.0,,N. Jokić enters the game for N. Vonleh,34,47
143,2,7:29.0,A. Davis makes 2-pt layup from 2 ft (assist by A. Caruso),,36,47
144,2,7:15.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by P. Dozier),36,49
145,2,7:04.0,A. Caruso makes 3-pt jump shot from 25 ft,,39,49
146,2,7:04.0,,G. Harris enters the game for P. Dozier,39,49
147,2,7:04.0,,J. Murray enters the game for J. McRae,39,49
148,2,6:37.0,,J. Murray misses 3-pt jump shot from 27 ft,39,49
149,2,6:33.0,Defensive rebound by A. Caruso,,39,49
150,2,6:19.0,A. Davis makes 2-pt dunk from 1 ft (assist by A. Caruso),,41,49
151,2,6:19.0,,Denver full timeout,41,49
152,2,6:19.0,,T. Craig enters the game for M. Morris,41,49
153,2,6:02.0,,Turnover by J. Murray (bad pass; steal by A. Davis),41,49
154,2,5:38.0,A. Caruso misses 2-pt jump shot from 8 ft,,41,49
155,2,5:37.0,,Defensive rebound by N. Jokić,41,49
156,2,5:28.0,,J. Grant misses 2-pt dunk from 2 ft,41,49
157,2,5:25.0,Defensive rebound by A. Caruso,,41,49
158,2,5:16.0,A. Davis makes 2-pt layup from 2 ft (assist by A. Caruso),,43,49
159,2,5:04.0,,Personal foul by D. Howard (drawn by N. Jokić),43,49
160,2,4:52.0,,J. Grant misses 3-pt jump shot from 25 ft,43,49
161,2,4:49.0,Defensive rebound by D. Howard,,43,49
162,2,4:46.0,A. Davis makes 2-pt dunk at rim (assist by D. Howard),,45,49
163,2,4:27.0,,J. Murray misses 2-pt layup from 5 ft (block by A. Caruso),45,49
164,2,4:26.0,Defensive rebound by A. Caruso,,45,49
165,2,4:22.0,A. Caruso makes 2-pt layup from 2 ft,,47,49
166,2,4:22.0,,Denver full timeout,47,49
167,2,4:22.0,A. Bradley enters the game for K. Caldwell-Pope,,47,49
168,2,4:22.0,L. James enters the game for D. Green,,47,49
169,2,4:08.0,,Offensive foul by G. Harris (drawn by A. Caruso),47,49
170,2,4:08.0,,Turnover by G. Harris (offensive foul),47,49
171,2,3:56.0,L. James misses 3-pt jump shot from 26 ft,,47,49
172,2,3:54.0,Offensive rebound by D. Howard,,47,49
173,2,3:51.0,D. Howard makes 2-pt dunk from 1 ft,,49,49
174,2,3:35.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by J. Murray),49,51
175,2,3:16.0,A. Davis makes 2-pt layup from 5 ft,,51,51
176,2,3:16.0,Shooting foul by T. Craig (drawn by A. Davis),,51,51
177,2,3:16.0,A. Davis misses free throw 1 of 1,,51,51
178,2,3:14.0,,Defensive rebound by T. Craig,51,51
179,2,2:58.0,,G. Harris misses 3-pt jump shot from 24 ft,51,51
180,2,2:54.0,Defensive rebound by A. Davis,,51,51
181,2,2:39.0,L. James makes 2-pt jump shot from 15 ft,,53,51
182,2,2:25.0,,N. Jokić misses 2-pt jump shot from 9 ft,53,51
183,2,2:21.0,Defensive rebound by L. James,,53,51
184,2,2:20.0,Shooting foul by J. Murray (drawn by A. Davis),,53,51
185,2,2:20.0,A. Davis misses free throw 1 of 2,,53,51
186,2,2:20.0,Offensive rebound by Team,,53,51
187,2,2:20.0,A. Davis makes free throw 2 of 2,,54,51
188,2,2:02.0,,J. Murray misses 2-pt jump shot from 7 ft,54,51
189,2,1:58.0,Defensive rebound by D. Howard,,54,51
190,2,1:54.0,L. James misses 2-pt layup from 2 ft,,54,51
191,2,1:53.0,,Defensive rebound by N. Jokić,54,51
192,2,1:45.0,,Turnover by T. Craig (bad pass; steal by A. Caruso),54,51
193,2,1:40.0,A. Davis misses 3-pt jump shot from 25 ft,,54,51
194,2,1:38.0,Offensive rebound by D. Howard,,54,51
195,2,1:38.0,D. Howard makes 2-pt layup from 1 ft,,56,51
196,2,1:38.0,Shooting foul by N. Jokić (drawn by D. Howard),,56,51
197,2,1:38.0,,P. Millsap enters the game for T. Craig,56,51
198,2,1:38.0,D. Howard makes free throw 1 of 1,,57,51
199,2,1:17.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),57,53
200,2,0:54.0,L. James misses 2-pt jump shot from 4 ft,,57,53
201,2,0:52.0,,Defensive rebound by J. Grant,57,53
202,2,0:49.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),57,55
203,2,0:34.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by L. James),,59,55
204,2,0:20.0,,G. Harris misses 3-pt jump shot from 23 ft,59,55
205,2,0:17.0,Defensive rebound by L. James,,59,55
206,2,0:00.0,L. James makes 2-pt layup from 2 ft,,61,55
207,2,0:00.0,Shooting foul by J. Grant (drawn by L. James),,61,55
208,2,0:00.0,L. James misses free throw 1 of 1,,61,55
209,2,0:00.0,Offensive rebound by Team,,61,55
210,3,11:48.0,,Violation by Team (kicked ball),61,55
211,3,11:40.0,Turnover by L. James (bad pass; steal by N. Jokić),,61,55
212,3,11:31.0,,G. Harris misses 2-pt jump shot from 8 ft,61,55
213,3,11:30.0,Defensive rebound by D. Green,,61,55
214,3,11:24.0,D. Green makes 3-pt jump shot from 22 ft (assist by L. James),,64,55
215,3,10:55.0,,N. Jokić misses 2-pt jump shot from 15 ft,64,55
216,3,10:50.0,Defensive rebound by L. James,,64,55
217,3,10:39.0,L. James makes 2-pt dunk from 2 ft,,66,55
218,3,10:38.0,Violation by Team (delay of game),,66,55
219,3,10:20.0,,J. Murray makes 2-pt jump shot from 15 ft,66,57
220,3,10:02.0,A. Bradley misses 3-pt jump shot from 25 ft,,66,57
221,3,9:59.0,,Defensive rebound by J. Grant,66,57
222,3,9:56.0,,Shooting foul by L. James (drawn by J. Murray),66,57
223,3,9:56.0,,J. Murray misses free throw 1 of 2,66,57
224,3,9:56.0,,Offensive rebound by Team,66,57
225,3,9:56.0,,J. Murray makes free throw 2 of 2,66,58
226,3,9:52.0,L. James misses 3-pt jump shot from 29 ft,,66,58
227,3,9:49.0,,Defensive rebound by N. Jokić,66,58
228,3,9:40.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by J. Murray),66,61
229,3,9:22.0,A. Davis misses 2-pt jump shot from 13 ft,,66,61
230,3,9:19.0,,Defensive rebound by T. Craig,66,61
231,3,9:14.0,,Shooting foul by A. Davis (drawn by J. Grant),66,61
232,3,9:14.0,,J. Grant makes free throw 1 of 2,66,62
233,3,9:14.0,,J. Grant makes free throw 2 of 2,66,63
234,3,9:00.0,Turnover by D. Howard (lost ball; steal by G. Harris),,66,63
235,3,8:43.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),66,66
236,3,8:41.0,LA Lakers full timeout,,66,66
237,3,8:29.0,L. James makes 2-pt layup from 2 ft (assist by D. Howard),,68,66
238,3,8:09.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by T. Craig),68,68
239,3,7:51.0,Turnover by L. James (bad pass; steal by N. Jokić),,68,68
240,3,7:29.0,,J. Grant misses 2-pt jump shot from 7 ft,68,68
241,3,7:26.0,Defensive rebound by D. Green,,68,68
242,3,7:16.0,D. Howard makes 2-pt layup from 2 ft (assist by L. James),,70,68
243,3,7:16.0,Shooting foul by T. Craig (drawn by D. Howard),,70,68
244,3,7:16.0,D. Howard makes free throw 1 of 1,,71,68
245,3,7:03.0,,G. Harris makes 2-pt layup from 2 ft (assist by J. Murray),71,70
246,3,6:50.0,A. Davis misses 2-pt jump shot from 19 ft,,71,70
247,3,6:46.0,,Defensive rebound by G. Harris,71,70
248,3,6:42.0,,Offensive foul by J. Grant (drawn by L. James),71,70
249,3,6:42.0,,Turnover by J. Grant (offensive foul),71,70
250,3,6:30.0,Shooting foul by J. Grant (drawn by D. Howard),,71,70
251,3,6:30.0,D. Howard makes free throw 1 of 2,,72,70
252,3,6:30.0,D. Howard misses free throw 2 of 2,,72,70
253,3,6:28.0,,Defensive rebound by N. Jokić,72,70
254,3,6:06.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),72,72
255,3,6:00.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by L. James),,75,72
256,3,5:40.0,,J. Murray makes 2-pt jump shot from 19 ft,75,74
257,3,5:26.0,Personal foul by J. Murray (drawn by L. James),,75,74
258,3,5:26.0,K. Caldwell-Pope enters the game for D. Green,,75,74
259,3,5:26.0,R. Rondo enters the game for L. James,,75,74
260,3,5:26.0,,M. Morris enters the game for T. Craig,75,74
261,3,5:16.0,Shooting foul by N. Jokić (drawn by D. Howard),,75,74
262,3,5:16.0,D. Howard misses free throw 1 of 2,,75,74
263,3,5:16.0,Offensive rebound by Team,,75,74
264,3,5:16.0,D. Howard makes free throw 2 of 2,,76,74
265,3,5:03.0,,Turnover by J. Murray (bad pass; steal by K. Caldwell-Pope),76,74
266,3,4:44.0,Shooting foul by N. Jokić (drawn by D. Howard),,76,74
267,3,4:44.0,D. Howard misses free throw 1 of 2,,76,74
268,3,4:44.0,Offensive rebound by Team,,76,74
269,3,4:44.0,,P. Dozier enters the game for G. Harris,76,74
270,3,4:44.0,,P. Millsap enters the game for N. Jokić,76,74
271,3,4:44.0,D. Howard misses free throw 2 of 2,,76,74
272,3,4:41.0,,Defensive rebound by J. Grant,76,74
273,3,4:20.0,,J. Grant misses 2-pt jump shot from 18 ft,76,74
274,3,4:16.0,Defensive rebound by A. Davis,,76,74
275,3,4:13.0,Offensive foul by D. Howard (drawn by J. Grant),,76,74
276,3,4:13.0,Turnover by D. Howard (offensive foul),,76,74
277,3,4:13.0,K. Kuzma enters the game for D. Howard,,76,74
278,3,3:54.0,,J. Grant makes 2-pt layup from 2 ft (assist by P. Millsap),76,76
279,3,3:43.0,Personal foul by P. Millsap (drawn by A. Davis),,76,76
280,3,3:43.0,A. Davis makes free throw 1 of 2,,77,76
281,3,3:43.0,A. Davis makes free throw 2 of 2,,78,76
282,3,3:20.0,,J. Murray misses 3-pt jump shot from 53 ft,78,76
283,3,3:18.0,,Offensive rebound by Team,78,76
284,3,3:18.0,,Turnover by Team (shot clock),78,76
285,3,3:08.0,K. Kuzma misses 3-pt jump shot from 26 ft,,78,76
286,3,3:06.0,,Defensive rebound by P. Dozier,78,76
287,3,2:54.0,,J. Grant makes 2-pt layup from 3 ft (assist by P. Millsap),78,78
288,3,2:45.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,80,78
289,3,2:28.0,,J. Murray makes 2-pt jump shot from 17 ft (assist by J. Grant),80,80
290,3,2:16.0,A. Davis misses 2-pt jump shot from 13 ft,,80,80
291,3,2:14.0,,Defensive rebound by P. Millsap,80,80
292,3,2:01.0,,J. Murray makes 2-pt layup from 3 ft,80,82
293,3,1:39.0,Turnover by K. Kuzma (lost ball; steal by M. Morris),,80,82
294,3,1:33.0,,J. Murray makes 2-pt layup from 1 ft,80,84
295,3,1:33.0,LA Lakers full timeout,,80,84
296,3,1:33.0,L. James enters the game for A. Bradley,,80,84
297,3,1:33.0,J. McGee enters the game for A. Davis,,80,84
298,3,1:33.0,,N. Vonleh enters the game for J. Grant,80,84
299,3,1:21.0,Turnover by L. James (lost ball; steal by P. Millsap),,80,84
300,3,1:18.0,,Shooting foul by K. Caldwell-Pope (drawn by M. Morris),80,84
301,3,1:18.0,,M. Morris misses free throw 1 of 2,80,84
302,3,1:18.0,,Offensive rebound by Team,80,84
303,3,1:18.0,,M. Morris makes free throw 2 of 2,80,85
304,3,1:02.0,R. Rondo misses 3-pt jump shot from 26 ft,,80,85
305,3,0:59.0,,Defensive rebound by N. Vonleh,80,85
306,3,0:44.0,,P. Millsap misses 2-pt jump shot from 5 ft,80,85
307,3,0:42.0,Defensive rebound by J. McGee,,80,85
308,3,0:37.0,L. James makes 2-pt layup from 4 ft,,82,85
309,3,0:29.0,,M. Morris makes 2-pt jump shot from 23 ft,82,87
310,3,0:12.0,R. Rondo makes 2-pt layup from 3 ft,,84,87
311,3,0:03.0,,J. Murray misses 2-pt jump shot from 17 ft,84,87
312,3,0:03.0,Defensive rebound by L. James,,84,87
313,4,11:53.0,,Personal foul by R. Rondo (drawn by N. Vonleh),84,87
314,4,11:46.0,,M. Morris misses 2-pt jump shot from 20 ft,84,87
315,4,11:43.0,,Offensive rebound by P. Millsap,84,87
316,4,11:40.0,,P. Dozier misses 2-pt jump shot from 18 ft,84,87
317,4,11:37.0,Defensive rebound by J. McGee,,84,87
318,4,11:20.0,Personal foul by N. Vonleh (drawn by L. James),,84,87
319,4,11:16.0,L. James misses 3-pt jump shot from 25 ft,,84,87
320,4,11:16.0,,Defensive rebound by Team,84,87
321,4,11:16.0,,Personal foul by J. McGee (drawn by N. Vonleh),84,87
322,4,10:58.0,,Shooting foul by K. Kuzma (drawn by P. Millsap),84,87
323,4,10:58.0,,P. Millsap misses free throw 1 of 2,84,87
324,4,10:58.0,,Offensive rebound by Team,84,87
325,4,10:58.0,,P. Millsap makes free throw 2 of 2,84,88
326,4,10:42.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,84,88
327,4,10:41.0,Offensive rebound by Team,,84,88
328,4,10:41.0,,Loose ball foul by P. Dozier (drawn by J. McGee),84,88
329,4,10:30.0,L. James misses 3-pt jump shot from 25 ft,,84,88
330,4,10:26.0,,Defensive rebound by N. Vonleh,84,88
331,4,10:10.0,,P. Millsap misses 2-pt layup from 2 ft,84,88
332,4,10:08.0,Defensive rebound by L. James,,84,88
333,4,10:05.0,L. James makes 2-pt layup from 6 ft,,86,88
334,4,10:05.0,Shooting foul by T. Craig (drawn by L. James),,86,88
335,4,10:05.0,,Denver full timeout,86,88
336,4,10:05.0,,Instant Replay (Challenge: Ruling Stands),86,88
337,4,10:05.0,A. Caruso enters the game for R. Rondo,,86,88
338,4,10:05.0,,J. Murray enters the game for T. Craig,86,88
339,4,10:05.0,L. James makes free throw 1 of 1,,87,88
340,4,9:42.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Morris),87,91
341,4,9:24.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. James),,90,91
342,4,9:02.0,,Turnover by N. Vonleh (lost ball; steal by K. Caldwell-Pope),90,91
343,4,8:58.0,L. James makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,92,91
344,4,8:35.0,,Shooting foul by L. James (drawn by N. Vonleh),92,91
345,4,8:35.0,,N. Vonleh makes free throw 1 of 2,92,92
346,4,8:35.0,A. Davis enters the game for K. Kuzma,,92,92
347,4,8:35.0,D. Howard enters the game for J. McGee,,92,92
348,4,8:35.0,,N. Vonleh misses free throw 2 of 2,92,92
349,4,8:33.0,Defensive rebound by D. Howard,,92,92
350,4,8:20.0,A. Davis makes 3-pt jump shot from 25 ft (assist by L. James),,95,92
351,4,8:02.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by M. Morris),95,94
352,4,7:42.0,D. Howard misses 2-pt layup from 4 ft,,95,94
353,4,7:40.0,,Defensive rebound by J. Murray,95,94
354,4,7:35.0,,J. Murray misses 2-pt layup from 1 ft,95,94
355,4,7:32.0,Defensive rebound by A. Caruso,,95,94
356,4,7:31.0,L. James makes 2-pt dunk from 1 ft (assist by A. Caruso),,97,94
357,4,7:31.0,,Denver full timeout,97,94
358,4,7:31.0,D. Green enters the game for L. James,,97,94
359,4,7:31.0,,J. Grant enters the game for P. Dozier,97,94
360,4,7:31.0,,G. Harris enters the game for P. Millsap,97,94
361,4,7:31.0,,N. Jokić enters the game for N. Vonleh,97,94
362,4,7:06.0,,J. Murray misses 3-pt jump shot from 25 ft,97,94
363,4,7:04.0,,Offensive rebound by N. Jokić,97,94
364,4,6:51.0,,J. Grant makes 2-pt layup from 2 ft (assist by M. Morris),97,96
365,4,6:32.0,Turnover by A. Caruso (bad pass),,97,96
366,4,6:11.0,,Shooting foul by D. Green (drawn by G. Harris),97,96
367,4,6:11.0,,G. Harris makes free throw 1 of 2,97,97
368,4,6:11.0,L. James enters the game for A. Caruso,,97,97
369,4,6:11.0,,G. Harris makes free throw 2 of 2,97,98
370,4,6:00.0,Turnover by A. Davis (lost ball; steal by M. Morris),,97,98
371,4,5:40.0,,G. Harris misses 3-pt jump shot from 24 ft,97,98
372,4,5:37.0,Defensive rebound by D. Howard,,97,98
373,4,5:23.0,A. Davis misses 3-pt jump shot from 27 ft,,97,98
374,4,5:21.0,,Defensive rebound by J. Murray,97,98
375,4,5:17.0,,M. Morris misses 3-pt jump shot from 24 ft,97,98
376,4,5:14.0,Defensive rebound by A. Davis,,97,98
377,4,4:59.0,A. Davis misses 2-pt layup from 3 ft,,97,98
378,4,4:57.0,Offensive rebound by D. Howard,,97,98
379,4,4:57.0,D. Howard misses 2-pt layup from 2 ft,,97,98
380,4,4:57.0,Offensive rebound by D. Howard,,97,98
381,4,4:57.0,Shooting foul by J. Grant (drawn by D. Howard),,97,98
382,4,4:57.0,D. Howard misses free throw 1 of 2,,97,98
383,4,4:57.0,Offensive rebound by Team,,97,98
384,4,4:57.0,A. Bradley enters the game for K. Caldwell-Pope,,97,98
385,4,4:57.0,,T. Craig enters the game for M. Morris,97,98
386,4,4:57.0,D. Howard misses free throw 2 of 2,,97,98
387,4,4:55.0,,Defensive rebound by N. Jokić,97,98
388,4,4:40.0,,J. Murray makes 3-pt jump shot from 24 ft,97,101
389,4,4:22.0,A. Bradley misses 3-pt jump shot from 25 ft,,97,101
390,4,4:19.0,,Defensive rebound by T. Craig,97,101
