,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
376,4,8:52.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by D. White),,99,112
377,4,8:25.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),99,115
378,4,8:11.0,Shooting foul by P. Connaughton (drawn by D. White),,99,115
379,4,8:11.0,D. White makes free throw 1 of 2,,100,115
380,4,8:11.0,T. Lyles enters the game for R. Gay,,100,115
381,4,8:11.0,,G. Antetokounmpo enters the game for P. Connaughton,100,115
382,4,8:11.0,,K. Middleton enters the game for R. Lopez,100,115
383,4,8:11.0,D. White makes free throw 2 of 2,,101,115
384,4,8:00.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,101,115
385,4,7:59.0,Defensive rebound by Team,,101,115
386,4,7:46.0,Shooting foul by K. Korver (drawn by D. DeRozan),,101,115
387,4,7:46.0,D. DeRozan makes free throw 1 of 2,,102,115
388,4,7:46.0,,W. Matthews enters the game for K. Korver,102,115
389,4,7:46.0,D. DeRozan makes free throw 2 of 2,,103,115
390,4,7:32.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,103,115
391,4,7:30.0,,Offensive rebound by E. İlyasova,103,115
392,4,7:28.0,,Turnover by E. İlyasova (bad pass; steal by D. DeRozan),103,115
393,4,7:16.0,M. Belinelli misses 3-pt jump shot from 24 ft,,103,115
394,4,7:14.0,Offensive rebound by T. Lyles,,103,115
395,4,7:12.0,M. Belinelli misses 3-pt jump shot from 26 ft,,103,115
396,4,7:12.0,,Defensive rebound by W. Matthews,103,115
397,4,7:07.0,,Personal foul by T. Lyles (drawn by G. Antetokounmpo),103,115
398,4,7:07.0,,B. Lopez enters the game for E. İlyasova,103,115
399,4,6:56.0,,K. Middleton misses 2-pt jump shot from 13 ft,103,115
400,4,6:54.0,Defensive rebound by T. Lyles,,103,115
401,4,6:43.0,Shooting foul by B. Lopez (drawn by T. Lyles),,103,115
402,4,6:43.0,,Milwaukee full timeout,103,115
403,4,6:43.0,T. Lyles misses free throw 1 of 2,,103,115
404,4,6:43.0,Offensive rebound by Team,,103,115
405,4,6:43.0,T. Lyles misses free throw 2 of 2,,103,115
406,4,6:40.0,,Defensive rebound by G. Antetokounmpo,103,115
407,4,6:24.0,,Shooting foul by T. Lyles (drawn by B. Lopez),103,115
408,4,6:24.0,,B. Lopez makes free throw 1 of 2,103,116
409,4,6:24.0,,B. Lopez misses free throw 2 of 2,103,116
410,4,6:19.0,Defensive rebound by M. Belinelli,,103,116
411,4,6:11.0,L. Aldridge misses 3-pt jump shot from 23 ft,,103,116
412,4,6:09.0,,Defensive rebound by G. Antetokounmpo,103,116
413,4,6:04.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,103,118
414,4,5:50.0,T. Lyles misses 3-pt jump shot from 26 ft,,103,118
415,4,5:45.0,,Defensive rebound by B. Lopez,103,118
416,4,5:43.0,,E. Bledsoe misses 2-pt layup from 2 ft,103,118
417,4,5:43.0,Defensive rebound by D. White,,103,118
418,4,5:34.0,Turnover by D. DeRozan (traveling),,103,118
419,4,5:34.0,,G. Hill enters the game for E. Bledsoe,103,118
420,4,5:20.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Hill),103,121
421,4,5:08.0,Personal foul by K. Middleton (drawn by M. Belinelli),,103,121
422,4,5:08.0,P. Mills enters the game for M. Belinelli,,103,121
423,4,5:08.0,L. Walker enters the game for D. White,,103,121
424,4,4:58.0,Shooting foul by B. Lopez (drawn by T. Lyles),,103,121
425,4,4:58.0,T. Lyles makes free throw 1 of 2,,104,121
426,4,4:58.0,T. Lyles makes free throw 2 of 2,,105,121
427,4,4:45.0,,W. Matthews misses 3-pt jump shot from 26 ft,105,121
428,4,4:42.0,Defensive rebound by L. Aldridge,,105,121
429,4,4:32.0,L. Walker misses 2-pt jump shot from 20 ft,,105,121
430,4,4:28.0,,Defensive rebound by G. Hill,105,121
431,4,4:21.0,,Shooting foul by L. Aldridge (drawn by G. Antetokounmpo),105,121
432,4,4:21.0,,G. Antetokounmpo makes free throw 1 of 2,105,122
433,4,4:21.0,San Antonio full timeout,,105,122
434,4,4:21.0,B. Forbes enters the game for L. Aldridge,,105,122
435,4,4:21.0,K. Johnson enters the game for D. DeRozan,,105,122
436,4,4:21.0,C. Metu enters the game for P. Mills,,105,122
437,4,4:21.0,,G. Antetokounmpo makes free throw 2 of 2,105,123
438,4,4:03.0,Personal foul by G. Antetokounmpo (drawn by T. Lyles),,105,123
439,4,4:03.0,T. Lyles makes free throw 1 of 2,,106,123
440,4,4:03.0,,E. İlyasova enters the game for G. Antetokounmpo,106,123
441,4,4:03.0,T. Lyles makes free throw 2 of 2,,107,123
442,4,3:51.0,,K. Middleton misses 3-pt jump shot from 26 ft,107,123
443,4,3:48.0,Defensive rebound by T. Lyles,,107,123
444,4,3:43.0,L. Walker misses 3-pt jump shot from 28 ft,,107,123
445,4,3:38.0,,Defensive rebound by K. Middleton,107,123
446,4,3:18.0,,E. İlyasova misses 2-pt jump shot from 12 ft,107,123
447,4,3:16.0,,Offensive rebound by G. Hill,107,123
448,4,3:15.0,,W. Matthews misses 3-pt jump shot from 26 ft,107,123
449,4,3:12.0,,Offensive rebound by K. Middleton,107,123
450,4,3:07.0,,K. Middleton makes 2-pt jump shot from 15 ft,107,125
451,4,2:59.0,L. Walker misses 2-pt layup from 2 ft (block by B. Lopez),,107,125
452,4,2:58.0,Offensive rebound by B. Forbes,,107,125
453,4,2:58.0,B. Forbes makes 3-pt jump shot from 28 ft,,110,125
454,4,2:43.0,,K. Middleton makes 2-pt layup from 2 ft,110,127
455,4,2:32.0,C. Metu makes 2-pt jump shot from 14 ft (assist by L. Walker),,112,127
456,4,2:10.0,,E. İlyasova misses 3-pt jump shot from 26 ft,112,127
457,4,2:10.0,Defensive rebound by Team,,112,127
458,4,2:10.0,Personal foul by B. Lopez (drawn by C. Metu),,112,127
459,4,2:10.0,C. Metu makes free throw 1 of 2,,113,127
460,4,2:10.0,,T. Antetokounmpo enters the game for G. Hill,113,127
461,4,2:10.0,,S. Brown enters the game for B. Lopez,113,127
462,4,2:10.0,,P. Connaughton enters the game for W. Matthews,113,127
463,4,2:10.0,,D. Wilson enters the game for K. Middleton,113,127
464,4,2:10.0,C. Metu makes free throw 2 of 2,,114,127
465,4,1:53.0,,Turnover by P. Connaughton (bad pass; steal by L. Walker),114,127
466,4,1:50.0,Turnover by L. Walker (bad pass),,114,127
467,4,1:32.0,,D. Wilson misses 3-pt jump shot from 25 ft,114,127
468,4,1:28.0,Defensive rebound by K. Johnson,,114,127
469,4,1:23.0,K. Johnson misses 2-pt jump shot from 11 ft,,114,127
470,4,1:20.0,,Defensive rebound by E. İlyasova,114,127
471,4,1:05.0,,P. Connaughton misses 3-pt jump shot from 27 ft,114,127
472,4,1:02.0,Defensive rebound by K. Johnson,,114,127
473,4,0:59.0,K. Johnson makes 2-pt layup from 5 ft,,116,127
474,4,0:47.0,,Turnover by S. Brown (bad pass; steal by B. Forbes),116,127
475,4,0:41.0,B. Forbes misses 3-pt jump shot from 25 ft,,116,127
476,4,0:38.0,Offensive rebound by T. Lyles,,116,127
477,4,0:31.0,T. Lyles makes 2-pt layup from 8 ft (assist by C. Metu),,118,127
478,4,0:19.0,,Turnover by T. Antetokounmpo (bad pass; steal by B. Forbes),118,127
479,4,0:14.0,B. Forbes misses 2-pt jump shot from 22 ft,,118,127
480,4,0:10.0,,Defensive rebound by P. Connaughton,118,127
481,4,0:06.0,,Turnover by P. Connaughton (lost ball),118,127
482,4,0:01.0,K. Johnson misses 2-pt layup from 9 ft,,118,127
483,4,0:01.0,,Defensive rebound by E. İlyasova,118,127
