,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
366,4,11:49.0,,Personal foul by M. Hezonja (drawn by G. Antetokounmpo),98,107
367,4,11:45.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,98,107
368,4,11:42.0,,Offensive rebound by D. DiVincenzo,98,107
369,4,11:41.0,,D. DiVincenzo misses 2-pt layup from 4 ft,98,107
370,4,11:39.0,Defensive rebound by A. Simons,,98,107
371,4,11:32.0,A. Simons makes 2-pt layup from 1 ft,,100,107
372,4,11:25.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by G. Hill),100,109
373,4,11:25.0,,Shooting foul by S. Labissière (drawn by G. Antetokounmpo),100,109
374,4,11:25.0,,G. Antetokounmpo misses free throw 1 of 1,100,109
375,4,11:15.0,,Offensive rebound by R. Lopez,100,109
376,4,11:15.0,,R. Lopez makes 2-pt layup at rim,100,111
377,4,11:03.0,Personal foul by D. DiVincenzo (drawn by K. Bazemore),,100,111
378,4,10:53.0,A. Simons misses 2-pt jump shot from 17 ft,,100,111
379,4,10:50.0,Offensive rebound by S. Labissière,,100,111
380,4,10:48.0,Shooting foul by G. Hill (drawn by N. Little),,100,111
381,4,10:48.0,N. Little makes free throw 1 of 2,,101,111
382,4,10:48.0,N. Little makes free throw 2 of 2,,102,111
383,4,10:38.0,,Personal foul by M. Hezonja (drawn by G. Hill),102,111
384,4,10:32.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),102,114
385,4,10:15.0,A. Simons misses 3-pt jump shot from 27 ft,,102,114
386,4,10:13.0,,Defensive rebound by D. DiVincenzo,102,114
387,4,10:08.0,,Offensive foul by R. Lopez (drawn by M. Hezonja),102,114
388,4,10:08.0,,Turnover by R. Lopez (offensive foul),102,114
389,4,9:59.0,Personal foul by G. Hill (drawn by A. Simons),,102,114
390,4,9:53.0,K. Bazemore makes 2-pt jump shot from 18 ft (assist by S. Labissière),,104,114
391,4,9:41.0,,D. DiVincenzo misses 3-pt jump shot from 24 ft,104,114
392,4,9:38.0,Defensive rebound by S. Labissière,,104,114
393,4,9:32.0,K. Bazemore misses 2-pt layup from 4 ft,,104,114
394,4,9:28.0,,Defensive rebound by P. Connaughton,104,114
395,4,9:24.0,,G. Hill misses 3-pt jump shot from 26 ft,104,114
396,4,9:21.0,Defensive rebound by K. Bazemore,,104,114
397,4,9:18.0,S. Labissière makes 2-pt layup from 10 ft (assist by K. Bazemore),,106,114
398,4,9:18.0,,Violation by Team (def goaltending),106,114
399,4,9:03.0,,R. Lopez misses 3-pt jump shot from 23 ft,106,114
400,4,8:59.0,Defensive rebound by K. Bazemore,,106,114
401,4,8:56.0,S. Labissière makes 2-pt jump shot from 16 ft (assist by K. Bazemore),,108,114
402,4,8:55.0,,Milwaukee full timeout,108,114
403,4,8:55.0,R. Hood enters the game for M. Hezonja,,108,114
404,4,8:55.0,C. McCollum enters the game for N. Little,,108,114
405,4,8:55.0,A. Tolliver enters the game for A. Simons,,108,114
406,4,8:55.0,,E. Bledsoe enters the game for P. Connaughton,108,114
407,4,8:55.0,,B. Lopez enters the game for G. Hill,108,114
408,4,8:55.0,,W. Matthews enters the game for R. Lopez,108,114
409,4,8:35.0,,G. Antetokounmpo misses 3-pt jump shot from 29 ft,108,114
410,4,8:33.0,Defensive rebound by K. Bazemore,,108,114
411,4,8:26.0,S. Labissière makes 2-pt jump shot from 15 ft (assist by K. Bazemore),,110,114
412,4,8:11.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),110,117
413,4,7:57.0,C. McCollum makes 2-pt jump shot from 15 ft,,112,117
414,4,7:48.0,,Offensive foul by E. Bledsoe (drawn by K. Bazemore),112,117
415,4,7:48.0,,Turnover by E. Bledsoe (offensive foul),112,117
416,4,7:35.0,C. McCollum makes 3-pt jump shot from 26 ft,,115,117
417,4,7:17.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by S. Labissière),115,117
418,4,7:14.0,Defensive rebound by A. Tolliver,,115,117
419,4,7:11.0,C. McCollum misses 3-pt jump shot from 27 ft,,115,117
420,4,7:07.0,,Defensive rebound by G. Antetokounmpo,115,117
421,4,7:00.0,,B. Lopez makes 3-pt jump shot from 31 ft (assist by G. Antetokounmpo),115,120
422,4,6:42.0,K. Bazemore misses 3-pt jump shot from 27 ft,,115,120
423,4,6:39.0,,Defensive rebound by W. Matthews,115,120
424,4,6:31.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),115,123
425,4,6:31.0,Portland full timeout,,115,123
426,4,6:31.0,C. Anthony enters the game for K. Bazemore,,115,123
427,4,6:14.0,R. Hood makes 2-pt jump shot from 18 ft,,117,123
428,4,5:52.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft (assist by D. DiVincenzo),117,125
429,4,5:34.0,S. Labissière makes 2-pt jump shot from 14 ft (assist by C. McCollum),,119,125
430,4,5:18.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by A. Tolliver),119,125
431,4,5:18.0,,Offensive rebound by Team,119,125
432,4,5:13.0,,G. Antetokounmpo makes 2-pt dunk from 3 ft (assist by E. Bledsoe),119,127
433,4,5:00.0,C. Anthony misses 3-pt jump shot from 27 ft,,119,127
434,4,4:57.0,,Defensive rebound by G. Antetokounmpo,119,127
435,4,4:49.0,,E. Bledsoe makes 2-pt layup from 1 ft,119,129
436,4,4:35.0,Turnover by C. McCollum (bad pass; steal by B. Lopez),,119,129
437,4,4:32.0,,D. DiVincenzo makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),119,131
438,4,4:32.0,Portland full timeout,,119,131
439,4,4:17.0,C. McCollum misses 2-pt jump shot from 15 ft,,119,131
440,4,4:16.0,Offensive rebound by C. Anthony,,119,131
441,4,4:16.0,C. Anthony misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,119,131
442,4,4:16.0,Offensive rebound by Team,,119,131
443,4,4:16.0,Personal foul by B. Lopez (drawn by C. Anthony),,119,131
444,4,4:05.0,A. Tolliver misses 2-pt layup from 3 ft,,119,131
445,4,4:02.0,,Defensive rebound by G. Antetokounmpo,119,131
446,4,3:51.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,119,131
447,4,3:47.0,Defensive rebound by S. Labissière,,119,131
448,4,3:38.0,C. McCollum misses 3-pt jump shot from 26 ft,,119,131
449,4,3:35.0,,Defensive rebound by W. Matthews,119,131
450,4,3:31.0,,D. DiVincenzo misses 2-pt dunk from 2 ft,119,131
451,4,3:28.0,Defensive rebound by C. Anthony,,119,131
452,4,3:23.0,Turnover by A. Tolliver (bad pass; steal by E. Bledsoe),,119,131
453,4,3:19.0,,E. Bledsoe makes 2-pt layup from 1 ft,119,133
454,4,3:00.0,Personal foul by W. Matthews (drawn by C. Anthony),,119,133
455,4,3:00.0,C. Anthony misses free throw 1 of 2,,119,133
456,4,3:00.0,Offensive rebound by Team,,119,133
457,4,3:00.0,,Milwaukee full timeout,119,133
458,4,3:00.0,,P. Connaughton enters the game for D. DiVincenzo,119,133
459,4,3:00.0,C. Anthony makes free throw 2 of 2,,120,133
460,4,2:49.0,,W. Matthews misses 3-pt jump shot from 27 ft,120,133
461,4,2:46.0,Defensive rebound by S. Labissière,,120,133
462,4,2:40.0,C. Anthony makes 2-pt jump shot from 13 ft (assist by C. McCollum),,122,133
463,4,2:27.0,,Personal foul by R. Hood (drawn by G. Antetokounmpo),122,133
464,4,2:20.0,,Offensive foul by G. Antetokounmpo (drawn by S. Labissière),122,133
465,4,2:20.0,,Turnover by G. Antetokounmpo (offensive foul),122,133
466,4,2:08.0,C. McCollum misses 3-pt jump shot from 28 ft,,122,133
467,4,2:04.0,,Defensive rebound by G. Antetokounmpo,122,133
468,4,1:56.0,,B. Lopez misses 3-pt jump shot from 27 ft,122,133
469,4,1:53.0,,Offensive rebound by G. Antetokounmpo,122,133
470,4,1:51.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,122,133
471,4,1:51.0,Defensive rebound by C. McCollum,,122,133
472,4,1:45.0,R. Hood makes 3-pt jump shot from 26 ft (assist by C. McCollum),,125,133
473,4,1:27.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,125,133
474,4,1:25.0,Defensive rebound by S. Labissière,,125,133
475,4,1:20.0,C. Anthony misses 2-pt jump shot from 18 ft,,125,133
476,4,1:16.0,,Defensive rebound by E. Bledsoe,125,133
477,4,1:00.0,,E. Bledsoe misses 2-pt layup from 6 ft,125,133
478,4,0:57.0,Defensive rebound by S. Labissière,,125,133
479,4,0:54.0,C. McCollum makes 2-pt layup from 2 ft,,127,133
480,4,0:33.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,127,133
481,4,0:31.0,,Offensive rebound by W. Matthews,127,133
482,4,0:31.0,,Shooting foul by S. Labissière (drawn by G. Antetokounmpo),127,133
483,4,0:31.0,,G. Antetokounmpo makes free throw 1 of 2,127,134
484,4,0:31.0,,G. Antetokounmpo makes free throw 2 of 2,127,135
485,4,0:31.0,Portland full timeout,,127,135
486,4,0:31.0,G. Trent enters the game for S. Labissière,,127,135
487,4,0:29.0,C. McCollum misses 3-pt jump shot from 24 ft,,127,135
488,4,0:26.0,,Defensive rebound by G. Antetokounmpo,127,135
489,4,0:16.0,,Personal foul by A. Tolliver (drawn by E. Bledsoe),127,135
490,4,0:16.0,,E. Bledsoe makes free throw 1 of 2,127,136
491,4,0:16.0,,S. Brown enters the game for G. Antetokounmpo,127,136
492,4,0:16.0,,D. DiVincenzo enters the game for B. Lopez,127,136
493,4,0:16.0,,E. Bledsoe makes free throw 2 of 2,127,137
494,4,0:10.0,C. McCollum makes 2-pt layup at rim,,129,137
