,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
0,1,11:46.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Mitchell),0,2
1,1,11:32.0,K. Bowman makes 2-pt jump shot from 18 ft,,2,2
2,1,11:15.0,,Personal foul by W. Cauley-Stein (drawn by R. Gobert),2,2
3,1,11:10.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,2,2
4,1,11:07.0,,Offensive rebound by D. Mitchell,2,2
5,1,11:00.0,,M. Conley misses 2-pt jump shot from 5 ft,2,2
6,1,10:58.0,Defensive rebound by E. Paschall,,2,2
7,1,10:49.0,K. Bowman makes 3-pt jump shot from 25 ft (assist by E. Paschall),,5,2
8,1,10:31.0,,Offensive foul by R. Gobert (drawn by K. Bowman),5,2
9,1,10:31.0,,Turnover by R. Gobert (offensive foul),5,2
10,1,10:19.0,G. Robinson makes 2-pt jump shot from 21 ft (assist by W. Cauley-Stein),,7,2
11,1,10:04.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by D. Mitchell),7,5
12,1,9:45.0,A. Burks makes 3-pt jump shot from 26 ft,,10,5
13,1,9:32.0,,M. Conley makes 2-pt layup from 3 ft (assist by R. Gobert),10,7
14,1,9:18.0,E. Paschall misses 2-pt jump shot from 19 ft,,10,7
15,1,9:16.0,,Defensive rebound by M. Conley,10,7
16,1,9:00.0,,R. O'Neale makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),10,10
17,1,8:32.0,A. Burks misses 3-pt jump shot from 25 ft,,10,10
18,1,8:29.0,,Defensive rebound by R. O'Neale,10,10
19,1,8:20.0,,M. Conley makes 2-pt layup from 2 ft,10,12
20,1,8:08.0,K. Bowman misses 2-pt jump shot from 9 ft (block by R. Gobert),,10,12
21,1,8:05.0,,Defensive rebound by R. Gobert,10,12
22,1,7:55.0,,D. Mitchell makes 2-pt jump shot from 15 ft (assist by R. O'Neale),10,14
23,1,7:29.0,Shooting foul by D. Mitchell (drawn by A. Burks),,10,14
24,1,7:29.0,A. Burks makes free throw 1 of 2,,11,14
25,1,7:29.0,A. Burks makes free throw 2 of 2,,12,14
26,1,7:19.0,,M. Conley makes 2-pt jump shot from 17 ft,12,16
27,1,7:01.0,E. Paschall misses 2-pt jump shot from 8 ft,,12,16
28,1,6:59.0,,Defensive rebound by R. Gobert,12,16
29,1,6:54.0,,Utah full timeout,12,16
30,1,6:54.0,,J. Ingles enters the game for D. Mitchell,12,16
31,1,6:37.0,,R. O'Neale misses 3-pt jump shot from 25 ft,12,16
32,1,6:34.0,Defensive rebound by K. Bowman,,12,16
33,1,6:24.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,12,16
34,1,6:21.0,,Defensive rebound by R. Gobert,12,16
35,1,6:17.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by R. O'Neale),12,19
36,1,6:02.0,G. Robinson misses 2-pt jump shot from 21 ft,,12,19
37,1,5:59.0,Offensive rebound by E. Paschall,,12,19
38,1,5:51.0,K. Bowman makes 2-pt layup from 8 ft,,14,19
39,1,5:31.0,,Turnover by B. Bogdanović (bad pass),14,19
40,1,5:31.0,J. Poole enters the game for K. Bowman,,14,19
41,1,5:14.0,J. Poole misses 2-pt jump shot from 13 ft,,14,19
42,1,5:12.0,,Defensive rebound by R. Gobert,14,19
43,1,5:12.0,,Personal foul by J. Poole (drawn by R. Gobert),14,19
44,1,5:12.0,M. Chriss enters the game for W. Cauley-Stein,,14,19
45,1,5:12.0,O. Spellman enters the game for G. Robinson,,14,19
46,1,4:59.0,,J. Ingles misses 2-pt layup from 8 ft,14,19
47,1,4:58.0,Defensive rebound by E. Paschall,,14,19
48,1,4:54.0,O. Spellman makes 2-pt dunk from 2 ft (assist by M. Chriss),,16,19
49,1,4:44.0,,Turnover by R. O'Neale (bad pass; steal by A. Burks),16,19
50,1,4:41.0,A. Burks makes 2-pt layup from 2 ft (assist by M. Chriss),,18,19
51,1,4:41.0,,Utah full timeout,18,19
52,1,4:41.0,G. Robinson enters the game for E. Paschall,,18,19
53,1,4:41.0,,E. Mudiay enters the game for M. Conley,18,19
54,1,4:32.0,,Turnover by E. Mudiay (lost ball; steal by A. Burks),18,19
55,1,4:30.0,A. Burks makes 2-pt dunk from 2 ft,,20,19
56,1,4:12.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,20,22
57,1,3:49.0,M. Chriss makes 2-pt layup from 3 ft (assist by G. Robinson),,22,22
58,1,3:36.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,22,22
59,1,3:33.0,Defensive rebound by G. Robinson,,22,22
60,1,3:23.0,A. Burks misses 3-pt jump shot from 25 ft,,22,22
61,1,3:20.0,,Defensive rebound by R. O'Neale,22,22
62,1,3:01.0,,E. Mudiay makes 2-pt jump shot from 11 ft,22,24
63,1,3:01.0,K. Bowman enters the game for A. Burks,,22,24
64,1,3:01.0,E. Paschall enters the game for G. Robinson,,22,24
65,1,3:01.0,,D. Exum enters the game for B. Bogdanović,22,24
66,1,3:01.0,,J. Green enters the game for R. Gobert,22,24
67,1,3:01.0,,D. Mitchell enters the game for R. O'Neale,22,24
68,1,2:33.0,J. Poole misses 2-pt jump shot from 18 ft,,22,24
69,1,2:32.0,Offensive rebound by Team,,22,24
70,1,2:32.0,Turnover by Team (shot clock),,22,24
71,1,2:23.0,,Shooting foul by M. Chriss (drawn by J. Green),22,24
72,1,2:23.0,,J. Green misses free throw 1 of 2,22,24
73,1,2:23.0,,Offensive rebound by Team,22,24
74,1,2:23.0,,J. Green makes free throw 2 of 2,22,25
75,1,2:07.0,O. Spellman misses 2-pt hook shot from 5 ft,,22,25
76,1,2:05.0,,Defensive rebound by J. Green,22,25
77,1,1:59.0,,Personal foul by O. Spellman (drawn by E. Mudiay),22,25
78,1,1:46.0,,J. Green misses 2-pt dunk from 4 ft (block by E. Paschall),22,25
79,1,1:43.0,Defensive rebound by E. Paschall,,22,25
80,1,1:40.0,M. Chriss makes 2-pt layup from 2 ft (assist by E. Paschall),,24,25
81,1,1:28.0,,D. Mitchell makes 2-pt layup from 2 ft,24,27
82,1,1:27.0,Golden State full timeout,,24,27
83,1,1:15.0,J. Poole makes 2-pt layup from 1 ft (assist by O. Spellman),,26,27
84,1,0:46.0,,D. Mitchell misses 3-pt jump shot from 27 ft,26,27
85,1,0:46.0,,Offensive rebound by Team,26,27
86,1,0:46.0,,Turnover by Team (shot clock),26,27
87,1,0:39.0,K. Bowman misses 2-pt layup from 3 ft (block by J. Green),,26,27
88,1,0:36.0,,Defensive rebound by E. Mudiay,26,27
89,1,0:32.0,,J. Green misses 2-pt layup from 3 ft (block by M. Chriss),26,27
90,1,0:31.0,Defensive rebound by O. Spellman,,26,27
91,1,0:25.0,E. Paschall misses 3-pt jump shot from 25 ft,,26,27
92,1,0:21.0,Offensive rebound by M. Chriss,,26,27
93,1,0:21.0,M. Chriss makes 2-pt layup from 2 ft,,28,27
94,1,0:00.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by D. Exum),28,30
95,1,0:00.0,,Instant Replay (Request: Ruling Stands),28,30
96,2,11:48.0,J. Poole makes 2-pt jump shot from 18 ft (assist by M. Chriss),,30,30
97,2,11:33.0,,D. Exum makes 2-pt layup from 2 ft,30,32
98,2,11:20.0,E. Paschall makes 2-pt jump shot from 7 ft,,32,32
99,2,11:08.0,,J. Green makes 2-pt hook shot from 2 ft (assist by E. Mudiay),32,34
100,2,10:51.0,O. Spellman makes 2-pt jump shot from 20 ft (assist by K. Bowman),,34,34
101,2,10:36.0,,E. Mudiay makes 2-pt layup from 3 ft,34,36
102,2,10:18.0,Shooting foul by J. Green (drawn by J. Poole),,34,36
103,2,10:18.0,J. Poole makes free throw 1 of 2,,35,36
104,2,10:18.0,J. Poole makes free throw 2 of 2,,36,36
105,2,10:07.0,,E. Mudiay makes 2-pt jump shot from 8 ft,36,38
106,2,10:06.0,Golden State full timeout,,36,38
107,2,9:53.0,Shooting foul by E. Mudiay (drawn by E. Paschall),,36,38
