,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
0,1,11:45.0,,Turnover by L. Markkanen (out of bounds lost ball),0,0
1,1,11:36.0,Turnover by D. Garland (bad pass),,0,0
2,1,11:24.0,,T. Satoranský misses 2-pt layup from 1 ft,0,0
3,1,11:20.0,,Offensive rebound by L. Kornet,0,0
4,1,11:20.0,,L. Kornet makes 2-pt layup from 1 ft,0,2
5,1,11:11.0,K. Love makes 3-pt jump shot from 23 ft (assist by D. Garland),,3,2
6,1,10:49.0,,L. Kornet makes 3-pt jump shot from 25 ft (assist by T. Satoranský),3,5
7,1,10:36.0,C. Osman makes 3-pt jump shot from 24 ft (assist by C. Sexton),,6,5
8,1,10:21.0,,L. Kornet misses 2-pt jump shot from 2 ft,6,5
9,1,10:18.0,Defensive rebound by C. Osman,,6,5
10,1,10:14.0,K. Love misses 3-pt jump shot from 26 ft,,6,5
11,1,10:10.0,,Defensive rebound by K. Dunn,6,5
12,1,10:03.0,,Z. LaVine makes 2-pt jump shot from 22 ft,6,7
13,1,9:47.0,K. Love makes 2-pt jump shot from 22 ft (assist by T. Thompson),,8,7
14,1,9:35.0,,Turnover by K. Dunn (lost ball; steal by K. Love),8,7
15,1,9:27.0,D. Garland misses 3-pt jump shot from 25 ft,,8,7
16,1,9:23.0,,Defensive rebound by L. Markkanen,8,7
17,1,9:20.0,,Personal foul by C. Osman (drawn by Z. LaVine),8,7
18,1,9:10.0,,Z. LaVine misses 2-pt jump shot from 15 ft,8,7
19,1,9:07.0,Defensive rebound by C. Sexton,,8,7
20,1,8:58.0,K. Love makes 2-pt jump shot from 12 ft (assist by C. Sexton),,10,7
21,1,8:40.0,,T. Satoranský makes 2-pt layup at rim (assist by L. Kornet),10,9
22,1,8:28.0,K. Love makes 3-pt jump shot from 26 ft (assist by D. Garland),,13,9
23,1,8:18.0,,K. Dunn makes 2-pt layup from 1 ft (assist by L. Kornet),13,11
24,1,7:57.0,C. Sexton misses 2-pt layup from 2 ft,,13,11
25,1,7:53.0,Offensive rebound by T. Thompson,,13,11
26,1,7:53.0,T. Thompson makes 2-pt dunk at rim,,15,11
27,1,7:44.0,,L. Kornet makes 3-pt jump shot from 25 ft (assist by T. Satoranský),15,14
28,1,7:31.0,Turnover by T. Thompson (bad pass; steal by L. Markkanen),,15,14
29,1,7:27.0,,L. Kornet misses 3-pt jump shot from 25 ft,15,14
30,1,7:23.0,Defensive rebound by C. Sexton,,15,14
31,1,7:23.0,Personal foul by T. Satoranský (drawn by C. Sexton),,15,14
32,1,7:07.0,K. Love misses 3-pt jump shot from 26 ft (block by L. Kornet),,15,14
33,1,7:06.0,Offensive rebound by Team,,15,14
34,1,7:06.0,,Loose ball foul by L. Markkanen (drawn by T. Thompson),15,14
35,1,6:59.0,K. Love makes 3-pt jump shot from 26 ft (assist by C. Osman),,18,14
36,1,6:46.0,,L. Markkanen misses 3-pt jump shot from 25 ft,18,14
37,1,6:44.0,Defensive rebound by K. Love,,18,14
38,1,6:32.0,C. Sexton misses 2-pt layup from 3 ft (block by K. Dunn),,18,14
39,1,6:26.0,Offensive rebound by C. Sexton,,18,14
40,1,6:26.0,C. Sexton makes 2-pt layup at rim,,20,14
41,1,6:17.0,,Z. LaVine makes 2-pt layup from 1 ft,20,16
42,1,6:00.0,Turnover by D. Garland (bad pass; steal by K. Dunn),,20,16
43,1,5:59.0,,Chicago full timeout,20,16
44,1,5:59.0,D. Exum enters the game for D. Garland,,20,16
45,1,5:59.0,L. Nance enters the game for T. Thompson,,20,16
46,1,5:59.0,,C. Felício enters the game for L. Kornet,20,16
47,1,5:59.0,,C. White enters the game for T. Satoranský,20,16
48,1,5:48.0,,Z. LaVine misses 3-pt jump shot from 30 ft,20,16
49,1,5:45.0,Defensive rebound by C. Osman,,20,16
50,1,5:29.0,C. Sexton misses 2-pt jump shot from 3 ft,,20,16
51,1,5:29.0,Offensive rebound by Team,,20,16
52,1,5:29.0,Turnover by C. Sexton (traveling),,20,16
53,1,5:14.0,,Offensive foul by C. Felício (drawn by C. Osman),20,16
54,1,5:14.0,,Turnover by C. Felício (offensive foul),20,16
55,1,5:03.0,Turnover by D. Exum (bad pass; steal by Z. LaVine),,20,16
56,1,4:56.0,,L. Markkanen misses 3-pt jump shot from 26 ft,20,16
57,1,4:49.0,,Offensive rebound by Z. LaVine,20,16
58,1,4:49.0,,Z. LaVine misses 2-pt layup from 1 ft,20,16
59,1,4:49.0,,Offensive rebound by Z. LaVine,20,16
60,1,4:47.0,,Z. LaVine makes 2-pt layup from 1 ft,20,18
61,1,4:30.0,C. Osman makes 3-pt jump shot from 23 ft (assist by L. Nance),,23,18
62,1,4:15.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by C. Felício),23,21
63,1,4:01.0,Turnover by K. Love (bad pass; steal by C. White),,23,21
64,1,3:58.0,,Turnover by C. White (bad pass; steal by L. Nance),23,21
65,1,3:57.0,Shooting foul by Z. LaVine (drawn by C. Sexton),,23,21
66,1,3:57.0,C. Sexton makes free throw 1 of 2,,24,21
67,1,3:57.0,A. McKinnie enters the game for K. Love,,24,21
68,1,3:57.0,T. Thompson enters the game for C. Osman,,24,21
69,1,3:57.0,,T. Young enters the game for L. Markkanen,24,21
70,1,3:57.0,C. Sexton makes free throw 2 of 2,,25,21
71,1,3:47.0,,K. Dunn makes 2-pt dunk from 1 ft,25,23
72,1,3:25.0,Shooting foul by C. White (drawn by D. Exum),,25,23
73,1,3:25.0,D. Exum makes free throw 1 of 2,,26,23
74,1,3:25.0,D. Garland enters the game for C. Sexton,,26,23
75,1,3:25.0,D. Exum misses free throw 2 of 2,,26,23
76,1,3:23.0,,Defensive rebound by T. Young,26,23
77,1,3:17.0,,Personal foul by D. Garland (drawn by Z. LaVine),26,23
78,1,3:10.0,,K. Dunn makes 2-pt layup from 2 ft,26,25
79,1,2:51.0,D. Garland misses 2-pt layup from 1 ft,,26,25
80,1,2:49.0,,Defensive rebound by Z. LaVine,26,25
81,1,2:37.0,,Personal foul by D. Exum (drawn by Z. LaVine),26,25
82,1,2:37.0,Cleveland full timeout,,26,25
83,1,2:37.0,,R. Arcidiacono enters the game for K. Dunn,26,25
