,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
232,2,0:53.0,B. Clarke makes free throw 1 of 1,,49,47
233,2,0:30.0,,R. Rubio misses 3-pt jump shot from 25 ft,49,47
234,2,0:27.0,,Offensive rebound by C. Johnson,49,47
235,2,0:27.0,,C. Johnson makes 2-pt jump shot from 10 ft,49,49
236,2,0:08.0,J. Morant makes 2-pt layup from 1 ft,,51,49
237,2,0:02.0,,Shooting foul by D. Melton (drawn by A. Baynes),51,49
238,2,0:02.0,,A. Baynes makes free throw 1 of 2,51,50
239,2,0:02.0,,M. Bridges enters the game for C. Johnson,51,50
240,2,0:02.0,,A. Baynes makes free throw 2 of 2,51,51
241,2,0:00.0,,Instant Replay (Request: Ruling Stands),51,51
242,3,11:47.0,,D. Šarić makes 2-pt layup from 1 ft,51,53
243,3,11:29.0,J. Crowder misses 2-pt jump shot from 17 ft,,51,53
244,3,11:25.0,,Defensive rebound by F. Kaminsky,51,53
245,3,11:19.0,,R. Rubio misses 2-pt jump shot from 18 ft,51,53
246,3,11:17.0,Defensive rebound by J. Crowder,,51,53
247,3,11:07.0,D. Brooks misses 2-pt jump shot from 22 ft,,51,53
248,3,11:04.0,,Defensive rebound by K. Oubre,51,53
249,3,10:56.0,,D. Šarić misses 2-pt layup from 1 ft,51,53
250,3,10:54.0,Defensive rebound by J. Morant,,51,53
251,3,10:48.0,J. Valančiūnas misses 2-pt layup from 1 ft,,51,53
252,3,10:48.0,,Defensive rebound by D. Šarić,51,53
253,3,10:48.0,,Personal foul by J. Valančiūnas (drawn by D. Šarić),51,53
254,3,10:31.0,,F. Kaminsky makes 2-pt dunk from 1 ft (assist by D. Šarić),51,55
255,3,10:15.0,Turnover by J. Crowder (bad pass; steal by R. Rubio),,51,55
256,3,10:15.0,,Personal take foul by J. Crowder (drawn by R. Rubio),51,55
257,3,10:04.0,,D. Booker misses 2-pt jump shot from 10 ft,51,55
258,3,9:58.0,Defensive rebound by J. Morant,,51,55
259,3,9:58.0,Personal foul by F. Kaminsky (drawn by J. Morant),,51,55
260,3,9:54.0,Personal foul by D. Šarić (drawn by J. Morant),,51,55
261,3,9:45.0,J. Valančiūnas misses 2-pt dunk from 1 ft (block by K. Oubre),,51,55
262,3,9:43.0,,Defensive rebound by D. Šarić,51,55
263,3,9:37.0,,D. Booker makes 2-pt layup from 1 ft (assist by D. Šarić),51,57
264,3,9:37.0,Memphis full timeout,,51,57
265,3,9:21.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by J. Crowder),,54,57
266,3,9:09.0,,F. Kaminsky misses 2-pt jump shot from 19 ft,54,57
267,3,9:05.0,Defensive rebound by J. Valančiūnas,,54,57
268,3,8:52.0,D. Brooks makes 2-pt hook shot from 10 ft (assist by J. Morant),,56,57
269,3,8:42.0,,R. Rubio makes 2-pt layup from 1 ft (assist by F. Kaminsky),56,59
270,3,8:42.0,,Shooting foul by J. Morant (drawn by R. Rubio),56,59
271,3,8:42.0,,R. Rubio makes free throw 1 of 1,56,60
272,3,8:29.0,Flagrant foul type 1 by D. Šarić (drawn by J. Crowder),,56,60
273,3,8:29.0,Instant Replay (Request: Ruling Stands),,56,60
274,3,8:29.0,J. Crowder misses flagrant free throw 1 of 3,,56,60
275,3,8:29.0,Offensive rebound by Team,,56,60
276,3,8:29.0,J. Crowder makes flagrant free throw 2 of 3,,57,60
277,3,8:29.0,J. Crowder misses flagrant free throw 3 of 3,,57,60
278,3,8:29.0,Offensive rebound by Team,,57,60
279,3,8:18.0,D. Brooks makes 2-pt jump shot from 17 ft (assist by J. Crowder),,59,60
280,3,8:02.0,,Turnover by R. Rubio (bad pass; steal by J. Crowder),59,60
281,3,7:58.0,Turnover by J. Crowder (bad pass; steal by F. Kaminsky),,59,60
282,3,7:57.0,,Personal foul by J. Crowder (drawn by K. Oubre),59,60
283,3,7:51.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by D. Booker),59,63
284,3,7:26.0,D. Brooks makes 2-pt layup from 1 ft,,61,63
285,3,7:06.0,,D. Booker makes 2-pt layup from 1 ft,61,65
286,3,6:54.0,J. Jackson makes 2-pt jump shot from 4 ft,,63,65
287,3,6:44.0,,Turnover by R. Rubio (bad pass; steal by J. Morant),63,65
288,3,6:40.0,J. Morant misses 2-pt layup from 1 ft,,63,65
289,3,6:36.0,Offensive rebound by J. Crowder,,63,65
290,3,6:36.0,J. Crowder makes 2-pt layup at rim,,65,65
291,3,6:21.0,,F. Kaminsky misses 2-pt jump shot from 2 ft (block by J. Jackson),65,65
292,3,6:18.0,Defensive rebound by J. Valančiūnas,,65,65
293,3,6:12.0,Turnover by J. Jackson (bad pass),,65,65
294,3,6:12.0,B. Clarke enters the game for J. Valančiūnas,,65,65
295,3,6:00.0,,K. Oubre makes 2-pt layup from 1 ft (assist by D. Booker),65,67
296,3,5:55.0,D. Brooks misses 2-pt jump shot from 16 ft (block by K. Oubre),,65,67
297,3,5:50.0,,Defensive rebound by D. Šarić,65,67
298,3,5:43.0,,R. Rubio misses 2-pt layup from 1 ft,65,67
299,3,5:41.0,Defensive rebound by J. Jackson,,65,67
300,3,5:36.0,Turnover by D. Brooks (bad pass; steal by D. Booker),,65,67
301,3,5:34.0,,R. Rubio makes 2-pt layup at rim (assist by D. Booker),65,69
302,3,5:34.0,Violation by Team (def goaltending),,65,69
303,3,5:13.0,J. Crowder misses 2-pt jump shot from 21 ft,,65,69
304,3,5:09.0,,Defensive rebound by K. Oubre,65,69
305,3,4:59.0,,D. Šarić misses 3-pt jump shot from 26 ft,65,69
306,3,4:56.0,Defensive rebound by D. Brooks,,65,69
307,3,4:49.0,Shooting foul by D. Šarić (drawn by J. Crowder),,65,69
308,3,4:49.0,J. Crowder makes free throw 1 of 2,,66,69
309,3,4:49.0,T. Jones enters the game for D. Brooks,,66,69
310,3,4:49.0,D. Melton enters the game for J. Morant,,66,69
311,3,4:49.0,,A. Baynes enters the game for F. Kaminsky,66,69
312,3,4:49.0,,M. Bridges enters the game for K. Oubre,66,69
313,3,4:49.0,,T. Jerome enters the game for R. Rubio,66,69
314,3,4:49.0,,C. Johnson enters the game for D. Šarić,66,69
315,3,4:49.0,J. Crowder makes free throw 2 of 2,,67,69
316,3,4:31.0,,Personal foul by D. Melton (drawn by D. Booker),67,69
317,3,4:31.0,,D. Booker makes free throw 1 of 2,67,70
318,3,4:31.0,,D. Booker misses free throw 2 of 2,67,70
319,3,4:29.0,Defensive rebound by J. Jackson,,67,70
320,3,4:20.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),,70,70
321,3,4:09.0,,Personal foul by D. Melton (drawn by D. Booker),70,70
322,3,4:09.0,,D. Booker makes free throw 1 of 2,70,71
323,3,4:09.0,,D. Booker makes free throw 2 of 2,70,72
324,3,3:48.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Melton),,73,72
325,3,3:33.0,,C. Johnson makes 3-pt jump shot from 26 ft (assist by A. Baynes),73,75
326,3,3:09.0,D. Melton makes 2-pt jump shot from 21 ft,,75,75
327,3,2:55.0,,Turnover by A. Baynes (bad pass; steal by J. Crowder),75,75
328,3,2:52.0,J. Crowder misses 2-pt layup from 1 ft,,75,75
329,3,2:49.0,,Defensive rebound by T. Jerome,75,75
330,3,2:47.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),75,78
331,3,2:31.0,B. Clarke makes 2-pt layup from 2 ft (assist by D. Melton),,77,78
332,3,2:14.0,,C. Johnson misses 2-pt layup from 2 ft (block by B. Clarke),77,78
333,3,2:11.0,Defensive rebound by T. Jones,,77,78
334,3,2:07.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by T. Jones),,80,78
335,3,1:50.0,,A. Baynes misses 2-pt layup from 1 ft,80,78
336,3,1:48.0,Defensive rebound by J. Crowder,,80,78
337,3,1:46.0,Turnover by J. Crowder (bad pass; steal by T. Jerome),,80,78
338,3,1:35.0,,Shooting foul by J. Jackson (drawn by M. Bridges),80,78
339,3,1:35.0,,Phoenix full timeout,80,78
340,3,1:35.0,K. Anderson enters the game for J. Crowder,,80,78
341,3,1:35.0,S. Hill enters the game for J. Jackson,,80,78
342,3,1:35.0,,M. Bridges makes free throw 1 of 2,80,79
343,3,1:35.0,,M. Bridges misses free throw 2 of 2,80,79
344,3,1:33.0,,Offensive rebound by Team,80,79
345,3,1:33.0,,Turnover by C. Johnson (step out of bounds),80,79
346,3,1:20.0,S. Hill misses 3-pt jump shot from 26 ft,,80,79
347,3,1:13.0,,Defensive rebound by D. Booker,80,79
348,3,1:10.0,,T. Jerome misses 2-pt layup from 1 ft (block by D. Melton),80,79
349,3,1:10.0,Defensive rebound by T. Jones,,80,79
350,3,1:04.0,B. Clarke misses 2-pt jump shot from 8 ft,,80,79
351,3,1:00.0,Offensive rebound by D. Melton,,80,79
352,3,1:00.0,D. Melton makes 2-pt layup at rim,,82,79
353,3,0:45.0,,C. Johnson misses 3-pt jump shot from 27 ft,82,79
354,3,0:42.0,Defensive rebound by S. Hill,,82,79
355,3,0:33.0,T. Jones makes 2-pt jump shot from 8 ft,,84,79
356,3,0:16.0,,T. Jerome misses 2-pt layup from 2 ft (block by B. Clarke),84,79
357,3,0:16.0,,Offensive rebound by Team,84,79
358,3,0:11.0,,D. Booker misses 3-pt jump shot from 26 ft,84,79
359,3,0:08.0,Defensive rebound by S. Hill,,84,79
360,3,0:00.0,D. Melton misses 2-pt jump shot from 20 ft,,84,79
361,3,0:00.0,Offensive rebound by Team,,84,79
362,4,11:46.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by J. Morant),,86,79
363,4,11:30.0,,R. Rubio misses 2-pt layup from 2 ft,86,79
364,4,11:28.0,Defensive rebound by K. Anderson,,86,79
365,4,11:22.0,J. Morant misses 2-pt layup from 1 ft,,86,79
366,4,11:20.0,,Defensive rebound by F. Kaminsky,86,79
367,4,11:10.0,,R. Rubio misses 3-pt jump shot from 25 ft,86,79
368,4,11:09.0,Defensive rebound by J. Valančiūnas,,86,79
369,4,10:54.0,D. Brooks makes 2-pt jump shot from 10 ft (assist by J. Valančiūnas),,88,79
370,4,10:45.0,,Personal foul by K. Anderson (drawn by C. Johnson),88,79
371,4,10:45.0,,D. Šarić enters the game for C. Johnson,88,79
372,4,10:32.0,,K. Oubre misses 3-pt jump shot from 23 ft,88,79
373,4,10:28.0,Defensive rebound by S. Hill,,88,79
374,4,10:21.0,D. Brooks misses 3-pt jump shot from 26 ft,,88,79
375,4,10:16.0,,Defensive rebound by M. Bridges,88,79
376,4,10:08.0,,Shooting foul by J. Morant (drawn by F. Kaminsky),88,79
377,4,10:08.0,,F. Kaminsky makes free throw 1 of 2,88,80
378,4,10:08.0,,F. Kaminsky makes free throw 2 of 2,88,81
379,4,9:55.0,D. Brooks misses 3-pt jump shot from 24 ft,,88,81
380,4,9:50.0,Offensive rebound by S. Hill,,88,81
381,4,9:40.0,K. Anderson makes 2-pt layup from 3 ft,,90,81
