,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
0,1,11:42.0,P. Washington makes 2-pt layup from 4 ft,,2,0
1,1,11:42.0,Shooting foul by T. Prince (drawn by P. Washington),,2,0
2,1,11:42.0,P. Washington makes free throw 1 of 1,,3,0
3,1,11:24.0,,T. Prince misses 2-pt jump shot from 16 ft,3,0
4,1,11:21.0,Defensive rebound by T. Rozier,,3,0
5,1,11:16.0,T. Rozier misses 3-pt jump shot from 25 ft,,3,0
6,1,11:13.0,,Defensive rebound by G. Temple,3,0
7,1,11:01.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,3,3
8,1,10:38.0,C. Zeller makes 2-pt layup at rim (assist by T. Rozier),,5,3
9,1,10:25.0,,J. Allen misses 2-pt dunk from 4 ft,5,3
10,1,10:25.0,Defensive rebound by C. Zeller,,5,3
11,1,10:23.0,Turnover by T. Rozier (lost ball; steal by J. Allen),,5,3
12,1,10:04.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),5,5
13,1,10:04.0,Charlotte full timeout,,5,5
14,1,9:52.0,Personal foul by S. Dinwiddie (drawn by P. Washington),,5,5
15,1,9:47.0,Shooting foul by G. Temple (drawn by T. Rozier),,5,5
16,1,9:47.0,T. Rozier makes free throw 1 of 2,,6,5
17,1,9:47.0,T. Rozier makes free throw 2 of 2,,7,5
18,1,9:23.0,,T. Prince makes 2-pt jump shot from 6 ft (assist by G. Temple),7,7
19,1,9:01.0,D. Graham misses 3-pt jump shot from 26 ft,,7,7
20,1,8:57.0,,Defensive rebound by S. Dinwiddie,7,7
21,1,8:47.0,,G. Temple misses 3-pt jump shot from 23 ft,7,7
22,1,8:44.0,Defensive rebound by D. Graham,,7,7
23,1,8:39.0,Turnover by D. Graham (bad pass; steal by S. Dinwiddie),,7,7
24,1,8:35.0,,T. Prince misses 3-pt jump shot from 25 ft,7,7
25,1,8:31.0,Defensive rebound by P. Washington,,7,7
26,1,8:22.0,P. Washington misses 3-pt jump shot from 24 ft,,7,7
27,1,8:19.0,,Defensive rebound by T. Prince,7,7
28,1,8:10.0,,Shooting foul by P. Washington (drawn by J. Allen),7,7
29,1,8:10.0,,J. Allen misses free throw 1 of 2,7,7
30,1,8:10.0,,Offensive rebound by Team,7,7
31,1,8:10.0,,J. Allen makes free throw 2 of 2,7,8
32,1,7:56.0,D. Graham misses 2-pt jump shot from 11 ft,,7,8
33,1,7:50.0,,Defensive rebound by S. Dinwiddie,7,8
34,1,7:46.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,7,8
35,1,7:42.0,Defensive rebound by C. Zeller,,7,8
36,1,7:29.0,C. Zeller misses 2-pt jump shot from 3 ft,,7,8
37,1,7:27.0,Offensive rebound by C. Zeller,,7,8
38,1,7:27.0,C. Zeller misses 2-pt layup at rim,,7,8
39,1,7:26.0,,Defensive rebound by J. Allen,7,8
40,1,7:20.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),7,11
41,1,7:06.0,T. Rozier misses 2-pt layup from 2 ft,,7,11
42,1,7:05.0,,Defensive rebound by Team,7,11
43,1,7:05.0,Loose ball foul by T. Rozier (drawn by G. Temple),,7,11
44,1,7:05.0,M. Monk enters the game for D. Graham,,7,11
45,1,6:41.0,,T. Prince misses 2-pt jump shot from 15 ft,7,11
46,1,6:38.0,Defensive rebound by P. Washington,,7,11
47,1,6:32.0,P. Washington makes 2-pt layup from 2 ft (assist by T. Rozier),,9,11
48,1,6:32.0,Shooting foul by G. Temple (drawn by P. Washington),,9,11
49,1,6:32.0,N. Batum enters the game for M. Bridges,,9,11
50,1,6:32.0,M. Williams enters the game for C. Zeller,,9,11
51,1,6:32.0,,D. Musa enters the game for G. Temple,9,11
