,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
374,4,8:16.0,T. Prince misses 3-pt jump shot from 24 ft,,98,101
375,4,8:14.0,,Defensive rebound by J. Brunson,98,101
376,4,8:06.0,,Personal foul by T. Pinson (drawn by B. Marjanović),98,101
377,4,8:06.0,S. Dinwiddie enters the game for D. Musa,,98,101
378,4,8:06.0,J. Harris enters the game for T. Pinson,,98,101
379,4,8:06.0,,D. Finney-Smith enters the game for M. Kleber,98,101
380,4,7:52.0,,B. Marjanović makes 2-pt jump shot from 6 ft (assist by L. Dončić),98,103
381,4,7:42.0,D. Jordan makes 2-pt dunk at rim (assist by S. Dinwiddie),,100,103
382,4,7:27.0,,L. Dončić makes 3-pt jump shot from 30 ft,100,106
383,4,7:13.0,Shooting foul by D. Wright (drawn by S. Dinwiddie),,100,106
384,4,7:13.0,S. Dinwiddie makes free throw 1 of 2,,101,106
385,4,7:13.0,,D. Powell enters the game for B. Marjanović,101,106
386,4,7:13.0,S. Dinwiddie makes free throw 2 of 2,,102,106
387,4,6:57.0,,L. Dončić makes 2-pt layup at rim,102,108
388,4,6:45.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,104,108
389,4,6:44.0,Violation by Team (delay of game),,104,108
390,4,6:31.0,,Personal foul by D. Jordan (drawn by D. Powell),104,108
391,4,6:31.0,,Dallas full timeout,104,108
392,4,6:31.0,J. Allen enters the game for D. Jordan,,104,108
393,4,6:31.0,W. Chandler enters the game for T. Prince,,104,108
394,4,6:15.0,,Turnover by D. Wright (bad pass; steal by S. Dinwiddie),104,108
395,4,6:10.0,J. Harris misses 3-pt jump shot from 25 ft,,104,108
396,4,6:06.0,Offensive rebound by J. Harris,,104,108
397,4,6:06.0,Brooklyn full timeout,,104,108
398,4,6:06.0,,S. Curry enters the game for D. Wright,104,108
399,4,6:01.0,J. Harris misses 2-pt layup from 1 ft,,104,108
400,4,5:57.0,,Defensive rebound by Team,104,108
401,4,5:48.0,,Personal foul by W. Chandler (drawn by L. Dončić),104,108
402,4,5:40.0,,L. Dončić makes 3-pt jump shot from 25 ft,104,111
403,4,5:29.0,Turnover by S. Dinwiddie (lost ball; steal by D. Finney-Smith),,104,111
404,4,5:17.0,,D. Powell misses 3-pt jump shot from 22 ft,104,111
405,4,5:13.0,Defensive rebound by J. Allen,,104,111
406,4,5:03.0,J. Allen misses 2-pt dunk from 2 ft,,104,111
407,4,5:01.0,,Defensive rebound by D. Powell,104,111
408,4,4:48.0,,J. Brunson misses 3-pt jump shot from 23 ft,104,111
409,4,4:45.0,Defensive rebound by T. Luwawu-Cabarrot,,104,111
410,4,4:39.0,S. Dinwiddie misses 2-pt layup from 2 ft,,104,111
411,4,4:37.0,,Defensive rebound by D. Finney-Smith,104,111
412,4,4:24.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Powell),104,114
413,4,4:06.0,J. Harris misses 2-pt layup from 4 ft,,104,114
414,4,4:06.0,,Defensive rebound by L. Dončić,104,114
415,4,3:48.0,,L. Dončić makes 2-pt layup at rim,104,116
416,4,3:35.0,S. Dinwiddie makes 2-pt layup at rim,,106,116
417,4,3:34.0,,Dallas full timeout,106,116
418,4,3:34.0,,M. Kleber enters the game for J. Brunson,106,116
419,4,3:20.0,,L. Dončić makes 3-pt jump shot from 26 ft,106,119
420,4,3:06.0,S. Dinwiddie makes 2-pt layup from 1 ft,,108,119
421,4,2:41.0,,D. Powell makes 2-pt layup at rim (assist by L. Dončić),108,121
422,4,2:32.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,108,121
423,4,2:29.0,,Defensive rebound by D. Finney-Smith,108,121
424,4,2:15.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. Powell),108,121
425,4,2:15.0,T. Prince enters the game for W. Chandler,,108,121
426,4,2:00.0,,L. Dončić misses 2-pt jump shot from 5 ft,108,121
427,4,1:57.0,Defensive rebound by J. Allen,,108,121
428,4,1:52.0,Personal foul by D. Powell (drawn by S. Dinwiddie),,108,121
429,4,1:49.0,T. Prince misses 3-pt jump shot from 22 ft,,108,121
430,4,1:46.0,,Defensive rebound by L. Dončić,108,121
431,4,1:31.0,,Personal foul by T. Luwawu-Cabarrot (drawn by L. Dončić),108,121
432,4,1:31.0,,L. Dončić makes free throw 1 of 2,108,122
433,4,1:31.0,,L. Dončić makes free throw 2 of 2,108,123
434,4,1:31.0,Brooklyn full timeout,,108,123
435,4,1:27.0,J. Harris misses 3-pt jump shot from 25 ft,,108,123
436,4,1:26.0,,Defensive rebound by Team,108,123
437,4,1:26.0,W. Chandler enters the game for J. Allen,,108,123
438,4,1:26.0,H. Ellenson enters the game for S. Dinwiddie,,108,123
439,4,1:26.0,R. Kurucs enters the game for J. Harris,,108,123
440,4,1:26.0,D. Musa enters the game for T. Luwawu-Cabarrot,,108,123
441,4,1:26.0,T. Pinson enters the game for T. Prince,,108,123
442,4,1:26.0,,J. Jackson enters the game for D. Finney-Smith,108,123
443,4,1:26.0,,J. Reaves enters the game for M. Kleber,108,123
444,4,1:10.0,,J. Reaves misses 2-pt jump shot from 13 ft,108,123
445,4,1:07.0,Defensive rebound by H. Ellenson,,108,123
446,4,0:49.0,D. Musa makes 3-pt jump shot from 27 ft (assist by H. Ellenson),,111,123
447,4,0:32.0,,D. Powell misses 2-pt layup from 2 ft,111,123
448,4,0:30.0,Defensive rebound by H. Ellenson,,111,123
449,4,0:26.0,R. Kurucs misses 3-pt jump shot from 23 ft,,111,123
450,4,0:23.0,,Defensive rebound by S. Curry,111,123
451,4,0:01.0,,Turnover by Team (shot clock),111,123
