,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
82,1,2:01.0,A. Gordon enters the game for J. Isaac,,21,28
83,1,1:48.0,A. Gordon misses 2-pt hook shot from 10 ft,,21,28
84,1,1:45.0,,Defensive rebound by J. Hayes,21,28
85,1,1:41.0,,Turnover by L. Ball (bad pass; steal by A. Gordon),21,28
86,1,1:26.0,A. Gordon misses 2-pt jump shot from 12 ft,,21,28
87,1,1:22.0,Offensive rebound by M. Bamba,,21,28
88,1,1:19.0,D. Augustin misses 3-pt jump shot from 26 ft,,21,28
89,1,1:17.0,,Defensive rebound by L. Ball,21,28
90,1,1:10.0,,L. Ball misses 2-pt layup from 1 ft,21,28
91,1,1:08.0,Defensive rebound by D. Augustin,,21,28
92,1,1:03.0,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),,24,28
93,1,0:41.0,,J. Redick misses 3-pt jump shot from 23 ft,24,28
94,1,0:38.0,Defensive rebound by A. Gordon,,24,28
95,1,0:30.0,M. Carter-Williams misses 2-pt layup from 6 ft (block by J. Redick),,24,28
96,1,0:30.0,,Defensive rebound by J. Hayes,24,28
97,1,0:23.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Redick),24,30
98,1,0:01.0,A. Gordon misses 3-pt jump shot from 25 ft,,24,30
99,1,0:01.0,Offensive rebound by Team,,24,30
100,2,11:51.0,Personal foul by F. Jackson (drawn by T. Ross),,24,30
101,2,11:43.0,A. Gordon misses 2-pt layup from 4 ft,,24,30
102,2,11:43.0,Offensive rebound by M. Bamba,,24,30
103,2,11:43.0,M. Bamba makes 2-pt layup from 3 ft,,26,30
104,2,11:43.0,Shooting foul by D. Favors (drawn by M. Bamba),,26,30
105,2,11:43.0,M. Bamba makes free throw 1 of 1,,27,30
106,2,11:35.0,,Turnover by L. Ball (bad pass),27,30
107,2,11:23.0,T. Ross misses 3-pt jump shot from 25 ft,,27,30
108,2,11:20.0,Offensive rebound by T. Ross,,27,30
109,2,11:18.0,A. Gordon misses 3-pt jump shot from 26 ft,,27,30
110,2,11:15.0,,Defensive rebound by D. Favors,27,30
111,2,11:07.0,,B. Ingram makes 2-pt jump shot from 11 ft,27,32
112,2,10:55.0,Personal foul by B. Ingram (drawn by D. Augustin),,27,32
113,2,10:47.0,A. Gordon makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,29,32
114,2,10:30.0,,Offensive foul by B. Ingram (drawn by A. Gordon),29,32
115,2,10:30.0,,Turnover by B. Ingram (offensive foul),29,32
116,2,10:30.0,,J. Holiday enters the game for B. Ingram,29,32
117,2,10:14.0,M. Carter-Williams makes 2-pt jump shot from 10 ft (assist by T. Ross),,31,32
118,2,9:58.0,,New Orleans full timeout,31,32
119,2,9:49.0,,F. Jackson misses 3-pt jump shot from 26 ft,31,32
120,2,9:42.0,,Offensive rebound by D. Favors,31,32
121,2,9:42.0,,D. Favors makes 2-pt layup from 1 ft,31,34
122,2,9:27.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,34,34
123,2,9:17.0,,L. Ball makes 2-pt jump shot from 18 ft (assist by J. Holiday),34,36
124,2,9:17.0,,Shooting foul by T. Ross (drawn by L. Ball),34,36
125,2,9:17.0,,L. Ball misses free throw 1 of 1,34,36
126,2,9:15.0,Defensive rebound by M. Bamba,,34,36
127,2,9:01.0,Turnover by A. Gordon (bad pass; steal by J. Hart),,34,36
128,2,8:55.0,,J. Hart misses 3-pt jump shot from 25 ft,34,36
129,2,8:54.0,,Offensive rebound by L. Ball,34,36
130,2,8:44.0,,J. Holiday makes 2-pt layup from 2 ft,34,38
131,2,8:28.0,D. Augustin makes 3-pt jump shot from 27 ft,,37,38
132,2,8:17.0,,L. Ball makes 3-pt jump shot from 24 ft (assist by D. Favors),37,41
133,2,7:52.0,M. Carter-Williams misses 2-pt jump shot from 14 ft,,37,41
134,2,7:50.0,,Defensive rebound by J. Hart,37,41
135,2,7:47.0,,J. Hart makes 2-pt layup from 2 ft,37,43
136,2,7:37.0,Personal foul by L. Ball (drawn by M. Carter-Williams),,37,43
137,2,7:37.0,E. Fournier enters the game for M. Bamba,,37,43
138,2,7:37.0,M. Fultz enters the game for M. Carter-Williams,,37,43
139,2,7:37.0,J. Isaac enters the game for A. Gordon,,37,43
140,2,7:37.0,N. Vučević enters the game for T. Ross,,37,43
141,2,7:37.0,,J. Hayes enters the game for D. Favors,37,43
142,2,7:24.0,N. Vučević misses 3-pt jump shot from 25 ft,,37,43
143,2,7:21.0,,Defensive rebound by J. Hart,37,43
144,2,7:13.0,,L. Ball misses 3-pt jump shot from 25 ft,37,43
145,2,7:12.0,Defensive rebound by Team,,37,43
146,2,6:57.0,M. Fultz misses 2-pt hook shot from 5 ft,,37,43
147,2,6:52.0,Offensive rebound by J. Isaac,,37,43
148,2,6:52.0,J. Isaac makes 2-pt layup from 1 ft,,39,43
149,2,6:46.0,,Turnover by J. Holiday (lost ball; steal by J. Isaac),39,43
150,2,6:43.0,Shooting foul by L. Ball (drawn by D. Augustin),,39,43
151,2,6:43.0,D. Augustin makes free throw 1 of 2,,40,43
152,2,6:43.0,D. Augustin makes free throw 2 of 2,,41,43
153,2,6:33.0,,Turnover by F. Jackson (traveling),41,43
154,2,6:33.0,,K. Williams enters the game for J. Holiday,41,43
155,2,6:14.0,N. Vučević makes 3-pt jump shot from 22 ft (assist by M. Fultz),,44,43
156,2,5:58.0,,J. Hayes makes 2-pt dunk at rim (assist by L. Ball),44,45
157,2,5:43.0,E. Fournier misses 2-pt layup from 2 ft,,44,45
158,2,5:41.0,,Defensive rebound by J. Hart,44,45
159,2,5:29.0,,J. Hart misses 2-pt layup from 2 ft,44,45
160,2,5:25.0,,Offensive rebound by J. Hayes,44,45
161,2,5:25.0,,J. Hayes misses 2-pt layup from 1 ft,44,45
162,2,5:24.0,Defensive rebound by N. Vučević,,44,45
163,2,5:19.0,Shooting foul by J. Hayes (drawn by N. Vučević),,44,45
164,2,5:19.0,N. Vučević makes free throw 1 of 2,,45,45
165,2,5:19.0,,J. Redick enters the game for F. Jackson,45,45
166,2,5:19.0,N. Vučević makes free throw 2 of 2,,46,45
167,2,5:08.0,,L. Ball misses 3-pt jump shot from 27 ft,46,45
168,2,5:02.0,Defensive rebound by N. Vučević,,46,45
169,2,4:53.0,D. Augustin makes 2-pt layup from 3 ft,,48,45
170,2,4:44.0,,Shooting foul by N. Vučević (drawn by J. Hayes),48,45
171,2,4:44.0,,J. Hayes makes free throw 1 of 2,48,46
172,2,4:44.0,,J. Hayes makes free throw 2 of 2,48,47
173,2,4:34.0,N. Vučević misses 2-pt jump shot from 15 ft,,48,47
174,2,4:31.0,,Defensive rebound by L. Ball,48,47
175,2,4:25.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by L. Ball),48,50
176,2,4:08.0,E. Fournier misses 3-pt jump shot from 26 ft,,48,50
177,2,4:04.0,,Defensive rebound by J. Hart,48,50
178,2,4:00.0,,Turnover by J. Hart (lost ball; steal by D. Augustin),48,50
179,2,3:50.0,J. Isaac misses 2-pt jump shot from 10 ft,,48,50
180,2,3:48.0,,Defensive rebound by K. Williams,48,50
181,2,3:43.0,,Personal foul by D. Augustin (drawn by J. Redick),48,50
182,2,3:43.0,A. Gordon enters the game for D. Augustin,,48,50
183,2,3:43.0,,J. Holiday enters the game for J. Hart,48,50
184,2,3:38.0,,J. Redick misses 3-pt jump shot from 25 ft,48,50
185,2,3:35.0,Defensive rebound by J. Isaac,,48,50
186,2,3:31.0,M. Fultz makes 2-pt dunk at rim,,50,50
187,2,3:13.0,,L. Ball misses 2-pt jump shot from 19 ft,50,50
188,2,3:11.0,Defensive rebound by J. Isaac,,50,50
189,2,3:03.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by M. Fultz),,53,50
190,2,2:51.0,,J. Redick misses 2-pt jump shot from 21 ft,53,50
191,2,2:48.0,Defensive rebound by E. Fournier,,53,50
192,2,2:36.0,A. Gordon misses 2-pt layup from 8 ft (block by J. Holiday),,53,50
193,2,2:35.0,Offensive rebound by A. Gordon,,53,50
194,2,2:35.0,A. Gordon misses 2-pt layup from 5 ft (block by K. Williams),,53,50
195,2,2:35.0,,Defensive rebound by Team,53,50
196,2,2:35.0,Orlando full timeout,,53,50
197,2,2:35.0,T. Ross enters the game for J. Isaac,,53,50
198,2,2:35.0,,J. Hart enters the game for L. Ball,53,50
199,2,2:20.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),53,53
200,2,2:07.0,Turnover by M. Fultz (bad pass),,53,53
201,2,1:58.0,,Turnover by J. Holiday (traveling),53,53
202,2,1:47.0,E. Fournier makes 2-pt jump shot from 9 ft (assist by N. Vučević),,55,53
203,2,1:47.0,Shooting foul by J. Hart (drawn by E. Fournier),,55,53
204,2,1:47.0,E. Fournier makes free throw 1 of 1,,56,53
205,2,1:28.0,,Turnover by J. Holiday (bad pass; steal by E. Fournier),56,53
206,2,1:23.0,M. Fultz makes 2-pt layup from 3 ft,,58,53
207,2,1:14.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Hart),58,56
208,2,1:00.0,N. Vučević misses 3-pt jump shot from 25 ft,,58,56
209,2,0:58.0,,Defensive rebound by J. Holiday,58,56
210,2,0:33.0,,J. Holiday misses 2-pt layup from 3 ft,58,56
211,2,0:31.0,Defensive rebound by N. Vučević,,58,56
212,2,0:17.0,E. Fournier misses 3-pt jump shot from 25 ft,,58,56
213,2,0:14.0,,Defensive rebound by K. Williams,58,56
214,2,0:02.0,,Shooting foul by N. Vučević (drawn by J. Holiday),58,56
215,2,0:02.0,,J. Holiday misses free throw 1 of 2,58,56
216,2,0:02.0,,Offensive rebound by Team,58,56
217,2,0:02.0,,J. Holiday makes free throw 2 of 2,58,57
218,3,11:41.0,J. Isaac makes 2-pt jump shot from 10 ft (assist by E. Fournier),,60,57
219,3,11:23.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by K. Williams),60,60
220,3,11:10.0,Shooting foul by K. Williams (drawn by A. Gordon),,60,60
221,3,11:10.0,A. Gordon misses free throw 1 of 2,,60,60
222,3,11:10.0,Offensive rebound by Team,,60,60
223,3,11:10.0,A. Gordon makes free throw 2 of 2,,61,60
224,3,10:52.0,,D. Favors misses 2-pt layup from 2 ft (block by J. Isaac),61,60
225,3,10:52.0,,Offensive rebound by Team,61,60
226,3,10:50.0,,B. Ingram makes 2-pt jump shot from 17 ft (assist by J. Holiday),61,62
227,3,10:32.0,E. Fournier makes 2-pt jump shot from 13 ft,,63,62
228,3,10:22.0,,J. Redick misses 2-pt jump shot from 19 ft,63,62
229,3,10:18.0,Defensive rebound by N. Vučević,,63,62
230,3,10:16.0,Shooting foul by D. Favors (drawn by J. Isaac),,63,62
231,3,10:16.0,J. Isaac misses free throw 1 of 2,,63,62
232,3,10:16.0,Offensive rebound by Team,,63,62
233,3,10:16.0,J. Isaac makes free throw 2 of 2,,64,62
234,3,10:03.0,,Turnover by K. Williams (bad pass),64,62
235,3,9:56.0,Personal foul by D. Favors (drawn by N. Vučević),,64,62
236,3,9:44.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by E. Fournier),,67,62
237,3,9:37.0,,Personal foul by E. Fournier (drawn by J. Redick),67,62
238,3,9:30.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Redick),67,65
239,3,9:15.0,M. Fultz makes 2-pt layup from 2 ft,,69,65
240,3,9:05.0,,K. Williams misses 3-pt jump shot from 26 ft,69,65
241,3,9:02.0,Defensive rebound by N. Vučević,,69,65
242,3,8:44.0,Turnover by N. Vučević (lost ball; steal by D. Favors),,69,65
243,3,8:39.0,,Turnover by D. Favors (lost ball; steal by M. Fultz),69,65
244,3,8:36.0,N. Vučević makes 2-pt dunk from 1 ft (assist by M. Fultz),,71,65
245,3,8:33.0,,New Orleans full timeout,71,65
246,3,8:33.0,,L. Ball enters the game for K. Williams,71,65
247,3,8:28.0,,Personal foul by J. Isaac (drawn by B. Ingram),71,65
248,3,8:19.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by J. Holiday),71,67
249,3,8:00.0,N. Vučević misses 2-pt jump shot from 17 ft,,71,67
250,3,7:57.0,Offensive rebound by M. Fultz,,71,67
251,3,7:56.0,E. Fournier misses 3-pt jump shot from 27 ft,,71,67
252,3,7:53.0,,Defensive rebound by D. Favors,71,67
253,3,7:32.0,,D. Favors misses 2-pt jump shot from 12 ft,71,67
254,3,7:30.0,Defensive rebound by A. Gordon,,71,67
255,3,7:25.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),,74,67
256,3,7:19.0,,Personal foul by E. Fournier (drawn by D. Favors),74,67
257,3,7:19.0,,J. Hayes enters the game for D. Favors,74,67
258,3,7:16.0,,Offensive foul by B. Ingram (drawn by E. Fournier),74,67
259,3,7:16.0,,Turnover by B. Ingram (offensive foul),74,67
260,3,7:04.0,Turnover by N. Vučević (bad pass; steal by J. Holiday),,74,67
261,3,7:00.0,,B. Ingram misses 2-pt layup from 2 ft (block by M. Fultz),74,67
262,3,6:58.0,Defensive rebound by A. Gordon,,74,67
263,3,6:57.0,Shooting foul by J. Holiday (drawn by A. Gordon),,74,67
264,3,6:57.0,A. Gordon makes free throw 1 of 2,,75,67
265,3,6:57.0,A. Gordon misses free throw 2 of 2,,75,67
266,3,6:54.0,,Defensive rebound by J. Hayes,75,67
267,3,6:45.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),75,70
268,3,6:45.0,,Shooting foul by J. Isaac (drawn by B. Ingram),75,70
269,3,6:45.0,,B. Ingram misses free throw 1 of 1,75,70
270,3,6:43.0,Defensive rebound by N. Vučević,,75,70
271,3,6:28.0,J. Isaac makes 2-pt layup from 2 ft,,77,70
272,3,6:18.0,,J. Redick misses 2-pt jump shot from 19 ft,77,70
273,3,6:15.0,Defensive rebound by J. Isaac,,77,70
274,3,6:09.0,Turnover by M. Fultz (bad pass; steal by L. Ball),,77,70
275,3,6:02.0,,J. Holiday misses 3-pt jump shot from 26 ft,77,70
276,3,6:00.0,Defensive rebound by N. Vučević,,77,70
277,3,5:57.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by M. Fultz),,80,70
278,3,5:37.0,,J. Holiday makes 2-pt layup from 2 ft,80,72
279,3,5:23.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),,83,72
280,3,5:07.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),83,75
281,3,5:06.0,Orlando full timeout,,83,75
282,3,5:06.0,M. Bamba enters the game for A. Gordon,,83,75
283,3,5:06.0,T. Ross enters the game for N. Vučević,,83,75
284,3,5:06.0,,J. Hart enters the game for J. Holiday,83,75
285,3,4:56.0,E. Fournier misses 3-pt jump shot from 26 ft,,83,75
286,3,4:54.0,Offensive rebound by Team,,83,75
287,3,4:54.0,D. Augustin enters the game for E. Fournier,,83,75
288,3,4:54.0,M. Carter-Williams enters the game for M. Fultz,,83,75
289,3,4:41.0,J. Isaac misses 2-pt jump shot from 11 ft,,83,75
290,3,4:38.0,,Defensive rebound by B. Ingram,83,75
291,3,4:29.0,,B. Ingram misses 3-pt jump shot from 26 ft,83,75
292,3,4:25.0,,Offensive rebound by L. Ball,83,75
293,3,4:23.0,,J. Hart misses 3-pt jump shot from 26 ft,83,75
294,3,4:21.0,Defensive rebound by T. Ross,,83,75
295,3,4:13.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by D. Augustin),,86,75
296,3,3:43.0,,B. Ingram makes 2-pt jump shot from 10 ft,86,77
297,3,3:29.0,D. Augustin misses 2-pt jump shot from 16 ft,,86,77
298,3,3:27.0,,Defensive rebound by B. Ingram,86,77
299,3,3:19.0,,J. Hart misses 3-pt jump shot from 23 ft,86,77
300,3,3:16.0,Defensive rebound by M. Bamba,,86,77
301,3,3:08.0,Shooting foul by B. Ingram (drawn by J. Isaac),,86,77
302,3,3:08.0,J. Isaac makes free throw 1 of 3,,87,77
303,3,3:08.0,J. Isaac makes free throw 2 of 3,,88,77
304,3,3:08.0,,J. Holiday enters the game for B. Ingram,88,77
305,3,3:08.0,J. Isaac makes free throw 3 of 3,,89,77
306,3,2:48.0,,J. Holiday misses 2-pt layup from 1 ft,89,77
307,3,2:45.0,,Offensive rebound by J. Holiday,89,77
308,3,2:43.0,,J. Holiday makes 2-pt layup from 4 ft,89,79
309,3,2:22.0,Shooting foul by J. Hayes (drawn by D. Augustin),,89,79
310,3,2:22.0,D. Augustin makes free throw 1 of 2,,90,79
311,3,2:22.0,A. Gordon enters the game for J. Isaac,,90,79
312,3,2:22.0,D. Augustin makes free throw 2 of 2,,91,79
313,3,2:04.0,,J. Holiday misses 2-pt layup from 4 ft,91,79
314,3,2:01.0,,Offensive rebound by J. Holiday,91,79
315,3,1:52.0,,J. Hart makes 2-pt layup from 1 ft (assist by J. Hayes),91,81
316,3,1:46.0,Technical foul by J. Hart,,91,81
317,3,1:46.0,D. Augustin makes technical free throw,,92,81
318,3,1:46.0,Technical foul by A. Gentry,,92,81
319,3,1:46.0,D. Augustin makes technical free throw,,93,81
320,3,1:46.0,Technical foul by A. Gentry,,93,81
321,3,1:46.0,,A. Gentry ejected from game,93,81
322,3,1:46.0,D. Augustin makes technical free throw,,94,81
323,3,1:36.0,D. Augustin misses 2-pt jump shot from 15 ft,,94,81
324,3,1:33.0,,Defensive rebound by L. Ball,94,81
325,3,1:31.0,,J. Hayes makes 2-pt dunk at rim (assist by L. Ball),94,83
326,3,1:14.0,A. Gordon misses 3-pt jump shot from 26 ft,,94,83
327,3,1:11.0,,Defensive rebound by J. Hart,94,83
328,3,1:06.0,,Personal foul by D. Augustin (drawn by L. Ball),94,83
329,3,1:06.0,,L. Ball makes free throw 1 of 2,94,84
330,3,1:06.0,,L. Ball misses free throw 2 of 2,94,84
331,3,1:04.0,Defensive rebound by M. Bamba,,94,84
332,3,0:53.0,T. Ross makes 2-pt jump shot from 21 ft (assist by D. Augustin),,96,84
333,3,0:36.0,,Turnover by J. Hart (bad pass; steal by T. Ross),96,84
334,3,0:31.0,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by D. Augustin),,99,84
335,3,0:08.0,,J. Hart misses 3-pt jump shot from 24 ft,99,84
336,3,0:04.0,Defensive rebound by M. Carter-Williams,,99,84
337,3,0:00.0,M. Bamba misses 3-pt jump shot from 25 ft,,99,84
338,3,0:00.0,Offensive rebound by Team,,99,84
339,4,11:44.0,,J. Holiday misses 2-pt jump shot from 15 ft,99,84
340,4,11:42.0,,Offensive rebound by D. Favors,99,84
341,4,11:35.0,,J. Holiday makes 2-pt jump shot from 11 ft,99,86
342,4,11:16.0,T. Ross misses 2-pt jump shot from 22 ft,,99,86
343,4,11:13.0,,Defensive rebound by D. Favors,99,86
344,4,11:04.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by K. Williams),99,89
345,4,10:42.0,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),,102,89
346,4,10:21.0,,J. Holiday makes 2-pt layup from 7 ft,102,91
347,4,9:59.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),,105,91
348,4,9:44.0,,Turnover by D. Favors (traveling),105,91
349,4,9:27.0,D. Augustin misses 2-pt layup from 3 ft (block by D. Favors),,105,91
350,4,9:27.0,Offensive rebound by Team,,105,91
351,4,9:27.0,,B. Ingram enters the game for K. Williams,105,91
352,4,9:25.0,M. Bamba makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),,107,91
353,4,9:09.0,,B. Ingram makes 2-pt jump shot from 14 ft,107,93
354,4,8:51.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by D. Augustin),,110,93
355,4,8:27.0,,J. Holiday misses 3-pt jump shot from 25 ft,110,93
356,4,8:25.0,Defensive rebound by M. Carter-Williams,,110,93
357,4,8:12.0,D. Augustin makes 2-pt layup from 1 ft,,112,93
358,4,8:06.0,,Shooting foul by M. Bamba (drawn by J. Hart),112,93
359,4,8:06.0,Orlando full timeout,,112,93
360,4,8:06.0,Instant Replay (Challenge: Stands),,112,93
361,4,8:06.0,J. Isaac enters the game for A. Gordon,,112,93
362,4,8:06.0,,J. Hart makes free throw 1 of 2,112,94
363,4,8:06.0,,J. Hart makes free throw 2 of 2,112,95
364,4,7:51.0,T. Ross makes 3-pt jump shot from 25 ft,,115,95
365,4,7:34.0,,B. Ingram misses 3-pt jump shot from 26 ft,115,95
366,4,7:29.0,Defensive rebound by J. Isaac,,115,95
367,4,7:17.0,T. Ross makes 3-pt jump shot from 27 ft (assist by M. Bamba),,118,95
368,4,7:04.0,,Turnover by J. Holiday (lost ball; steal by J. Isaac),118,95
369,4,6:55.0,M. Carter-Williams makes 2-pt jump shot from 10 ft (assist by D. Augustin),,120,95
370,4,6:34.0,,Personal foul by M. Carter-Williams (drawn by B. Ingram),120,95
371,4,6:34.0,E. Fournier enters the game for M. Bamba,,120,95
372,4,6:34.0,M. Fultz enters the game for M. Carter-Williams,,120,95
373,4,6:34.0,N. Vučević enters the game for T. Ross,,120,95
374,4,6:34.0,,J. Hayes enters the game for L. Ball,120,95
375,4,6:34.0,,J. Redick enters the game for D. Favors,120,95
376,4,6:34.0,,K. Williams enters the game for J. Hart,120,95
377,4,6:27.0,,K. Williams makes 3-pt jump shot from 23 ft (assist by B. Ingram),120,98
378,4,6:13.0,J. Isaac misses 3-pt jump shot from 25 ft,,120,98
379,4,6:10.0,,Defensive rebound by B. Ingram,120,98
380,4,6:03.0,,K. Williams misses 3-pt jump shot from 23 ft,120,98
