,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
377,4,6:03.0,,Turnover by D. DiVincenzo (bad pass; steal by L. Ball),97,117
378,4,6:01.0,Turnover by L. Ball (traveling),,97,117
379,4,6:01.0,,Milwaukee full timeout,97,117
380,4,6:01.0,J. Hart enters the game for N. Alexander-Walker,,97,117
381,4,6:01.0,J. Hayes enters the game for L. Ball,,97,117
382,4,6:01.0,J. Redick enters the game for N. Melli,,97,117
383,4,5:50.0,,Turnover by E. Bledsoe (bad pass; steal by J. Hart),97,117
384,4,5:45.0,J. Hart misses 2-pt layup from 3 ft,,97,117
385,4,5:43.0,Offensive rebound by J. Redick,,97,117
386,4,5:42.0,J. Redick makes 2-pt layup from 1 ft,,99,117
387,4,5:35.0,,Personal foul by J. Hart (drawn by K. Korver),99,117
388,4,5:29.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by D. DiVincenzo),99,120
389,4,5:11.0,Shooting foul by D. DiVincenzo (drawn by J. Redick),,99,120
390,4,5:11.0,J. Redick makes free throw 1 of 3,,100,120
391,4,5:11.0,J. Redick makes free throw 2 of 3,,101,120
392,4,5:11.0,,P. Connaughton enters the game for K. Korver,101,120
393,4,5:11.0,J. Redick makes free throw 3 of 3,,102,120
394,4,5:03.0,,Personal foul by J. Hart (drawn by D. DiVincenzo),102,120
395,4,4:53.0,,B. Lopez misses 2-pt layup from 2 ft,102,120
396,4,4:49.0,Defensive rebound by J. Holiday,,102,120
397,4,4:37.0,Turnover by J. Holiday (lost ball; steal by E. Bledsoe),,102,120
398,4,4:37.0,,Personal foul by J. Hart (drawn by E. Bledsoe),102,120
399,4,4:29.0,,Turnover by B. Lopez (traveling),102,120
400,4,4:17.0,B. Ingram misses 2-pt jump shot from 14 ft,,102,120
401,4,4:14.0,,Defensive rebound by B. Lopez,102,120
402,4,3:55.0,,B. Lopez misses 2-pt jump shot from 13 ft,102,120
403,4,3:48.0,Defensive rebound by B. Ingram,,102,120
404,4,3:46.0,J. Hayes makes 2-pt layup from 2 ft (assist by J. Holiday),,104,120
405,4,3:34.0,,Turnover by E. Bledsoe (bad pass),104,120
406,4,3:34.0,,S. Brown enters the game for E. Bledsoe,104,120
407,4,3:34.0,,K. Korver enters the game for E. İlyasova,104,120
408,4,3:34.0,,D. Wilson enters the game for B. Lopez,104,120
409,4,3:22.0,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Redick),,106,120
410,4,3:02.0,,S. Brown misses 3-pt jump shot from 27 ft,106,120
411,4,2:59.0,Defensive rebound by B. Ingram,,106,120
412,4,2:54.0,B. Ingram misses 2-pt jump shot from 16 ft,,106,120
413,4,2:51.0,Offensive rebound by B. Ingram,,106,120
414,4,2:51.0,B. Ingram misses 2-pt layup at rim,,106,120
415,4,2:51.0,Offensive rebound by B. Ingram,,106,120
416,4,2:51.0,B. Ingram makes 2-pt layup at rim,,108,120
417,4,2:51.0,,Milwaukee full timeout,108,120
418,4,2:51.0,,E. İlyasova enters the game for S. Brown,108,120
419,4,2:51.0,,B. Lopez enters the game for K. Korver,108,120
420,4,2:51.0,,K. Middleton enters the game for D. Wilson,108,120
421,4,2:45.0,,Turnover by D. DiVincenzo (bad pass; steal by J. Hayes),108,120
422,4,2:37.0,J. Redick misses 2-pt jump shot from 10 ft,,108,120
423,4,2:35.0,,Defensive rebound by E. İlyasova,108,120
424,4,2:23.0,,K. Middleton makes 2-pt jump shot from 19 ft,108,122
425,4,2:10.0,Turnover by J. Hayes (bad pass; steal by K. Middleton),,108,122
426,4,2:04.0,,Turnover by K. Middleton (bad pass; steal by J. Hayes),108,122
427,4,1:59.0,J. Redick misses 3-pt jump shot from 24 ft,,108,122
428,4,1:56.0,,Defensive rebound by K. Middleton,108,122
429,4,1:43.0,,K. Middleton makes 2-pt jump shot from 16 ft,108,124
430,4,1:34.0,J. Hart makes 3-pt jump shot from 27 ft (assist by J. Holiday),,111,124
431,4,1:17.0,,B. Lopez misses 3-pt jump shot from 27 ft,111,124
432,4,1:14.0,Defensive rebound by J. Holiday,,111,124
433,4,1:12.0,Personal foul by E. İlyasova (drawn by B. Ingram),,111,124
434,4,1:12.0,N. Alexander-Walker enters the game for J. Holiday,,111,124
435,4,1:12.0,F. Jackson enters the game for B. Ingram,,111,124
436,4,1:12.0,K. Williams enters the game for J. Redick,,111,124
437,4,1:12.0,,D. Wilson enters the game for E. İlyasova,111,124
438,4,1:00.0,Shooting foul by B. Lopez (drawn by J. Hayes),,111,124
439,4,1:00.0,J. Hayes misses free throw 1 of 2,,111,124
440,4,1:00.0,Offensive rebound by Team,,111,124
441,4,1:00.0,J. Hayes makes free throw 2 of 2,,112,124
442,4,0:40.0,,K. Middleton makes 2-pt layup at rim (assist by B. Lopez),112,126
443,4,0:40.0,,Shooting foul by F. Jackson (drawn by K. Middleton),112,126
444,4,0:40.0,,K. Middleton makes free throw 1 of 1,112,127
445,4,0:24.0,N. Alexander-Walker misses 2-pt jump shot from 17 ft,,112,127
446,4,0:21.0,,Defensive rebound by D. Wilson,112,127
447,4,0:00.0,,Turnover by Team (shot clock),112,127
