,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
77,1,4:27.0,,D. Hunter misses 2-pt layup from 7 ft (block by M. Robinson),20,11
78,1,4:22.0,Defensive rebound by E. Payton,,20,11
79,1,4:21.0,M. Robinson makes 2-pt dunk from 1 ft (assist by E. Payton),,22,11
80,1,4:21.0,,Atlanta full timeout,22,11
81,1,4:21.0,,T. Graham enters the game for D. Hunter,22,11
82,1,4:00.0,,J. Collins misses 2-pt jump shot from 18 ft,22,11
83,1,3:56.0,Defensive rebound by J. Randle,,22,11
84,1,3:47.0,Shooting foul by J. Teague (drawn by E. Payton),,22,11
85,1,3:47.0,E. Payton makes free throw 1 of 2,,23,11
86,1,3:47.0,,V. Carter enters the game for J. Collins,23,11
87,1,3:47.0,E. Payton makes free throw 2 of 2,,24,11
88,1,3:38.0,,V. Carter misses 3-pt jump shot from 26 ft,24,11
89,1,3:34.0,,Offensive rebound by J. Teague,24,11
90,1,3:30.0,,T. Graham misses 3-pt jump shot from 23 ft,24,11
91,1,3:28.0,Defensive rebound by R. Barrett,,24,11
92,1,3:18.0,J. Randle makes 2-pt jump shot from 8 ft,,26,11
93,1,3:04.0,,J. Teague makes 3-pt jump shot from 26 ft,26,14
94,1,2:49.0,M. Harkless makes 2-pt layup from 2 ft (assist by E. Payton),,28,14
95,1,2:31.0,,Shooting foul by M. Robinson (drawn by J. Teague),28,14
96,1,2:31.0,,J. Teague makes free throw 1 of 2,28,15
97,1,2:31.0,K. Knox enters the game for R. Barrett,,28,15
98,1,2:31.0,F. Ntilikina enters the game for E. Payton,,28,15
99,1,2:31.0,,J. Teague makes free throw 2 of 2,28,16
100,1,2:18.0,M. Harkless misses 3-pt jump shot from 23 ft,,28,16
101,1,2:14.0,,Defensive rebound by T. Graham,28,16
102,1,2:08.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by B. Fernando),28,19
103,1,2:08.0,W. Ellington enters the game for M. Harkless,,28,19
104,1,2:08.0,B. Portis enters the game for J. Randle,,28,19
105,1,1:47.0,K. Knox makes 3-pt jump shot from 23 ft (assist by B. Portis),,31,19
106,1,1:27.0,,Turnover by J. Teague (bad pass),31,19
107,1,1:20.0,,Violation by Team (kicked ball),31,19
108,1,1:07.0,F. Ntilikina misses 3-pt jump shot from 28 ft,,31,19
109,1,1:03.0,,Defensive rebound by C. Reddish,31,19
110,1,0:53.0,,J. Teague makes 2-pt jump shot from 12 ft (assist by T. Graham),31,21
111,1,0:53.0,,Shooting foul by W. Ellington (drawn by J. Teague),31,21
112,1,0:53.0,,J. Teague makes free throw 1 of 1,31,22
113,1,0:33.0,W. Ellington misses 3-pt jump shot from 23 ft,,31,22
114,1,0:31.0,Offensive rebound by F. Ntilikina,,31,22
115,1,0:31.0,Shooting foul by T. Graham (drawn by F. Ntilikina),,31,22
116,1,0:31.0,F. Ntilikina makes free throw 1 of 2,,32,22
117,1,0:31.0,F. Ntilikina makes free throw 2 of 2,,33,22
118,1,0:24.0,,B. Fernando makes 2-pt dunk from 1 ft (assist by J. Teague),33,24
119,1,0:24.0,,Shooting foul by M. Robinson (drawn by B. Fernando),33,24
120,1,0:24.0,,B. Fernando misses free throw 1 of 1,33,24
121,1,0:22.0,Defensive rebound by B. Portis,,33,24
122,1,0:04.0,B. Portis misses 2-pt jump shot from 18 ft,,33,24
123,1,0:04.0,,Defensive rebound by J. Teague,33,24
124,2,11:40.0,B. Portis makes 2-pt jump shot from 13 ft (assist by W. Ellington),,35,24
125,2,11:24.0,,Personal foul by F. Ntilikina (drawn by J. Teague),35,24
126,2,11:18.0,,C. Reddish misses 2-pt jump shot from 18 ft,35,24
127,2,11:18.0,,Offensive rebound by Team,35,24
128,2,11:18.0,Loose ball foul by K. Knox (drawn by B. Fernando),,35,24
129,2,11:02.0,,J. Teague makes 2-pt layup from 2 ft,35,26
130,2,10:49.0,Personal foul by V. Carter (drawn by F. Ntilikina),,35,26
131,2,10:42.0,F. Ntilikina makes 3-pt jump shot from 25 ft,,38,26
132,2,10:24.0,,C. Reddish misses 2-pt layup from 2 ft,38,26
133,2,10:19.0,Defensive rebound by F. Ntilikina,,38,26
134,2,10:14.0,F. Ntilikina misses 2-pt layup from 1 ft,,38,26
135,2,10:11.0,,Defensive rebound by V. Carter,38,26
136,2,9:55.0,,V. Carter misses 2-pt jump shot from 11 ft,38,26
137,2,9:52.0,Defensive rebound by T. Gibson,,38,26
138,2,9:44.0,T. Gibson misses 2-pt jump shot from 11 ft,,38,26
139,2,9:41.0,,Defensive rebound by K. Huerter,38,26
140,2,9:26.0,,J. Teague misses 2-pt layup from 2 ft (block by B. Portis),38,26
141,2,9:22.0,Defensive rebound by F. Ntilikina,,38,26
142,2,9:22.0,Shooting foul by V. Carter (drawn by K. Knox),,38,26
143,2,9:22.0,K. Knox makes free throw 1 of 2,,39,26
144,2,9:22.0,,J. Collins enters the game for V. Carter,39,26
145,2,9:22.0,,T. Young enters the game for J. Teague,39,26
146,2,9:22.0,K. Knox makes free throw 2 of 2,,40,26
147,2,9:06.0,,C. Reddish misses 3-pt jump shot from 23 ft,40,26
148,2,9:03.0,Defensive rebound by F. Ntilikina,,40,26
149,2,9:00.0,K. Knox misses 2-pt dunk from 1 ft (block by J. Collins),,40,26
150,2,8:55.0,,Defensive rebound by B. Fernando,40,26
151,2,8:49.0,,Turnover by J. Collins (lost ball; steal by T. Gibson),40,26
152,2,8:45.0,K. Knox makes 3-pt jump shot from 25 ft,,43,26
153,2,8:20.0,,C. Reddish makes 2-pt layup from 1 ft (assist by K. Huerter),43,28
154,2,8:08.0,F. Ntilikina misses 2-pt jump shot from 12 ft,,43,28
155,2,8:04.0,,Defensive rebound by C. Reddish,43,28
156,2,7:58.0,,J. Collins misses 3-pt jump shot from 26 ft,43,28
157,2,7:56.0,Defensive rebound by K. Knox,,43,28
158,2,7:49.0,B. Portis misses 2-pt jump shot from 18 ft,,43,28
159,2,7:44.0,,Defensive rebound by C. Reddish,43,28
160,2,7:30.0,,B. Fernando misses 2-pt jump shot from 13 ft,43,28
161,2,7:26.0,Defensive rebound by K. Knox,,43,28
162,2,7:13.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,43,28
163,2,7:08.0,,Defensive rebound by J. Collins,43,28
164,2,7:04.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),43,30
165,2,7:03.0,New York full timeout,,43,30
166,2,7:03.0,M. Harkless enters the game for W. Ellington,,43,30
167,2,7:03.0,M. Robinson enters the game for T. Gibson,,43,30
168,2,7:03.0,,D. Dedmon enters the game for B. Fernando,43,30
169,2,7:03.0,,D. Hunter enters the game for C. Reddish,43,30
170,2,6:53.0,M. Robinson makes 2-pt dunk from 1 ft (assist by B. Portis),,45,30
171,2,6:38.0,,T. Young misses 2-pt jump shot from 12 ft,45,30
172,2,6:34.0,Defensive rebound by M. Robinson,,45,30
173,2,6:29.0,Turnover by B. Portis (traveling),,45,30
174,2,6:04.0,,J. Collins misses 2-pt jump shot from 11 ft,45,30
175,2,6:04.0,Defensive rebound by Team,,45,30
176,2,6:04.0,J. Randle enters the game for B. Portis,,45,30
177,2,5:41.0,Turnover by M. Harkless (bad pass; steal by J. Collins),,45,30
178,2,5:37.0,,K. Huerter makes 2-pt layup from 1 ft (assist by T. Young),45,32
179,2,5:22.0,M. Harkless makes 2-pt dunk from 1 ft (assist by F. Ntilikina),,47,32
180,2,5:03.0,,K. Huerter misses 2-pt jump shot from 22 ft,47,32
181,2,5:00.0,Defensive rebound by K. Knox,,47,32
182,2,4:46.0,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),,49,32
183,2,4:35.0,,T. Young makes 2-pt jump shot from 7 ft,49,34
184,2,4:20.0,K. Knox makes 3-pt jump shot from 27 ft (assist by M. Harkless),,52,34
185,2,4:08.0,,T. Young makes 2-pt jump shot from 6 ft,52,36
186,2,4:08.0,,Shooting foul by M. Harkless (drawn by T. Young),52,36
187,2,4:08.0,R. Barrett enters the game for K. Knox,,52,36
188,2,4:08.0,,T. Young misses free throw 1 of 1,52,36
189,2,4:05.0,Defensive rebound by J. Randle,,52,36
190,2,3:59.0,Shooting foul by T. Young (drawn by F. Ntilikina),,52,36
191,2,3:59.0,F. Ntilikina misses free throw 1 of 2,,52,36
192,2,3:59.0,Offensive rebound by Team,,52,36
193,2,3:59.0,,J. Teague enters the game for K. Huerter,52,36
194,2,3:59.0,F. Ntilikina makes free throw 2 of 2,,53,36
195,2,3:55.0,,Personal foul by F. Ntilikina (drawn by T. Young),53,36
196,2,3:55.0,E. Payton enters the game for F. Ntilikina,,53,36
197,2,3:52.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by D. Dedmon),53,39
198,2,3:29.0,J. Randle makes 2-pt jump shot from 19 ft (assist by E. Payton),,55,39
199,2,3:09.0,,T. Young misses 2-pt layup from 3 ft,55,39
200,2,3:06.0,,Offensive rebound by D. Dedmon,55,39
201,2,3:05.0,,D. Dedmon misses 2-pt layup from 1 ft,55,39
202,2,3:05.0,Defensive rebound by M. Harkless,,55,39
203,2,2:57.0,J. Randle misses 2-pt jump shot from 10 ft,,55,39
204,2,2:52.0,Offensive rebound by M. Robinson,,55,39
205,2,2:52.0,M. Robinson makes 2-pt layup at rim,,57,39
206,2,2:42.0,,D. Hunter misses 2-pt jump shot from 19 ft,57,39
207,2,2:40.0,Defensive rebound by R. Barrett,,57,39
208,2,2:30.0,J. Randle misses 2-pt jump shot from 14 ft,,57,39
209,2,2:26.0,Offensive rebound by M. Robinson,,57,39
210,2,2:21.0,E. Payton makes 2-pt jump shot from 13 ft,,59,39
211,2,2:21.0,,Atlanta full timeout,59,39
212,2,2:21.0,B. Portis enters the game for M. Robinson,,59,39
213,2,2:21.0,,C. Reddish enters the game for D. Dedmon,59,39
214,2,2:09.0,,T. Young makes 3-pt jump shot from 29 ft,59,42
215,2,1:50.0,R. Barrett makes 2-pt dunk from 1 ft (assist by J. Randle),,61,42
216,2,1:40.0,,D. Hunter makes 3-pt jump shot from 23 ft (assist by T. Young),61,45
217,2,1:25.0,R. Barrett makes 2-pt jump shot from 2 ft,,63,45
218,2,1:07.0,,J. Collins misses 3-pt jump shot from 26 ft,63,45
219,2,1:04.0,Defensive rebound by E. Payton,,63,45
220,2,0:48.0,B. Portis makes 2-pt jump shot from 4 ft (assist by E. Payton),,65,45
221,2,0:34.0,,Turnover by C. Reddish (bad pass; steal by M. Harkless),65,45
222,2,0:32.0,J. Randle makes 2-pt layup from 1 ft (assist by M. Harkless),,67,45
223,2,0:27.0,,J. Collins makes 2-pt layup from 1 ft (assist by J. Teague),67,47
224,2,0:27.0,,Shooting foul by J. Randle (drawn by J. Collins),67,47
225,2,0:27.0,,V. Carter enters the game for J. Teague,67,47
226,2,0:27.0,,T. Graham enters the game for T. Young,67,47
227,2,0:27.0,,J. Collins makes free throw 1 of 1,67,48
228,2,0:09.0,Personal foul by V. Carter (drawn by R. Barrett),,67,48
229,2,0:04.0,Turnover by E. Payton (lost ball; steal by C. Reddish),,67,48
230,2,0:02.0,,C. Reddish makes 2-pt dunk from 1 ft,67,50
231,2,0:00.0,M. Harkless misses 3-pt jump shot from 31 ft,,67,50
232,2,0:00.0,Offensive rebound by Team,,67,50
233,3,11:45.0,R. Barrett misses 2-pt layup from 4 ft,,67,50
234,3,11:42.0,,Defensive rebound by D. Dedmon,67,50
235,3,11:33.0,,J. Collins misses 2-pt layup from 4 ft (block by T. Gibson),67,50
236,3,11:29.0,,Offensive rebound by J. Collins,67,50
237,3,11:27.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Huerter),67,52
238,3,11:15.0,Turnover by J. Randle (bad pass; steal by D. Dedmon),,67,52
239,3,11:11.0,,K. Huerter misses 3-pt jump shot from 26 ft,67,52
240,3,11:06.0,,Offensive rebound by D. Dedmon,67,52
241,3,11:02.0,,J. Collins misses 3-pt jump shot from 25 ft,67,52
242,3,10:58.0,Defensive rebound by T. Gibson,,67,52
243,3,10:44.0,J. Randle makes 3-pt jump shot from 26 ft (assist by E. Payton),,70,52
244,3,10:24.0,,J. Collins makes 2-pt dunk at rim (assist by T. Young),70,54
245,3,10:21.0,New York full timeout,,70,54
246,3,9:56.0,M. Harkless makes 2-pt dunk from 1 ft (assist by R. Barrett),,72,54
247,3,9:46.0,,T. Young makes 3-pt jump shot from 34 ft (assist by D. Hunter),72,57
248,3,9:31.0,M. Harkless misses 2-pt jump shot from 21 ft,,72,57
249,3,9:27.0,,Defensive rebound by D. Dedmon,72,57
250,3,9:23.0,,Shooting foul by T. Gibson (drawn by T. Young),72,57
251,3,9:23.0,,T. Young misses free throw 1 of 2,72,57
252,3,9:23.0,,Offensive rebound by Team,72,57
253,3,9:23.0,,T. Young makes free throw 2 of 2,72,58
254,3,9:10.0,Turnover by R. Barrett (bad pass; steal by K. Huerter),,72,58
255,3,9:05.0,,J. Collins misses 2-pt dunk from 1 ft (block by E. Payton),72,58
256,3,9:00.0,,Offensive rebound by J. Collins,72,58
257,3,9:00.0,,Turnover by J. Collins (bad pass; steal by E. Payton),72,58
258,3,9:00.0,Shooting foul by D. Dedmon (drawn by R. Barrett),,72,58
259,3,9:00.0,R. Barrett makes free throw 1 of 2,,73,58
260,3,9:00.0,R. Barrett makes free throw 2 of 2,,74,58
261,3,8:45.0,,D. Dedmon misses 3-pt jump shot from 23 ft (block by T. Gibson),74,58
262,3,8:43.0,Defensive rebound by Team,,74,58
263,3,8:34.0,T. Gibson makes 2-pt jump shot from 21 ft (assist by E. Payton),,76,58
264,3,8:20.0,,T. Young misses 2-pt layup from 3 ft (block by T. Gibson),76,58
265,3,8:17.0,Defensive rebound by J. Randle,,76,58
266,3,8:09.0,E. Payton makes 2-pt jump shot from 18 ft,,78,58
267,3,7:50.0,,Shooting foul by T. Gibson (drawn by J. Collins),78,58
268,3,7:50.0,,J. Collins makes free throw 1 of 2,78,59
269,3,7:50.0,,C. Reddish enters the game for D. Dedmon,78,59
270,3,7:50.0,,J. Collins makes free throw 2 of 2,78,60
271,3,7:31.0,T. Gibson makes 2-pt dunk from 1 ft (assist by M. Harkless),,80,60
272,3,7:16.0,,J. Collins misses 2-pt layup from 2 ft,80,60
273,3,7:14.0,Defensive rebound by T. Gibson,,80,60
274,3,7:10.0,R. Barrett makes 2-pt dunk from 1 ft (assist by E. Payton),,82,60
275,3,7:10.0,,Atlanta full timeout,82,60
276,3,7:10.0,,V. Carter enters the game for J. Collins,82,60
277,3,7:10.0,,B. Fernando enters the game for K. Huerter,82,60
278,3,7:10.0,,T. Graham enters the game for D. Hunter,82,60
279,3,7:10.0,,J. Teague enters the game for T. Young,82,60
280,3,7:01.0,,C. Reddish makes 2-pt jump shot from 17 ft,82,62
281,3,6:41.0,E. Payton misses 2-pt jump shot from 18 ft,,82,62
282,3,6:37.0,,Defensive rebound by J. Teague,82,62
283,3,6:33.0,,T. Graham misses 3-pt jump shot from 26 ft,82,62
284,3,6:31.0,,Offensive rebound by Team,82,62
285,3,6:28.0,,C. Reddish misses 2-pt layup from 2 ft (block by R. Barrett),82,62
286,3,6:25.0,Defensive rebound by M. Harkless,,82,62
287,3,6:20.0,Turnover by R. Barrett (traveling),,82,62
288,3,6:04.0,,J. Teague makes 2-pt jump shot from 8 ft,82,64
289,3,6:04.0,,Shooting foul by E. Payton (drawn by J. Teague),82,64
290,3,6:04.0,M. Robinson enters the game for T. Gibson,,82,64
291,3,6:04.0,,J. Teague makes free throw 1 of 1,82,65
292,3,5:45.0,J. Randle misses 3-pt jump shot from 23 ft,,82,65
293,3,5:41.0,,Defensive rebound by C. Reddish,82,65
294,3,5:36.0,,Turnover by C. Reddish (bad pass; steal by E. Payton),82,65
295,3,5:34.0,R. Barrett makes 2-pt layup from 1 ft (assist by E. Payton),,84,65
296,3,5:34.0,Shooting foul by V. Carter (drawn by R. Barrett),,84,65
297,3,5:34.0,R. Barrett makes free throw 1 of 1,,85,65
298,3,5:13.0,,C. Reddish makes 2-pt jump shot from 4 ft (assist by T. Graham),85,67
299,3,4:58.0,Turnover by E. Payton (bad pass),,85,67
300,3,4:49.0,,C. Reddish misses 2-pt jump shot from 15 ft,85,67
301,3,4:46.0,Defensive rebound by R. Barrett,,85,67
302,3,4:27.0,M. Robinson makes 2-pt dunk from 1 ft (assist by J. Randle),,87,67
303,3,4:15.0,,J. Teague makes 2-pt layup from 2 ft,87,69
304,3,4:04.0,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),,89,69
305,3,3:49.0,,B. Fernando misses 2-pt dunk from 1 ft (block by J. Randle),89,69
306,3,3:48.0,,Offensive rebound by B. Fernando,89,69
307,3,3:48.0,,Personal foul by J. Randle (drawn by B. Fernando),89,69
308,3,3:37.0,,V. Carter makes 2-pt layup from 2 ft,89,71
309,3,3:22.0,R. Barrett makes 2-pt jump shot from 2 ft,,91,71
310,3,3:22.0,Shooting foul by J. Teague (drawn by R. Barrett),,91,71
311,3,3:22.0,F. Ntilikina enters the game for E. Payton,,91,71
312,3,3:22.0,R. Barrett makes free throw 1 of 1,,92,71
313,3,3:09.0,,Turnover by C. Reddish (lost ball; steal by R. Barrett),92,71
314,3,2:49.0,Turnover by J. Randle (bad pass; steal by C. Reddish),,92,71
315,3,2:40.0,,V. Carter misses 2-pt jump shot from 16 ft,92,71
316,3,2:33.0,,Offensive rebound by T. Graham,92,71
317,3,2:33.0,,T. Graham makes 2-pt dunk at rim,92,73
318,3,2:23.0,Personal foul by T. Graham (drawn by R. Barrett),,92,73
319,3,2:23.0,K. Knox enters the game for R. Barrett,,92,73
320,3,2:23.0,B. Portis enters the game for J. Randle,,92,73
321,3,2:10.0,F. Ntilikina misses 2-pt jump shot from 13 ft,,92,73
322,3,2:06.0,,Defensive rebound by T. Graham,92,73
323,3,2:01.0,,Turnover by T. Graham (bad pass; steal by M. Robinson),92,73
324,3,1:42.0,B. Portis misses 2-pt jump shot from 8 ft,,92,73
325,3,1:42.0,Offensive rebound by M. Robinson,,92,73
326,3,1:42.0,Personal foul by T. Graham (drawn by M. Robinson),,92,73
327,3,1:42.0,M. Robinson misses free throw 1 of 2,,92,73
328,3,1:42.0,Offensive rebound by Team,,92,73
329,3,1:42.0,W. Ellington enters the game for M. Harkless,,92,73
330,3,1:42.0,,J. Collins enters the game for V. Carter,92,73
331,3,1:42.0,,D. Dedmon enters the game for B. Fernando,92,73
332,3,1:42.0,M. Robinson makes free throw 2 of 2,,93,73
333,3,1:34.0,,Turnover by J. Teague (bad pass; steal by K. Knox),93,73
334,3,1:16.0,K. Knox misses 2-pt jump shot from 22 ft,,93,73
335,3,1:11.0,Offensive rebound by M. Robinson,,93,73
336,3,1:09.0,W. Ellington misses 3-pt jump shot from 26 ft,,93,73
337,3,1:07.0,,Defensive rebound by D. Dedmon,93,73
338,3,0:56.0,,J. Collins misses 3-pt jump shot from 27 ft,93,73
339,3,0:53.0,Defensive rebound by W. Ellington,,93,73
340,3,0:39.0,B. Portis makes 3-pt jump shot from 25 ft (assist by W. Ellington),,96,73
341,3,0:34.0,,C. Reddish makes 3-pt jump shot from 26 ft (assist by J. Teague),96,76
342,3,0:25.0,B. Portis misses 3-pt jump shot from 25 ft,,96,76
343,3,0:22.0,,Defensive rebound by J. Collins,96,76
344,3,0:04.0,,J. Teague misses 2-pt jump shot from 12 ft,96,76
345,3,0:01.0,,Offensive rebound by D. Dedmon,96,76
346,3,0:01.0,,D. Dedmon makes 2-pt layup at rim,96,78
347,4,11:44.0,,K. Huerter makes 2-pt jump shot from 13 ft,96,80
348,4,11:27.0,W. Ellington misses 3-pt jump shot from 25 ft,,96,80
349,4,11:25.0,,Defensive rebound by J. Collins,96,80
350,4,11:19.0,,K. Huerter misses 3-pt jump shot from 23 ft (block by M. Robinson),96,80
351,4,11:12.0,Defensive rebound by W. Ellington,,96,80
352,4,11:09.0,Shooting foul by D. Dedmon (drawn by K. Knox),,96,80
353,4,11:09.0,K. Knox misses free throw 1 of 2,,96,80
354,4,11:09.0,Offensive rebound by Team,,96,80
355,4,11:09.0,R. Barrett enters the game for W. Ellington,,96,80
356,4,11:09.0,K. Knox makes free throw 2 of 2,,97,80
357,4,11:01.0,,T. Young makes 2-pt jump shot from 4 ft (assist by K. Huerter),97,82
358,4,11:01.0,,Shooting foul by F. Ntilikina (drawn by T. Young),97,82
359,4,11:01.0,,T. Young makes free throw 1 of 1,97,83
360,4,10:45.0,K. Knox misses 2-pt jump shot from 10 ft,,97,83
361,4,10:42.0,,Defensive rebound by Team,97,83
362,4,10:42.0,Loose ball foul by K. Knox (drawn by D. Dedmon),,97,83
363,4,10:32.0,,Turnover by T. Young (bad pass; steal by K. Knox),97,83
364,4,10:13.0,R. Barrett makes 2-pt jump shot from 16 ft,,99,83
365,4,9:58.0,,D. Hunter misses 2-pt jump shot from 12 ft,99,83
366,4,9:56.0,,Offensive rebound by Team,99,83
367,4,9:48.0,,T. Young misses 3-pt jump shot from 23 ft,99,83
368,4,9:44.0,Defensive rebound by R. Barrett,,99,83
369,4,9:28.0,Personal foul by T. Young (drawn by K. Knox),,99,83
370,4,9:23.0,F. Ntilikina misses 2-pt jump shot from 5 ft,,99,83
371,4,9:14.0,,Defensive rebound by D. Dedmon,99,83
372,4,9:12.0,,J. Collins makes 2-pt layup from 12 ft (assist by T. Young),99,85
373,4,9:12.0,,Shooting foul by B. Portis (drawn by J. Collins),99,85
374,4,9:12.0,,J. Collins misses free throw 1 of 1,99,85
375,4,9:09.0,Defensive rebound by B. Portis,,99,85
376,4,8:59.0,R. Barrett makes 2-pt jump shot from 10 ft,,101,85
377,4,8:51.0,,Shooting foul by F. Ntilikina (drawn by T. Young),101,85
378,4,8:51.0,,T. Young makes free throw 1 of 2,101,86
379,4,8:51.0,T. Gibson enters the game for M. Robinson,,101,86
380,4,8:51.0,,T. Young makes free throw 2 of 2,101,87
381,4,8:36.0,K. Knox misses 2-pt jump shot from 16 ft,,101,87
382,4,8:32.0,,Defensive rebound by J. Collins,101,87
383,4,8:26.0,,T. Young makes 3-pt jump shot from 33 ft,101,90
384,4,8:25.0,New York full timeout,,101,90
385,4,8:25.0,M. Harkless enters the game for K. Knox,,101,90
