,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
112,2,9:06.0,Defensive rebound by Team,,34,36
113,2,9:06.0,,Loose ball foul by S. Adams (drawn by J. Culver),34,36
114,2,8:43.0,J. Culver misses 3-pt jump shot from 28 ft,,34,36
115,2,8:41.0,,Defensive rebound by D. Bazley,34,36
116,2,8:33.0,,D. Schröder makes 2-pt jump shot from 14 ft,34,38
117,2,8:21.0,T. Graham misses 3-pt jump shot from 27 ft,,34,38
118,2,8:18.0,,Defensive rebound by D. Schröder,34,38
119,2,8:07.0,,S. Adams misses 2-pt hook shot from 6 ft,34,38
120,2,8:04.0,Defensive rebound by J. Culver,,34,38
121,2,8:04.0,J. Okogie enters the game for T. Graham,,34,38
122,2,8:04.0,J. Teague enters the game for S. Napier,,34,38
123,2,8:04.0,,N. Noel enters the game for S. Adams,34,38
124,2,7:42.0,J. Okogie misses 3-pt jump shot from 26 ft,,34,38
125,2,7:38.0,,Defensive rebound by L. Dort,34,38
126,2,7:25.0,,A. Nader misses 2-pt jump shot from 17 ft,34,38
127,2,7:23.0,Defensive rebound by J. Okogie,,34,38
128,2,7:12.0,G. Dieng misses 3-pt jump shot from 24 ft,,34,38
129,2,7:10.0,Offensive rebound by J. Teague,,34,38
130,2,7:05.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,34,38
131,2,7:04.0,,Defensive rebound by Team,34,38
132,2,7:04.0,,Oklahoma City full timeout,34,38
133,2,7:04.0,J. Bell enters the game for K. Bates-Diop,,34,38
134,2,7:04.0,K. Towns enters the game for G. Dieng,,34,38
135,2,6:56.0,,D. Schröder misses 2-pt layup from 5 ft (block by K. Towns),34,38
136,2,6:54.0,Defensive rebound by Team,,34,38
137,2,6:54.0,,D. Gallinari enters the game for D. Bazley,34,38
138,2,6:54.0,,S. Gilgeous-Alexander enters the game for L. Dort,34,38
139,2,6:40.0,K. Towns makes 2-pt layup from 3 ft,,36,38
140,2,6:13.0,,Turnover by A. Nader (bad pass; steal by J. Teague),36,38
141,2,5:57.0,J. Bell misses 2-pt hook shot from 9 ft,,36,38
142,2,5:57.0,Offensive rebound by Team,,36,38
143,2,5:57.0,,Loose ball foul by N. Noel (drawn by K. Towns),36,38
144,2,5:51.0,J. Teague misses 2-pt jump shot from 9 ft,,36,38
145,2,5:49.0,Offensive rebound by J. Bell,,36,38
146,2,5:48.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Bell),,39,38
147,2,5:32.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 12 ft,39,38
148,2,5:32.0,Defensive rebound by K. Towns,,39,38
149,2,5:25.0,J. Culver makes 2-pt layup from 3 ft (assist by K. Towns),,41,38
150,2,5:14.0,,Shooting foul by J. Bell (drawn by A. Nader),41,38
151,2,5:14.0,,A. Nader makes free throw 1 of 2,41,39
152,2,5:14.0,,S. Adams enters the game for N. Noel,41,39
153,2,5:14.0,,A. Nader makes free throw 2 of 2,41,40
154,2,5:04.0,J. Teague makes 2-pt layup from 2 ft,,43,40
155,2,4:50.0,,Turnover by S. Adams (lost ball; steal by J. Teague),43,40
156,2,4:47.0,J. Okogie makes 2-pt dunk from 5 ft (assist by K. Towns),,45,40
157,2,4:36.0,,Turnover by D. Gallinari (bad pass),45,40
158,2,4:25.0,J. Teague makes 2-pt jump shot from 12 ft,,47,40
159,2,4:25.0,Shooting foul by D. Schröder (drawn by J. Teague),,47,40
160,2,4:25.0,,C. Paul enters the game for D. Schröder,47,40
161,2,4:25.0,J. Teague makes free throw 1 of 1,,48,40
162,2,4:06.0,,C. Paul makes 2-pt jump shot from 15 ft,48,42
163,2,3:50.0,J. Culver misses 3-pt jump shot from 23 ft,,48,42
164,2,3:49.0,,Defensive rebound by C. Paul,48,42
165,2,3:41.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by C. Paul),48,44
166,2,3:34.0,Minnesota full timeout,,48,44
167,2,3:34.0,R. Covington enters the game for J. Culver,,48,44
168,2,3:34.0,,D. Schröder enters the game for A. Nader,48,44
169,2,3:21.0,R. Covington misses 3-pt jump shot from 28 ft,,48,44
170,2,3:18.0,,Defensive rebound by D. Gallinari,48,44
171,2,3:09.0,,D. Schröder makes 2-pt layup from 2 ft,48,46
172,2,2:48.0,J. Okogie makes 3-pt jump shot from 24 ft (assist by J. Teague),,51,46
173,2,2:28.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,51,46
174,2,2:26.0,Defensive rebound by K. Towns,,51,46
175,2,2:05.0,J. Bell makes 2-pt layup from 2 ft (assist by K. Towns),,53,46
176,2,1:50.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft (assist by C. Paul),53,48
177,2,1:36.0,Offensive foul by J. Okogie (drawn by D. Schröder),,53,48
178,2,1:36.0,Turnover by J. Okogie (offensive foul),,53,48
179,2,1:19.0,,C. Paul makes 3-pt jump shot from 26 ft,53,51
180,2,0:56.0,Turnover by J. Teague (bad pass),,53,51
181,2,0:43.0,,C. Paul misses 3-pt jump shot from 26 ft,53,51
182,2,0:40.0,Defensive rebound by J. Teague,,53,51
183,2,0:33.0,J. Teague makes 3-pt jump shot from 29 ft,,56,51
184,2,0:19.0,,Shooting foul by K. Towns (drawn by S. Gilgeous-Alexander),56,51
185,2,0:19.0,,S. Gilgeous-Alexander makes free throw 1 of 2,56,52
186,2,0:19.0,S. Napier enters the game for J. Bell,,56,52
187,2,0:19.0,,S. Gilgeous-Alexander makes free throw 2 of 2,56,53
188,2,0:01.0,J. Teague misses 2-pt layup from 8 ft (block by S. Adams),,56,53
189,2,0:01.0,Offensive rebound by Team,,56,53
190,2,0:00.0,R. Covington makes 2-pt jump shot from 18 ft (assist by J. Teague),,58,53
191,2,0:00.0,Instant Replay (Request: Stands),,58,53
192,3,11:53.0,,Personal foul by J. Teague (drawn by C. Paul),58,53
193,3,11:44.0,,D. Gallinari misses 3-pt jump shot from 27 ft,58,53
194,3,11:40.0,Defensive rebound by R. Covington,,58,53
195,3,11:17.0,J. Teague makes 3-pt jump shot from 25 ft,,61,53
196,3,11:06.0,,C. Paul makes 2-pt jump shot from 15 ft,61,55
197,3,10:55.0,J. Okogie misses 2-pt dunk from 1 ft (block by A. Nader),,61,55
198,3,10:55.0,,Defensive rebound by A. Nader,61,55
199,3,10:49.0,,D. Gallinari misses 3-pt jump shot from 23 ft,61,55
200,3,10:49.0,,Offensive rebound by S. Adams,61,55
201,3,10:48.0,,Shooting foul by R. Covington (drawn by S. Adams),61,55
202,3,10:48.0,,S. Adams makes free throw 1 of 2,61,56
203,3,10:48.0,,S. Adams misses free throw 2 of 2,61,56
204,3,10:45.0,Defensive rebound by R. Covington,,61,56
205,3,10:28.0,R. Covington makes 2-pt layup from 6 ft (assist by K. Towns),,63,56
206,3,10:12.0,,D. Gallinari misses 3-pt jump shot from 24 ft,63,56
207,3,10:10.0,Defensive rebound by R. Covington,,63,56
208,3,10:03.0,Shooting foul by C. Paul (drawn by J. Culver),,63,56
209,3,10:03.0,J. Culver misses free throw 1 of 2,,63,56
210,3,10:03.0,Offensive rebound by Team,,63,56
211,3,10:03.0,J. Culver makes free throw 2 of 2,,64,56
212,3,9:54.0,,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,64,56
213,3,9:51.0,Defensive rebound by J. Teague,,64,56
214,3,9:47.0,J. Culver misses 2-pt layup from 4 ft (block by C. Paul),,64,56
215,3,9:44.0,,Defensive rebound by Team,64,56
216,3,9:40.0,,C. Paul makes 2-pt jump shot from 16 ft,64,58
217,3,9:28.0,Personal foul by S. Gilgeous-Alexander (drawn by K. Towns),,64,58
218,3,9:16.0,J. Teague makes 2-pt layup from 5 ft,,66,58
219,3,9:06.0,,D. Gallinari makes 2-pt jump shot from 15 ft (assist by C. Paul),66,60
220,3,8:52.0,J. Teague makes 2-pt layup from 3 ft,,68,60
221,3,8:46.0,,Shooting foul by K. Towns (drawn by S. Gilgeous-Alexander),68,60
222,3,8:46.0,,S. Gilgeous-Alexander makes free throw 1 of 2,68,61
223,3,8:46.0,,S. Gilgeous-Alexander makes free throw 2 of 2,68,62
224,3,8:26.0,J. Culver misses 3-pt jump shot from 24 ft,,68,62
225,3,8:22.0,,Defensive rebound by D. Gallinari,68,62
226,3,8:16.0,,D. Gallinari misses 3-pt jump shot from 28 ft,68,62
227,3,8:12.0,,Offensive rebound by S. Adams,68,62
228,3,8:12.0,,S. Adams misses 2-pt layup from 1 ft,68,62
229,3,8:12.0,,Offensive rebound by S. Adams,68,62
230,3,8:09.0,,S. Adams makes 2-pt layup from 1 ft,68,64
231,3,7:59.0,J. Okogie makes 2-pt layup from 3 ft (assist by K. Towns),,70,64
232,3,7:37.0,,Personal foul by R. Covington (drawn by C. Paul),70,64
233,3,7:37.0,J. Bell enters the game for R. Covington,,70,64
234,3,7:37.0,,N. Noel enters the game for S. Adams,70,64
235,3,7:37.0,,D. Schröder enters the game for S. Gilgeous-Alexander,70,64
236,3,7:26.0,,C. Paul misses 2-pt jump shot from 17 ft,70,64
237,3,7:20.0,,Offensive rebound by N. Noel,70,64
238,3,7:20.0,,N. Noel makes 2-pt layup from 1 ft,70,66
239,3,7:12.0,J. Teague makes 2-pt jump shot from 15 ft,,72,66
240,3,7:12.0,Shooting foul by D. Schröder (drawn by J. Teague),,72,66
241,3,7:12.0,J. Teague makes free throw 1 of 1,,73,66
242,3,7:05.0,,Personal foul by J. Okogie (drawn by C. Paul),73,66
243,3,7:05.0,,C. Paul makes free throw 1 of 2,73,67
244,3,7:05.0,,C. Paul makes free throw 2 of 2,73,68
245,3,6:56.0,K. Towns makes 3-pt jump shot from 26 ft,,76,68
246,3,6:44.0,,Shooting foul by J. Bell (drawn by A. Nader),76,68
247,3,6:44.0,,Oklahoma City full timeout,76,68
248,3,6:44.0,T. Graham enters the game for J. Okogie,,76,68
249,3,6:44.0,,A. Nader makes free throw 1 of 2,76,69
250,3,6:44.0,,A. Nader makes free throw 2 of 2,76,70
251,3,6:33.0,Personal foul by N. Noel (drawn by K. Towns),,76,70
252,3,6:22.0,J. Culver misses 3-pt jump shot from 26 ft,,76,70
253,3,6:19.0,,Defensive rebound by C. Paul,76,70
254,3,6:11.0,,A. Nader makes 2-pt layup from 2 ft (assist by D. Schröder),76,72
255,3,5:59.0,J. Bell misses 3-pt jump shot from 24 ft,,76,72
256,3,5:59.0,,Defensive rebound by Team,76,72
257,3,5:59.0,Loose ball foul by T. Graham (drawn by C. Paul),,76,72
258,3,5:59.0,,C. Paul makes free throw 1 of 2,76,73
259,3,5:59.0,R. Covington enters the game for J. Culver,,76,73
260,3,5:59.0,,C. Paul makes free throw 2 of 2,76,74
261,3,5:44.0,J. Bell makes 2-pt layup from 1 ft (assist by J. Teague),,78,74
262,3,5:35.0,,Shooting foul by T. Graham (drawn by C. Paul),78,74
263,3,5:35.0,,C. Paul makes free throw 1 of 2,78,75
264,3,5:35.0,,C. Paul makes free throw 2 of 2,78,76
265,3,5:16.0,J. Bell makes 2-pt layup from 2 ft (assist by J. Teague),,80,76
266,3,5:02.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by C. Paul),80,78
267,3,4:35.0,J. Teague makes 2-pt jump shot from 3 ft (assist by K. Towns),,82,78
268,3,4:22.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by C. Paul),82,81
269,3,4:21.0,Minnesota full timeout,,82,81
270,3,4:21.0,K. Bates-Diop enters the game for K. Towns,,82,81
271,3,4:21.0,,S. Adams enters the game for N. Noel,82,81
272,3,4:21.0,,L. Dort enters the game for C. Paul,82,81
273,3,4:05.0,J. Teague makes 2-pt jump shot from 5 ft,,84,81
274,3,3:55.0,,Personal foul by R. Covington (drawn by D. Gallinari),84,81
275,3,3:55.0,,D. Gallinari makes free throw 1 of 2,84,82
276,3,3:55.0,,D. Gallinari makes free throw 2 of 2,84,83
277,3,3:41.0,Personal foul by D. Schröder (drawn by J. Teague),,84,83
278,3,3:41.0,J. Teague makes free throw 1 of 2,,85,83
279,3,3:41.0,G. Dieng enters the game for J. Bell,,85,83
280,3,3:41.0,J. Teague makes free throw 2 of 2,,86,83
281,3,3:23.0,,S. Adams makes 2-pt hook shot from 6 ft (assist by D. Gallinari),86,85
282,3,3:07.0,R. Covington misses 3-pt jump shot from 26 ft,,86,85
283,3,3:05.0,Offensive rebound by T. Graham,,86,85
284,3,3:02.0,T. Graham makes 2-pt layup from 3 ft,,88,85
285,3,2:45.0,,D. Schröder misses 2-pt jump shot from 14 ft,88,85
286,3,2:41.0,Defensive rebound by J. Teague,,88,85
287,3,2:38.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),,91,85
288,3,2:29.0,,Shooting foul by T. Graham (drawn by D. Schröder),91,85
289,3,2:29.0,,D. Schröder makes free throw 1 of 2,91,86
290,3,2:29.0,,D. Bazley enters the game for L. Dort,91,86
291,3,2:29.0,,S. Gilgeous-Alexander enters the game for D. Gallinari,91,86
292,3,2:29.0,,C. Paul enters the game for A. Nader,91,86
293,3,2:29.0,,D. Schröder makes free throw 2 of 2,91,87
294,3,2:15.0,Turnover by R. Covington (bad pass; steal by S. Adams),,91,87
295,3,2:11.0,,D. Schröder misses 3-pt jump shot from 26 ft,91,87
296,3,2:08.0,,Offensive rebound by S. Adams,91,87
297,3,2:08.0,S. Napier enters the game for J. Teague,,91,87
298,3,1:56.0,,C. Paul misses 2-pt jump shot from 20 ft,91,87
299,3,1:55.0,,Offensive rebound by Team,91,87
300,3,1:55.0,Loose ball foul by G. Dieng (drawn by S. Adams),,91,87
301,3,1:55.0,Minnesota full timeout,,91,87
302,3,1:55.0,,S. Adams makes free throw 1 of 2,91,88
303,3,1:55.0,,S. Adams makes free throw 2 of 2,91,89
304,3,1:38.0,S. Napier makes 2-pt layup from 3 ft,,93,89
305,3,1:11.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 22 ft,93,89
306,3,1:08.0,Defensive rebound by S. Napier,,93,89
307,3,1:03.0,K. Bates-Diop misses 3-pt jump shot from 25 ft,,93,89
308,3,0:58.0,,Defensive rebound by S. Gilgeous-Alexander,93,89
309,3,0:41.0,,Personal foul by S. Napier (drawn by S. Gilgeous-Alexander),93,89
310,3,0:41.0,,S. Gilgeous-Alexander makes free throw 1 of 2,93,90
311,3,0:41.0,Violation by Team (delay of game),,93,90
312,3,0:41.0,K. Towns enters the game for G. Dieng,,93,90
313,3,0:41.0,,S. Gilgeous-Alexander makes free throw 2 of 2,93,91
314,3,0:34.0,Shooting foul by D. Schröder (drawn by S. Napier),,93,91
315,3,0:34.0,S. Napier makes free throw 1 of 2,,94,91
316,3,0:34.0,S. Napier makes free throw 2 of 2,,95,91
317,3,0:30.0,,C. Paul makes 2-pt jump shot from 9 ft,95,93
318,3,0:30.0,,Shooting foul by T. Graham (drawn by C. Paul),95,93
319,3,0:30.0,J. Teague enters the game for T. Graham,,95,93
320,3,0:30.0,,L. Dort enters the game for D. Schröder,95,93
321,3,0:30.0,,C. Paul makes free throw 1 of 1,95,94
322,3,0:13.0,K. Bates-Diop misses 2-pt layup from 4 ft,,95,94
323,3,0:12.0,Offensive rebound by R. Covington,,95,94
324,3,0:12.0,Shooting foul by S. Adams (drawn by R. Covington),,95,94
325,3,0:12.0,R. Covington makes free throw 1 of 2,,96,94
326,3,0:12.0,G. Dieng enters the game for J. Teague,,96,94
327,3,0:12.0,J. Okogie enters the game for K. Towns,,96,94
328,3,0:12.0,,D. Gallinari enters the game for D. Bazley,96,94
329,3,0:12.0,,D. Schröder enters the game for L. Dort,96,94
330,3,0:12.0,R. Covington makes free throw 2 of 2,,97,94
331,3,0:00.0,,C. Paul misses 3-pt jump shot from 23 ft,97,94
332,3,0:00.0,,Offensive rebound by Team,97,94
333,4,11:50.0,S. Napier misses 3-pt jump shot from 26 ft,,97,94
334,4,11:45.0,,Defensive rebound by S. Adams,97,94
335,4,11:35.0,,D. Schröder misses 2-pt jump shot from 17 ft,97,94
336,4,11:32.0,Defensive rebound by R. Covington,,97,94
337,4,11:18.0,J. Culver misses 2-pt layup from 4 ft,,97,94
338,4,11:16.0,,Defensive rebound by S. Adams,97,94
339,4,11:08.0,,C. Paul makes 2-pt layup from 2 ft,97,96
340,4,10:53.0,Turnover by J. Okogie (lost ball; steal by D. Schröder),,97,96
341,4,10:47.0,,D. Schröder makes 2-pt layup from 2 ft,97,98
342,4,10:25.0,S. Napier misses 2-pt layup from 1 ft,,97,98
343,4,10:23.0,,Defensive rebound by S. Adams,97,98
344,4,10:14.0,,Shooting foul by G. Dieng (drawn by S. Adams),97,98
345,4,10:14.0,,S. Adams misses free throw 1 of 2,97,98
346,4,10:14.0,,Offensive rebound by Team,97,98
347,4,10:14.0,,A. Nader enters the game for C. Paul,97,98
348,4,10:14.0,,S. Adams makes free throw 2 of 2,97,99
349,4,9:56.0,R. Covington makes 2-pt layup from 3 ft (assist by G. Dieng),,99,99
350,4,9:41.0,,Offensive foul by D. Bazley (drawn by G. Dieng),99,99
351,4,9:41.0,,Turnover by D. Bazley (offensive foul),99,99
352,4,9:41.0,K. Bates-Diop enters the game for J. Okogie,,99,99
353,4,9:41.0,,N. Noel enters the game for S. Adams,99,99
354,4,9:25.0,J. Culver makes 2-pt layup from 5 ft,,101,99
355,4,9:10.0,,S. Gilgeous-Alexander makes 2-pt layup from 3 ft,101,101
356,4,8:50.0,R. Covington misses 3-pt jump shot from 26 ft,,101,101
357,4,8:47.0,,Defensive rebound by S. Gilgeous-Alexander,101,101
358,4,8:39.0,,N. Noel makes 2-pt layup from 2 ft (assist by D. Schröder),101,103
359,4,8:26.0,S. Napier misses 2-pt layup from 2 ft,,101,103
360,4,8:26.0,Offensive rebound by G. Dieng,,101,103
361,4,8:24.0,G. Dieng makes 2-pt dunk from 1 ft,,103,103
362,4,8:04.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 16 ft,103,105
363,4,7:55.0,S. Napier misses 3-pt jump shot from 25 ft,,103,105
364,4,7:52.0,,Defensive rebound by D. Bazley,103,105
365,4,7:45.0,,Turnover by S. Gilgeous-Alexander (lost ball; steal by G. Dieng),103,105
366,4,7:45.0,J. Teague enters the game for S. Napier,,103,105
367,4,7:29.0,K. Bates-Diop misses 3-pt jump shot from 23 ft,,103,105
368,4,7:27.0,,Defensive rebound by N. Noel,103,105
369,4,7:22.0,,Personal foul by J. Culver (drawn by S. Gilgeous-Alexander),103,105
370,4,7:22.0,K. Towns enters the game for G. Dieng,,103,105
371,4,7:07.0,,Turnover by D. Schröder (lost ball; steal by J. Culver),103,105
372,4,6:56.0,J. Culver misses 3-pt jump shot from 25 ft,,103,105
373,4,6:53.0,,Defensive rebound by D. Bazley,103,105
374,4,6:53.0,,Oklahoma City full timeout,103,105
375,4,6:53.0,T. Graham enters the game for R. Covington,,103,105
376,4,6:53.0,,D. Gallinari enters the game for D. Bazley,103,105
377,4,6:39.0,,D. Gallinari makes 2-pt jump shot from 17 ft,103,107
378,4,6:23.0,Turnover by J. Teague (bad pass; steal by D. Gallinari),,103,107
379,4,6:20.0,,Shooting foul by K. Towns (drawn by D. Gallinari),103,107
380,4,6:20.0,,D. Gallinari makes free throw 1 of 2,103,108
381,4,6:20.0,,D. Gallinari makes free throw 2 of 2,103,109
