,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
50,1,5:18.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by R. Holmes),7,17
51,1,5:06.0,L. Markkanen misses 2-pt layup from 3 ft,,7,17
52,1,5:04.0,,Defensive rebound by C. Joseph,7,17
53,1,5:03.0,,Turnover by C. Joseph (bad pass),7,17
54,1,4:52.0,Shooting foul by R. Holmes (drawn by Z. LaVine),,7,17
55,1,4:52.0,Z. LaVine makes free throw 1 of 2,,8,17
56,1,4:52.0,Z. LaVine makes free throw 2 of 2,,9,17
57,1,4:42.0,,Shooting foul by L. Markkanen (drawn by N. Bjelica),9,17
58,1,4:42.0,,N. Bjelica makes free throw 1 of 2,9,18
59,1,4:42.0,,N. Bjelica makes free throw 2 of 2,9,19
60,1,4:27.0,C. White misses 3-pt jump shot from 25 ft,,9,19
61,1,4:23.0,,Defensive rebound by N. Bjelica,9,19
62,1,4:16.0,,C. Joseph misses 3-pt jump shot from 25 ft,9,19
63,1,4:12.0,Defensive rebound by L. Markkanen,,9,19
64,1,4:05.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by L. Markkanen),,12,19
65,1,3:51.0,,Personal foul by T. Satoranský (drawn by B. Hield),12,19
66,1,3:51.0,,Sacramento full timeout,12,19
67,1,3:51.0,R. Arcidiacono enters the game for L. Markkanen,,12,19
68,1,3:51.0,T. Young enters the game for T. Satoranský,,12,19
69,1,3:51.0,,H. Barnes enters the game for N. Bjelica,12,19
70,1,3:51.0,,J. James enters the game for B. Hield,12,19
71,1,3:39.0,,Personal foul by Z. LaVine (drawn by B. Bogdanović),12,19
72,1,3:32.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Bogdanović),12,21
73,1,3:16.0,Z. LaVine misses 3-pt jump shot from 27 ft,,12,21
74,1,3:13.0,,Defensive rebound by R. Holmes,12,21
75,1,2:57.0,,R. Holmes makes 2-pt layup from 1 ft (assist by B. Bogdanović),12,23
76,1,2:36.0,T. Young makes 2-pt layup from 6 ft (assist by C. White),,14,23
77,1,2:24.0,,H. Barnes misses 3-pt jump shot from 25 ft,14,23
78,1,2:22.0,Defensive rebound by C. White,,14,23
79,1,2:15.0,Shooting foul by C. Joseph (drawn by W. Carter),,14,23
80,1,2:15.0,W. Carter makes free throw 1 of 2,,15,23
81,1,2:15.0,D. Valentine enters the game for Z. LaVine,,15,23
82,1,2:15.0,,T. Ariza enters the game for R. Holmes,15,23
83,1,2:15.0,,D. Dedmon enters the game for C. Joseph,15,23
84,1,2:15.0,W. Carter makes free throw 2 of 2,,16,23
85,1,2:02.0,,Turnover by B. Bogdanović (bad pass; steal by R. Arcidiacono),16,23
86,1,1:54.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,16,23
87,1,1:51.0,,Defensive rebound by D. Dedmon,16,23
88,1,1:33.0,,T. Ariza misses 2-pt jump shot from 17 ft,16,23
89,1,1:33.0,Defensive rebound by D. Valentine,,16,23
90,1,1:33.0,D. Gafford enters the game for W. Carter,,16,23
91,1,1:23.0,Def 3 sec tech foul by Team,,16,23
92,1,1:23.0,R. Arcidiacono makes technical free throw,,17,23
93,1,1:13.0,D. Valentine misses 3-pt jump shot from 25 ft,,17,23
94,1,1:09.0,,Defensive rebound by H. Barnes,17,23
95,1,0:59.0,,Turnover by J. James (step out of bounds),17,23
96,1,0:39.0,T. Young makes 3-pt jump shot from 23 ft (assist by C. White),,20,23
97,1,0:27.0,,H. Barnes misses 3-pt jump shot from 26 ft,20,23
98,1,0:22.0,Defensive rebound by C. White,,20,23
99,1,0:12.0,Personal foul by J. James (drawn by C. White),,20,23
100,1,0:03.0,C. White makes 2-pt layup from 5 ft,,22,23
101,1,0:00.0,,H. Barnes misses 3-pt jump shot from 28 ft,22,23
102,1,0:00.0,,Offensive rebound by Team,22,23
103,2,11:39.0,D. Gafford makes 2-pt dunk from 1 ft (assist by T. Young),,24,23
104,2,11:24.0,,Turnover by J. James (bad pass; steal by D. Valentine),24,23
105,2,11:17.0,Shooting foul by J. James (drawn by D. Gafford),,24,23
106,2,11:17.0,D. Gafford misses free throw 1 of 2,,24,23
107,2,11:17.0,Offensive rebound by Team,,24,23
108,2,11:17.0,D. Gafford makes free throw 2 of 2,,25,23
109,2,11:08.0,,B. Hield misses 3-pt jump shot from 25 ft,25,23
110,2,11:05.0,Defensive rebound by D. Valentine,,25,23
111,2,10:55.0,Turnover by R. Arcidiacono (bad pass; steal by T. Ariza),,25,23
112,2,10:55.0,,Personal take foul by R. Arcidiacono (drawn by T. Ariza),25,23
113,2,10:55.0,,Y. Ferrell enters the game for J. James,25,23
114,2,10:38.0,,Turnover by T. Ariza (bad pass; steal by D. Valentine),25,23
115,2,10:32.0,T. Young misses 2-pt layup from 3 ft,,25,23
116,2,10:32.0,,Defensive rebound by Team,25,23
117,2,10:12.0,,T. Ariza misses 3-pt jump shot from 25 ft,25,23
118,2,10:07.0,Defensive rebound by C. White,,25,23
119,2,10:05.0,C. White misses 2-pt layup from 1 ft,,25,23
120,2,10:01.0,,Defensive rebound by D. Dedmon,25,23
121,2,9:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,25,23
122,2,9:51.0,,Offensive rebound by D. Dedmon,25,23
123,2,9:49.0,,D. Dedmon makes 2-pt hook shot from 2 ft,25,25
124,2,9:40.0,D. Gafford makes 2-pt layup from 2 ft (assist by C. White),,27,25
125,2,9:26.0,,Personal foul by D. Valentine (drawn by T. Ariza),27,25
126,2,9:17.0,,Offensive foul by D. Dedmon (drawn by T. Young),27,25
127,2,9:17.0,,Turnover by D. Dedmon (offensive foul),27,25
128,2,9:07.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by R. Arcidiacono),,30,25
129,2,8:47.0,,Shooting foul by D. Valentine (drawn by T. Ariza),30,25
130,2,8:47.0,,T. Ariza makes free throw 1 of 2,30,26
131,2,8:47.0,,T. Ariza makes free throw 2 of 2,30,27
132,2,8:33.0,R. Arcidiacono makes 3-pt jump shot from 25 ft,,33,27
133,2,8:18.0,,D. Dedmon misses 3-pt jump shot from 25 ft,33,27
134,2,8:18.0,Defensive rebound by T. Young,,33,27
135,2,8:09.0,Turnover by R. Arcidiacono (lost ball; steal by D. Dedmon),,33,27
136,2,7:57.0,,B. Hield misses 3-pt jump shot from 25 ft,33,27
137,2,7:56.0,Defensive rebound by Team,,33,27
138,2,7:56.0,Chicago full timeout,,33,27
139,2,7:56.0,W. Carter enters the game for R. Arcidiacono,,33,27
140,2,7:56.0,K. Dunn enters the game for D. Gafford,,33,27
141,2,7:56.0,Z. LaVine enters the game for D. Valentine,,33,27
142,2,7:56.0,,N. Bjelica enters the game for T. Ariza,33,27
143,2,7:56.0,,R. Holmes enters the game for D. Dedmon,33,27
144,2,7:56.0,,C. Joseph enters the game for Y. Ferrell,33,27
145,2,7:46.0,C. White makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,36,27
146,2,7:26.0,,H. Barnes misses 2-pt hook shot from 4 ft,36,27
147,2,7:23.0,Defensive rebound by T. Young,,36,27
148,2,7:22.0,Turnover by T. Young (bad pass),,36,27
149,2,7:13.0,,R. Holmes misses 2-pt hook shot from 7 ft,36,27
150,2,7:08.0,Defensive rebound by W. Carter,,36,27
151,2,6:53.0,T. Young misses 3-pt jump shot from 24 ft,,36,27
152,2,6:50.0,,Defensive rebound by R. Holmes,36,27
153,2,6:38.0,,R. Holmes makes 2-pt jump shot from 9 ft (assist by C. Joseph),36,29
154,2,6:34.0,C. White misses 3-pt jump shot from 26 ft,,36,29
155,2,6:31.0,,Defensive rebound by R. Holmes,36,29
156,2,6:17.0,,C. Joseph misses 2-pt jump shot from 2 ft,36,29
157,2,6:14.0,Defensive rebound by Z. LaVine,,36,29
158,2,5:55.0,W. Carter makes 2-pt hook shot from 8 ft,,38,29
159,2,5:32.0,,B. Hield misses 3-pt jump shot from 23 ft,38,29
160,2,5:32.0,Defensive rebound by Team,,38,29
161,2,5:32.0,L. Markkanen enters the game for C. White,,38,29
162,2,5:32.0,T. Satoranský enters the game for T. Young,,38,29
163,2,5:32.0,,B. Bogdanović enters the game for H. Barnes,38,29
164,2,5:09.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),,41,29
165,2,4:52.0,,N. Bjelica misses 2-pt jump shot from 3 ft,41,29
166,2,4:49.0,Defensive rebound by W. Carter,,41,29
167,2,4:45.0,Turnover by T. Satoranský (bad pass),,41,29
168,2,4:29.0,,Turnover by B. Bogdanović (bad pass; steal by Z. LaVine),41,29
169,2,4:25.0,K. Dunn makes 2-pt layup from 1 ft (assist by Z. LaVine),,43,29
170,2,4:23.0,,Sacramento full timeout,43,29
171,2,4:06.0,,Shooting foul by Z. LaVine (drawn by R. Holmes),43,29
172,2,4:06.0,,R. Holmes makes free throw 1 of 2,43,30
173,2,4:06.0,,R. Holmes makes free throw 2 of 2,43,31
174,2,3:42.0,W. Carter makes 2-pt dunk from 2 ft (assist by T. Satoranský),,45,31
175,2,3:27.0,,Turnover by B. Bogdanović (bad pass; steal by T. Satoranský),45,31
176,2,3:20.0,K. Dunn makes 2-pt dunk from 2 ft (assist by T. Satoranský),,47,31
177,2,3:13.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Hield),47,34
178,2,3:00.0,T. Satoranský misses 3-pt jump shot from 24 ft,,47,34
179,2,2:59.0,,Defensive rebound by Team,47,34
180,2,2:39.0,,B. Bogdanović makes 2-pt layup from 2 ft,47,36
181,2,2:25.0,L. Markkanen makes 2-pt dunk from 1 ft,,49,36
182,2,2:03.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Joseph),49,39
183,2,1:50.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,52,39
184,2,1:35.0,,B. Bogdanović misses 2-pt layup from 4 ft,52,39
185,2,1:33.0,Defensive rebound by K. Dunn,,52,39
186,2,1:30.0,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),,54,39
187,2,1:30.0,Shooting foul by B. Hield (drawn by Z. LaVine),,54,39
188,2,1:30.0,,H. Barnes enters the game for B. Bogdanović,54,39
189,2,1:30.0,Z. LaVine misses free throw 1 of 1,,54,39
190,2,1:28.0,,Defensive rebound by N. Bjelica,54,39
191,2,1:08.0,,B. Hield misses 3-pt jump shot from 24 ft,54,39
192,2,1:08.0,Defensive rebound by K. Dunn,,54,39
193,2,0:57.0,Offensive foul by W. Carter (drawn by C. Joseph),,54,39
194,2,0:57.0,Turnover by W. Carter (offensive foul),,54,39
195,2,0:43.0,,N. Bjelica makes 3-pt jump shot from 29 ft,54,42
196,2,0:33.0,W. Carter misses 2-pt layup from 3 ft (block by C. Joseph),,54,42
197,2,0:33.0,Offensive rebound by Team,,54,42
198,2,0:32.0,Personal foul by C. Joseph (drawn by Z. LaVine),,54,42
199,2,0:32.0,Z. LaVine makes free throw 1 of 2,,55,42
200,2,0:32.0,,Y. Ferrell enters the game for C. Joseph,55,42
201,2,0:32.0,Z. LaVine misses free throw 2 of 2,,55,42
202,2,0:32.0,,Defensive rebound by N. Bjelica,55,42
203,2,0:18.0,,Y. Ferrell makes 2-pt jump shot from 14 ft,55,44
204,2,0:00.0,Z. LaVine misses 2-pt jump shot from 15 ft,,55,44
205,2,0:00.0,,Defensive rebound by N. Bjelica,55,44
206,3,11:46.0,Turnover by W. Carter (3 sec),,55,44
207,3,11:30.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by C. Joseph),55,46
208,3,11:17.0,Personal foul by R. Holmes (drawn by W. Carter),,55,46
209,3,11:11.0,Personal foul by B. Hield (drawn by W. Carter),,55,46
210,3,11:03.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by W. Carter),,58,46
211,3,10:44.0,,C. Joseph makes 2-pt jump shot from 15 ft,58,48
212,3,10:31.0,Personal foul by R. Holmes (drawn by W. Carter),,58,48
213,3,10:19.0,Z. LaVine makes 2-pt layup from 1 ft,,60,48
214,3,10:07.0,,Personal foul by W. Carter (drawn by H. Barnes),60,48
215,3,9:52.0,,H. Barnes misses 2-pt jump shot from 7 ft,60,48
216,3,9:49.0,Defensive rebound by L. Markkanen,,60,48
217,3,9:44.0,L. Markkanen makes 2-pt layup from 1 ft,,62,48
218,3,9:32.0,,R. Holmes makes 2-pt jump shot from 10 ft (assist by C. Joseph),62,50
219,3,9:18.0,T. Satoranský misses 2-pt layup from 6 ft,,62,50
220,3,9:18.0,Offensive rebound by W. Carter,,62,50
221,3,9:14.0,W. Carter makes 2-pt dunk from 1 ft,,64,50
222,3,9:04.0,,C. Joseph misses 3-pt jump shot from 24 ft,64,50
223,3,8:59.0,Defensive rebound by L. Markkanen,,64,50
224,3,8:45.0,Z. LaVine makes 3-pt jump shot from 25 ft,,67,50
225,3,8:44.0,,Sacramento full timeout,67,50
226,3,8:26.0,,Turnover by H. Barnes (lost ball; steal by W. Carter),67,50
227,3,8:18.0,Shooting foul by N. Bjelica (drawn by T. Satoranský),,67,50
228,3,8:18.0,T. Satoranský makes free throw 1 of 2,,68,50
229,3,8:18.0,T. Satoranský makes free throw 2 of 2,,69,50
230,3,8:01.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by C. Joseph),69,53
231,3,7:44.0,K. Dunn misses 2-pt jump shot from 7 ft,,69,53
232,3,7:41.0,,Defensive rebound by R. Holmes,69,53
233,3,7:33.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by N. Bjelica),69,56
234,3,7:31.0,Chicago full timeout,,69,56
235,3,7:31.0,,B. Bogdanović enters the game for N. Bjelica,69,56
236,3,7:14.0,W. Carter misses 2-pt dunk from 3 ft,,69,56
237,3,7:14.0,Offensive rebound by W. Carter,,69,56
238,3,7:14.0,W. Carter makes 2-pt layup from 1 ft,,71,56
239,3,6:52.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,71,56
240,3,6:49.0,Defensive rebound by T. Satoranský,,71,56
241,3,6:43.0,Personal foul by B. Bogdanović (drawn by Z. LaVine),,71,56
242,3,6:43.0,Z. LaVine makes free throw 1 of 2,,72,56
243,3,6:43.0,Z. LaVine makes free throw 2 of 2,,73,56
244,3,6:27.0,,R. Holmes makes 2-pt jump shot from 3 ft (assist by C. Joseph),73,58
245,3,6:11.0,L. Markkanen misses 3-pt jump shot from 25 ft,,73,58
246,3,6:11.0,,Defensive rebound by C. Joseph,73,58
247,3,5:54.0,,Shooting foul by K. Dunn (drawn by B. Hield),73,58
248,3,5:54.0,,B. Hield makes free throw 1 of 2,73,59
249,3,5:54.0,,B. Hield makes free throw 2 of 2,73,60
250,3,5:41.0,Z. LaVine misses 2-pt layup from 5 ft (block by R. Holmes),,73,60
251,3,5:40.0,,Defensive rebound by B. Bogdanović,73,60
252,3,5:27.0,,B. Hield misses 3-pt jump shot from 24 ft,73,60
253,3,5:24.0,Defensive rebound by W. Carter,,73,60
254,3,5:16.0,K. Dunn misses 3-pt jump shot from 26 ft,,73,60
255,3,5:13.0,,Defensive rebound by B. Hield,73,60
256,3,5:10.0,,Personal foul by K. Dunn (drawn by R. Holmes),73,60
257,3,5:10.0,D. Gafford enters the game for W. Carter,,73,60
258,3,5:10.0,C. White enters the game for K. Dunn,,73,60
259,3,5:03.0,,Shooting foul by D. Gafford (drawn by H. Barnes),73,60
260,3,5:03.0,,H. Barnes makes free throw 1 of 2,73,61
261,3,5:03.0,,D. Dedmon enters the game for R. Holmes,73,61
262,3,5:03.0,,H. Barnes makes free throw 2 of 2,73,62
263,3,4:55.0,Personal foul by C. Joseph (drawn by T. Satoranský),,73,62
264,3,4:55.0,T. Satoranský makes free throw 1 of 2,,74,62
265,3,4:55.0,,Y. Ferrell enters the game for B. Hield,74,62
266,3,4:55.0,,J. James enters the game for C. Joseph,74,62
267,3,4:55.0,T. Satoranský makes free throw 2 of 2,,75,62
268,3,4:38.0,,H. Barnes makes 2-pt jump shot from 9 ft (assist by Y. Ferrell),75,64
269,3,4:22.0,T. Satoranský makes 2-pt jump shot from 7 ft,,77,64
270,3,4:22.0,R. Arcidiacono enters the game for L. Markkanen,,77,64
271,3,4:22.0,T. Young enters the game for T. Satoranský,,77,64
272,3,3:59.0,,H. Barnes misses 3-pt jump shot from 25 ft,77,64
273,3,3:56.0,,Offensive rebound by D. Dedmon,77,64
274,3,3:56.0,,Turnover by D. Dedmon (bad pass),77,64
275,3,3:37.0,Z. LaVine misses 3-pt jump shot from 25 ft,,77,64
276,3,3:34.0,,Defensive rebound by B. Bogdanović,77,64
277,3,3:22.0,,H. Barnes misses 2-pt layup from 4 ft,77,64
278,3,3:19.0,,Offensive rebound by J. James,77,64
279,3,3:19.0,,Turnover by J. James (bad pass),77,64
280,3,3:09.0,T. Young misses 2-pt hook shot from 10 ft,,77,64
281,3,3:06.0,,Defensive rebound by D. Dedmon,77,64
282,3,2:56.0,,B. Bogdanović makes 2-pt dunk from 2 ft (assist by H. Barnes),77,66
283,3,2:34.0,Turnover by R. Arcidiacono (lost ball),,77,66
284,3,2:34.0,D. Valentine enters the game for Z. LaVine,,77,66
285,3,2:33.0,Loose ball foul by R. Arcidiacono (drawn by B. Bogdanović),,77,66
286,3,2:33.0,,B. Bogdanović makes free throw 1 of 2,77,67
287,3,2:33.0,,B. Bogdanović misses free throw 2 of 2,77,67
288,3,2:33.0,Defensive rebound by T. Young,,77,67
289,3,2:12.0,T. Young makes 2-pt hook shot from 7 ft,,79,67
290,3,2:05.0,,Offensive foul by D. Dedmon (drawn by C. White),79,67
291,3,2:05.0,,Turnover by D. Dedmon (offensive foul),79,67
292,3,1:40.0,D. Valentine makes 3-pt jump shot from 23 ft,,82,67
293,3,1:32.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,82,67
294,3,1:29.0,Defensive rebound by D. Valentine,,82,67
295,3,1:27.0,D. Gafford makes 2-pt layup from 4 ft (assist by D. Valentine),,84,67
296,3,1:27.0,Shooting foul by D. Dedmon (drawn by D. Gafford),,84,67
297,3,1:27.0,D. Gafford misses free throw 1 of 1,,84,67
298,3,1:24.0,,Defensive rebound by D. Dedmon,84,67
299,3,1:07.0,,Personal foul by T. Young (drawn by Y. Ferrell),84,67
300,3,1:07.0,,Y. Ferrell makes free throw 1 of 2,84,68
301,3,1:07.0,,Y. Ferrell makes free throw 2 of 2,84,69
302,3,0:52.0,D. Valentine misses 2-pt jump shot from 18 ft,,84,69
303,3,0:50.0,,Defensive rebound by Y. Ferrell,84,69
304,3,0:46.0,,Y. Ferrell makes 3-pt jump shot from 26 ft,84,72
305,3,0:28.0,C. White misses 2-pt jump shot from 4 ft (block by D. Dedmon),,84,72
306,3,0:24.0,,Defensive rebound by D. Dedmon,84,72
307,3,0:22.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,84,72
308,3,0:19.0,,Offensive rebound by H. Barnes,84,72
309,3,0:19.0,,H. Barnes misses 2-pt layup from 1 ft,84,72
310,3,0:19.0,,Offensive rebound by H. Barnes,84,72
311,3,0:19.0,,H. Barnes makes 2-pt layup from 1 ft,84,74
312,3,0:01.0,D. Valentine misses 3-pt jump shot from 31 ft,,84,74
313,3,0:01.0,Offensive rebound by Team,,84,74
314,4,11:44.0,,Turnover by T. Ariza (bad pass; steal by W. Carter),84,74
315,4,11:43.0,Personal foul by N. Bjelica (drawn by W. Carter),,84,74
316,4,11:38.0,C. White makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,87,74
317,4,11:20.0,,Turnover by N. Bjelica (traveling),87,74
318,4,10:59.0,Turnover by T. Young (lost ball; steal by Y. Ferrell),,87,74
319,4,10:52.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),87,77
320,4,10:40.0,C. White makes 3-pt jump shot from 27 ft (assist by T. Satoranský),,90,77
321,4,10:23.0,,Y. Ferrell misses 2-pt layup from 2 ft,90,77
322,4,10:23.0,,Offensive rebound by Team,90,77
323,4,10:19.0,,B. Hield misses 3-pt jump shot from 24 ft,90,77
324,4,10:16.0,Defensive rebound by W. Carter,,90,77
325,4,10:05.0,W. Carter misses 2-pt layup from 2 ft (block by N. Bjelica),,90,77
326,4,10:01.0,Offensive rebound by T. Satoranský,,90,77
327,4,9:56.0,T. Satoranský misses 2-pt jump shot from 9 ft,,90,77
328,4,9:53.0,,Defensive rebound by N. Bjelica,90,77
329,4,9:43.0,,N. Bjelica makes 2-pt jump shot from 6 ft,90,79
330,4,9:26.0,C. White misses 3-pt jump shot from 25 ft,,90,79
331,4,9:22.0,,Defensive rebound by B. Hield,90,79
332,4,9:11.0,,R. Holmes misses 2-pt jump shot from 13 ft,90,79
333,4,9:07.0,Defensive rebound by W. Carter,,90,79
334,4,9:01.0,Shooting foul by R. Holmes (drawn by T. Satoranský),,90,79
335,4,9:01.0,T. Satoranský makes free throw 1 of 2,,91,79
336,4,9:01.0,K. Dunn enters the game for D. Valentine,,91,79
337,4,9:01.0,T. Satoranský makes free throw 2 of 2,,92,79
338,4,8:48.0,,B. Hield makes 2-pt layup from 2 ft (assist by Y. Ferrell),92,81
339,4,8:27.0,Turnover by W. Carter (out of bounds lost ball),,92,81
340,4,8:14.0,,T. Ariza misses 3-pt jump shot from 23 ft,92,81
341,4,8:11.0,Defensive rebound by W. Carter,,92,81
342,4,8:03.0,Turnover by T. Satoranský (lost ball; steal by B. Hield),,92,81
343,4,8:00.0,,B. Hield makes 2-pt dunk from 2 ft,92,83
344,4,8:00.0,Chicago full timeout,,92,83
345,4,8:00.0,Z. LaVine enters the game for C. White,,92,83
346,4,8:00.0,L. Markkanen enters the game for T. Young,,92,83
347,4,7:42.0,L. Markkanen misses 3-pt jump shot from 25 ft,,92,83
348,4,7:40.0,Offensive rebound by Team,,92,83
349,4,7:37.0,Z. LaVine misses 2-pt layup from 1 ft (block by N. Bjelica),,92,83
350,4,7:33.0,,Defensive rebound by T. Ariza,92,83
351,4,7:26.0,,Offensive foul by Y. Ferrell (drawn by T. Satoranský),92,83
352,4,7:26.0,,Turnover by Y. Ferrell (offensive foul),92,83
353,4,7:18.0,Offensive foul by T. Satoranský (drawn by T. Ariza),,92,83
354,4,7:18.0,Turnover by T. Satoranský (offensive foul),,92,83
355,4,7:03.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),92,86
356,4,6:39.0,L. Markkanen makes 3-pt jump shot from 22 ft (assist by T. Satoranský),,95,86
357,4,6:26.0,,Y. Ferrell misses 2-pt jump shot from 11 ft,95,86
358,4,6:22.0,,Offensive rebound by R. Holmes,95,86
359,4,6:21.0,,R. Holmes makes 2-pt layup from 3 ft,95,88
360,4,6:09.0,L. Markkanen misses 3-pt jump shot from 25 ft,,95,88
361,4,6:07.0,Offensive rebound by Team,,95,88
362,4,6:07.0,,H. Barnes enters the game for T. Ariza,95,88
363,4,5:59.0,Z. LaVine makes 3-pt jump shot from 25 ft,,98,88
364,4,5:58.0,,Sacramento full timeout,98,88
365,4,5:58.0,,B. Bogdanović enters the game for R. Holmes,98,88
366,4,5:33.0,,Y. Ferrell makes 2-pt layup from 2 ft,98,90
367,4,5:20.0,Turnover by L. Markkanen (lost ball; steal by N. Bjelica),,98,90
368,4,5:16.0,,N. Bjelica makes 2-pt dunk from 1 ft (assist by B. Hield),98,92
369,4,5:01.0,Personal foul by B. Hield (drawn by T. Satoranský),,98,92
370,4,4:45.0,T. Satoranský makes 2-pt jump shot from 11 ft,,100,92
371,4,4:22.0,,H. Barnes makes 2-pt layup from 3 ft,100,94
372,4,4:10.0,T. Satoranský misses 3-pt jump shot from 27 ft,,100,94
373,4,4:07.0,Offensive rebound by Team,,100,94
374,4,4:07.0,,Loose ball foul by H. Barnes (drawn by K. Dunn),100,94
375,4,3:58.0,Offensive foul by W. Carter (drawn by H. Barnes),,100,94
376,4,3:58.0,Turnover by W. Carter (offensive foul),,100,94
377,4,3:41.0,,B. Hield makes 2-pt jump shot from 15 ft,100,96
378,4,3:39.0,Chicago full timeout,,100,96
379,4,3:39.0,,R. Holmes enters the game for B. Bogdanović,100,96
