,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
48,1,5:22.0,,Defensive rebound by D. Lee,26,27
49,1,5:18.0,,D. Lee makes 3-pt jump shot from 27 ft (assist by D. Russell),26,30
50,1,5:02.0,Personal foul by W. Cauley-Stein (drawn by K. Porziņģis),,26,30
51,1,5:02.0,S. Curry enters the game for T. Hardaway,,26,30
52,1,5:02.0,M. Kleber enters the game for D. Powell,,26,30
53,1,5:02.0,,A. Burks enters the game for W. Cauley-Stein,26,30
54,1,5:02.0,,J. Evans enters the game for G. Robinson,26,30
55,1,5:02.0,,A. Smailagić enters the game for D. Russell,26,30
56,1,4:50.0,S. Curry makes 3-pt jump shot from 27 ft (assist by L. Dončić),,29,30
57,1,4:30.0,,Turnover by J. Evans (step out of bounds),29,30
58,1,4:20.0,L. Dončić misses 3-pt jump shot from 26 ft,,29,30
59,1,4:16.0,,Defensive rebound by A. Smailagić,29,30
60,1,4:09.0,,J. Evans misses 2-pt layup from 8 ft (block by M. Kleber),29,30
61,1,4:08.0,,Offensive rebound by J. Evans,29,30
62,1,4:03.0,,Turnover by J. Evans (bad pass; steal by S. Curry),29,30
63,1,3:52.0,Turnover by K. Porziņģis (out of bounds lost ball),,29,30
64,1,3:52.0,D. Wright enters the game for D. Finney-Smith,,29,30
65,1,3:34.0,,A. Smailagić misses 3-pt jump shot from 24 ft,29,30
66,1,3:32.0,Defensive rebound by L. Dončić,,29,30
67,1,3:23.0,L. Dončić misses 2-pt layup from 2 ft,,29,30
68,1,3:22.0,,Defensive rebound by D. Green,29,30
69,1,3:18.0,,A. Burks makes 3-pt jump shot from 27 ft (assist by D. Green),29,33
70,1,2:57.0,Personal foul by A. Smailagić (drawn by K. Porziņģis),,29,33
71,1,2:57.0,J. Jackson enters the game for K. Porziņģis,,29,33
72,1,2:57.0,,K. Bowman enters the game for D. Green,29,33
73,1,2:57.0,,M. Chriss enters the game for D. Lee,29,33
74,1,2:44.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Jackson),,32,33
75,1,2:39.0,,M. Chriss makes 2-pt dunk from 3 ft (assist by K. Bowman),32,35
76,1,2:29.0,Turnover by L. Dončić (lost ball; steal by A. Burks),,32,35
77,1,2:17.0,,A. Burks makes 2-pt jump shot from 17 ft (assist by M. Chriss),32,37
78,1,2:11.0,L. Dončić misses 2-pt layup from 3 ft,,32,37
79,1,2:09.0,Offensive rebound by L. Dončić,,32,37
80,1,2:07.0,L. Dončić makes 2-pt layup at rim,,34,37
81,1,1:50.0,,J. Evans makes 2-pt jump shot from 19 ft,34,39
82,1,1:41.0,D. Wright makes 2-pt layup from 2 ft (assist by M. Kleber),,36,39
83,1,1:26.0,,A. Burks misses 2-pt jump shot from 18 ft,36,39
84,1,1:24.0,Defensive rebound by L. Dončić,,36,39
85,1,1:19.0,L. Dončić misses 2-pt jump shot from 8 ft,,36,39
86,1,1:13.0,Offensive rebound by L. Dončić,,36,39
87,1,1:13.0,S. Curry makes 3-pt jump shot from 26 ft (assist by L. Dončić),,39,39
88,1,1:13.0,Violation by Team (delay of game),,39,39
89,1,0:57.0,,J. Evans misses 2-pt jump shot from 13 ft,39,39
90,1,0:55.0,,Offensive rebound by M. Chriss,39,39
91,1,0:50.0,,A. Burks misses 3-pt jump shot from 26 ft,39,39
92,1,0:48.0,Defensive rebound by L. Dončić,,39,39
93,1,0:40.0,L. Dončić makes 2-pt layup from 3 ft,,41,39
94,1,0:21.0,,K. Bowman makes 2-pt layup from 5 ft (assist by A. Smailagić),41,41
95,1,0:03.0,M. Kleber misses 3-pt jump shot from 23 ft,,41,41
96,1,0:01.0,,Defensive rebound by J. Evans,41,41
97,2,11:40.0,,M. Chriss makes 2-pt layup from 7 ft,41,43
98,2,11:17.0,S. Curry makes 2-pt jump shot from 11 ft,,43,43
99,2,11:07.0,,D. Russell misses 3-pt jump shot from 30 ft,43,43
100,2,11:05.0,Defensive rebound by S. Curry,,43,43
101,2,10:59.0,J. Jackson misses 3-pt jump shot from 25 ft,,43,43
102,2,10:57.0,,Defensive rebound by G. Robinson,43,43
103,2,10:44.0,,M. Chriss makes 2-pt hook shot from 7 ft (assist by G. Robinson),43,45
104,2,10:29.0,D. Wright makes 2-pt jump shot from 11 ft,,45,45
105,2,10:15.0,,Shooting foul by J. Brunson (drawn by M. Chriss),45,45
106,2,10:15.0,,M. Chriss makes free throw 1 of 2,45,46
107,2,10:15.0,,M. Chriss misses free throw 2 of 2,45,46
108,2,10:13.0,Defensive rebound by M. Kleber,,45,46
109,2,9:55.0,M. Kleber makes 2-pt hook shot from 6 ft (assist by J. Brunson),,47,46
110,2,9:33.0,,G. Robinson misses 3-pt jump shot from 27 ft,47,46
111,2,9:31.0,Defensive rebound by M. Kleber,,47,46
112,2,9:25.0,S. Curry misses 3-pt jump shot from 31 ft,,47,46
113,2,9:23.0,,Defensive rebound by D. Russell,47,46
114,2,9:08.0,,Personal foul by S. Curry (drawn by M. Chriss),47,46
115,2,9:01.0,,M. Chriss misses 2-pt jump shot from 8 ft,47,46
116,2,9:00.0,,Offensive rebound by M. Chriss,47,46
117,2,8:57.0,,M. Chriss makes 2-pt layup from 4 ft,47,48
118,2,8:42.0,Turnover by M. Kleber (bad pass; steal by A. Burks),,47,48
119,2,8:36.0,,Turnover by A. Burks (bad pass; steal by D. Wright),47,48
120,2,8:36.0,D. Powell enters the game for M. Kleber,,47,48
121,2,8:36.0,,W. Cauley-Stein enters the game for A. Burks,47,48
122,2,8:36.0,,D. Lee enters the game for M. Chriss,47,48
123,2,8:17.0,S. Curry misses 2-pt jump shot from 10 ft,,47,48
124,2,8:16.0,Offensive rebound by D. Powell,,47,48
125,2,8:12.0,S. Curry makes 3-pt jump shot from 23 ft (assist by J. Brunson),,50,48
126,2,7:59.0,,W. Cauley-Stein makes 2-pt hook shot from 8 ft (assist by D. Russell),50,50
127,2,7:48.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Wright),,52,50
128,2,7:47.0,,Golden State full timeout,52,50
129,2,7:26.0,,K. Bowman misses 3-pt jump shot from 27 ft,52,50
130,2,7:24.0,Defensive rebound by J. Jackson,,52,50
131,2,7:13.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Wright),,55,50
132,2,6:56.0,,D. Lee misses 2-pt layup from 7 ft,55,50
133,2,6:55.0,Defensive rebound by D. Powell,,55,50
134,2,6:48.0,Personal foul by W. Cauley-Stein (drawn by D. Wright),,55,50
135,2,6:40.0,S. Curry misses 3-pt jump shot from 29 ft,,55,50
136,2,6:38.0,,Defensive rebound by D. Russell,55,50
137,2,6:31.0,,Personal foul by J. Jackson (drawn by D. Russell),55,50
138,2,6:26.0,,D. Russell makes 3-pt jump shot from 28 ft (assist by D. Lee),55,53
139,2,6:15.0,J. Brunson misses 3-pt jump shot from 24 ft,,55,53
140,2,6:13.0,,Defensive rebound by G. Robinson,55,53
141,2,6:08.0,,D. Russell makes 3-pt jump shot from 30 ft,55,56
142,2,6:05.0,Dallas full timeout,,55,56
143,2,6:05.0,L. Dončić enters the game for J. Brunson,,55,56
144,2,6:05.0,D. Finney-Smith enters the game for S. Curry,,55,56
145,2,6:05.0,T. Hardaway enters the game for J. Jackson,,55,56
146,2,6:05.0,K. Porziņģis enters the game for D. Wright,,55,56
147,2,6:05.0,,A. Burks enters the game for K. Bowman,55,56
148,2,6:05.0,,D. Green enters the game for G. Robinson,55,56
149,2,5:52.0,T. Hardaway misses 2-pt jump shot from 9 ft (block by W. Cauley-Stein),,55,56
150,2,5:50.0,,Defensive rebound by W. Cauley-Stein,55,56
151,2,5:39.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Russell),55,58
152,2,5:25.0,Turnover by K. Porziņģis (bad pass),,55,58
153,2,5:13.0,,W. Cauley-Stein misses 2-pt hook shot from 2 ft (block by K. Porziņģis),55,58
154,2,5:11.0,Defensive rebound by K. Porziņģis,,55,58
155,2,5:05.0,Shooting foul by W. Cauley-Stein (drawn by L. Dončić),,55,58
156,2,5:05.0,L. Dončić makes free throw 1 of 2,,56,58
157,2,5:05.0,,A. Smailagić enters the game for W. Cauley-Stein,56,58
158,2,5:05.0,L. Dončić makes free throw 2 of 2,,57,58
159,2,4:53.0,,D. Russell makes 3-pt jump shot from 28 ft,57,61
160,2,4:40.0,T. Hardaway misses 3-pt jump shot from 23 ft,,57,61
161,2,4:38.0,Offensive rebound by D. Powell,,57,61
162,2,4:35.0,Turnover by D. Powell (bad pass),,57,61
163,2,4:22.0,,D. Lee misses 2-pt jump shot from 16 ft,57,61
164,2,4:20.0,Defensive rebound by Team,,57,61
165,2,4:11.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by L. Dončić),,60,61
166,2,3:59.0,,Personal foul by D. Powell (drawn by D. Russell),60,61
167,2,3:59.0,M. Kleber enters the game for D. Powell,,60,61
168,2,3:50.0,,A. Smailagić makes 2-pt layup from 3 ft (assist by D. Lee),60,63
169,2,3:50.0,,Shooting foul by M. Kleber (drawn by A. Smailagić),60,63
170,2,3:50.0,,A. Smailagić makes free throw 1 of 1,60,64
171,2,3:35.0,T. Hardaway makes 2-pt jump shot from 11 ft (assist by L. Dončić),,62,64
172,2,3:22.0,,D. Russell makes 3-pt jump shot from 30 ft (assist by D. Green),62,67
173,2,3:08.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,62,67
174,2,3:06.0,,Defensive rebound by D. Russell,62,67
175,2,3:01.0,,D. Russell misses 3-pt jump shot from 34 ft,62,67
176,2,2:59.0,Defensive rebound by Team,,62,67
177,2,2:59.0,,Loose ball foul by A. Smailagić (drawn by L. Dončić),62,67
178,2,2:44.0,L. Dončić makes 3-pt jump shot from 29 ft,,65,67
179,2,2:20.0,,A. Smailagić makes 2-pt layup from 3 ft (assist by D. Green),65,69
180,2,2:01.0,L. Dončić makes 3-pt jump shot from 28 ft,,68,69
181,2,1:46.0,,D. Green misses 2-pt jump shot from 10 ft,68,69
182,2,1:44.0,Defensive rebound by K. Porziņģis,,68,69
183,2,1:37.0,T. Hardaway makes 2-pt jump shot from 16 ft (assist by D. Finney-Smith),,70,69
184,2,1:23.0,,D. Green makes 2-pt dunk from 3 ft (assist by D. Russell),70,71
185,2,1:08.0,Personal foul by D. Green (drawn by L. Dončić),,70,71
186,2,1:08.0,D. Powell enters the game for M. Kleber,,70,71
187,2,1:08.0,,G. Robinson enters the game for A. Smailagić,70,71
188,2,1:08.0,Technical foul by D. Green,,70,71
189,2,1:08.0,,Technical foul by K. Porziņģis,70,71
190,2,1:04.0,Turnover by T. Hardaway (bad pass; steal by A. Burks),,70,71
191,2,0:59.0,,A. Burks makes 2-pt dunk from 3 ft,70,73
192,2,0:54.0,Turnover by L. Dončić (bad pass),,70,73
193,2,0:49.0,,D. Russell misses 3-pt jump shot from 32 ft,70,73
194,2,0:47.0,Defensive rebound by L. Dončić,,70,73
195,2,0:43.0,Personal foul by A. Burks (drawn by L. Dončić),,70,73
196,2,0:43.0,L. Dončić makes free throw 1 of 2,,71,73
197,2,0:43.0,L. Dončić makes free throw 2 of 2,,72,73
198,2,0:30.0,,Shooting foul by K. Porziņģis (drawn by G. Robinson),72,73
199,2,0:30.0,,Instant Replay (Request: Ruling Stands),72,73
200,2,0:30.0,,G. Robinson misses free throw 1 of 2,72,73
201,2,0:30.0,,Offensive rebound by Team,72,73
202,2,0:30.0,,G. Robinson makes free throw 2 of 2,72,74
203,2,0:11.0,Turnover by L. Dončić (out of bounds lost ball),,72,74
204,2,0:00.0,,A. Burks misses 3-pt jump shot from 26 ft,72,74
205,2,0:00.0,,Offensive rebound by Team,72,74
206,3,12:00.0,,Violation by Team (delay of game),72,74
207,3,11:43.0,,Turnover by D. Lee (bad pass; steal by L. Dončić),72,74
208,3,11:39.0,K. Porziņģis misses 3-pt jump shot from 32 ft,,72,74
209,3,11:37.0,,Defensive rebound by D. Green,72,74
210,3,11:24.0,,D. Green makes 2-pt layup from 2 ft (assist by D. Russell),72,76
211,3,11:08.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by L. Dončić),,74,76
212,3,10:51.0,,D. Green misses 3-pt jump shot from 29 ft,74,76
213,3,10:49.0,Defensive rebound by L. Dončić,,74,76
214,3,10:36.0,Personal foul by D. Lee (drawn by L. Dončić),,74,76
215,3,10:36.0,,W. Cauley-Stein enters the game for A. Smailagić,74,76
216,3,10:31.0,L. Dončić misses 3-pt jump shot from 28 ft,,74,76
217,3,10:29.0,,Defensive rebound by D. Lee,74,76
218,3,10:20.0,,D. Russell misses 2-pt jump shot from 16 ft,74,76
219,3,10:18.0,Defensive rebound by L. Dončić,,74,76
220,3,10:13.0,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),,76,76
221,3,9:49.0,,W. Cauley-Stein misses 2-pt hook shot from 5 ft,76,76
222,3,9:48.0,Defensive rebound by K. Porziņģis,,76,76
223,3,9:29.0,Turnover by K. Porziņģis (bad pass),,76,76
224,3,9:11.0,,W. Cauley-Stein misses 2-pt jump shot from 19 ft,76,76
225,3,9:09.0,,Offensive rebound by D. Lee,76,76
226,3,9:02.0,,G. Robinson misses 3-pt jump shot from 23 ft,76,76
227,3,9:00.0,Defensive rebound by K. Porziņģis,,76,76
228,3,8:54.0,Personal foul by D. Russell (drawn by T. Hardaway),,76,76
229,3,8:54.0,Technical foul by D. Russell,,76,76
230,3,8:54.0,K. Porziņģis makes technical free throw,,77,76
231,3,8:48.0,D. Powell makes 2-pt layup from 8 ft,,79,76
232,3,8:35.0,,D. Green makes 3-pt jump shot from 28 ft (assist by D. Russell),79,79
233,3,8:20.0,Offensive foul by K. Porziņģis (drawn by D. Green),,79,79
234,3,8:20.0,Turnover by K. Porziņģis (offensive foul),,79,79
235,3,8:08.0,,G. Robinson misses 2-pt layup from 3 ft (block by D. Powell),79,79
236,3,8:06.0,Defensive rebound by Team,,79,79
237,3,7:56.0,Turnover by K. Porziņģis (lost ball; steal by D. Green),,79,79
238,3,7:47.0,,D. Russell misses 3-pt jump shot from 24 ft,79,79
239,3,7:42.0,,Offensive rebound by D. Lee,79,79
240,3,7:38.0,,D. Green makes 3-pt jump shot from 27 ft (assist by G. Robinson),79,82
241,3,7:21.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,82,82
242,3,7:08.0,,D. Russell makes 2-pt jump shot from 8 ft,82,84
243,3,6:55.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),,85,84
244,3,6:39.0,,D. Green misses 3-pt jump shot from 27 ft,85,84
245,3,6:37.0,Defensive rebound by K. Porziņģis,,85,84
246,3,6:26.0,Shooting foul by D. Russell (drawn by L. Dončić),,85,84
247,3,6:26.0,,Golden State full timeout,85,84
248,3,6:26.0,M. Kleber enters the game for K. Porziņģis,,85,84
249,3,6:26.0,L. Dončić makes free throw 1 of 2,,86,84
250,3,6:26.0,L. Dončić makes free throw 2 of 2,,87,84
251,3,6:07.0,,D. Green misses 3-pt jump shot from 28 ft,87,84
252,3,6:05.0,Defensive rebound by L. Dončić,,87,84
253,3,5:45.0,L. Dončić makes 2-pt layup from 7 ft,,89,84
254,3,5:35.0,,Turnover by D. Green (bad pass; steal by M. Kleber),89,84
255,3,5:35.0,Turnover by M. Kleber (out of bounds lost ball),,89,84
256,3,5:27.0,,Turnover by D. Russell (lost ball; steal by D. Powell),89,84
257,3,5:22.0,T. Hardaway makes 3-pt jump shot from 29 ft (assist by D. Powell),,92,84
258,3,5:20.0,,Golden State full timeout,92,84
259,3,5:20.0,,K. Bowman enters the game for W. Cauley-Stein,92,84
260,3,5:20.0,,A. Burks enters the game for G. Robinson,92,84
261,3,5:20.0,,A. Smailagić enters the game for D. Russell,92,84
262,3,5:07.0,,D. Lee misses 2-pt jump shot from 9 ft,92,84
263,3,5:05.0,,Offensive rebound by D. Lee,92,84
264,3,5:02.0,,D. Lee misses 2-pt layup from 4 ft,92,84
265,3,5:00.0,Defensive rebound by D. Finney-Smith,,92,84
266,3,4:53.0,D. Powell makes 2-pt layup from 4 ft (assist by M. Kleber),,94,84
267,3,4:34.0,,A. Burks misses 3-pt jump shot from 29 ft,94,84
268,3,4:32.0,Defensive rebound by M. Kleber,,94,84
269,3,4:24.0,L. Dončić misses 3-pt jump shot from 27 ft,,94,84
270,3,4:22.0,Offensive rebound by D. Powell,,94,84
271,3,4:21.0,D. Finney-Smith makes 2-pt layup from 4 ft (assist by D. Powell),,96,84
272,3,4:21.0,Shooting foul by K. Bowman (drawn by D. Finney-Smith),,96,84
273,3,4:21.0,D. Finney-Smith makes free throw 1 of 1,,97,84
274,3,4:08.0,,Shooting foul by D. Powell (drawn by A. Burks),97,84
275,3,4:08.0,,A. Burks makes free throw 1 of 2,97,85
276,3,4:08.0,K. Porziņģis enters the game for D. Powell,,97,85
277,3,4:08.0,,A. Burks makes free throw 2 of 2,97,86
278,3,3:51.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by L. Dončić),,100,86
279,3,3:33.0,,A. Burks misses 2-pt layup from 4 ft,100,86
280,3,3:32.0,Defensive rebound by D. Finney-Smith,,100,86
281,3,3:27.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by L. Dončić),,103,86
282,3,3:24.0,,Golden State full timeout,103,86
283,3,3:24.0,,M. Chriss enters the game for D. Green,103,86
284,3,3:24.0,,J. Evans enters the game for A. Smailagić,103,86
285,3,3:13.0,,D. Lee misses 3-pt jump shot from 27 ft,103,86
286,3,3:11.0,Defensive rebound by M. Kleber,,103,86
287,3,3:01.0,K. Porziņģis makes 2-pt dunk from 2 ft (assist by L. Dončić),,105,86
288,3,2:52.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by K. Bowman),105,88
289,3,2:37.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,108,88
290,3,2:25.0,,K. Bowman misses 2-pt layup from 10 ft (block by K. Porziņģis),108,88
291,3,2:23.0,,Offensive rebound by K. Bowman,108,88
292,3,2:21.0,,M. Chriss misses 2-pt hook shot from 6 ft,108,88
293,3,2:19.0,Defensive rebound by K. Porziņģis,,108,88
294,3,2:14.0,Shooting foul by D. Lee (drawn by L. Dončić),,108,88
295,3,2:14.0,L. Dončić makes free throw 1 of 2,,109,88
296,3,2:14.0,S. Curry enters the game for D. Finney-Smith,,109,88
297,3,2:14.0,J. Jackson enters the game for T. Hardaway,,109,88
298,3,2:14.0,L. Dončić makes free throw 2 of 2,,110,88
299,3,2:01.0,,Shooting foul by M. Kleber (drawn by M. Chriss),110,88
300,3,2:01.0,,M. Chriss makes free throw 1 of 2,110,89
301,3,2:01.0,,M. Chriss makes free throw 2 of 2,110,90
302,3,1:47.0,S. Curry misses 3-pt jump shot from 27 ft,,110,90
303,3,1:46.0,,Defensive rebound by D. Lee,110,90
304,3,1:37.0,,M. Chriss misses 2-pt layup from 2 ft (block by K. Porziņģis),110,90
305,3,1:36.0,,Offensive rebound by Team,110,90
306,3,1:31.0,,Shooting foul by J. Jackson (drawn by M. Chriss),110,90
307,3,1:31.0,,M. Chriss makes free throw 1 of 2,110,91
308,3,1:31.0,,M. Chriss misses free throw 2 of 2,110,91
309,3,1:29.0,Defensive rebound by K. Porziņģis,,110,91
310,3,1:19.0,L. Dončić misses 2-pt layup from 7 ft (block by M. Chriss),,110,91
311,3,1:17.0,Offensive rebound by J. Jackson,,110,91
312,3,1:13.0,J. Jackson misses 2-pt jump shot from 18 ft,,110,91
313,3,1:10.0,,Defensive rebound by M. Chriss,110,91
314,3,1:10.0,,Instant Replay (Request: Ruling Stands),110,91
315,3,1:10.0,Technical foul by M. Chriss,,110,91
316,3,1:10.0,S. Curry makes technical free throw,,111,91
317,3,1:01.0,,A. Burks makes 2-pt jump shot from 4 ft,111,93
318,3,0:55.0,J. Jackson makes 2-pt layup from 2 ft (assist by L. Dončić),,113,93
319,3,0:40.0,,D. Lee misses 2-pt jump shot from 5 ft (block by K. Porziņģis),113,93
320,3,0:38.0,Defensive rebound by L. Dončić,,113,93
321,3,0:33.0,K. Porziņģis misses 3-pt jump shot from 30 ft,,113,93
322,3,0:31.0,,Defensive rebound by M. Chriss,113,93
323,3,0:14.0,,D. Lee makes 2-pt layup from 5 ft (assist by M. Chriss),113,95
324,3,0:02.0,M. Kleber makes 3-pt jump shot from 28 ft (assist by L. Dončić),,116,95
325,3,0:02.0,Technical foul by D. Lee,,116,95
326,3,0:02.0,K. Porziņģis makes technical free throw,,117,95
327,3,0:00.0,,K. Bowman makes 3-pt jump shot from 28 ft (assist by J. Evans),117,98
328,3,0:00.0,,Instant Replay (Request: Ruling Stands),117,98
329,4,11:43.0,D. Wright makes 2-pt layup from 7 ft,,119,98
330,4,11:29.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by K. Bowman),119,101
331,4,11:20.0,Personal foul by K. Bowman (drawn by D. Wright),,119,101
332,4,11:05.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by S. Curry),,122,101
333,4,10:52.0,,Shooting foul by K. Porziņģis (drawn by A. Burks),122,101
334,4,10:52.0,,A. Burks makes free throw 1 of 2,122,102
335,4,10:52.0,,D. Green enters the game for M. Chriss,122,102
336,4,10:52.0,,A. Burks makes free throw 2 of 2,122,103
337,4,10:41.0,J. Jackson makes 2-pt jump shot from 11 ft (assist by D. Wright),,124,103
338,4,10:30.0,,Turnover by D. Green (bad pass; steal by D. Wright),124,103
339,4,10:28.0,Shooting foul by D. Green (drawn by D. Powell),,124,103
340,4,10:28.0,D. Powell makes free throw 1 of 2,,125,103
341,4,10:28.0,D. Finney-Smith enters the game for K. Porziņģis,,125,103
342,4,10:28.0,D. Powell makes free throw 2 of 2,,126,103
343,4,10:25.0,,Turnover by D. Russell (bad pass; steal by D. Powell),126,103
344,4,10:10.0,Offensive foul by D. Powell (drawn by A. Burks),,126,103
345,4,10:10.0,Turnover by D. Powell (offensive foul),,126,103
346,4,9:56.0,,A. Burks misses 3-pt jump shot from 26 ft,126,103
347,4,9:54.0,,Offensive rebound by G. Robinson,126,103
348,4,9:52.0,,G. Robinson makes 2-pt jump shot from 7 ft,126,105
349,4,9:33.0,D. Finney-Smith makes 2-pt layup from 5 ft (assist by D. Wright),,128,105
350,4,9:19.0,,D. Green misses 2-pt jump shot from 16 ft,128,105
351,4,9:17.0,Defensive rebound by D. Powell,,128,105
352,4,9:08.0,D. Wright makes 2-pt layup from 4 ft,,130,105
353,4,8:53.0,,Turnover by D. Green (bad pass),130,105
354,4,8:44.0,Shooting foul by K. Bowman (drawn by J. Jackson),,130,105
355,4,8:44.0,J. Jackson makes free throw 1 of 2,,131,105
356,4,8:44.0,,W. Cauley-Stein enters the game for K. Bowman,131,105
357,4,8:44.0,J. Jackson makes free throw 2 of 2,,132,105
358,4,8:26.0,,D. Green misses 2-pt layup from 4 ft,132,105
359,4,8:24.0,Defensive rebound by D. Wright,,132,105
360,4,8:19.0,S. Curry misses 3-pt jump shot from 26 ft,,132,105
361,4,8:17.0,Offensive rebound by D. Finney-Smith,,132,105
362,4,8:17.0,D. Finney-Smith misses 2-pt dunk from 1 ft,,132,105
363,4,8:15.0,Offensive rebound by Team,,132,105
364,4,8:15.0,,Loose ball foul by A. Burks (drawn by D. Powell),132,105
365,4,8:10.0,D. Wright makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,135,105
366,4,8:02.0,,Personal foul by J. Jackson (drawn by D. Russell),135,105
367,4,8:02.0,M. Kleber enters the game for D. Powell,,135,105
368,4,7:54.0,,D. Russell misses 2-pt jump shot from 12 ft,135,105
369,4,7:52.0,,Offensive rebound by W. Cauley-Stein,135,105
370,4,7:46.0,,D. Russell makes 3-pt jump shot from 22 ft (assist by W. Cauley-Stein),135,108
371,4,7:28.0,J. Jackson misses 3-pt jump shot from 27 ft,,135,108
372,4,7:26.0,,Defensive rebound by D. Green,135,108
