,QUARTER,TIME_REMAINING,MIAMI_ACTION,BROOKLYN_ACTION,MIAMI_SCORE,BROOKLYN_SCORE
0,1,11:40.0,,T. Prince misses 3-pt jump shot from 26 ft,0,0
1,1,11:35.0,,Offensive rebound by J. Allen,0,0
2,1,11:31.0,,J. Harris misses 3-pt jump shot from 26 ft,0,0
3,1,11:27.0,Defensive rebound by B. Adebayo,,0,0
4,1,11:10.0,J. Butler makes 2-pt jump shot from 7 ft,,2,0
5,1,10:58.0,,S. Dinwiddie makes 2-pt jump shot from 13 ft,2,2
6,1,10:37.0,K. Nunn misses 2-pt jump shot from 13 ft,,2,2
7,1,10:35.0,,Defensive rebound by T. Prince,2,2
8,1,10:28.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,2,5
9,1,10:11.0,J. Butler makes 2-pt layup from 4 ft,,4,5
10,1,10:00.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by J. Allen),4,8
11,1,9:47.0,K. Nunn makes 2-pt layup from 5 ft,,6,8
12,1,9:35.0,,T. Prince misses 2-pt jump shot from 17 ft,6,8
13,1,9:32.0,Defensive rebound by D. Robinson,,6,8
14,1,9:28.0,K. Nunn misses 2-pt jump shot from 10 ft,,6,8
15,1,9:25.0,Offensive rebound by B. Adebayo,,6,8
16,1,9:23.0,M. Leonard misses 3-pt jump shot from 24 ft,,6,8
17,1,9:21.0,,Defensive rebound by J. Harris,6,8
18,1,9:13.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,6,8
19,1,9:10.0,Defensive rebound by J. Butler,,6,8
20,1,9:02.0,J. Butler misses 2-pt jump shot from 13 ft,,6,8
21,1,9:00.0,,Defensive rebound by J. Allen,6,8
22,1,8:55.0,,T. Prince misses 3-pt jump shot from 26 ft,6,8
23,1,8:51.0,Defensive rebound by D. Robinson,,6,8
24,1,8:45.0,D. Robinson misses 3-pt jump shot from 25 ft,,6,8
25,1,8:42.0,,Defensive rebound by J. Allen,6,8
26,1,8:28.0,,J. Harris makes 2-pt layup from 1 ft (assist by T. Prince),6,10
27,1,8:06.0,D. Robinson makes 3-pt jump shot from 22 ft (assist by K. Nunn),,9,10
28,1,7:52.0,,J. Allen misses 2-pt layup from 4 ft,9,10
29,1,7:49.0,Defensive rebound by D. Robinson,,9,10
30,1,7:44.0,B. Adebayo makes 2-pt layup from 3 ft (assist by M. Leonard),,11,10
31,1,7:44.0,Shooting foul by G. Temple (drawn by B. Adebayo),,11,10
32,1,7:44.0,B. Adebayo makes free throw 1 of 1,,12,10
33,1,7:34.0,,S. Dinwiddie misses 2-pt layup from 3 ft,12,10
34,1,7:31.0,Defensive rebound by B. Adebayo,,12,10
35,1,7:26.0,J. Butler misses 2-pt layup from 2 ft,,12,10
36,1,7:25.0,,Defensive rebound by J. Allen,12,10
37,1,7:14.0,,G. Temple misses 3-pt jump shot from 23 ft,12,10
38,1,7:11.0,Defensive rebound by M. Leonard,,12,10
39,1,6:59.0,B. Adebayo misses 2-pt jump shot from 15 ft,,12,10
40,1,6:56.0,,Defensive rebound by G. Temple,12,10
41,1,6:48.0,,G. Temple misses 2-pt jump shot from 7 ft,12,10
42,1,6:46.0,Defensive rebound by M. Leonard,,12,10
43,1,6:42.0,Shooting foul by G. Temple (drawn by J. Butler),,12,10
44,1,6:42.0,,Brooklyn full timeout,12,10
45,1,6:42.0,,D. Musa enters the game for G. Temple,12,10
46,1,6:42.0,J. Butler makes free throw 1 of 2,,13,10
47,1,6:42.0,J. Butler makes free throw 2 of 2,,14,10
48,1,6:24.0,,T. Prince misses 3-pt jump shot from 26 ft,14,10
49,1,6:22.0,Defensive rebound by M. Leonard,,14,10
50,1,6:03.0,J. Butler makes 2-pt jump shot from 14 ft,,16,10
51,1,5:54.0,,S. Dinwiddie makes 2-pt layup from 1 ft,16,12
52,1,5:54.0,,Shooting foul by K. Nunn (drawn by S. Dinwiddie),16,12
53,1,5:54.0,G. Dragić enters the game for D. Robinson,,16,12
54,1,5:54.0,,S. Dinwiddie makes free throw 1 of 1,16,13
55,1,5:44.0,K. Nunn misses 3-pt jump shot from 23 ft,,16,13
56,1,5:40.0,,Defensive rebound by J. Harris,16,13
57,1,5:28.0,,Shooting foul by M. Leonard (drawn by J. Harris),16,13
58,1,5:28.0,,J. Harris makes free throw 1 of 2,16,14
59,1,5:28.0,,D. Jordan enters the game for J. Allen,16,14
60,1,5:28.0,,J. Harris makes free throw 2 of 2,16,15
61,1,5:19.0,B. Adebayo misses 2-pt jump shot from 11 ft,,16,15
62,1,5:17.0,,Defensive rebound by D. Jordan,16,15
63,1,5:09.0,,J. Harris makes 3-pt jump shot from 27 ft (assist by D. Jordan),16,18
64,1,4:55.0,B. Adebayo misses 2-pt dunk from 2 ft (block by T. Prince),,16,18
65,1,4:50.0,,Defensive rebound by S. Dinwiddie,16,18
66,1,4:48.0,,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),16,20
67,1,4:48.0,Miami full timeout,,16,20
68,1,4:48.0,C. Silva enters the game for B. Adebayo,,16,20
69,1,4:48.0,J. Winslow enters the game for M. Leonard,,16,20
70,1,4:48.0,,I. Shumpert enters the game for J. Harris,16,20
71,1,4:31.0,J. Butler misses 2-pt layup from 8 ft (block by I. Shumpert),,16,20
72,1,4:31.0,,Defensive rebound by Team,16,20
73,1,4:19.0,,T. Prince makes 3-pt jump shot from 25 ft,16,23
