,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
79,1,3:14.0,,L. Dončić makes 3-pt jump shot from 25 ft,25,25
80,1,3:02.0,J. Randle misses 3-pt jump shot from 25 ft,,25,25
81,1,3:00.0,,Defensive rebound by L. Dončić,25,25
82,1,2:57.0,,Shooting foul by R. Barrett (drawn by T. Hardaway),25,25
83,1,2:57.0,,T. Hardaway misses free throw 1 of 2,25,25
84,1,2:57.0,,Offensive rebound by Team,25,25
85,1,2:57.0,D. Dotson enters the game for R. Barrett,,25,25
86,1,2:57.0,M. Morris enters the game for F. Ntilikina,,25,25
87,1,2:57.0,A. Trier enters the game for J. Randle,,25,25
88,1,2:57.0,,K. Porziņģis enters the game for D. Powell,25,25
89,1,2:57.0,,T. Hardaway makes free throw 2 of 2,25,26
90,1,2:44.0,B. Portis misses 2-pt jump shot from 22 ft,,25,26
91,1,2:41.0,,Defensive rebound by J. Jackson,25,26
92,1,2:36.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,25,26
93,1,2:33.0,Defensive rebound by B. Portis,,25,26
94,1,2:20.0,B. Portis misses 2-pt jump shot from 4 ft (block by K. Porziņģis),,25,26
95,1,2:14.0,Offensive rebound by B. Portis,,25,26
96,1,2:14.0,B. Portis misses 2-pt layup at rim,,25,26
97,1,2:13.0,Offensive rebound by B. Portis,,25,26
98,1,2:11.0,B. Portis makes 2-pt layup at rim,,27,26
99,1,2:03.0,,J. Jackson misses 2-pt layup from 2 ft,27,26
100,1,2:00.0,Defensive rebound by B. Portis,,27,26
101,1,1:51.0,M. Morris makes 2-pt jump shot from 18 ft,,29,26
102,1,1:51.0,Shooting foul by K. Porziņģis (drawn by M. Morris),,29,26
103,1,1:51.0,,S. Curry enters the game for K. Porziņģis,29,26
104,1,1:51.0,M. Morris makes free throw 1 of 1,,30,26
105,1,1:41.0,,L. Dončić misses 3-pt jump shot from 27 ft,30,26
106,1,1:37.0,Defensive rebound by M. Morris,,30,26
107,1,1:34.0,B. Portis makes 2-pt layup from 2 ft (assist by M. Morris),,32,26
108,1,1:34.0,Shooting foul by L. Dončić (drawn by B. Portis),,32,26
109,1,1:34.0,,D. Wright enters the game for L. Dončić,32,26
110,1,1:34.0,B. Portis misses free throw 1 of 1,,32,26
111,1,1:32.0,Offensive rebound by M. Morris,,32,26
112,1,1:31.0,M. Morris misses 2-pt layup at rim,,32,26
113,1,1:30.0,,Defensive rebound by T. Hardaway,32,26
114,1,1:23.0,,T. Hardaway makes 2-pt hook shot from 6 ft,32,28
115,1,1:12.0,A. Trier makes 2-pt layup from 2 ft,,34,28
116,1,1:02.0,,T. Hardaway misses 3-pt jump shot from 24 ft,34,28
117,1,1:00.0,Defensive rebound by A. Trier,,34,28
118,1,0:55.0,Turnover by A. Trier (lost ball; steal by S. Curry),,34,28
119,1,0:50.0,,J. Jackson misses 2-pt layup at rim,34,28
120,1,0:48.0,Defensive rebound by M. Morris,,34,28
121,1,0:38.0,B. Portis misses 2-pt hook shot from 5 ft,,34,28
122,1,0:36.0,,Defensive rebound by T. Hardaway,34,28
123,1,0:28.0,,T. Hardaway misses 3-pt jump shot from 25 ft,34,28
124,1,0:26.0,Defensive rebound by K. Knox,,34,28
125,1,0:04.0,A. Trier misses 2-pt jump shot from 13 ft,,34,28
126,1,0:03.0,Offensive rebound by M. Morris,,34,28
127,1,0:03.0,M. Morris makes 2-pt layup at rim,,36,28
128,1,0:00.0,,D. Wright misses 3-pt jump shot from 47 ft,36,28
129,1,0:00.0,,Offensive rebound by Team,36,28
130,2,11:48.0,K. Knox misses 2-pt layup from 1 ft (block by D. Wright),,36,28
131,2,11:42.0,Offensive rebound by B. Portis,,36,28
132,2,11:42.0,B. Portis makes 2-pt dunk at rim,,38,28
133,2,11:22.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by D. Wright),38,31
134,2,11:09.0,Turnover by B. Portis (traveling),,38,31
135,2,10:48.0,,T. Hardaway misses 2-pt jump shot from 8 ft,38,31
136,2,10:45.0,Defensive rebound by D. Dotson,,38,31
137,2,10:35.0,Offensive foul by M. Morris (drawn by D. Wright),,38,31
138,2,10:35.0,Turnover by M. Morris (offensive foul),,38,31
139,2,10:23.0,,D. Wright misses 2-pt layup from 3 ft,38,31
140,2,10:21.0,Defensive rebound by B. Portis,,38,31
141,2,10:18.0,Shooting foul by T. Hardaway (drawn by A. Trier),,38,31
142,2,10:18.0,A. Trier makes free throw 1 of 2,,39,31
143,2,10:18.0,,J. Brunson enters the game for T. Hardaway,39,31
144,2,10:18.0,,K. Porziņģis enters the game for J. Jackson,39,31
145,2,10:18.0,,D. Powell enters the game for M. Kleber,39,31
146,2,10:18.0,A. Trier makes free throw 2 of 2,,40,31
147,2,10:09.0,,Personal foul by A. Trier (drawn by J. Brunson),40,31
148,2,10:02.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Brunson),40,33
149,2,10:02.0,,Shooting foul by A. Trier (drawn by K. Porziņģis),40,33
150,2,10:02.0,,K. Porziņģis makes free throw 1 of 1,40,34
151,2,9:56.0,Offensive foul by D. Dotson (drawn by J. Brunson),,40,34
152,2,9:56.0,Turnover by D. Dotson (offensive foul),,40,34
153,2,9:56.0,T. Gibson enters the game for B. Portis,,40,34
154,2,9:43.0,,Turnover by K. Porziņģis (out of bounds lost ball),40,34
155,2,9:27.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by A. Trier),,42,34
156,2,9:07.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. Wright),42,37
157,2,8:52.0,D. Dotson makes 3-pt jump shot from 26 ft,,45,37
158,2,8:41.0,,Turnover by J. Brunson (lost ball; steal by A. Trier),45,37
159,2,8:41.0,Personal foul by S. Curry (drawn by T. Gibson),,45,37
160,2,8:31.0,D. Dotson misses 2-pt jump shot from 16 ft,,45,37
161,2,8:28.0,,Defensive rebound by D. Wright,45,37
162,2,8:23.0,,D. Wright makes 2-pt layup from 1 ft,45,39
163,2,8:14.0,New York full timeout,,45,39
164,2,8:14.0,R. Barrett enters the game for D. Dotson,,45,39
165,2,8:14.0,J. Randle enters the game for K. Knox,,45,39
166,2,8:06.0,R. Barrett misses 2-pt layup from 5 ft,,45,39
167,2,8:04.0,Offensive rebound by T. Gibson,,45,39
168,2,8:04.0,Personal foul by S. Curry (drawn by T. Gibson),,45,39
169,2,7:56.0,J. Randle misses 3-pt jump shot from 25 ft,,45,39
170,2,7:54.0,,Defensive rebound by Team,45,39
171,2,7:54.0,Loose ball foul by R. Barrett (drawn by K. Porziņģis),,45,39
172,2,7:54.0,F. Ntilikina enters the game for A. Trier,,45,39
173,2,7:34.0,,K. Porziņģis makes 2-pt jump shot from 14 ft,45,41
174,2,7:26.0,,Violation by Team (kicked ball),45,41
175,2,7:26.0,,M. Kleber enters the game for D. Powell,45,41
176,2,7:18.0,T. Gibson misses 2-pt jump shot from 16 ft,,45,41
177,2,7:15.0,,Defensive rebound by J. Brunson,45,41
178,2,7:08.0,,K. Porziņģis misses 3-pt jump shot from 28 ft,45,41
179,2,7:06.0,,Offensive rebound by M. Kleber,45,41
180,2,6:57.0,,D. Wright misses 3-pt jump shot from 25 ft,45,41
181,2,6:54.0,Defensive rebound by F. Ntilikina,,45,41
182,2,6:49.0,Shooting foul by D. Wright (drawn by R. Barrett),,45,41
183,2,6:49.0,R. Barrett makes free throw 1 of 2,,46,41
184,2,6:49.0,,L. Dončić enters the game for S. Curry,46,41
185,2,6:49.0,R. Barrett misses free throw 2 of 2,,46,41
186,2,6:46.0,,Defensive rebound by L. Dončić,46,41
187,2,6:33.0,,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by L. Dončić),46,43
188,2,6:12.0,F. Ntilikina makes 3-pt jump shot from 23 ft (assist by R. Barrett),,49,43
189,2,5:54.0,,M. Kleber misses 3-pt jump shot from 24 ft,49,43
190,2,5:51.0,Defensive rebound by R. Barrett,,49,43
191,2,5:45.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Randle),,52,43
192,2,5:31.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),52,46
193,2,5:18.0,R. Barrett misses 2-pt layup from 7 ft,,52,46
194,2,5:15.0,,Defensive rebound by M. Kleber,52,46
195,2,5:08.0,,L. Dončić makes 2-pt layup from 5 ft,52,48
196,2,5:08.0,,Shooting foul by T. Gibson (drawn by L. Dončić),52,48
197,2,5:08.0,,L. Dončić makes free throw 1 of 1,52,49
198,2,4:52.0,Turnover by J. Randle (step out of bounds),,52,49
199,2,4:34.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,52,49
200,2,4:31.0,Defensive rebound by J. Randle,,52,49
201,2,4:24.0,F. Ntilikina misses 2-pt dunk from 1 ft (block by K. Porziņģis),,52,49
202,2,4:24.0,,Defensive rebound by Team,52,49
203,2,4:24.0,,Instant Replay (Challenge: Ruling Stands),52,49
204,2,4:24.0,,Dallas full timeout,52,49
205,2,4:24.0,B. Portis enters the game for T. Gibson,,52,49
206,2,4:24.0,,D. Finney-Smith enters the game for J. Brunson,52,49
207,2,4:15.0,,L. Dončić misses 3-pt jump shot from 28 ft,52,49
208,2,4:11.0,Defensive rebound by B. Portis,,52,49
209,2,3:58.0,M. Morris misses 3-pt jump shot from 23 ft,,52,49
210,2,3:55.0,,Defensive rebound by L. Dončić,52,49
211,2,3:54.0,,Offensive foul by L. Dončić (drawn by F. Ntilikina),52,49
212,2,3:54.0,,Turnover by L. Dončić (offensive foul),52,49
213,2,3:36.0,B. Portis misses 3-pt jump shot from 24 ft,,52,49
214,2,3:32.0,,Defensive rebound by D. Wright,52,49
215,2,3:22.0,,M. Kleber misses 3-pt jump shot from 26 ft,52,49
216,2,3:22.0,Defensive rebound by Team,,52,49
217,2,3:10.0,Instant Replay (Challenge: Ruling Stands),,52,49
218,2,3:10.0,Personal foul by M. Kleber (drawn by J. Randle),,52,49
219,2,3:10.0,,D. Powell enters the game for M. Kleber,52,49
220,2,3:10.0,J. Randle misses free throw 1 of 2,,52,49
221,2,3:10.0,Offensive rebound by Team,,52,49
222,2,3:10.0,J. Randle misses free throw 2 of 2,,52,49
223,2,3:08.0,,Defensive rebound by K. Porziņģis,52,49
224,2,2:47.0,,K. Porziņģis makes 2-pt jump shot from 15 ft,52,51
225,2,2:32.0,M. Morris makes 2-pt layup from 1 ft,,54,51
226,2,2:25.0,,L. Dončić misses 2-pt layup from 5 ft (block by F. Ntilikina),54,51
227,2,2:24.0,,Offensive rebound by Team,54,51
228,2,2:24.0,,Shooting foul by M. Morris (drawn by D. Powell),54,51
229,2,2:24.0,,D. Powell makes free throw 1 of 2,54,52
230,2,2:24.0,,M. Kleber enters the game for K. Porziņģis,54,52
231,2,2:24.0,,D. Powell misses free throw 2 of 2,54,52
232,2,2:21.0,Defensive rebound by J. Randle,,54,52
233,2,1:58.0,J. Randle misses 2-pt jump shot from 8 ft,,54,52
234,2,1:56.0,,Defensive rebound by D. Powell,54,52
235,2,1:49.0,,L. Dončić makes 2-pt jump shot from 7 ft,54,54
236,2,1:36.0,F. Ntilikina misses 2-pt jump shot from 22 ft,,54,54
237,2,1:33.0,,Defensive rebound by L. Dončić,54,54
238,2,1:27.0,,L. Dončić makes 2-pt layup from 1 ft,54,56
239,2,1:27.0,,Shooting foul by R. Barrett (drawn by L. Dončić),54,56
240,2,1:27.0,A. Trier enters the game for R. Barrett,,54,56
241,2,1:27.0,,L. Dončić makes free throw 1 of 1,54,57
242,2,1:12.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by M. Morris),,57,57
243,2,0:54.0,,L. Dončić misses 3-pt jump shot from 26 ft,57,57
244,2,0:50.0,Defensive rebound by M. Morris,,57,57
245,2,0:48.0,Personal foul by L. Dončić (drawn by B. Portis),,57,57
246,2,0:48.0,B. Portis makes free throw 1 of 2,,58,57
247,2,0:48.0,,T. Hardaway enters the game for L. Dončić,58,57
248,2,0:48.0,,K. Porziņģis enters the game for D. Powell,58,57
249,2,0:48.0,B. Portis makes free throw 2 of 2,,59,57
250,2,0:36.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,59,57
251,2,0:34.0,Defensive rebound by F. Ntilikina,,59,57
252,2,0:27.0,F. Ntilikina misses 2-pt layup from 6 ft,,59,57
253,2,0:26.0,Offensive rebound by Team,,59,57
254,2,0:26.0,T. Gibson enters the game for M. Morris,,59,57
255,2,0:17.0,J. Randle makes 2-pt layup from 2 ft,,61,57
256,2,0:02.0,,T. Hardaway misses 3-pt jump shot from 26 ft,61,57
257,2,0:01.0,Defensive rebound by T. Gibson,,61,57
258,3,11:43.0,M. Morris misses 2-pt jump shot from 9 ft,,61,57
259,3,11:41.0,Offensive rebound by T. Gibson,,61,57
260,3,11:36.0,J. Randle misses 3-pt jump shot from 25 ft,,61,57
261,3,11:34.0,,Defensive rebound by L. Dončić,61,57
262,3,11:19.0,,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by L. Dončić),61,59
263,3,11:01.0,R. Barrett misses 2-pt layup from 3 ft,,61,59
264,3,10:59.0,,Defensive rebound by K. Porziņģis,61,59
265,3,10:44.0,,Turnover by L. Dončić (bad pass; steal by F. Ntilikina),61,59
266,3,10:34.0,R. Barrett misses 2-pt layup from 1 ft,,61,59
267,3,10:32.0,,Defensive rebound by L. Dončić,61,59
268,3,10:27.0,,K. Porziņģis misses 3-pt jump shot from 29 ft,61,59
269,3,10:23.0,Defensive rebound by J. Randle,,61,59
270,3,10:17.0,M. Morris misses 2-pt jump shot from 8 ft,,61,59
271,3,10:15.0,,Defensive rebound by K. Porziņģis,61,59
272,3,9:58.0,,L. Dončić misses 3-pt jump shot from 27 ft,61,59
273,3,9:53.0,,Offensive rebound by D. Wright,61,59
274,3,9:52.0,,Turnover by D. Wright (bad pass; steal by F. Ntilikina),61,59
275,3,9:47.0,T. Gibson makes 2-pt layup at rim (assist by J. Randle),,63,59
276,3,9:28.0,,Turnover by L. Dončić (bad pass),63,59
277,3,9:11.0,M. Morris makes 3-pt jump shot from 25 ft,,66,59
278,3,9:11.0,,Dallas full timeout,66,59
279,3,8:57.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by L. Dončić),66,62
280,3,8:31.0,M. Morris makes 2-pt jump shot from 21 ft,,68,62
281,3,8:10.0,,K. Porziņģis makes 2-pt jump shot from 13 ft,68,64
282,3,7:45.0,J. Randle makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,71,64
283,3,7:29.0,,K. Porziņģis misses 2-pt jump shot from 20 ft,71,64
284,3,7:27.0,Defensive rebound by M. Morris,,71,64
285,3,7:11.0,J. Randle misses 3-pt jump shot from 26 ft,,71,64
286,3,7:08.0,,Defensive rebound by L. Dončić,71,64
287,3,6:59.0,,D. Powell misses 2-pt layup from 6 ft,71,64
288,3,6:58.0,Defensive rebound by J. Randle,,71,64
289,3,6:52.0,Turnover by J. Randle (lost ball; steal by D. Powell),,71,64
290,3,6:43.0,,D. Wright misses 2-pt layup from 2 ft,71,64
291,3,6:43.0,Defensive rebound by Team,,71,64
292,3,6:25.0,T. Gibson makes 2-pt jump shot from 19 ft (assist by R. Barrett),,73,64
293,3,6:03.0,,L. Dončić makes 2-pt layup from 1 ft,73,66
294,3,5:47.0,Shooting foul by K. Porziņģis (drawn by M. Morris),,73,66
295,3,5:47.0,M. Morris misses free throw 1 of 2,,73,66
296,3,5:47.0,Offensive rebound by Team,,73,66
297,3,5:47.0,B. Portis enters the game for T. Gibson,,73,66
298,3,5:47.0,,T. Hardaway enters the game for D. Finney-Smith,73,66
299,3,5:47.0,M. Morris makes free throw 2 of 2,,74,66
300,3,5:34.0,,L. Dončić makes 2-pt jump shot from 1 ft,74,68
301,3,5:34.0,,Shooting foul by F. Ntilikina (drawn by L. Dončić),74,68
302,3,5:34.0,,L. Dončić makes free throw 1 of 1,74,69
303,3,5:10.0,J. Randle makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),,77,69
304,3,4:53.0,,Turnover by L. Dončić (bad pass; steal by B. Portis),77,69
305,3,4:47.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Barrett),,80,69
306,3,4:46.0,,Dallas full timeout,80,69
307,3,4:46.0,,J. Brunson enters the game for K. Porziņģis,80,69
308,3,4:46.0,,M. Kleber enters the game for D. Wright,80,69
309,3,4:33.0,,T. Hardaway misses 3-pt jump shot from 25 ft,80,69
310,3,4:30.0,Defensive rebound by R. Barrett,,80,69
311,3,4:13.0,J. Randle misses 3-pt jump shot from 25 ft,,80,69
312,3,4:09.0,Offensive rebound by F. Ntilikina,,80,69
313,3,4:05.0,R. Barrett misses 2-pt layup from 3 ft,,80,69
314,3,4:03.0,,Defensive rebound by L. Dončić,80,69
315,3,3:50.0,,Personal foul by F. Ntilikina (drawn by J. Brunson),80,69
316,3,3:42.0,,Turnover by T. Hardaway (lost ball; steal by F. Ntilikina),80,69
317,3,3:24.0,Shooting foul by D. Powell (drawn by B. Portis),,80,69
318,3,3:24.0,B. Portis misses free throw 1 of 2,,80,69
319,3,3:24.0,Offensive rebound by Team,,80,69
320,3,3:24.0,A. Trier enters the game for F. Ntilikina,,80,69
321,3,3:24.0,B. Portis makes free throw 2 of 2,,81,69
322,3,3:06.0,,M. Kleber makes 3-pt jump shot from 24 ft (assist by T. Hardaway),81,72
323,3,2:48.0,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Barrett),,84,72
324,3,2:36.0,,Shooting foul by A. Trier (drawn by L. Dončić),84,72
325,3,2:36.0,,L. Dončić makes free throw 1 of 2,84,73
326,3,2:36.0,K. Knox enters the game for J. Randle,,84,73
327,3,2:36.0,,L. Dončić makes free throw 2 of 2,84,74
328,3,2:23.0,M. Morris misses 3-pt jump shot from 25 ft,,84,74
329,3,2:18.0,,Defensive rebound by D. Powell,84,74
330,3,2:11.0,,L. Dončić makes 3-pt jump shot from 26 ft,84,77
331,3,2:05.0,New York full timeout,,84,77
332,3,2:05.0,,K. Porziņģis enters the game for D. Powell,84,77
333,3,1:52.0,R. Barrett misses 2-pt layup from 2 ft (block by K. Porziņģis),,84,77
334,3,1:49.0,,Defensive rebound by L. Dončić,84,77
335,3,1:43.0,,J. Brunson misses 3-pt jump shot from 23 ft,84,77
336,3,1:40.0,Defensive rebound by B. Portis,,84,77
337,3,1:21.0,M. Morris misses 3-pt jump shot from 26 ft,,84,77
338,3,1:17.0,,Defensive rebound by L. Dončić,84,77
339,3,1:12.0,,Turnover by J. Brunson (step out of bounds),84,77
340,3,1:12.0,T. Gibson enters the game for M. Morris,,84,77
341,3,1:01.0,B. Portis misses 2-pt jump shot from 17 ft,,84,77
342,3,0:59.0,,Defensive rebound by J. Brunson,84,77
343,3,0:44.0,,L. Dončić makes 3-pt jump shot from 27 ft,84,80
344,3,0:34.0,K. Knox misses 2-pt jump shot from 19 ft,,84,80
345,3,0:32.0,,Defensive rebound by Team,84,80
346,3,0:25.0,,T. Hardaway misses 3-pt jump shot from 26 ft,84,80
347,3,0:22.0,Defensive rebound by R. Barrett,,84,80
348,3,0:01.0,B. Portis misses 3-pt jump shot from 26 ft,,84,80
349,3,0:00.0,,Defensive rebound by K. Porziņģis,84,80
350,4,11:44.0,,J. Brunson makes 2-pt layup from 2 ft,84,82
351,4,11:44.0,,Shooting foul by A. Trier (drawn by J. Brunson),84,82
352,4,11:44.0,,J. Brunson makes free throw 1 of 1,84,83
353,4,11:32.0,Personal foul by S. Curry (drawn by T. Gibson),,84,83
354,4,11:17.0,K. Knox makes 3-pt jump shot from 31 ft (assist by B. Portis),,87,83
355,4,10:58.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Brunson),87,85
356,4,10:46.0,A. Trier misses 2-pt jump shot from 20 ft,,87,85
357,4,10:44.0,,Defensive rebound by M. Kleber,87,85
358,4,10:32.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,87,85
359,4,10:29.0,Defensive rebound by T. Gibson,,87,85
360,4,10:18.0,B. Portis misses 2-pt hook shot from 5 ft,,87,85
361,4,10:16.0,,Defensive rebound by J. Brunson,87,85
362,4,10:10.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Brunson),87,87
363,4,9:50.0,F. Ntilikina misses 2-pt jump shot from 23 ft,,87,87
364,4,9:48.0,Offensive rebound by B. Portis,,87,87
365,4,9:45.0,B. Portis misses 2-pt layup from 2 ft (block by K. Porziņģis),,87,87
366,4,9:45.0,,Defensive rebound by K. Porziņģis,87,87
367,4,9:30.0,,Shooting foul by T. Gibson (drawn by K. Porziņģis),87,87
368,4,9:30.0,,K. Porziņģis misses free throw 1 of 2,87,87
369,4,9:30.0,,Offensive rebound by Team,87,87
370,4,9:30.0,M. Morris enters the game for T. Gibson,,87,87
371,4,9:30.0,J. Randle enters the game for K. Knox,,87,87
372,4,9:30.0,,K. Porziņģis makes free throw 2 of 2,87,88
373,4,9:05.0,M. Morris misses 2-pt jump shot from 18 ft,,87,88
374,4,9:02.0,,Defensive rebound by M. Kleber,87,88
375,4,8:47.0,,T. Hardaway makes 2-pt layup from 1 ft,87,90
376,4,8:27.0,M. Morris misses 2-pt jump shot from 6 ft (block by K. Porziņģis),,87,90
377,4,8:26.0,,Defensive rebound by K. Porziņģis,87,90
378,4,8:20.0,,J. Brunson misses 2-pt layup from 2 ft,87,90
379,4,8:19.0,Defensive rebound by B. Portis,,87,90
380,4,8:11.0,Turnover by J. Randle (bad pass; steal by J. Brunson),,87,90
381,4,8:06.0,,T. Hardaway misses 2-pt layup from 2 ft (block by F. Ntilikina),87,90
382,4,8:03.0,Defensive rebound by B. Portis,,87,90
383,4,7:59.0,F. Ntilikina makes 3-pt jump shot from 25 ft (assist by A. Trier),,90,90
384,4,7:42.0,,J. Brunson misses 3-pt jump shot from 25 ft,90,90
385,4,7:40.0,Defensive rebound by J. Randle,,90,90
