,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
0,1,11:40.0,Shooting foul by J. Allen (drawn by S. Adams),,0,0
1,1,11:40.0,S. Adams misses free throw 1 of 2,,0,0
2,1,11:40.0,Offensive rebound by Team,,0,0
3,1,11:40.0,S. Adams misses free throw 2 of 2,,0,0
4,1,11:37.0,,Defensive rebound by T. Prince,0,0
5,1,11:23.0,,R. Kurucs makes 2-pt layup at rim (assist by S. Dinwiddie),0,2
6,1,11:05.0,D. Bazley misses 3-pt jump shot from 25 ft,,0,2
7,1,11:02.0,,Defensive rebound by J. Harris,0,2
8,1,10:54.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by R. Kurucs),0,5
9,1,10:34.0,D. Bazley makes 3-pt jump shot from 22 ft (assist by S. Gilgeous-Alexander),,3,5
10,1,10:16.0,,J. Allen misses 3-pt jump shot from 23 ft,3,5
11,1,10:12.0,Defensive rebound by S. Adams,,3,5
12,1,10:04.0,D. Bazley misses 3-pt jump shot from 23 ft,,3,5
13,1,9:59.0,,Defensive rebound by J. Harris,3,5
14,1,9:44.0,,J. Harris misses 3-pt jump shot from 24 ft,3,5
15,1,9:42.0,Defensive rebound by D. Bazley,,3,5
16,1,9:36.0,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,,5,5
17,1,9:23.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,5,5
18,1,9:18.0,Defensive rebound by C. Paul,,5,5
19,1,9:13.0,Personal foul by T. Prince (drawn by D. Bazley),,5,5
20,1,9:04.0,D. Bazley misses 3-pt jump shot from 25 ft,,5,5
21,1,8:59.0,Offensive rebound by S. Gilgeous-Alexander,,5,5
22,1,8:52.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by S. Adams),,8,5
23,1,8:36.0,,T. Prince makes 3-pt jump shot from 26 ft,8,8
24,1,8:24.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,8,8
25,1,8:21.0,Offensive rebound by S. Adams,,8,8
26,1,8:18.0,D. Bazley misses 2-pt layup from 1 ft (block by J. Allen),,8,8
27,1,8:18.0,Offensive rebound by Team,,8,8
28,1,8:18.0,M. Muscala enters the game for S. Adams,,8,8
29,1,8:11.0,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,,10,8
30,1,8:11.0,Shooting foul by R. Kurucs (drawn by S. Gilgeous-Alexander),,10,8
31,1,8:11.0,S. Gilgeous-Alexander makes free throw 1 of 1,,11,8
32,1,7:53.0,,J. Allen makes 2-pt dunk from 1 ft (assist by R. Kurucs),11,10
33,1,7:31.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,11,10
34,1,7:29.0,,Defensive rebound by R. Kurucs,11,10
35,1,7:25.0,,R. Kurucs misses 2-pt layup from 1 ft,11,10
36,1,7:21.0,Defensive rebound by M. Muscala,,11,10
37,1,7:18.0,C. Paul makes 3-pt jump shot from 26 ft,,14,10
38,1,7:02.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Allen),14,13
39,1,6:46.0,D. Bazley misses 2-pt layup from 7 ft (block by T. Prince),,14,13
40,1,6:43.0,,Defensive rebound by T. Prince,14,13
41,1,6:38.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by J. Allen),14,16
42,1,6:37.0,Oklahoma City full timeout,,14,16
43,1,6:37.0,A. Nader enters the game for D. Bazley,,14,16
44,1,6:19.0,M. Muscala makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),,16,16
45,1,6:04.0,,J. Allen misses 2-pt layup at rim (block by T. Ferguson),16,16
46,1,6:02.0,Defensive rebound by M. Muscala,,16,16
47,1,5:41.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,16,16
48,1,5:38.0,,Defensive rebound by J. Allen,16,16
49,1,5:30.0,,Personal foul by A. Nader (drawn by J. Allen),16,16
50,1,5:30.0,D. Schröder enters the game for C. Paul,,16,16
51,1,5:30.0,,D. Jordan enters the game for J. Allen,16,16
52,1,5:30.0,,G. Temple enters the game for R. Kurucs,16,16
53,1,5:22.0,,J. Harris misses 2-pt layup from 5 ft,16,16
54,1,5:19.0,,Offensive rebound by J. Harris,16,16
55,1,5:15.0,,T. Prince makes 2-pt jump shot from 13 ft,16,18
56,1,5:04.0,M. Muscala makes 2-pt jump shot from 19 ft (assist by D. Schröder),,18,18
57,1,4:50.0,,T. Prince misses 2-pt jump shot from 10 ft,18,18
58,1,4:46.0,Defensive rebound by D. Schröder,,18,18
59,1,4:41.0,M. Muscala misses 2-pt jump shot from 10 ft,,18,18
60,1,4:39.0,,Defensive rebound by T. Prince,18,18
61,1,4:32.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by T. Prince),18,21
62,1,4:18.0,M. Muscala misses 3-pt jump shot from 26 ft,,18,21
63,1,4:15.0,,Defensive rebound by D. Jordan,18,21
64,1,4:04.0,,Turnover by T. Prince (lost ball; steal by A. Nader),18,21
65,1,4:00.0,A. Nader makes 2-pt layup from 2 ft,,20,21
66,1,3:43.0,,Turnover by D. Jordan (bad pass; steal by S. Gilgeous-Alexander),20,21
67,1,3:33.0,Turnover by D. Schröder (lost ball; steal by J. Harris),,20,21
68,1,3:25.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,20,21
69,1,3:20.0,Defensive rebound by D. Schröder,,20,21
70,1,3:14.0,S. Gilgeous-Alexander makes 2-pt jump shot from 3 ft,,22,21
71,1,3:14.0,,Brooklyn full timeout,22,21
72,1,3:14.0,D. Burton enters the game for T. Ferguson,,22,21
73,1,3:14.0,H. Diallo enters the game for S. Gilgeous-Alexander,,22,21
74,1,3:14.0,,W. Chandler enters the game for S. Dinwiddie,22,21
75,1,3:14.0,,C. LeVert enters the game for J. Harris,22,21
76,1,3:14.0,,T. Luwawu-Cabarrot enters the game for T. Prince,22,21
77,1,3:03.0,,G. Temple misses 3-pt jump shot from 24 ft,22,21
