,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by K. Middleton),0,3
1,1,11:20.0,K. Dunn misses 3-pt jump shot from 26 ft,,0,3
2,1,11:17.0,,Defensive rebound by G. Antetokounmpo,0,3
3,1,11:13.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,0,3
4,1,11:10.0,Defensive rebound by L. Kornet,,0,3
5,1,10:54.0,K. Dunn misses 3-pt jump shot from 24 ft,,0,3
6,1,10:50.0,,Defensive rebound by B. Lopez,0,3
7,1,10:40.0,,Turnover by E. Bledsoe (bad pass; steal by K. Dunn),0,3
8,1,10:37.0,K. Dunn makes 2-pt layup from 3 ft,,2,3
9,1,10:21.0,,W. Matthews misses 3-pt jump shot from 28 ft,2,3
10,1,10:19.0,Defensive rebound by L. Markkanen,,2,3
11,1,10:13.0,T. Satoranský misses 2-pt jump shot from 12 ft,,2,3
12,1,10:10.0,,Defensive rebound by G. Antetokounmpo,2,3
13,1,10:04.0,,B. Lopez misses 3-pt jump shot from 26 ft,2,3
14,1,10:01.0,Defensive rebound by K. Dunn,,2,3
15,1,9:59.0,Turnover by K. Dunn (bad pass),,2,3
16,1,9:46.0,,G. Antetokounmpo misses 2-pt dunk from 3 ft,2,3
17,1,9:43.0,Defensive rebound by T. Satoranský,,2,3
18,1,9:39.0,L. Markkanen misses 3-pt jump shot from 28 ft,,2,3
19,1,9:36.0,,Defensive rebound by K. Middleton,2,3
20,1,9:23.0,,K. Middleton makes 3-pt jump shot from 27 ft,2,6
21,1,9:04.0,K. Dunn makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,5,6
22,1,8:57.0,,Shooting foul by L. Kornet (drawn by G. Antetokounmpo),5,6
23,1,8:57.0,,G. Antetokounmpo misses free throw 1 of 2,5,6
24,1,8:57.0,,Offensive rebound by Team,5,6
25,1,8:57.0,,G. Antetokounmpo makes free throw 2 of 2,5,7
26,1,8:33.0,L. Kornet makes 3-pt jump shot from 24 ft (assist by K. Dunn),,8,7
27,1,8:20.0,,Turnover by K. Middleton (bad pass; steal by K. Dunn),8,7
28,1,8:15.0,Personal foul by G. Antetokounmpo (drawn by T. Satoranský),,8,7
29,1,8:09.0,L. Markkanen misses 2-pt layup from 5 ft (block by B. Lopez),,8,7
30,1,8:05.0,,Defensive rebound by G. Antetokounmpo,8,7
31,1,8:04.0,,Turnover by G. Antetokounmpo (traveling),8,7
32,1,7:49.0,L. Kornet makes 3-pt jump shot from 29 ft (assist by T. Satoranský),,11,7
33,1,7:34.0,,Turnover by W. Matthews (out of bounds lost ball),11,7
34,1,7:25.0,Personal foul by W. Matthews (drawn by T. Satoranský),,11,7
35,1,7:16.0,Z. LaVine misses 3-pt jump shot from 27 ft,,11,7
36,1,7:13.0,,Defensive rebound by K. Middleton,11,7
37,1,7:03.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by W. Matthews),11,9
38,1,6:54.0,L. Kornet misses 3-pt jump shot from 27 ft,,11,9
39,1,6:53.0,,Defensive rebound by Team,11,9
40,1,6:53.0,,Milwaukee full timeout,11,9
41,1,6:39.0,,K. Middleton misses 2-pt layup from 4 ft,11,9
42,1,6:37.0,Defensive rebound by L. Markkanen,,11,9
43,1,6:28.0,K. Dunn makes 2-pt layup from 3 ft,,13,9
44,1,6:16.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,13,9
45,1,6:13.0,Defensive rebound by K. Dunn,,13,9
46,1,5:54.0,K. Dunn misses 2-pt jump shot from 22 ft,,13,9
47,1,5:53.0,Offensive rebound by Team,,13,9
48,1,5:53.0,Turnover by Team (shot clock),,13,9
49,1,5:53.0,,D. DiVincenzo enters the game for W. Matthews,13,9
50,1,5:38.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,13,9
51,1,5:35.0,Defensive rebound by Z. LaVine,,13,9
52,1,5:30.0,Z. LaVine misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,13,9
53,1,5:27.0,,Defensive rebound by D. DiVincenzo,13,9
54,1,5:16.0,,B. Lopez misses 3-pt jump shot from 27 ft,13,9
55,1,5:14.0,,Offensive rebound by G. Antetokounmpo,13,9
56,1,5:14.0,,G. Antetokounmpo makes 2-pt layup at rim,13,11
57,1,4:56.0,T. Satoranský misses 3-pt jump shot from 27 ft,,13,11
58,1,4:53.0,,Defensive rebound by G. Antetokounmpo,13,11
59,1,4:50.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,13,13
60,1,4:50.0,,Shooting foul by L. Kornet (drawn by G. Antetokounmpo),13,13
61,1,4:50.0,C. Felício enters the game for L. Kornet,,13,13
62,1,4:50.0,C. White enters the game for T. Satoranský,,13,13
63,1,4:50.0,,D. Bender enters the game for E. Bledsoe,13,13
64,1,4:50.0,,G. Hill enters the game for B. Lopez,13,13
65,1,4:50.0,,G. Antetokounmpo makes free throw 1 of 1,13,14
66,1,4:37.0,Turnover by L. Markkanen (bad pass; steal by G. Hill),,13,14
67,1,4:36.0,,K. Middleton makes 2-pt dunk from 2 ft (assist by D. DiVincenzo),13,16
68,1,4:36.0,Chicago full timeout,,13,16
69,1,4:36.0,T. Young enters the game for L. Markkanen,,13,16
70,1,4:36.0,,E. İlyasova enters the game for G. Antetokounmpo,13,16
71,1,4:36.0,,K. Korver enters the game for K. Middleton,13,16
72,1,4:15.0,Turnover by Z. LaVine (lost ball; steal by K. Korver),,13,16
73,1,4:13.0,,Shooting foul by C. Felício (drawn by D. DiVincenzo),13,16
74,1,4:13.0,,D. DiVincenzo misses free throw 1 of 2,13,16
75,1,4:13.0,,Offensive rebound by Team,13,16
76,1,4:13.0,,D. DiVincenzo misses free throw 2 of 2,13,16
77,1,4:11.0,,Offensive rebound by Team,13,16
78,1,4:06.0,,D. Bender makes 2-pt dunk from 1 ft (assist by D. DiVincenzo),13,18
79,1,3:54.0,Turnover by K. Dunn (bad pass; steal by D. DiVincenzo),,13,18
80,1,3:39.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by D. Bender),13,21
81,1,3:16.0,C. Felício misses 2-pt layup from 3 ft,,13,21
82,1,3:13.0,,Defensive rebound by E. İlyasova,13,21
83,1,3:06.0,,E. İlyasova misses 2-pt layup from 1 ft (block by T. Young),13,21
84,1,3:05.0,Defensive rebound by C. White,,13,21
85,1,2:54.0,Z. LaVine misses 2-pt layup from 4 ft,,13,21
86,1,2:51.0,,Defensive rebound by D. Bender,13,21
87,1,2:34.0,,Turnover by D. Bender (lost ball; steal by K. Dunn),13,21
88,1,2:27.0,Z. LaVine misses 2-pt layup from 3 ft,,13,21
89,1,2:24.0,,Defensive rebound by E. İlyasova,13,21
90,1,2:20.0,,G. Hill makes 2-pt layup from 2 ft (assist by E. İlyasova),13,23
91,1,2:02.0,Z. LaVine makes 3-pt jump shot from 27 ft,,16,23
92,1,1:36.0,,Turnover by E. İlyasova (step out of bounds),16,23
93,1,1:36.0,C. Hutchison enters the game for K. Dunn,,16,23
94,1,1:25.0,Z. LaVine misses 2-pt layup from 3 ft (block by D. Bender),,16,23
95,1,1:25.0,Offensive rebound by Team,,16,23
96,1,1:19.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by C. Felício),,19,23
97,1,1:07.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by D. DiVincenzo),19,26
98,1,0:55.0,Z. LaVine makes 2-pt layup from 1 ft,,21,26
99,1,0:46.0,,D. Bender makes 2-pt dunk from 1 ft (assist by K. Korver),21,28
