,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
0,1,11:46.0,T. Snell makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),,3,0
1,1,11:46.0,Instant Replay (Request: Ruling Stands),,3,0
2,1,11:31.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by J. Brown),3,2
3,1,11:15.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Brown),,6,2
4,1,10:58.0,,Turnover by J. Brown (bad pass; steal by A. Drummond),6,2
5,1,10:51.0,B. Brown misses 3-pt jump shot from 23 ft,,6,2
6,1,10:50.0,,Defensive rebound by J. Tatum,6,2
7,1,10:40.0,,J. Brown misses 3-pt jump shot from 26 ft,6,2
8,1,10:38.0,Defensive rebound by B. Brown,,6,2
9,1,10:34.0,Turnover by B. Brown (bad pass; steal by J. Tatum),,6,2
10,1,10:19.0,,J. Brown makes 2-pt layup from 1 ft,6,4
11,1,10:00.0,Shooting foul by J. Tatum (drawn by M. Morris),,6,4
12,1,10:00.0,M. Morris makes free throw 1 of 2,,7,4
13,1,10:00.0,M. Morris makes free throw 2 of 2,,8,4
14,1,9:51.0,,Shooting foul by M. Morris (drawn by D. Theis),8,4
15,1,9:51.0,,D. Theis misses free throw 1 of 2,8,4
16,1,9:51.0,,Offensive rebound by Team,8,4
17,1,9:51.0,,D. Theis makes free throw 2 of 2,8,5
18,1,9:37.0,Turnover by B. Brown (bad pass),,8,5
19,1,9:27.0,,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by K. Walker),8,8
20,1,9:16.0,A. Drummond misses 2-pt layup from 3 ft,,8,8
21,1,9:16.0,,Defensive rebound by J. Tatum,8,8
22,1,9:10.0,,J. Tatum makes 3-pt jump shot from 27 ft,8,11
23,1,8:55.0,A. Drummond misses 2-pt jump shot from 12 ft,,8,11
24,1,8:54.0,,Defensive rebound by J. Brown,8,11
25,1,8:48.0,,K. Walker misses 3-pt jump shot from 25 ft,8,11
26,1,8:46.0,Defensive rebound by S. Mykhailiuk,,8,11
27,1,8:33.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,8,11
28,1,8:32.0,Offensive rebound by B. Brown,,8,11
29,1,8:29.0,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Brown),,11,11
30,1,8:13.0,,D. Theis misses 2-pt dunk from 3 ft,11,11
31,1,8:12.0,Defensive rebound by A. Drummond,,11,11
32,1,7:55.0,A. Drummond makes 2-pt layup from 4 ft (assist by M. Morris),,13,11
33,1,7:43.0,,D. Theis misses 3-pt jump shot from 27 ft,13,11
34,1,7:42.0,Defensive rebound by T. Snell,,13,11
35,1,7:39.0,Personal foul by D. Theis (drawn by A. Drummond),,13,11
36,1,7:28.0,M. Morris misses 2-pt jump shot from 10 ft,,13,11
37,1,7:26.0,,Defensive rebound by K. Walker,13,11
38,1,7:06.0,,J. Tatum makes 2-pt jump shot from 18 ft,13,13
39,1,6:58.0,Turnover by T. Snell (bad pass),,13,13
40,1,6:58.0,,Boston full timeout,13,13
41,1,6:58.0,,E. Freedom enters the game for D. Theis,13,13
