,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PORTLAND_ACTION,PHILADELPHIA_SCORE,PORTLAND_SCORE
376,4,8:26.0,B. Simmons misses 2-pt layup from 1 ft,,104,107
377,4,8:25.0,,Defensive rebound by S. Labissière,104,107
378,4,8:17.0,,Turnover by C. McCollum (lost ball; steal by T. Harris),104,107
379,4,8:11.0,J. Richardson misses 3-pt jump shot from 26 ft,,104,107
380,4,8:09.0,,Defensive rebound by K. Bazemore,104,107
381,4,8:00.0,,D. Lillard makes 3-pt jump shot from 25 ft,104,110
382,4,7:49.0,Personal foul by S. Labissière (drawn by J. Richardson),,104,110
383,4,7:47.0,Personal foul by C. McCollum (drawn by B. Simmons),,104,110
384,4,7:39.0,K. O'Quinn misses 3-pt jump shot from 23 ft,,104,110
385,4,7:37.0,Offensive rebound by B. Simmons,,104,110
386,4,7:35.0,J. Richardson misses 3-pt jump shot from 26 ft,,104,110
387,4,7:31.0,Offensive rebound by K. O'Quinn,,104,110
388,4,7:30.0,K. O'Quinn makes 2-pt layup from 1 ft,,106,110
389,4,7:16.0,,Personal foul by J. Ennis (drawn by D. Lillard),106,110
390,4,7:16.0,M. Thybulle enters the game for J. Ennis,,106,110
391,4,7:06.0,,S. Labissière makes 2-pt hook shot from 3 ft (assist by K. Bazemore),106,112
392,4,6:48.0,T. Harris misses 2-pt layup from 3 ft (block by K. Bazemore),,106,112
393,4,6:48.0,Offensive rebound by Team,,106,112
394,4,6:46.0,T. Harris misses 3-pt jump shot from 23 ft,,106,112
395,4,6:44.0,Offensive rebound by K. O'Quinn,,106,112
396,4,6:39.0,T. Harris makes 2-pt hook shot from 3 ft (assist by B. Simmons),,108,112
397,4,6:22.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Lillard),108,115
398,4,6:02.0,M. Thybulle makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),,111,115
399,4,5:49.0,,D. Lillard makes 3-pt jump shot from 29 ft,111,118
400,4,5:21.0,J. Richardson makes 2-pt jump shot from 14 ft,,113,118
401,4,5:05.0,,D. Lillard makes 3-pt jump shot from 31 ft (assist by S. Labissière),113,121
402,4,4:45.0,Turnover by J. Richardson (bad pass; steal by K. Bazemore),,113,121
403,4,4:45.0,,Personal foul by B. Simmons (drawn by K. Bazemore),113,121
404,4,4:45.0,,K. Bazemore misses free throw 1 of 2,113,121
405,4,4:45.0,,Offensive rebound by Team,113,121
406,4,4:45.0,J. Ennis enters the game for K. O'Quinn,,113,121
407,4,4:45.0,A. Horford enters the game for J. Richardson,,113,121
408,4,4:45.0,,A. Tolliver enters the game for S. Labissière,113,121
409,4,4:45.0,,K. Bazemore misses free throw 2 of 2,113,121
410,4,4:43.0,Defensive rebound by B. Simmons,,113,121
411,4,4:43.0,Personal foul by M. Hezonja (drawn by B. Simmons),,113,121
412,4,4:43.0,,R. Hood enters the game for K. Bazemore,113,121
413,4,4:33.0,T. Harris makes 2-pt layup from 1 ft,,115,121
414,4,4:29.0,,Portland full timeout,115,121
415,4,4:29.0,J. Richardson enters the game for M. Thybulle,,115,121
416,4,4:29.0,,K. Bazemore enters the game for R. Hood,115,121
417,4,4:14.0,,Turnover by K. Bazemore (bad pass; steal by J. Ennis),115,121
418,4,3:59.0,J. Richardson makes 3-pt jump shot from 30 ft (assist by J. Ennis),,118,121
419,4,3:41.0,,Personal foul by A. Horford (drawn by C. McCollum),118,121
420,4,3:41.0,,C. McCollum makes free throw 1 of 2,118,122
421,4,3:41.0,,C. McCollum makes free throw 2 of 2,118,123
422,4,3:30.0,B. Simmons misses 2-pt hook shot from 7 ft,,118,123
423,4,3:28.0,,Defensive rebound by D. Lillard,118,123
424,4,3:25.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Lillard),118,125
425,4,3:10.0,Turnover by J. Richardson (bad pass; steal by K. Bazemore),,118,125
426,4,2:56.0,,A. Tolliver misses 2-pt layup from 1 ft,118,125
427,4,2:55.0,Defensive rebound by A. Horford,,118,125
428,4,2:39.0,T. Harris makes 2-pt layup from 1 ft (assist by B. Simmons),,120,125
429,4,2:22.0,,Turnover by D. Lillard (lost ball; steal by B. Simmons),120,125
430,4,2:19.0,B. Simmons makes 2-pt dunk at rim (assist by J. Richardson),,122,125
431,4,1:50.0,,K. Bazemore misses 2-pt layup from 1 ft,122,125
432,4,1:48.0,Defensive rebound by T. Harris,,122,125
433,4,1:42.0,J. Richardson misses 3-pt jump shot from 24 ft,,122,125
434,4,1:40.0,Offensive rebound by J. Ennis,,122,125
435,4,1:37.0,Personal foul by A. Tolliver (drawn by A. Horford),,122,125
436,4,1:28.0,A. Horford misses 2-pt jump shot from 10 ft,,122,125
437,4,1:26.0,,Defensive rebound by M. Hezonja,122,125
438,4,1:05.0,,Turnover by D. Lillard (bad pass),122,125
439,4,0:50.0,A. Horford makes 2-pt dunk from 1 ft (assist by J. Richardson),,124,125
440,4,0:29.0,,C. McCollum misses 3-pt jump shot from 25 ft,124,125
441,4,0:26.0,Defensive rebound by J. Richardson,,124,125
442,4,0:14.0,Philadelphia full timeout,,124,125
443,4,0:10.0,Personal foul by M. Hezonja (drawn by B. Simmons),,124,125
444,4,0:10.0,,Portland full timeout,124,125
445,4,0:10.0,,Instant Replay (Challenge: Ruling Stands),124,125
446,4,0:10.0,B. Simmons makes free throw 1 of 2,,125,125
447,4,0:10.0,B. Simmons makes free throw 2 of 2,,126,125
448,4,0:10.0,,A. Simons enters the game for M. Hezonja,126,125
449,4,0:02.0,,A. Simons makes 3-pt jump shot from 23 ft (assist by D. Lillard),126,128
450,4,0:02.0,Philadelphia full timeout,,126,128
451,4,0:02.0,Instant Replay (Request: Ruling Stands),,126,128
452,4,0:02.0,F. Korkmaz enters the game for J. Ennis,,126,128
453,4,0:02.0,,S. Labissière enters the game for A. Simons,126,128
454,4,0:00.0,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by B. Simmons),,129,128
455,4,0:00.0,Instant Replay (Request: Ruling Stands),,129,128
456,4,0:00.0,,Portland full timeout,129,128
