,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
74,1,3:50.0,,B. Ingram misses 2-pt layup at rim,18,18
75,1,3:49.0,Defensive rebound by J. Poeltl,,18,18
76,1,3:46.0,Shooting foul by N. Melli (drawn by J. Poeltl),,18,18
77,1,3:46.0,J. Poeltl makes free throw 1 of 2,,19,18
78,1,3:46.0,J. Poeltl makes free throw 2 of 2,,20,18
79,1,3:28.0,,J. Redick misses 3-pt jump shot from 26 ft,20,18
80,1,3:25.0,Defensive rebound by D. DeRozan,,20,18
81,1,3:17.0,D. DeRozan makes 2-pt layup from 2 ft,,22,18
82,1,3:13.0,,Offensive foul by L. Ball (drawn by D. White),22,18
83,1,3:13.0,,Turnover by L. Ball (offensive foul),22,18
84,1,3:13.0,L. Walker enters the game for D. DeRozan,,22,18
85,1,3:13.0,,J. Hart enters the game for J. Holiday,22,18
86,1,3:13.0,,J. Hayes enters the game for N. Melli,22,18
87,1,2:56.0,J. Poeltl makes 2-pt jump shot from 13 ft (assist by D. White),,24,18
88,1,2:46.0,,Shooting foul by J. Poeltl (drawn by L. Ball),24,18
89,1,2:46.0,,New Orleans full timeout,24,18
90,1,2:46.0,,L. Ball misses free throw 1 of 2,24,18
91,1,2:46.0,,Offensive rebound by Team,24,18
92,1,2:46.0,,L. Ball makes free throw 2 of 2,24,19
93,1,2:34.0,P. Mills makes 3-pt jump shot from 27 ft (assist by D. White),,27,19
94,1,2:24.0,,Shooting foul by D. White (drawn by L. Ball),27,19
95,1,2:24.0,,L. Ball makes free throw 1 of 2,27,20
96,1,2:24.0,,L. Ball makes free throw 2 of 2,27,21
97,1,2:06.0,L. Walker misses 2-pt dunk from 1 ft,,27,21
98,1,2:04.0,,Defensive rebound by J. Hayes,27,21
99,1,2:04.0,,N. Alexander-Walker enters the game for L. Ball,27,21
100,1,1:55.0,,J. Hayes makes 2-pt layup from 1 ft (assist by N. Alexander-Walker),27,23
101,1,1:55.0,,Shooting foul by J. Poeltl (drawn by J. Hayes),27,23
102,1,1:55.0,,J. Hayes makes free throw 1 of 1,27,24
103,1,1:48.0,L. Walker makes 2-pt layup from 3 ft (assist by J. Poeltl),,29,24
104,1,1:34.0,,B. Ingram misses 2-pt layup from 5 ft,29,24
105,1,1:34.0,Defensive rebound by J. Poeltl,,29,24
106,1,1:26.0,P. Mills misses 3-pt jump shot from 23 ft,,29,24
107,1,1:24.0,,Defensive rebound by N. Alexander-Walker,29,24
108,1,1:17.0,,N. Alexander-Walker misses 2-pt layup from 3 ft (block by J. Poeltl),29,24
109,1,1:16.0,Defensive rebound by Team,,29,24
110,1,1:04.0,Turnover by J. Poeltl (bad pass; steal by B. Ingram),,29,24
111,1,0:54.0,,B. Ingram misses 3-pt jump shot from 26 ft,29,24
112,1,0:51.0,Defensive rebound by P. Mills,,29,24
113,1,0:41.0,J. Poeltl makes 2-pt dunk from 1 ft (assist by P. Mills),,31,24
114,1,0:34.0,,Offensive foul by B. Ingram (drawn by P. Mills),31,24
115,1,0:34.0,,Turnover by B. Ingram (offensive foul),31,24
116,1,0:28.0,P. Mills misses 3-pt jump shot from 26 ft,,31,24
117,1,0:24.0,,Defensive rebound by J. Hart,31,24
118,1,0:04.0,,Turnover by B. Ingram (traveling),31,24
119,1,0:01.0,Personal take foul by N. Alexander-Walker (drawn by D. White),,31,24
120,2,11:44.0,J. Poeltl misses 2-pt hook shot from 4 ft,,31,24
121,2,11:44.0,,Defensive rebound by J. Hart,31,24
122,2,11:27.0,,E. Moore misses 3-pt jump shot from 26 ft,31,24
123,2,11:23.0,Defensive rebound by T. Lyles,,31,24
124,2,11:07.0,D. White makes 2-pt layup from 2 ft,,33,24
125,2,11:03.0,,Turnover by J. Hart (bad pass; steal by D. White),33,24
126,2,10:58.0,M. Belinelli misses 2-pt jump shot from 14 ft,,33,24
127,2,10:56.0,,Defensive rebound by Z. Williamson,33,24
128,2,10:39.0,,N. Alexander-Walker misses 2-pt jump shot from 7 ft,33,24
129,2,10:36.0,,Offensive rebound by Z. Williamson,33,24
130,2,10:35.0,,Z. Williamson makes 2-pt layup from 1 ft,33,26
131,2,10:25.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,36,26
132,2,10:06.0,,N. Alexander-Walker makes 2-pt jump shot from 6 ft,36,28
133,2,9:48.0,P. Mills makes 3-pt jump shot from 25 ft,,39,28
134,2,9:35.0,,Offensive foul by Z. Williamson (drawn by D. White),39,28
135,2,9:35.0,,Turnover by Z. Williamson (offensive foul),39,28
136,2,9:31.0,Offensive foul by T. Lyles (drawn by N. Alexander-Walker),,39,28
137,2,9:31.0,Turnover by T. Lyles (offensive foul),,39,28
138,2,9:31.0,,J. Holiday enters the game for J. Hayes,39,28
139,2,9:18.0,,J. Holiday misses 2-pt layup from 2 ft,39,28
140,2,9:17.0,Defensive rebound by J. Poeltl,,39,28
141,2,9:10.0,D. White makes 2-pt layup from 2 ft,,41,28
142,2,8:59.0,,E. Moore misses 2-pt jump shot from 2 ft,41,28
143,2,8:57.0,Defensive rebound by J. Poeltl,,41,28
144,2,8:52.0,P. Mills makes 2-pt layup from 2 ft (assist by D. White),,43,28
145,2,8:52.0,,New Orleans full timeout,43,28
146,2,8:52.0,L. Aldridge enters the game for T. Lyles,,43,28
147,2,8:52.0,L. Walker enters the game for J. Poeltl,,43,28
148,2,8:52.0,,L. Ball enters the game for N. Alexander-Walker,43,28
149,2,8:37.0,,J. Hart misses 3-pt jump shot from 26 ft,43,28
150,2,8:36.0,,Offensive rebound by Team,43,28
151,2,8:36.0,Loose ball foul by L. Walker (drawn by J. Holiday),,43,28
152,2,8:25.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by L. Ball),43,31
153,2,8:04.0,P. Mills misses 3-pt jump shot from 25 ft,,43,31
154,2,8:02.0,,Defensive rebound by Z. Williamson,43,31
155,2,7:55.0,,E. Moore misses 3-pt jump shot from 24 ft,43,31
156,2,7:52.0,Defensive rebound by P. Mills,,43,31
157,2,7:52.0,,D. Favors enters the game for Z. Williamson,43,31
158,2,7:33.0,L. Aldridge misses 2-pt jump shot from 8 ft,,43,31
159,2,7:33.0,Offensive rebound by Team,,43,31
160,2,7:33.0,Turnover by L. Aldridge (traveling),,43,31
161,2,7:33.0,D. DeRozan enters the game for M. Belinelli,,43,31
162,2,7:21.0,,J. Holiday makes 2-pt layup from 2 ft,43,33
163,2,6:59.0,Turnover by L. Aldridge (bad pass; steal by J. Holiday),,43,33
164,2,6:45.0,,Turnover by D. Favors (lost ball; steal by L. Walker),43,33
165,2,6:41.0,Shooting foul by J. Hart (drawn by L. Walker),,43,33
166,2,6:41.0,L. Walker makes free throw 1 of 2,,44,33
167,2,6:41.0,B. Forbes enters the game for P. Mills,,44,33
168,2,6:41.0,D. Murray enters the game for D. White,,44,33
169,2,6:41.0,,B. Ingram enters the game for E. Moore,44,33
170,2,6:41.0,L. Walker misses free throw 2 of 2,,44,33
171,2,6:41.0,,Defensive rebound by D. Favors,44,33
172,2,6:33.0,,Turnover by L. Ball (bad pass; steal by D. DeRozan),44,33
173,2,6:20.0,B. Forbes misses 3-pt jump shot from 26 ft,,44,33
174,2,6:18.0,,Defensive rebound by D. Favors,44,33
175,2,6:10.0,,B. Ingram misses 2-pt jump shot from 16 ft,44,33
176,2,6:07.0,Defensive rebound by L. Aldridge,,44,33
177,2,6:04.0,San Antonio full timeout,,44,33
178,2,5:51.0,D. DeRozan misses 2-pt jump shot from 9 ft (block by J. Hart),,44,33
179,2,5:47.0,Offensive rebound by L. Aldridge,,44,33
180,2,5:45.0,D. Murray makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,47,33
181,2,5:45.0,,J. Redick enters the game for J. Hart,47,33
182,2,5:23.0,,B. Ingram misses 2-pt layup from 2 ft,47,33
183,2,5:21.0,,Offensive rebound by D. Favors,47,33
184,2,5:18.0,,D. Favors makes 2-pt layup from 3 ft,47,35
185,2,4:56.0,D. Murray misses 2-pt jump shot from 18 ft,,47,35
186,2,4:54.0,Offensive rebound by L. Aldridge,,47,35
187,2,4:51.0,Shooting foul by J. Holiday (drawn by B. Forbes),,47,35
188,2,4:51.0,B. Forbes makes free throw 1 of 2,,48,35
189,2,4:51.0,B. Forbes misses free throw 2 of 2,,48,35
190,2,4:50.0,,Defensive rebound by D. Favors,48,35
191,2,4:39.0,,J. Holiday makes 2-pt jump shot from 10 ft,48,37
192,2,4:24.0,Turnover by D. DeRozan (bad pass),,48,37
193,2,4:19.0,,Shooting foul by D. DeRozan (drawn by J. Redick),48,37
194,2,4:19.0,,J. Redick makes free throw 1 of 3,48,38
195,2,4:19.0,,J. Redick makes free throw 2 of 3,48,39
196,2,4:19.0,San Antonio full timeout,,48,39
197,2,4:19.0,,J. Redick makes free throw 3 of 3,48,40
198,2,3:57.0,D. Murray misses 3-pt jump shot from 23 ft,,48,40
199,2,3:55.0,Offensive rebound by L. Aldridge,,48,40
200,2,3:50.0,Turnover by B. Forbes (bad pass; steal by D. Favors),,48,40
201,2,3:44.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by L. Ball),48,43
202,2,3:23.0,L. Aldridge makes 2-pt jump shot from 14 ft,,50,43
203,2,3:07.0,,L. Ball misses 2-pt layup from 6 ft (block by L. Aldridge),50,43
204,2,3:04.0,,Offensive rebound by L. Ball,50,43
205,2,3:03.0,,D. Favors makes 2-pt dunk at rim (assist by L. Ball),50,45
206,2,2:38.0,B. Forbes makes 3-pt jump shot from 26 ft,,53,45
207,2,2:34.0,,Personal foul by B. Forbes (drawn by L. Ball),53,45
208,2,2:34.0,M. Belinelli enters the game for B. Forbes,,53,45
209,2,2:34.0,P. Mills enters the game for D. Murray,,53,45
210,2,2:34.0,D. White enters the game for L. Walker,,53,45
211,2,2:27.0,,D. Favors misses 2-pt jump shot from 9 ft,53,45
212,2,2:25.0,Defensive rebound by D. White,,53,45
213,2,2:18.0,L. Aldridge misses 3-pt jump shot from 26 ft,,53,45
214,2,2:14.0,,Defensive rebound by J. Holiday,53,45
215,2,2:11.0,,Turnover by J. Redick (traveling),53,45
216,2,1:56.0,L. Aldridge makes 2-pt jump shot from 8 ft,,55,45
217,2,1:46.0,,B. Ingram misses 3-pt jump shot from 25 ft,55,45
218,2,1:43.0,Defensive rebound by M. Belinelli,,55,45
219,2,1:26.0,D. White misses 2-pt layup from 2 ft,,55,45
220,2,1:24.0,,Defensive rebound by L. Ball,55,45
221,2,1:18.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by B. Ingram),55,48
222,2,0:54.0,L. Aldridge makes 2-pt jump shot from 11 ft,,57,48
223,2,0:44.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Holiday),57,51
224,2,0:33.0,L. Aldridge makes 2-pt jump shot from 16 ft,,59,51
225,2,0:27.0,,B. Ingram misses 2-pt jump shot from 12 ft,59,51
226,2,0:27.0,Defensive rebound by Team,,59,51
227,2,0:25.0,,Loose ball foul by B. Ingram (drawn by D. White),59,51
228,2,0:03.0,Shooting foul by D. Favors (drawn by L. Aldridge),,59,51
229,2,0:03.0,L. Aldridge misses free throw 1 of 2,,59,51
230,2,0:03.0,Offensive rebound by Team,,59,51
231,2,0:03.0,D. Murray enters the game for M. Belinelli,,59,51
232,2,0:03.0,L. Walker enters the game for D. DeRozan,,59,51
233,2,0:03.0,L. Aldridge makes free throw 2 of 2,,60,51
234,2,0:00.0,,Personal foul by D. White (drawn by J. Holiday),60,51
235,2,0:00.0,,Turnover by L. Ball (bad pass; steal by L. Aldridge),60,51
236,3,11:39.0,D. DeRozan makes 2-pt jump shot from 18 ft,,62,51
237,3,11:20.0,,Shooting foul by D. DeRozan (drawn by B. Ingram),62,51
238,3,11:20.0,,B. Ingram makes free throw 1 of 2,62,52
239,3,11:20.0,,B. Ingram makes free throw 2 of 2,62,53
240,3,11:02.0,L. Aldridge makes 2-pt jump shot from 12 ft,,64,53
241,3,10:48.0,,Shooting foul by L. Aldridge (drawn by Z. Williamson),64,53
242,3,10:48.0,,Z. Williamson misses free throw 1 of 2,64,53
243,3,10:48.0,,Offensive rebound by Team,64,53
244,3,10:48.0,,Z. Williamson makes free throw 2 of 2,64,54
245,3,10:37.0,D. DeRozan makes 2-pt jump shot from 17 ft,,66,54
246,3,10:24.0,,Turnover by Z. Williamson (lost ball; steal by T. Lyles),66,54
247,3,10:18.0,D. Murray misses 2-pt layup from 1 ft,,66,54
248,3,10:17.0,,Defensive rebound by Z. Williamson,66,54
249,3,10:12.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),66,57
250,3,9:55.0,Personal foul by D. Favors (drawn by L. Aldridge),,66,57
251,3,9:55.0,,J. Hayes enters the game for D. Favors,66,57
252,3,9:51.0,B. Forbes makes 3-pt jump shot from 25 ft,,69,57
253,3,9:36.0,,B. Ingram misses 3-pt jump shot from 25 ft,69,57
254,3,9:35.0,Defensive rebound by Team,,69,57
255,3,9:22.0,B. Forbes misses 3-pt jump shot from 25 ft,,69,57
256,3,9:18.0,,Defensive rebound by L. Ball,69,57
257,3,9:10.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by J. Hayes),69,59
258,3,8:56.0,T. Lyles makes 2-pt dunk from 1 ft (assist by B. Forbes),,71,59
259,3,8:40.0,,Turnover by Z. Williamson (lost ball; steal by D. Murray),71,59
260,3,8:30.0,D. Murray makes 2-pt layup from 3 ft,,73,59
261,3,8:30.0,Shooting foul by J. Holiday (drawn by D. Murray),,73,59
262,3,8:30.0,,J. Redick enters the game for Z. Williamson,73,59
263,3,8:30.0,D. Murray misses free throw 1 of 1,,73,59
264,3,8:28.0,,Defensive rebound by J. Hayes,73,59
265,3,8:20.0,,J. Holiday makes 2-pt layup from 2 ft,73,61
266,3,8:07.0,D. DeRozan makes 2-pt dunk from 1 ft,,75,61
267,3,7:54.0,,J. Holiday makes 3-pt jump shot from 25 ft,75,64
268,3,7:48.0,San Antonio full timeout,,75,64
269,3,7:42.0,Turnover by L. Aldridge (traveling),,75,64
270,3,7:31.0,,B. Ingram makes 2-pt layup from 1 ft (assist by J. Redick),75,66
271,3,7:15.0,Shooting foul by J. Redick (drawn by D. Murray),,75,66
272,3,7:15.0,D. Murray makes free throw 1 of 2,,76,66
273,3,7:15.0,D. Murray makes free throw 2 of 2,,77,66
274,3,7:07.0,,Shooting foul by T. Lyles (drawn by J. Holiday),77,66
275,3,7:07.0,,J. Holiday makes free throw 1 of 2,77,67
276,3,7:07.0,,J. Holiday misses free throw 2 of 2,77,67
277,3,7:05.0,Defensive rebound by D. DeRozan,,77,67
278,3,6:42.0,B. Forbes misses 3-pt jump shot from 28 ft,,77,67
279,3,6:41.0,Offensive rebound by D. DeRozan,,77,67
280,3,6:33.0,L. Aldridge misses 3-pt jump shot from 26 ft,,77,67
281,3,6:30.0,,Defensive rebound by Team,77,67
282,3,6:30.0,Loose ball foul by T. Lyles (drawn by J. Hayes),,77,67
283,3,6:30.0,R. Gay enters the game for T. Lyles,,77,67
284,3,6:15.0,,J. Holiday misses 3-pt jump shot from 27 ft,77,67
285,3,6:13.0,Defensive rebound by D. Murray,,77,67
286,3,6:07.0,D. Murray makes 2-pt jump shot from 10 ft,,79,67
287,3,5:54.0,,B. Ingram misses 2-pt jump shot from 5 ft (block by L. Aldridge),79,67
288,3,5:52.0,Defensive rebound by D. DeRozan,,79,67
289,3,5:48.0,D. DeRozan misses 2-pt layup from 4 ft (block by J. Holiday),,79,67
290,3,5:46.0,,Defensive rebound by Team,79,67
291,3,5:34.0,,Personal foul by D. Murray (drawn by J. Hayes),79,67
292,3,5:34.0,,J. Hayes makes free throw 1 of 2,79,68
293,3,5:34.0,,J. Hayes makes free throw 2 of 2,79,69
294,3,5:13.0,D. Murray misses 2-pt jump shot from 7 ft (block by J. Hayes),,79,69
295,3,5:08.0,,Defensive rebound by J. Hayes,79,69
296,3,5:04.0,,B. Ingram makes 2-pt jump shot from 13 ft,79,71
297,3,4:47.0,B. Forbes makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,81,71
298,3,4:34.0,,Offensive foul by J. Hayes (drawn by D. DeRozan),81,71
299,3,4:34.0,,Turnover by J. Hayes (offensive foul),81,71
300,3,4:34.0,P. Mills enters the game for B. Forbes,,81,71
301,3,4:34.0,D. White enters the game for D. Murray,,81,71
302,3,4:34.0,,J. Hart enters the game for J. Holiday,81,71
303,3,4:24.0,Shooting foul by J. Hart (drawn by D. DeRozan),,81,71
304,3,4:24.0,D. DeRozan makes free throw 1 of 2,,82,71
305,3,4:24.0,D. DeRozan makes free throw 2 of 2,,83,71
306,3,4:18.0,,J. Hart misses 3-pt jump shot from 23 ft,83,71
307,3,4:12.0,Defensive rebound by P. Mills,,83,71
308,3,3:59.0,L. Aldridge misses 2-pt layup from 5 ft,,83,71
309,3,3:55.0,,Defensive rebound by B. Ingram,83,71
310,3,3:54.0,,Personal foul by R. Gay (drawn by B. Ingram),83,71
311,3,3:54.0,,B. Ingram makes free throw 1 of 2,83,72
312,3,3:54.0,L. Walker enters the game for D. DeRozan,,83,72
313,3,3:54.0,,J. Holiday enters the game for L. Ball,83,72
314,3,3:54.0,,B. Ingram makes free throw 2 of 2,83,73
315,3,3:38.0,R. Gay misses 2-pt jump shot from 12 ft,,83,73
316,3,3:36.0,Offensive rebound by L. Aldridge,,83,73
317,3,3:32.0,D. White misses 3-pt jump shot from 26 ft,,83,73
318,3,3:30.0,,Defensive rebound by J. Hart,83,73
319,3,3:19.0,,B. Ingram misses 2-pt jump shot from 12 ft,83,73
320,3,3:17.0,Defensive rebound by R. Gay,,83,73
321,3,2:57.0,L. Aldridge misses 2-pt dunk from 1 ft,,83,73
322,3,2:54.0,,Defensive rebound by B. Ingram,83,73
323,3,2:46.0,,J. Hayes makes 2-pt layup from 2 ft (assist by J. Holiday),83,75
324,3,2:27.0,L. Aldridge makes 2-pt hook shot from 3 ft,,85,75
325,3,2:19.0,,B. Ingram misses 3-pt jump shot from 26 ft,85,75
326,3,2:16.0,Defensive rebound by L. Aldridge,,85,75
327,3,1:57.0,Shooting foul by J. Hayes (drawn by L. Aldridge),,85,75
328,3,1:57.0,,New Orleans full timeout,85,75
329,3,1:57.0,M. Belinelli enters the game for R. Gay,,85,75
330,3,1:57.0,,E. Moore enters the game for B. Ingram,85,75
331,3,1:57.0,L. Aldridge makes free throw 1 of 2,,86,75
332,3,1:57.0,L. Aldridge makes free throw 2 of 2,,87,75
333,3,1:36.0,,J. Redick makes 2-pt layup from 4 ft,87,77
334,3,1:16.0,L. Walker makes 3-pt jump shot from 24 ft (assist by D. White),,90,77
335,3,1:05.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by J. Hart),90,80
336,3,0:51.0,L. Walker misses 2-pt jump shot from 20 ft,,90,80
337,3,0:47.0,Offensive rebound by L. Aldridge,,90,80
338,3,0:47.0,L. Aldridge makes 2-pt layup from 3 ft,,92,80
339,3,0:33.0,,J. Hayes misses 2-pt layup from 4 ft,92,80
340,3,0:30.0,Defensive rebound by L. Walker,,92,80
341,3,0:09.0,L. Aldridge makes 2-pt layup from 2 ft (assist by D. White),,94,80
342,3,0:01.0,,J. Hayes makes 2-pt dunk from 2 ft (assist by J. Holiday),94,82
343,3,0:00.0,P. Mills misses 3-pt jump shot from 48 ft,,94,82
344,3,0:00.0,Offensive rebound by Team,,94,82
345,4,11:45.0,,Z. Williamson misses 2-pt jump shot from 6 ft,94,82
346,4,11:43.0,Defensive rebound by J. Poeltl,,94,82
347,4,11:40.0,Offensive foul by P. Mills (drawn by J. Hart),,94,82
348,4,11:40.0,Turnover by P. Mills (offensive foul),,94,82
349,4,11:20.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by E. Moore),94,85
350,4,11:00.0,P. Mills misses 3-pt jump shot from 25 ft,,94,85
351,4,10:52.0,Offensive rebound by D. White,,94,85
352,4,10:48.0,D. DeRozan misses 2-pt jump shot from 8 ft,,94,85
353,4,10:46.0,,Defensive rebound by L. Ball,94,85
354,4,10:42.0,,Turnover by Z. Williamson (lost ball; steal by J. Poeltl),94,85
355,4,10:37.0,Shooting foul by E. Moore (drawn by D. White),,94,85
356,4,10:37.0,D. White misses free throw 1 of 2,,94,85
357,4,10:37.0,Offensive rebound by Team,,94,85
358,4,10:37.0,D. White makes free throw 2 of 2,,95,85
359,4,10:18.0,,F. Jackson misses 3-pt jump shot from 23 ft,95,85
360,4,10:14.0,,Offensive rebound by L. Ball,95,85
361,4,10:13.0,,E. Moore misses 3-pt jump shot from 26 ft,95,85
362,4,10:09.0,,Offensive rebound by F. Jackson,95,85
363,4,10:09.0,,Shooting foul by J. Poeltl (drawn by J. Hart),95,85
364,4,10:09.0,,J. Hart makes free throw 1 of 2,95,86
365,4,10:09.0,,J. Hart makes free throw 2 of 2,95,87
366,4,10:00.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by J. Poeltl),,97,87
367,4,9:47.0,,J. Hart makes 2-pt layup from 3 ft (assist by Z. Williamson),97,89
368,4,9:27.0,P. Mills misses 3-pt jump shot from 24 ft,,97,89
369,4,9:24.0,,Defensive rebound by Z. Williamson,97,89
370,4,9:19.0,,E. Moore makes 2-pt jump shot from 3 ft (assist by Z. Williamson),97,91
371,4,9:19.0,San Antonio full timeout,,97,91
372,4,9:09.0,Shooting foul by J. Hart (drawn by D. DeRozan),,97,91
373,4,9:09.0,D. DeRozan makes free throw 1 of 2,,98,91
374,4,9:09.0,D. DeRozan makes free throw 2 of 2,,99,91
375,4,8:52.0,,Z. Williamson makes 3-pt jump shot from 26 ft (assist by L. Ball),99,94
376,4,8:38.0,D. DeRozan makes 2-pt layup from 1 ft,,101,94
377,4,8:27.0,,Z. Williamson makes 2-pt layup from 3 ft (assist by L. Ball),101,96
378,4,8:02.0,D. White makes 3-pt jump shot from 26 ft,,104,96
379,4,7:53.0,,Z. Williamson makes 3-pt jump shot from 26 ft (assist by L. Ball),104,99
380,4,7:36.0,D. DeRozan misses 2-pt jump shot from 8 ft,,104,99
381,4,7:34.0,,Defensive rebound by Z. Williamson,104,99
382,4,7:26.0,,Z. Williamson misses 2-pt layup from 7 ft (block by J. Poeltl),104,99
383,4,7:22.0,,Offensive rebound by Z. Williamson,104,99
384,4,7:22.0,,Z. Williamson makes 2-pt layup from 3 ft,104,101
