,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHARLOTTE_ACTION,OKLAHOMA CITY_SCORE,CHARLOTTE_SCORE
0,1,11:40.0,Shooting foul by B. Biyombo (drawn by S. Adams),,0,0
1,1,11:40.0,S. Adams misses free throw 1 of 2,,0,0
2,1,11:40.0,Offensive rebound by Team,,0,0
3,1,11:40.0,S. Adams misses free throw 2 of 2,,0,0
4,1,11:37.0,,Defensive rebound by B. Biyombo,0,0
5,1,11:13.0,,T. Rozier misses 3-pt jump shot from 26 ft,0,0
6,1,11:10.0,Defensive rebound by S. Adams,,0,0
7,1,10:58.0,D. Bazley misses 3-pt jump shot from 25 ft,,0,0
8,1,10:56.0,Offensive rebound by T. Ferguson,,0,0
9,1,10:46.0,D. Bazley misses 2-pt layup from 2 ft (block by B. Biyombo),,0,0
10,1,10:43.0,,Defensive rebound by D. Graham,0,0
11,1,10:41.0,,M. Bridges misses 3-pt jump shot from 24 ft,0,0
12,1,10:38.0,Defensive rebound by Team,,0,0
13,1,10:30.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,0,0
14,1,10:28.0,,Defensive rebound by P. Washington,0,0
15,1,10:11.0,,D. Graham misses 3-pt jump shot from 27 ft,0,0
16,1,10:08.0,Defensive rebound by D. Bazley,,0,0
17,1,9:46.0,S. Adams misses 2-pt hook shot from 12 ft,,0,0
18,1,9:43.0,,Defensive rebound by M. Bridges,0,0
19,1,9:30.0,,M. Bridges misses 2-pt layup from 3 ft (block by D. Bazley),0,0
20,1,9:28.0,Defensive rebound by T. Ferguson,,0,0
21,1,9:23.0,T. Ferguson misses 3-pt jump shot from 25 ft,,0,0
22,1,9:20.0,Offensive rebound by S. Adams,,0,0
23,1,9:06.0,Turnover by C. Paul (bad pass; steal by D. Graham),,0,0
24,1,9:01.0,,T. Rozier makes 2-pt layup from 2 ft (assist by D. Graham),0,2
25,1,8:48.0,S. Gilgeous-Alexander misses 2-pt layup from 6 ft,,0,2
26,1,8:46.0,,Defensive rebound by B. Biyombo,0,2
27,1,8:39.0,,M. Bridges makes 2-pt layup from 1 ft (assist by T. Rozier),0,4
28,1,8:23.0,S. Gilgeous-Alexander misses 2-pt jump shot from 16 ft,,0,4
29,1,8:19.0,,Defensive rebound by D. Graham,0,4
30,1,8:16.0,,D. Graham misses 3-pt jump shot from 29 ft,0,4
31,1,8:13.0,,Offensive rebound by B. Biyombo,0,4
32,1,8:06.0,,T. Rozier makes 2-pt jump shot from 11 ft,0,6
33,1,7:55.0,C. Paul misses 2-pt jump shot from 16 ft,,0,6
34,1,7:52.0,,Defensive rebound by D. Graham,0,6
35,1,7:41.0,,T. Rozier misses 3-pt jump shot from 23 ft,0,6
36,1,7:38.0,Defensive rebound by D. Bazley,,0,6
37,1,7:32.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by C. Paul),,2,6
38,1,7:16.0,,P. Washington makes 2-pt layup from 4 ft (assist by D. Graham),2,8
39,1,6:56.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,4,8
40,1,6:47.0,,Personal foul by C. Paul (drawn by M. Bridges),4,8
41,1,6:47.0,,Charlotte full timeout,4,8
42,1,6:47.0,N. Noel enters the game for S. Adams,,4,8
43,1,6:47.0,,C. Martin enters the game for M. Bridges,4,8
44,1,6:35.0,,Personal foul by T. Ferguson (drawn by P. Washington),4,8
45,1,6:22.0,,P. Washington makes 2-pt layup from 2 ft (assist by B. Biyombo),4,10
46,1,6:09.0,Offensive foul by N. Noel (drawn by C. Martin),,4,10
47,1,6:09.0,Turnover by N. Noel (offensive foul),,4,10
48,1,6:09.0,L. Dort enters the game for T. Ferguson,,4,10
49,1,6:09.0,D. Schröder enters the game for C. Paul,,4,10
50,1,6:09.0,,M. Williams enters the game for P. Washington,4,10
51,1,5:50.0,,D. Graham misses 3-pt jump shot from 26 ft,4,10
52,1,5:47.0,Defensive rebound by D. Bazley,,4,10
53,1,5:37.0,Shooting foul by C. Martin (drawn by S. Gilgeous-Alexander),,4,10
54,1,5:37.0,S. Gilgeous-Alexander misses free throw 1 of 2,,4,10
55,1,5:37.0,Offensive rebound by Team,,4,10
56,1,5:37.0,,M. Monk enters the game for D. Graham,4,10
57,1,5:37.0,S. Gilgeous-Alexander makes free throw 2 of 2,,5,10
58,1,5:17.0,,T. Rozier misses 2-pt jump shot from 7 ft,5,10
59,1,5:14.0,,Offensive rebound by T. Rozier,5,10
60,1,5:12.0,,T. Rozier misses 3-pt jump shot from 25 ft,5,10
61,1,5:12.0,Defensive rebound by N. Noel,,5,10
62,1,5:01.0,L. Dort makes 3-pt jump shot from 26 ft (assist by D. Bazley),,8,10
63,1,4:47.0,,Turnover by C. Martin (bad pass; steal by N. Noel),8,10
64,1,4:42.0,Personal foul by C. Martin (drawn by S. Gilgeous-Alexander),,8,10
65,1,4:42.0,,C. Zeller enters the game for B. Biyombo,8,10
