,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
381,3,0:01.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,74,81
382,3,0:01.0,,Violation by Team (def goaltending),74,81
383,3,0:01.0,,Instant Replay (Request: Ruling Stands),74,81
384,3,0:00.0,,J. Green misses 3-pt jump shot from 84 ft,74,81
385,3,0:00.0,,Offensive rebound by Team,74,81
386,3,0:00.0,,Instant Replay (Request: Ruling Stands),74,81
387,4,11:47.0,K. Middleton misses 2-pt jump shot from 9 ft,,74,81
388,4,11:45.0,,Defensive rebound by R. O'Neale,74,81
389,4,11:26.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by M. Conley),74,83
390,4,11:13.0,Offensive foul by R. Lopez (drawn by M. Conley),,74,83
391,4,11:13.0,Turnover by R. Lopez (offensive foul),,74,83
392,4,11:01.0,,D. Mitchell misses 2-pt layup from 5 ft,74,83
393,4,10:59.0,,Offensive rebound by J. Green,74,83
394,4,10:56.0,,M. Conley misses 2-pt jump shot from 8 ft,74,83
395,4,10:54.0,Defensive rebound by K. Middleton,,74,83
396,4,10:47.0,Shooting foul by R. Gobert (drawn by R. Lopez),,74,83
397,4,10:47.0,R. Lopez makes free throw 1 of 2,,75,83
398,4,10:47.0,,T. Bradley enters the game for R. Gobert,75,83
399,4,10:47.0,R. Lopez misses free throw 2 of 2,,75,83
400,4,10:44.0,Offensive rebound by S. Brown,,75,83
401,4,10:42.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,75,83
402,4,10:38.0,,Defensive rebound by D. Mitchell,75,83
403,4,10:32.0,,Turnover by D. Mitchell (out of bounds lost ball),75,83
404,4,10:32.0,,G. Niang enters the game for J. Green,75,83
405,4,10:21.0,K. Middleton misses 2-pt jump shot from 18 ft,,75,83
406,4,10:18.0,,Defensive rebound by M. Conley,75,83
407,4,10:15.0,,G. Niang misses 3-pt jump shot from 26 ft,75,83
408,4,10:12.0,Defensive rebound by Team,,75,83
409,4,9:57.0,K. Middleton makes 2-pt jump shot from 9 ft,,77,83
410,4,9:42.0,,D. Mitchell misses 2-pt jump shot from 13 ft,77,83
411,4,9:40.0,Defensive rebound by D. DiVincenzo,,77,83
412,4,9:30.0,R. Lopez misses 2-pt jump shot from 12 ft,,77,83
413,4,9:28.0,Offensive rebound by S. Brown,,77,83
414,4,9:26.0,S. Brown makes 2-pt layup from 2 ft,,79,83
415,4,9:14.0,,Turnover by M. Conley (bad pass; steal by D. DiVincenzo),79,83
416,4,9:10.0,D. DiVincenzo misses 2-pt layup from 5 ft,,79,83
417,4,9:09.0,Offensive rebound by S. Brown,,79,83
418,4,9:09.0,Shooting foul by G. Niang (drawn by S. Brown),,79,83
419,4,9:09.0,S. Brown makes free throw 1 of 2,,80,83
420,4,9:09.0,,B. Bogdanović enters the game for D. Mitchell,80,83
421,4,9:09.0,,J. Ingles enters the game for G. Niang,80,83
422,4,9:09.0,S. Brown misses free throw 2 of 2,,80,83
423,4,9:06.0,Offensive rebound by K. Middleton,,80,83
424,4,9:04.0,K. Middleton makes 2-pt jump shot from 6 ft,,82,83
425,4,8:49.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,82,83
426,4,8:46.0,,Offensive rebound by T. Bradley,82,83
427,4,8:46.0,,Shooting foul by S. Brown (drawn by T. Bradley),82,83
428,4,8:46.0,,T. Bradley misses free throw 1 of 2,82,83
429,4,8:46.0,,Offensive rebound by Team,82,83
430,4,8:46.0,,T. Bradley misses free throw 2 of 2,82,83
431,4,8:44.0,Defensive rebound by S. Brown,,82,83
432,4,8:28.0,Turnover by K. Middleton (traveling),,82,83
433,4,8:28.0,,R. Gobert enters the game for T. Bradley,82,83
434,4,8:15.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,82,85
435,4,8:15.0,,Shooting foul by D. DiVincenzo (drawn by B. Bogdanović),82,85
436,4,8:15.0,G. Antetokounmpo enters the game for R. Lopez,,82,85
437,4,8:15.0,E. Bledsoe enters the game for K. Middleton,,82,85
438,4,8:15.0,,D. Mitchell enters the game for M. Conley,82,85
439,4,8:15.0,,B. Bogdanović makes free throw 1 of 1,82,86
440,4,8:05.0,Personal foul by B. Bogdanović (drawn by G. Antetokounmpo),,82,86
441,4,7:55.0,G. Antetokounmpo misses 2-pt layup from 6 ft,,82,86
442,4,7:54.0,,Defensive rebound by R. Gobert,82,86
443,4,7:54.0,,Personal foul by G. Antetokounmpo (drawn by R. Gobert),82,86
444,4,7:39.0,,D. Mitchell misses 2-pt layup from 4 ft,82,86
445,4,7:37.0,Defensive rebound by E. Bledsoe,,82,86
446,4,7:30.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,82,86
447,4,7:27.0,Offensive rebound by D. DiVincenzo,,82,86
448,4,7:18.0,G. Antetokounmpo makes 2-pt jump shot from 11 ft,,84,86
449,4,6:49.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,84,86
450,4,6:46.0,Defensive rebound by S. Brown,,84,86
451,4,6:38.0,S. Brown misses 2-pt jump shot from 3 ft,,84,86
452,4,6:36.0,,Defensive rebound by R. Gobert,84,86
453,4,6:29.0,,R. O'Neale makes 2-pt dunk from 2 ft (assist by J. Ingles),84,88
454,4,6:13.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft,,87,88
455,4,5:59.0,,Utah full timeout,87,88
456,4,5:59.0,K. Middleton enters the game for D. DiVincenzo,,87,88
457,4,5:59.0,,M. Conley enters the game for J. Ingles,87,88
458,4,5:55.0,,M. Conley misses 2-pt jump shot from 10 ft (block by G. Antetokounmpo),87,88
459,4,5:53.0,Defensive rebound by S. Brown,,87,88
460,4,5:50.0,S. Brown misses 2-pt layup from 2 ft,,87,88
461,4,5:48.0,Offensive rebound by G. Antetokounmpo,,87,88
462,4,5:47.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,89,88
463,4,5:28.0,,D. Mitchell makes 2-pt jump shot from 13 ft,89,90
464,4,5:28.0,,Shooting foul by G. Hill (drawn by D. Mitchell),89,90
465,4,5:28.0,D. DiVincenzo enters the game for G. Hill,,89,90
466,4,5:28.0,,D. Mitchell makes free throw 1 of 1,89,91
467,4,5:16.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,89,91
468,4,5:14.0,Offensive rebound by G. Antetokounmpo,,89,91
469,4,5:13.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,89,91
470,4,5:11.0,,Defensive rebound by R. O'Neale,89,91
471,4,4:56.0,,Personal foul by K. Middleton (drawn by M. Conley),89,91
472,4,4:56.0,,M. Conley misses free throw 1 of 2,89,91
473,4,4:56.0,,Offensive rebound by Team,89,91
474,4,4:56.0,,M. Conley makes free throw 2 of 2,89,92
475,4,4:46.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by S. Brown),,92,92
476,4,4:31.0,,D. Mitchell misses 2-pt layup from 5 ft,92,92
477,4,4:29.0,Defensive rebound by G. Antetokounmpo,,92,92
478,4,4:12.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,92,92
479,4,4:09.0,,Defensive rebound by R. Gobert,92,92
480,4,3:50.0,,Personal foul by G. Antetokounmpo (drawn by B. Bogdanović),92,92
481,4,3:50.0,,B. Bogdanović makes free throw 1 of 2,92,93
482,4,3:50.0,Milwaukee full timeout,,92,93
483,4,3:50.0,G. Hill enters the game for D. DiVincenzo,,92,93
484,4,3:50.0,,B. Bogdanović makes free throw 2 of 2,92,94
485,4,3:37.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,92,94
486,4,3:35.0,Offensive rebound by G. Hill,,92,94
487,4,3:26.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,92,94
488,4,3:23.0,,Defensive rebound by R. Gobert,92,94
489,4,3:23.0,,Personal foul by G. Antetokounmpo (drawn by R. Gobert),92,94
490,4,3:23.0,,R. Gobert misses free throw 1 of 2,92,94
491,4,3:23.0,,Offensive rebound by Team,92,94
492,4,3:23.0,Milwaukee full timeout,,92,94
493,4,3:23.0,,R. Gobert makes free throw 2 of 2,92,95
494,4,3:14.0,Personal foul by R. O'Neale (drawn by G. Hill),,92,95
495,4,3:06.0,K. Middleton misses 2-pt layup from 4 ft,,92,95
496,4,3:04.0,,Defensive rebound by R. Gobert,92,95
497,4,2:48.0,,B. Bogdanović misses 2-pt layup from 4 ft (block by S. Brown),92,95
498,4,2:44.0,Defensive rebound by K. Middleton,,92,95
499,4,2:43.0,Offensive foul by G. Antetokounmpo (drawn by M. Conley),,92,95
500,4,2:43.0,Turnover by G. Antetokounmpo (offensive foul),,92,95
501,4,2:32.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),92,98
502,4,2:11.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,92,98
503,4,2:07.0,,Defensive rebound by B. Bogdanović,92,98
504,4,1:47.0,,M. Conley misses 3-pt jump shot from 23 ft,92,98
505,4,1:44.0,,Offensive rebound by R. Gobert,92,98
506,4,1:31.0,,D. Mitchell makes 2-pt jump shot from 21 ft,92,100
507,4,1:23.0,K. Middleton misses 3-pt jump shot from 25 ft,,92,100
508,4,1:19.0,,Defensive rebound by M. Conley,92,100
509,4,1:16.0,,Turnover by R. Gobert (bad pass; steal by G. Antetokounmpo),92,100
510,4,1:13.0,E. Bledsoe makes 2-pt layup from 3 ft,,94,100
511,4,0:53.0,,Shooting foul by G. Antetokounmpo (drawn by R. Gobert),94,100
512,4,0:53.0,Milwaukee full timeout,,94,100
513,4,0:53.0,Instant Replay (Challenge: Ruling Stands),,94,100
514,4,0:53.0,K. Korver enters the game for G. Antetokounmpo,,94,100
515,4,0:53.0,,R. Gobert misses free throw 1 of 2,94,100
516,4,0:53.0,,Offensive rebound by Team,94,100
517,4,0:53.0,,R. Gobert misses free throw 2 of 2,94,100
518,4,0:52.0,Defensive rebound by E. Bledsoe,,94,100
519,4,0:48.0,E. Bledsoe makes 2-pt layup from 3 ft,,96,100
520,4,0:33.0,,Turnover by D. Mitchell (lost ball; steal by G. Hill),96,100
521,4,0:29.0,S. Brown makes 2-pt layup from 3 ft,,98,100
522,4,0:10.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,98,100
523,4,0:08.0,Defensive rebound by Team,,98,100
524,4,0:08.0,,Loose ball foul by R. Gobert (drawn by K. Middleton),98,100
525,4,0:08.0,K. Middleton makes free throw 1 of 2,,99,100
526,4,0:08.0,D. DiVincenzo enters the game for K. Korver,,99,100
527,4,0:08.0,K. Middleton makes free throw 2 of 2,,100,100
528,4,0:08.0,,Utah full timeout,100,100
529,4,0:08.0,B. Lopez enters the game for D. DiVincenzo,,100,100
530,4,0:08.0,,J. Ingles enters the game for R. O'Neale,100,100
531,4,0:02.0,,Turnover by D. Mitchell (lost ball; steal by G. Hill),100,100
532,4,0:02.0,Milwaukee full timeout,,100,100
533,4,0:02.0,K. Korver enters the game for E. Bledsoe,,100,100
534,4,0:02.0,,R. O'Neale enters the game for J. Ingles,100,100
535,4,0:01.0,Turnover by K. Middleton (traveling),,100,100
536,4,0:01.0,Instant Replay (Request: Ruling Stands),,100,100
537,4,0:01.0,,Utah full timeout,100,100
538,4,0:01.0,E. Bledsoe enters the game for S. Brown,,100,100
539,4,0:01.0,R. Lopez enters the game for K. Korver,,100,100
540,4,0:01.0,,J. Ingles enters the game for R. O'Neale,100,100
541,4,0:00.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),100,103
542,4,0:00.0,,Instant Replay (Request: Ruling Stands),100,103
