,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
375,4,6:43.0,,K. Lowry makes free throw 2 of 3,90,89
376,4,6:43.0,S. Adams enters the game for L. Dort,,90,89
377,4,6:43.0,C. Paul enters the game for N. Noel,,90,89
378,4,6:43.0,,K. Lowry makes free throw 3 of 3,90,90
379,4,6:19.0,C. Paul misses 2-pt jump shot from 9 ft,,90,90
380,4,6:16.0,,Defensive rebound by K. Lowry,90,90
381,4,5:58.0,,Turnover by K. Lowry (bad pass; steal by S. Adams),90,90
382,4,5:49.0,T. Ferguson misses 3-pt jump shot from 23 ft,,90,90
383,4,5:47.0,,Defensive rebound by F. VanVleet,90,90
384,4,5:29.0,,S. Ibaka misses 2-pt jump shot from 14 ft,90,90
385,4,5:27.0,Defensive rebound by S. Gilgeous-Alexander,,90,90
386,4,5:12.0,S. Adams misses 2-pt hook shot from 10 ft,,90,90
387,4,5:08.0,,Defensive rebound by S. Ibaka,90,90
388,4,5:00.0,,F. VanVleet misses 2-pt layup from 3 ft,90,90
389,4,4:58.0,Defensive rebound by C. Paul,,90,90
390,4,4:52.0,C. Paul makes 2-pt layup from 1 ft,,92,90
391,4,4:45.0,,Toronto full timeout,92,90
392,4,4:45.0,A. Nader enters the game for D. Bazley,,92,90
393,4,4:25.0,,P. McCaw makes 3-pt jump shot from 23 ft (assist by F. VanVleet),92,93
394,4,4:08.0,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,,94,93
395,4,3:41.0,,F. VanVleet misses 3-pt jump shot from 26 ft,94,93
396,4,3:38.0,,Offensive rebound by S. Ibaka,94,93
397,4,3:35.0,,S. Ibaka makes 2-pt hook shot from 7 ft,94,95
398,4,3:06.0,Turnover by C. Paul (bad pass),,94,95
399,4,2:42.0,,Turnover by Team (shot clock),94,95
400,4,2:24.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by K. Lowry),,94,95
401,4,2:19.0,,T. Davis misses 3-pt jump shot from 26 ft,94,95
402,4,2:16.0,Defensive rebound by S. Adams,,94,95
403,4,1:57.0,Turnover by C. Paul (bad pass; steal by T. Davis),,94,95
404,4,1:40.0,,Turnover by K. Lowry (bad pass; steal by S. Adams),94,95
405,4,1:34.0,Turnover by A. Nader (lost ball; steal by P. McCaw),,94,95
406,4,1:18.0,,Offensive foul by S. Ibaka (drawn by T. Ferguson),94,95
407,4,1:18.0,,Turnover by S. Ibaka (offensive foul),94,95
408,4,1:01.0,C. Paul makes 2-pt jump shot from 17 ft,,96,95
409,4,1:01.0,,Toronto full timeout,96,95
410,4,1:01.0,L. Dort enters the game for A. Nader,,96,95
411,4,0:54.0,,Personal foul by T. Ferguson (drawn by F. VanVleet),96,95
412,4,0:54.0,,F. VanVleet makes free throw 1 of 2,96,96
413,4,0:54.0,,F. VanVleet makes free throw 2 of 2,96,97
414,4,0:36.0,S. Gilgeous-Alexander makes 2-pt jump shot from 5 ft (assist by C. Paul),,98,97
415,4,0:16.0,,F. VanVleet misses 3-pt jump shot from 27 ft,98,97
416,4,0:13.0,Defensive rebound by S. Gilgeous-Alexander,,98,97
417,4,0:03.0,Personal take foul by F. VanVleet (drawn by C. Paul),,98,97
418,4,0:03.0,Oklahoma City full timeout,,98,97
419,4,0:03.0,A. Nader enters the game for L. Dort,,98,97
420,4,0:03.0,,O. Brissett enters the game for K. Lowry,98,97
421,4,0:03.0,Oklahoma City full timeout,,98,97
