,QUARTER,TIME_REMAINING,HOUSTON_ACTION,SAN ANTONIO_ACTION,HOUSTON_SCORE,SAN ANTONIO_SCORE
0,1,11:42.0,,R. Gay misses 2-pt jump shot from 14 ft,0,0
1,1,11:38.0,Defensive rebound by C. Capela,,0,0
2,1,11:23.0,C. Capela makes 2-pt layup from 1 ft (assist by R. Westbrook),,2,0
3,1,11:04.0,,B. Forbes makes 2-pt jump shot from 17 ft (assist by J. Poeltl),2,2
4,1,10:51.0,C. Capela makes 2-pt dunk from 2 ft (assist by R. Westbrook),,4,2
5,1,10:47.0,,San Antonio full timeout,4,2
6,1,10:33.0,,D. DeRozan misses 2-pt jump shot from 14 ft,4,2
7,1,10:32.0,,Offensive rebound by D. DeRozan,4,2
8,1,10:24.0,,Turnover by R. Gay (lost ball; steal by R. Westbrook),4,2
9,1,10:20.0,R. Westbrook misses 2-pt layup from 2 ft,,4,2
10,1,10:17.0,,Defensive rebound by R. Gay,4,2
11,1,10:11.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. DeRozan),4,5
12,1,9:49.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by J. Harden),,7,5
13,1,9:33.0,,D. DeRozan makes 2-pt jump shot from 13 ft,7,7
14,1,9:19.0,Shooting foul by J. Poeltl (drawn by C. Capela),,7,7
15,1,9:19.0,C. Capela makes free throw 1 of 2,,8,7
16,1,9:19.0,C. Capela misses free throw 2 of 2,,8,7
17,1,9:17.0,,Defensive rebound by J. Poeltl,8,7
18,1,8:59.0,,Offensive foul by D. DeRozan (drawn by P. Tucker),8,7
19,1,8:59.0,,Turnover by D. DeRozan (offensive foul),8,7
20,1,8:42.0,J. Harden makes 2-pt layup from 2 ft,,10,7
21,1,8:26.0,,D. White misses 3-pt jump shot from 26 ft,10,7
22,1,8:20.0,,Offensive rebound by J. Poeltl,10,7
23,1,8:20.0,,J. Poeltl misses 2-pt layup from 1 ft (block by C. Capela),10,7
24,1,8:17.0,,Offensive rebound by J. Poeltl,10,7
25,1,8:13.0,,D. DeRozan makes 2-pt layup from 3 ft,10,9
26,1,8:04.0,B. McLemore misses 3-pt jump shot from 25 ft,,10,9
27,1,8:04.0,,Defensive rebound by J. Poeltl,10,9
28,1,7:55.0,,D. White misses 3-pt jump shot from 25 ft,10,9
29,1,7:52.0,Defensive rebound by C. Capela,,10,9
30,1,7:44.0,R. Westbrook misses 2-pt jump shot from 9 ft (block by R. Gay),,10,9
31,1,7:40.0,,Defensive rebound by B. Forbes,10,9
32,1,7:32.0,,D. DeRozan misses 2-pt jump shot from 12 ft,10,9
33,1,7:30.0,Defensive rebound by J. Harden,,10,9
34,1,7:23.0,J. Harden makes 2-pt jump shot from 7 ft,,12,9
35,1,7:08.0,,J. Poeltl misses 2-pt jump shot from 10 ft,12,9
36,1,7:06.0,Defensive rebound by C. Capela,,12,9
37,1,6:55.0,C. Capela makes 2-pt hook shot from 4 ft (assist by J. Harden),,14,9
38,1,6:39.0,,D. DeRozan misses 2-pt jump shot from 16 ft,14,9
39,1,6:37.0,Defensive rebound by C. Capela,,14,9
40,1,6:33.0,R. Westbrook makes 2-pt jump shot from 3 ft,,16,9
41,1,6:19.0,,Shooting foul by R. Westbrook (drawn by R. Gay),16,9
42,1,6:19.0,,R. Gay makes free throw 1 of 2,16,10
43,1,6:19.0,A. Rivers enters the game for R. Westbrook,,16,10
44,1,6:19.0,,D. Murray enters the game for D. White,16,10
45,1,6:19.0,,R. Gay makes free throw 2 of 2,16,11
46,1,6:09.0,Shooting foul by D. Murray (drawn by J. Harden),,16,11
47,1,6:09.0,J. Harden makes free throw 1 of 2,,17,11
48,1,6:09.0,T. Sefolosha enters the game for P. Tucker,,17,11
49,1,6:09.0,,T. Lyles enters the game for R. Gay,17,11
50,1,6:09.0,J. Harden makes free throw 2 of 2,,18,11
51,1,5:58.0,,D. DeRozan misses 2-pt jump shot from 10 ft,18,11
52,1,5:56.0,Defensive rebound by T. Sefolosha,,18,11
53,1,5:49.0,J. Harden misses 3-pt jump shot from 29 ft,,18,11
54,1,5:46.0,,Defensive rebound by T. Lyles,18,11
55,1,5:40.0,,D. DeRozan makes 2-pt layup from 3 ft,18,13
56,1,5:27.0,J. Harden misses 2-pt layup from 1 ft,,18,13
57,1,5:26.0,,Defensive rebound by Team,18,13
58,1,5:14.0,,Personal foul by B. McLemore (drawn by D. DeRozan),18,13
59,1,5:14.0,,P. Mills enters the game for B. Forbes,18,13
60,1,5:07.0,,D. Murray misses 2-pt jump shot from 13 ft,18,13
