,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
87,1,0:58.0,,Turnover by K. Olynyk (bad pass; steal by J. Holiday),20,27
88,1,0:53.0,J. Hayes makes 2-pt dunk from 1 ft (assist by N. Alexander-Walker),,22,27
89,1,0:34.0,,J. Butler misses 2-pt layup from 1 ft,22,27
90,1,0:33.0,,Offensive rebound by C. Silva,22,27
91,1,0:33.0,,Shooting foul by N. Melli (drawn by C. Silva),22,27
92,1,0:33.0,,C. Silva makes free throw 1 of 2,22,28
93,1,0:33.0,,D. Robinson enters the game for J. Butler,22,28
94,1,0:33.0,,C. Silva makes free throw 2 of 2,22,29
95,1,0:22.0,Turnover by J. Holiday (bad pass; steal by D. Robinson),,22,29
96,1,0:19.0,,Turnover by D. Robinson (bad pass; steal by K. Williams),22,29
97,1,0:00.0,J. Holiday misses 2-pt jump shot from 5 ft,,22,29
98,1,0:00.0,Offensive rebound by Team,,22,29
99,2,11:46.0,N. Melli misses 3-pt jump shot from 26 ft,,22,29
100,2,11:44.0,,Defensive rebound by T. Herro,22,29
101,2,11:38.0,,Personal foul by J. Hayes (drawn by T. Herro),22,29
102,2,11:29.0,,T. Herro misses 3-pt jump shot from 26 ft,22,29
103,2,11:26.0,Defensive rebound by E. Moore,,22,29
104,2,11:13.0,N. Alexander-Walker misses 3-pt jump shot from 25 ft,,22,29
105,2,11:10.0,,Defensive rebound by B. Adebayo,22,29
106,2,11:00.0,,Turnover by T. Herro (bad pass; steal by N. Melli),22,29
107,2,10:55.0,Turnover by N. Alexander-Walker (traveling),,22,29
108,2,10:39.0,,D. Macon misses 2-pt jump shot from 20 ft,22,29
109,2,10:37.0,Defensive rebound by N. Alexander-Walker,,22,29
110,2,10:25.0,Turnover by J. Gray (bad pass; steal by B. Adebayo),,22,29
111,2,10:17.0,,D. Macon misses 3-pt jump shot from 25 ft,22,29
112,2,10:14.0,,Offensive rebound by T. Herro,22,29
113,2,10:13.0,,T. Herro misses 2-pt layup from 1 ft,22,29
114,2,10:10.0,Defensive rebound by N. Melli,,22,29
115,2,10:05.0,E. Moore misses 2-pt layup at rim (block by B. Adebayo),,22,29
116,2,10:05.0,Offensive rebound by Team,,22,29
117,2,9:57.0,N. Alexander-Walker misses 2-pt jump shot from 16 ft,,22,29
118,2,9:55.0,,Defensive rebound by B. Adebayo,22,29
119,2,9:45.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Macon),22,31
120,2,9:30.0,N. Alexander-Walker makes 3-pt jump shot from 23 ft (assist by N. Melli),,25,31
121,2,9:12.0,,Turnover by D. Macon (out of bounds lost ball),25,31
122,2,9:01.0,Turnover by E. Moore (bad pass; steal by K. Olynyk),,25,31
123,2,8:53.0,,D. Robinson misses 3-pt jump shot from 26 ft,25,31
124,2,8:49.0,Defensive rebound by N. Alexander-Walker,,25,31
125,2,8:39.0,N. Alexander-Walker makes 3-pt jump shot from 25 ft (assist by N. Melli),,28,31
126,2,8:39.0,,Miami full timeout,28,31
127,2,8:39.0,Z. Cheatham enters the game for J. Hayes,,28,31
128,2,8:39.0,,K. Nunn enters the game for D. Macon,28,31
129,2,8:25.0,,Personal foul by E. Moore (drawn by T. Herro),28,31
130,2,8:15.0,,T. Herro misses 2-pt layup from 3 ft,28,31
131,2,8:13.0,,Offensive rebound by K. Olynyk,28,31
132,2,8:05.0,,T. Herro misses 2-pt jump shot from 16 ft,28,31
133,2,8:03.0,Defensive rebound by Z. Cheatham,,28,31
134,2,7:56.0,J. Gray makes 2-pt layup from 1 ft,,30,31
135,2,7:40.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by D. Robinson),30,34
136,2,7:16.0,N. Alexander-Walker misses 2-pt jump shot from 16 ft (block by B. Adebayo),,30,34
137,2,7:13.0,,Defensive rebound by B. Adebayo,30,34
138,2,7:06.0,,Personal foul by E. Moore (drawn by B. Adebayo),30,34
139,2,7:06.0,J. Holiday enters the game for N. Alexander-Walker,,30,34
140,2,7:06.0,K. Williams enters the game for N. Melli,,30,34
141,2,7:06.0,,J. Butler enters the game for D. Robinson,30,34
142,2,6:56.0,,K. Olynyk makes 2-pt layup from 2 ft,30,36
143,2,6:46.0,Turnover by J. Holiday (bad pass),,30,36
144,2,6:29.0,,K. Nunn misses 3-pt jump shot from 23 ft,30,36
145,2,6:27.0,,Offensive rebound by B. Adebayo,30,36
146,2,6:21.0,,T. Herro makes 2-pt layup from 2 ft,30,38
147,2,6:03.0,E. Moore misses 2-pt hook shot from 8 ft,,30,38
148,2,6:00.0,,Defensive rebound by K. Olynyk,30,38
149,2,5:56.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),30,40
150,2,5:49.0,New Orleans full timeout,,30,40
151,2,5:49.0,,C. Silva enters the game for B. Adebayo,30,40
152,2,5:31.0,Z. Cheatham makes 2-pt jump shot from 3 ft (assist by J. Holiday),,32,40
153,2,5:13.0,,T. Herro makes 2-pt jump shot from 18 ft (assist by J. Butler),32,42
154,2,4:59.0,J. Holiday makes 2-pt layup from 2 ft,,34,42
155,2,4:37.0,,J. Butler misses 3-pt jump shot from 23 ft,34,42
156,2,4:34.0,Defensive rebound by Z. Cheatham,,34,42
157,2,4:30.0,K. Williams misses 3-pt jump shot from 26 ft,,34,42
158,2,4:27.0,Offensive rebound by J. Gray,,34,42
159,2,4:12.0,Z. Cheatham misses 2-pt jump shot from 12 ft,,34,42
160,2,4:10.0,,Defensive rebound by C. Silva,34,42
161,2,4:06.0,,K. Olynyk misses 3-pt jump shot from 26 ft,34,42
162,2,4:03.0,Defensive rebound by Z. Cheatham,,34,42
163,2,3:45.0,J. Gray misses 2-pt layup from 2 ft,,34,42
164,2,3:43.0,,Defensive rebound by C. Silva,34,42
165,2,3:31.0,,K. Nunn misses 2-pt jump shot from 9 ft,34,42
166,2,3:28.0,Defensive rebound by J. Holiday,,34,42
167,2,3:24.0,Turnover by J. Gray (bad pass; steal by J. Butler),,34,42
168,2,3:20.0,,J. Butler makes 2-pt dunk from 1 ft,34,44
169,2,3:12.0,Offensive foul by Z. Cheatham (drawn by J. Butler),,34,44
170,2,3:12.0,Turnover by Z. Cheatham (offensive foul),,34,44
171,2,3:12.0,N. Alexander-Walker enters the game for Z. Cheatham,,34,44
172,2,3:12.0,J. Hayes enters the game for J. Gray,,34,44
173,2,3:12.0,,B. Adebayo enters the game for C. Silva,34,44
174,2,2:57.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Butler),34,46
175,2,2:47.0,N. Alexander-Walker makes 2-pt jump shot from 12 ft,,36,46
176,2,2:32.0,,K. Nunn misses 2-pt layup from 1 ft,36,46
177,2,2:29.0,Defensive rebound by K. Williams,,36,46
178,2,2:25.0,J. Hayes makes 2-pt dunk from 1 ft (assist by K. Williams),,38,46
179,2,2:01.0,,Turnover by J. Butler (bad pass; steal by J. Holiday),38,46
180,2,1:53.0,N. Alexander-Walker makes 2-pt layup from 1 ft (assist by J. Holiday),,40,46
181,2,1:42.0,,T. Herro misses 2-pt jump shot from 17 ft,40,46
182,2,1:42.0,Defensive rebound by J. Holiday,,40,46
183,2,1:34.0,J. Holiday makes 3-pt jump shot from 26 ft,,43,46
184,2,1:18.0,,Shooting foul by J. Holiday (drawn by J. Butler),43,46
185,2,1:18.0,,J. Butler makes free throw 1 of 2,43,47
186,2,1:18.0,,D. Robinson enters the game for K. Olynyk,43,47
187,2,1:18.0,,J. Butler makes free throw 2 of 2,43,48
188,2,1:08.0,E. Moore makes 2-pt layup from 1 ft (assist by N. Alexander-Walker),,45,48
189,2,0:55.0,,K. Nunn makes 2-pt layup from 1 ft,45,50
190,2,0:48.0,N. Alexander-Walker makes 2-pt layup from 1 ft,,47,50
191,2,0:34.0,,Personal foul by J. Holiday (drawn by B. Adebayo),47,50
192,2,0:34.0,,B. Adebayo makes free throw 1 of 2,47,51
193,2,0:34.0,,B. Adebayo makes free throw 2 of 2,47,52
194,2,0:12.0,N. Alexander-Walker misses 3-pt jump shot from 27 ft,,47,52
195,2,0:08.0,Offensive rebound by E. Moore,,47,52
196,2,0:08.0,E. Moore makes 2-pt layup from 2 ft,,49,52
197,2,0:00.0,,B. Adebayo makes 2-pt jump shot from 12 ft (assist by J. Butler),49,54
198,2,0:00.0,,Instant Replay (Request: Ruling Stands),49,54
199,3,11:42.0,J. Holiday misses 2-pt jump shot from 15 ft,,49,54
200,3,11:39.0,,Defensive rebound by J. Butler,49,54
201,3,11:24.0,,B. Adebayo misses 2-pt jump shot from 12 ft,49,54
202,3,11:22.0,Defensive rebound by J. Hayes,,49,54
203,3,11:01.0,J. Holiday makes 3-pt jump shot from 27 ft,,52,54
204,3,10:35.0,,K. Nunn misses 2-pt jump shot from 7 ft,52,54
205,3,10:32.0,Defensive rebound by N. Melli,,52,54
206,3,10:23.0,E. Moore misses 2-pt jump shot from 10 ft,,52,54
207,3,10:17.0,,Defensive rebound by B. Adebayo,52,54
208,3,10:17.0,,Turnover by B. Adebayo (bad pass),52,54
209,3,10:08.0,Personal foul by M. Leonard (drawn by J. Holiday),,52,54
210,3,9:58.0,Turnover by J. Holiday (lost ball; steal by B. Adebayo),,52,54
211,3,9:56.0,,Turnover by B. Adebayo (bad pass),52,54
212,3,9:43.0,Turnover by J. Holiday (bad pass; steal by J. Butler),,52,54
213,3,9:40.0,,D. Robinson makes 2-pt layup from 1 ft,52,56
214,3,9:21.0,K. Williams misses 2-pt jump shot from 8 ft,,52,56
215,3,9:18.0,Offensive rebound by K. Williams,,52,56
216,3,9:15.0,K. Williams makes 2-pt jump shot from 2 ft,,54,56
217,3,9:03.0,,K. Nunn makes 2-pt dunk at rim,54,58
218,3,8:40.0,Turnover by J. Hayes (bad pass; steal by D. Robinson),,54,58
219,3,8:25.0,,B. Adebayo misses 2-pt layup from 1 ft (block by J. Hayes),54,58
220,3,8:23.0,,Offensive rebound by Team,54,58
221,3,8:23.0,,Turnover by J. Butler (step out of bounds),54,58
222,3,8:07.0,N. Melli misses 2-pt jump shot from 18 ft,,54,58
223,3,8:05.0,,Defensive rebound by B. Adebayo,54,58
224,3,7:57.0,,Turnover by J. Butler (bad pass; steal by J. Hayes),54,58
225,3,7:51.0,N. Melli makes 3-pt jump shot from 25 ft (assist by E. Moore),,57,58
226,3,7:25.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),57,61
227,3,7:10.0,K. Williams misses 3-pt jump shot from 22 ft,,57,61
228,3,7:07.0,,Defensive rebound by J. Butler,57,61
229,3,7:02.0,,Turnover by J. Butler (bad pass; steal by E. Moore),57,61
230,3,6:57.0,E. Moore misses 2-pt jump shot from 11 ft,,57,61
231,3,6:50.0,Offensive rebound by J. Hayes,,57,61
232,3,6:50.0,J. Hayes makes 2-pt layup at rim,,59,61
233,3,6:33.0,,Personal foul by K. Williams (drawn by B. Adebayo),59,61
234,3,6:33.0,,Miami full timeout,59,61
235,3,6:33.0,N. Alexander-Walker enters the game for J. Hayes,,59,61
236,3,6:33.0,Z. Cheatham enters the game for J. Holiday,,59,61
237,3,6:30.0,,Turnover by J. Butler (bad pass; steal by E. Moore),59,61
238,3,6:30.0,Shooting foul by K. Nunn (drawn by E. Moore),,59,61
239,3,6:30.0,E. Moore makes free throw 1 of 2,,60,61
240,3,6:30.0,E. Moore makes free throw 2 of 2,,61,61
241,3,6:06.0,,M. Leonard makes 2-pt layup from 2 ft,61,63
242,3,5:49.0,Turnover by N. Melli (lost ball; steal by J. Butler),,61,63
243,3,5:42.0,,M. Leonard misses 3-pt jump shot from 28 ft,61,63
244,3,5:37.0,Defensive rebound by K. Williams,,61,63
245,3,5:19.0,,Violation by Team (kicked ball),61,63
246,3,5:07.0,E. Moore misses 2-pt jump shot from 9 ft,,61,63
247,3,5:05.0,,Defensive rebound by M. Leonard,61,63
248,3,4:53.0,,M. Leonard misses 2-pt hook shot from 7 ft,61,63
249,3,4:50.0,Defensive rebound by N. Melli,,61,63
250,3,4:39.0,Personal foul by D. Robinson (drawn by N. Melli),,61,63
251,3,4:39.0,J. Holiday enters the game for E. Moore,,61,63
252,3,4:39.0,,T. Herro enters the game for B. Adebayo,61,63
253,3,4:39.0,,C. Silva enters the game for K. Nunn,61,63
254,3,4:31.0,N. Alexander-Walker misses 2-pt jump shot from 9 ft,,61,63
255,3,4:28.0,,Defensive rebound by C. Silva,61,63
256,3,4:11.0,,T. Herro misses 2-pt jump shot from 9 ft,61,63
257,3,4:08.0,,Offensive rebound by C. Silva,61,63
258,3,4:06.0,,D. Robinson misses 3-pt jump shot from 26 ft,61,63
259,3,4:06.0,,Offensive rebound by C. Silva,61,63
260,3,4:01.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by C. Silva),61,66
261,3,3:49.0,Z. Cheatham misses 2-pt hook shot from 5 ft,,61,66
262,3,3:46.0,,Defensive rebound by C. Silva,61,66
263,3,3:42.0,,Shooting foul by Z. Cheatham (drawn by J. Butler),61,66
264,3,3:42.0,,J. Butler makes free throw 1 of 2,61,67
265,3,3:42.0,,K. Olynyk enters the game for M. Leonard,61,67
266,3,3:42.0,,J. Butler makes free throw 2 of 2,61,68
267,3,3:25.0,K. Williams misses 3-pt jump shot from 25 ft,,61,68
268,3,3:21.0,,Defensive rebound by T. Herro,61,68
269,3,3:12.0,,Personal foul by Z. Cheatham (drawn by J. Butler),61,68
270,3,3:00.0,,C. Silva makes 2-pt layup from 1 ft (assist by J. Butler),61,70
271,3,2:56.0,New Orleans full timeout,,61,70
272,3,2:56.0,J. Gray enters the game for Z. Cheatham,,61,70
273,3,2:56.0,J. Hayes enters the game for N. Melli,,61,70
274,3,2:39.0,Offensive foul by J. Holiday (drawn by C. Silva),,61,70
275,3,2:39.0,Turnover by J. Holiday (offensive foul),,61,70
276,3,2:25.0,,Turnover by J. Butler (traveling),61,70
277,3,2:09.0,N. Alexander-Walker makes 2-pt layup from 1 ft (assist by J. Holiday),,63,70
278,3,1:51.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by T. Herro),63,72
279,3,1:28.0,Turnover by J. Gray (bad pass; steal by D. Robinson),,63,72
280,3,1:17.0,,Shooting foul by N. Alexander-Walker (drawn by C. Silva),63,72
281,3,1:17.0,,C. Silva misses free throw 1 of 2,63,72
282,3,1:17.0,,Offensive rebound by Team,63,72
283,3,1:17.0,,K. Nunn enters the game for J. Butler,63,72
284,3,1:17.0,,C. Silva makes free throw 2 of 2,63,73
285,3,1:05.0,K. Williams misses 3-pt jump shot from 26 ft,,63,73
286,3,1:03.0,,Defensive rebound by T. Herro,63,73
287,3,1:00.0,,Turnover by T. Herro (discontinued dribble),63,73
288,3,0:46.0,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Gray),,65,73
289,3,0:31.0,,Turnover by K. Olynyk (traveling),65,73
290,3,0:21.0,Turnover by J. Holiday (lost ball; steal by T. Herro),,65,73
291,3,0:18.0,,T. Herro makes 2-pt dunk at rim,65,75
292,3,0:06.0,Turnover by J. Hayes (lost ball; steal by K. Olynyk),,65,75
293,3,0:00.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Nunn),65,78
294,3,0:00.0,,Instant Replay (Request: Ruling Stands),65,78
295,4,11:36.0,,Turnover by C. Silva (lost ball; steal by N. Melli),65,78
296,4,11:19.0,N. Alexander-Walker misses 3-pt jump shot from 25 ft,,65,78
297,4,11:17.0,,Defensive rebound by K. Olynyk,65,78
298,4,11:10.0,,C. Silva misses 2-pt hook shot from 5 ft,65,78
299,4,11:06.0,Defensive rebound by K. Williams,,65,78
300,4,11:03.0,Shooting foul by C. Silva (drawn by N. Alexander-Walker),,65,78
301,4,11:03.0,N. Alexander-Walker misses free throw 1 of 2,,65,78
302,4,11:03.0,Offensive rebound by Team,,65,78
303,4,11:03.0,N. Alexander-Walker makes free throw 2 of 2,,66,78
304,4,10:43.0,,D. Robinson makes 2-pt jump shot from 9 ft,66,80
305,4,10:30.0,N. Melli makes 3-pt jump shot from 27 ft (assist by E. Moore),,69,80
306,4,10:13.0,,K. Nunn makes 2-pt layup from 2 ft,69,82
307,4,10:12.0,,Violation by Team (delay of game),69,82
308,4,10:03.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by N. Melli),,72,82
309,4,9:46.0,,K. Nunn makes 2-pt jump shot from 22 ft,72,84
310,4,9:26.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by K. Williams),,75,84
311,4,9:26.0,,B. Adebayo enters the game for C. Silva,75,84
312,4,9:06.0,,T. Herro makes 2-pt layup from 2 ft (assist by K. Nunn),75,86
313,4,8:47.0,E. Moore makes 3-pt jump shot from 23 ft (assist by K. Williams),,78,86
314,4,8:31.0,,Turnover by T. Herro (bad pass; steal by E. Moore),78,86
315,4,8:26.0,E. Moore makes 2-pt layup from 2 ft,,80,86
316,4,8:26.0,,Miami full timeout,80,86
317,4,8:26.0,,J. Butler enters the game for D. Robinson,80,86
318,4,8:07.0,,J. Butler makes 2-pt jump shot from 10 ft,80,88
319,4,7:54.0,N. Melli makes 3-pt jump shot from 24 ft (assist by E. Moore),,83,88
320,4,7:35.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by B. Adebayo),83,91
321,4,7:19.0,E. Moore misses 2-pt jump shot from 8 ft,,83,91
322,4,7:16.0,,Defensive rebound by K. Olynyk,83,91
323,4,7:08.0,,Turnover by K. Nunn (discontinued dribble),83,91
324,4,6:52.0,N. Melli misses 3-pt jump shot from 25 ft,,83,91
325,4,6:49.0,,Defensive rebound by K. Olynyk,83,91
326,4,6:38.0,,J. Butler makes 2-pt layup from 1 ft,83,93
327,4,6:17.0,J. Holiday misses 2-pt jump shot from 10 ft,,83,93
328,4,6:14.0,,Defensive rebound by J. Butler,83,93
329,4,6:09.0,,Personal foul by J. Holiday (drawn by J. Butler),83,93
330,4,6:02.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Butler),83,95
331,4,5:50.0,J. Holiday misses 3-pt jump shot from 25 ft,,83,95
332,4,5:48.0,,Defensive rebound by B. Adebayo,83,95
333,4,5:32.0,,J. Butler misses 2-pt jump shot from 17 ft,83,95
334,4,5:30.0,Defensive rebound by N. Melli,,83,95
335,4,5:20.0,N. Alexander-Walker misses 2-pt layup from 7 ft (block by B. Adebayo),,83,95
336,4,5:19.0,,Defensive rebound by K. Nunn,83,95
337,4,5:16.0,,Turnover by K. Nunn (discontinued dribble),83,95
338,4,5:01.0,E. Moore misses 3-pt jump shot from 26 ft,,83,95
339,4,4:57.0,,Defensive rebound by J. Butler,83,95
340,4,4:48.0,,Personal foul by N. Melli (drawn by J. Butler),83,95
341,4,4:48.0,Z. Cheatham enters the game for J. Holiday,,83,95
342,4,4:48.0,J. Hayes enters the game for N. Melli,,83,95
343,4,4:37.0,,K. Olynyk makes 3-pt jump shot from 27 ft (assist by J. Butler),83,98
344,4,4:22.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by E. Moore),,86,98
345,4,4:02.0,,K. Nunn makes 3-pt jump shot from 28 ft,86,101
346,4,3:43.0,E. Moore makes 3-pt jump shot from 26 ft (assist by N. Alexander-Walker),,89,101
347,4,3:43.0,,Miami full timeout,89,101
348,4,3:43.0,New Orleans full timeout,,89,101
349,4,3:43.0,J. Gray enters the game for K. Williams,,89,101
350,4,3:29.0,,K. Nunn misses 3-pt jump shot from 26 ft,89,101
351,4,3:26.0,Defensive rebound by J. Gray,,89,101
352,4,3:16.0,Personal foul by K. Nunn (drawn by J. Hayes),,89,101
353,4,3:09.0,E. Moore misses 2-pt jump shot from 13 ft,,89,101
354,4,3:08.0,,Defensive rebound by B. Adebayo,89,101
355,4,3:00.0,,Personal foul by E. Moore (drawn by J. Butler),89,101
356,4,2:46.0,,K. Nunn misses 3-pt jump shot from 25 ft,89,101
357,4,2:44.0,,Offensive rebound by B. Adebayo,89,101
358,4,2:39.0,,K. Nunn makes 2-pt dunk from 2 ft (assist by B. Adebayo),89,103
359,4,2:23.0,E. Moore misses 2-pt jump shot from 11 ft,,89,103
360,4,2:22.0,Offensive rebound by Team,,89,103
361,4,2:13.0,N. Alexander-Walker makes 3-pt jump shot from 25 ft,,92,103
362,4,1:56.0,,K. Olynyk misses 3-pt jump shot from 24 ft,92,103
363,4,1:54.0,Defensive rebound by N. Alexander-Walker,,92,103
364,4,1:49.0,N. Alexander-Walker misses 2-pt jump shot from 8 ft,,92,103
365,4,1:45.0,,Defensive rebound by J. Butler,92,103
366,4,1:42.0,,J. Butler misses 2-pt layup from 2 ft (block by J. Hayes),92,103
367,4,1:42.0,,Offensive rebound by Team,92,103
368,4,1:40.0,,T. Herro makes 2-pt jump shot from 19 ft (assist by J. Butler),92,105
369,4,1:29.0,Turnover by N. Alexander-Walker (bad pass; steal by K. Olynyk),,92,105
370,4,1:09.0,,T. Herro makes 2-pt jump shot from 17 ft,92,107
371,4,1:00.0,J. Hayes makes 2-pt dunk from 1 ft (assist by Z. Cheatham),,94,107
372,4,0:41.0,,B. Adebayo makes 2-pt jump shot from 9 ft (assist by J. Butler),94,109
373,4,0:32.0,Turnover by J. Hayes (bad pass; steal by K. Nunn),,94,109
374,4,0:08.0,,Turnover by Team (shot clock),94,109
