,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
42,1,6:05.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by T. Ariza),12,17
43,1,5:48.0,J. Tatum makes 3-pt jump shot from 29 ft (assist by J. Brown),,15,17
44,1,5:31.0,,Turnover by H. Whiteside (traveling),15,17
45,1,5:21.0,J. Brown misses 2-pt jump shot from 10 ft,,15,17
46,1,5:17.0,Offensive rebound by D. Theis,,15,17
47,1,5:17.0,D. Theis misses 2-pt layup from 1 ft,,15,17
48,1,5:17.0,,Defensive rebound by H. Whiteside,15,17
49,1,5:02.0,,C. Anthony misses 3-pt jump shot from 26 ft,15,17
50,1,5:01.0,Defensive rebound by Team,,15,17
51,1,5:01.0,E. Freedom enters the game for D. Theis,,15,17
52,1,4:47.0,J. Tatum makes 3-pt jump shot from 25 ft,,18,17
53,1,4:32.0,,C. McCollum misses 3-pt jump shot from 25 ft,18,17
54,1,4:30.0,Defensive rebound by J. Tatum,,18,17
55,1,4:19.0,Offensive foul by J. Tatum (drawn by T. Ariza),,18,17
56,1,4:19.0,Turnover by J. Tatum (offensive foul),,18,17
57,1,4:19.0,Instant Replay (Request: Ruling Stands),,18,17
58,1,4:19.0,R. Langford enters the game for J. Brown,,18,17
59,1,4:19.0,B. Wanamaker enters the game for J. Tatum,,18,17
60,1,4:19.0,,M. Hezonja enters the game for C. Anthony,18,17
61,1,4:19.0,,A. Simons enters the game for T. Ariza,18,17
62,1,4:06.0,,Turnover by H. Whiteside (3 sec),18,17
63,1,4:06.0,,N. Little enters the game for G. Trent,18,17
64,1,3:59.0,Personal foul by C. McCollum (drawn by M. Smart),,18,17
65,1,3:49.0,M. Smart makes 3-pt jump shot from 25 ft,,21,17
66,1,3:36.0,,C. McCollum makes 2-pt jump shot from 13 ft,21,19
67,1,3:26.0,M. Smart makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),,24,19
68,1,3:12.0,,A. Simons makes 3-pt jump shot from 24 ft,24,22
69,1,2:55.0,E. Freedom misses 2-pt hook shot from 2 ft,,24,22
70,1,2:51.0,Offensive rebound by B. Wanamaker,,24,22
71,1,2:45.0,R. Langford misses 3-pt jump shot from 27 ft,,24,22
72,1,2:43.0,,Defensive rebound by H. Whiteside,24,22
73,1,2:41.0,,A. Simons misses 2-pt jump shot from 16 ft,24,22
74,1,2:40.0,,Offensive rebound by Team,24,22
75,1,2:38.0,,H. Whiteside misses 2-pt layup from 2 ft,24,22
76,1,2:37.0,,Offensive rebound by H. Whiteside,24,22
77,1,2:34.0,Boston full timeout,,24,22
78,1,2:27.0,,N. Little misses 2-pt jump shot from 3 ft,24,22
79,1,2:25.0,Defensive rebound by E. Freedom,,24,22
80,1,2:19.0,M. Smart makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),,27,22
81,1,2:05.0,,Turnover by A. Simons (traveling),27,22
82,1,1:55.0,M. Smart misses 3-pt jump shot from 26 ft,,27,22
83,1,1:54.0,,Defensive rebound by Team,27,22
84,1,1:42.0,,Turnover by C. McCollum (bad pass; steal by R. Langford),27,22
85,1,1:36.0,G. Hayward misses 3-pt jump shot from 26 ft,,27,22
86,1,1:34.0,,Defensive rebound by Team,27,22
87,1,1:22.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by A. Simons),27,24
88,1,1:05.0,Shooting foul by H. Whiteside (drawn by G. Hayward),,27,24
89,1,1:05.0,G. Hayward misses free throw 1 of 2,,27,24
90,1,1:05.0,Offensive rebound by Team,,27,24
91,1,1:05.0,J. Brown enters the game for R. Langford,,27,24
92,1,1:05.0,J. Tatum enters the game for M. Smart,,27,24
93,1,1:05.0,,T. Ariza enters the game for C. McCollum,27,24
94,1,1:05.0,G. Hayward makes free throw 2 of 2,,28,24
95,1,0:47.0,,N. Little misses 2-pt jump shot from 3 ft,28,24
96,1,0:46.0,Defensive rebound by E. Freedom,,28,24
97,1,0:46.0,S. Ojeleye enters the game for G. Hayward,,28,24
98,1,0:35.0,Turnover by E. Freedom (traveling),,28,24
99,1,0:20.0,,A. Simons misses 2-pt jump shot from 16 ft,28,24
100,1,0:18.0,Defensive rebound by E. Freedom,,28,24
101,1,0:01.0,Turnover by J. Tatum (bad pass; steal by A. Simons),,28,24
102,2,11:46.0,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by E. Freedom),,31,24
103,2,11:28.0,,Offensive foul by C. Swanigan (drawn by B. Wanamaker),31,24
104,2,11:28.0,,Turnover by C. Swanigan (offensive foul),31,24
105,2,11:10.0,E. Freedom makes 2-pt hook shot from 3 ft,,33,24
106,2,10:53.0,,A. Simons makes 2-pt layup from 2 ft,33,26
107,2,10:29.0,J. Tatum misses 3-pt jump shot from 25 ft,,33,26
108,2,10:27.0,,Defensive rebound by C. Anthony,33,26
109,2,10:15.0,,C. Anthony makes 2-pt jump shot from 12 ft,33,28
110,2,9:54.0,B. Wanamaker misses 2-pt jump shot from 7 ft,,33,28
111,2,9:51.0,,Defensive rebound by C. Swanigan,33,28
112,2,9:42.0,,C. Swanigan makes 2-pt layup from 2 ft (assist by A. Simons),33,30
113,2,9:42.0,,Shooting foul by E. Freedom (drawn by C. Swanigan),33,30
114,2,9:42.0,,C. Swanigan makes free throw 1 of 1,33,31
115,2,9:28.0,J. Brown makes 2-pt jump shot from 16 ft,,35,31
116,2,9:10.0,,Personal foul by B. Wanamaker (drawn by C. Anthony),35,31
117,2,9:04.0,,Offensive foul by C. Anthony (drawn by S. Ojeleye),35,31
118,2,9:04.0,,Turnover by C. Anthony (offensive foul),35,31
119,2,8:45.0,J. Brown makes 3-pt jump shot from 26 ft,,38,31
120,2,8:17.0,,A. Simons misses 3-pt jump shot from 27 ft,38,31
121,2,8:17.0,Defensive rebound by Team,,38,31
122,2,8:17.0,,Loose ball foul by C. Swanigan (drawn by E. Freedom),38,31
123,2,8:05.0,Turnover by E. Freedom (bad pass; steal by T. Ariza),,38,31
124,2,8:00.0,,T. Ariza makes 2-pt layup from 2 ft,38,33
125,2,7:46.0,Shooting foul by M. Hezonja (drawn by J. Brown),,38,33
126,2,7:46.0,J. Brown makes free throw 1 of 2,,39,33
127,2,7:46.0,D. Theis enters the game for E. Freedom,,39,33
128,2,7:46.0,J. Brown makes free throw 2 of 2,,40,33
129,2,7:30.0,,M. Hezonja misses 3-pt jump shot from 25 ft,40,33
130,2,7:29.0,Defensive rebound by D. Theis,,40,33
131,2,7:21.0,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by J. Brown),,43,33
132,2,7:19.0,,Portland full timeout,43,33
133,2,7:19.0,,C. McCollum enters the game for M. Hezonja,43,33
134,2,7:19.0,,H. Whiteside enters the game for C. Swanigan,43,33
135,2,7:11.0,,Personal foul by D. Theis (drawn by H. Whiteside),43,33
136,2,6:55.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by H. Whiteside),43,36
137,2,6:40.0,Shooting foul by A. Simons (drawn by B. Wanamaker),,43,36
138,2,6:40.0,B. Wanamaker makes free throw 1 of 2,,44,36
139,2,6:40.0,M. Smart enters the game for J. Tatum,,44,36
140,2,6:40.0,,G. Trent enters the game for A. Simons,44,36
141,2,6:40.0,B. Wanamaker makes free throw 2 of 2,,45,36
142,2,6:29.0,,Turnover by G. Trent (traveling),45,36
143,2,6:12.0,D. Theis misses 3-pt jump shot from 26 ft,,45,36
144,2,6:09.0,,Defensive rebound by T. Ariza,45,36
145,2,5:58.0,,C. Anthony misses 2-pt jump shot from 18 ft,45,36
146,2,5:55.0,Defensive rebound by D. Theis,,45,36
147,2,5:50.0,Shooting foul by H. Whiteside (drawn by D. Theis),,45,36
148,2,5:50.0,D. Theis makes free throw 1 of 2,,46,36
149,2,5:50.0,,A. Simons enters the game for T. Ariza,46,36
150,2,5:50.0,D. Theis makes free throw 2 of 2,,47,36
151,2,5:42.0,,C. McCollum makes 3-pt jump shot from 26 ft,47,39
152,2,5:27.0,Offensive foul by D. Theis (drawn by H. Whiteside),,47,39
153,2,5:27.0,Turnover by D. Theis (offensive foul),,47,39
154,2,5:12.0,,Shooting foul by S. Ojeleye (drawn by C. Anthony),47,39
155,2,5:12.0,,C. Anthony makes free throw 1 of 2,47,40
156,2,5:12.0,G. Hayward enters the game for S. Ojeleye,,47,40
157,2,5:12.0,J. Tatum enters the game for B. Wanamaker,,47,40
158,2,5:12.0,,T. Ariza enters the game for A. Simons,47,40
159,2,5:12.0,,C. Anthony makes free throw 2 of 2,47,41
160,2,4:59.0,Turnover by M. Smart (bad pass; steal by G. Trent),,47,41
161,2,4:45.0,,Shooting foul by D. Theis (drawn by H. Whiteside),47,41
162,2,4:45.0,,H. Whiteside makes free throw 1 of 2,47,42
163,2,4:45.0,G. Williams enters the game for D. Theis,,47,42
164,2,4:45.0,,M. Hezonja enters the game for C. Anthony,47,42
165,2,4:45.0,,H. Whiteside misses free throw 2 of 2,47,42
166,2,4:43.0,Defensive rebound by J. Tatum,,47,42
167,2,4:29.0,Turnover by G. Hayward (bad pass; steal by T. Ariza),,47,42
168,2,4:28.0,,Shooting foul by G. Williams (drawn by T. Ariza),47,42
169,2,4:28.0,,Instant Replay (Request: Ruling Stands),47,42
170,2,4:28.0,,T. Ariza makes free throw 1 of 2,47,43
171,2,4:28.0,,T. Ariza makes free throw 2 of 2,47,44
172,2,4:06.0,G. Hayward misses 2-pt jump shot from 11 ft,,47,44
173,2,4:03.0,,Defensive rebound by H. Whiteside,47,44
174,2,3:50.0,,M. Hezonja misses 2-pt layup from 2 ft (block by M. Smart),47,44
175,2,3:48.0,Defensive rebound by G. Hayward,,47,44
176,2,3:45.0,J. Brown makes 3-pt jump shot from 25 ft (assist by G. Hayward),,50,44
177,2,3:23.0,,C. McCollum misses 3-pt jump shot from 27 ft,50,44
178,2,3:20.0,Defensive rebound by J. Tatum,,50,44
179,2,3:13.0,J. Tatum misses 3-pt jump shot from 25 ft,,50,44
180,2,3:12.0,,Defensive rebound by H. Whiteside,50,44
181,2,2:55.0,,H. Whiteside misses 2-pt hook shot from 5 ft,50,44
182,2,2:53.0,Defensive rebound by J. Tatum,,50,44
183,2,2:48.0,J. Brown misses 3-pt jump shot from 25 ft,,50,44
184,2,2:45.0,,Defensive rebound by H. Whiteside,50,44
185,2,2:32.0,,C. McCollum misses 2-pt jump shot from 5 ft,50,44
186,2,2:31.0,Defensive rebound by G. Williams,,50,44
187,2,2:28.0,J. Tatum makes 2-pt dunk at rim,,52,44
188,2,2:11.0,,C. McCollum misses 2-pt jump shot from 10 ft,52,44
189,2,2:09.0,Defensive rebound by J. Brown,,52,44
190,2,2:03.0,J. Brown makes 2-pt jump shot from 19 ft,,54,44
191,2,2:02.0,,Portland full timeout,54,44
192,2,2:02.0,,C. Anthony enters the game for M. Hezonja,54,44
193,2,1:40.0,,H. Whiteside makes 2-pt dunk from 1 ft,54,46
194,2,1:10.0,J. Brown misses 2-pt jump shot from 4 ft (block by H. Whiteside),,54,46
195,2,1:10.0,Offensive rebound by Team,,54,46
196,2,1:08.0,J. Brown misses 3-pt jump shot from 31 ft,,54,46
197,2,1:03.0,Offensive rebound by G. Hayward,,54,46
198,2,1:03.0,G. Hayward makes 2-pt layup from 1 ft,,56,46
199,2,0:39.0,,C. Anthony misses 2-pt layup from 3 ft (block by J. Tatum),56,46
200,2,0:37.0,Defensive rebound by J. Brown,,56,46
201,2,0:32.0,J. Brown misses 2-pt layup from 4 ft (block by C. McCollum),,56,46
202,2,0:30.0,,Defensive rebound by C. McCollum,56,46
203,2,0:29.0,,C. Anthony makes 2-pt dunk from 1 ft (assist by C. McCollum),56,48
204,2,0:12.0,M. Smart misses 2-pt layup from 1 ft,,56,48
205,2,0:10.0,,Defensive rebound by H. Whiteside,56,48
206,2,0:04.0,,C. McCollum misses 2-pt layup from 1 ft,56,48
207,2,0:01.0,,Offensive rebound by H. Whiteside,56,48
208,2,0:01.0,,H. Whiteside misses 2-pt layup at rim,56,48
209,2,0:01.0,Defensive rebound by M. Smart,,56,48
210,2,0:00.0,M. Smart misses 3-pt jump shot from 52 ft,,56,48
211,2,0:00.0,Offensive rebound by Team,,56,48
212,3,12:00.0,Violation by Team (delay of game),,56,48
213,3,12:00.0,D. Theis enters the game for G. Williams,,56,48
214,3,11:42.0,D. Theis misses 3-pt jump shot from 24 ft,,56,48
215,3,11:40.0,,Defensive rebound by G. Trent,56,48
216,3,11:26.0,,C. McCollum misses 3-pt jump shot from 25 ft,56,48
217,3,11:25.0,Defensive rebound by G. Hayward,,56,48
218,3,11:14.0,J. Tatum misses 2-pt layup from 2 ft,,56,48
219,3,11:12.0,,Defensive rebound by T. Ariza,56,48
220,3,11:09.0,,C. McCollum makes 3-pt jump shot from 28 ft (assist by T. Ariza),56,51
221,3,10:52.0,D. Theis misses 2-pt jump shot from 15 ft,,56,51
222,3,10:50.0,,Defensive rebound by C. McCollum,56,51
223,3,10:38.0,,G. Trent misses 2-pt jump shot from 20 ft,56,51
224,3,10:35.0,Defensive rebound by J. Brown,,56,51
225,3,10:30.0,J. Brown makes 2-pt layup from 1 ft,,58,51
226,3,10:22.0,,C. Anthony misses 3-pt jump shot from 25 ft,58,51
227,3,10:20.0,,Offensive rebound by T. Ariza,58,51
228,3,10:10.0,,C. Anthony misses 2-pt jump shot from 18 ft,58,51
229,3,10:08.0,Defensive rebound by D. Theis,,58,51
230,3,9:55.0,J. Tatum misses 2-pt jump shot from 10 ft,,58,51
231,3,9:53.0,,Defensive rebound by H. Whiteside,58,51
232,3,9:47.0,,G. Trent misses 2-pt layup at rim,58,51
233,3,9:47.0,Defensive rebound by Team,,58,51
234,3,9:36.0,D. Theis makes 2-pt dunk from 1 ft (assist by J. Tatum),,60,51
235,3,9:14.0,,T. Ariza misses 2-pt jump shot from 10 ft,60,51
236,3,9:12.0,Defensive rebound by G. Hayward,,60,51
237,3,9:04.0,G. Hayward makes 2-pt jump shot from 13 ft,,62,51
238,3,8:50.0,,H. Whiteside makes 3-pt jump shot from 25 ft (assist by C. McCollum),62,54
239,3,8:22.0,J. Brown misses 2-pt jump shot from 7 ft,,62,54
240,3,8:21.0,Offensive rebound by D. Theis,,62,54
241,3,8:19.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by D. Theis),,65,54
242,3,8:06.0,,T. Ariza makes 3-pt jump shot from 27 ft (assist by C. McCollum),65,57
243,3,7:50.0,M. Smart misses 2-pt layup from 2 ft,,65,57
244,3,7:49.0,,Defensive rebound by C. McCollum,65,57
245,3,7:46.0,,G. Trent makes 3-pt jump shot from 25 ft (assist by C. McCollum),65,60
246,3,7:22.0,J. Tatum makes 2-pt layup from 2 ft,,67,60
247,3,6:55.0,,H. Whiteside misses 2-pt jump shot from 23 ft,67,60
248,3,6:53.0,Defensive rebound by J. Brown,,67,60
249,3,6:42.0,M. Smart misses 3-pt jump shot from 24 ft,,67,60
250,3,6:39.0,,Defensive rebound by H. Whiteside,67,60
251,3,6:33.0,,Turnover by C. McCollum (bad pass; steal by M. Smart),67,60
252,3,6:27.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by M. Smart),,70,60
253,3,6:27.0,,Portland full timeout,70,60
254,3,6:10.0,,G. Trent makes 2-pt layup at rim,70,62
255,3,6:02.0,J. Tatum misses 3-pt jump shot from 25 ft,,70,62
256,3,6:00.0,,Defensive rebound by C. Anthony,70,62
257,3,5:52.0,,C. McCollum misses 2-pt jump shot from 16 ft,70,62
258,3,5:50.0,Defensive rebound by D. Theis,,70,62
259,3,5:40.0,D. Theis misses 3-pt jump shot from 26 ft,,70,62
260,3,5:37.0,,Defensive rebound by H. Whiteside,70,62
261,3,5:29.0,,Turnover by C. McCollum (bad pass; steal by J. Brown),70,62
262,3,5:25.0,J. Tatum makes 2-pt layup from 1 ft (assist by M. Smart),,72,62
263,3,5:03.0,,C. McCollum misses 3-pt jump shot from 24 ft,72,62
264,3,5:01.0,Defensive rebound by D. Theis,,72,62
265,3,4:52.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,74,62
266,3,4:29.0,,C. Anthony misses 2-pt layup from 2 ft (block by J. Tatum),74,62
267,3,4:28.0,Defensive rebound by J. Brown,,74,62
268,3,4:24.0,J. Brown misses 2-pt layup from 2 ft (block by C. McCollum),,74,62
269,3,4:24.0,,Defensive rebound by Team,74,62
270,3,4:24.0,B. Wanamaker enters the game for J. Tatum,,74,62
271,3,4:06.0,,C. Anthony misses 2-pt jump shot from 8 ft,74,62
272,3,4:04.0,Defensive rebound by D. Theis,,74,62
273,3,3:54.0,J. Brown makes 2-pt hook shot from 5 ft,,76,62
274,3,3:38.0,,H. Whiteside makes 2-pt layup from 3 ft (assist by C. McCollum),76,64
275,3,3:17.0,J. Brown makes 2-pt layup from 1 ft,,78,64
276,3,3:09.0,,Personal foul by B. Wanamaker (drawn by C. Anthony),78,64
277,3,3:09.0,,W. Gabriel enters the game for C. Anthony,78,64
278,3,3:09.0,,A. Simons enters the game for T. Ariza,78,64
279,3,3:09.0,Technical foul by C. Anthony,,78,64
280,3,3:09.0,J. Brown makes technical free throw,,79,64
281,3,3:09.0,E. Freedom enters the game for J. Brown,,79,64
282,3,3:09.0,G. Williams enters the game for D. Theis,,79,64
283,3,3:08.0,,Offensive foul by W. Gabriel (drawn by M. Smart),79,64
284,3,3:08.0,,Turnover by W. Gabriel (offensive foul),79,64
285,3,2:47.0,M. Smart misses 2-pt jump shot from 6 ft,,79,64
286,3,2:44.0,,Defensive rebound by W. Gabriel,79,64
287,3,2:36.0,,C. McCollum misses 2-pt jump shot from 11 ft,79,64
288,3,2:33.0,Defensive rebound by G. Williams,,79,64
289,3,2:27.0,M. Smart misses 3-pt jump shot from 26 ft,,79,64
290,3,2:24.0,,Defensive rebound by G. Trent,79,64
291,3,2:18.0,,G. Trent misses 3-pt jump shot from 28 ft,79,64
292,3,2:14.0,Defensive rebound by B. Wanamaker,,79,64
293,3,2:09.0,G. Hayward makes 2-pt jump shot from 23 ft (assist by B. Wanamaker),,81,64
294,3,2:09.0,,Portland full timeout,81,64
295,3,2:09.0,,N. Little enters the game for G. Trent,81,64
296,3,2:09.0,,C. Swanigan enters the game for H. Whiteside,81,64
297,3,1:53.0,,A. Simons misses 2-pt jump shot from 10 ft,81,64
298,3,1:49.0,Defensive rebound by G. Hayward,,81,64
299,3,1:34.0,Turnover by G. Hayward (traveling),,81,64
300,3,1:19.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by C. Swanigan),81,67
301,3,1:05.0,Offensive foul by E. Freedom (drawn by N. Little),,81,67
302,3,1:05.0,Turnover by E. Freedom (offensive foul),,81,67
303,3,1:05.0,,Technical foul by B. Stevens,81,67
304,3,1:05.0,,C. McCollum makes technical free throw,81,68
305,3,0:57.0,,Personal foul by M. Smart (drawn by C. Swanigan),81,68
306,3,0:57.0,J. Tatum enters the game for M. Smart,,81,68
307,3,0:48.0,,C. McCollum makes 2-pt layup at rim,81,70
308,3,0:38.0,B. Wanamaker makes 2-pt jump shot from 20 ft,,83,70
309,3,0:33.0,,C. McCollum misses 3-pt jump shot from 26 ft,83,70
310,3,0:30.0,,Offensive rebound by C. McCollum,83,70
311,3,0:26.0,J. Tatum makes 2-pt layup from 1 ft (assist by E. Freedom),,85,70
312,3,0:24.0,,Turnover by C. McCollum (bad pass; steal by E. Freedom),85,70
313,3,0:02.0,,A. Simons misses 2-pt layup from 2 ft,85,70
314,3,0:00.0,Defensive rebound by B. Wanamaker,,85,70
315,4,11:49.0,,A. Simons makes 2-pt jump shot from 20 ft (assist by N. Little),85,72
316,4,11:30.0,Personal foul by C. Swanigan (drawn by E. Freedom),,85,72
317,4,11:30.0,,C. Anthony enters the game for C. McCollum,85,72
318,4,11:30.0,,T. Ariza enters the game for C. Swanigan,85,72
319,4,11:20.0,J. Tatum makes 3-pt jump shot from 29 ft,,88,72
320,4,11:10.0,,Turnover by C. Anthony (bad pass),88,72
321,4,10:59.0,J. Tatum misses 3-pt jump shot from 28 ft,,88,72
322,4,10:57.0,,Defensive rebound by T. Ariza,88,72
323,4,10:49.0,,A. Simons misses 3-pt jump shot from 27 ft,88,72
324,4,10:46.0,,Offensive rebound by W. Gabriel,88,72
325,4,10:43.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by W. Gabriel),88,75
326,4,10:19.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by G. Williams),,91,75
327,4,10:07.0,,Turnover by A. Simons (lost ball; steal by B. Wanamaker),91,75
328,4,10:01.0,R. Langford misses 3-pt jump shot from 23 ft,,91,75
329,4,9:59.0,Offensive rebound by B. Wanamaker,,91,75
330,4,9:52.0,Personal foul by W. Gabriel (drawn by E. Freedom),,91,75
331,4,9:52.0,,H. Whiteside enters the game for W. Gabriel,91,75
332,4,9:44.0,Shooting foul by H. Whiteside (drawn by E. Freedom),,91,75
333,4,9:44.0,E. Freedom makes free throw 1 of 2,,92,75
334,4,9:44.0,,C. McCollum enters the game for N. Little,92,75
335,4,9:44.0,E. Freedom makes free throw 2 of 2,,93,75
336,4,9:26.0,,H. Whiteside makes 2-pt dunk from 2 ft (assist by C. McCollum),93,77
337,4,9:03.0,J. Tatum makes 2-pt jump shot from 12 ft,,95,77
338,4,8:47.0,,C. McCollum makes 2-pt jump shot from 20 ft,95,79
339,4,8:28.0,J. Tatum makes 3-pt jump shot from 30 ft,,98,79
340,4,8:15.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by C. McCollum),98,81
341,4,8:15.0,,Shooting foul by G. Williams (drawn by H. Whiteside),98,81
342,4,8:15.0,,H. Whiteside misses free throw 1 of 1,98,81
343,4,8:12.0,Defensive rebound by E. Freedom,,98,81
344,4,7:57.0,J. Tatum misses 2-pt jump shot from 16 ft,,98,81
345,4,7:57.0,Offensive rebound by E. Freedom,,98,81
346,4,7:57.0,E. Freedom misses 2-pt layup from 2 ft,,98,81
347,4,7:57.0,,Defensive rebound by T. Ariza,98,81
348,4,7:43.0,,C. McCollum misses 3-pt jump shot from 25 ft,98,81
349,4,7:41.0,,Offensive rebound by A. Simons,98,81
350,4,7:33.0,,T. Ariza makes 2-pt layup from 1 ft (assist by H. Whiteside),98,83
351,4,7:33.0,,Shooting foul by G. Williams (drawn by T. Ariza),98,83
352,4,7:33.0,J. Brown enters the game for E. Freedom,,98,83
353,4,7:33.0,D. Theis enters the game for R. Langford,,98,83
354,4,7:33.0,,G. Trent enters the game for A. Simons,98,83
355,4,7:33.0,,T. Ariza makes free throw 1 of 1,98,84
356,4,7:23.0,B. Wanamaker makes 2-pt jump shot from 12 ft,,100,84
357,4,7:23.0,Shooting foul by C. McCollum (drawn by B. Wanamaker),,100,84
358,4,7:23.0,R. Langford enters the game for J. Tatum,,100,84
359,4,7:23.0,B. Wanamaker makes free throw 1 of 1,,101,84
360,4,7:09.0,,H. Whiteside makes 2-pt jump shot from 6 ft (assist by C. McCollum),101,86
361,4,6:50.0,D. Theis makes 2-pt jump shot from 6 ft (assist by R. Langford),,103,86
362,4,6:30.0,,C. Anthony makes 2-pt hook shot from 3 ft,103,88
363,4,6:15.0,B. Wanamaker misses 2-pt layup from 3 ft,,103,88
364,4,6:13.0,,Defensive rebound by H. Whiteside,103,88
365,4,6:05.0,,C. McCollum misses 2-pt hook shot from 2 ft,103,88
366,4,6:03.0,Defensive rebound by B. Wanamaker,,103,88
367,4,5:59.0,Boston full timeout,,103,88
368,4,5:51.0,R. Langford misses 2-pt jump shot from 16 ft,,103,88
369,4,5:48.0,,Defensive rebound by H. Whiteside,103,88
370,4,5:38.0,,G. Trent misses 2-pt jump shot from 23 ft,103,88
371,4,5:34.0,Defensive rebound by G. Williams,,103,88
372,4,5:27.0,J. Brown misses 3-pt jump shot from 26 ft,,103,88
373,4,5:23.0,,Defensive rebound by H. Whiteside,103,88
374,4,5:17.0,,C. McCollum makes 2-pt jump shot from 20 ft,103,90
375,4,4:58.0,J. Brown misses 2-pt layup from 2 ft,,103,90
376,4,4:56.0,,Defensive rebound by H. Whiteside,103,90
377,4,4:54.0,,Shooting foul by G. Williams (drawn by T. Ariza),103,90
378,4,4:54.0,,T. Ariza makes free throw 1 of 2,103,91
379,4,4:54.0,G. Hayward enters the game for R. Langford,,103,91
380,4,4:54.0,M. Smart enters the game for B. Wanamaker,,103,91
381,4,4:54.0,J. Tatum enters the game for G. Williams,,103,91
382,4,4:54.0,,T. Ariza makes free throw 2 of 2,103,92
383,4,4:33.0,M. Smart makes 3-pt jump shot from 27 ft (assist by G. Hayward),,106,92
384,4,4:24.0,,Shooting foul by M. Smart (drawn by C. McCollum),106,92
