,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
0,1,11:42.0,,T. Craig misses 3-pt jump shot from 23 ft,0,0
1,1,11:39.0,Defensive rebound by L. Aldridge,,0,0
2,1,11:18.0,B. Forbes misses 2-pt jump shot from 20 ft,,0,0
3,1,11:12.0,Offensive rebound by L. Walker,,0,0
4,1,11:12.0,Turnover by L. Walker (bad pass; steal by T. Craig),,0,0
5,1,11:01.0,,Turnover by N. Jokić (bad pass; steal by B. Forbes),0,0
6,1,10:55.0,Shooting foul by J. Murray (drawn by L. Aldridge),,0,0
7,1,10:55.0,L. Aldridge makes free throw 1 of 3,,1,0
8,1,10:55.0,L. Aldridge makes free throw 2 of 3,,2,0
9,1,10:55.0,L. Aldridge makes free throw 3 of 3,,3,0
10,1,10:36.0,,G. Harris misses 3-pt jump shot from 22 ft,3,0
11,1,10:33.0,Defensive rebound by D. Murray,,3,0
12,1,10:26.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by D. Murray),,6,0
13,1,10:01.0,,Turnover by Team (shot clock),6,0
14,1,9:49.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by D. Murray),,8,0
15,1,9:28.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Murray),8,3
16,1,9:16.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by D. Murray),,11,3
17,1,9:02.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),11,6
18,1,8:38.0,L. Aldridge misses 2-pt jump shot from 16 ft,,11,6
19,1,8:35.0,,Defensive rebound by N. Jokić,11,6
20,1,8:30.0,,Turnover by N. Jokić (bad pass; steal by L. Aldridge),11,6
21,1,8:30.0,Personal take foul by N. Jokić (drawn by B. Forbes),,11,6
22,1,8:18.0,T. Lyles makes 2-pt layup from 2 ft (assist by L. Aldridge),,13,6
23,1,8:06.0,,J. Grant makes 2-pt layup from 3 ft (assist by G. Harris),13,8
24,1,7:50.0,L. Aldridge makes 3-pt jump shot from 23 ft (assist by B. Forbes),,16,8
25,1,7:35.0,,T. Craig misses 3-pt jump shot from 23 ft,16,8
26,1,7:31.0,Defensive rebound by B. Forbes,,16,8
27,1,7:19.0,D. Murray makes 3-pt jump shot from 26 ft (assist by B. Forbes),,19,8
28,1,7:19.0,,Denver full timeout,19,8
29,1,6:59.0,,J. Murray misses 3-pt jump shot from 24 ft,19,8
30,1,6:56.0,,Offensive rebound by T. Craig,19,8
31,1,6:45.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by N. Jokić),19,11
32,1,6:27.0,L. Aldridge misses 2-pt jump shot from 19 ft,,19,11
33,1,6:25.0,,Defensive rebound by G. Harris,19,11
34,1,6:19.0,,J. Murray misses 3-pt jump shot from 25 ft,19,11
35,1,6:16.0,Defensive rebound by D. Murray,,19,11
36,1,6:07.0,L. Walker makes 2-pt layup from 3 ft (assist by D. Murray),,21,11
37,1,5:44.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),21,14
38,1,5:26.0,L. Aldridge misses 2-pt layup from 2 ft,,21,14
39,1,5:24.0,Offensive rebound by D. Murray,,21,14
40,1,5:18.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Murray),,24,14
41,1,5:07.0,,Personal foul by L. Aldridge (drawn by N. Jokić),24,14
42,1,5:07.0,,P. Dozier enters the game for G. Harris,24,14
43,1,5:07.0,,M. Morris enters the game for J. Murray,24,14
44,1,4:59.0,,J. Grant misses 2-pt jump shot from 18 ft,24,14
45,1,4:54.0,,Offensive rebound by N. Jokić,24,14
46,1,4:54.0,,N. Jokić makes 2-pt layup at rim,24,16
47,1,4:35.0,L. Aldridge makes 2-pt hook shot from 6 ft,,26,16
48,1,4:15.0,,Turnover by J. Grant (bad pass; steal by L. Walker),26,16
49,1,4:02.0,L. Aldridge misses 3-pt jump shot from 26 ft,,26,16
50,1,4:00.0,,Defensive rebound by J. Grant,26,16
51,1,3:55.0,,P. Dozier makes 3-pt jump shot from 26 ft (assist by M. Morris),26,19
52,1,3:55.0,San Antonio full timeout,,26,19
53,1,3:55.0,P. Mills enters the game for B. Forbes,,26,19
54,1,3:55.0,J. Poeltl enters the game for T. Lyles,,26,19
55,1,3:55.0,D. White enters the game for D. Murray,,26,19
56,1,3:55.0,,P. Millsap enters the game for J. Grant,26,19
57,1,3:45.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. White),,28,19
58,1,3:32.0,,M. Morris makes 2-pt layup from 1 ft (assist by N. Jokić),28,21
59,1,3:17.0,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,31,21
60,1,3:04.0,,Offensive foul by P. Dozier (drawn by P. Mills),31,21
61,1,3:04.0,,Turnover by P. Dozier (offensive foul),31,21
62,1,3:04.0,M. Belinelli enters the game for L. Walker,,31,21
63,1,2:52.0,L. Aldridge misses 2-pt jump shot from 10 ft,,31,21
64,1,2:48.0,,Defensive rebound by P. Millsap,31,21
65,1,2:38.0,,M. Morris makes 2-pt layup from 1 ft (assist by P. Millsap),31,23
66,1,2:22.0,D. White makes 2-pt layup from 2 ft (assist by M. Belinelli),,33,23
67,1,2:07.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),33,26
68,1,1:49.0,L. Aldridge misses 2-pt jump shot from 11 ft,,33,26
69,1,1:47.0,Offensive rebound by L. Aldridge,,33,26
70,1,1:36.0,D. White misses 2-pt jump shot from 12 ft,,33,26
71,1,1:29.0,Offensive rebound by L. Aldridge,,33,26
72,1,1:29.0,L. Aldridge makes 2-pt dunk from 1 ft,,35,26
73,1,1:15.0,,M. Morris misses 2-pt jump shot from 19 ft,35,26
74,1,1:13.0,Defensive rebound by P. Mills,,35,26
75,1,1:01.0,D. White makes 3-pt jump shot from 22 ft (assist by L. Aldridge),,38,26
76,1,1:00.0,,Denver full timeout,38,26
77,1,1:00.0,R. Gay enters the game for L. Aldridge,,38,26
78,1,1:00.0,,K. Bates-Diop enters the game for T. Craig,38,26
79,1,1:00.0,,J. McRae enters the game for N. Jokić,38,26
80,1,0:46.0,,P. Millsap misses 2-pt jump shot from 4 ft,38,26
81,1,0:43.0,Defensive rebound by D. White,,38,26
82,1,0:42.0,Turnover by D. White (lost ball; steal by P. Millsap),,38,26
83,1,0:41.0,,K. Bates-Diop makes 2-pt layup from 1 ft (assist by P. Millsap),38,28
84,1,0:28.0,J. Poeltl makes 2-pt hook shot from 5 ft (assist by D. White),,40,28
85,1,0:06.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by J. McRae),40,30
86,1,0:00.0,D. White misses 3-pt jump shot from 26 ft,,40,30
87,1,0:00.0,Offensive rebound by Team,,40,30
88,2,11:47.0,P. Mills makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,43,30
89,2,11:26.0,,P. Millsap makes 2-pt jump shot from 11 ft (assist by M. Morris),43,32
90,2,11:12.0,R. Gay misses 2-pt jump shot from 6 ft (block by K. Bates-Diop),,43,32
91,2,11:12.0,Offensive rebound by R. Gay,,43,32
92,2,11:12.0,Shooting foul by P. Dozier (drawn by R. Gay),,43,32
93,2,11:12.0,R. Gay makes free throw 1 of 2,,44,32
94,2,11:12.0,R. Gay makes free throw 2 of 2,,45,32
95,2,11:03.0,,J. McRae misses 3-pt jump shot from 23 ft,45,32
96,2,10:59.0,Defensive rebound by R. Gay,,45,32
97,2,10:51.0,R. Gay makes 2-pt layup from 2 ft,,47,32
98,2,10:37.0,,Shooting foul by D. White (drawn by K. Bates-Diop),47,32
99,2,10:37.0,,K. Bates-Diop makes free throw 1 of 2,47,33
100,2,10:37.0,,K. Bates-Diop misses free throw 2 of 2,47,33
101,2,10:35.0,,Offensive rebound by P. Millsap,47,33
102,2,10:23.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. McRae),47,36
103,2,10:03.0,R. Gay misses 2-pt jump shot from 11 ft,,47,36
104,2,10:01.0,,Defensive rebound by J. McRae,47,36
105,2,9:56.0,,P. Millsap misses 3-pt jump shot from 25 ft,47,36
106,2,9:52.0,Defensive rebound by D. White,,47,36
107,2,9:39.0,Shooting foul by P. Dozier (drawn by D. White),,47,36
108,2,9:39.0,D. White makes free throw 1 of 2,,48,36
109,2,9:39.0,,J. Murray enters the game for P. Dozier,48,36
110,2,9:39.0,D. White makes free throw 2 of 2,,49,36
111,2,9:15.0,,P. Millsap misses 2-pt jump shot from 15 ft,49,36
112,2,9:14.0,Defensive rebound by J. Poeltl,,49,36
113,2,9:06.0,Turnover by J. Poeltl (lost ball; steal by P. Millsap),,49,36
114,2,8:56.0,,Turnover by M. Morris (lost ball; steal by M. Belinelli),49,36
115,2,8:52.0,P. Mills makes 2-pt layup from 2 ft,,51,36
116,2,8:29.0,,J. McRae makes 3-pt jump shot from 24 ft (assist by J. Murray),51,39
117,2,8:19.0,Personal foul by J. McRae (drawn by P. Mills),,51,39
118,2,8:19.0,,J. Grant enters the game for K. Bates-Diop,51,39
119,2,8:15.0,D. White misses 3-pt jump shot from 26 ft,,51,39
120,2,8:12.0,,Defensive rebound by J. McRae,51,39
121,2,8:00.0,,Shooting foul by J. Poeltl (drawn by P. Millsap),51,39
122,2,8:00.0,,P. Millsap misses free throw 1 of 2,51,39
123,2,8:00.0,,Offensive rebound by Team,51,39
124,2,8:00.0,L. Walker enters the game for P. Mills,,51,39
125,2,8:00.0,,P. Millsap makes free throw 2 of 2,51,40
126,2,7:48.0,M. Belinelli misses 3-pt jump shot from 23 ft,,51,40
127,2,7:41.0,Offensive rebound by L. Walker,,51,40
128,2,7:41.0,L. Walker misses 2-pt layup from 1 ft,,51,40
