,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
104,1,0:00.0,B. Hield misses 3-pt jump shot from 24 ft,,29,21
105,1,0:00.0,Offensive rebound by Team,,29,21
106,2,11:44.0,,S. Harrison misses 2-pt layup from 2 ft (block by H. Giles),29,21
107,2,11:40.0,Defensive rebound by B. Hield,,29,21
108,2,11:20.0,K. Bazemore misses 3-pt jump shot from 23 ft,,29,21
109,2,11:17.0,,Defensive rebound by S. Harrison,29,21
110,2,11:12.0,,C. White misses 3-pt jump shot from 27 ft,29,21
111,2,11:09.0,Defensive rebound by A. Tolliver,,29,21
112,2,10:52.0,K. Bazemore makes 2-pt layup from 1 ft (assist by H. Giles),,31,21
113,2,10:26.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by S. Harrison),31,24
114,2,10:12.0,A. Tolliver misses 3-pt jump shot from 26 ft,,31,24
115,2,10:09.0,,Defensive rebound by R. Arcidiacono,31,24
116,2,10:04.0,,Turnover by S. Harrison (bad pass; steal by K. Bazemore),31,24
117,2,9:58.0,K. Bazemore misses 2-pt layup from 1 ft,,31,24
118,2,9:56.0,,Defensive rebound by L. Kornet,31,24
119,2,9:54.0,,C. Hutchison makes 2-pt layup from 1 ft (assist by S. Harrison),31,26
120,2,9:54.0,,Shooting foul by H. Giles (drawn by C. Hutchison),31,26
121,2,9:54.0,,C. Hutchison makes free throw 1 of 1,31,27
122,2,9:42.0,H. Giles makes 2-pt jump shot from 17 ft (assist by C. Joseph),,33,27
123,2,9:20.0,,L. Kornet misses 3-pt jump shot from 24 ft,33,27
124,2,9:18.0,Defensive rebound by B. Hield,,33,27
125,2,9:02.0,K. Bazemore misses 2-pt layup from 2 ft,,33,27
126,2,9:00.0,Offensive rebound by C. Joseph,,33,27
127,2,8:59.0,A. Tolliver misses 3-pt jump shot from 25 ft,,33,27
128,2,8:59.0,,Defensive rebound by C. White,33,27
129,2,8:50.0,,S. Harrison makes 2-pt layup from 2 ft (assist by C. White),33,29
130,2,8:38.0,Personal foul by C. White (drawn by C. Joseph),,33,29
131,2,8:38.0,H. Barnes enters the game for H. Giles,,33,29
132,2,8:38.0,B. Bogdanović enters the game for B. Hield,,33,29
133,2,8:38.0,D. Dedmon enters the game for A. Tolliver,,33,29
134,2,8:38.0,,K. Dunn enters the game for S. Harrison,33,29
135,2,8:32.0,Offensive foul by D. Dedmon (drawn by R. Arcidiacono),,33,29
136,2,8:32.0,Turnover by D. Dedmon (offensive foul),,33,29
137,2,8:17.0,,L. Kornet makes 2-pt hook shot from 4 ft (assist by C. Hutchison),33,31
138,2,8:05.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,33,31
139,2,8:05.0,Offensive rebound by Team,,33,31
140,2,8:05.0,,Loose ball foul by C. White (drawn by D. Dedmon),33,31
141,2,8:05.0,D. Fox enters the game for C. Joseph,,33,31
142,2,8:02.0,Offensive foul by B. Bogdanović (drawn by R. Arcidiacono),,33,31
143,2,8:02.0,Turnover by B. Bogdanović (offensive foul),,33,31
144,2,7:53.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,33,31
145,2,7:51.0,,Offensive rebound by L. Kornet,33,31
146,2,7:50.0,,L. Kornet misses 2-pt layup from 1 ft,33,31
147,2,7:48.0,Defensive rebound by H. Barnes,,33,31
148,2,7:42.0,Personal foul by R. Arcidiacono (drawn by D. Dedmon),,33,31
149,2,7:42.0,,C. Felício enters the game for L. Kornet,33,31
150,2,7:42.0,,Z. LaVine enters the game for C. White,33,31
151,2,7:38.0,D. Fox misses 2-pt layup from 3 ft (block by C. Felício),,33,31
152,2,7:37.0,Offensive rebound by K. Bazemore,,33,31
153,2,7:25.0,D. Fox misses 2-pt jump shot from 16 ft,,33,31
154,2,7:22.0,,Defensive rebound by C. Hutchison,33,31
155,2,7:05.0,,C. Hutchison makes 2-pt jump shot from 8 ft (assist by K. Dunn),33,33
156,2,6:52.0,H. Barnes makes 2-pt layup from 5 ft (assist by D. Fox),,35,33
157,2,6:52.0,Shooting foul by R. Arcidiacono (drawn by H. Barnes),,35,33
158,2,6:52.0,,Chicago full timeout,35,33
159,2,6:52.0,N. Bjelica enters the game for K. Bazemore,,35,33
160,2,6:52.0,,T. Satoranský enters the game for R. Arcidiacono,35,33
161,2,6:52.0,,T. Young enters the game for C. Hutchison,35,33
162,2,6:52.0,H. Barnes misses free throw 1 of 1,,35,33
163,2,6:50.0,,Defensive rebound by T. Young,35,33
164,2,6:26.0,,T. Young misses 3-pt jump shot from 24 ft,35,33
165,2,6:23.0,Defensive rebound by D. Dedmon,,35,33
166,2,6:14.0,Personal foul by T. Young (drawn by N. Bjelica),,35,33
167,2,6:14.0,N. Bjelica makes free throw 1 of 2,,36,33
168,2,6:14.0,N. Bjelica makes free throw 2 of 2,,37,33
169,2,6:00.0,,Z. LaVine misses 3-pt jump shot from 29 ft,37,33
170,2,5:57.0,Defensive rebound by D. Dedmon,,37,33
171,2,5:35.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,37,33
172,2,5:32.0,,Defensive rebound by T. Young,37,33
173,2,5:30.0,,Turnover by T. Satoranský (out of bounds lost ball),37,33
174,2,5:30.0,,D. Valentine enters the game for C. Felício,37,33
175,2,5:17.0,D. Fox misses 2-pt jump shot from 14 ft,,37,33
176,2,5:14.0,Offensive rebound by D. Dedmon,,37,33
177,2,5:11.0,H. Barnes misses 3-pt jump shot from 24 ft,,37,33
178,2,5:09.0,,Defensive rebound by T. Young,37,33
179,2,4:46.0,,T. Satoranský misses 3-pt jump shot from 26 ft,37,33
180,2,4:44.0,Defensive rebound by D. Fox,,37,33
181,2,4:40.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Fox),,40,33
182,2,4:38.0,,Chicago full timeout,40,33
183,2,4:26.0,,D. Valentine misses 3-pt jump shot from 26 ft,40,33
184,2,4:26.0,,Offensive rebound by Team,40,33
185,2,4:26.0,Loose ball foul by N. Bjelica (drawn by T. Young),,40,33
186,2,4:25.0,,Turnover by K. Dunn (bad pass; steal by D. Fox),40,33
187,2,4:23.0,D. Fox makes 2-pt dunk from 1 ft,,42,33
188,2,3:58.0,,Turnover by T. Satoranský (bad pass; steal by D. Fox),42,33
189,2,3:50.0,N. Bjelica makes 2-pt layup from 1 ft (assist by D. Fox),,44,33
190,2,3:39.0,,Personal foul by D. Fox (drawn by Z. LaVine),44,33
191,2,3:39.0,,C. Felício enters the game for K. Dunn,44,33
192,2,3:34.0,,Z. LaVine makes 2-pt layup from 1 ft,44,35
193,2,3:34.0,,Shooting foul by D. Dedmon (drawn by Z. LaVine),44,35
194,2,3:34.0,,Z. LaVine makes free throw 1 of 1,44,36
195,2,3:18.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by N. Bjelica),,46,36
196,2,3:03.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by D. Valentine),46,39
197,2,2:57.0,Personal foul by T. Young (drawn by D. Fox),,46,39
198,2,2:57.0,D. Fox makes free throw 1 of 2,,47,39
199,2,2:57.0,H. Giles enters the game for B. Bogdanović,,47,39
200,2,2:57.0,B. Hield enters the game for D. Dedmon,,47,39
201,2,2:57.0,,C. White enters the game for D. Valentine,47,39
202,2,2:57.0,D. Fox makes free throw 2 of 2,,48,39
203,2,2:45.0,,Z. LaVine misses 3-pt jump shot from 26 ft,48,39
204,2,2:43.0,,Turnover by C. Felício (bad pass; steal by H. Barnes),48,39
205,2,2:43.0,,Offensive rebound by C. Felício,48,39
206,2,2:18.0,Offensive foul by D. Fox (drawn by C. White),,48,39
207,2,2:18.0,Turnover by D. Fox (offensive foul),,48,39
208,2,2:18.0,C. Joseph enters the game for D. Fox,,48,39
209,2,1:57.0,,Turnover by Z. LaVine (traveling),48,39
210,2,1:39.0,Turnover by H. Barnes (traveling),,48,39
211,2,1:29.0,,T. Satoranský misses 2-pt layup from 5 ft (block by H. Giles),48,39
212,2,1:29.0,,Offensive rebound by T. Satoranský,48,39
213,2,1:29.0,,Personal foul by H. Giles (drawn by T. Satoranský),48,39
214,2,1:29.0,,T. Satoranský misses free throw 1 of 2,48,39
215,2,1:29.0,,Offensive rebound by Team,48,39
216,2,1:29.0,Sacramento full timeout,,48,39
217,2,1:29.0,,T. Satoranský makes free throw 2 of 2,48,40
218,2,1:19.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by H. Barnes),,51,40
219,2,0:54.0,,T. Satoranský makes 2-pt jump shot from 3 ft,51,42
220,2,0:37.0,B. Hield makes 3-pt jump shot from 23 ft (assist by C. Joseph),,54,42
221,2,0:30.0,,T. Young misses 3-pt jump shot from 23 ft,54,42
222,2,0:26.0,,Offensive rebound by T. Young,54,42
223,2,0:23.0,,C. White misses 3-pt jump shot from 23 ft,54,42
224,2,0:21.0,,Offensive rebound by T. Young,54,42
225,2,0:21.0,,T. Young makes 2-pt layup at rim,54,44
226,2,0:00.0,B. Hield misses 3-pt jump shot from 29 ft,,54,44
227,2,0:00.0,Offensive rebound by Team,,54,44
228,3,11:47.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),54,46
229,3,11:22.0,H. Barnes makes 2-pt layup from 3 ft,,56,46
230,3,10:59.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by K. Dunn),56,49
231,3,10:40.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,56,49
232,3,10:36.0,,Defensive rebound by K. Dunn,56,49
233,3,10:27.0,,Z. LaVine makes 3-pt jump shot from 25 ft,56,52
234,3,10:16.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,56,52
235,3,10:13.0,,Defensive rebound by C. Felício,56,52
236,3,10:11.0,,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),56,54
237,3,10:11.0,Sacramento full timeout,,56,54
238,3,10:04.0,Personal foul by K. Dunn (drawn by D. Fox),,56,54
239,3,9:50.0,Turnover by D. Fox (lost ball; steal by K. Dunn),,56,54
240,3,9:45.0,,K. Dunn makes 2-pt layup from 1 ft,56,56
241,3,9:33.0,D. Fox misses 2-pt dunk from 1 ft,,56,56
242,3,9:30.0,,Defensive rebound by T. Satoranský,56,56
243,3,9:15.0,,Z. LaVine misses 3-pt jump shot from 23 ft,56,56
244,3,9:12.0,Defensive rebound by D. Fox,,56,56
245,3,9:01.0,N. Bjelica misses 2-pt hook shot from 3 ft (block by T. Young),,56,56
246,3,8:57.0,Offensive rebound by N. Bjelica,,56,56
247,3,8:57.0,N. Bjelica misses 2-pt layup at rim,,56,56
248,3,8:57.0,Offensive rebound by N. Bjelica,,56,56
249,3,8:51.0,Turnover by D. Dedmon (lost ball),,56,56
250,3,8:51.0,Loose ball foul by D. Dedmon (drawn by T. Young),,56,56
251,3,8:51.0,H. Giles enters the game for B. Bogdanović,,56,56
252,3,8:51.0,B. Hield enters the game for D. Dedmon,,56,56
253,3,8:51.0,C. Joseph enters the game for D. Fox,,56,56
254,3,8:38.0,,K. Dunn makes 3-pt jump shot from 23 ft (assist by T. Satoranský),56,59
255,3,8:21.0,B. Hield makes 3-pt jump shot from 27 ft (assist by C. Joseph),,59,59
256,3,8:11.0,,T. Satoranský misses 2-pt layup from 2 ft (block by B. Hield),59,59
257,3,8:11.0,Defensive rebound by Team,,59,59
258,3,7:54.0,B. Hield misses 2-pt jump shot from 7 ft,,59,59
259,3,7:52.0,,Defensive rebound by Z. LaVine,59,59
260,3,7:36.0,,Turnover by Z. LaVine (lost ball; steal by N. Bjelica),59,59
261,3,7:23.0,H. Giles misses 2-pt jump shot from 21 ft,,59,59
262,3,7:18.0,,Defensive rebound by T. Young,59,59
263,3,7:04.0,,T. Satoranský misses 3-pt jump shot from 23 ft,59,59
264,3,6:59.0,Defensive rebound by B. Hield,,59,59
265,3,6:51.0,B. Hield makes 2-pt jump shot from 17 ft (assist by N. Bjelica),,61,59
266,3,6:23.0,,T. Young makes 2-pt layup from 2 ft (assist by T. Satoranský),61,61
267,3,6:01.0,H. Barnes misses 3-pt jump shot from 26 ft,,61,61
268,3,5:58.0,Offensive rebound by B. Hield,,61,61
269,3,5:57.0,B. Hield makes 3-pt jump shot from 23 ft,,64,61
270,3,5:41.0,,Z. LaVine misses 2-pt jump shot from 19 ft,64,61
271,3,5:38.0,Defensive rebound by B. Hield,,64,61
272,3,5:30.0,C. Joseph makes 3-pt jump shot from 26 ft (assist by B. Hield),,67,61
273,3,5:30.0,,Chicago full timeout,67,61
274,3,5:30.0,K. Bazemore enters the game for H. Barnes,,67,61
275,3,5:30.0,,C. Hutchison enters the game for K. Dunn,67,61
276,3,5:30.0,,L. Kornet enters the game for C. Felício,67,61
277,3,5:30.0,,C. White enters the game for T. Satoranský,67,61
278,3,5:05.0,,L. Kornet makes 2-pt layup from 1 ft (assist by C. Hutchison),67,63
279,3,4:50.0,B. Hield misses 3-pt jump shot from 26 ft,,67,63
280,3,4:48.0,,Defensive rebound by T. Young,67,63
281,3,4:40.0,,Offensive foul by Z. LaVine (drawn by C. Joseph),67,63
282,3,4:40.0,,Turnover by Z. LaVine (offensive foul),67,63
283,3,4:25.0,H. Giles misses 2-pt layup from 5 ft,,67,63
284,3,4:22.0,,Defensive rebound by Z. LaVine,67,63
285,3,4:18.0,,L. Kornet misses 3-pt jump shot from 27 ft,67,63
286,3,4:15.0,Defensive rebound by B. Hield,,67,63
287,3,3:53.0,K. Bazemore misses 3-pt jump shot from 26 ft,,67,63
288,3,3:50.0,,Defensive rebound by Z. LaVine,67,63
289,3,3:43.0,,C. White misses 3-pt jump shot from 23 ft (block by K. Bazemore),67,63
290,3,3:42.0,,Offensive rebound by Team,67,63
291,3,3:37.0,,C. Hutchison makes 2-pt dunk at rim (assist by L. Kornet),67,65
292,3,3:23.0,Offensive foul by K. Bazemore (drawn by T. Young),,67,65
293,3,3:23.0,Turnover by K. Bazemore (offensive foul),,67,65
294,3,3:23.0,,D. Valentine enters the game for T. Young,67,65
295,3,3:06.0,,Z. LaVine misses 2-pt layup from 3 ft (block by C. Joseph),67,65
296,3,3:03.0,Defensive rebound by N. Bjelica,,67,65
297,3,3:00.0,Turnover by B. Hield (lost ball; steal by D. Valentine),,67,65
298,3,2:58.0,,Z. LaVine makes 2-pt dunk at rim (assist by D. Valentine),67,67
299,3,2:34.0,Shooting foul by Z. LaVine (drawn by K. Bazemore),,67,67
300,3,2:34.0,K. Bazemore misses free throw 1 of 2,,67,67
301,3,2:34.0,Offensive rebound by Team,,67,67
302,3,2:34.0,D. Fox enters the game for H. Giles,,67,67
303,3,2:34.0,,R. Arcidiacono enters the game for Z. LaVine,67,67
304,3,2:34.0,K. Bazemore makes free throw 2 of 2,,68,67
305,3,2:20.0,,D. Valentine makes 2-pt jump shot from 9 ft (assist by C. White),68,69
306,3,2:05.0,N. Bjelica misses 3-pt jump shot from 29 ft,,68,69
307,3,2:02.0,,Defensive rebound by C. Hutchison,68,69
308,3,1:51.0,,C. White misses 3-pt jump shot from 26 ft,68,69
309,3,1:48.0,Defensive rebound by C. Joseph,,68,69
310,3,1:41.0,K. Bazemore misses 3-pt jump shot from 23 ft,,68,69
311,3,1:37.0,,Defensive rebound by R. Arcidiacono,68,69
312,3,1:29.0,,Turnover by D. Valentine (bad pass),68,69
313,3,1:17.0,D. Fox makes 2-pt layup from 2 ft,,70,69
314,3,0:53.0,,L. Kornet misses 3-pt jump shot from 23 ft,70,69
315,3,0:51.0,Defensive rebound by D. Fox,,70,69
316,3,0:48.0,B. Hield makes 3-pt jump shot from 28 ft (assist by C. Joseph),,73,69
317,3,0:30.0,,L. Kornet misses 3-pt jump shot from 26 ft,73,69
318,3,0:27.0,Defensive rebound by K. Bazemore,,73,69
319,3,0:07.0,D. Fox makes 2-pt layup from 2 ft,,75,69
320,3,0:00.0,,D. Valentine misses 3-pt jump shot from 25 ft,75,69
321,3,0:00.0,,Offensive rebound by Team,75,69
322,4,11:44.0,Turnover by D. Dedmon (bad pass; steal by K. Dunn),,75,69
323,4,11:44.0,,Personal foul by D. Dedmon (drawn by C. White),75,69
324,4,11:44.0,N. Bjelica enters the game for D. Dedmon,,75,69
325,4,11:33.0,,D. Valentine misses 2-pt jump shot from 7 ft,75,69
326,4,11:31.0,Defensive rebound by N. Bjelica,,75,69
327,4,11:15.0,Shooting foul by K. Dunn (drawn by D. Fox),,75,69
328,4,11:15.0,D. Fox misses free throw 1 of 2,,75,69
329,4,11:15.0,Offensive rebound by Team,,75,69
330,4,11:15.0,B. Bogdanović enters the game for C. Joseph,,75,69
331,4,11:15.0,D. Fox makes free throw 2 of 2,,76,69
332,4,10:58.0,,Turnover by C. Hutchison (bad pass; steal by D. Fox),76,69
333,4,10:52.0,D. Fox misses 2-pt layup from 4 ft,,76,69
334,4,10:51.0,,Defensive rebound by Team,76,69
335,4,10:26.0,,L. Kornet misses 2-pt jump shot from 23 ft,76,69
336,4,10:23.0,,Offensive rebound by C. Hutchison,76,69
337,4,10:21.0,,C. Hutchison makes 2-pt layup from 2 ft,76,71
338,4,9:59.0,H. Barnes makes 2-pt layup from 1 ft (assist by D. Fox),,78,71
339,4,9:59.0,Shooting foul by K. Dunn (drawn by H. Barnes),,78,71
340,4,9:59.0,H. Barnes makes free throw 1 of 1,,79,71
341,4,9:49.0,,Personal foul by B. Hield (drawn by C. White),79,71
342,4,9:49.0,,C. Felício enters the game for L. Kornet,79,71
343,4,9:37.0,,Turnover by K. Dunn (bad pass),79,71
344,4,9:27.0,Turnover by D. Fox (lost ball; steal by C. Hutchison),,79,71
345,4,9:22.0,,K. Dunn misses 2-pt layup from 2 ft (block by N. Bjelica),79,71
346,4,9:20.0,Defensive rebound by B. Hield,,79,71
347,4,9:17.0,Shooting foul by D. Valentine (drawn by D. Fox),,79,71
348,4,9:17.0,D. Fox makes free throw 1 of 2,,80,71
349,4,9:17.0,K. Bazemore enters the game for N. Bjelica,,80,71
350,4,9:17.0,H. Giles enters the game for B. Hield,,80,71
351,4,9:17.0,,Z. LaVine enters the game for D. Valentine,80,71
352,4,9:17.0,D. Fox makes free throw 2 of 2,,81,71
353,4,9:07.0,,Offensive foul by C. White (drawn by D. Fox),81,71
354,4,9:07.0,,Turnover by C. White (offensive foul),81,71
355,4,8:58.0,D. Fox misses 3-pt jump shot from 26 ft,,81,71
356,4,8:53.0,,Defensive rebound by C. Felício,81,71
357,4,8:48.0,,Personal foul by K. Bazemore (drawn by Z. LaVine),81,71
358,4,8:48.0,C. Joseph enters the game for D. Fox,,81,71
359,4,8:40.0,,C. Hutchison makes 2-pt layup from 5 ft (assist by K. Dunn),81,73
360,4,8:30.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,81,73
361,4,8:27.0,,Defensive rebound by C. Felício,81,73
362,4,8:18.0,,C. Hutchison misses 3-pt jump shot from 26 ft,81,73
363,4,8:15.0,Defensive rebound by H. Giles,,81,73
364,4,8:00.0,Shooting foul by Z. LaVine (drawn by H. Barnes),,81,73
365,4,8:00.0,H. Barnes makes free throw 1 of 2,,82,73
366,4,8:00.0,,T. Satoranský enters the game for C. Hutchison,82,73
367,4,8:00.0,H. Barnes makes free throw 2 of 2,,83,73
368,4,7:41.0,,Turnover by T. Satoranský (bad pass; steal by H. Giles),83,73
369,4,7:37.0,C. Joseph misses 3-pt jump shot from 27 ft,,83,73
370,4,7:32.0,,Defensive rebound by K. Dunn,83,73
371,4,7:25.0,,C. White misses 3-pt jump shot from 23 ft,83,73
372,4,7:22.0,Defensive rebound by K. Bazemore,,83,73
373,4,7:02.0,B. Bogdanović makes 2-pt layup from 3 ft,,85,73
374,4,6:44.0,,Shooting foul by H. Giles (drawn by C. White),85,73
375,4,6:44.0,,Chicago full timeout,85,73
376,4,6:44.0,,T. Young enters the game for C. Felício,85,73
377,4,6:44.0,,C. White makes free throw 1 of 2,85,74
378,4,6:44.0,,C. White makes free throw 2 of 2,85,75
379,4,6:26.0,H. Barnes misses 2-pt jump shot from 8 ft,,85,75
380,4,6:24.0,,Defensive rebound by Z. LaVine,85,75
381,4,6:03.0,,Turnover by Team (shot clock),85,75
382,4,6:03.0,,C. Hutchison enters the game for K. Dunn,85,75
