,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
374,3,1:08.0,,Defensive rebound by N. Vonleh,96,82
375,3,1:04.0,,Turnover by J. Okogie (bad pass; steal by E. İlyasova),96,82
376,3,0:49.0,D. DiVincenzo makes 3-pt jump shot from 26 ft,,99,82
377,3,0:33.0,,S. Napier misses 3-pt jump shot from 25 ft,99,82
378,3,0:30.0,Defensive rebound by P. Connaughton,,99,82
379,3,0:18.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by G. Hill),,102,82
380,3,0:03.0,,N. Vonleh misses 3-pt jump shot from 25 ft,102,82
381,3,0:01.0,Defensive rebound by P. Connaughton,,102,82
382,3,0:00.0,E. İlyasova misses 3-pt jump shot from 41 ft,,102,82
383,3,0:00.0,Offensive rebound by Team,,102,82
384,4,11:48.0,D. DiVincenzo misses 2-pt jump shot from 11 ft,,102,82
385,4,11:46.0,,Defensive rebound by J. Bell,102,82
386,4,11:45.0,,Turnover by J. Bell (bad pass),102,82
387,4,11:45.0,K. Middleton enters the game for D. DiVincenzo,,102,82
388,4,11:35.0,K. Korver misses 2-pt jump shot from 10 ft,,102,82
389,4,11:32.0,,Defensive rebound by J. Teague,102,82
390,4,11:21.0,Violation by Team (kicked ball),,102,82
391,4,11:21.0,E. Bledsoe enters the game for G. Hill,,102,82
392,4,11:13.0,,Personal foul by G. Antetokounmpo (drawn by A. Wiggins),102,82
393,4,11:09.0,,A. Wiggins misses 3-pt jump shot from 26 ft,102,82
394,4,11:05.0,Defensive rebound by E. Bledsoe,,102,82
395,4,11:04.0,Personal foul by A. Wiggins (drawn by G. Antetokounmpo),,102,82
396,4,11:04.0,B. Lopez enters the game for R. Lopez,,102,82
397,4,10:57.0,Shooting foul by J. Teague (drawn by E. Bledsoe),,102,82
398,4,10:57.0,E. Bledsoe makes free throw 1 of 3,,103,82
399,4,10:57.0,E. Bledsoe makes free throw 2 of 3,,104,82
400,4,10:57.0,E. Bledsoe misses free throw 3 of 3,,104,82
401,4,10:54.0,,Defensive rebound by A. Wiggins,104,82
402,4,10:46.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. Bell),104,85
403,4,10:35.0,E. Bledsoe misses 2-pt layup from 3 ft,,104,85
404,4,10:35.0,,Defensive rebound by Team,104,85
405,4,10:25.0,,J. Teague makes 2-pt layup from 2 ft,104,87
406,4,10:25.0,Violation by Team (def goaltending),,104,87
407,4,10:17.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,106,87
408,4,10:08.0,,A. Wiggins misses 2-pt jump shot from 4 ft (block by B. Lopez),106,87
409,4,10:06.0,,Offensive rebound by Team,106,87
410,4,9:57.0,,Shooting foul by B. Lopez (drawn by A. Wiggins),106,87
411,4,9:57.0,,A. Wiggins misses free throw 1 of 2,106,87
412,4,9:57.0,,Offensive rebound by Team,106,87
413,4,9:57.0,,A. Wiggins makes free throw 2 of 2,106,88
414,4,9:52.0,Shooting foul by J. Teague (drawn by E. Bledsoe),,106,88
415,4,9:52.0,Technical foul by J. Bell,,106,88
416,4,9:52.0,K. Korver misses technical free throw,,106,88
417,4,9:52.0,Offensive rebound by Team,,106,88
418,4,9:52.0,E. Bledsoe makes free throw 1 of 2,,107,88
419,4,9:52.0,,R. Covington enters the game for J. Teague,107,88
420,4,9:52.0,E. Bledsoe makes free throw 2 of 2,,108,88
421,4,9:43.0,,A. Wiggins makes 2-pt jump shot from 18 ft,108,90
422,4,9:29.0,K. Middleton misses 3-pt jump shot from 25 ft,,108,90
423,4,9:25.0,Offensive rebound by B. Lopez,,108,90
424,4,9:23.0,K. Korver makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,111,90
425,4,9:10.0,,J. Bell makes 2-pt layup from 1 ft (assist by S. Napier),111,92
426,4,9:01.0,Shooting foul by A. Wiggins (drawn by G. Antetokounmpo),,111,92
427,4,9:01.0,,Minnesota full timeout,111,92
428,4,9:01.0,,T. Graham enters the game for J. Culver,111,92
429,4,9:01.0,G. Antetokounmpo misses free throw 1 of 2,,111,92
430,4,9:01.0,Offensive rebound by Team,,111,92
431,4,9:01.0,G. Antetokounmpo makes free throw 2 of 2,,112,92
432,4,8:40.0,,J. Bell makes 2-pt layup from 3 ft (assist by R. Covington),112,94
433,4,8:29.0,K. Middleton misses 2-pt jump shot from 10 ft,,112,94
434,4,8:26.0,,Defensive rebound by R. Covington,112,94
435,4,8:18.0,,A. Wiggins misses 2-pt jump shot from 16 ft,112,94
436,4,8:17.0,Defensive rebound by G. Antetokounmpo,,112,94
437,4,8:10.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,114,94
438,4,7:54.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by J. Bell),114,96
439,4,7:36.0,Turnover by E. Bledsoe (bad pass; steal by S. Napier),,114,96
440,4,7:28.0,,Turnover by J. Bell (lost ball; steal by K. Middleton),114,96
441,4,7:27.0,Personal foul by R. Covington (drawn by K. Middleton),,114,96
442,4,7:27.0,K. Middleton makes free throw 1 of 2,,115,96
443,4,7:27.0,D. DiVincenzo enters the game for G. Antetokounmpo,,115,96
444,4,7:27.0,E. İlyasova enters the game for E. Bledsoe,,115,96
445,4,7:27.0,,G. Dieng enters the game for J. Bell,115,96
446,4,7:27.0,,J. Layman enters the game for S. Napier,115,96
447,4,7:27.0,K. Middleton makes free throw 2 of 2,,116,96
448,4,7:15.0,,A. Wiggins misses 2-pt layup from 1 ft,116,96
449,4,7:12.0,Defensive rebound by E. İlyasova,,116,96
450,4,7:03.0,D. DiVincenzo makes 2-pt layup from 2 ft,,118,96
451,4,6:49.0,,A. Wiggins misses 2-pt layup from 4 ft,118,96
452,4,6:49.0,,Offensive rebound by A. Wiggins,118,96
453,4,6:45.0,,T. Graham misses 3-pt jump shot from 24 ft,118,96
454,4,6:42.0,Defensive rebound by K. Middleton,,118,96
455,4,6:39.0,K. Middleton makes 3-pt jump shot from 27 ft,,121,96
456,4,6:38.0,,Minnesota full timeout,121,96
457,4,6:38.0,R. Lopez enters the game for E. İlyasova,,121,96
458,4,6:38.0,W. Matthews enters the game for B. Lopez,,121,96
459,4,6:38.0,D. Wilson enters the game for K. Middleton,,121,96
460,4,6:38.0,,J. Culver enters the game for R. Covington,121,96
461,4,6:38.0,,J. Okogie enters the game for A. Wiggins,121,96
462,4,6:14.0,,J. Culver misses 2-pt layup from 4 ft,121,96
463,4,6:14.0,,Offensive rebound by G. Dieng,121,96
464,4,6:13.0,,G. Dieng misses 2-pt layup from 1 ft,121,96
465,4,6:13.0,,Offensive rebound by G. Dieng,121,96
466,4,6:08.0,,G. Dieng misses 2-pt layup from 2 ft,121,96
467,4,6:06.0,Defensive rebound by W. Matthews,,121,96
468,4,6:00.0,K. Korver misses 3-pt jump shot from 26 ft,,121,96
469,4,5:58.0,,Defensive rebound by J. Okogie,121,96
470,4,5:49.0,,J. Layman misses 3-pt jump shot from 25 ft,121,96
471,4,5:46.0,Defensive rebound by D. Wilson,,121,96
472,4,5:37.0,D. Wilson misses 3-pt jump shot from 26 ft,,121,96
473,4,5:33.0,,Defensive rebound by J. Layman,121,96
474,4,5:28.0,,J. Layman misses 2-pt layup from 2 ft,121,96
475,4,5:28.0,,Offensive rebound by Team,121,96
476,4,5:26.0,,J. Culver misses 3-pt jump shot from 26 ft,121,96
477,4,5:22.0,Defensive rebound by D. Wilson,,121,96
478,4,5:06.0,D. DiVincenzo makes 2-pt layup from 1 ft,,123,96
479,4,4:52.0,,J. Culver misses 2-pt jump shot from 20 ft,123,96
480,4,4:50.0,Defensive rebound by K. Korver,,123,96
481,4,4:43.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Wilson),,126,96
482,4,4:43.0,,Minnesota full timeout,126,96
483,4,4:26.0,,J. Layman misses 2-pt layup from 4 ft,126,96
484,4,4:24.0,Defensive rebound by R. Lopez,,126,96
485,4,4:14.0,D. DiVincenzo misses 2-pt jump shot from 16 ft,,126,96
486,4,4:11.0,,Defensive rebound by T. Graham,126,96
487,4,3:58.0,,G. Dieng makes 2-pt layup from 3 ft,126,98
488,4,3:38.0,Shooting foul by G. Dieng (drawn by R. Lopez),,126,98
489,4,3:38.0,R. Lopez misses free throw 1 of 2,,126,98
490,4,3:38.0,Offensive rebound by Team,,126,98
491,4,3:38.0,S. Brown enters the game for D. DiVincenzo,,126,98
492,4,3:38.0,P. Connaughton enters the game for W. Matthews,,126,98
493,4,3:38.0,R. Lopez makes free throw 2 of 2,,127,98
494,4,3:25.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by T. Graham),127,100
495,4,3:01.0,Turnover by D. Wilson (traveling),,127,100
496,4,3:01.0,,N. Vonleh enters the game for G. Dieng,127,100
497,4,2:48.0,,T. Graham misses 2-pt layup from 1 ft,127,100
498,4,2:46.0,,Offensive rebound by J. Layman,127,100
499,4,2:35.0,,J. Layman misses 2-pt layup from 1 ft,127,100
500,4,2:34.0,,Offensive rebound by N. Vonleh,127,100
501,4,2:30.0,,T. Graham misses 3-pt jump shot from 25 ft,127,100
502,4,2:26.0,Defensive rebound by S. Brown,,127,100
503,4,2:18.0,Turnover by K. Korver (bad pass),,127,100
504,4,2:18.0,D. DiVincenzo enters the game for K. Korver,,127,100
505,4,2:06.0,,J. Okogie misses 3-pt jump shot from 25 ft,127,100
506,4,2:03.0,Defensive rebound by D. DiVincenzo,,127,100
507,4,1:58.0,D. DiVincenzo misses 2-pt jump shot from 14 ft,,127,100
508,4,1:55.0,Offensive rebound by R. Lopez,,127,100
509,4,1:54.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by R. Lopez),,130,100
510,4,1:42.0,,J. Culver misses 2-pt jump shot from 15 ft,130,100
511,4,1:39.0,Defensive rebound by P. Connaughton,,130,100
512,4,1:25.0,D. Wilson makes 2-pt dunk from 1 ft (assist by D. DiVincenzo),,132,100
513,4,1:06.0,,J. Culver makes 3-pt jump shot from 23 ft,132,103
514,4,1:00.0,Turnover by D. DiVincenzo (bad pass; steal by J. Okogie),,132,103
515,4,0:57.0,,Turnover by J. Okogie (lost ball; steal by D. DiVincenzo),132,103
516,4,0:56.0,Personal foul by J. Layman (drawn by D. DiVincenzo),,132,103
517,4,0:56.0,D. DiVincenzo makes free throw 1 of 2,,133,103
518,4,0:56.0,D. DiVincenzo makes free throw 2 of 2,,134,103
519,4,0:46.0,,J. Culver misses 3-pt jump shot from 25 ft,134,103
520,4,0:45.0,Defensive rebound by Team,,134,103
521,4,0:38.0,D. Wilson misses 3-pt jump shot from 26 ft,,134,103
522,4,0:35.0,,Defensive rebound by J. Okogie,134,103
523,4,0:22.0,,J. Culver makes 3-pt jump shot from 24 ft,134,106
