,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
85,1,3:55.0,Shooting foul by B. Fernando (drawn by R. Gobert),,19,20
86,1,3:55.0,R. Gobert makes free throw 1 of 2,,20,20
87,1,3:55.0,,K. Huerter enters the game for T. Young,20,20
88,1,3:55.0,R. Gobert makes free throw 2 of 2,,21,20
89,1,3:40.0,,K. Huerter makes 2-pt jump shot from 12 ft (assist by B. Fernando),21,22
90,1,3:20.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,21,22
91,1,3:16.0,,Defensive rebound by J. Parker,21,22
92,1,3:11.0,,J. Parker misses 2-pt jump shot from 16 ft,21,22
93,1,3:08.0,Defensive rebound by R. Gobert,,21,22
94,1,2:58.0,J. Green misses 3-pt jump shot from 23 ft,,21,22
95,1,2:54.0,,Defensive rebound by A. Crabbe,21,22
96,1,2:47.0,,Turnover by J. Parker (bad pass; steal by J. Ingles),21,22
97,1,2:43.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Ingles),,23,22
98,1,2:43.0,,Atlanta full timeout,23,22
99,1,2:43.0,E. Davis enters the game for B. Bogdanović,,23,22
100,1,2:43.0,D. Mitchell enters the game for R. Gobert,,23,22
101,1,2:43.0,G. Niang enters the game for J. Ingles,,23,22
102,1,2:43.0,,C. Reddish enters the game for E. Turner,23,22
103,1,2:27.0,,J. Parker makes 2-pt hook shot from 5 ft,23,24
104,1,2:16.0,Offensive foul by D. Mitchell (drawn by C. Reddish),,23,24
105,1,2:16.0,Turnover by D. Mitchell (offensive foul),,23,24
106,1,2:02.0,,J. Parker makes 2-pt jump shot from 8 ft,23,26
107,1,1:36.0,G. Niang misses 2-pt jump shot from 18 ft,,23,26
108,1,1:33.0,Offensive rebound by E. Davis,,23,26
109,1,1:30.0,J. Green makes 2-pt layup from 6 ft (assist by E. Davis),,25,26
110,1,1:07.0,,B. Fernando makes 2-pt jump shot from 11 ft,25,28
111,1,0:51.0,E. Mudiay misses 2-pt layup from 4 ft,,25,28
112,1,0:50.0,,Defensive rebound by Team,25,28
113,1,0:35.0,,J. Parker makes 2-pt jump shot from 3 ft,25,30
114,1,0:18.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by J. Green),,28,30
115,1,0:00.0,,A. Crabbe misses 2-pt jump shot from 23 ft,28,30
116,1,0:00.0,,Offensive rebound by Team,28,30
117,2,11:44.0,,Turnover by T. Young (bad pass; steal by G. Niang),28,30
118,2,11:40.0,G. Niang makes 2-pt layup from 1 ft,,30,30
119,2,11:29.0,,C. Reddish misses 2-pt jump shot from 12 ft,30,30
120,2,11:25.0,Defensive rebound by E. Mudiay,,30,30
121,2,11:13.0,J. Green misses 2-pt jump shot from 12 ft,,30,30
122,2,11:09.0,,Defensive rebound by B. Fernando,30,30
123,2,11:01.0,,K. Huerter makes 2-pt jump shot from 5 ft,30,32
124,2,10:49.0,Turnover by G. Niang (lost ball; steal by C. Reddish),,30,32
125,2,10:49.0,,Personal foul by G. Niang (drawn by C. Reddish),30,32
126,2,10:49.0,J. Ingles enters the game for E. Mudiay,,30,32
127,2,10:40.0,,Shooting foul by D. Mitchell (drawn by T. Young),30,32
128,2,10:40.0,,T. Young makes free throw 1 of 3,30,33
129,2,10:40.0,,T. Young makes free throw 2 of 3,30,34
130,2,10:40.0,,T. Young misses free throw 3 of 3,30,34
131,2,10:37.0,Defensive rebound by E. Davis,,30,34
132,2,10:23.0,E. Davis misses 2-pt hook shot from 9 ft,,30,34
133,2,10:20.0,,Defensive rebound by T. Young,30,34
134,2,10:17.0,,T. Young makes 3-pt jump shot from 27 ft,30,37
135,2,10:03.0,Def 3 sec tech foul by Team,,30,37
136,2,10:03.0,D. Mitchell makes technical free throw,,31,37
137,2,9:55.0,D. Mitchell misses 3-pt jump shot from 26 ft,,31,37
138,2,9:52.0,,Defensive rebound by K. Huerter,31,37
139,2,9:49.0,,C. Reddish misses 2-pt layup from 2 ft (block by E. Davis),31,37
140,2,9:45.0,Defensive rebound by E. Davis,,31,37
141,2,9:39.0,Shooting foul by B. Fernando (drawn by J. Green),,31,37
142,2,9:39.0,Utah full timeout,,31,37
143,2,9:39.0,,D. Bembry enters the game for B. Fernando,31,37
144,2,9:39.0,,A. Len enters the game for C. Reddish,31,37
145,2,9:39.0,J. Green makes free throw 1 of 2,,32,37
146,2,9:39.0,J. Green misses free throw 2 of 2,,32,37
147,2,9:36.0,,Defensive rebound by D. Hunter,32,37
148,2,9:23.0,,Shooting foul by J. Ingles (drawn by T. Young),32,37
149,2,9:23.0,,T. Young makes free throw 1 of 2,32,38
150,2,9:23.0,B. Bogdanović enters the game for E. Davis,,32,38
151,2,9:23.0,R. Gobert enters the game for D. Mitchell,,32,38
152,2,9:23.0,E. Mudiay enters the game for G. Niang,,32,38
153,2,9:23.0,,T. Young makes free throw 2 of 2,32,39
154,2,9:12.0,B. Bogdanović misses 2-pt dunk from 2 ft (block by D. Bembry),,32,39
155,2,9:08.0,,Defensive rebound by T. Young,32,39
156,2,9:05.0,,K. Huerter misses 3-pt jump shot from 23 ft,32,39
157,2,9:02.0,Defensive rebound by J. Green,,32,39
158,2,8:53.0,J. Green makes 2-pt layup from 1 ft (assist by B. Bogdanović),,34,39
159,2,8:29.0,,D. Hunter misses 2-pt jump shot from 14 ft,34,39
160,2,8:27.0,Defensive rebound by B. Bogdanović,,34,39
161,2,8:22.0,Personal foul by T. Young (drawn by E. Mudiay),,34,39
162,2,8:13.0,Personal foul by K. Huerter (drawn by R. Gobert),,34,39
163,2,8:07.0,Turnover by R. Gobert (bad pass; steal by K. Huerter),,34,39
164,2,8:02.0,,K. Huerter misses 2-pt dunk from 3 ft,34,39
165,2,8:00.0,Defensive rebound by E. Mudiay,,34,39
166,2,7:44.0,E. Mudiay misses 3-pt jump shot from 25 ft,,34,39
167,2,7:40.0,,Defensive rebound by T. Young,34,39
168,2,7:31.0,,D. Hunter makes 3-pt jump shot from 26 ft (assist by T. Young),34,42
169,2,7:08.0,E. Mudiay misses 2-pt layup from 1 ft,,34,42
170,2,7:06.0,,Defensive rebound by A. Len,34,42
171,2,6:59.0,,T. Young misses 2-pt layup from 3 ft (block by R. Gobert),34,42
172,2,6:58.0,,Offensive rebound by Team,34,42
173,2,6:58.0,R. O'Neale enters the game for J. Green,,34,42
174,2,6:52.0,,Turnover by A. Len (off goaltending),34,42
175,2,6:30.0,J. Ingles makes 2-pt layup from 2 ft,,36,42
176,2,6:12.0,,Turnover by K. Huerter (bad pass; steal by R. O'Neale),36,42
177,2,6:07.0,Shooting foul by K. Huerter (drawn by R. Gobert),,36,42
178,2,6:07.0,R. Gobert misses free throw 1 of 2,,36,42
179,2,6:07.0,Offensive rebound by Team,,36,42
180,2,6:07.0,D. Mitchell enters the game for J. Ingles,,36,42
181,2,6:07.0,G. Niang enters the game for E. Mudiay,,36,42
182,2,6:07.0,,A. Crabbe enters the game for K. Huerter,36,42
183,2,6:07.0,,C. Reddish enters the game for D. Hunter,36,42
184,2,6:07.0,R. Gobert makes free throw 2 of 2,,37,42
185,2,5:53.0,,C. Reddish makes 2-pt layup from 2 ft (assist by A. Crabbe),37,44
186,2,5:49.0,Turnover by B. Bogdanović (traveling),,37,44
187,2,5:49.0,,J. Parker enters the game for D. Bembry,37,44
188,2,5:40.0,,T. Young makes 2-pt jump shot from 10 ft (assist by A. Len),37,46
189,2,5:26.0,D. Mitchell makes 2-pt jump shot from 10 ft,,39,46
190,2,5:16.0,,T. Young makes 2-pt jump shot from 15 ft,39,48
191,2,4:56.0,D. Mitchell misses 2-pt jump shot from 8 ft,,39,48
192,2,4:53.0,,Defensive rebound by A. Len,39,48
193,2,4:42.0,,A. Len makes 2-pt layup from 3 ft (assist by J. Parker),39,50
194,2,4:25.0,R. O'Neale misses 2-pt dunk from 1 ft,,39,50
195,2,4:23.0,,Defensive rebound by C. Reddish,39,50
196,2,4:20.0,,Turnover by C. Reddish (bad pass),39,50
197,2,3:58.0,B. Bogdanović makes 3-pt jump shot from 25 ft,,42,50
198,2,3:44.0,,T. Young misses 3-pt jump shot from 26 ft,42,50
199,2,3:41.0,Defensive rebound by G. Niang,,42,50
200,2,3:33.0,G. Niang makes 2-pt hook shot from 5 ft,,44,50
201,2,3:32.0,,Atlanta full timeout,44,50
202,2,3:32.0,J. Ingles enters the game for G. Niang,,44,50
203,2,3:32.0,,B. Fernando enters the game for A. Len,44,50
204,2,3:32.0,,D. Hunter enters the game for C. Reddish,44,50
205,2,3:15.0,,Turnover by T. Young (bad pass),44,50
206,2,3:01.0,Turnover by D. Mitchell (traveling),,44,50
207,2,2:49.0,,Turnover by B. Fernando (bad pass),44,50
208,2,2:41.0,Personal foul by D. Hunter (drawn by R. Gobert),,44,50
209,2,2:41.0,R. Gobert makes free throw 1 of 2,,45,50
210,2,2:41.0,,K. Huerter enters the game for B. Fernando,45,50
211,2,2:41.0,,C. Reddish enters the game for D. Hunter,45,50
212,2,2:41.0,R. Gobert misses free throw 2 of 2,,45,50
213,2,2:37.0,,Defensive rebound by J. Parker,45,50
214,2,2:31.0,,J. Parker makes 2-pt dunk from 1 ft (assist by T. Young),45,52
215,2,2:19.0,D. Mitchell misses 3-pt jump shot from 26 ft,,45,52
216,2,2:15.0,Offensive rebound by J. Ingles,,45,52
217,2,2:11.0,D. Mitchell makes 2-pt jump shot from 8 ft,,47,52
218,2,2:05.0,,K. Huerter misses 3-pt jump shot from 25 ft,47,52
219,2,2:02.0,Defensive rebound by D. Mitchell,,47,52
220,2,1:51.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,50,52
221,2,1:30.0,,C. Reddish makes 2-pt jump shot from 22 ft (assist by J. Parker),50,54
222,2,1:19.0,Personal foul by T. Young (drawn by D. Mitchell),,50,54
223,2,1:19.0,D. Mitchell makes free throw 1 of 2,,51,54
224,2,1:19.0,,D. Bembry enters the game for A. Crabbe,51,54
225,2,1:19.0,D. Mitchell makes free throw 2 of 2,,52,54
226,2,1:12.0,,Personal foul by R. O'Neale (drawn by T. Young),52,54
227,2,1:12.0,G. Niang enters the game for R. O'Neale,,52,54
228,2,0:56.0,,K. Huerter misses 3-pt jump shot from 26 ft,52,54
229,2,0:53.0,Defensive rebound by J. Ingles,,52,54
230,2,0:37.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,52,54
231,2,0:34.0,,Defensive rebound by J. Parker,52,54
232,2,0:27.0,,D. Bembry makes 2-pt layup from 2 ft (assist by K. Huerter),52,56
233,2,0:06.0,D. Mitchell misses 3-pt jump shot from 26 ft,,52,56
234,2,0:02.0,,Defensive rebound by K. Huerter,52,56
235,2,0:00.0,,T. Young misses 2-pt layup from 5 ft,52,56
236,2,0:00.0,,Offensive rebound by Team,52,56
237,3,11:43.0,,Turnover by D. Hunter (bad pass; steal by R. O'Neale),52,56
238,3,11:32.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,54,56
239,3,11:20.0,,T. Young misses 2-pt layup from 1 ft,54,56
240,3,11:17.0,Defensive rebound by R. Gobert,,54,56
241,3,11:08.0,Turnover by B. Bogdanović (bad pass; steal by T. Young),,54,56
242,3,11:04.0,,T. Young misses 2-pt jump shot from 4 ft,54,56
243,3,11:01.0,Defensive rebound by B. Bogdanović,,54,56
244,3,10:57.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,54,56
245,3,10:57.0,,Defensive rebound by Team,54,56
246,3,10:43.0,,C. Reddish misses 3-pt jump shot from 25 ft,54,56
247,3,10:39.0,Defensive rebound by R. Gobert,,54,56
248,3,10:29.0,D. Mitchell misses 2-pt jump shot from 16 ft,,54,56
249,3,10:26.0,,Defensive rebound by B. Fernando,54,56
250,3,10:16.0,,C. Reddish makes 3-pt jump shot from 26 ft (assist by T. Young),54,59
251,3,10:00.0,Shooting foul by B. Fernando (drawn by R. Gobert),,54,59
252,3,10:00.0,R. Gobert makes free throw 1 of 2,,55,59
253,3,10:00.0,R. Gobert makes free throw 2 of 2,,56,59
254,3,9:47.0,,T. Young misses 2-pt jump shot from 13 ft,56,59
255,3,9:43.0,Defensive rebound by R. Gobert,,56,59
256,3,9:36.0,Shooting foul by B. Fernando (drawn by J. Ingles),,56,59
257,3,9:36.0,J. Ingles makes free throw 1 of 2,,57,59
258,3,9:36.0,,A. Len enters the game for B. Fernando,57,59
259,3,9:36.0,J. Ingles makes free throw 2 of 2,,58,59
260,3,9:16.0,,C. Reddish misses 2-pt layup from 2 ft,58,59
261,3,9:14.0,Defensive rebound by R. O'Neale,,58,59
262,3,9:09.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,58,59
263,3,9:05.0,,Defensive rebound by A. Len,58,59
264,3,9:01.0,,Personal foul by D. Mitchell (drawn by T. Young),58,59
265,3,8:54.0,,Turnover by A. Len (bad pass; steal by J. Ingles),58,59
266,3,8:50.0,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),,60,59
267,3,8:50.0,,Atlanta full timeout,60,59
268,3,8:35.0,,D. Hunter makes 2-pt dunk at rim (assist by T. Young),60,61
269,3,8:25.0,Personal foul by D. Hunter (drawn by R. Gobert),,60,61
270,3,8:25.0,,D. Bembry enters the game for D. Hunter,60,61
271,3,8:17.0,Shooting foul by A. Len (drawn by B. Bogdanović),,60,61
272,3,8:17.0,B. Bogdanović makes free throw 1 of 2,,61,61
273,3,8:17.0,B. Bogdanović makes free throw 2 of 2,,62,61
274,3,8:04.0,,Shooting foul by J. Ingles (drawn by T. Young),62,61
275,3,8:04.0,,T. Young misses free throw 1 of 2,62,61
276,3,8:04.0,,Offensive rebound by Team,62,61
277,3,8:04.0,,T. Young makes free throw 2 of 2,62,62
278,3,7:51.0,Shooting foul by K. Huerter (drawn by R. Gobert),,62,62
279,3,7:51.0,R. Gobert makes free throw 1 of 2,,63,62
280,3,7:51.0,R. Gobert misses free throw 2 of 2,,63,62
281,3,7:49.0,,Defensive rebound by A. Len,63,62
282,3,7:35.0,,K. Huerter misses 3-pt jump shot from 30 ft,63,62
283,3,7:31.0,Defensive rebound by D. Mitchell,,63,62
284,3,7:28.0,D. Mitchell makes 2-pt layup from 1 ft,,65,62
285,3,7:18.0,,T. Young misses 3-pt jump shot from 26 ft,65,62
286,3,7:14.0,Defensive rebound by R. O'Neale,,65,62
287,3,7:12.0,B. Bogdanović makes 2-pt dunk from 1 ft (assist by R. O'Neale),,67,62
288,3,6:56.0,,K. Huerter misses 2-pt jump shot from 3 ft,67,62
289,3,6:54.0,Defensive rebound by D. Mitchell,,67,62
290,3,6:50.0,J. Ingles misses 3-pt jump shot from 23 ft,,67,62
291,3,6:46.0,,Defensive rebound by C. Reddish,67,62
292,3,6:41.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by C. Reddish),67,65
293,3,6:25.0,Turnover by B. Bogdanović (bad pass; steal by A. Len),,67,65
294,3,6:19.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),67,67
295,3,6:19.0,Utah full timeout,,67,67
296,3,6:19.0,E. Mudiay enters the game for D. Mitchell,,67,67
297,3,6:19.0,,A. Crabbe enters the game for K. Huerter,67,67
298,3,6:19.0,,J. Parker enters the game for C. Reddish,67,67
299,3,5:58.0,Turnover by J. Ingles (traveling),,67,67
300,3,5:53.0,,A. Crabbe makes 3-pt jump shot from 27 ft (assist by A. Len),67,70
301,3,5:40.0,Personal foul by D. Bembry (drawn by B. Bogdanović),,67,70
302,3,5:40.0,B. Bogdanović makes free throw 1 of 2,,68,70
303,3,5:40.0,B. Bogdanović makes free throw 2 of 2,,69,70
304,3,5:29.0,,A. Crabbe misses 3-pt jump shot from 26 ft,69,70
305,3,5:25.0,,Offensive rebound by J. Parker,69,70
306,3,5:21.0,,J. Parker misses 3-pt jump shot from 27 ft,69,70
307,3,5:18.0,Defensive rebound by R. Gobert,,69,70
308,3,5:05.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by R. Gobert),,71,70
309,3,4:52.0,,Personal foul by J. Ingles (drawn by T. Young),71,70
310,3,4:44.0,,J. Parker makes 2-pt hook shot from 8 ft,71,72
311,3,4:29.0,E. Mudiay misses 2-pt layup from 6 ft,,71,72
312,3,4:27.0,Offensive rebound by E. Mudiay,,71,72
313,3,4:27.0,Shooting foul by A. Len (drawn by R. Gobert),,71,72
314,3,4:27.0,R. Gobert misses free throw 1 of 2,,71,72
315,3,4:27.0,Offensive rebound by Team,,71,72
316,3,4:27.0,,E. Turner enters the game for A. Len,71,72
317,3,4:27.0,R. Gobert makes free throw 2 of 2,,72,72
318,3,4:16.0,,Shooting foul by R. O'Neale (drawn by T. Young),72,72
319,3,4:16.0,,T. Young makes free throw 1 of 2,72,73
320,3,4:16.0,J. Green enters the game for R. O'Neale,,72,73
321,3,4:16.0,,T. Young makes free throw 2 of 2,72,74
322,3,4:04.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),,74,74
323,3,4:04.0,Shooting foul by J. Parker (drawn by R. Gobert),,74,74
324,3,4:04.0,R. Gobert makes free throw 1 of 1,,75,74
325,3,3:52.0,,E. Turner makes 2-pt jump shot from 17 ft (assist by J. Parker),75,76
326,3,3:44.0,Offensive foul by J. Ingles (drawn by D. Bembry),,75,76
327,3,3:44.0,Turnover by J. Ingles (offensive foul),,75,76
328,3,3:44.0,D. Mitchell enters the game for J. Ingles,,75,76
329,3,3:44.0,G. Niang enters the game for E. Mudiay,,75,76
330,3,3:44.0,,K. Huerter enters the game for T. Young,75,76
331,3,3:35.0,,J. Parker misses 2-pt layup from 1 ft,75,76
332,3,3:32.0,Defensive rebound by J. Green,,75,76
333,3,3:30.0,G. Niang misses 3-pt jump shot from 24 ft,,75,76
334,3,3:24.0,,Defensive rebound by D. Bembry,75,76
335,3,3:08.0,,K. Huerter misses 2-pt jump shot from 11 ft,75,76
336,3,3:07.0,,Offensive rebound by J. Parker,75,76
337,3,3:07.0,,J. Parker makes 2-pt layup from 1 ft,75,78
338,3,3:07.0,Utah full timeout,,75,78
339,3,3:07.0,E. Davis enters the game for B. Bogdanović,,75,78
340,3,3:07.0,E. Mudiay enters the game for R. Gobert,,75,78
341,3,2:49.0,G. Niang makes 2-pt layup from 2 ft (assist by D. Mitchell),,77,78
342,3,2:38.0,,D. Bembry makes 2-pt layup from 2 ft (assist by J. Parker),77,80
343,3,2:20.0,D. Mitchell misses 2-pt jump shot from 9 ft,,77,80
344,3,2:14.0,Offensive rebound by D. Mitchell,,77,80
345,3,2:14.0,D. Mitchell makes 2-pt layup at rim,,79,80
346,3,1:54.0,,J. Parker misses 3-pt jump shot from 26 ft,79,80
347,3,1:51.0,Defensive rebound by G. Niang,,79,80
348,3,1:42.0,Turnover by G. Niang (bad pass; steal by D. Bembry),,79,80
349,3,1:38.0,,D. Bembry misses 2-pt layup at rim (block by E. Mudiay),79,80
350,3,1:35.0,Defensive rebound by D. Mitchell,,79,80
351,3,1:27.0,E. Mudiay makes 2-pt jump shot from 13 ft,,81,80
352,3,1:06.0,,E. Turner misses 2-pt jump shot from 16 ft,81,80
353,3,1:04.0,Defensive rebound by E. Mudiay,,81,80
354,3,1:01.0,Shooting foul by K. Huerter (drawn by E. Mudiay),,81,80
355,3,1:01.0,E. Mudiay makes free throw 1 of 2,,82,80
356,3,1:01.0,,C. Reddish enters the game for K. Huerter,82,80
357,3,1:01.0,E. Mudiay makes free throw 2 of 2,,83,80
358,3,0:42.0,,Shooting foul by E. Davis (drawn by J. Parker),83,80
359,3,0:42.0,,J. Parker makes free throw 1 of 2,83,81
360,3,0:42.0,,J. Parker makes free throw 2 of 2,83,82
361,3,0:35.0,Turnover by D. Mitchell (out of bounds lost ball),,83,82
362,3,0:35.0,,T. Young enters the game for D. Bembry,83,82
363,3,0:25.0,,J. Parker makes 2-pt hook shot from 9 ft (assist by T. Young),83,84
364,3,0:03.0,E. Mudiay misses 2-pt layup from 7 ft,,83,84
365,3,0:03.0,,Defensive rebound by J. Parker,83,84
366,4,11:49.0,D. Mitchell makes 2-pt layup from 1 ft,,85,84
367,4,11:41.0,,T. Young makes 2-pt layup from 1 ft,85,86
368,4,11:35.0,J. Green misses 2-pt layup from 5 ft,,85,86
369,4,11:33.0,Offensive rebound by J. Green,,85,86
370,4,11:27.0,D. Mitchell misses 3-pt jump shot from 25 ft,,85,86
371,4,11:23.0,,Defensive rebound by A. Crabbe,85,86
372,4,11:17.0,,T. Young misses 3-pt jump shot from 26 ft,85,86
373,4,11:13.0,,Offensive rebound by A. Crabbe,85,86
374,4,11:11.0,,J. Parker makes 2-pt dunk at rim (assist by T. Young),85,88
375,4,10:47.0,J. Green makes 2-pt layup from 1 ft (assist by J. Ingles),,87,88
376,4,10:34.0,,T. Young makes 2-pt jump shot from 10 ft (assist by J. Parker),87,90
377,4,10:11.0,Turnover by E. Davis (off goaltending),,87,90
378,4,9:57.0,,Turnover by J. Parker (lost ball; steal by E. Davis),87,90
379,4,9:42.0,J. Green misses 2-pt jump shot from 12 ft,,87,90
380,4,9:39.0,,Defensive rebound by J. Parker,87,90
381,4,9:34.0,,T. Young makes 3-pt jump shot from 26 ft,87,93
382,4,9:32.0,Utah full timeout,,87,93
383,4,9:32.0,B. Bogdanović enters the game for E. Davis,,87,93
384,4,9:32.0,R. Gobert enters the game for J. Green,,87,93
385,4,9:32.0,,B. Fernando enters the game for J. Parker,87,93
386,4,9:17.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),,90,93
387,4,8:57.0,,C. Reddish misses 2-pt jump shot from 15 ft,90,93
388,4,8:54.0,Defensive rebound by B. Bogdanović,,90,93
