,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
60,1,5:05.0,Turnover by G. Antetokounmpo (traveling),,14,12
61,1,5:05.0,G. Hill enters the game for E. Bledsoe,,14,12
62,1,4:49.0,,T. Snell misses 3-pt jump shot from 24 ft,14,12
63,1,4:47.0,Defensive rebound by G. Antetokounmpo,,14,12
64,1,4:44.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,14,12
65,1,4:39.0,Offensive rebound by R. Lopez,,14,12
66,1,4:37.0,Shooting foul by T. Snell (drawn by G. Antetokounmpo),,14,12
67,1,4:37.0,G. Antetokounmpo misses free throw 1 of 2,,14,12
68,1,4:37.0,Offensive rebound by Team,,14,12
69,1,4:37.0,,S. Mykhailiuk enters the game for T. Snell,14,12
70,1,4:37.0,G. Antetokounmpo misses free throw 2 of 2,,14,12
71,1,4:34.0,,Defensive rebound by A. Drummond,14,12
72,1,4:19.0,,B. Griffin misses 3-pt jump shot from 23 ft,14,12
73,1,4:17.0,Defensive rebound by D. DiVincenzo,,14,12
74,1,4:14.0,Turnover by D. DiVincenzo (bad pass),,14,12
75,1,4:14.0,E. İlyasova enters the game for G. Antetokounmpo,,14,12
76,1,4:01.0,,D. Rose misses 2-pt jump shot from 16 ft,14,12
77,1,3:57.0,Defensive rebound by P. Connaughton,,14,12
78,1,3:47.0,E. İlyasova misses 2-pt jump shot from 12 ft,,14,12
79,1,3:45.0,,Defensive rebound by B. Griffin,14,12
80,1,3:35.0,,Turnover by B. Griffin (bad pass; steal by D. DiVincenzo),14,12
81,1,3:35.0,Personal foul by L. Galloway (drawn by E. İlyasova),,14,12
82,1,3:35.0,E. İlyasova makes free throw 1 of 2,,15,12
83,1,3:35.0,,M. Morris enters the game for B. Griffin,15,12
84,1,3:35.0,E. İlyasova makes free throw 2 of 2,,16,12
85,1,3:22.0,,Turnover by D. Rose (bad pass),16,12
86,1,3:09.0,G. Hill misses 2-pt layup from 3 ft (block by A. Drummond),,16,12
87,1,3:07.0,,Defensive rebound by S. Mykhailiuk,16,12
88,1,2:58.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by D. Rose),16,15
89,1,2:45.0,P. Connaughton misses 3-pt jump shot from 26 ft,,16,15
90,1,2:42.0,,Defensive rebound by A. Drummond,16,15
91,1,2:36.0,,D. Rose makes 2-pt jump shot from 7 ft,16,17
92,1,2:32.0,Milwaukee full timeout,,16,17
93,1,2:32.0,,C. Wood enters the game for A. Drummond,16,17
94,1,2:17.0,Turnover by P. Connaughton (lost ball; steal by D. Rose),,16,17
95,1,2:12.0,,D. Rose makes 2-pt layup from 1 ft,16,19
96,1,1:54.0,D. DiVincenzo makes 2-pt jump shot from 18 ft,,18,19
97,1,1:40.0,,D. Rose misses 2-pt jump shot from 5 ft,18,19
98,1,1:36.0,,Offensive rebound by C. Wood,18,19
99,1,1:36.0,,C. Wood makes 2-pt dunk from 1 ft,18,21
100,1,1:26.0,D. DiVincenzo misses 3-pt jump shot from 29 ft,,18,21
101,1,1:23.0,Offensive rebound by P. Connaughton,,18,21
102,1,1:11.0,E. İlyasova makes 2-pt layup from 3 ft (assist by P. Connaughton),,20,21
103,1,1:02.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by D. Rose),20,24
104,1,1:02.0,K. Korver enters the game for P. Connaughton,,20,24
105,1,1:02.0,K. Middleton enters the game for D. DiVincenzo,,20,24
106,1,0:36.0,Turnover by Team (shot clock),,20,24
107,1,0:27.0,,Turnover by M. Morris (lost ball; steal by E. İlyasova),20,24
108,1,0:20.0,E. İlyasova misses 2-pt layup from 4 ft,,20,24
109,1,0:19.0,Offensive rebound by E. İlyasova,,20,24
110,1,0:19.0,E. İlyasova makes 2-pt layup from 3 ft,,22,24
111,1,0:03.0,,D. Rose misses 2-pt jump shot from 14 ft,22,24
112,1,0:01.0,Defensive rebound by K. Middleton,,22,24
113,2,11:46.0,G. Antetokounmpo makes 2-pt dunk from 3 ft (assist by K. Middleton),,24,24
114,2,11:25.0,,D. Rose makes 2-pt jump shot from 7 ft,24,26
115,2,11:15.0,E. İlyasova misses 3-pt jump shot from 26 ft,,24,26
116,2,11:12.0,Offensive rebound by E. Bledsoe,,24,26
117,2,11:00.0,K. Korver makes 3-pt jump shot from 31 ft (assist by E. Bledsoe),,27,26
118,2,10:49.0,,M. Morris misses 3-pt jump shot from 26 ft,27,26
119,2,10:47.0,Defensive rebound by G. Antetokounmpo,,27,26
120,2,10:31.0,E. İlyasova misses 2-pt jump shot from 4 ft,,27,26
121,2,10:26.0,,Defensive rebound by C. Wood,27,26
122,2,10:25.0,,Turnover by C. Wood (bad pass; steal by E. İlyasova),27,26
123,2,10:20.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by E. İlyasova),,29,26
124,2,10:11.0,,Personal foul by G. Antetokounmpo (drawn by C. Wood),29,26
125,2,10:11.0,D. Wilson enters the game for E. İlyasova,,29,26
126,2,9:53.0,,M. Morris misses 3-pt jump shot from 25 ft,29,26
127,2,9:52.0,,Offensive rebound by C. Wood,29,26
128,2,9:51.0,,Shooting foul by K. Middleton (drawn by C. Wood),29,26
129,2,9:51.0,,C. Wood misses free throw 1 of 2,29,26
130,2,9:51.0,,Offensive rebound by Team,29,26
131,2,9:51.0,,C. Wood misses free throw 2 of 2,29,26
132,2,9:49.0,Defensive rebound by G. Antetokounmpo,,29,26
133,2,9:33.0,K. Middleton misses 2-pt jump shot from 4 ft,,29,26
134,2,9:31.0,Offensive rebound by G. Antetokounmpo,,29,26
135,2,9:30.0,G. Antetokounmpo misses 2-pt hook shot from 3 ft,,29,26
136,2,9:30.0,,Defensive rebound by C. Wood,29,26
137,2,9:25.0,,Shooting foul by D. Wilson (drawn by D. Rose),29,26
138,2,9:25.0,,D. Rose makes free throw 1 of 2,29,27
139,2,9:25.0,,D. Rose makes free throw 2 of 2,29,28
140,2,9:11.0,E. Bledsoe makes 2-pt jump shot from 14 ft,,31,28
141,2,8:50.0,,M. Morris misses 2-pt layup from 2 ft (block by G. Antetokounmpo),31,28
142,2,8:47.0,Defensive rebound by K. Middleton,,31,28
143,2,8:44.0,,Loose ball foul by M. Morris (drawn by G. Antetokounmpo),31,28
144,2,8:44.0,,B. Brown enters the game for L. Galloway,31,28
145,2,8:44.0,,S. Mykhailiuk enters the game for D. Rose,31,28
146,2,8:36.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,33,28
147,2,8:09.0,,B. Brown misses 2-pt jump shot from 18 ft,33,28
148,2,8:06.0,Defensive rebound by E. Bledsoe,,33,28
149,2,7:58.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,36,28
150,2,7:57.0,,Detroit full timeout,36,28
151,2,7:57.0,,A. Drummond enters the game for M. Morris,36,28
152,2,7:57.0,,B. Griffin enters the game for C. Wood,36,28
153,2,7:48.0,,Personal foul by K. Korver (drawn by S. Mykhailiuk),36,28
154,2,7:37.0,,T. Snell misses 3-pt jump shot from 27 ft,36,28
155,2,7:35.0,Defensive rebound by G. Antetokounmpo,,36,28
156,2,7:22.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft,,39,28
157,2,7:09.0,,T. Snell makes 2-pt jump shot from 19 ft (assist by S. Mykhailiuk),39,30
158,2,7:09.0,,Instant Replay (Request: Ruling Stands),39,30
159,2,6:54.0,D. Wilson makes 2-pt dunk from 3 ft (assist by E. Bledsoe),,41,30
160,2,6:54.0,Shooting foul by T. Snell (drawn by D. Wilson),,41,30
161,2,6:54.0,B. Lopez enters the game for G. Antetokounmpo,,41,30
162,2,6:54.0,W. Matthews enters the game for K. Middleton,,41,30
163,2,6:54.0,,L. Galloway enters the game for T. Snell,41,30
164,2,6:54.0,D. Wilson makes free throw 1 of 1,,42,30
165,2,6:36.0,,B. Griffin misses 2-pt layup from 4 ft,42,30
166,2,6:34.0,Defensive rebound by D. Wilson,,42,30
167,2,6:20.0,Offensive foul by B. Lopez (drawn by S. Mykhailiuk),,42,30
168,2,6:20.0,Turnover by B. Lopez (offensive foul),,42,30
169,2,6:20.0,G. Antetokounmpo enters the game for D. Wilson,,42,30
170,2,6:16.0,,Technical foul by M. Budenholzer,42,30
171,2,6:16.0,,L. Galloway misses technical free throw,42,30
172,2,6:16.0,,Offensive rebound by Team,42,30
173,2,6:05.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by A. Drummond),42,33
174,2,5:54.0,Turnover by E. Bledsoe (bad pass; steal by B. Brown),,42,33
175,2,5:52.0,,Personal foul by G. Antetokounmpo (drawn by B. Griffin),42,33
176,2,5:52.0,,B. Griffin makes free throw 1 of 2,42,34
177,2,5:52.0,,B. Griffin makes free throw 2 of 2,42,35
178,2,5:41.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),,44,35
179,2,5:32.0,,Personal foul by W. Matthews (drawn by B. Griffin),44,35
180,2,5:32.0,,Technical foul by W. Matthews,44,35
181,2,5:32.0,,L. Galloway makes technical free throw,44,36
182,2,5:32.0,,B. Griffin makes free throw 1 of 2,44,37
183,2,5:32.0,D. DiVincenzo enters the game for K. Korver,,44,37
184,2,5:32.0,,B. Griffin misses free throw 2 of 2,44,37
185,2,5:30.0,Defensive rebound by B. Lopez,,44,37
186,2,5:16.0,Shooting foul by L. Galloway (drawn by W. Matthews),,44,37
187,2,5:16.0,W. Matthews makes free throw 1 of 2,,45,37
188,2,5:16.0,G. Hill enters the game for E. Bledsoe,,45,37
189,2,5:16.0,,D. Rose enters the game for L. Galloway,45,37
190,2,5:16.0,W. Matthews makes free throw 2 of 2,,46,37
191,2,4:59.0,,B. Brown misses 3-pt jump shot from 26 ft,46,37
192,2,4:57.0,Defensive rebound by D. DiVincenzo,,46,37
193,2,4:50.0,Turnover by G. Antetokounmpo (5 sec),,46,37
194,2,4:27.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft,46,37
195,2,4:25.0,Defensive rebound by D. DiVincenzo,,46,37
196,2,4:17.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,46,37
197,2,4:13.0,,Defensive rebound by D. Rose,46,37
198,2,4:05.0,,B. Griffin misses 3-pt jump shot from 25 ft,46,37
199,2,4:03.0,Defensive rebound by D. DiVincenzo,,46,37
200,2,3:59.0,Milwaukee full timeout,,46,37
201,2,3:59.0,E. İlyasova enters the game for G. Antetokounmpo,,46,37
202,2,3:59.0,,L. Galloway enters the game for B. Brown,46,37
203,2,3:51.0,G. Hill misses 2-pt layup from 5 ft (block by A. Drummond),,46,37
204,2,3:51.0,Offensive rebound by Team,,46,37
205,2,3:46.0,W. Matthews makes 2-pt layup from 5 ft (assist by G. Hill),,48,37
206,2,3:32.0,,D. Rose makes 2-pt layup from 4 ft,48,39
207,2,3:14.0,W. Matthews makes 2-pt jump shot from 10 ft,,50,39
208,2,2:53.0,,B. Griffin misses 3-pt jump shot from 26 ft,50,39
209,2,2:51.0,Defensive rebound by W. Matthews,,50,39
210,2,2:41.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by W. Matthews),,53,39
211,2,2:24.0,,B. Griffin misses 2-pt layup from 5 ft,53,39
212,2,2:24.0,,Offensive rebound by A. Drummond,53,39
213,2,2:24.0,,Personal foul by B. Lopez (drawn by A. Drummond),53,39
214,2,2:24.0,,A. Drummond misses free throw 1 of 2,53,39
215,2,2:24.0,,Offensive rebound by Team,53,39
216,2,2:24.0,,A. Drummond misses free throw 2 of 2,53,39
217,2,2:21.0,Defensive rebound by B. Lopez,,53,39
218,2,2:10.0,Shooting foul by A. Drummond (drawn by B. Lopez),,53,39
219,2,2:10.0,B. Lopez makes free throw 1 of 2,,54,39
220,2,2:10.0,K. Middleton enters the game for W. Matthews,,54,39
221,2,2:10.0,B. Lopez makes free throw 2 of 2,,55,39
222,2,1:56.0,Violation by Team (kicked ball),,55,39
223,2,1:56.0,,Violation by Team (delay of game),55,39
224,2,1:38.0,,A. Drummond misses 2-pt jump shot from 19 ft,55,39
225,2,1:35.0,Defensive rebound by E. İlyasova,,55,39
226,2,1:27.0,E. İlyasova makes 2-pt hook shot from 5 ft (assist by K. Middleton),,57,39
227,2,1:01.0,,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by B. Griffin),57,42
228,2,0:54.0,K. Middleton misses 3-pt jump shot from 27 ft,,57,42
229,2,0:51.0,,Defensive rebound by B. Griffin,57,42
230,2,0:47.0,,D. Rose makes 2-pt layup from 3 ft (assist by A. Drummond),57,44
231,2,0:43.0,Turnover by G. Hill (bad pass; steal by A. Drummond),,57,44
232,2,0:41.0,,A. Drummond makes 2-pt layup from 3 ft,57,46
233,2,0:32.0,K. Middleton makes 2-pt jump shot from 10 ft,,59,46
234,2,0:22.0,,D. Rose misses 2-pt jump shot from 8 ft,59,46
235,2,0:20.0,,Offensive rebound by A. Drummond,59,46
236,2,0:20.0,,A. Drummond makes 2-pt dunk from 1 ft,59,48
237,2,0:01.0,K. Middleton misses 2-pt jump shot from 11 ft,,59,48
238,2,0:01.0,Offensive rebound by Team,,59,48
239,3,11:43.0,K. Middleton makes 2-pt jump shot from 11 ft,,61,48
240,3,11:26.0,,A. Drummond misses 2-pt layup from 4 ft (block by B. Lopez),61,48
241,3,11:22.0,Defensive rebound by K. Middleton,,61,48
242,3,11:18.0,W. Matthews makes 2-pt layup from 3 ft (assist by E. Bledsoe),,63,48
243,3,11:06.0,,B. Griffin misses 2-pt jump shot from 6 ft (block by E. Bledsoe),63,48
244,3,11:06.0,,Offensive rebound by Team,63,48
245,3,10:58.0,,B. Brown misses 3-pt jump shot from 24 ft,63,48
246,3,10:55.0,Defensive rebound by B. Lopez,,63,48
247,3,10:51.0,B. Lopez misses 3-pt jump shot from 25 ft,,63,48
248,3,10:47.0,,Defensive rebound by B. Brown,63,48
249,3,10:41.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by B. Brown),63,50
250,3,10:28.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,63,50
251,3,10:26.0,,Defensive rebound by B. Griffin,63,50
252,3,10:18.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by T. Snell),63,53
253,3,10:03.0,K. Middleton misses 2-pt jump shot from 8 ft,,63,53
254,3,10:01.0,,Defensive rebound by A. Drummond,63,53
255,3,9:53.0,,B. Griffin makes 2-pt layup from 2 ft,63,55
256,3,9:47.0,Turnover by B. Lopez (bad pass; steal by A. Drummond),,63,55
257,3,9:35.0,,B. Griffin misses 3-pt jump shot from 26 ft,63,55
258,3,9:33.0,Defensive rebound by K. Middleton,,63,55
259,3,9:28.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,63,55
260,3,9:27.0,,Defensive rebound by B. Griffin,63,55
261,3,9:12.0,,B. Griffin misses 2-pt layup from 2 ft (block by G. Antetokounmpo),63,55
262,3,9:09.0,Defensive rebound by K. Middleton,,63,55
263,3,9:07.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by K. Middleton),,65,55
264,3,8:50.0,,L. Galloway makes 2-pt layup from 3 ft (assist by A. Drummond),65,57
265,3,8:36.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,65,57
266,3,8:33.0,,Defensive rebound by B. Brown,65,57
267,3,8:22.0,,L. Galloway misses 3-pt jump shot from 23 ft,65,57
268,3,8:19.0,Defensive rebound by B. Lopez,,65,57
269,3,8:15.0,Personal foul by B. Brown (drawn by G. Antetokounmpo),,65,57
270,3,8:15.0,Instant Replay (Request: Ruling Stands),,65,57
271,3,8:15.0,Technical foul by B. Brown,,65,57
272,3,8:15.0,Technical foul by B. Griffin,,65,57
273,3,8:15.0,,Technical foul by K. Middleton,65,57
274,3,8:15.0,K. Middleton makes technical free throw,,66,57
275,3,8:08.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by W. Matthews),,68,57
276,3,7:51.0,,L. Galloway misses 2-pt jump shot from 6 ft,68,57
277,3,7:51.0,Defensive rebound by B. Lopez,,68,57
278,3,7:51.0,Turnover by W. Matthews (traveling),,68,57
279,3,7:44.0,,Turnover by B. Brown (traveling),68,57
280,3,7:32.0,E. Bledsoe makes 2-pt layup from 2 ft,,70,57
281,3,7:28.0,,Detroit full timeout,70,57
282,3,7:28.0,,D. Rose enters the game for B. Brown,70,57
283,3,7:18.0,,Turnover by B. Griffin (bad pass; steal by B. Lopez),70,57
284,3,7:12.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,70,57
285,3,7:09.0,,Defensive rebound by A. Drummond,70,57
286,3,6:53.0,,A. Drummond makes 2-pt layup from 3 ft,70,59
287,3,6:35.0,B. Lopez misses 2-pt hook shot from 6 ft,,70,59
288,3,6:35.0,,Defensive rebound by A. Drummond,70,59
289,3,6:18.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by B. Griffin),70,61
290,3,6:02.0,Shooting foul by B. Griffin (drawn by G. Antetokounmpo),,70,61
291,3,6:02.0,G. Antetokounmpo makes free throw 1 of 2,,71,61
292,3,6:02.0,P. Connaughton enters the game for B. Lopez,,71,61
293,3,6:02.0,D. DiVincenzo enters the game for W. Matthews,,71,61
294,3,6:02.0,R. Lopez enters the game for K. Middleton,,71,61
295,3,6:02.0,,S. Mykhailiuk enters the game for T. Snell,71,61
296,3,6:02.0,G. Antetokounmpo makes free throw 2 of 2,,72,61
297,3,5:42.0,,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by L. Galloway),72,64
298,3,5:30.0,P. Connaughton misses 2-pt jump shot from 16 ft,,72,64
299,3,5:28.0,,Defensive rebound by Team,72,64
300,3,5:28.0,Loose ball foul by D. DiVincenzo (drawn by A. Drummond),,72,64
301,3,5:18.0,,D. Rose misses 2-pt layup from 5 ft,72,64
302,3,5:16.0,Defensive rebound by D. DiVincenzo,,72,64
303,3,5:14.0,Shooting foul by B. Griffin (drawn by G. Antetokounmpo),,72,64
304,3,5:14.0,G. Antetokounmpo makes free throw 1 of 2,,73,64
305,3,5:14.0,G. Hill enters the game for E. Bledsoe,,73,64
306,3,5:14.0,G. Antetokounmpo makes free throw 2 of 2,,74,64
307,3,5:04.0,,Shooting foul by R. Lopez (drawn by B. Griffin),74,64
308,3,5:04.0,,B. Griffin misses free throw 1 of 2,74,64
309,3,5:04.0,,Offensive rebound by Team,74,64
310,3,5:04.0,,B. Griffin makes free throw 2 of 2,74,65
311,3,4:49.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,76,65
312,3,4:49.0,Shooting foul by B. Griffin (drawn by G. Antetokounmpo),,76,65
313,3,4:49.0,G. Antetokounmpo makes free throw 1 of 1,,77,65
314,3,4:34.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by D. Rose),77,68
315,3,4:23.0,G. Antetokounmpo makes 3-pt jump shot from 29 ft (assist by D. DiVincenzo),,80,68
316,3,4:08.0,,Shooting foul by R. Lopez (drawn by B. Griffin),80,68
317,3,4:08.0,Milwaukee full timeout,,80,68
318,3,4:08.0,,B. Griffin makes free throw 1 of 2,80,69
319,3,4:08.0,,B. Griffin makes free throw 2 of 2,80,70
320,3,3:52.0,Turnover by G. Hill (out of bounds lost ball),,80,70
321,3,3:52.0,,M. Morris enters the game for B. Griffin,80,70
322,3,3:42.0,,D. Rose misses 3-pt jump shot from 27 ft,80,70
323,3,3:39.0,Defensive rebound by D. DiVincenzo,,80,70
324,3,3:31.0,R. Lopez misses 3-pt jump shot from 23 ft,,80,70
325,3,3:29.0,,Defensive rebound by M. Morris,80,70
326,3,3:28.0,,A. Drummond makes 2-pt layup from 2 ft (assist by M. Morris),80,72
327,3,3:28.0,Violation by Team (def goaltending),,80,72
328,3,3:09.0,R. Lopez makes 2-pt layup from 3 ft (assist by G. Hill),,82,72
329,3,3:09.0,E. İlyasova enters the game for G. Antetokounmpo,,82,72
330,3,2:44.0,,A. Drummond misses 3-pt jump shot from 26 ft,82,72
331,3,2:40.0,Defensive rebound by E. İlyasova,,82,72
332,3,2:27.0,R. Lopez makes 3-pt jump shot from 23 ft (assist by G. Hill),,85,72
333,3,2:24.0,,Offensive foul by A. Drummond (drawn by R. Lopez),85,72
334,3,2:24.0,,Turnover by A. Drummond (offensive foul),85,72
335,3,2:08.0,D. DiVincenzo misses 3-pt jump shot from 28 ft,,85,72
336,3,2:05.0,,Defensive rebound by L. Galloway,85,72
337,3,2:00.0,,S. Mykhailiuk misses 3-pt jump shot from 27 ft,85,72
338,3,1:59.0,Defensive rebound by G. Hill,,85,72
339,3,1:59.0,Personal foul by M. Morris (drawn by G. Hill),,85,72
340,3,1:59.0,,Detroit full timeout,85,72
341,3,1:59.0,Technical foul by A. Drummond,,85,72
342,3,1:59.0,Instant Replay (Challenge: Stands),,85,72
343,3,1:59.0,G. Hill makes technical free throw,,86,72
344,3,1:59.0,,T. Snell enters the game for A. Drummond,86,72
345,3,1:59.0,,C. Wood enters the game for L. Galloway,86,72
346,3,1:59.0,G. Hill makes free throw 1 of 2,,87,72
347,3,1:59.0,G. Hill makes free throw 2 of 2,,88,72
348,3,1:45.0,,C. Wood misses 3-pt jump shot from 27 ft,88,72
349,3,1:43.0,Defensive rebound by G. Hill,,88,72
350,3,1:35.0,Turnover by P. Connaughton (lost ball; steal by S. Mykhailiuk),,88,72
351,3,1:24.0,,Turnover by M. Morris (lost ball; steal by P. Connaughton),88,72
352,3,1:07.0,R. Lopez misses 2-pt jump shot from 8 ft,,88,72
353,3,1:06.0,Offensive rebound by G. Hill,,88,72
354,3,1:06.0,Personal foul by C. Wood (drawn by D. DiVincenzo),,88,72
355,3,1:06.0,D. DiVincenzo makes free throw 1 of 2,,89,72
356,3,1:06.0,K. Korver enters the game for P. Connaughton,,89,72
357,3,1:06.0,K. Middleton enters the game for G. Hill,,89,72
358,3,1:06.0,D. DiVincenzo makes free throw 2 of 2,,90,72
359,3,0:55.0,,D. Rose misses 2-pt layup from 2 ft,90,72
360,3,0:52.0,Defensive rebound by K. Middleton,,90,72
361,3,0:41.0,K. Middleton makes 2-pt jump shot from 7 ft,,92,72
362,3,0:41.0,G. Hill enters the game for D. DiVincenzo,,92,72
363,3,0:19.0,,M. Morris misses 2-pt jump shot from 13 ft,92,72
364,3,0:15.0,Defensive rebound by G. Hill,,92,72
365,3,0:01.0,E. İlyasova misses 3-pt jump shot from 25 ft,,92,72
366,3,0:01.0,Offensive rebound by Team,,92,72
367,4,11:48.0,,Personal foul by E. İlyasova (drawn by B. Griffin),92,72
368,4,11:42.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by D. Rose),92,75
369,4,11:20.0,K. Middleton makes 3-pt jump shot from 25 ft,,95,75
370,4,11:12.0,,T. Snell misses 3-pt jump shot from 27 ft,95,75
371,4,11:12.0,Defensive rebound by Team,,95,75
372,4,10:58.0,K. Middleton misses 2-pt jump shot from 13 ft,,95,75
373,4,10:55.0,,Defensive rebound by D. Rose,95,75
374,4,10:49.0,,Personal foul by D. Wilson (drawn by M. Morris),95,75
375,4,10:39.0,,D. Rose misses 3-pt jump shot from 27 ft,95,75
376,4,10:36.0,Defensive rebound by K. Middleton,,95,75
377,4,10:27.0,E. İlyasova misses 3-pt jump shot from 24 ft,,95,75
378,4,10:24.0,,Defensive rebound by B. Griffin,95,75
