,QUARTER,TIME_REMAINING,DETROIT_ACTION,MEMPHIS_ACTION,DETROIT_SCORE,MEMPHIS_SCORE
0,1,11:40.0,,J. Valančiūnas misses 2-pt jump shot from 21 ft,0,0
1,1,11:36.0,Defensive rebound by S. Doumbouya,,0,0
2,1,11:31.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by B. Brown),,2,0
3,1,11:31.0,Shooting foul by J. Valančiūnas (drawn by A. Drummond),,2,0
4,1,11:31.0,A. Drummond misses free throw 1 of 1,,2,0
5,1,11:29.0,,Defensive rebound by J. Valančiūnas,2,0
6,1,11:18.0,,J. Morant makes 2-pt jump shot from 13 ft (assist by D. Brooks),2,2
7,1,11:04.0,A. Drummond misses 2-pt hook shot from 6 ft,,2,2
8,1,11:01.0,,Defensive rebound by D. Brooks,2,2
9,1,10:56.0,,D. Brooks misses 2-pt jump shot from 2 ft,2,2
10,1,10:53.0,Defensive rebound by A. Drummond,,2,2
11,1,10:50.0,S. Doumbouya misses 3-pt jump shot from 26 ft,,2,2
12,1,10:50.0,,Defensive rebound by J. Morant,2,2
13,1,10:40.0,,Shooting foul by A. Drummond (drawn by J. Morant),2,2
14,1,10:40.0,,J. Morant makes free throw 1 of 2,2,3
15,1,10:40.0,,J. Morant makes free throw 2 of 2,2,4
16,1,10:26.0,T. Snell makes 2-pt dunk from 1 ft (assist by A. Drummond),,4,4
17,1,10:10.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,4,4
18,1,10:07.0,Defensive rebound by R. Jackson,,4,4
19,1,10:03.0,B. Brown makes 2-pt layup from 1 ft (assist by A. Drummond),,6,4
20,1,10:03.0,Shooting foul by J. Jackson (drawn by B. Brown),,6,4
21,1,10:03.0,B. Brown makes free throw 1 of 1,,7,4
22,1,9:50.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Morant),7,6
23,1,9:31.0,S. Doumbouya misses 2-pt jump shot from 7 ft,,7,6
24,1,9:28.0,,Defensive rebound by J. Valančiūnas,7,6
25,1,9:25.0,,J. Morant misses 2-pt jump shot from 6 ft,7,6
26,1,9:21.0,,Offensive rebound by J. Valančiūnas,7,6
27,1,9:21.0,,J. Valančiūnas makes 2-pt layup at rim,7,8
28,1,9:09.0,R. Jackson misses 2-pt jump shot from 13 ft,,7,8
29,1,9:08.0,,Defensive rebound by Team,7,8
30,1,8:57.0,,D. Brooks makes 2-pt jump shot from 13 ft,7,10
31,1,8:38.0,A. Drummond makes 2-pt hook shot from 7 ft,,9,10
32,1,8:28.0,,D. Brooks makes 2-pt jump shot from 14 ft (assist by J. Morant),9,12
33,1,8:14.0,R. Jackson makes 3-pt jump shot from 29 ft (assist by A. Drummond),,12,12
34,1,8:00.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Morant),12,14
35,1,7:52.0,Detroit full timeout,,12,14
36,1,7:52.0,L. Galloway enters the game for B. Brown,,12,14
37,1,7:40.0,R. Jackson misses 2-pt jump shot from 5 ft,,12,14
38,1,7:35.0,,Defensive rebound by J. Jackson,12,14
39,1,7:28.0,,D. Brooks makes 2-pt layup from 1 ft,12,16
40,1,7:18.0,L. Galloway misses 3-pt jump shot from 26 ft,,12,16
41,1,7:14.0,,Defensive rebound by D. Brooks,12,16
42,1,7:07.0,,D. Brooks misses 2-pt jump shot from 11 ft,12,16
43,1,7:05.0,Defensive rebound by A. Drummond,,12,16
44,1,6:57.0,S. Doumbouya misses 2-pt layup from 1 ft,,12,16
45,1,6:54.0,Offensive rebound by S. Doumbouya,,12,16
46,1,6:54.0,S. Doumbouya misses 2-pt layup from 1 ft,,12,16
47,1,6:54.0,Offensive rebound by Team,,12,16
48,1,6:54.0,,B. Clarke enters the game for J. Morant,12,16
49,1,6:54.0,,T. Jones enters the game for J. Valančiūnas,12,16
50,1,6:49.0,S. Doumbouya misses 2-pt jump shot from 2 ft (block by J. Jackson),,12,16
51,1,6:49.0,,Defensive rebound by D. Brooks,12,16
52,1,6:45.0,,J. Crowder makes 2-pt layup from 1 ft (assist by T. Jones),12,18
53,1,6:36.0,Personal foul by D. Brooks (drawn by A. Drummond),,12,18
54,1,6:36.0,B. Brown enters the game for S. Doumbouya,,12,18
55,1,6:36.0,C. Wood enters the game for R. Jackson,,12,18
56,1,6:27.0,A. Drummond makes 2-pt hook shot from 5 ft,,14,18
57,1,6:08.0,,J. Jackson makes 2-pt hook shot from 7 ft,14,20
58,1,5:45.0,A. Drummond makes 2-pt layup from 1 ft (assist by B. Brown),,16,20
59,1,5:38.0,,Personal foul by B. Brown (drawn by D. Brooks),16,20
60,1,5:33.0,,J. Crowder misses 3-pt jump shot from 25 ft,16,20
61,1,5:29.0,,Offensive rebound by D. Brooks,16,20
62,1,5:28.0,,T. Jones makes 3-pt jump shot from 27 ft (assist by D. Brooks),16,23
63,1,5:09.0,Personal foul by J. Jackson (drawn by A. Drummond),,16,23
64,1,5:09.0,,K. Anderson enters the game for J. Crowder,16,23
65,1,4:55.0,C. Wood misses 2-pt layup from 1 ft,,16,23
66,1,4:52.0,Offensive rebound by C. Wood,,16,23
67,1,4:52.0,C. Wood makes 2-pt layup from 1 ft,,18,23
68,1,4:40.0,,D. Brooks makes 2-pt jump shot from 19 ft,18,25
69,1,4:24.0,A. Drummond makes 2-pt layup from 1 ft (assist by C. Wood),,20,25
70,1,4:15.0,,Shooting foul by C. Wood (drawn by J. Jackson),20,25
71,1,4:15.0,,J. Jackson misses free throw 1 of 2,20,25
72,1,4:15.0,,Offensive rebound by Team,20,25
73,1,4:15.0,,D. Melton enters the game for D. Brooks,20,25
74,1,4:15.0,,J. Jackson makes free throw 2 of 2,20,26
75,1,3:59.0,C. Wood misses 3-pt jump shot from 23 ft,,20,26
76,1,3:56.0,Offensive rebound by A. Drummond,,20,26
77,1,3:54.0,A. Drummond makes 2-pt jump shot from 1 ft,,22,26
78,1,3:52.0,,Memphis full timeout,22,26
79,1,3:52.0,S. Doumbouya enters the game for T. Snell,,22,26
80,1,3:52.0,,J. Valančiūnas enters the game for J. Jackson,22,26
81,1,3:36.0,,J. Valančiūnas makes 2-pt jump shot from 16 ft (assist by T. Jones),22,28
82,1,3:15.0,B. Brown makes 2-pt jump shot from 4 ft,,24,28
83,1,2:54.0,,K. Anderson makes 2-pt jump shot from 19 ft (assist by T. Jones),24,30
84,1,2:33.0,S. Doumbouya makes 3-pt jump shot from 24 ft (assist by L. Galloway),,27,30
85,1,2:15.0,,T. Jones makes 2-pt jump shot from 3 ft (assist by J. Valančiūnas),27,32
86,1,2:01.0,L. Galloway makes 2-pt jump shot from 10 ft (assist by B. Brown),,29,32
87,1,1:51.0,,T. Jones makes 2-pt jump shot from 5 ft,29,34
88,1,1:36.0,L. Galloway misses 3-pt jump shot from 27 ft,,29,34
89,1,1:34.0,,Defensive rebound by J. Valančiūnas,29,34
90,1,1:27.0,,B. Clarke misses 2-pt hook shot from 4 ft,29,34
91,1,1:25.0,Defensive rebound by A. Drummond,,29,34
92,1,1:22.0,S. Doumbouya misses 2-pt layup from 1 ft (block by K. Anderson),,29,34
93,1,1:18.0,,Defensive rebound by B. Clarke,29,34
94,1,1:17.0,,Turnover by B. Clarke (bad pass; steal by S. Doumbouya),29,34
95,1,1:14.0,S. Doumbouya misses 2-pt layup from 2 ft (block by J. Valančiūnas),,29,34
96,1,1:11.0,,Defensive rebound by J. Valančiūnas,29,34
97,1,1:02.0,,B. Clarke misses 3-pt jump shot from 24 ft,29,34
98,1,0:59.0,Defensive rebound by A. Drummond,,29,34
99,1,0:52.0,C. Wood makes 3-pt jump shot from 22 ft (assist by A. Drummond),,32,34
100,1,0:39.0,,J. Valančiūnas makes 2-pt dunk from 1 ft,32,36
101,1,0:30.0,B. Brown misses 2-pt jump shot from 11 ft,,32,36
102,1,0:26.0,Offensive rebound by B. Brown,,32,36
103,1,0:24.0,A. Drummond misses 2-pt jump shot from 8 ft,,32,36
104,1,0:20.0,Offensive rebound by A. Drummond,,32,36
105,1,0:16.0,S. Doumbouya misses 2-pt layup from 2 ft (block by B. Clarke),,32,36
106,1,0:15.0,,Defensive rebound by Team,32,36
107,1,0:15.0,T. Maker enters the game for A. Drummond,,32,36
108,1,0:15.0,,J. Morant enters the game for T. Jones,32,36
109,1,0:05.0,,Personal foul by L. Galloway (drawn by J. Morant),32,36
110,1,0:00.0,,Turnover by J. Morant (bad pass; steal by C. Wood),32,36
111,2,11:41.0,L. Galloway makes 2-pt jump shot from 3 ft,,34,36
112,2,11:23.0,,Turnover by J. Morant (back court),34,36
113,2,11:12.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Snell),,37,36
114,2,10:49.0,,J. Jackson misses 2-pt jump shot from 12 ft,37,36
115,2,10:46.0,Defensive rebound by R. Jackson,,37,36
116,2,10:38.0,C. Wood makes 2-pt dunk at rim (assist by R. Jackson),,39,36
117,2,10:38.0,,Memphis full timeout,39,36
118,2,10:38.0,,D. Brooks enters the game for K. Anderson,39,36
119,2,10:38.0,,J. Jackson enters the game for D. Melton,39,36
120,2,10:24.0,,S. Hill misses 2-pt jump shot from 7 ft,39,36
121,2,10:20.0,Defensive rebound by T. Maker,,39,36
122,2,10:11.0,L. Galloway makes 2-pt jump shot from 20 ft,,41,36
123,2,9:50.0,,J. Jackson misses 2-pt jump shot from 21 ft,41,36
124,2,9:47.0,Defensive rebound by R. Jackson,,41,36
125,2,9:41.0,R. Jackson misses 2-pt jump shot from 17 ft,,41,36
126,2,9:37.0,,Defensive rebound by S. Hill,41,36
127,2,9:35.0,,Offensive foul by J. Jackson (drawn by R. Jackson),41,36
128,2,9:35.0,,Turnover by J. Jackson (offensive foul),41,36
129,2,9:18.0,R. Jackson misses 3-pt jump shot from 26 ft,,41,36
130,2,9:16.0,,Defensive rebound by J. Jackson,41,36
131,2,9:10.0,,J. Jackson misses 3-pt jump shot from 25 ft,41,36
132,2,9:05.0,Defensive rebound by C. Wood,,41,36
133,2,8:59.0,C. Wood makes 2-pt dunk from 1 ft (assist by T. Snell),,43,36
134,2,8:41.0,,J. Jackson makes 2-pt layup from 1 ft,43,38
135,2,8:41.0,,Shooting foul by T. Maker (drawn by J. Jackson),43,38
136,2,8:41.0,,J. Jackson makes free throw 1 of 1,43,39
137,2,8:27.0,T. Maker misses 2-pt dunk from 2 ft (block by J. Jackson),,43,39
138,2,8:27.0,Offensive rebound by Team,,43,39
139,2,8:27.0,S. Doumbouya enters the game for C. Wood,,43,39
140,2,8:17.0,R. Jackson misses 2-pt layup from 1 ft,,43,39
141,2,8:15.0,Offensive rebound by S. Doumbouya,,43,39
142,2,8:15.0,S. Doumbouya misses 2-pt layup from 1 ft,,43,39
143,2,8:15.0,Offensive rebound by R. Jackson,,43,39
144,2,8:09.0,T. Snell misses 3-pt jump shot from 23 ft,,43,39
145,2,8:08.0,,Defensive rebound by J. Jackson,43,39
146,2,7:55.0,,D. Brooks misses 2-pt jump shot from 20 ft,43,39
147,2,7:53.0,Defensive rebound by R. Jackson,,43,39
148,2,7:33.0,R. Jackson misses 2-pt jump shot from 10 ft,,43,39
149,2,7:28.0,Offensive rebound by S. Doumbouya,,43,39
150,2,7:22.0,R. Jackson misses 3-pt jump shot from 26 ft,,43,39
151,2,7:20.0,Offensive rebound by S. Doumbouya,,43,39
152,2,7:19.0,Turnover by S. Doumbouya (traveling),,43,39
153,2,7:03.0,,J. Jackson misses 3-pt jump shot from 26 ft,43,39
154,2,7:00.0,Defensive rebound by T. Maker,,43,39
155,2,6:53.0,Detroit full timeout,,43,39
156,2,6:53.0,B. Brown enters the game for R. Jackson,,43,39
157,2,6:53.0,A. Drummond enters the game for T. Maker,,43,39
158,2,6:53.0,,B. Clarke enters the game for J. Jackson,43,39
159,2,6:53.0,,T. Jones enters the game for J. Morant,43,39
160,2,6:45.0,Personal foul by S. Hill (drawn by A. Drummond),,43,39
161,2,6:41.0,Personal foul by B. Clarke (drawn by A. Drummond),,43,39
162,2,6:29.0,Turnover by A. Drummond (bad pass; steal by J. Jackson),,43,39
163,2,6:24.0,,B. Clarke misses 2-pt layup from 2 ft,43,39
164,2,6:20.0,Defensive rebound by A. Drummond,,43,39
165,2,6:17.0,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Brown),,45,39
166,2,5:54.0,,T. Jones misses 2-pt jump shot from 10 ft,45,39
167,2,5:53.0,,Offensive rebound by T. Jones,45,39
168,2,5:51.0,,B. Clarke makes 2-pt jump shot from 6 ft (assist by T. Jones),45,41
169,2,5:26.0,B. Brown makes 2-pt jump shot from 5 ft,,47,41
170,2,5:26.0,Shooting foul by S. Hill (drawn by B. Brown),,47,41
171,2,5:26.0,C. Wood enters the game for L. Galloway,,47,41
172,2,5:26.0,,J. Crowder enters the game for S. Hill,47,41
173,2,5:26.0,,J. Valančiūnas enters the game for J. Jackson,47,41
174,2,5:26.0,B. Brown makes free throw 1 of 1,,48,41
175,2,5:09.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft,48,41
176,2,5:07.0,Defensive rebound by A. Drummond,,48,41
177,2,4:51.0,A. Drummond misses 2-pt hook shot from 6 ft,,48,41
178,2,4:48.0,,Defensive rebound by J. Crowder,48,41
179,2,4:35.0,,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by J. Crowder),48,43
180,2,4:21.0,T. Snell misses 2-pt jump shot from 7 ft,,48,43
181,2,4:19.0,,Defensive rebound by J. Crowder,48,43
182,2,4:15.0,,D. Brooks makes 2-pt jump shot from 17 ft (assist by J. Crowder),48,45
183,2,3:48.0,Turnover by B. Brown (lost ball; steal by T. Jones),,48,45
184,2,3:44.0,,T. Jones makes 2-pt layup from 1 ft,48,47
185,2,3:36.0,Detroit full timeout,,48,47
186,2,3:36.0,L. Galloway enters the game for S. Doumbouya,,48,47
187,2,3:36.0,R. Jackson enters the game for T. Snell,,48,47
188,2,3:23.0,R. Jackson misses 2-pt jump shot from 13 ft,,48,47
189,2,3:19.0,,Defensive rebound by B. Clarke,48,47
190,2,3:14.0,,Personal foul by B. Brown (drawn by J. Crowder),48,47
191,2,3:05.0,,D. Brooks misses 2-pt jump shot from 17 ft,48,47
192,2,3:04.0,,Offensive rebound by Team,48,47
193,2,3:04.0,Loose ball foul by L. Galloway (drawn by J. Valančiūnas),,48,47
194,2,2:57.0,,T. Jones makes 2-pt jump shot from 12 ft,48,49
195,2,2:34.0,Turnover by C. Wood (traveling),,48,49
196,2,2:26.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by D. Brooks),48,51
197,2,2:16.0,R. Jackson misses 2-pt jump shot from 4 ft (block by J. Valančiūnas),,48,51
198,2,2:13.0,,Defensive rebound by J. Valančiūnas,48,51
199,2,2:10.0,,D. Brooks misses 3-pt jump shot from 23 ft,48,51
200,2,2:04.0,Defensive rebound by C. Wood,,48,51
201,2,1:52.0,A. Drummond makes 2-pt hook shot from 2 ft,,50,51
202,2,1:52.0,,Violation by Team (def goaltending),50,51
203,2,1:38.0,,Offensive foul by D. Brooks (drawn by L. Galloway),50,51
204,2,1:38.0,,Turnover by D. Brooks (offensive foul),50,51
205,2,1:38.0,T. Snell enters the game for R. Jackson,,50,51
206,2,1:38.0,,D. Melton enters the game for D. Brooks,50,51
207,2,1:38.0,,J. Morant enters the game for T. Jones,50,51
208,2,1:25.0,Personal foul by D. Melton (drawn by L. Galloway),,50,51
209,2,1:18.0,Turnover by B. Brown (bad pass; steal by B. Clarke),,50,51
210,2,1:07.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by D. Melton),50,53
211,2,0:46.0,B. Brown misses 3-pt jump shot from 23 ft,,50,53
212,2,0:43.0,,Defensive rebound by J. Valančiūnas,50,53
213,2,0:31.0,,Turnover by J. Morant (bad pass; steal by T. Snell),50,53
214,2,0:26.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by T. Snell),,53,53
215,2,0:07.0,,D. Melton misses 2-pt jump shot from 12 ft,53,53
216,2,0:04.0,Defensive rebound by B. Brown,,53,53
217,2,0:00.0,B. Brown misses 2-pt layup from 2 ft,,53,53
218,2,0:00.0,Offensive rebound by Team,,53,53
219,2,0:00.0,Instant Replay (Request: Ruling Stands),,53,53
220,3,11:46.0,T. Snell misses 3-pt jump shot from 26 ft,,53,53
221,3,11:42.0,,Defensive rebound by J. Jackson,53,53
222,3,11:38.0,,D. Brooks makes 3-pt jump shot from 28 ft (assist by J. Jackson),53,56
223,3,11:27.0,R. Jackson misses 2-pt layup at rim,,53,56
224,3,11:27.0,Offensive rebound by Team,,53,56
225,3,11:15.0,B. Brown misses 2-pt layup from 2 ft (block by J. Valančiūnas),,53,56
226,3,11:12.0,,Defensive rebound by J. Valančiūnas,53,56
227,3,11:04.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,53,56
228,3,11:01.0,Defensive rebound by A. Drummond,,53,56
229,3,10:55.0,A. Drummond misses 2-pt jump shot from 2 ft,,53,56
230,3,10:51.0,,Defensive rebound by J. Valančiūnas,53,56
231,3,10:47.0,,J. Crowder misses 3-pt jump shot from 25 ft,53,56
232,3,10:43.0,Defensive rebound by R. Jackson,,53,56
233,3,10:35.0,R. Jackson misses 3-pt jump shot from 25 ft,,53,56
234,3,10:33.0,,Defensive rebound by J. Valančiūnas,53,56
235,3,10:20.0,,D. Brooks makes 2-pt jump shot from 17 ft (assist by J. Crowder),53,58
236,3,10:02.0,S. Doumbouya misses 3-pt jump shot from 26 ft,,53,58
237,3,9:59.0,,Defensive rebound by J. Morant,53,58
238,3,9:53.0,,J. Morant misses 3-pt jump shot from 27 ft,53,58
239,3,9:49.0,Defensive rebound by A. Drummond,,53,58
240,3,9:28.0,T. Snell misses 3-pt jump shot from 23 ft,,53,58
241,3,9:28.0,Offensive rebound by Team,,53,58
242,3,9:28.0,Turnover by Team (shot clock),,53,58
243,3,9:16.0,,J. Morant makes 2-pt layup from 1 ft (assist by D. Brooks),53,60
244,3,9:15.0,Detroit full timeout,,53,60
245,3,9:15.0,L. Galloway enters the game for S. Doumbouya,,53,60
246,3,9:15.0,C. Wood enters the game for R. Jackson,,53,60
247,3,9:00.0,L. Galloway misses 2-pt jump shot from 13 ft,,53,60
248,3,8:59.0,Offensive rebound by L. Galloway,,53,60
249,3,8:57.0,T. Snell misses 3-pt jump shot from 23 ft,,53,60
