,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BROOKLYN_ACTION,MILWAUKEE_SCORE,BROOKLYN_SCORE
0,1,11:40.0,K. Middleton misses 3-pt jump shot from 26 ft,,0,0
1,1,11:37.0,,Defensive rebound by R. Kurucs,0,0
2,1,11:35.0,,Turnover by R. Kurucs (bad pass),0,0
3,1,11:23.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,2,0
4,1,11:08.0,,S. Dinwiddie misses 2-pt jump shot from 10 ft,2,0
5,1,11:05.0,Defensive rebound by G. Antetokounmpo,,2,0
6,1,11:01.0,G. Antetokounmpo makes 2-pt jump shot from 6 ft,,4,0
7,1,10:50.0,,K. Irving misses 2-pt jump shot from 19 ft,4,0
8,1,10:43.0,Defensive rebound by W. Matthews,,4,0
9,1,10:40.0,Shooting foul by R. Kurucs (drawn by K. Middleton),,4,0
10,1,10:40.0,K. Middleton makes free throw 1 of 2,,5,0
11,1,10:40.0,K. Middleton misses free throw 2 of 2,,5,0
12,1,10:36.0,,Defensive rebound by J. Allen,5,0
13,1,10:29.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Allen),5,3
14,1,10:13.0,B. Lopez misses 3-pt jump shot from 23 ft,,5,3
15,1,10:10.0,,Defensive rebound by J. Allen,5,3
16,1,10:05.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by K. Irving),5,6
17,1,9:53.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,5,6
18,1,9:53.0,,Defensive rebound by Team,5,6
19,1,9:44.0,,Personal foul by E. Bledsoe (drawn by K. Irving),5,6
20,1,9:38.0,,R. Kurucs misses 3-pt jump shot from 25 ft,5,6
21,1,9:36.0,Defensive rebound by K. Middleton,,5,6
22,1,9:32.0,B. Lopez misses 3-pt jump shot from 26 ft,,5,6
23,1,9:28.0,,Defensive rebound by K. Irving,5,6
24,1,9:24.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,5,9
25,1,9:12.0,Personal foul by K. Irving (drawn by E. Bledsoe),,5,9
26,1,9:05.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft (assist by K. Middleton),,7,9
27,1,8:49.0,,R. Kurucs misses 3-pt jump shot from 25 ft,7,9
28,1,8:45.0,Defensive rebound by E. Bledsoe,,7,9
29,1,8:41.0,K. Middleton misses 3-pt jump shot from 25 ft,,7,9
30,1,8:39.0,,Defensive rebound by J. Allen,7,9
31,1,8:33.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,7,9
32,1,8:29.0,Defensive rebound by G. Antetokounmpo,,7,9
33,1,8:25.0,Offensive foul by G. Antetokounmpo (drawn by K. Irving),,7,9
34,1,8:25.0,Turnover by G. Antetokounmpo (offensive foul),,7,9
35,1,8:15.0,,K. Irving misses 2-pt layup from 7 ft,7,9
36,1,8:11.0,Defensive rebound by E. Bledsoe,,7,9
37,1,8:07.0,W. Matthews misses 3-pt jump shot from 26 ft,,7,9
38,1,8:07.0,,Defensive rebound by Team,7,9
39,1,7:51.0,,Turnover by S. Dinwiddie (bad pass; steal by K. Middleton),7,9
40,1,7:48.0,Offensive foul by G. Antetokounmpo (drawn by K. Irving),,7,9
41,1,7:48.0,Turnover by G. Antetokounmpo (offensive foul),,7,9
42,1,7:48.0,Instant Replay (Challenge: Ruling Stands),,7,9
43,1,7:48.0,,Brooklyn full timeout,7,9
44,1,7:34.0,,T. Prince misses 3-pt jump shot from 23 ft,7,9
45,1,7:29.0,Defensive rebound by G. Antetokounmpo,,7,9
46,1,7:24.0,Turnover by G. Antetokounmpo (lost ball),,7,9
47,1,7:16.0,,T. Prince misses 3-pt jump shot from 25 ft,7,9
48,1,7:11.0,Defensive rebound by E. Bledsoe,,7,9
49,1,7:06.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,9,9
50,1,6:50.0,,J. Allen misses 2-pt dunk from 1 ft (block by B. Lopez),9,9
51,1,6:47.0,Defensive rebound by B. Lopez,,9,9
52,1,6:43.0,K. Middleton makes 2-pt jump shot from 22 ft,,11,9
53,1,6:29.0,,R. Kurucs makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),11,12
54,1,6:12.0,Turnover by G. Antetokounmpo (bad pass),,11,12
55,1,6:12.0,E. İlyasova enters the game for G. Antetokounmpo,,11,12
56,1,6:12.0,,C. LeVert enters the game for S. Dinwiddie,11,12
57,1,6:12.0,,T. Luwawu-Cabarrot enters the game for R. Kurucs,11,12
58,1,5:56.0,,T. Prince misses 2-pt layup from 2 ft (block by B. Lopez),11,12
59,1,5:54.0,Defensive rebound by B. Lopez,,11,12
60,1,5:41.0,B. Lopez makes 3-pt jump shot from 23 ft (assist by K. Middleton),,14,12
61,1,5:22.0,,J. Allen makes 2-pt layup from 2 ft (assist by K. Irving),14,14
62,1,5:11.0,E. İlyasova misses 2-pt layup from 3 ft,,14,14
63,1,5:05.0,,Defensive rebound by K. Irving,14,14
64,1,5:05.0,,Turnover by K. Irving (out of bounds lost ball),14,14
65,1,5:05.0,D. DiVincenzo enters the game for E. Bledsoe,,14,14
66,1,5:05.0,G. Hill enters the game for W. Matthews,,14,14
67,1,4:55.0,K. Middleton misses 2-pt jump shot from 12 ft,,14,14
68,1,4:53.0,,Defensive rebound by K. Irving,14,14
69,1,4:45.0,,K. Irving makes 2-pt jump shot from 10 ft (assist by T. Prince),14,16
70,1,4:33.0,B. Lopez makes 2-pt layup from 1 ft (assist by D. DiVincenzo),,16,16
71,1,4:33.0,Shooting foul by T. Prince (drawn by B. Lopez),,16,16
72,1,4:33.0,K. Korver enters the game for K. Middleton,,16,16
73,1,4:33.0,B. Lopez makes free throw 1 of 1,,17,16
74,1,4:20.0,,C. LeVert misses 2-pt jump shot from 7 ft (block by D. DiVincenzo),17,16
75,1,4:20.0,,Offensive rebound by Team,17,16
76,1,4:14.0,,Offensive foul by J. Allen (drawn by E. İlyasova),17,16
77,1,4:14.0,,Turnover by J. Allen (offensive foul),17,16
78,1,4:04.0,K. Korver makes 3-pt jump shot from 25 ft (assist by B. Lopez),,20,16
79,1,3:53.0,,Shooting foul by K. Korver (drawn by T. Prince),20,16
80,1,3:53.0,,T. Prince makes free throw 1 of 2,20,17
81,1,3:53.0,D. Bender enters the game for B. Lopez,,20,17
82,1,3:53.0,,N. Claxton enters the game for J. Allen,20,17
83,1,3:53.0,,S. Dinwiddie enters the game for K. Irving,20,17
84,1,3:53.0,,T. Prince makes free throw 2 of 2,20,18
85,1,3:36.0,D. Bender misses 3-pt jump shot from 23 ft,,20,18
86,1,3:31.0,Offensive rebound by D. DiVincenzo,,20,18
87,1,3:30.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. DiVincenzo),,23,18
88,1,3:11.0,,T. Prince makes 2-pt jump shot from 13 ft,23,20
89,1,2:58.0,Personal foul by S. Dinwiddie (drawn by G. Hill),,23,20
90,1,2:58.0,Milwaukee full timeout,,23,20
91,1,2:58.0,,W. Chandler enters the game for T. Prince,23,20
92,1,2:51.0,D. Bender misses 2-pt jump shot from 6 ft (block by N. Claxton),,23,20
93,1,2:46.0,Offensive rebound by G. Hill,,23,20
94,1,2:43.0,G. Hill misses 2-pt jump shot from 16 ft,,23,20
95,1,2:39.0,,Defensive rebound by C. LeVert,23,20
96,1,2:26.0,,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,23,20
97,1,2:24.0,Defensive rebound by E. İlyasova,,23,20
98,1,2:17.0,D. DiVincenzo misses 2-pt jump shot from 13 ft,,23,20
99,1,2:12.0,,Defensive rebound by S. Dinwiddie,23,20
100,1,2:06.0,,S. Dinwiddie misses 2-pt layup from 8 ft,23,20
101,1,2:05.0,Defensive rebound by K. Korver,,23,20
102,1,2:00.0,Turnover by D. DiVincenzo (bad pass),,23,20
103,1,1:49.0,,Shooting foul by D. Bender (drawn by T. Luwawu-Cabarrot),23,20
104,1,1:49.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,23,21
105,1,1:49.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,23,22
106,1,1:36.0,D. Bender makes 3-pt jump shot from 26 ft (assist by E. İlyasova),,26,22
107,1,1:20.0,,Turnover by C. LeVert (out of bounds lost ball),26,22
108,1,1:05.0,G. Hill misses 2-pt jump shot from 14 ft,,26,22
109,1,1:00.0,,Defensive rebound by T. Luwawu-Cabarrot,26,22
110,1,0:53.0,,S. Dinwiddie misses 2-pt jump shot from 18 ft,26,22
111,1,0:51.0,Defensive rebound by D. Bender,,26,22
112,1,0:42.0,E. İlyasova makes 2-pt jump shot from 4 ft,,28,22
113,1,0:33.0,,N. Claxton misses 2-pt layup from 10 ft,28,22
114,1,0:30.0,Defensive rebound by E. İlyasova,,28,22
115,1,0:11.0,D. DiVincenzo makes 2-pt layup from 1 ft (assist by D. Bender),,30,22
116,1,0:03.0,,S. Dinwiddie misses 2-pt jump shot from 16 ft,30,22
117,1,0:03.0,Defensive rebound by D. Bender,,30,22
118,2,11:43.0,,C. LeVert misses 2-pt jump shot from 10 ft,30,22
119,2,11:39.0,Defensive rebound by G. Antetokounmpo,,30,22
120,2,11:31.0,Shooting foul by S. Dinwiddie (drawn by G. Antetokounmpo),,30,22
121,2,11:31.0,G. Antetokounmpo misses free throw 1 of 2,,30,22
122,2,11:31.0,Offensive rebound by Team,,30,22
123,2,11:31.0,G. Antetokounmpo makes free throw 2 of 2,,31,22
124,2,11:18.0,,N. Claxton makes 2-pt layup from 3 ft (assist by S. Dinwiddie),31,24
125,2,11:07.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,34,24
126,2,10:47.0,,W. Chandler misses 3-pt jump shot from 25 ft,34,24
127,2,10:45.0,Defensive rebound by G. Antetokounmpo,,34,24
128,2,10:38.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,37,24
129,2,10:24.0,,N. Claxton misses 2-pt layup from 2 ft,37,24
130,2,10:22.0,Defensive rebound by D. Bender,,37,24
131,2,10:19.0,D. DiVincenzo misses 3-pt jump shot from 23 ft,,37,24
132,2,10:15.0,,Defensive rebound by T. Luwawu-Cabarrot,37,24
133,2,10:08.0,,W. Chandler misses 3-pt jump shot from 23 ft,37,24
134,2,10:04.0,Defensive rebound by G. Antetokounmpo,,37,24
135,2,10:00.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,39,24
136,2,10:00.0,B. Lopez enters the game for D. Bender,,39,24
137,2,10:00.0,K. Middleton enters the game for D. DiVincenzo,,39,24
138,2,9:42.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 11 ft,39,26
139,2,9:30.0,Offensive foul by G. Antetokounmpo (drawn by T. Luwawu-Cabarrot),,39,26
140,2,9:30.0,Turnover by G. Antetokounmpo (offensive foul),,39,26
141,2,9:30.0,,T. Prince enters the game for W. Chandler,39,26
142,2,9:18.0,,N. Claxton makes 2-pt layup from 4 ft,39,28
143,2,9:08.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,39,28
144,2,9:03.0,,Defensive rebound by T. Luwawu-Cabarrot,39,28
145,2,8:54.0,,Offensive foul by T. Prince (drawn by G. Antetokounmpo),39,28
146,2,8:54.0,,Turnover by T. Prince (offensive foul),39,28
147,2,8:37.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Korver),,41,28
148,2,8:14.0,,S. Dinwiddie misses 2-pt layup from 6 ft,41,28
149,2,8:13.0,,Offensive rebound by N. Claxton,41,28
150,2,8:11.0,,N. Claxton misses 2-pt layup from 2 ft (block by B. Lopez),41,28
151,2,8:11.0,Defensive rebound by K. Korver,,41,28
152,2,8:03.0,K. Middleton misses 2-pt jump shot from 11 ft,,41,28
153,2,7:59.0,Offensive rebound by G. Antetokounmpo,,41,28
154,2,7:56.0,K. Korver misses 3-pt jump shot from 26 ft,,41,28
155,2,7:53.0,,Defensive rebound by N. Claxton,41,28
156,2,7:53.0,,Brooklyn full timeout,41,28
157,2,7:53.0,D. DiVincenzo enters the game for G. Antetokounmpo,,41,28
158,2,7:53.0,W. Matthews enters the game for K. Korver,,41,28
159,2,7:53.0,,J. Allen enters the game for N. Claxton,41,28
160,2,7:53.0,,K. Irving enters the game for C. LeVert,41,28
161,2,7:53.0,,R. Kurucs enters the game for T. Luwawu-Cabarrot,41,28
162,2,7:46.0,,K. Irving misses 3-pt jump shot from 25 ft,41,28
163,2,7:43.0,Defensive rebound by D. DiVincenzo,,41,28
164,2,7:38.0,D. DiVincenzo misses 2-pt layup from 2 ft,,41,28
165,2,7:36.0,,Defensive rebound by T. Prince,41,28
166,2,7:34.0,,Turnover by T. Prince (lost ball; steal by D. DiVincenzo),41,28
167,2,7:29.0,W. Matthews misses 3-pt jump shot from 23 ft,,41,28
168,2,7:25.0,,Defensive rebound by J. Allen,41,28
169,2,7:05.0,,Shooting foul by W. Matthews (drawn by S. Dinwiddie),41,28
170,2,7:05.0,,S. Dinwiddie makes free throw 1 of 2,41,29
171,2,7:05.0,,S. Dinwiddie makes free throw 2 of 2,41,30
172,2,6:54.0,B. Lopez misses 2-pt layup from 2 ft (block by J. Allen),,41,30
173,2,6:51.0,,Defensive rebound by R. Kurucs,41,30
174,2,6:31.0,,Shooting foul by B. Lopez (drawn by J. Allen),41,30
175,2,6:31.0,,J. Allen makes free throw 1 of 2,41,31
176,2,6:31.0,,W. Chandler enters the game for S. Dinwiddie,41,31
177,2,6:31.0,,J. Allen makes free throw 2 of 2,41,32
178,2,6:16.0,D. DiVincenzo makes 2-pt layup from 1 ft,,43,32
179,2,5:54.0,,T. Prince misses 3-pt jump shot from 25 ft,43,32
180,2,5:52.0,,Offensive rebound by K. Irving,43,32
181,2,5:47.0,,T. Prince misses 3-pt jump shot from 25 ft,43,32
182,2,5:44.0,Defensive rebound by D. DiVincenzo,,43,32
183,2,5:35.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by B. Lopez),,45,32
184,2,5:12.0,,T. Prince misses 2-pt jump shot from 8 ft,45,32
185,2,5:09.0,Defensive rebound by K. Middleton,,45,32
186,2,5:03.0,B. Lopez misses 3-pt jump shot from 25 ft,,45,32
187,2,4:59.0,,Defensive rebound by W. Chandler,45,32
188,2,4:50.0,,W. Chandler makes 2-pt layup from 5 ft (assist by K. Irving),45,34
189,2,4:34.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,47,34
190,2,4:19.0,,K. Irving misses 2-pt layup from 2 ft,47,34
191,2,4:19.0,,Offensive rebound by J. Allen,47,34
192,2,4:19.0,,Shooting foul by E. Bledsoe (drawn by J. Allen),47,34
193,2,4:19.0,,J. Allen misses free throw 1 of 2,47,34
194,2,4:19.0,,Offensive rebound by Team,47,34
195,2,4:19.0,G. Antetokounmpo enters the game for E. Bledsoe,,47,34
196,2,4:19.0,G. Hill enters the game for B. Lopez,,47,34
197,2,4:19.0,,C. LeVert enters the game for T. Prince,47,34
198,2,4:19.0,,J. Allen makes free throw 2 of 2,47,35
199,2,4:04.0,Turnover by W. Matthews (lost ball; steal by W. Chandler),,47,35
200,2,3:59.0,,Turnover by K. Irving (lost ball; steal by W. Matthews),47,35
201,2,3:59.0,Personal foul by C. LeVert (drawn by W. Matthews),,47,35
202,2,3:59.0,Milwaukee full timeout,,47,35
203,2,3:44.0,Turnover by K. Middleton (lost ball; steal by W. Chandler),,47,35
204,2,3:38.0,,K. Irving misses 2-pt jump shot from 11 ft,47,35
205,2,3:35.0,Defensive rebound by K. Middleton,,47,35
206,2,3:28.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by J. Allen),,47,35
207,2,3:25.0,,Defensive rebound by R. Kurucs,47,35
208,2,3:23.0,,Offensive foul by R. Kurucs (drawn by W. Matthews),47,35
209,2,3:23.0,,Turnover by R. Kurucs (offensive foul),47,35
210,2,3:23.0,D. Bender enters the game for W. Matthews,,47,35
211,2,3:03.0,G. Antetokounmpo makes 2-pt jump shot from 8 ft,,49,35
212,2,2:49.0,,C. LeVert misses 2-pt layup from 1 ft,49,35
213,2,2:48.0,Defensive rebound by D. DiVincenzo,,49,35
214,2,2:43.0,D. Bender misses 3-pt jump shot from 25 ft,,49,35
215,2,2:39.0,,Defensive rebound by J. Allen,49,35
216,2,2:33.0,,R. Kurucs makes 3-pt jump shot from 23 ft (assist by W. Chandler),49,38
217,2,2:20.0,K. Middleton makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),,51,38
218,2,2:06.0,,C. LeVert misses 3-pt jump shot from 25 ft,51,38
219,2,2:02.0,Defensive rebound by D. Bender,,51,38
220,2,2:00.0,Turnover by D. Bender (bad pass; steal by C. LeVert),,51,38
221,2,1:57.0,,C. LeVert makes 2-pt layup from 2 ft,51,40
222,2,1:35.0,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving),,51,40
223,2,1:30.0,,K. Irving makes 2-pt layup at rim (assist by C. LeVert),51,42
224,2,1:10.0,K. Middleton misses 2-pt jump shot from 12 ft,,51,42
225,2,1:07.0,,Defensive rebound by W. Chandler,51,42
226,2,1:01.0,,Turnover by C. LeVert (bad pass; steal by K. Middleton),51,42
227,2,1:01.0,Personal foul by W. Chandler (drawn by K. Middleton),,51,42
228,2,1:01.0,K. Korver enters the game for G. Antetokounmpo,,51,42
229,2,1:01.0,,T. Prince enters the game for R. Kurucs,51,42
230,2,0:47.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Hill),,54,42
231,2,0:34.0,,T. Prince misses 3-pt jump shot from 25 ft,54,42
232,2,0:31.0,Defensive rebound by D. Bender,,54,42
233,2,0:12.0,K. Middleton makes 3-pt jump shot from 25 ft,,57,42
234,2,0:00.0,Instant Replay (Request: Ruling Stands),,57,42
235,3,11:37.0,,S. Dinwiddie misses 2-pt layup from 5 ft,57,42
236,3,11:35.0,Defensive rebound by G. Antetokounmpo,,57,42
237,3,11:29.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,57,42
238,3,11:27.0,,Defensive rebound by J. Allen,57,42
239,3,11:20.0,,K. Irving misses 3-pt jump shot from 26 ft,57,42
240,3,11:18.0,Defensive rebound by G. Antetokounmpo,,57,42
241,3,11:11.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by B. Lopez),,60,42
242,3,10:58.0,,K. Irving makes 2-pt jump shot from 13 ft,60,44
243,3,10:46.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,60,44
244,3,10:43.0,,Defensive rebound by K. Irving,60,44
245,3,10:26.0,,K. Irving misses 2-pt jump shot from 13 ft,60,44
246,3,10:23.0,Defensive rebound by B. Lopez,,60,44
247,3,10:17.0,Turnover by B. Lopez (bad pass; steal by K. Irving),,60,44
248,3,10:13.0,,R. Kurucs misses 3-pt jump shot from 27 ft,60,44
249,3,10:11.0,,Offensive rebound by S. Dinwiddie,60,44
250,3,10:06.0,,T. Prince misses 3-pt jump shot from 25 ft,60,44
251,3,10:01.0,Defensive rebound by K. Middleton,,60,44
252,3,9:59.0,Shooting foul by T. Prince (drawn by K. Middleton),,60,44
253,3,9:59.0,K. Middleton makes free throw 1 of 2,,61,44
254,3,9:59.0,K. Middleton makes free throw 2 of 2,,62,44
255,3,9:38.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by K. Irving),62,47
256,3,9:27.0,K. Middleton makes 2-pt jump shot from 8 ft,,64,47
257,3,9:12.0,,R. Kurucs misses 3-pt jump shot from 25 ft,64,47
258,3,9:08.0,Defensive rebound by E. Bledsoe,,64,47
