,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
0,1,11:43.0,Turnover by P. Connaughton (lost ball; steal by G. Harris),,0,0
1,1,11:35.0,,P. Millsap misses 3-pt jump shot from 25 ft,0,0
2,1,11:31.0,Defensive rebound by W. Matthews,,0,0
3,1,11:19.0,R. Lopez misses 2-pt hook shot from 3 ft,,0,0
4,1,11:17.0,,Defensive rebound by N. Jokić,0,0
5,1,11:12.0,,W. Barton makes 2-pt jump shot from 14 ft,0,2
6,1,10:55.0,S. Brown misses 3-pt jump shot from 25 ft,,0,2
7,1,10:53.0,,Defensive rebound by G. Harris,0,2
8,1,10:38.0,,N. Jokić misses 3-pt jump shot from 24 ft,0,2
9,1,10:33.0,Defensive rebound by T. Antetokounmpo,,0,2
10,1,10:29.0,R. Lopez makes 3-pt jump shot from 22 ft (assist by T. Antetokounmpo),,3,2
11,1,10:03.0,,J. Murray misses 2-pt jump shot from 11 ft,3,2
12,1,10:00.0,Defensive rebound by R. Lopez,,3,2
13,1,9:47.0,R. Lopez makes 3-pt jump shot from 24 ft (assist by T. Antetokounmpo),,6,2
14,1,9:30.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by N. Jokić),6,5
15,1,9:08.0,T. Antetokounmpo makes 2-pt jump shot from 10 ft,,8,5
16,1,8:54.0,,Personal foul by P. Connaughton (drawn by J. Murray),8,5
17,1,8:50.0,,G. Harris makes 2-pt layup from 3 ft (assist by W. Barton),8,7
18,1,8:40.0,P. Connaughton misses 3-pt jump shot from 26 ft,,8,7
19,1,8:37.0,,Defensive rebound by J. Murray,8,7
20,1,8:28.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by J. Murray),8,10
21,1,8:15.0,Shooting foul by P. Millsap (drawn by T. Antetokounmpo),,8,10
22,1,8:15.0,T. Antetokounmpo makes free throw 1 of 2,,9,10
23,1,8:15.0,D. Wilson enters the game for R. Lopez,,9,10
24,1,8:15.0,T. Antetokounmpo misses free throw 2 of 2,,9,10
25,1,8:13.0,,Defensive rebound by P. Millsap,9,10
26,1,8:09.0,,W. Barton makes 3-pt jump shot from 24 ft,9,13
27,1,7:55.0,P. Connaughton misses 3-pt jump shot from 26 ft,,9,13
28,1,7:53.0,Offensive rebound by S. Brown,,9,13
29,1,7:50.0,S. Brown makes 2-pt layup from 2 ft,,11,13
30,1,7:36.0,,P. Millsap misses 3-pt jump shot from 26 ft,11,13
31,1,7:34.0,Defensive rebound by Team,,11,13
32,1,7:34.0,R. Lopez enters the game for T. Antetokounmpo,,11,13
33,1,7:34.0,F. Mason enters the game for P. Connaughton,,11,13
34,1,7:23.0,W. Matthews misses 3-pt jump shot from 25 ft,,11,13
35,1,7:18.0,Offensive rebound by D. Wilson,,11,13
36,1,7:10.0,Turnover by F. Mason (lost ball; steal by P. Millsap),,11,13
37,1,6:57.0,,P. Millsap makes 2-pt jump shot from 21 ft,11,15
38,1,6:44.0,W. Matthews misses 2-pt jump shot from 6 ft,,11,15
39,1,6:42.0,,Defensive rebound by N. Jokić,11,15
40,1,6:34.0,,G. Harris misses 2-pt jump shot from 7 ft,11,15
41,1,6:30.0,Defensive rebound by D. Wilson,,11,15
42,1,6:21.0,D. Wilson misses 3-pt jump shot from 26 ft,,11,15
43,1,6:17.0,,Defensive rebound by N. Jokić,11,15
44,1,6:16.0,,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),11,17
45,1,6:16.0,,Shooting foul by D. Wilson (drawn by P. Millsap),11,17
46,1,6:16.0,,Denver full timeout,11,17
47,1,6:16.0,,P. Millsap makes free throw 1 of 1,11,18
48,1,6:03.0,S. Brown makes 3-pt jump shot from 25 ft (assist by F. Mason),,14,18
49,1,5:43.0,,Turnover by N. Jokić (bad pass; steal by R. Lopez),14,18
50,1,5:37.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by F. Mason),,17,18
51,1,5:21.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by N. Jokić),17,20
52,1,5:05.0,Turnover by D. Wilson (bad pass; steal by W. Barton),,17,20
53,1,4:58.0,,J. Murray makes 2-pt jump shot from 12 ft,17,22
