,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DENVER_ACTION,PHOENIX_SCORE,DENVER_SCORE
0,1,11:47.0,,G. Harris misses 2-pt jump shot from 19 ft,0,0
1,1,11:43.0,Defensive rebound by F. Kaminsky,,0,0
2,1,11:28.0,F. Kaminsky makes 2-pt jump shot from 7 ft (assist by T. Johnson),,2,0
3,1,11:14.0,,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),2,2
4,1,11:01.0,Turnover by T. Johnson (step out of bounds),,2,2
5,1,10:49.0,,Turnover by W. Barton (lost ball; steal by K. Oubre),2,2
6,1,10:47.0,K. Oubre makes 2-pt dunk at rim,,4,2
7,1,10:30.0,,J. Murray misses 3-pt jump shot from 26 ft,4,2
8,1,10:28.0,Defensive rebound by D. Šarić,,4,2
9,1,10:20.0,K. Oubre misses 2-pt jump shot from 8 ft,,4,2
10,1,10:18.0,,Defensive rebound by N. Jokić,4,2
11,1,10:07.0,,P. Millsap misses 2-pt jump shot from 5 ft,4,2
12,1,10:06.0,Defensive rebound by D. Šarić,,4,2
13,1,10:00.0,K. Oubre misses 3-pt jump shot from 22 ft,,4,2
14,1,9:56.0,,Defensive rebound by N. Jokić,4,2
15,1,9:42.0,,Shooting foul by F. Kaminsky (drawn by P. Millsap),4,2
16,1,9:42.0,,P. Millsap makes free throw 1 of 2,4,3
17,1,9:42.0,,P. Millsap makes free throw 2 of 2,4,4
18,1,9:25.0,D. Booker makes 2-pt layup from 3 ft,,6,4
19,1,9:25.0,Shooting foul by P. Millsap (drawn by D. Booker),,6,4
20,1,9:25.0,D. Booker makes free throw 1 of 1,,7,4
21,1,9:15.0,,J. Murray makes 3-pt jump shot from 24 ft,7,7
22,1,9:00.0,D. Booker makes 2-pt jump shot from 10 ft (assist by T. Johnson),,9,7
23,1,8:47.0,,W. Barton misses 3-pt jump shot from 23 ft,9,7
24,1,8:44.0,Defensive rebound by D. Šarić,,9,7
25,1,8:41.0,D. Booker misses 3-pt jump shot from 26 ft,,9,7
26,1,8:38.0,,Defensive rebound by J. Murray,9,7
27,1,8:33.0,,W. Barton makes 2-pt layup from 1 ft (assist by J. Murray),9,9
28,1,8:19.0,Personal foul by G. Harris (drawn by D. Booker),,9,9
29,1,8:13.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by D. Booker),,12,9
30,1,7:57.0,,G. Harris misses 3-pt jump shot from 25 ft,12,9
31,1,7:55.0,Defensive rebound by D. Šarić,,12,9
32,1,7:38.0,D. Booker misses 3-pt jump shot from 31 ft,,12,9
33,1,7:35.0,,Defensive rebound by W. Barton,12,9
34,1,7:30.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by W. Barton),12,12
35,1,7:13.0,Turnover by D. Booker (3 sec),,12,12
36,1,7:04.0,,W. Barton misses 3-pt jump shot from 25 ft,12,12
37,1,7:02.0,,Offensive rebound by W. Barton,12,12
38,1,6:58.0,,W. Barton misses 2-pt jump shot from 2 ft,12,12
39,1,6:55.0,,Offensive rebound by W. Barton,12,12
40,1,6:54.0,,W. Barton misses 2-pt layup from 2 ft (block by D. Šarić),12,12
41,1,6:50.0,,Offensive rebound by W. Barton,12,12
42,1,6:47.0,,W. Barton misses 2-pt layup from 2 ft,12,12
43,1,6:46.0,Defensive rebound by D. Šarić,,12,12
44,1,6:40.0,D. Šarić makes 2-pt hook shot from 3 ft (assist by K. Oubre),,14,12
45,1,6:40.0,,Denver full timeout,14,12
46,1,6:20.0,,N. Jokić misses 2-pt hook shot from 5 ft,14,12
47,1,6:19.0,,Offensive rebound by N. Jokić,14,12
48,1,6:16.0,,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),14,14
49,1,6:16.0,,Shooting foul by D. Booker (drawn by P. Millsap),14,14
50,1,6:16.0,,P. Millsap makes free throw 1 of 1,14,15
51,1,6:03.0,K. Oubre misses 3-pt jump shot from 24 ft,,14,15
52,1,6:00.0,,Defensive rebound by P. Millsap,14,15
53,1,5:39.0,,J. Murray misses 2-pt layup from 3 ft,14,15
54,1,5:37.0,Defensive rebound by D. Booker,,14,15
55,1,5:31.0,Offensive foul by T. Johnson (drawn by J. Murray),,14,15
56,1,5:31.0,Turnover by T. Johnson (offensive foul),,14,15
57,1,5:19.0,,N. Jokić makes 2-pt dunk from 1 ft (assist by J. Murray),14,17
58,1,5:06.0,D. Šarić misses 2-pt jump shot from 8 ft,,14,17
59,1,5:05.0,Offensive rebound by F. Kaminsky,,14,17
60,1,5:04.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),,17,17
61,1,4:45.0,,Shooting foul by D. Šarić (drawn by P. Millsap),17,17
62,1,4:45.0,,P. Millsap makes free throw 1 of 2,17,18
63,1,4:45.0,C. Diallo enters the game for F. Kaminsky,,17,18
64,1,4:45.0,,P. Millsap makes free throw 2 of 2,17,19
65,1,4:31.0,Offensive foul by K. Oubre (drawn by J. Murray),,17,19
66,1,4:31.0,Turnover by K. Oubre (offensive foul),,17,19
67,1,4:24.0,,J. Murray makes 2-pt jump shot from 16 ft,17,21
68,1,4:21.0,Phoenix full timeout,,17,21
69,1,4:21.0,C. Johnson enters the game for T. Johnson,,17,21
70,1,4:21.0,E. Okobo enters the game for K. Oubre,,17,21
71,1,4:21.0,,M. Porter enters the game for W. Barton,17,21
72,1,4:07.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by D. Booker),,20,21
73,1,3:48.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by G. Harris),20,24
74,1,3:34.0,Turnover by D. Booker (bad pass; steal by J. Murray),,20,24
75,1,3:29.0,,G. Harris misses 3-pt jump shot from 24 ft,20,24
76,1,3:26.0,Defensive rebound by Team,,20,24
77,1,3:26.0,,J. Grant enters the game for P. Millsap,20,24
78,1,3:03.0,C. Johnson misses 3-pt jump shot from 25 ft,,20,24
79,1,2:59.0,,Defensive rebound by J. Grant,20,24
80,1,2:42.0,,N. Jokić misses 2-pt jump shot from 16 ft,20,24
81,1,2:39.0,Defensive rebound by D. Šarić,,20,24
82,1,2:22.0,D. Booker misses 3-pt jump shot from 23 ft,,20,24
83,1,2:19.0,,Defensive rebound by G. Harris,20,24
84,1,2:04.0,,N. Jokić misses 2-pt jump shot from 19 ft,20,24
85,1,2:01.0,Defensive rebound by D. Šarić,,20,24
86,1,1:53.0,E. Okobo misses 2-pt jump shot from 3 ft,,20,24
87,1,1:52.0,,Defensive rebound by N. Jokić,20,24
88,1,1:41.0,,G. Harris misses 2-pt layup from 3 ft,20,24
89,1,1:39.0,Defensive rebound by D. Šarić,,20,24
90,1,1:33.0,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Šarić),,23,24
91,1,1:13.0,,J. Murray makes 2-pt dunk from 1 ft,23,26
92,1,0:55.0,D. Šarić makes 2-pt hook shot from 7 ft,,25,26
93,1,0:32.0,,J. Murray misses 3-pt jump shot from 26 ft,25,26
94,1,0:30.0,Defensive rebound by D. Šarić,,25,26
95,1,0:09.0,C. Johnson misses 3-pt jump shot from 22 ft,,25,26
96,1,0:06.0,,Defensive rebound by N. Jokić,25,26
97,1,0:03.0,,M. Porter makes 2-pt dunk from 1 ft (assist by N. Jokić),25,28
98,1,0:00.0,E. Okobo makes 3-pt jump shot from 30 ft,,28,28
99,1,0:00.0,Instant Replay (Request: Ruling Stands),,28,28
100,2,11:39.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,28,28
101,2,11:35.0,,Defensive rebound by M. Plumlee,28,28
102,2,11:23.0,,M. Porter misses 3-pt jump shot from 24 ft,28,28
103,2,11:19.0,Defensive rebound by F. Kaminsky,,28,28
104,2,11:15.0,E. Okobo makes 3-pt jump shot from 25 ft,,31,28
105,2,10:56.0,,Shooting foul by F. Kaminsky (drawn by M. Plumlee),31,28
106,2,10:56.0,,M. Plumlee misses free throw 1 of 2,31,28
107,2,10:56.0,,Offensive rebound by Team,31,28
108,2,10:56.0,J. Carter enters the game for F. Kaminsky,,31,28
109,2,10:56.0,,J. Hernangómez enters the game for T. Craig,31,28
110,2,10:56.0,,M. Plumlee misses free throw 2 of 2,31,28
111,2,10:54.0,Defensive rebound by M. Bridges,,31,28
112,2,10:37.0,Shooting foul by M. Porter (drawn by C. Diallo),,31,28
113,2,10:37.0,C. Diallo makes free throw 1 of 2,,32,28
114,2,10:37.0,C. Diallo makes free throw 2 of 2,,33,28
115,2,10:26.0,,Turnover by M. Plumlee (bad pass; steal by M. Bridges),33,28
116,2,10:15.0,M. Bridges misses 3-pt jump shot from 25 ft,,33,28
117,2,10:13.0,,Defensive rebound by M. Morris,33,28
118,2,10:05.0,,Shooting foul by E. Okobo (drawn by M. Plumlee),33,28
119,2,10:05.0,,M. Plumlee makes free throw 1 of 2,33,29
120,2,10:05.0,,M. Plumlee makes free throw 2 of 2,33,30
121,2,9:48.0,E. Okobo misses 2-pt layup from 1 ft,,33,30
122,2,9:47.0,,Defensive rebound by J. Hernangómez,33,30
123,2,9:36.0,,M. Plumlee makes 2-pt hook shot from 3 ft (assist by M. Porter),33,32
124,2,9:18.0,C. Diallo misses 2-pt dunk from 1 ft,,33,32
125,2,9:15.0,Offensive rebound by J. Carter,,33,32
126,2,9:14.0,M. Bridges misses 3-pt jump shot from 22 ft,,33,32
127,2,9:14.0,,Defensive rebound by J. Grant,33,32
128,2,8:57.0,,Offensive foul by J. Hernangómez (drawn by C. Johnson),33,32
129,2,8:57.0,,Turnover by J. Hernangómez (offensive foul),33,32
130,2,8:49.0,Turnover by J. Carter (traveling),,33,32
131,2,8:37.0,,M. Morris misses 2-pt jump shot from 12 ft,33,32
132,2,8:36.0,Defensive rebound by E. Okobo,,33,32
133,2,8:30.0,M. Bridges makes 2-pt layup from 2 ft (assist by E. Okobo),,35,32
134,2,8:30.0,,Denver full timeout,35,32
135,2,8:30.0,,W. Barton enters the game for M. Porter,35,32
136,2,8:14.0,,Turnover by J. Hernangómez (out of bounds lost ball),35,32
137,2,7:59.0,J. Carter misses 2-pt jump shot from 21 ft,,35,32
138,2,7:55.0,,Defensive rebound by J. Grant,35,32
139,2,7:37.0,,J. Grant misses 2-pt layup from 2 ft,35,32
140,2,7:35.0,,Offensive rebound by M. Plumlee,35,32
141,2,7:35.0,,M. Plumlee misses 2-pt layup at rim,35,32
142,2,7:33.0,,Offensive rebound by M. Plumlee,35,32
143,2,7:32.0,,M. Plumlee makes 2-pt layup from 2 ft,35,34
144,2,7:18.0,C. Diallo makes 2-pt jump shot from 9 ft (assist by C. Johnson),,37,34
145,2,7:09.0,,Turnover by M. Plumlee (bad pass),37,34
146,2,6:54.0,E. Okobo makes 3-pt jump shot from 27 ft (assist by J. Carter),,40,34
147,2,6:32.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Morris),40,37
148,2,6:12.0,C. Diallo makes 2-pt layup from 2 ft (assist by J. Carter),,42,37
149,2,6:00.0,,Personal foul by J. Carter (drawn by M. Morris),42,37
150,2,6:00.0,D. Booker enters the game for J. Carter,,42,37
151,2,6:00.0,K. Oubre enters the game for C. Johnson,,42,37
152,2,6:00.0,,G. Harris enters the game for J. Grant,42,37
153,2,6:00.0,,N. Jokić enters the game for J. Hernangómez,42,37
154,2,6:00.0,,P. Millsap enters the game for M. Morris,42,37
155,2,6:00.0,,J. Murray enters the game for M. Plumlee,42,37
156,2,5:51.0,,J. Murray makes 2-pt jump shot from 16 ft,42,39
157,2,5:35.0,Personal foul by G. Harris (drawn by D. Booker),,42,39
