,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
387,4,6:28.0,,Z. LaVine makes 2-pt layup from 2 ft,95,93
388,4,6:21.0,P. Mills misses 2-pt layup from 3 ft,,95,93
389,4,6:20.0,,Defensive rebound by L. Kornet,95,93
390,4,6:09.0,,L. Kornet makes 3-pt jump shot from 26 ft (assist by Z. LaVine),95,96
391,4,5:46.0,D. DeRozan misses 2-pt jump shot from 12 ft,,95,96
392,4,5:41.0,,Defensive rebound by Z. LaVine,95,96
393,4,5:30.0,,L. Kornet makes 2-pt layup from 2 ft,95,98
394,4,5:14.0,Shooting foul by K. Dunn (drawn by D. DeRozan),,95,98
395,4,5:14.0,D. DeRozan makes free throw 1 of 2,,96,98
396,4,5:14.0,T. Lyles enters the game for R. Gay,,96,98
397,4,5:14.0,D. DeRozan misses free throw 2 of 2,,96,98
398,4,5:12.0,,Defensive rebound by Z. LaVine,96,98
399,4,4:54.0,,Z. LaVine makes 3-pt jump shot from 27 ft,96,101
400,4,4:23.0,T. Lyles misses 2-pt jump shot from 6 ft,,96,101
401,4,4:20.0,Offensive rebound by J. Poeltl,,96,101
402,4,4:20.0,J. Poeltl makes 2-pt layup from 1 ft,,98,101
403,4,4:05.0,,Z. LaVine misses 3-pt jump shot from 26 ft,98,101
404,4,4:03.0,Defensive rebound by D. DeRozan,,98,101
405,4,3:58.0,D. DeRozan makes 2-pt jump shot from 6 ft,,100,101
406,4,3:58.0,Shooting foul by T. Young (drawn by D. DeRozan),,100,101
407,4,3:58.0,D. DeRozan makes free throw 1 of 1,,101,101
408,4,3:58.0,,Chicago full timeout,101,101
409,4,3:58.0,,T. Satoranský enters the game for D. Valentine,101,101
410,4,3:46.0,,K. Dunn misses 2-pt layup from 2 ft,101,101
411,4,3:44.0,Defensive rebound by D. DeRozan,,101,101
412,4,3:31.0,D. DeRozan makes 2-pt jump shot from 13 ft,,103,101
413,4,3:14.0,,Shooting foul by D. White (drawn by Z. LaVine),103,101
414,4,3:14.0,,Z. LaVine makes free throw 1 of 2,103,102
415,4,3:14.0,,Z. LaVine makes free throw 2 of 2,103,103
416,4,3:13.0,Personal take foul by L. Kornet (drawn by J. Poeltl),,103,103
417,4,3:13.0,J. Poeltl misses free throw 1 of 2,,103,103
418,4,3:13.0,Offensive rebound by Team,,103,103
419,4,3:13.0,J. Poeltl misses free throw 2 of 2,,103,103
420,4,3:11.0,,Defensive rebound by K. Dunn,103,103
421,4,2:51.0,,T. Satoranský makes 2-pt jump shot from 8 ft (assist by Z. LaVine),103,105
422,4,2:46.0,Personal take foul by T. Young (drawn by J. Poeltl),,103,105
423,4,2:46.0,J. Poeltl misses free throw 1 of 2,,103,105
424,4,2:46.0,Offensive rebound by Team,,103,105
425,4,2:46.0,J. Poeltl makes free throw 2 of 2,,104,105
426,4,2:44.0,,Personal take foul by D. White (drawn by T. Satoranský),104,105
427,4,2:44.0,R. Gay enters the game for J. Poeltl,,104,105
428,4,2:29.0,,T. Young makes 3-pt jump shot from 24 ft (assist by K. Dunn),104,108
429,4,2:09.0,R. Gay misses 3-pt jump shot from 25 ft,,104,108
430,4,2:05.0,,Defensive rebound by Z. LaVine,104,108
431,4,1:48.0,,Offensive foul by T. Satoranský (drawn by P. Mills),104,108
432,4,1:48.0,,Turnover by T. Satoranský (offensive foul),104,108
433,4,1:48.0,J. Poeltl enters the game for R. Gay,,104,108
434,4,1:48.0,,C. Hutchison enters the game for L. Kornet,104,108
435,4,1:36.0,P. Mills misses 3-pt jump shot from 27 ft,,104,108
436,4,1:32.0,,Defensive rebound by T. Young,104,108
437,4,1:25.0,,Turnover by (8 sec),104,108
438,4,1:25.0,B. Forbes enters the game for T. Lyles,,104,108
439,4,1:14.0,D. DeRozan misses 2-pt layup from 3 ft (block by K. Dunn),,104,108
440,4,1:14.0,Offensive rebound by Team,,104,108
441,4,1:11.0,San Antonio full timeout,,104,108
442,4,1:03.0,D. DeRozan makes 2-pt jump shot from 13 ft,,106,108
443,4,0:47.0,,T. Young misses 2-pt layup from 3 ft,106,108
444,4,0:45.0,,Offensive rebound by T. Young,106,108
445,4,0:34.0,,Z. LaVine misses 2-pt jump shot from 21 ft,106,108
446,4,0:32.0,,Offensive rebound by T. Satoranský,106,108
447,4,0:22.0,,Offensive foul by K. Dunn (drawn by D. White),106,108
448,4,0:22.0,,Turnover by K. Dunn (offensive foul),106,108
449,4,0:08.0,D. DeRozan makes 2-pt jump shot from 10 ft,,108,108
450,4,0:08.0,,Chicago full timeout,108,108
451,4,0:08.0,D. Murray enters the game for B. Forbes,,108,108
452,4,0:08.0,,D. Valentine enters the game for C. Hutchison,108,108
453,4,0:02.0,,Shooting foul by J. Poeltl (drawn by Z. LaVine),108,108
454,4,0:02.0,,Z. LaVine makes free throw 1 of 2,108,109
455,4,0:02.0,,Z. LaVine makes free throw 2 of 2,108,110
456,4,0:02.0,San Antonio full timeout,,108,110
457,4,0:02.0,B. Forbes enters the game for D. Murray,,108,110
458,4,0:02.0,,C. Hutchison enters the game for D. Valentine,108,110
459,4,0:02.0,,Chicago full timeout,108,110
460,4,0:02.0,R. Gay enters the game for J. Poeltl,,108,110
461,4,0:00.0,Shooting foul by K. Dunn (drawn by D. DeRozan),,108,110
462,4,0:00.0,D. DeRozan makes free throw 1 of 2,,109,110
463,4,0:00.0,J. Poeltl enters the game for B. Forbes,,109,110
464,4,0:00.0,,L. Kornet enters the game for C. Hutchison,109,110
465,4,0:00.0,D. DeRozan misses free throw 2 of 2,,109,110
466,4,0:00.0,Offensive rebound by D. DeRozan,,109,110
