,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
0,1,11:36.0,Turnover by L. Markkanen (back court),,0,0
1,1,11:16.0,,C. Zeller makes 2-pt dunk from 2 ft (assist by M. Bridges),0,2
2,1,10:59.0,W. Carter misses 2-pt hook shot from 4 ft,,0,2
3,1,10:57.0,,Defensive rebound by Team,0,2
4,1,10:45.0,,Turnover by D. Graham (bad pass),0,2
5,1,10:28.0,L. Markkanen misses 3-pt jump shot from 25 ft,,0,2
6,1,10:25.0,,Defensive rebound by M. Bridges,0,2
7,1,10:23.0,,P. Washington misses 2-pt layup from 2 ft,0,2
8,1,10:23.0,Defensive rebound by Team,,0,2
9,1,10:23.0,,Loose ball foul by C. Zeller (drawn by L. Markkanen),0,2
10,1,10:09.0,T. Satoranský makes 3-pt jump shot from 26 ft (assist by S. Harrison),,3,2
11,1,9:55.0,,Turnover by T. Rozier (step out of bounds),3,2
12,1,9:45.0,Turnover by L. Markkanen (palming),,3,2
13,1,9:23.0,,Turnover by D. Graham (bad pass; steal by T. Satoranský),3,2
14,1,9:17.0,W. Carter makes 2-pt dunk from 1 ft (assist by S. Harrison),,5,2
15,1,9:07.0,,M. Bridges makes 2-pt hook shot from 3 ft (assist by D. Graham),5,4
16,1,8:50.0,Turnover by W. Carter (lost ball; steal by P. Washington),,5,4
17,1,8:43.0,,P. Washington misses 2-pt layup from 9 ft (block by T. Satoranský),5,4
18,1,8:43.0,,Offensive rebound by Team,5,4
19,1,8:29.0,,M. Bridges misses 2-pt jump shot from 3 ft,5,4
20,1,8:27.0,Defensive rebound by T. Satoranský,,5,4
21,1,8:22.0,W. Carter misses 2-pt layup from 2 ft,,5,4
22,1,8:21.0,Offensive rebound by Team,,5,4
23,1,8:19.0,Shooting foul by D. Graham (drawn by Z. LaVine),,5,4
24,1,8:19.0,Z. LaVine makes free throw 1 of 2,,6,4
25,1,8:19.0,Z. LaVine makes free throw 2 of 2,,7,4
