,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
48,1,4:19.0,Defensive rebound by J. Murray,,19,23
49,1,4:13.0,J. Murray makes 3-pt jump shot from 25 ft,,22,23
50,1,3:53.0,,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Ayton),22,26
51,1,3:38.0,Shooting foul by D. Booker (drawn by J. Murray),,22,26
52,1,3:38.0,J. Murray makes free throw 1 of 2,,23,26
53,1,3:38.0,P. Millsap enters the game for J. Grant,,23,26
54,1,3:38.0,,C. Johnson enters the game for M. Bridges,23,26
55,1,3:38.0,J. Murray makes free throw 2 of 2,,24,26
56,1,3:21.0,,Personal foul by N. Jokić (drawn by D. Ayton),24,26
57,1,3:21.0,G. Harris enters the game for T. Craig,,24,26
58,1,3:16.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),24,29
59,1,2:54.0,N. Jokić misses 2-pt hook shot from 8 ft,,24,29
60,1,2:52.0,,Defensive rebound by D. Ayton,24,29
61,1,2:47.0,,E. Okobo makes 2-pt layup at rim,24,31
62,1,2:32.0,N. Jokić makes 2-pt hook shot from 5 ft,,26,31
63,1,2:32.0,,Phoenix full timeout,26,31
64,1,2:32.0,K. Bates-Diop enters the game for N. Jokić,,26,31
65,1,2:32.0,P. Dozier enters the game for J. Murray,,26,31
66,1,2:22.0,,D. Booker makes 2-pt layup from 1 ft (assist by E. Okobo),26,33
67,1,1:57.0,P. Millsap misses 2-pt layup from 6 ft (block by D. Ayton),,26,33
68,1,1:55.0,,Defensive rebound by C. Johnson,26,33
69,1,1:52.0,,E. Okobo misses 3-pt jump shot from 23 ft,26,33
70,1,1:49.0,Defensive rebound by P. Millsap,,26,33
71,1,1:40.0,P. Millsap misses 3-pt jump shot from 25 ft,,26,33
72,1,1:38.0,,Defensive rebound by K. Oubre,26,33
73,1,1:24.0,,Turnover by D. Booker (out of bounds lost ball),26,33
74,1,1:24.0,,M. Bridges enters the game for D. Ayton,26,33
75,1,1:24.0,,J. Carter enters the game for D. Booker,26,33
76,1,1:24.0,,C. Diallo enters the game for K. Oubre,26,33
77,1,1:14.0,M. Morris misses 2-pt jump shot from 17 ft,,26,33
78,1,1:11.0,,Defensive rebound by C. Diallo,26,33
79,1,0:58.0,,C. Diallo misses 2-pt jump shot from 13 ft,26,33
80,1,0:56.0,,Offensive rebound by J. Carter,26,33
81,1,0:56.0,,J. Carter makes 2-pt layup at rim,26,35
82,1,0:51.0,Personal foul by C. Diallo (drawn by P. Millsap),,26,35
83,1,0:41.0,G. Harris makes 2-pt jump shot from 16 ft (assist by P. Millsap),,28,35
84,1,0:31.0,,C. Johnson misses 3-pt jump shot from 23 ft,28,35
85,1,0:28.0,Defensive rebound by G. Harris,,28,35
86,1,0:08.0,Turnover by M. Morris (bad pass),,28,35
87,1,0:08.0,T. Craig enters the game for M. Morris,,28,35
88,1,0:08.0,,D. Booker enters the game for E. Okobo,28,35
89,1,0:01.0,,Shooting foul by T. Craig (drawn by D. Booker),28,35
90,1,0:01.0,,D. Booker makes free throw 1 of 2,28,36
91,1,0:01.0,M. Morris enters the game for T. Craig,,28,36
92,1,0:01.0,,D. Booker makes free throw 2 of 2,28,37
93,1,0:01.0,P. Dozier misses 3-pt jump shot from 56 ft,,28,37
94,1,0:00.0,Offensive rebound by Team,,28,37
95,2,11:44.0,P. Millsap makes 2-pt jump shot from 12 ft,,30,37
96,2,11:24.0,,R. Rubio misses 3-pt jump shot from 25 ft,30,37
97,2,11:20.0,Defensive rebound by K. Bates-Diop,,30,37
98,2,11:12.0,Personal foul by R. Rubio (drawn by P. Millsap),,30,37
99,2,11:07.0,Shooting foul by C. Diallo (drawn by K. Bates-Diop),,30,37
100,2,11:07.0,K. Bates-Diop makes free throw 1 of 2,,31,37
101,2,11:07.0,K. Bates-Diop makes free throw 2 of 2,,32,37
102,2,10:50.0,,C. Johnson misses 3-pt jump shot from 23 ft,32,37
103,2,10:48.0,Defensive rebound by K. Bates-Diop,,32,37
104,2,10:30.0,G. Harris makes 2-pt layup from 1 ft,,34,37
105,2,10:17.0,,R. Rubio misses 2-pt jump shot from 20 ft,34,37
106,2,10:15.0,Defensive rebound by P. Millsap,,34,37
107,2,10:06.0,P. Millsap misses 3-pt jump shot from 25 ft,,34,37
108,2,10:03.0,,Defensive rebound by R. Rubio,34,37
109,2,9:56.0,,Turnover by R. Rubio (bad pass; steal by G. Harris),34,37
110,2,9:45.0,M. Morris makes 2-pt jump shot from 22 ft (assist by P. Millsap),,36,37
111,2,9:43.0,,Phoenix full timeout,36,37
112,2,9:43.0,,D. Ayton enters the game for C. Diallo,36,37
113,2,9:43.0,,K. Oubre enters the game for C. Johnson,36,37
114,2,9:31.0,,D. Ayton makes 2-pt jump shot from 7 ft,36,39
115,2,9:16.0,P. Millsap makes 2-pt jump shot from 19 ft (assist by M. Morris),,38,39
116,2,8:47.0,,J. Carter misses 2-pt jump shot from 6 ft,38,39
117,2,8:46.0,Defensive rebound by P. Millsap,,38,39
118,2,8:38.0,P. Dozier misses 2-pt layup from 6 ft,,38,39
119,2,8:36.0,,Defensive rebound by D. Ayton,38,39
120,2,8:20.0,,R. Rubio misses 3-pt jump shot from 26 ft,38,39
121,2,8:18.0,Defensive rebound by P. Millsap,,38,39
122,2,8:12.0,M. Morris misses 3-pt jump shot from 24 ft,,38,39
123,2,8:09.0,,Defensive rebound by D. Ayton,38,39
124,2,7:53.0,,K. Oubre makes 2-pt jump shot from 3 ft,38,41
125,2,7:38.0,P. Millsap misses 2-pt jump shot from 17 ft,,38,41
126,2,7:35.0,,Defensive rebound by D. Ayton,38,41
127,2,7:29.0,,J. Carter misses 2-pt layup from 9 ft (block by P. Dozier),38,41
128,2,7:25.0,Defensive rebound by P. Millsap,,38,41
129,2,7:24.0,K. Bates-Diop makes 2-pt layup from 1 ft (assist by P. Millsap),,40,41
130,2,7:08.0,,K. Oubre misses 2-pt layup from 3 ft,40,41
131,2,7:06.0,Defensive rebound by P. Millsap,,40,41
132,2,7:02.0,G. Harris misses 2-pt layup from 3 ft (block by J. Carter),,40,41
133,2,7:00.0,,Defensive rebound by J. Carter,40,41
134,2,6:55.0,,Personal foul by P. Dozier (drawn by D. Ayton),40,41
135,2,6:55.0,T. Craig enters the game for K. Bates-Diop,,40,41
136,2,6:55.0,J. Grant enters the game for P. Dozier,,40,41
137,2,6:55.0,N. Jokić enters the game for G. Harris,,40,41
138,2,6:55.0,J. Murray enters the game for P. Millsap,,40,41
139,2,6:55.0,,D. Booker enters the game for J. Carter,40,41
140,2,6:50.0,,K. Oubre misses 3-pt jump shot from 25 ft,40,41
141,2,6:47.0,Defensive rebound by J. Murray,,40,41
142,2,6:38.0,T. Craig misses 3-pt jump shot from 25 ft,,40,41
143,2,6:36.0,,Defensive rebound by K. Oubre,40,41
144,2,6:29.0,,Personal foul by M. Morris (drawn by D. Booker),40,41
145,2,6:29.0,,C. Johnson enters the game for M. Bridges,40,41
146,2,6:15.0,,K. Oubre misses 2-pt layup from 1 ft,40,41
147,2,6:12.0,,Offensive rebound by D. Ayton,40,41
148,2,6:12.0,,D. Ayton makes 2-pt dunk from 1 ft,40,43
149,2,6:02.0,J. Grant misses 3-pt jump shot from 24 ft,,40,43
150,2,6:00.0,Offensive rebound by N. Jokić,,40,43
151,2,6:00.0,N. Jokić misses 2-pt layup from 1 ft,,40,43
152,2,5:59.0,Offensive rebound by N. Jokić,,40,43
153,2,5:57.0,N. Jokić misses 2-pt layup at rim (block by K. Oubre),,40,43
154,2,5:56.0,,Defensive rebound by R. Rubio,40,43
155,2,5:48.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by R. Rubio),40,45
156,2,5:28.0,N. Jokić misses 2-pt jump shot from 18 ft,,40,45
157,2,5:26.0,,Defensive rebound by D. Ayton,40,45
158,2,5:22.0,,Personal foul by M. Morris (drawn by R. Rubio),40,45
159,2,5:22.0,,E. Okobo enters the game for R. Rubio,40,45
160,2,5:17.0,,Turnover by D. Ayton (bad pass; steal by N. Jokić),40,45
161,2,5:11.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Murray),,43,45
162,2,4:54.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),43,48
163,2,4:41.0,J. Murray makes 2-pt layup from 1 ft,,45,48
164,2,4:23.0,,D. Ayton makes 2-pt layup from 1 ft,45,50
165,2,4:13.0,J. Grant misses 3-pt jump shot from 25 ft,,45,50
166,2,4:10.0,Offensive rebound by N. Jokić,,45,50
167,2,4:08.0,Turnover by N. Jokić (bad pass; steal by D. Ayton),,45,50
168,2,3:56.0,,D. Booker misses 2-pt layup from 2 ft,45,50
169,2,3:52.0,,Offensive rebound by D. Ayton,45,50
170,2,3:52.0,,D. Ayton misses 2-pt dunk from 1 ft,45,50
171,2,3:52.0,,Offensive rebound by D. Ayton,45,50
172,2,3:52.0,,D. Ayton makes 2-pt layup from 1 ft,45,52
173,2,3:52.0,Denver full timeout,,45,52
174,2,3:52.0,G. Harris enters the game for M. Morris,,45,52
175,2,3:44.0,N. Jokić misses 2-pt jump shot from 19 ft,,45,52
176,2,3:40.0,,Defensive rebound by K. Oubre,45,52
177,2,3:28.0,,K. Oubre misses 3-pt jump shot from 23 ft,45,52
178,2,3:24.0,,Offensive rebound by D. Ayton,45,52
179,2,3:20.0,,D. Booker misses 3-pt jump shot from 29 ft,45,52
180,2,3:17.0,,Offensive rebound by D. Ayton,45,52
181,2,3:17.0,,Turnover by Team (shot clock),45,52
182,2,3:08.0,Turnover by J. Murray (traveling),,45,52
183,2,2:54.0,,D. Ayton makes 2-pt layup from 1 ft (assist by D. Booker),45,54
184,2,2:43.0,Turnover by N. Jokić (bad pass),,45,54
185,2,2:43.0,,M. Bridges enters the game for C. Johnson,45,54
186,2,2:31.0,,M. Bridges misses 3-pt jump shot from 27 ft,45,54
187,2,2:28.0,Defensive rebound by J. Murray,,45,54
188,2,2:19.0,N. Jokić misses 2-pt hook shot from 8 ft,,45,54
189,2,2:18.0,Offensive rebound by N. Jokić,,45,54
190,2,2:18.0,Shooting foul by E. Okobo (drawn by N. Jokić),,45,54
191,2,2:18.0,N. Jokić makes free throw 1 of 2,,46,54
192,2,2:18.0,,R. Rubio enters the game for E. Okobo,46,54
193,2,2:18.0,N. Jokić makes free throw 2 of 2,,47,54
194,2,1:59.0,,R. Rubio misses 2-pt jump shot from 10 ft,47,54
195,2,1:58.0,Defensive rebound by N. Jokić,,47,54
196,2,1:56.0,Shooting foul by D. Booker (drawn by G. Harris),,47,54
197,2,1:56.0,G. Harris makes free throw 1 of 2,,48,54
198,2,1:56.0,G. Harris makes free throw 2 of 2,,49,54
199,2,1:43.0,,K. Oubre misses 2-pt layup from 2 ft (block by J. Grant),49,54
200,2,1:41.0,Defensive rebound by T. Craig,,49,54
201,2,1:34.0,Shooting foul by K. Oubre (drawn by J. Grant),,49,54
202,2,1:34.0,J. Grant makes free throw 1 of 2,,50,54
203,2,1:34.0,P. Dozier enters the game for T. Craig,,50,54
204,2,1:34.0,J. Grant makes free throw 2 of 2,,51,54
205,2,1:13.0,,D. Booker misses 2-pt layup from 1 ft (block by P. Dozier),51,54
206,2,1:12.0,,Offensive rebound by D. Ayton,51,54
207,2,1:12.0,,Turnover by D. Ayton (traveling),51,54
208,2,1:01.0,G. Harris makes 2-pt layup from 3 ft (assist by N. Jokić),,53,54
209,2,0:54.0,,D. Booker misses 2-pt jump shot from 6 ft,53,54
210,2,0:54.0,Defensive rebound by Team,,53,54
211,2,0:45.0,N. Jokić makes 2-pt jump shot from 8 ft (assist by J. Murray),,55,54
212,2,0:32.0,,Turnover by M. Bridges (step out of bounds),55,54
213,2,0:09.0,N. Jokić misses 3-pt jump shot from 27 ft,,55,54
214,2,0:05.0,,Defensive rebound by M. Bridges,55,54
215,2,0:02.0,,Personal foul by J. Grant (drawn by D. Booker),55,54
216,2,0:02.0,K. Bates-Diop enters the game for J. Grant,,55,54
217,2,0:00.0,,D. Ayton misses 3-pt jump shot from 27 ft,55,54
218,2,0:00.0,,Offensive rebound by Team,55,54
219,3,11:38.0,G. Harris misses 3-pt jump shot from 25 ft,,55,54
220,3,11:34.0,,Defensive rebound by D. Ayton,55,54
221,3,11:11.0,,D. Ayton makes 2-pt layup at rim (assist by K. Oubre),55,56
222,3,11:03.0,Personal foul by D. Booker (drawn by G. Harris),,55,56
223,3,10:54.0,G. Harris misses 2-pt layup from 2 ft,,55,56
224,3,10:53.0,,Defensive rebound by K. Oubre,55,56
225,3,10:42.0,,K. Oubre misses 3-pt jump shot from 26 ft,55,56
226,3,10:37.0,Defensive rebound by G. Harris,,55,56
227,3,10:25.0,J. Grant makes 2-pt layup from 2 ft,,57,56
228,3,10:14.0,,D. Ayton misses 2-pt layup from 2 ft,57,56
229,3,10:12.0,Defensive rebound by N. Jokić,,57,56
230,3,10:09.0,Turnover by G. Harris (bad pass),,57,56
231,3,9:55.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by R. Rubio),57,59
232,3,9:30.0,T. Craig misses 3-pt jump shot from 25 ft,,57,59
233,3,9:27.0,,Defensive rebound by D. Ayton,57,59
234,3,9:20.0,,K. Oubre misses 3-pt jump shot from 26 ft,57,59
235,3,9:17.0,Defensive rebound by N. Jokić,,57,59
236,3,9:10.0,Personal foul by D. Ayton (drawn by J. Grant),,57,59
237,3,9:06.0,Offensive foul by J. Murray (drawn by M. Bridges),,57,59
238,3,9:06.0,Turnover by J. Murray (offensive foul),,57,59
239,3,8:43.0,,M. Bridges misses 2-pt layup from 1 ft,57,59
240,3,8:43.0,,Offensive rebound by Team,57,59
241,3,8:35.0,,R. Rubio misses 3-pt jump shot from 24 ft,57,59
242,3,8:32.0,Defensive rebound by G. Harris,,57,59
243,3,8:16.0,J. Murray makes 2-pt jump shot from 16 ft (assist by N. Jokić),,59,59
244,3,7:49.0,,Turnover by R. Rubio (bad pass; steal by J. Murray),59,59
245,3,7:44.0,J. Murray makes 2-pt layup from 1 ft,,61,59
246,3,7:35.0,,D. Booker misses 2-pt jump shot from 12 ft,61,59
247,3,7:33.0,Defensive rebound by G. Harris,,61,59
248,3,7:30.0,Turnover by T. Craig (out of bounds lost ball),,61,59
249,3,7:30.0,,E. Okobo enters the game for R. Rubio,61,59
250,3,7:11.0,,D. Booker misses 2-pt jump shot from 10 ft,61,59
251,3,7:09.0,Defensive rebound by N. Jokić,,61,59
252,3,6:52.0,N. Jokić makes 2-pt hook shot from 4 ft,,63,59
253,3,6:52.0,,Phoenix full timeout,63,59
254,3,6:52.0,,C. Johnson enters the game for M. Bridges,63,59
255,3,6:39.0,,Turnover by D. Booker (bad pass),63,59
256,3,6:26.0,N. Jokić misses 3-pt jump shot from 25 ft,,63,59
257,3,6:22.0,,Defensive rebound by D. Ayton,63,59
258,3,6:18.0,,D. Booker makes 2-pt dunk from 1 ft (assist by D. Ayton),63,61
259,3,6:03.0,Turnover by J. Murray (lost ball; steal by D. Ayton),,63,61
260,3,5:58.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by D. Booker),63,63
261,3,5:33.0,N. Jokić makes 2-pt hook shot from 4 ft,,65,63
262,3,5:13.0,,D. Ayton misses 2-pt jump shot from 9 ft (block by N. Jokić),65,63
263,3,5:13.0,Defensive rebound by N. Jokić,,65,63
264,3,5:13.0,M. Morris enters the game for G. Harris,,65,63
265,3,4:58.0,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),,68,63
266,3,4:45.0,,D. Ayton misses 2-pt jump shot from 8 ft,68,63
267,3,4:42.0,Defensive rebound by J. Grant,,68,63
268,3,4:31.0,Offensive foul by J. Murray (drawn by D. Ayton),,68,63
269,3,4:31.0,Turnover by J. Murray (offensive foul),,68,63
270,3,4:19.0,,C. Johnson makes 3-pt jump shot from 25 ft (assist by E. Okobo),68,66
271,3,4:08.0,Turnover by N. Jokić (lost ball; steal by D. Ayton),,68,66
272,3,4:03.0,,D. Ayton misses 2-pt layup from 2 ft,68,66
273,3,4:03.0,Defensive rebound by J. Grant,,68,66
274,3,4:03.0,P. Millsap enters the game for J. Grant,,68,66
275,3,4:03.0,,J. Carter enters the game for K. Oubre,68,66
276,3,3:48.0,Turnover by N. Jokić (bad pass; steal by E. Okobo),,68,66
277,3,3:31.0,,D. Ayton makes 2-pt layup from 1 ft (assist by D. Booker),68,68
278,3,3:31.0,Denver full timeout,,68,68
279,3,3:15.0,J. Murray makes 3-pt jump shot from 26 ft,,71,68
280,3,2:56.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by C. Johnson),71,71
281,3,2:41.0,M. Morris misses 2-pt jump shot from 5 ft,,71,71
282,3,2:39.0,,Defensive rebound by D. Booker,71,71
283,3,2:24.0,,D. Booker misses 3-pt jump shot from 26 ft,71,71
284,3,2:21.0,Defensive rebound by P. Millsap,,71,71
285,3,2:14.0,T. Craig makes 3-pt jump shot from 24 ft (assist by P. Millsap),,74,71
286,3,1:53.0,,Turnover by E. Okobo (bad pass),74,71
287,3,1:53.0,K. Bates-Diop enters the game for N. Jokić,,74,71
288,3,1:53.0,,C. Diallo enters the game for D. Ayton,74,71
289,3,1:53.0,,K. Oubre enters the game for D. Booker,74,71
290,3,1:43.0,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Morris),,77,71
291,3,1:21.0,,Shooting foul by T. Craig (drawn by K. Oubre),77,71
292,3,1:21.0,,K. Oubre makes free throw 1 of 2,77,72
293,3,1:21.0,G. Harris enters the game for T. Craig,,77,72
294,3,1:21.0,,R. Rubio enters the game for E. Okobo,77,72
295,3,1:21.0,,K. Oubre makes free throw 2 of 2,77,73
296,3,1:05.0,J. Murray makes 3-pt jump shot from 25 ft,,80,73
297,3,1:05.0,Shooting foul by C. Diallo (drawn by J. Murray),,80,73
298,3,1:05.0,Instant Replay (Request: Stands),,80,73
299,3,1:05.0,J. Murray misses free throw 1 of 1,,80,73
300,3,1:02.0,Offensive rebound by P. Millsap,,80,73
301,3,0:56.0,Shooting foul by C. Diallo (drawn by P. Millsap),,80,73
302,3,0:56.0,P. Millsap misses free throw 1 of 2,,80,73
303,3,0:56.0,Offensive rebound by Team,,80,73
304,3,0:56.0,Violation by Team (delay of game),,80,73
305,3,0:56.0,P. Millsap makes free throw 2 of 2,,81,73
306,3,0:40.0,,Shooting foul by K. Bates-Diop (drawn by R. Rubio),81,73
307,3,0:40.0,,R. Rubio makes free throw 1 of 2,81,74
308,3,0:40.0,,M. Bridges enters the game for C. Diallo,81,74
309,3,0:40.0,,R. Rubio makes free throw 2 of 2,81,75
310,3,0:33.0,P. Millsap makes 2-pt layup at rim (assist by M. Morris),,83,75
311,3,0:11.0,,C. Johnson makes 2-pt layup at rim,83,77
312,3,0:11.0,,Shooting foul by P. Millsap (drawn by C. Johnson),83,77
313,3,0:11.0,,C. Johnson makes free throw 1 of 1,83,78
314,3,0:00.0,J. Murray misses 2-pt layup from 1 ft,,83,78
315,3,0:00.0,Offensive rebound by Team,,83,78
316,4,11:47.0,,Turnover by R. Rubio (lost ball; steal by M. Morris),83,78
317,4,11:43.0,M. Morris makes 2-pt layup from 1 ft,,85,78
318,4,11:28.0,,Personal foul by P. Millsap (drawn by D. Ayton),85,78
319,4,11:23.0,,D. Ayton makes 2-pt hook shot from 6 ft,85,80
320,4,11:10.0,G. Harris misses 3-pt jump shot from 25 ft,,85,80
321,4,11:08.0,,Defensive rebound by C. Johnson,85,80
322,4,10:59.0,,Shooting foul by K. Bates-Diop (drawn by C. Johnson),85,80
323,4,10:59.0,,C. Johnson makes free throw 1 of 2,85,81
324,4,10:59.0,,C. Johnson makes free throw 2 of 2,85,82
325,4,10:47.0,P. Dozier makes 2-pt jump shot from 22 ft,,87,82
326,4,10:24.0,,R. Rubio makes 2-pt jump shot from 15 ft (assist by C. Johnson),87,84
327,4,10:08.0,P. Millsap makes 3-pt jump shot from 26 ft (assist by M. Morris),,90,84
328,4,9:57.0,,R. Rubio makes 2-pt layup from 2 ft,90,86
329,4,9:57.0,,Shooting foul by P. Millsap (drawn by R. Rubio),90,86
330,4,9:57.0,,R. Rubio makes free throw 1 of 1,90,87
331,4,9:34.0,P. Dozier misses 2-pt layup from 1 ft,,90,87
332,4,9:34.0,Offensive rebound by M. Morris,,90,87
333,4,9:34.0,M. Morris makes 2-pt layup from 1 ft,,92,87
334,4,9:34.0,Shooting foul by K. Oubre (drawn by M. Morris),,92,87
335,4,9:34.0,M. Morris misses free throw 1 of 1,,92,87
336,4,9:32.0,,Defensive rebound by K. Oubre,92,87
337,4,9:16.0,,C. Johnson misses 3-pt jump shot from 28 ft,92,87
338,4,9:13.0,,Offensive rebound by M. Bridges,92,87
339,4,9:01.0,,K. Oubre misses 3-pt jump shot from 26 ft,92,87
340,4,9:00.0,Defensive rebound by Team,,92,87
341,4,9:00.0,,Loose ball foul by D. Ayton (drawn by P. Millsap),92,87
342,4,9:00.0,,D. Booker enters the game for R. Rubio,92,87
343,4,8:51.0,P. Dozier misses 3-pt jump shot from 25 ft,,92,87
344,4,8:47.0,,Defensive rebound by D. Ayton,92,87
345,4,8:37.0,,Turnover by D. Ayton (bad pass; steal by G. Harris),92,87
346,4,8:34.0,G. Harris makes 2-pt dunk at rim,,94,87
347,4,8:12.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),94,89
348,4,7:54.0,G. Harris misses 2-pt jump shot from 11 ft,,94,89
349,4,7:51.0,,Defensive rebound by D. Booker,94,89
350,4,7:46.0,,K. Oubre misses 2-pt layup from 1 ft,94,89
351,4,7:44.0,Defensive rebound by P. Millsap,,94,89
352,4,7:28.0,G. Harris misses 3-pt jump shot from 25 ft,,94,89
353,4,7:26.0,Offensive rebound by P. Millsap,,94,89
354,4,7:26.0,Shooting foul by K. Oubre (drawn by P. Millsap),,94,89
355,4,7:26.0,P. Millsap misses free throw 1 of 2,,94,89
356,4,7:26.0,Offensive rebound by Team,,94,89
357,4,7:26.0,T. Craig enters the game for K. Bates-Diop,,94,89
358,4,7:26.0,N. Jokić enters the game for P. Dozier,,94,89
359,4,7:26.0,J. Murray enters the game for G. Harris,,94,89
360,4,7:26.0,P. Millsap misses free throw 2 of 2,,94,89
361,4,7:22.0,Offensive rebound by P. Millsap,,94,89
362,4,7:21.0,P. Millsap makes 2-pt layup from 2 ft,,96,89
363,4,6:54.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by C. Johnson),96,91
364,4,6:54.0,,Shooting foul by P. Millsap (drawn by K. Oubre),96,91
365,4,6:54.0,,Phoenix full timeout,96,91
366,4,6:54.0,J. Grant enters the game for P. Millsap,,96,91
367,4,6:54.0,,R. Rubio enters the game for M. Bridges,96,91
368,4,6:54.0,,K. Oubre makes free throw 1 of 1,96,92
369,4,6:31.0,M. Morris misses 2-pt layup from 1 ft (block by C. Johnson),,96,92
370,4,6:29.0,,Defensive rebound by D. Ayton,96,92
371,4,6:28.0,,Turnover by D. Ayton (bad pass; steal by J. Grant),96,92
372,4,6:24.0,J. Grant makes 2-pt layup from 1 ft,,98,92
373,4,6:06.0,,C. Johnson misses 3-pt jump shot from 23 ft,98,92
374,4,6:03.0,,Offensive rebound by D. Ayton,98,92
375,4,6:03.0,,C. Johnson misses 2-pt layup from 2 ft (block by N. Jokić),98,92
376,4,6:03.0,,Offensive rebound by Team,98,92
377,4,6:03.0,,M. Bridges enters the game for C. Johnson,98,92
378,4,5:54.0,,D. Ayton misses 2-pt jump shot from 1 ft,98,92
379,4,5:50.0,,Offensive rebound by M. Bridges,98,92
380,4,5:50.0,,M. Bridges makes 2-pt layup at rim,98,94
381,4,5:33.0,N. Jokić makes 2-pt layup at rim (assist by M. Morris),,100,94
382,4,5:33.0,Shooting foul by D. Ayton (drawn by N. Jokić),,100,94
383,4,5:33.0,G. Harris enters the game for M. Morris,,100,94
384,4,5:33.0,N. Jokić makes free throw 1 of 1,,101,94
385,4,5:24.0,,D. Booker misses 3-pt jump shot from 25 ft,101,94
386,4,5:20.0,Defensive rebound by G. Harris,,101,94
