,QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
0,1,11:48.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),0,2
1,1,11:28.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by P. Millsap),,2,2
2,1,11:17.0,,T. Graham misses 3-pt jump shot from 25 ft,2,2
3,1,11:15.0,Defensive rebound by N. Jokić,,2,2
4,1,11:08.0,N. Jokić misses 3-pt jump shot from 25 ft,,2,2
5,1,11:06.0,,Defensive rebound by T. Graham,2,2
6,1,10:50.0,,J. Culver misses 3-pt jump shot from 27 ft,2,2
7,1,10:46.0,Defensive rebound by P. Millsap,,2,2
8,1,10:30.0,J. Murray makes 2-pt layup from 5 ft (assist by N. Jokić),,4,2
9,1,10:17.0,,K. Towns makes 2-pt layup at rim (assist by A. Wiggins),4,4
10,1,10:01.0,N. Jokić misses 2-pt hook shot from 7 ft (block by R. Covington),,4,4
11,1,9:59.0,,Defensive rebound by J. Culver,4,4
12,1,9:55.0,,J. Culver makes 2-pt layup from 1 ft,4,6
13,1,9:37.0,W. Barton makes 2-pt jump shot from 10 ft,,6,6
14,1,9:22.0,,K. Towns makes 3-pt jump shot from 26 ft,6,9
15,1,9:01.0,N. Jokić makes 2-pt dunk from 1 ft,,8,9
16,1,8:44.0,,A. Wiggins misses 2-pt jump shot from 15 ft,8,9
17,1,8:43.0,,Offensive rebound by K. Towns,8,9
18,1,8:41.0,,K. Towns makes 2-pt layup from 1 ft,8,11
19,1,8:29.0,W. Barton misses 2-pt layup from 6 ft,,8,11
20,1,8:29.0,,Defensive rebound by R. Covington,8,11
21,1,8:19.0,,T. Graham misses 3-pt jump shot from 24 ft,8,11
22,1,8:17.0,Defensive rebound by P. Millsap,,8,11
23,1,8:08.0,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Barton),,11,11
24,1,7:52.0,,Turnover by R. Covington (bad pass; steal by W. Barton),11,11
25,1,7:51.0,W. Barton misses 2-pt layup from 2 ft (block by R. Covington),,11,11
26,1,7:50.0,,Defensive rebound by Team,11,11
27,1,7:36.0,,A. Wiggins misses 3-pt jump shot from 26 ft,11,11
28,1,7:34.0,Defensive rebound by G. Harris,,11,11
29,1,7:29.0,W. Barton misses 3-pt jump shot from 26 ft,,11,11
30,1,7:27.0,Offensive rebound by Team,,11,11
31,1,7:27.0,,J. Layman enters the game for J. Culver,11,11
32,1,7:27.0,,J. Okogie enters the game for T. Graham,11,11
33,1,7:18.0,Turnover by J. Murray (bad pass; steal by A. Wiggins),,11,11
34,1,7:16.0,,Shooting foul by J. Murray (drawn by J. Okogie),11,11
35,1,7:16.0,,J. Okogie misses free throw 1 of 2,11,11
36,1,7:16.0,,Offensive rebound by Team,11,11
37,1,7:16.0,,J. Okogie makes free throw 2 of 2,11,12
38,1,7:00.0,Shooting foul by K. Towns (drawn by N. Jokić),,11,12
39,1,7:00.0,N. Jokić misses free throw 1 of 2,,11,12
40,1,7:00.0,Offensive rebound by Team,,11,12
41,1,7:00.0,N. Jokić makes free throw 2 of 2,,12,12
42,1,6:47.0,,J. Layman misses 3-pt jump shot from 25 ft,12,12
43,1,6:44.0,Defensive rebound by J. Murray,,12,12
44,1,6:32.0,Personal foul by J. Layman (drawn by W. Barton),,12,12
45,1,6:32.0,,Minnesota full timeout,12,12
46,1,6:23.0,W. Barton misses 2-pt jump shot from 18 ft,,12,12
47,1,6:21.0,,Defensive rebound by J. Okogie,12,12
48,1,6:05.0,,Shooting foul by N. Jokić (drawn by K. Towns),12,12
49,1,6:05.0,,K. Towns misses free throw 1 of 2,12,12
50,1,6:05.0,,Offensive rebound by Team,12,12
51,1,6:05.0,,K. Towns makes free throw 2 of 2,12,13
