,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
150,2,7:32.0,E. Fournier enters the game for M. Carter-Williams,,31,40
151,2,7:32.0,,E. Mudiay enters the game for M. Conley,31,40
152,2,7:17.0,,D. Mitchell makes 2-pt layup from 7 ft,31,42
153,2,6:55.0,N. Vučević misses 2-pt hook shot from 5 ft,,31,42
154,2,6:52.0,,Defensive rebound by R. Gobert,31,42
155,2,6:33.0,,D. Mitchell makes 3-pt jump shot from 23 ft,31,45
156,2,6:17.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),,34,45
157,2,5:57.0,,J. Green misses 3-pt jump shot from 25 ft,34,45
158,2,5:52.0,Defensive rebound by E. Fournier,,34,45
159,2,5:40.0,D. Augustin misses 3-pt jump shot from 25 ft,,34,45
160,2,5:37.0,,Defensive rebound by E. Mudiay,34,45
161,2,5:29.0,,B. Bogdanović misses 2-pt layup from 3 ft,34,45
162,2,5:29.0,Defensive rebound by Team,,34,45
163,2,5:29.0,,Loose ball foul by R. Gobert (drawn by N. Vučević),34,45
164,2,5:29.0,M. Fultz enters the game for T. Ross,,34,45
165,2,5:29.0,,R. O'Neale enters the game for J. Green,34,45
166,2,5:29.0,,Violation by Team (delay of game),34,45
167,2,5:14.0,E. Fournier misses 3-pt jump shot from 25 ft,,34,45
168,2,5:11.0,,Defensive rebound by R. O'Neale,34,45
169,2,4:58.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,34,45
170,2,4:55.0,Defensive rebound by J. Isaac,,34,45
171,2,4:51.0,Personal foul by B. Bogdanović (drawn by J. Isaac),,34,45
172,2,4:51.0,,J. Ingles enters the game for E. Mudiay,34,45
173,2,4:44.0,N. Vučević misses 3-pt jump shot from 24 ft,,34,45
174,2,4:40.0,,Defensive rebound by B. Bogdanović,34,45
175,2,4:39.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by B. Bogdanović),34,47
176,2,4:39.0,,Shooting foul by J. Isaac (drawn by R. O'Neale),34,47
177,2,4:39.0,,R. O'Neale misses free throw 1 of 1,34,47
178,2,4:37.0,Defensive rebound by J. Isaac,,34,47
179,2,4:20.0,E. Fournier makes 2-pt jump shot from 20 ft,,36,47
180,2,4:08.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by B. Bogdanović),36,49
181,2,3:49.0,D. Augustin makes 2-pt jump shot from 13 ft,,38,49
182,2,3:41.0,,D. Mitchell misses 3-pt jump shot from 23 ft,38,49
183,2,3:38.0,Defensive rebound by N. Vučević,,38,49
184,2,3:25.0,M. Fultz makes 3-pt jump shot from 25 ft (assist by D. Augustin),,41,49
185,2,3:23.0,,Utah full timeout,41,49
186,2,3:23.0,A. Gordon enters the game for D. Augustin,,41,49
187,2,3:06.0,,Turnover by R. O'Neale (lost ball; steal by M. Fultz),41,49
188,2,3:01.0,M. Fultz misses 2-pt layup from 3 ft,,41,49
189,2,2:58.0,Offensive rebound by M. Fultz,,41,49
190,2,2:56.0,A. Gordon misses 2-pt jump shot from 10 ft,,41,49
191,2,2:53.0,,Defensive rebound by R. Gobert,41,49
192,2,2:48.0,,D. Mitchell makes 2-pt layup from 4 ft,41,51
193,2,2:34.0,E. Fournier misses 2-pt jump shot from 15 ft,,41,51
194,2,2:31.0,,Defensive rebound by R. Gobert,41,51
195,2,2:19.0,,B. Bogdanović makes 2-pt layup from 3 ft,41,53
196,2,2:06.0,M. Fultz misses 3-pt jump shot from 24 ft,,41,53
197,2,2:03.0,,Defensive rebound by B. Bogdanović,41,53
198,2,1:59.0,,Turnover by B. Bogdanović (bad pass),41,53
199,2,1:59.0,T. Ross enters the game for J. Isaac,,41,53
200,2,1:45.0,E. Fournier makes 2-pt layup from 3 ft (assist by T. Ross),,43,53
201,2,1:20.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,43,53
202,2,1:19.0,,Offensive rebound by R. Gobert,43,53
203,2,1:17.0,,R. Gobert makes 2-pt hook shot from 6 ft,43,55
204,2,1:02.0,N. Vučević misses 2-pt jump shot from 21 ft,,43,55
205,2,1:00.0,,Defensive rebound by J. Ingles,43,55
206,2,0:51.0,,D. Mitchell misses 3-pt jump shot from 26 ft,43,55
207,2,0:47.0,Defensive rebound by A. Gordon,,43,55
208,2,0:38.0,A. Gordon makes 2-pt jump shot from 11 ft,,45,55
209,2,0:32.0,,Turnover by D. Mitchell (lost ball; steal by M. Fultz),45,55
210,2,0:29.0,Shooting foul by R. O'Neale (drawn by M. Fultz),,45,55
211,2,0:29.0,M. Fultz misses free throw 1 of 2,,45,55
212,2,0:29.0,Offensive rebound by Team,,45,55
213,2,0:29.0,M. Fultz makes free throw 2 of 2,,46,55
214,2,0:11.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by R. Gobert),46,58
215,2,0:00.0,Shooting foul by R. O'Neale (drawn by E. Fournier),,46,58
216,2,0:00.0,E. Fournier misses free throw 1 of 2,,46,58
217,2,0:00.0,Offensive rebound by Team,,46,58
218,2,0:00.0,E. Fournier makes free throw 2 of 2,,47,58
219,3,11:41.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by E. Fournier),,49,58
220,3,11:26.0,,Personal foul by A. Gordon (drawn by R. Gobert),49,58
221,3,11:20.0,,M. Conley misses 3-pt jump shot from 25 ft,49,58
222,3,11:18.0,Defensive rebound by N. Vučević,,49,58
223,3,11:05.0,Def 3 sec tech foul by Team,,49,58
224,3,11:05.0,E. Fournier makes technical free throw,,50,58
225,3,10:55.0,M. Fultz misses 2-pt jump shot from 21 ft,,50,58
226,3,10:51.0,,Defensive rebound by J. Ingles,50,58
227,3,10:32.0,,M. Conley misses 2-pt jump shot from 10 ft,50,58
228,3,10:29.0,Defensive rebound by J. Isaac,,50,58
229,3,10:17.0,J. Isaac misses 3-pt jump shot from 26 ft,,50,58
230,3,10:14.0,,Defensive rebound by R. Gobert,50,58
231,3,10:03.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by M. Conley),50,60
232,3,9:44.0,E. Fournier makes 2-pt layup from 3 ft (assist by M. Fultz),,52,60
233,3,9:24.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by J. Isaac),52,60
234,3,9:19.0,Defensive rebound by N. Vučević,,52,60
235,3,9:14.0,J. Isaac makes 2-pt jump shot from 13 ft (assist by A. Gordon),,54,60
236,3,9:03.0,,Turnover by R. Gobert (traveling),54,60
237,3,8:51.0,N. Vučević misses 2-pt jump shot from 18 ft,,54,60
238,3,8:49.0,,Defensive rebound by J. Ingles,54,60
239,3,8:30.0,,M. Conley misses 3-pt jump shot from 23 ft,54,60
240,3,8:27.0,Defensive rebound by J. Isaac,,54,60
241,3,8:16.0,E. Fournier misses 3-pt jump shot from 26 ft,,54,60
242,3,8:14.0,,Defensive rebound by J. Ingles,54,60
243,3,7:59.0,,D. Mitchell misses 2-pt jump shot from 17 ft,54,60
244,3,7:56.0,Defensive rebound by N. Vučević,,54,60
245,3,7:47.0,N. Vučević misses 2-pt jump shot from 6 ft,,54,60
246,3,7:46.0,,Defensive rebound by R. Gobert,54,60
247,3,7:35.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,54,60
248,3,7:32.0,Defensive rebound by M. Fultz,,54,60
249,3,7:25.0,N. Vučević misses 3-pt jump shot from 26 ft,,54,60
250,3,7:22.0,,Defensive rebound by B. Bogdanović,54,60
251,3,7:15.0,,Utah full timeout,54,60
252,3,7:15.0,,R. O'Neale enters the game for M. Conley,54,60
253,3,7:11.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),54,63
254,3,6:49.0,M. Fultz makes 2-pt jump shot from 15 ft (assist by N. Vučević),,56,63
255,3,6:32.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Ingles),56,66
256,3,6:15.0,N. Vučević misses 2-pt jump shot from 20 ft,,56,66
257,3,6:11.0,,Defensive rebound by R. O'Neale,56,66
258,3,6:06.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Mitchell),56,69
259,3,5:50.0,J. Isaac misses 2-pt jump shot from 16 ft,,56,69
260,3,5:48.0,,Defensive rebound by R. Gobert,56,69
261,3,5:40.0,,Personal foul by N. Vučević (drawn by R. Gobert),56,69
262,3,5:40.0,M. Carter-Williams enters the game for A. Gordon,,56,69
263,3,5:40.0,,E. Mudiay enters the game for J. Ingles,56,69
264,3,5:31.0,,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by R. Gobert),56,71
265,3,5:17.0,M. Fultz misses 2-pt jump shot from 17 ft,,56,71
266,3,5:14.0,,Defensive rebound by E. Mudiay,56,71
267,3,5:10.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by E. Mudiay),56,74
268,3,5:08.0,Orlando full timeout,,56,74
269,3,5:08.0,T. Ross enters the game for E. Fournier,,56,74
270,3,4:51.0,M. Fultz makes 2-pt layup from 3 ft,,58,74
271,3,4:37.0,,Shooting foul by T. Ross (drawn by D. Mitchell),58,74
272,3,4:37.0,,D. Mitchell makes free throw 1 of 2,58,75
273,3,4:37.0,D. Augustin enters the game for M. Fultz,,58,75
274,3,4:37.0,,D. Mitchell makes free throw 2 of 2,58,76
275,3,4:21.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,58,76
276,3,4:19.0,,Defensive rebound by R. O'Neale,58,76
277,3,4:11.0,,Turnover by R. O'Neale (bad pass; steal by M. Carter-Williams),58,76
278,3,4:06.0,M. Carter-Williams makes 2-pt layup from 3 ft,,60,76
279,3,3:52.0,Violation by Team (kicked ball),,60,76
280,3,3:52.0,M. Bamba enters the game for N. Vučević,,60,76
281,3,3:52.0,,J. Green enters the game for B. Bogdanović,60,76
282,3,3:46.0,,D. Mitchell makes 2-pt jump shot from 10 ft,60,78
283,3,3:28.0,M. Carter-Williams makes 2-pt jump shot from 12 ft (assist by J. Isaac),,62,78
284,3,3:09.0,,J. Green misses 2-pt layup from 5 ft (block by J. Isaac),62,78
285,3,3:06.0,,Offensive rebound by J. Green,62,78
286,3,3:04.0,,Offensive foul by E. Mudiay (drawn by D. Augustin),62,78
287,3,3:04.0,,Turnover by E. Mudiay (offensive foul),62,78
288,3,3:04.0,A. Gordon enters the game for J. Isaac,,62,78
289,3,3:04.0,,M. Conley enters the game for R. Gobert,62,78
290,3,3:04.0,,E. Davis enters the game for D. Mitchell,62,78
291,3,3:04.0,,J. Ingles enters the game for E. Mudiay,62,78
292,3,2:50.0,T. Ross misses 2-pt jump shot from 13 ft,,62,78
293,3,2:46.0,Offensive rebound by M. Bamba,,62,78
294,3,2:32.0,A. Gordon misses 2-pt jump shot from 23 ft,,62,78
295,3,2:29.0,,Defensive rebound by E. Davis,62,78
296,3,2:23.0,,Personal foul by T. Ross (drawn by R. O'Neale),62,78
297,3,2:12.0,,E. Davis misses 2-pt layup from 3 ft (block by D. Augustin),62,78
298,3,2:07.0,Defensive rebound by D. Augustin,,62,78
299,3,2:06.0,T. Ross makes 2-pt layup from 2 ft,,64,78
300,3,2:06.0,Shooting foul by M. Conley (drawn by T. Ross),,64,78
301,3,2:06.0,T. Ross makes free throw 1 of 1,,65,78
302,3,1:43.0,,J. Ingles misses 2-pt jump shot from 8 ft,65,78
303,3,1:42.0,Defensive rebound by D. Augustin,,65,78
304,3,1:41.0,Personal foul by E. Davis (drawn by D. Augustin),,65,78
305,3,1:30.0,T. Ross misses 3-pt jump shot from 25 ft,,65,78
306,3,1:27.0,,Defensive rebound by J. Green,65,78
307,3,1:15.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by M. Conley),65,81
308,3,0:56.0,A. Gordon misses 2-pt jump shot from 13 ft,,65,81
309,3,0:53.0,,Defensive rebound by J. Ingles,65,81
310,3,0:41.0,,R. O'Neale misses 3-pt jump shot from 23 ft,65,81
311,3,0:39.0,,Offensive rebound by Team,65,81
312,3,0:39.0,Loose ball foul by M. Bamba (drawn by E. Davis),,65,81
313,3,0:39.0,,E. Davis makes free throw 1 of 2,65,82
314,3,0:39.0,,E. Davis misses free throw 2 of 2,65,82
315,3,0:36.0,Defensive rebound by M. Bamba,,65,82
316,3,0:30.0,D. Augustin makes 3-pt jump shot from 25 ft,,68,82
317,3,0:30.0,Shooting foul by M. Conley (drawn by D. Augustin),,68,82
318,3,0:30.0,D. Augustin makes free throw 1 of 1,,69,82
319,3,0:11.0,,E. Davis misses 2-pt layup from 5 ft (block by M. Bamba),69,82
320,3,0:08.0,Defensive rebound by A. Gordon,,69,82
321,3,0:04.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,69,82
322,3,0:02.0,Offensive rebound by M. Bamba,,69,82
323,3,0:02.0,M. Bamba makes 2-pt dunk from 2 ft,,71,82
324,3,0:00.0,,M. Conley misses 3-pt jump shot from 53 ft,71,82
325,3,0:00.0,,Offensive rebound by Team,71,82
326,4,11:49.0,,M. Conley misses 2-pt jump shot from 6 ft,71,82
327,4,11:46.0,Defensive rebound by T. Ross,,71,82
328,4,11:45.0,D. Augustin makes 2-pt layup from 3 ft (assist by E. Fournier),,73,82
329,4,11:32.0,,Turnover by J. Ingles (bad pass; steal by D. Augustin),73,82
330,4,11:32.0,Personal take foul by M. Conley (drawn by D. Augustin),,73,82
331,4,11:21.0,D. Augustin makes 2-pt layup from 2 ft,,75,82
332,4,11:14.0,,J. Green misses 2-pt layup from 3 ft,75,82
333,4,11:10.0,Defensive rebound by A. Gordon,,75,82
334,4,11:09.0,T. Ross misses 3-pt jump shot from 25 ft,,75,82
335,4,11:05.0,,Defensive rebound by J. Ingles,75,82
336,4,10:50.0,,R. O'Neale misses 3-pt jump shot from 25 ft,75,82
337,4,10:46.0,,Offensive rebound by J. Ingles,75,82
338,4,10:33.0,,J. Ingles misses 2-pt layup from 7 ft,75,82
339,4,10:31.0,Defensive rebound by M. Bamba,,75,82
340,4,10:28.0,E. Fournier makes 2-pt jump shot from 2 ft (assist by A. Gordon),,77,82
341,4,10:28.0,,Utah full timeout,77,82
342,4,10:28.0,,B. Bogdanović enters the game for M. Conley,77,82
343,4,10:28.0,,R. Gobert enters the game for E. Davis,77,82
344,4,10:28.0,,D. Mitchell enters the game for J. Green,77,82
345,4,10:17.0,,D. Mitchell makes 2-pt layup from 3 ft (assist by B. Bogdanović),77,84
346,4,10:01.0,E. Fournier misses 3-pt jump shot from 26 ft,,77,84
347,4,9:59.0,,Defensive rebound by R. Gobert,77,84
348,4,9:49.0,,D. Mitchell misses 2-pt jump shot from 12 ft,77,84
349,4,9:46.0,Defensive rebound by M. Bamba,,77,84
350,4,9:31.0,T. Ross makes 2-pt jump shot from 20 ft (assist by M. Bamba),,79,84
351,4,9:14.0,,D. Mitchell misses 3-pt jump shot from 23 ft,79,84
352,4,9:10.0,Defensive rebound by M. Bamba,,79,84
353,4,9:05.0,Personal foul by D. Mitchell (drawn by D. Augustin),,79,84
354,4,9:05.0,J. Isaac enters the game for A. Gordon,,79,84
355,4,9:05.0,,G. Niang enters the game for J. Ingles,79,84
356,4,8:52.0,M. Bamba misses 3-pt jump shot from 25 ft,,79,84
357,4,8:49.0,,Defensive rebound by D. Mitchell,79,84
358,4,8:38.0,,Personal foul by T. Ross (drawn by D. Mitchell),79,84
359,4,8:26.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,79,87
360,4,8:09.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by M. Bamba),,82,87
361,4,7:54.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),82,90
362,4,7:40.0,Personal foul by R. O'Neale (drawn by D. Augustin),,82,90
363,4,7:40.0,M. Carter-Williams enters the game for M. Bamba,,82,90
364,4,7:40.0,N. Vučević enters the game for E. Fournier,,82,90
365,4,7:32.0,Shooting foul by D. Mitchell (drawn by D. Augustin),,82,90
366,4,7:32.0,D. Augustin makes free throw 1 of 3,,83,90
367,4,7:32.0,D. Augustin makes free throw 2 of 3,,84,90
368,4,7:32.0,,J. Ingles enters the game for D. Mitchell,84,90
369,4,7:32.0,D. Augustin makes free throw 3 of 3,,85,90
370,4,7:16.0,,G. Niang misses 3-pt jump shot from 24 ft,85,90
371,4,7:12.0,,Offensive rebound by J. Ingles,85,90
372,4,7:04.0,,G. Niang misses 3-pt jump shot from 23 ft,85,90
373,4,7:00.0,Defensive rebound by M. Carter-Williams,,85,90
374,4,6:56.0,T. Ross makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),,88,90
375,4,6:52.0,,Utah full timeout,88,90
376,4,6:39.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,88,90
377,4,6:35.0,Defensive rebound by T. Ross,,88,90
378,4,6:27.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,91,90
379,4,6:10.0,,B. Bogdanović misses 2-pt layup from 3 ft,91,90
380,4,6:09.0,Defensive rebound by N. Vučević,,91,90
