,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
32,1,7:30.0,,Turnover by T. Warren (lost ball; steal by J. Valančiūnas),12,9
33,1,7:24.0,D. Brooks misses 2-pt layup from 1 ft,,12,9
34,1,7:22.0,,Defensive rebound by D. Sabonis,12,9
35,1,7:14.0,,Personal foul by D. Brooks (drawn by M. Turner),12,9
36,1,7:04.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Brogdon),12,11
37,1,7:04.0,Memphis full timeout,,12,11
38,1,6:51.0,B. Clarke makes 2-pt layup from 1 ft (assist by J. Morant),,14,11
39,1,6:35.0,,M. Turner misses 2-pt jump shot from 9 ft,14,11
40,1,6:32.0,,Offensive rebound by D. Sabonis,14,11
41,1,6:27.0,,Turnover by D. Sabonis (bad pass; steal by J. Morant),14,11
42,1,6:23.0,J. Morant misses 2-pt layup from 2 ft,,14,11
43,1,6:20.0,,Defensive rebound by M. Brogdon,14,11
44,1,6:18.0,,Turnover by M. Brogdon (bad pass; steal by J. Morant),14,11
45,1,6:04.0,B. Clarke makes 2-pt jump shot from 12 ft,,16,11
46,1,5:43.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by M. Brogdon),16,13
47,1,5:26.0,J. Crowder misses 2-pt jump shot from 20 ft,,16,13
48,1,5:24.0,,Defensive rebound by D. Sabonis,16,13
49,1,5:23.0,,Turnover by M. Brogdon (out of bounds lost ball),16,13
50,1,5:23.0,M. Guduric enters the game for D. Brooks,,16,13
51,1,5:23.0,T. Jones enters the game for J. Morant,,16,13
52,1,5:06.0,Turnover by B. Clarke (lost ball; steal by D. Sabonis),,16,13
53,1,5:02.0,,T. Warren makes 2-pt layup from 2 ft (assist by D. Sabonis),16,15
54,1,4:45.0,M. Guduric makes 2-pt layup from 1 ft,,18,15
55,1,4:29.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by J. Lamb),18,18
56,1,4:17.0,Offensive foul by J. Valančiūnas (drawn by M. Turner),,18,18
57,1,4:17.0,Turnover by J. Valančiūnas (offensive foul),,18,18
58,1,4:17.0,K. Anderson enters the game for J. Crowder,,18,18
59,1,4:17.0,,A. Holiday enters the game for M. Brogdon,18,18
60,1,4:17.0,,J. Holiday enters the game for D. Sabonis,18,18
61,1,4:07.0,,T. Warren makes 2-pt jump shot from 9 ft,18,20
62,1,3:54.0,M. Guduric misses 2-pt jump shot from 7 ft,,18,20
63,1,3:51.0,,Defensive rebound by J. Lamb,18,20
64,1,3:46.0,,A. Holiday makes 3-pt jump shot from 28 ft (assist by J. Lamb),18,23
65,1,3:27.0,Turnover by K. Anderson (lost ball; steal by J. Lamb),,18,23
66,1,3:19.0,,J. Holiday makes 3-pt jump shot from 30 ft (assist by M. Turner),18,26
67,1,3:18.0,Memphis full timeout,,18,26
68,1,3:18.0,S. Hill enters the game for J. Valančiūnas,,18,26
69,1,3:18.0,,T. McConnell enters the game for J. Lamb,18,26
70,1,2:58.0,B. Clarke makes 2-pt dunk from 2 ft (assist by T. Jones),,20,26
71,1,2:45.0,,T. Warren makes 2-pt jump shot from 12 ft,20,28
72,1,2:30.0,B. Clarke makes 2-pt layup from 1 ft (assist by S. Hill),,22,28
73,1,2:13.0,,A. Holiday makes 2-pt layup from 2 ft,22,30
74,1,1:59.0,T. Jones misses 2-pt jump shot from 18 ft,,22,30
75,1,1:56.0,,Defensive rebound by M. Turner,22,30
76,1,1:49.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by T. McConnell),22,32
77,1,1:34.0,K. Anderson makes 2-pt layup from 1 ft,,24,32
78,1,1:10.0,,T. Warren makes 2-pt layup from 1 ft,24,34
79,1,0:52.0,B. Clarke makes 3-pt jump shot from 28 ft (assist by K. Anderson),,27,34
80,1,0:37.0,,M. Turner makes 2-pt hook shot from 6 ft (assist by J. Holiday),27,36
81,1,0:27.0,T. Jones misses 2-pt jump shot from 6 ft,,27,36
82,1,0:24.0,,Defensive rebound by A. Holiday,27,36
83,1,0:11.0,,T. McConnell misses 3-pt jump shot from 23 ft,27,36
84,1,0:05.0,,Offensive rebound by T. McConnell,27,36
85,1,0:02.0,,T. Warren misses 3-pt jump shot from 27 ft,27,36
86,1,0:02.0,,Offensive rebound by T. McConnell,27,36
87,1,0:00.0,,T. McConnell misses 2-pt layup from 9 ft,27,36
88,1,0:00.0,,Offensive rebound by Team,27,36
89,2,11:48.0,,J. Holiday makes 3-pt jump shot from 28 ft (assist by T. McConnell),27,39
90,2,11:38.0,S. Hill misses 3-pt jump shot from 27 ft,,27,39
91,2,11:36.0,,Defensive rebound by T. McConnell,27,39
92,2,11:26.0,,A. Holiday makes 3-pt jump shot from 28 ft (assist by J. Holiday),27,42
93,2,11:04.0,K. Anderson misses 2-pt layup from 5 ft,,27,42
94,2,11:03.0,Offensive rebound by Team,,27,42
95,2,11:03.0,,Loose ball foul by G. Bitadze (drawn by K. Anderson),27,42
96,2,10:54.0,Shooting foul by G. Bitadze (drawn by J. Jackson),,27,42
97,2,10:54.0,J. Jackson makes free throw 1 of 2,,28,42
98,2,10:54.0,J. Jackson makes free throw 2 of 2,,29,42
99,2,10:44.0,,D. McDermott misses 2-pt jump shot from 22 ft,29,42
100,2,10:42.0,Defensive rebound by J. Morant,,29,42
101,2,10:34.0,J. Jackson makes 2-pt jump shot from 5 ft (assist by G. Allen),,31,42
102,2,10:22.0,,G. Bitadze makes 2-pt dunk from 3 ft (assist by T. McConnell),31,44
103,2,10:03.0,J. Morant makes 2-pt layup at rim,,33,44
104,2,9:52.0,,D. McDermott makes 2-pt layup from 2 ft,33,46
105,2,9:41.0,G. Allen makes 2-pt jump shot from 7 ft,,35,46
106,2,9:31.0,,J. Holiday misses 3-pt jump shot from 22 ft,35,46
107,2,9:28.0,Defensive rebound by G. Allen,,35,46
108,2,9:20.0,J. Jackson misses 2-pt dunk from 3 ft (block by G. Bitadze),,35,46
109,2,9:17.0,,Defensive rebound by T. McConnell,35,46
110,2,9:15.0,,A. Holiday misses 3-pt jump shot from 28 ft,35,46
111,2,9:11.0,,Offensive rebound by J. Holiday,35,46
112,2,9:11.0,,J. Holiday misses 2-pt dunk at rim,35,46
113,2,9:11.0,,Offensive rebound by D. McDermott,35,46
114,2,9:10.0,,D. McDermott makes 2-pt layup from 1 ft,35,48
115,2,9:10.0,Memphis full timeout,,35,48
116,2,9:10.0,D. Brooks enters the game for K. Anderson,,35,48
117,2,9:10.0,,D. Sabonis enters the game for J. Holiday,35,48
118,2,8:53.0,J. Jackson makes 2-pt jump shot from 4 ft (assist by S. Hill),,37,48
119,2,8:28.0,,T. McConnell misses 2-pt jump shot from 5 ft,37,48
120,2,8:25.0,Defensive rebound by D. Brooks,,37,48
121,2,8:20.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Morant),,40,48
122,2,8:05.0,,T. McConnell makes 2-pt layup from 3 ft,40,50
123,2,7:55.0,S. Hill makes 3-pt jump shot from 28 ft (assist by J. Morant),,43,50
124,2,7:42.0,,G. Bitadze misses 2-pt jump shot from 7 ft,43,50
125,2,7:39.0,Defensive rebound by D. Brooks,,43,50
126,2,7:35.0,D. Brooks misses 2-pt jump shot from 6 ft,,43,50
127,2,7:33.0,,Defensive rebound by Team,43,50
128,2,7:33.0,,M. Brogdon enters the game for A. Holiday,43,50
129,2,7:21.0,,Personal foul by S. Hill (drawn by D. Sabonis),43,50
130,2,7:21.0,,J. Lamb enters the game for G. Bitadze,43,50
131,2,7:14.0,,D. Sabonis misses 2-pt layup from 2 ft,43,50
132,2,7:13.0,,Offensive rebound by D. Sabonis,43,50
133,2,7:12.0,,D. Sabonis misses 2-pt layup from 5 ft,43,50
134,2,7:11.0,,Offensive rebound by D. Sabonis,43,50
135,2,7:11.0,,Personal foul by J. Jackson (drawn by D. Sabonis),43,50
136,2,7:11.0,J. Valančiūnas enters the game for J. Jackson,,43,50
137,2,7:03.0,,T. McConnell makes 2-pt layup from 1 ft,43,52
138,2,6:53.0,J. Morant misses 3-pt jump shot from 28 ft,,43,52
139,2,6:51.0,Offensive rebound by Team,,43,52
140,2,6:51.0,,Loose ball foul by J. Lamb (drawn by S. Hill),43,52
141,2,6:51.0,B. Clarke enters the game for G. Allen,,43,52
142,2,6:51.0,J. Crowder enters the game for S. Hill,,43,52
143,2,6:44.0,Shooting foul by T. McConnell (drawn by J. Morant),,43,52
144,2,6:44.0,J. Morant makes free throw 1 of 2,,44,52
145,2,6:44.0,J. Morant makes free throw 2 of 2,,45,52
146,2,6:24.0,,Shooting foul by J. Valančiūnas (drawn by D. Sabonis),45,52
147,2,6:24.0,,D. Sabonis misses free throw 1 of 2,45,52
148,2,6:24.0,,Offensive rebound by Team,45,52
149,2,6:24.0,T. Jones enters the game for J. Morant,,45,52
150,2,6:24.0,,D. Sabonis makes free throw 2 of 2,45,53
151,2,6:13.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by D. Brooks),,47,53
152,2,6:01.0,,M. Brogdon makes 3-pt jump shot from 22 ft (assist by J. Lamb),47,56
153,2,5:50.0,J. Crowder misses 3-pt jump shot from 26 ft,,47,56
154,2,5:47.0,,Defensive rebound by D. Sabonis,47,56
155,2,5:36.0,,D. McDermott misses 2-pt jump shot from 12 ft,47,56
156,2,5:33.0,Defensive rebound by J. Valančiūnas,,47,56
157,2,5:23.0,D. Brooks makes 2-pt jump shot from 17 ft,,49,56
158,2,5:22.0,,Indiana full timeout,49,56
159,2,5:22.0,,M. Turner enters the game for T. McConnell,49,56
160,2,5:22.0,,T. Warren enters the game for D. McDermott,49,56
161,2,5:08.0,,J. Lamb makes 2-pt jump shot from 5 ft,49,58
162,2,4:47.0,D. Brooks misses 2-pt jump shot from 19 ft,,49,58
163,2,4:45.0,,Defensive rebound by D. Sabonis,49,58
164,2,4:34.0,,M. Brogdon makes 2-pt jump shot from 13 ft (assist by D. Sabonis),49,60
165,2,4:15.0,T. Jones misses 2-pt jump shot from 10 ft,,49,60
166,2,4:13.0,,Defensive rebound by D. Sabonis,49,60
167,2,4:07.0,,J. Lamb misses 3-pt jump shot from 26 ft,49,60
168,2,4:04.0,Defensive rebound by B. Clarke,,49,60
169,2,3:53.0,J. Valančiūnas misses 2-pt jump shot from 5 ft,,49,60
170,2,3:51.0,,Defensive rebound by D. Sabonis,49,60
171,2,3:43.0,,T. Warren misses 2-pt layup from 1 ft (block by J. Valančiūnas),49,60
172,2,3:39.0,,Offensive rebound by T. Warren,49,60
173,2,3:39.0,,T. Warren makes 2-pt layup at rim,49,62
174,2,3:23.0,D. Brooks misses 3-pt jump shot from 26 ft,,49,62
175,2,3:20.0,,Defensive rebound by M. Turner,49,62
176,2,3:10.0,,J. Lamb misses 2-pt jump shot from 11 ft,49,62
177,2,3:07.0,Defensive rebound by J. Valančiūnas,,49,62
178,2,3:03.0,T. Jones misses 2-pt layup from 2 ft,,49,62
179,2,3:00.0,Offensive rebound by B. Clarke,,49,62
180,2,3:00.0,B. Clarke misses 2-pt layup from 1 ft,,49,62
181,2,2:57.0,,Defensive rebound by M. Turner,49,62
182,2,2:55.0,,J. Lamb misses 2-pt layup at rim,49,62
183,2,2:55.0,Defensive rebound by Team,,49,62
184,2,2:55.0,J. Morant enters the game for T. Jones,,49,62
185,2,2:44.0,J. Morant misses 2-pt layup from 3 ft (block by M. Turner),,49,62
186,2,2:41.0,,Defensive rebound by D. Sabonis,49,62
187,2,2:41.0,K. Anderson enters the game for B. Clarke,,49,62
188,2,2:24.0,,J. Lamb makes 2-pt jump shot from 7 ft,49,64
189,2,2:08.0,J. Valančiūnas misses 2-pt layup at rim (block by M. Turner),,49,64
190,2,2:04.0,,Defensive rebound by M. Turner,49,64
191,2,2:02.0,,Shooting foul by K. Anderson (drawn by D. Sabonis),49,64
192,2,2:02.0,,D. Sabonis makes free throw 1 of 2,49,65
193,2,2:02.0,,D. Sabonis misses free throw 2 of 2,49,65
194,2,2:00.0,Defensive rebound by K. Anderson,,49,65
195,2,1:46.0,D. Brooks misses 2-pt layup from 5 ft,,49,65
196,2,1:42.0,Offensive rebound by J. Valančiūnas,,49,65
197,2,1:40.0,J. Valančiūnas makes 2-pt layup from 1 ft,,51,65
198,2,1:23.0,,J. Lamb makes 2-pt jump shot from 7 ft,51,67
199,2,1:05.0,J. Morant makes 2-pt layup at rim,,53,67
200,2,0:55.0,,Turnover by M. Turner (bad pass),53,67
201,2,0:52.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Morant),,56,67
202,2,0:41.0,,M. Brogdon misses 2-pt jump shot from 18 ft,56,67
203,2,0:38.0,Defensive rebound by K. Anderson,,56,67
204,2,0:34.0,J. Morant misses 2-pt layup from 1 ft (block by M. Turner),,56,67
205,2,0:30.0,,Defensive rebound by M. Brogdon,56,67
206,2,0:28.0,,Turnover by M. Brogdon (out of bounds lost ball),56,67
207,2,0:28.0,Memphis full timeout,,56,67
208,2,0:28.0,T. Jones enters the game for J. Morant,,56,67
209,2,0:04.0,K. Anderson misses 2-pt jump shot from 16 ft,,56,67
210,2,0:02.0,,Defensive rebound by T. Warren,56,67
211,3,11:44.0,,J. Lamb makes 2-pt jump shot from 20 ft (assist by D. Sabonis),56,69
212,3,11:26.0,J. Jackson misses 2-pt layup from 3 ft,,56,69
213,3,11:22.0,Offensive rebound by D. Brooks,,56,69
214,3,11:13.0,J. Crowder misses 2-pt layup from 2 ft (block by M. Turner),,56,69
215,3,11:13.0,Offensive rebound by Team,,56,69
216,3,11:09.0,Turnover by Team (shot clock),,56,69
217,3,10:58.0,,J. Lamb makes 3-pt jump shot from 27 ft,56,72
218,3,10:45.0,D. Brooks misses 2-pt layup from 2 ft,,56,72
219,3,10:43.0,,Defensive rebound by J. Lamb,56,72
220,3,10:36.0,,Turnover by T. Warren (illegal assist),56,72
221,3,10:23.0,T. Jones misses 2-pt jump shot from 17 ft,,56,72
222,3,10:21.0,,Defensive rebound by D. Sabonis,56,72
223,3,10:15.0,,M. Brogdon misses 2-pt layup from 6 ft,56,72
224,3,10:15.0,Defensive rebound by J. Valančiūnas,,56,72
225,3,10:08.0,J. Valančiūnas misses 3-pt jump shot from 28 ft,,56,72
226,3,10:06.0,,Defensive rebound by T. Warren,56,72
227,3,9:52.0,,D. Sabonis makes 2-pt jump shot from 13 ft (assist by M. Brogdon),56,74
228,3,9:39.0,J. Crowder misses 3-pt jump shot from 28 ft,,56,74
229,3,9:39.0,Offensive rebound by J. Jackson,,56,74
230,3,9:33.0,J. Jackson makes 2-pt jump shot from 7 ft,,58,74
231,3,9:20.0,,Turnover by J. Lamb (lost ball; steal by D. Brooks),58,74
232,3,9:15.0,Turnover by D. Brooks (bad pass; steal by M. Brogdon),,58,74
233,3,9:11.0,,T. Warren makes 3-pt jump shot from 24 ft (assist by M. Brogdon),58,77
234,3,9:09.0,Memphis full timeout,,58,77
235,3,9:09.0,J. Morant enters the game for T. Jones,,58,77
236,3,8:52.0,D. Brooks misses 3-pt jump shot from 23 ft,,58,77
237,3,8:49.0,,Defensive rebound by D. Sabonis,58,77
238,3,8:37.0,,M. Brogdon makes 2-pt jump shot from 15 ft,58,79
239,3,8:19.0,J. Morant makes 2-pt jump shot from 14 ft,,60,79
240,3,8:05.0,,M. Brogdon misses 2-pt layup from 2 ft,60,79
241,3,8:01.0,Defensive rebound by J. Valančiūnas,,60,79
242,3,7:58.0,Shooting foul by M. Turner (drawn by J. Morant),,60,79
243,3,7:58.0,J. Morant makes free throw 1 of 2,,61,79
244,3,7:58.0,J. Morant makes free throw 2 of 2,,62,79
245,3,7:46.0,Loose ball foul by J. Valančiūnas (drawn by T. Warren),,62,79
246,3,7:40.0,,T. Warren misses 3-pt jump shot from 27 ft,62,79
247,3,7:37.0,Defensive rebound by J. Valančiūnas,,62,79
248,3,7:22.0,J. Valančiūnas misses 2-pt jump shot from 6 ft,,62,79
249,3,7:20.0,,Defensive rebound by J. Lamb,62,79
250,3,7:11.0,,J. Lamb misses 2-pt layup from 2 ft (block by J. Valančiūnas),62,79
251,3,7:11.0,Turnover by J. Valančiūnas (bad pass; steal by D. Sabonis),,62,79
252,3,7:11.0,Defensive rebound by J. Valančiūnas,,62,79
253,3,7:09.0,,Personal foul by J. Crowder (drawn by D. Sabonis),62,79
254,3,7:04.0,,T. Warren makes 2-pt dunk from 2 ft (assist by M. Turner),62,81
255,3,6:57.0,Personal foul by M. Turner (drawn by J. Valančiūnas),,62,81
256,3,6:48.0,D. Brooks makes 2-pt jump shot from 8 ft,,64,81
257,3,6:25.0,,Shooting foul by J. Jackson (drawn by D. Sabonis),64,81
258,3,6:25.0,,D. Sabonis makes free throw 1 of 2,64,82
259,3,6:25.0,B. Clarke enters the game for J. Valančiūnas,,64,82
260,3,6:25.0,,D. Sabonis misses free throw 2 of 2,64,82
261,3,6:24.0,Defensive rebound by J. Jackson,,64,82
262,3,6:11.0,J. Morant misses 2-pt jump shot from 8 ft,,64,82
263,3,6:09.0,,Defensive rebound by M. Brogdon,64,82
264,3,6:05.0,,J. Lamb makes 2-pt layup from 2 ft (assist by M. Brogdon),64,84
265,3,5:52.0,J. Crowder misses 3-pt jump shot from 22 ft,,64,84
266,3,5:49.0,,Defensive rebound by J. Lamb,64,84
267,3,5:37.0,,D. Sabonis makes 2-pt hook shot from 6 ft,64,86
268,3,5:23.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Brooks),,67,86
269,3,5:05.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Sabonis),67,89
270,3,4:48.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Crowder),,70,89
271,3,4:29.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by M. Brogdon),70,92
272,3,4:12.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by J. Morant),,73,92
273,3,4:04.0,,Indiana full timeout,73,92
274,3,4:04.0,K. Anderson enters the game for D. Brooks,,73,92
275,3,4:04.0,S. Hill enters the game for J. Jackson,,73,92
276,3,4:04.0,,J. Holiday enters the game for D. Sabonis,73,92
277,3,3:48.0,,J. Lamb misses 3-pt jump shot from 24 ft,73,92
278,3,3:46.0,Defensive rebound by K. Anderson,,73,92
279,3,3:34.0,B. Clarke makes 2-pt jump shot from 7 ft (assist by J. Morant),,75,92
280,3,3:11.0,,J. Lamb misses 3-pt jump shot from 23 ft,75,92
281,3,3:09.0,Defensive rebound by J. Crowder,,75,92
282,3,2:50.0,Shooting foul by M. Turner (drawn by J. Morant),,75,92
283,3,2:50.0,J. Morant misses free throw 1 of 2,,75,92
284,3,2:50.0,Offensive rebound by Team,,75,92
285,3,2:50.0,,A. Holiday enters the game for M. Brogdon,75,92
286,3,2:50.0,,T. McConnell enters the game for J. Lamb,75,92
287,3,2:50.0,,D. Sabonis enters the game for M. Turner,75,92
288,3,2:50.0,J. Morant makes free throw 2 of 2,,76,92
289,3,2:39.0,,T. Warren makes 2-pt jump shot from 11 ft,76,94
290,3,2:31.0,S. Hill misses 2-pt jump shot from 10 ft,,76,94
291,3,2:27.0,,Defensive rebound by T. McConnell,76,94
292,3,2:21.0,,Turnover by A. Holiday (lost ball; steal by K. Anderson),76,94
293,3,2:12.0,K. Anderson makes 2-pt jump shot from 6 ft (assist by S. Hill),,78,94
294,3,1:52.0,,T. McConnell makes 3-pt jump shot from 24 ft (assist by A. Holiday),78,97
295,3,1:33.0,J. Crowder makes 3-pt jump shot from 28 ft (assist by B. Clarke),,81,97
296,3,1:14.0,,T. McConnell misses 2-pt layup at rim (block by B. Clarke),81,97
297,3,1:14.0,,Offensive rebound by Team,81,97
298,3,1:14.0,,Indiana full timeout,81,97
299,3,1:14.0,G. Allen enters the game for J. Crowder,,81,97
300,3,1:14.0,D. Melton enters the game for J. Morant,,81,97
301,3,1:14.0,,D. McDermott enters the game for T. Warren,81,97
302,3,1:07.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by T. McConnell),81,100
303,3,0:54.0,Turnover by D. Melton (bad pass; steal by A. Holiday),,81,100
304,3,0:51.0,,A. Holiday makes 2-pt layup from 2 ft,81,102
305,3,0:46.0,S. Hill misses 3-pt jump shot from 26 ft,,81,102
306,3,0:44.0,,Defensive rebound by A. Holiday,81,102
307,3,0:31.0,,D. Sabonis misses 3-pt jump shot from 28 ft,81,102
308,3,0:28.0,Defensive rebound by S. Hill,,81,102
309,3,0:13.0,B. Clarke makes 2-pt jump shot from 5 ft (assist by D. Melton),,83,102
310,3,0:00.0,,T. McConnell makes 2-pt layup from 1 ft,83,104
311,3,0:00.0,,Instant Replay (Request: Ruling Stands),83,104
312,4,11:51.0,Turnover by J. Jackson (lost ball; steal by A. Holiday),,83,104
313,4,11:44.0,,A. Holiday makes 3-pt jump shot from 28 ft (assist by T. McConnell),83,107
314,4,11:20.0,G. Allen misses 3-pt jump shot from 27 ft,,83,107
315,4,11:16.0,,Defensive rebound by D. McDermott,83,107
316,4,11:07.0,,T. McConnell makes 2-pt jump shot from 10 ft,83,109
317,4,10:53.0,G. Allen misses 2-pt jump shot from 5 ft,,83,109
318,4,10:51.0,,Defensive rebound by J. Holiday,83,109
319,4,10:45.0,,A. Holiday makes 3-pt jump shot from 29 ft (assist by T. McConnell),83,112
320,4,10:43.0,Memphis full timeout,,83,112
321,4,10:43.0,D. Brooks enters the game for K. Anderson,,83,112
322,4,10:30.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by S. Hill),,86,112
323,4,10:16.0,,Turnover by T. McConnell (traveling),86,112
324,4,10:16.0,J. Morant enters the game for D. Melton,,86,112
325,4,10:08.0,Personal foul by D. Sabonis (drawn by J. Jackson),,86,112
326,4,10:03.0,J. Morant makes 2-pt layup from 2 ft (assist by S. Hill),,88,112
327,4,9:36.0,,T. McConnell misses 2-pt jump shot from 16 ft,88,112
328,4,9:34.0,Defensive rebound by J. Jackson,,88,112
329,4,9:29.0,J. Jackson makes 3-pt jump shot from 27 ft,,91,112
330,4,9:10.0,,Personal foul by S. Hill (drawn by D. Sabonis),91,112
331,4,9:10.0,J. Crowder enters the game for G. Allen,,91,112
332,4,8:58.0,,J. Holiday misses 3-pt jump shot from 24 ft,91,112
333,4,8:56.0,Defensive rebound by S. Hill,,91,112
334,4,8:51.0,J. Jackson misses 3-pt jump shot from 27 ft,,91,112
335,4,8:47.0,,Defensive rebound by D. McDermott,91,112
336,4,8:39.0,,J. Holiday misses 2-pt layup from 2 ft (block by J. Morant),91,112
337,4,8:37.0,Defensive rebound by J. Jackson,,91,112
338,4,8:33.0,J. Morant makes 2-pt layup from 2 ft,,93,112
339,4,8:27.0,,Indiana full timeout,93,112
340,4,8:27.0,,M. Brogdon enters the game for A. Holiday,93,112
341,4,8:27.0,,J. Lamb enters the game for J. Holiday,93,112
342,4,8:27.0,,T. Warren enters the game for T. McConnell,93,112
343,4,8:10.0,,M. Brogdon misses 3-pt jump shot from 28 ft,93,112
344,4,8:07.0,Defensive rebound by J. Crowder,,93,112
345,4,8:03.0,S. Hill makes 2-pt dunk from 2 ft (assist by J. Morant),,95,112
346,4,7:38.0,,J. Lamb makes 3-pt jump shot from 27 ft (assist by D. Sabonis),95,115
347,4,7:29.0,J. Jackson misses 2-pt layup from 1 ft,,95,115
348,4,7:27.0,,Defensive rebound by D. McDermott,95,115
349,4,7:07.0,,J. Lamb misses 2-pt jump shot from 6 ft,95,115
350,4,7:04.0,Defensive rebound by J. Crowder,,95,115
351,4,6:55.0,J. Morant makes 2-pt layup from 1 ft,,97,115
352,4,6:39.0,,Shooting foul by J. Jackson (drawn by T. Warren),97,115
353,4,6:39.0,,T. Warren makes free throw 1 of 2,97,116
354,4,6:39.0,,M. Turner enters the game for D. Sabonis,97,116
355,4,6:39.0,,T. Warren misses free throw 2 of 2,97,116
356,4,6:38.0,Defensive rebound by S. Hill,,97,116
357,4,6:26.0,Shooting foul by D. McDermott (drawn by J. Morant),,97,116
358,4,6:26.0,J. Morant makes free throw 1 of 2,,98,116
359,4,6:26.0,B. Clarke enters the game for S. Hill,,98,116
360,4,6:26.0,J. Valančiūnas enters the game for J. Jackson,,98,116
361,4,6:26.0,J. Morant makes free throw 2 of 2,,99,116
362,4,6:17.0,,M. Brogdon makes 2-pt jump shot from 12 ft,99,118
363,4,5:58.0,J. Crowder misses 3-pt jump shot from 28 ft,,99,118
364,4,5:55.0,,Defensive rebound by M. Brogdon,99,118
365,4,5:40.0,,M. Turner misses 3-pt jump shot from 27 ft,99,118
366,4,5:36.0,Defensive rebound by D. Brooks,,99,118
367,4,5:34.0,Offensive foul by J. Valančiūnas (drawn by M. Turner),,99,118
368,4,5:34.0,Turnover by J. Valančiūnas (offensive foul),,99,118
369,4,5:23.0,,M. Brogdon misses 2-pt layup from 3 ft (block by J. Valančiūnas),99,118
370,4,5:20.0,Defensive rebound by J. Valančiūnas,,99,118
371,4,5:15.0,J. Morant misses 2-pt dunk from 2 ft,,99,118
372,4,5:14.0,,Defensive rebound by T. Warren,99,118
373,4,4:59.0,,Turnover by D. McDermott (out of bounds lost ball),99,118
374,4,4:49.0,J. Crowder misses 3-pt jump shot from 29 ft,,99,118
375,4,4:46.0,Offensive rebound by J. Morant,,99,118
376,4,4:36.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by J. Morant),,101,118
