,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
110,2,9:34.0,,Offensive rebound by T. Lyles,34,33
111,2,9:28.0,,L. Walker misses 2-pt jump shot from 19 ft,34,33
112,2,9:26.0,Defensive rebound by M. Monk,,34,33
113,2,9:11.0,Shooting foul by J. Poeltl (drawn by W. Hernangómez),,34,33
114,2,9:11.0,W. Hernangómez makes free throw 1 of 2,,35,33
115,2,9:11.0,,D. DeRozan enters the game for L. Walker,35,33
116,2,9:11.0,W. Hernangómez makes free throw 2 of 2,,36,33
117,2,8:58.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Poeltl),36,36
118,2,8:40.0,M. Bridges makes 2-pt layup from 8 ft (assist by W. Hernangómez),,38,36
119,2,8:24.0,,Turnover by T. Lyles (bad pass),38,36
120,2,8:24.0,T. Rozier enters the game for W. Hernangómez,,38,36
121,2,8:24.0,C. Zeller enters the game for M. Monk,,38,36
122,2,8:24.0,,L. Aldridge enters the game for J. Poeltl,38,36
123,2,8:03.0,T. Rozier misses 2-pt jump shot from 20 ft,,38,36
124,2,8:01.0,,Defensive rebound by D. Murray,38,36
125,2,7:56.0,,B. Forbes misses 2-pt layup from 2 ft,38,36
126,2,7:55.0,Defensive rebound by C. Zeller,,38,36
127,2,7:47.0,D. Graham misses 3-pt jump shot from 26 ft,,38,36
128,2,7:44.0,,Defensive rebound by Team,38,36
129,2,7:44.0,C. Martin enters the game for M. Bridges,,38,36
130,2,7:23.0,,L. Aldridge misses 2-pt jump shot from 16 ft,38,36
131,2,7:21.0,Defensive rebound by T. Rozier,,38,36
132,2,7:11.0,C. Zeller makes 2-pt dunk at rim (assist by T. Rozier),,40,36
133,2,7:11.0,,San Antonio full timeout,40,36
134,2,7:11.0,M. Monk enters the game for D. Graham,,40,36
135,2,6:59.0,,L. Aldridge misses 2-pt layup from 6 ft,40,36
136,2,6:58.0,Defensive rebound by M. Williams,,40,36
137,2,6:43.0,M. Williams makes 2-pt layup at rim (assist by C. Zeller),,42,36
138,2,6:29.0,,Turnover by D. Murray (lost ball; steal by C. Zeller),42,36
139,2,6:17.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by C. Zeller),,45,36
140,2,5:53.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),45,38
141,2,5:38.0,C. Zeller misses 2-pt layup from 1 ft,,45,38
142,2,5:35.0,,Defensive rebound by L. Aldridge,45,38
143,2,5:33.0,,B. Forbes misses 3-pt jump shot from 26 ft,45,38
144,2,5:28.0,Defensive rebound by C. Zeller,,45,38
145,2,5:14.0,M. Monk misses 2-pt jump shot from 9 ft,,45,38
146,2,5:09.0,,Defensive rebound by B. Forbes,45,38
147,2,5:00.0,,L. Aldridge misses 2-pt hook shot from 4 ft (block by C. Zeller),45,38
148,2,4:57.0,Defensive rebound by C. Zeller,,45,38
149,2,4:57.0,Shooting foul by T. Lyles (drawn by M. Monk),,45,38
150,2,4:57.0,M. Monk makes free throw 1 of 2,,46,38
151,2,4:57.0,,M. Belinelli enters the game for B. Forbes,46,38
152,2,4:57.0,,D. White enters the game for D. Murray,46,38
153,2,4:57.0,M. Monk makes free throw 2 of 2,,47,38
154,2,4:43.0,,D. White makes 2-pt dunk at rim (assist by D. DeRozan),47,40
155,2,4:37.0,Charlotte full timeout,,47,40
156,2,4:37.0,M. Bridges enters the game for C. Martin,,47,40
157,2,4:37.0,D. Graham enters the game for M. Williams,,47,40
158,2,4:26.0,C. Zeller makes 2-pt dunk from 1 ft (assist by D. Graham),,49,40
159,2,4:12.0,,D. DeRozan makes 2-pt layup from 1 ft,49,42
160,2,4:00.0,M. Bridges makes 2-pt layup from 2 ft (assist by C. Zeller),,51,42
161,2,3:50.0,,D. DeRozan misses 2-pt layup from 4 ft,51,42
162,2,3:48.0,Defensive rebound by C. Zeller,,51,42
163,2,3:41.0,T. Rozier misses 3-pt jump shot from 24 ft,,51,42
164,2,3:35.0,Offensive rebound by T. Rozier,,51,42
165,2,3:22.0,C. Zeller makes 2-pt layup from 3 ft (assist by M. Monk),,53,42
166,2,3:05.0,,D. DeRozan misses 2-pt jump shot from 10 ft (block by M. Bridges),53,42
167,2,3:05.0,Defensive rebound by Team,,53,42
168,2,2:54.0,D. Graham makes 3-pt jump shot from 28 ft,,56,42
169,2,2:28.0,,Turnover by D. DeRozan (lost ball; steal by D. Graham),56,42
170,2,2:22.0,M. Monk makes 2-pt dunk at rim (assist by D. Graham),,58,42
171,2,2:10.0,,M. Belinelli misses 3-pt jump shot from 24 ft (block by M. Bridges),58,42
172,2,2:10.0,,Offensive rebound by Team,58,42
173,2,2:04.0,,T. Lyles makes 2-pt dunk at rim (assist by D. DeRozan),58,44
174,2,1:46.0,M. Bridges makes 3-pt jump shot from 27 ft (assist by D. Graham),,61,44
175,2,1:34.0,,D. White makes 2-pt jump shot from 5 ft (assist by D. DeRozan),61,46
176,2,1:34.0,,Shooting foul by T. Rozier (drawn by D. White),61,46
177,2,1:34.0,,D. White makes free throw 1 of 1,61,47
178,2,1:13.0,C. Zeller makes 2-pt jump shot from 4 ft (assist by T. Rozier),,63,47
179,2,0:58.0,,L. Aldridge misses 3-pt jump shot from 23 ft,63,47
180,2,0:55.0,Defensive rebound by D. Graham,,63,47
181,2,0:41.0,D. Graham misses 3-pt jump shot from 24 ft,,63,47
182,2,0:37.0,,Defensive rebound by D. DeRozan,63,47
183,2,0:31.0,,D. DeRozan makes 2-pt jump shot from 7 ft,63,49
184,2,0:10.0,D. Graham misses 2-pt jump shot from 16 ft,,63,49
185,2,0:08.0,,Defensive rebound by T. Lyles,63,49
186,2,0:01.0,,Personal foul by M. Monk (drawn by M. Belinelli),63,49
187,2,0:01.0,,M. Belinelli misses free throw 1 of 2,63,49
188,2,0:01.0,,Offensive rebound by Team,63,49
189,2,0:01.0,,M. Belinelli makes free throw 2 of 2,63,50
190,2,0:00.0,M. Monk misses 3-pt jump shot from 52 ft,,63,50
191,2,0:00.0,Offensive rebound by Team,,63,50
192,3,11:47.0,M. Bridges misses 2-pt jump shot from 6 ft,,63,50
193,3,11:41.0,,Defensive rebound by L. Aldridge,63,50
194,3,11:28.0,,B. Forbes misses 2-pt jump shot from 8 ft,63,50
195,3,11:25.0,Defensive rebound by M. Williams,,63,50
196,3,11:05.0,M. Williams makes 2-pt layup from 2 ft (assist by C. Zeller),,65,50
197,3,10:43.0,,T. Lyles misses 3-pt jump shot from 25 ft,65,50
198,3,10:39.0,Defensive rebound by M. Bridges,,65,50
199,3,10:21.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by C. Zeller),,68,50
200,3,10:06.0,,B. Forbes misses 3-pt jump shot from 25 ft,68,50
201,3,10:03.0,Defensive rebound by M. Williams,,68,50
202,3,9:42.0,Turnover by T. Rozier (bad pass; steal by D. Murray),,68,50
203,3,9:39.0,,Shooting foul by C. Zeller (drawn by T. Lyles),68,50
204,3,9:39.0,,T. Lyles makes free throw 1 of 2,68,51
205,3,9:39.0,,J. Poeltl enters the game for L. Aldridge,68,51
206,3,9:39.0,,D. White enters the game for B. Forbes,68,51
207,3,9:39.0,,T. Lyles misses free throw 2 of 2,68,51
208,3,9:37.0,Defensive rebound by Team,,68,51
209,3,9:22.0,M. Bridges makes 2-pt hook shot from 7 ft,,70,51
210,3,9:09.0,,Personal foul by M. Williams (drawn by J. Poeltl),70,51
211,3,9:01.0,,D. DeRozan makes 2-pt jump shot from 7 ft,70,53
212,3,8:52.0,C. Zeller misses 2-pt jump shot from 9 ft,,70,53
213,3,8:48.0,,Defensive rebound by D. Murray,70,53
214,3,8:44.0,,D. Murray makes 2-pt jump shot from 11 ft,70,55
215,3,8:27.0,M. Williams misses 3-pt jump shot from 25 ft,,70,55
216,3,8:24.0,,Defensive rebound by D. Murray,70,55
217,3,8:20.0,,Turnover by D. White (bad pass),70,55
218,3,7:59.0,M. Bridges misses 2-pt jump shot from 13 ft,,70,55
219,3,7:58.0,,Defensive rebound by T. Lyles,70,55
220,3,7:50.0,,D. Murray makes 2-pt jump shot from 11 ft,70,57
221,3,7:35.0,T. Rozier misses 3-pt jump shot from 26 ft,,70,57
222,3,7:33.0,,Defensive rebound by J. Poeltl,70,57
223,3,7:21.0,,T. Lyles misses 2-pt jump shot from 10 ft,70,57
224,3,7:20.0,Defensive rebound by C. Zeller,,70,57
225,3,7:03.0,M. Bridges misses 3-pt jump shot from 25 ft,,70,57
226,3,7:00.0,,Defensive rebound by D. Murray,70,57
227,3,6:54.0,,San Antonio full timeout,70,57
228,3,6:54.0,C. Martin enters the game for M. Bridges,,70,57
229,3,6:49.0,,Offensive foul by J. Poeltl (drawn by C. Martin),70,57
230,3,6:49.0,,Turnover by J. Poeltl (offensive foul),70,57
231,3,6:37.0,Turnover by D. Graham (lost ball; steal by T. Lyles),,70,57
232,3,6:29.0,,D. DeRozan makes 2-pt layup from 5 ft (assist by D. Murray),70,59
233,3,6:06.0,Turnover by C. Martin (bad pass; steal by D. Murray),,70,59
234,3,6:05.0,,Personal foul by D. Graham (drawn by D. Murray),70,59
235,3,6:05.0,W. Hernangómez enters the game for D. Graham,,70,59
236,3,6:05.0,M. Monk enters the game for C. Zeller,,70,59
237,3,5:57.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by D. Murray),70,61
238,3,5:29.0,T. Rozier misses 3-pt jump shot from 35 ft,,70,61
239,3,5:24.0,,Defensive rebound by D. White,70,61
240,3,5:21.0,,Shooting foul by W. Hernangómez (drawn by D. White),70,61
241,3,5:21.0,,D. White misses free throw 1 of 2,70,61
242,3,5:21.0,,Offensive rebound by Team,70,61
243,3,5:21.0,Charlotte full timeout,,70,61
244,3,5:21.0,M. Bridges enters the game for M. Williams,,70,61
245,3,5:21.0,,P. Mills enters the game for D. Murray,70,61
246,3,5:21.0,,D. White makes free throw 2 of 2,70,62
247,3,5:08.0,Turnover by M. Bridges (bad pass; steal by D. DeRozan),,70,62
248,3,5:01.0,,P. Mills misses 3-pt jump shot from 23 ft,70,62
249,3,4:55.0,Defensive rebound by M. Monk,,70,62
250,3,4:55.0,Offensive foul by M. Monk (drawn by D. White),,70,62
251,3,4:55.0,Turnover by M. Monk (offensive foul),,70,62
252,3,4:40.0,,J. Poeltl misses 2-pt layup from 1 ft,70,62
253,3,4:37.0,,Offensive rebound by J. Poeltl,70,62
254,3,4:37.0,,J. Poeltl makes 2-pt layup at rim,70,64
255,3,4:19.0,M. Monk makes 2-pt jump shot from 6 ft (assist by W. Hernangómez),,72,64
256,3,4:01.0,,Shooting foul by W. Hernangómez (drawn by J. Poeltl),72,64
257,3,4:01.0,,J. Poeltl makes free throw 1 of 2,72,65
258,3,4:01.0,,L. Walker enters the game for T. Lyles,72,65
259,3,4:01.0,,J. Poeltl makes free throw 2 of 2,72,66
260,3,3:50.0,Personal foul by D. White (drawn by M. Bridges),,72,66
261,3,3:48.0,Turnover by C. Martin (bad pass; steal by J. Poeltl),,72,66
262,3,3:43.0,,J. Poeltl makes 2-pt layup from 1 ft,72,68
263,3,3:43.0,Charlotte full timeout,,72,68
264,3,3:34.0,Turnover by T. Rozier (bad pass; steal by P. Mills),,72,68
265,3,3:32.0,,D. White makes 2-pt layup from 1 ft (assist by P. Mills),72,70
266,3,3:32.0,,Shooting foul by T. Rozier (drawn by D. White),72,70
267,3,3:32.0,D. Graham enters the game for T. Rozier,,72,70
268,3,3:32.0,,D. White makes free throw 1 of 1,72,71
269,3,3:18.0,M. Monk misses 2-pt jump shot from 10 ft,,72,71
270,3,3:15.0,,Defensive rebound by J. Poeltl,72,71
271,3,2:57.0,,D. White misses 3-pt jump shot from 26 ft,72,71
272,3,2:54.0,Defensive rebound by M. Bridges,,72,71
273,3,2:46.0,M. Monk misses 2-pt jump shot from 13 ft,,72,71
274,3,2:41.0,,Defensive rebound by L. Walker,72,71
275,3,2:33.0,,D. White misses 2-pt layup from 3 ft,72,71
276,3,2:31.0,,Offensive rebound by J. Poeltl,72,71
277,3,2:27.0,,L. Walker misses 3-pt jump shot from 26 ft,72,71
278,3,2:25.0,,Offensive rebound by D. White,72,71
279,3,2:25.0,,Personal foul by W. Hernangómez (drawn by J. Poeltl),72,71
280,3,2:25.0,,J. Poeltl misses free throw 1 of 2,72,71
281,3,2:25.0,,Offensive rebound by Team,72,71
282,3,2:25.0,,J. Poeltl makes free throw 2 of 2,72,72
283,3,2:16.0,Offensive foul by D. Graham (drawn by J. Poeltl),,72,72
284,3,2:16.0,Turnover by D. Graham (offensive foul),,72,72
285,3,2:06.0,,D. DeRozan makes 2-pt jump shot from 17 ft,72,74
286,3,1:50.0,Turnover by M. Bridges (bad pass; steal by J. Poeltl),,72,74
287,3,1:44.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),72,76
288,3,1:44.0,,Shooting foul by M. Bridges (drawn by J. Poeltl),72,76
289,3,1:44.0,,J. Poeltl misses free throw 1 of 1,72,76
290,3,1:40.0,Defensive rebound by C. Martin,,72,76
291,3,1:30.0,M. Bridges misses 3-pt jump shot from 26 ft,,72,76
292,3,1:26.0,,Defensive rebound by J. Poeltl,72,76
293,3,1:16.0,,P. Mills misses 3-pt jump shot from 24 ft,72,76
294,3,1:13.0,Defensive rebound by M. Bridges,,72,76
295,3,1:11.0,D. Graham misses 3-pt jump shot from 26 ft,,72,76
296,3,1:09.0,Offensive rebound by Team,,72,76
297,3,0:59.0,M. Monk makes 2-pt dunk from 1 ft (assist by D. Graham),,74,76
298,3,0:48.0,,Shooting foul by C. Martin (drawn by D. DeRozan),74,76
299,3,0:48.0,,D. DeRozan misses free throw 1 of 2,74,76
300,3,0:48.0,,Offensive rebound by Team,74,76
301,3,0:48.0,T. Rozier enters the game for M. Bridges,,74,76
302,3,0:48.0,,D. DeRozan makes free throw 2 of 2,74,77
303,3,0:33.0,M. Monk misses 2-pt jump shot from 10 ft,,74,77
304,3,0:30.0,,Defensive rebound by J. Poeltl,74,77
305,3,0:10.0,,Shooting foul by C. Martin (drawn by D. DeRozan),74,77
306,3,0:10.0,,D. DeRozan makes free throw 1 of 2,74,78
307,3,0:10.0,M. Williams enters the game for C. Martin,,74,78
308,3,0:10.0,,D. DeRozan makes free throw 2 of 2,74,79
309,3,0:06.0,Personal take foul by D. White (drawn by D. Graham),,74,79
310,3,0:00.0,W. Hernangómez misses 3-pt jump shot from 24 ft,,74,79
311,3,0:00.0,Offensive rebound by Team,,74,79
312,4,11:38.0,,P. Mills makes 3-pt jump shot from 28 ft (assist by L. Walker),74,82
313,4,11:15.0,Turnover by D. Graham (bad pass; steal by D. Murray),,74,82
314,4,11:11.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by L. Walker),74,85
315,4,10:43.0,C. Martin makes 3-pt jump shot from 27 ft (assist by M. Williams),,77,85
316,4,10:29.0,,J. Poeltl makes 2-pt layup from 3 ft (assist by P. Mills),77,87
317,4,10:20.0,,Violation by Team (kicked ball),77,87
318,4,10:20.0,,L. Aldridge enters the game for J. Poeltl,77,87
319,4,10:15.0,Personal foul by D. Murray (drawn by D. Graham),,77,87
320,4,10:10.0,M. Williams misses 2-pt jump shot from 9 ft,,77,87
321,4,10:08.0,,Defensive rebound by D. Murray,77,87
322,4,9:53.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by M. Belinelli),77,90
323,4,9:37.0,C. Martin misses 3-pt jump shot from 26 ft,,77,90
324,4,9:36.0,,Defensive rebound by D. Murray,77,90
325,4,9:30.0,,M. Belinelli misses 3-pt jump shot from 30 ft,77,90
326,4,9:28.0,Defensive rebound by C. Zeller,,77,90
327,4,9:19.0,C. Zeller makes 2-pt dunk from 1 ft (assist by C. Martin),,79,90
328,4,9:00.0,,L. Walker misses 2-pt layup from 4 ft (block by M. Williams),79,90
329,4,8:58.0,Defensive rebound by M. Monk,,79,90
330,4,8:42.0,Turnover by M. Williams (bad pass; steal by P. Mills),,79,90
331,4,8:39.0,,P. Mills makes 2-pt layup from 2 ft,79,92
332,4,8:37.0,Charlotte full timeout,,79,92
333,4,8:37.0,M. Bridges enters the game for C. Martin,,79,92
334,4,8:37.0,T. Rozier enters the game for M. Williams,,79,92
335,4,8:24.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by C. Zeller),,82,92
336,4,8:10.0,,P. Mills misses 3-pt jump shot from 26 ft,82,92
337,4,8:08.0,Defensive rebound by C. Zeller,,82,92
338,4,7:53.0,M. Bridges misses 3-pt jump shot from 23 ft,,82,92
339,4,7:50.0,,Defensive rebound by L. Aldridge,82,92
340,4,7:40.0,,L. Walker makes 2-pt jump shot from 18 ft (assist by L. Aldridge),82,94
341,4,7:24.0,M. Bridges misses 2-pt layup from 5 ft,,82,94
342,4,7:24.0,,Defensive rebound by L. Aldridge,82,94
343,4,7:19.0,,P. Mills misses 3-pt jump shot from 25 ft,82,94
344,4,7:19.0,,Offensive rebound by D. Murray,82,94
345,4,7:16.0,,D. Murray makes 2-pt layup from 1 ft,82,96
346,4,7:01.0,Personal foul by L. Walker (drawn by D. Graham),,82,96
347,4,7:01.0,,D. White enters the game for P. Mills,82,96
348,4,6:54.0,M. Monk misses 2-pt jump shot from 12 ft (block by L. Aldridge),,82,96
349,4,6:53.0,Offensive rebound by M. Monk,,82,96
350,4,6:52.0,D. Graham misses 3-pt jump shot from 24 ft,,82,96
351,4,6:49.0,Offensive rebound by C. Zeller,,82,96
352,4,6:49.0,C. Zeller misses 2-pt layup from 4 ft,,82,96
353,4,6:49.0,Offensive rebound by Team,,82,96
354,4,6:49.0,,Loose ball foul by D. Murray (drawn by C. Zeller),82,96
355,4,6:43.0,Turnover by D. Graham (bad pass; steal by L. Walker),,82,96
356,4,6:36.0,,L. Walker makes 2-pt jump shot from 16 ft (assist by M. Belinelli),82,98
357,4,6:17.0,T. Rozier misses 3-pt jump shot from 25 ft,,82,98
358,4,6:17.0,,Defensive rebound by D. Murray,82,98
359,4,6:08.0,,D. Murray misses 2-pt jump shot from 15 ft,82,98
360,4,6:06.0,Defensive rebound by C. Zeller,,82,98
361,4,5:58.0,M. Monk makes 3-pt jump shot from 26 ft (assist by D. Graham),,85,98
362,4,5:58.0,,San Antonio full timeout,85,98
363,4,5:58.0,C. Martin enters the game for D. Graham,,85,98
364,4,5:58.0,,D. DeRozan enters the game for L. Walker,85,98
365,4,5:38.0,,Turnover by D. Murray (lost ball; steal by C. Zeller),85,98
366,4,5:35.0,T. Rozier misses 2-pt layup from 4 ft,,85,98
367,4,5:32.0,,Defensive rebound by D. White,85,98
368,4,5:17.0,,D. Murray makes 3-pt jump shot from 23 ft (assist by M. Belinelli),85,101
369,4,4:57.0,Personal foul by D. Murray (drawn by T. Rozier),,85,101
370,4,4:51.0,M. Monk misses 3-pt jump shot from 29 ft,,85,101
371,4,4:50.0,,Defensive rebound by D. Murray,85,101
372,4,4:34.0,,D. Murray misses 3-pt jump shot from 27 ft,85,101
373,4,4:32.0,,Offensive rebound by L. Aldridge,85,101
374,4,4:30.0,,L. Aldridge makes 2-pt layup from 1 ft,85,103
375,4,4:12.0,C. Martin misses 3-pt jump shot from 23 ft,,85,103
376,4,4:11.0,,Defensive rebound by D. DeRozan,85,103
377,4,3:58.0,,L. Aldridge misses 2-pt jump shot from 20 ft,85,103
378,4,3:57.0,Defensive rebound by C. Martin,,85,103
379,4,3:41.0,T. Rozier misses 3-pt jump shot from 31 ft,,85,103
380,4,3:40.0,,Defensive rebound by D. White,85,103
381,4,3:21.0,,D. DeRozan misses 2-pt jump shot from 17 ft,85,103
