,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
385,4,7:14.0,Offensive foul by D. Exum (drawn by S. Hill),,92,103
386,4,7:14.0,Turnover by D. Exum (offensive foul),,92,103
387,4,7:02.0,,J. Jackson misses 2-pt dunk at rim (block by A. McKinnie),92,103
388,4,7:01.0,Defensive rebound by Team,,92,103
389,4,7:01.0,,Violation by Team (jump ball),92,103
390,4,6:46.0,K. Love makes 2-pt jump shot from 13 ft,,94,103
391,4,6:25.0,,Turnover by J. Morant (bad pass; steal by A. McKinnie),94,103
392,4,6:22.0,A. McKinnie makes 2-pt layup from 1 ft,,96,103
393,4,6:21.0,,Memphis full timeout,96,103
394,4,6:21.0,,B. Clarke enters the game for G. Allen,96,103
395,4,6:21.0,,J. Crowder enters the game for S. Hill,96,103
396,4,6:06.0,,J. Jackson misses 3-pt jump shot from 28 ft,96,103
397,4,6:03.0,Defensive rebound by D. Exum,,96,103
398,4,5:45.0,C. Sexton misses 3-pt jump shot from 26 ft,,96,103
399,4,5:42.0,Offensive rebound by A. McKinnie,,96,103
400,4,5:35.0,Turnover by K. Love (lost ball; steal by J. Morant),,96,103
401,4,5:32.0,,Personal foul by L. Nance (drawn by J. Morant),96,103
402,4,5:32.0,D. Garland enters the game for D. Exum,,96,103
403,4,5:32.0,,J. Valančiūnas enters the game for J. Jackson,96,103
404,4,5:20.0,,Turnover by J. Morant (bad pass; steal by L. Nance),96,103
405,4,5:11.0,K. Love misses 3-pt jump shot from 27 ft,,96,103
406,4,5:09.0,,Defensive rebound by J. Crowder,96,103
407,4,5:00.0,,D. Brooks misses 3-pt jump shot from 25 ft,96,103
408,4,4:55.0,Defensive rebound by A. McKinnie,,96,103
409,4,4:44.0,Shooting foul by D. Brooks (drawn by D. Garland),,96,103
410,4,4:44.0,D. Garland makes free throw 1 of 2,,97,103
411,4,4:44.0,D. Garland makes free throw 2 of 2,,98,103
412,4,4:25.0,,J. Morant makes 2-pt layup from 1 ft (assist by J. Valančiūnas),98,105
413,4,4:08.0,Shooting foul by B. Clarke (drawn by K. Love),,98,105
414,4,4:08.0,K. Love misses free throw 1 of 2,,98,105
415,4,4:08.0,Offensive rebound by Team,,98,105
416,4,4:08.0,K. Love makes free throw 2 of 2,,99,105
417,4,3:51.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft (assist by J. Morant),99,107
418,4,3:29.0,C. Sexton misses 2-pt layup from 3 ft (block by J. Valančiūnas),,99,107
419,4,3:25.0,,Defensive rebound by J. Morant,99,107
420,4,3:23.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Morant),99,109
421,4,3:23.0,Cleveland full timeout,,99,109
422,4,3:12.0,K. Love misses 3-pt jump shot from 26 ft,,99,109
423,4,3:08.0,,Defensive rebound by J. Valančiūnas,99,109
424,4,2:59.0,,Shooting foul by K. Love (drawn by J. Morant),99,109
425,4,2:59.0,,J. Morant makes free throw 1 of 2,99,110
426,4,2:59.0,,J. Morant makes free throw 2 of 2,99,111
427,4,2:44.0,C. Sexton makes 2-pt jump shot from 20 ft,,101,111
428,4,2:27.0,,J. Crowder misses 3-pt jump shot from 25 ft,101,111
429,4,2:25.0,Defensive rebound by K. Love,,101,111
430,4,2:11.0,D. Garland misses 3-pt jump shot from 26 ft,,101,111
431,4,2:08.0,,Defensive rebound by J. Crowder,101,111
432,4,2:04.0,,J. Crowder makes 2-pt layup at rim,101,113
433,4,1:49.0,A. McKinnie misses 3-pt jump shot from 23 ft,,101,113
434,4,1:46.0,Offensive rebound by K. Love,,101,113
435,4,1:44.0,C. Sexton makes 3-pt jump shot from 26 ft (assist by K. Love),,104,113
436,4,1:32.0,,D. Brooks misses 2-pt jump shot from 13 ft,104,113
437,4,1:29.0,Defensive rebound by D. Garland,,104,113
438,4,1:21.0,C. Sexton misses 2-pt jump shot from 8 ft,,104,113
439,4,1:20.0,Offensive rebound by L. Nance,,104,113
440,4,1:20.0,L. Nance makes 2-pt layup from 1 ft,,106,113
441,4,0:59.0,,J. Morant misses 2-pt layup from 1 ft,106,113
442,4,0:54.0,Defensive rebound by C. Sexton,,106,113
443,4,0:52.0,Shooting foul by B. Clarke (drawn by K. Love),,106,113
444,4,0:52.0,K. Love makes free throw 1 of 3,,107,113
445,4,0:52.0,K. Love makes free throw 2 of 3,,108,113
446,4,0:52.0,K. Love makes free throw 3 of 3,,109,113
447,4,0:37.0,,Personal foul by A. McKinnie (drawn by J. Morant),109,113
448,4,0:37.0,,G. Allen enters the game for B. Clarke,109,113
449,4,0:28.0,,J. Morant misses 2-pt layup from 1 ft,109,113
450,4,0:25.0,Defensive rebound by L. Nance,,109,113
451,4,0:24.0,Cleveland full timeout,,109,113
452,4,0:24.0,,D. Melton enters the game for J. Morant,109,113
453,4,0:11.0,K. Love misses 3-pt jump shot from 26 ft,,109,113
454,4,0:08.0,,Defensive rebound by J. Valančiūnas,109,113
455,4,0:08.0,,Personal take foul by C. Sexton (drawn by J. Valančiūnas),109,113
456,4,0:08.0,,J. Valančiūnas misses free throw 1 of 2,109,113
457,4,0:08.0,,Offensive rebound by Team,109,113
458,4,0:08.0,,J. Valančiūnas misses free throw 2 of 2,109,113
459,4,0:07.0,Defensive rebound by K. Love,,109,113
460,4,0:07.0,Cleveland full timeout,,109,113
461,4,0:07.0,,S. Hill enters the game for J. Valančiūnas,109,113
462,4,0:03.0,K. Love misses 3-pt jump shot from 29 ft,,109,113
463,4,0:03.0,Offensive rebound by D. Garland,,109,113
464,4,0:00.0,C. Sexton misses 3-pt jump shot from 26 ft,,109,113
465,4,0:00.0,Offensive rebound by Team,,109,113
