,QUARTER,TIME_REMAINING,INDIANA_ACTION,MEMPHIS_ACTION,INDIANA_SCORE,MEMPHIS_SCORE
29,1,8:13.0,D. Sabonis misses 2-pt jump shot from 17 ft,,4,7
30,1,8:11.0,,Defensive rebound by D. Brooks,4,7
31,1,7:59.0,,J. Jackson makes 2-pt jump shot from 6 ft,4,9
32,1,7:39.0,M. Brogdon makes 2-pt jump shot from 7 ft,,6,9
33,1,7:28.0,,J. Jackson misses 3-pt jump shot from 25 ft,6,9
34,1,7:25.0,Defensive rebound by J. Lamb,,6,9
35,1,7:17.0,Personal foul by S. Hill (drawn by D. Sabonis),,6,9
36,1,7:12.0,M. Brogdon misses 3-pt jump shot from 26 ft,,6,9
37,1,7:09.0,,Defensive rebound by D. Brooks,6,9
38,1,6:58.0,,Personal foul by D. Sabonis (drawn by J. Jackson),6,9
39,1,6:45.0,,J. Crowder misses 3-pt jump shot from 26 ft,6,9
40,1,6:41.0,Defensive rebound by J. Lamb,,6,9
41,1,6:26.0,J. Lamb makes 2-pt jump shot from 16 ft (assist by D. Sabonis),,8,9
42,1,6:14.0,,T. Jones misses 2-pt jump shot from 9 ft,8,9
43,1,6:11.0,,Offensive rebound by J. Crowder,8,9
44,1,6:11.0,,J. Crowder misses 2-pt layup at rim,8,9
45,1,6:11.0,Defensive rebound by D. Sabonis,,8,9
46,1,6:07.0,T. Warren makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,11,9
47,1,5:44.0,,D. Brooks misses 3-pt jump shot from 23 ft,11,9
48,1,5:41.0,Defensive rebound by D. Sabonis,,11,9
49,1,5:34.0,T. Warren makes 2-pt layup from 2 ft,,13,9
50,1,5:34.0,,Memphis full timeout,13,9
51,1,5:34.0,,G. Allen enters the game for S. Hill,13,9
52,1,5:34.0,,D. Melton enters the game for T. Jones,13,9
53,1,5:20.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by G. Allen),13,12
54,1,5:04.0,D. Sabonis makes 2-pt jump shot from 18 ft (assist by J. Lamb),,15,12
55,1,4:50.0,,J. Crowder misses 3-pt jump shot from 25 ft,15,12
56,1,4:48.0,Defensive rebound by Team,,15,12
57,1,4:48.0,J. Holiday enters the game for D. Sabonis,,15,12
58,1,4:38.0,M. Brogdon makes 3-pt jump shot from 25 ft,,18,12
59,1,4:25.0,,Turnover by D. Melton (bad pass; steal by J. Lamb),18,12
60,1,4:22.0,J. Lamb makes 2-pt layup from 2 ft,,20,12
61,1,4:22.0,,Memphis full timeout,20,12
62,1,4:22.0,,B. Caboclo enters the game for J. Jackson,20,12
63,1,4:09.0,,B. Caboclo misses 2-pt hook shot from 5 ft,20,12
64,1,4:07.0,Defensive rebound by M. Turner,,20,12
65,1,3:58.0,M. Turner misses 3-pt jump shot from 26 ft,,20,12
66,1,3:54.0,,Defensive rebound by J. Crowder,20,12
67,1,3:44.0,,D. Brooks makes 2-pt layup from 3 ft (assist by D. Melton),20,14
68,1,3:31.0,M. Brogdon misses 3-pt jump shot from 25 ft,,20,14
69,1,3:30.0,,Defensive rebound by Team,20,14
70,1,3:30.0,A. Holiday enters the game for M. Brogdon,,20,14
71,1,3:30.0,T. McConnell enters the game for J. Lamb,,20,14
72,1,3:30.0,,M. Guduric enters the game for D. Brooks,20,14
73,1,3:19.0,,M. Guduric misses 3-pt jump shot from 24 ft,20,14
74,1,3:16.0,Defensive rebound by M. Turner,,20,14
75,1,3:07.0,T. Warren makes 3-pt jump shot from 26 ft (assist by A. Holiday),,23,14
76,1,2:57.0,,G. Allen makes 2-pt layup from 4 ft,23,16
77,1,2:32.0,A. Holiday misses 3-pt jump shot from 25 ft,,23,16
78,1,2:29.0,,Defensive rebound by M. Guduric,23,16
79,1,2:20.0,,G. Allen misses 3-pt jump shot from 22 ft,23,16
80,1,2:15.0,Defensive rebound by T. Warren,,23,16
81,1,2:00.0,T. Warren misses 3-pt jump shot from 26 ft,,23,16
82,1,1:57.0,,Defensive rebound by D. Melton,23,16
83,1,1:41.0,,Turnover by M. Guduric (traveling),23,16
84,1,1:41.0,D. McDermott enters the game for M. Turner,,23,16
85,1,1:41.0,D. Sabonis enters the game for T. Warren,,23,16
86,1,1:41.0,,S. Hill enters the game for J. Crowder,23,16
87,1,1:34.0,Turnover by T. McConnell (traveling),,23,16
88,1,1:20.0,,S. Hill misses 2-pt jump shot from 8 ft,23,16
89,1,1:16.0,Defensive rebound by D. Sabonis,,23,16
90,1,1:09.0,T. McConnell misses 2-pt jump shot from 11 ft,,23,16
91,1,1:08.0,,Defensive rebound by Team,23,16
92,1,0:45.0,,B. Caboclo misses 3-pt jump shot from 25 ft,23,16
93,1,0:43.0,Defensive rebound by A. Holiday,,23,16
94,1,0:37.0,Def 3 sec tech foul by Team,,23,16
95,1,0:37.0,D. McDermott makes technical free throw,,24,16
96,1,0:32.0,D. McDermott misses 2-pt jump shot from 11 ft (block by B. Caboclo),,24,16
97,1,0:27.0,Offensive rebound by D. Sabonis,,24,16
98,1,0:27.0,D. Sabonis misses 2-pt layup from 1 ft,,24,16
99,1,0:26.0,,Defensive rebound by D. Melton,24,16
100,1,0:24.0,,M. Guduric misses 3-pt jump shot from 26 ft,24,16
101,1,0:19.0,Defensive rebound by D. McDermott,,24,16
102,1,0:07.0,Offensive foul by D. Sabonis (drawn by D. Melton),,24,16
103,1,0:07.0,Turnover by D. Sabonis (offensive foul),,24,16
104,1,0:07.0,G. Bitadze enters the game for D. Sabonis,,24,16
105,1,0:02.0,,D. Melton makes 3-pt jump shot from 25 ft,24,19
106,2,12:00.0,Away from play foul by D. Brooks (drawn by A. Holiday),,24,19
107,2,12:00.0,D. McDermott makes free throw 1 of 1,,25,19
108,2,11:47.0,D. McDermott misses 3-pt jump shot from 25 ft,,25,19
109,2,11:43.0,,Defensive rebound by D. Brooks,25,19
110,2,11:37.0,,B. Caboclo misses 3-pt jump shot from 25 ft,25,19
111,2,11:32.0,,Offensive rebound by D. Melton,25,19
112,2,11:31.0,,D. Melton makes 2-pt layup from 2 ft,25,21
113,2,11:12.0,A. Holiday misses 2-pt jump shot from 9 ft,,25,21
114,2,11:12.0,,Defensive rebound by D. Brooks,25,21
115,2,10:49.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by D. Melton),25,24
116,2,10:33.0,A. Holiday misses 3-pt jump shot from 25 ft,,25,24
117,2,10:31.0,,Defensive rebound by S. Hill,25,24
118,2,10:21.0,,D. Brooks misses 2-pt jump shot from 6 ft,25,24
119,2,10:20.0,,Offensive rebound by D. Brooks,25,24
120,2,10:20.0,,Shooting foul by G. Bitadze (drawn by D. Brooks),25,24
121,2,10:20.0,,D. Brooks makes free throw 1 of 2,25,25
122,2,10:20.0,,D. Brooks makes free throw 2 of 2,25,26
123,2,10:11.0,,Violation by Team (kicked ball),25,26
124,2,10:11.0,,T. Jones enters the game for D. Melton,25,26
125,2,10:08.0,Offensive foul by G. Bitadze (drawn by T. Jones),,25,26
126,2,10:08.0,Turnover by G. Bitadze (offensive foul),,25,26
127,2,9:52.0,,M. Guduric makes 3-pt jump shot from 24 ft (assist by D. Brooks),25,29
128,2,9:42.0,Indiana full timeout,,25,29
129,2,9:42.0,D. Sabonis enters the game for G. Bitadze,,25,29
130,2,9:28.0,J. Holiday misses 2-pt layup from 5 ft (block by M. Guduric),,25,29
131,2,9:28.0,Offensive rebound by Team,,25,29
132,2,9:26.0,D. McDermott misses 3-pt jump shot from 22 ft,,25,29
133,2,9:23.0,,Defensive rebound by M. Guduric,25,29
134,2,9:05.0,,S. Hill makes 2-pt jump shot from 10 ft (assist by B. Caboclo),25,31
135,2,8:49.0,D. Sabonis makes 2-pt hook shot from 5 ft (assist by T. McConnell),,27,31
136,2,8:37.0,,D. Brooks misses 2-pt jump shot from 21 ft,27,31
137,2,8:34.0,Defensive rebound by D. Sabonis,,27,31
138,2,8:15.0,A. Holiday makes 2-pt jump shot from 19 ft (assist by D. Sabonis),,29,31
139,2,8:09.0,,Offensive foul by B. Caboclo (drawn by A. Holiday),29,31
140,2,8:09.0,,Turnover by B. Caboclo (offensive foul),29,31
141,2,8:09.0,M. Brogdon enters the game for A. Holiday,,29,31
142,2,8:09.0,J. Lamb enters the game for T. McConnell,,29,31
143,2,8:09.0,,G. Allen enters the game for M. Guduric,29,31
144,2,7:55.0,D. Sabonis makes 2-pt layup from 3 ft (assist by D. McDermott),,31,31
145,2,7:40.0,,G. Allen misses 2-pt jump shot from 12 ft,31,31
146,2,7:35.0,Defensive rebound by M. Brogdon,,31,31
147,2,7:33.0,M. Brogdon makes 2-pt layup from 2 ft,,33,31
148,2,7:33.0,,Violation by Team (def goaltending),33,31
149,2,7:33.0,Shooting foul by D. Brooks (drawn by M. Brogdon),,33,31
150,2,7:33.0,,J. Crowder enters the game for B. Caboclo,33,31
151,2,7:33.0,,J. Jackson enters the game for S. Hill,33,31
152,2,7:33.0,M. Brogdon makes free throw 1 of 1,,34,31
153,2,7:17.0,,J. Jackson misses 3-pt jump shot from 24 ft,34,31
154,2,7:15.0,Defensive rebound by D. McDermott,,34,31
155,2,7:08.0,D. Sabonis misses 2-pt jump shot from 6 ft (block by T. Jones),,34,31
156,2,7:05.0,Offensive rebound by M. Brogdon,,34,31
157,2,7:05.0,M. Brogdon makes 2-pt layup from 1 ft,,36,31
158,2,7:05.0,,Memphis full timeout,36,31
159,2,6:51.0,,J. Jackson makes 2-pt dunk from 2 ft (assist by T. Jones),36,33
160,2,6:36.0,D. Sabonis makes 2-pt jump shot from 16 ft (assist by M. Brogdon),,38,33
161,2,6:24.0,,J. Jackson makes 2-pt hook shot from 5 ft (assist by J. Crowder),38,35
162,2,6:07.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,41,35
163,2,5:52.0,,Shooting foul by D. McDermott (drawn by G. Allen),41,35
164,2,5:52.0,,G. Allen makes free throw 1 of 2,41,36
165,2,5:52.0,T. Warren enters the game for J. Holiday,,41,36
166,2,5:52.0,,M. Guduric enters the game for D. Brooks,41,36
167,2,5:52.0,,G. Allen makes free throw 2 of 2,41,37
168,2,5:39.0,T. Warren makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,44,37
169,2,5:25.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Guduric),44,39
170,2,5:25.0,,Shooting foul by T. Warren (drawn by J. Jackson),44,39
171,2,5:25.0,,J. Jackson makes free throw 1 of 1,44,40
172,2,5:13.0,D. Sabonis makes 2-pt jump shot from 18 ft (assist by M. Brogdon),,46,40
173,2,4:58.0,,M. Guduric misses 3-pt jump shot from 24 ft,46,40
174,2,4:55.0,Defensive rebound by D. Sabonis,,46,40
175,2,4:34.0,D. Sabonis misses 3-pt jump shot from 26 ft,,46,40
176,2,4:30.0,,Defensive rebound by M. Guduric,46,40
177,2,4:24.0,,Offensive foul by J. Jackson (drawn by J. Lamb),46,40
178,2,4:24.0,,Turnover by J. Jackson (offensive foul),46,40
179,2,4:06.0,D. Sabonis misses 2-pt layup from 3 ft (block by J. Crowder),,46,40
180,2,3:59.0,Offensive rebound by D. Sabonis,,46,40
181,2,3:59.0,D. Sabonis misses 2-pt layup from 1 ft (block by J. Jackson),,46,40
182,2,3:58.0,,Defensive rebound by G. Allen,46,40
183,2,3:49.0,,J. Jackson misses 3-pt jump shot from 22 ft,46,40
184,2,3:46.0,Defensive rebound by J. Lamb,,46,40
185,2,3:40.0,Personal foul by M. Guduric (drawn by D. Sabonis),,46,40
186,2,3:40.0,J. Holiday enters the game for D. McDermott,,46,40
187,2,3:40.0,M. Turner enters the game for D. Sabonis,,46,40
188,2,3:40.0,,D. Melton enters the game for T. Jones,46,40
189,2,3:28.0,M. Brogdon misses 2-pt jump shot from 16 ft,,46,40
190,2,3:25.0,,Defensive rebound by G. Allen,46,40
191,2,3:13.0,,Turnover by D. Melton (bad pass; steal by T. Warren),46,40
192,2,3:04.0,J. Lamb misses 3-pt jump shot from 23 ft,,46,40
193,2,3:01.0,Offensive rebound by M. Brogdon,,46,40
194,2,2:58.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,49,40
195,2,2:45.0,,Personal foul by T. Warren (drawn by J. Crowder),49,40
196,2,2:45.0,,D. Brooks enters the game for G. Allen,49,40
197,2,2:45.0,,S. Hill enters the game for M. Guduric,49,40
198,2,2:38.0,,D. Brooks makes 2-pt jump shot from 12 ft (assist by D. Melton),49,42
199,2,2:20.0,T. Warren makes 3-pt jump shot from 27 ft (assist by M. Brogdon),,52,42
200,2,2:00.0,,J. Crowder misses 3-pt jump shot from 25 ft,52,42
201,2,1:58.0,Defensive rebound by Team,,52,42
202,2,1:58.0,,Loose ball foul by J. Jackson (drawn by M. Turner),52,42
203,2,1:49.0,Shooting foul by J. Crowder (drawn by M. Turner),,52,42
204,2,1:49.0,M. Turner misses free throw 1 of 2,,52,42
205,2,1:49.0,Offensive rebound by Team,,52,42
206,2,1:49.0,D. McDermott enters the game for T. Warren,,52,42
207,2,1:49.0,,B. Caboclo enters the game for J. Jackson,52,42
208,2,1:49.0,M. Turner makes free throw 2 of 2,,53,42
209,2,1:41.0,,Shooting foul by M. Turner (drawn by D. Brooks),53,42
210,2,1:41.0,,D. Brooks misses free throw 1 of 2,53,42
211,2,1:41.0,,Offensive rebound by Team,53,42
212,2,1:41.0,,D. Brooks makes free throw 2 of 2,53,43
213,2,1:31.0,M. Brogdon makes 2-pt jump shot from 22 ft,,55,43
214,2,1:18.0,,Turnover by D. Brooks (palming),55,43
215,2,1:04.0,Turnover by M. Brogdon (bad pass; steal by S. Hill),,55,43
216,2,1:01.0,,S. Hill makes 2-pt layup from 1 ft,55,45
217,2,0:47.0,Shooting foul by B. Caboclo (drawn by J. Lamb),,55,45
218,2,0:47.0,J. Lamb makes free throw 1 of 2,,56,45
219,2,0:47.0,J. Lamb makes free throw 2 of 2,,57,45
220,2,0:32.0,,Turnover by J. Crowder (bad pass),57,45
221,2,0:16.0,M. Brogdon misses 2-pt jump shot from 19 ft,,57,45
222,2,0:12.0,,Defensive rebound by D. Melton,57,45
223,2,0:04.0,,Personal foul by M. Turner (drawn by D. Melton),57,45
224,2,0:04.0,,D. Melton makes free throw 1 of 2,57,46
225,2,0:04.0,,D. Melton makes free throw 2 of 2,57,47
226,2,0:00.0,M. Turner misses 3-pt jump shot from 24 ft,,57,47
227,2,0:00.0,Offensive rebound by Team,,57,47
228,3,11:47.0,,Violation by Team (kicked ball),57,47
229,3,11:37.0,Turnover by M. Brogdon (bad pass; steal by D. Brooks),,57,47
230,3,11:37.0,,Personal foul by T. Warren (drawn by D. Brooks),57,47
231,3,11:24.0,,D. Brooks misses 3-pt jump shot from 26 ft,57,47
232,3,11:20.0,Defensive rebound by M. Turner,,57,47
233,3,11:08.0,M. Brogdon misses 3-pt jump shot from 25 ft,,57,47
234,3,11:04.0,Offensive rebound by M. Turner,,57,47
235,3,11:03.0,T. Warren misses 3-pt jump shot from 24 ft,,57,47
236,3,10:59.0,,Defensive rebound by J. Jackson,57,47
237,3,10:44.0,,Shooting foul by D. Sabonis (drawn by J. Jackson),57,47
238,3,10:44.0,,J. Jackson makes free throw 1 of 2,57,48
239,3,10:44.0,,J. Jackson makes free throw 2 of 2,57,49
240,3,10:32.0,M. Turner makes 3-pt jump shot from 24 ft (assist by D. Sabonis),,60,49
241,3,10:18.0,,D. Brooks makes 2-pt jump shot from 8 ft (assist by J. Jackson),60,51
242,3,9:56.0,Shooting foul by D. Brooks (drawn by M. Turner),,60,51
243,3,9:56.0,M. Turner makes free throw 1 of 2,,61,51
244,3,9:56.0,M. Turner makes free throw 2 of 2,,62,51
245,3,9:42.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Brooks),62,54
246,3,9:28.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,65,54
247,3,9:12.0,,Shooting foul by J. Lamb (drawn by J. Jackson),65,54
248,3,9:12.0,,J. Jackson makes free throw 1 of 2,65,55
249,3,9:12.0,,J. Jackson makes free throw 2 of 2,65,56
250,3,9:00.0,T. Warren misses 2-pt jump shot from 11 ft,,65,56
251,3,8:54.0,,Defensive rebound by J. Crowder,65,56
252,3,8:51.0,,D. Brooks misses 2-pt jump shot from 4 ft,65,56
253,3,8:47.0,Defensive rebound by J. Lamb,,65,56
254,3,8:42.0,J. Lamb makes 2-pt jump shot from 12 ft,,67,56
255,3,8:31.0,,J. Crowder misses 3-pt jump shot from 25 ft,67,56
256,3,8:29.0,Defensive rebound by D. Sabonis,,67,56
257,3,8:22.0,D. Sabonis makes 2-pt jump shot from 20 ft (assist by M. Brogdon),,69,56
258,3,8:05.0,,D. Brooks makes 3-pt jump shot from 24 ft (assist by T. Jones),69,59
259,3,7:46.0,Offensive foul by M. Brogdon (drawn by T. Jones),,69,59
260,3,7:46.0,Turnover by M. Brogdon (offensive foul),,69,59
261,3,7:36.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by T. Jones),69,62
262,3,7:19.0,J. Lamb makes 2-pt jump shot from 18 ft,,71,62
263,3,7:03.0,,J. Jackson misses 2-pt hook shot from 10 ft,71,62
264,3,7:03.0,Defensive rebound by Team,,71,62
265,3,6:51.0,D. Sabonis makes 2-pt jump shot from 20 ft (assist by M. Brogdon),,73,62
266,3,6:40.0,,D. Brooks misses 3-pt jump shot from 26 ft,73,62
267,3,6:38.0,Defensive rebound by D. Sabonis,,73,62
268,3,6:29.0,T. Warren misses 2-pt jump shot from 11 ft,,73,62
269,3,6:26.0,,Defensive rebound by T. Jones,73,62
270,3,6:22.0,,J. Jackson misses 3-pt jump shot from 24 ft,73,62
271,3,6:19.0,Defensive rebound by D. Sabonis,,73,62
272,3,6:08.0,M. Turner misses 2-pt hook shot from 7 ft,,73,62
273,3,6:08.0,,Defensive rebound by Team,73,62
274,3,6:08.0,Loose ball foul by T. Warren (drawn by J. Jackson),,73,62
275,3,6:08.0,,Memphis full timeout,73,62
276,3,6:08.0,J. Holiday enters the game for T. Warren,,73,62
277,3,6:08.0,,G. Allen enters the game for J. Crowder,73,62
278,3,6:08.0,,D. Melton enters the game for T. Jones,73,62
279,3,5:50.0,,D. Melton makes 2-pt layup from 3 ft (assist by S. Hill),73,64
280,3,5:31.0,Turnover by J. Lamb (bad pass; steal by S. Hill),,73,64
281,3,5:29.0,,Offensive foul by S. Hill (drawn by M. Brogdon),73,64
282,3,5:29.0,,Turnover by S. Hill (offensive foul),73,64
283,3,5:12.0,J. Lamb misses 3-pt jump shot from 24 ft,,73,64
284,3,5:09.0,,Defensive rebound by D. Melton,73,64
285,3,5:02.0,,S. Hill misses 3-pt jump shot from 25 ft,73,64
286,3,4:59.0,Defensive rebound by J. Holiday,,73,64
287,3,4:51.0,Turnover by J. Holiday (bad pass),,73,64
288,3,4:32.0,,J. Jackson makes 2-pt dunk at rim (assist by S. Hill),73,66
289,3,4:20.0,M. Brogdon makes 2-pt layup from 2 ft,,75,66
290,3,4:03.0,,D. Brooks misses 3-pt jump shot from 25 ft,75,66
291,3,3:59.0,Defensive rebound by M. Brogdon,,75,66
292,3,3:54.0,M. Turner misses 3-pt jump shot from 24 ft,,75,66
293,3,3:50.0,,Defensive rebound by D. Brooks,75,66
294,3,3:45.0,,J. Jackson misses 2-pt layup from 7 ft,75,66
295,3,3:45.0,Defensive rebound by Team,,75,66
296,3,3:45.0,,Loose ball foul by D. Melton (drawn by M. Brogdon),75,66
297,3,3:45.0,Indiana full timeout,,75,66
298,3,3:45.0,A. Holiday enters the game for M. Brogdon,,75,66
299,3,3:45.0,T. McConnell enters the game for J. Lamb,,75,66
300,3,3:45.0,D. McDermott enters the game for D. Sabonis,,75,66
301,3,3:45.0,,M. Guduric enters the game for D. Brooks,75,66
302,3,3:23.0,A. Holiday misses 3-pt jump shot from 23 ft,,75,66
303,3,3:21.0,Offensive rebound by Team,,75,66
304,3,3:21.0,,Loose ball foul by J. Jackson (drawn by M. Turner),75,66
305,3,3:13.0,M. Turner makes 2-pt layup from 4 ft (assist by J. Holiday),,77,66
306,3,3:13.0,Shooting foul by D. Melton (drawn by M. Turner),,77,66
307,3,3:13.0,M. Turner makes free throw 1 of 1,,78,66
308,3,2:54.0,,D. Melton misses 3-pt jump shot from 25 ft,78,66
309,3,2:51.0,Defensive rebound by M. Turner,,78,66
310,3,2:45.0,M. Turner makes 2-pt layup from 3 ft (assist by A. Holiday),,80,66
311,3,2:33.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Guduric),80,69
312,3,2:13.0,A. Holiday misses 3-pt jump shot from 25 ft,,80,69
313,3,2:10.0,,Defensive rebound by D. Melton,80,69
314,3,2:03.0,,S. Hill misses 2-pt layup from 3 ft,80,69
315,3,2:03.0,,Offensive rebound by J. Jackson,80,69
316,3,2:03.0,,Shooting foul by M. Turner (drawn by J. Jackson),80,69
317,3,2:03.0,,J. Jackson makes free throw 1 of 2,80,70
318,3,2:03.0,,J. Crowder enters the game for S. Hill,80,70
319,3,2:03.0,,J. Jackson makes free throw 2 of 2,80,71
320,3,1:41.0,Turnover by T. McConnell (lost ball; steal by J. Jackson),,80,71
321,3,1:35.0,,J. Jackson misses 3-pt jump shot from 28 ft,80,71
322,3,1:31.0,,Offensive rebound by D. Melton,80,71
323,3,1:28.0,,J. Crowder misses 3-pt jump shot from 23 ft,80,71
324,3,1:28.0,,Offensive rebound by Team,80,71
325,3,1:28.0,,B. Caboclo enters the game for J. Jackson,80,71
326,3,1:19.0,,D. Melton makes 2-pt layup from 2 ft,80,73
327,3,0:53.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by M. Turner),,83,73
328,3,0:36.0,,M. Guduric misses 3-pt jump shot from 25 ft,83,73
329,3,0:33.0,Defensive rebound by T. McConnell,,83,73
330,3,0:28.0,Turnover by J. Holiday (out of bounds lost ball),,83,73
331,3,0:08.0,,G. Allen misses 2-pt jump shot from 8 ft (block by A. Holiday),83,73
332,3,0:06.0,Defensive rebound by T. McConnell,,83,73
333,3,0:03.0,T. McConnell makes 2-pt jump shot from 5 ft,,85,73
334,4,11:36.0,,T. Jones misses 3-pt jump shot from 23 ft,85,73
335,4,11:36.0,,Offensive rebound by Team,85,73
336,4,11:36.0,,Turnover by Team (shot clock),85,73
337,4,11:25.0,T. McConnell makes 2-pt jump shot from 9 ft (assist by D. Sabonis),,87,73
338,4,11:09.0,,T. Jones makes 2-pt layup from 3 ft,87,75
339,4,10:52.0,Personal foul by D. Brooks (drawn by D. McDermott),,87,75
340,4,10:46.0,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. McConnell),,89,75
341,4,10:37.0,,Personal foul by J. Holiday (drawn by B. Caboclo),89,75
342,4,10:30.0,,B. Caboclo makes 2-pt dunk from 1 ft (assist by T. Jones),89,77
343,4,10:08.0,D. McDermott makes 2-pt layup from 3 ft (assist by D. Sabonis),,91,77
344,4,10:08.0,,G. Allen enters the game for B. Caboclo,91,77
345,4,10:08.0,,J. Jackson enters the game for M. Guduric,91,77
346,4,9:46.0,,D. Brooks makes 2-pt layup from 2 ft,91,79
347,4,9:24.0,A. Holiday makes 3-pt jump shot from 28 ft (assist by D. Sabonis),,94,79
348,4,9:08.0,,J. Crowder misses 3-pt jump shot from 25 ft,94,79
349,4,9:05.0,Defensive rebound by D. Sabonis,,94,79
350,4,8:53.0,Turnover by A. Holiday (bad pass),,94,79
351,4,8:33.0,,J. Crowder makes 2-pt layup from 5 ft (assist by G. Allen),94,81
352,4,8:33.0,,Shooting foul by D. McDermott (drawn by J. Crowder),94,81
353,4,8:33.0,T. Warren enters the game for J. Holiday,,94,81
354,4,8:33.0,,J. Crowder makes free throw 1 of 1,94,82
355,4,8:20.0,T. McConnell misses 2-pt jump shot from 15 ft,,94,82
356,4,8:17.0,,Defensive rebound by J. Crowder,94,82
357,4,8:14.0,,T. Jones misses 2-pt layup from 3 ft,94,82
358,4,8:09.0,Defensive rebound by D. McDermott,,94,82
359,4,8:04.0,A. Holiday makes 3-pt jump shot from 24 ft (assist by T. McConnell),,97,82
360,4,8:04.0,,Memphis full timeout,97,82
361,4,8:04.0,M. Brogdon enters the game for T. McConnell,,97,82
362,4,8:04.0,J. Lamb enters the game for D. McDermott,,97,82
363,4,8:04.0,,S. Hill enters the game for J. Crowder,97,82
364,4,7:56.0,,D. Brooks makes 2-pt jump shot from 13 ft (assist by J. Jackson),97,84
365,4,7:44.0,Personal foul by D. Brooks (drawn by A. Holiday),,97,84
366,4,7:44.0,,D. Melton enters the game for D. Brooks,97,84
367,4,7:30.0,M. Brogdon misses 2-pt jump shot from 3 ft,,97,84
368,4,7:27.0,Offensive rebound by D. Sabonis,,97,84
369,4,7:25.0,D. Sabonis makes 2-pt layup from 3 ft,,99,84
370,4,7:14.0,,Turnover by G. Allen (bad pass; steal by J. Lamb),99,84
371,4,7:11.0,Turnover by J. Lamb (bad pass; steal by S. Hill),,99,84
372,4,7:05.0,,S. Hill makes 2-pt dunk from 1 ft,99,86
373,4,6:52.0,J. Lamb makes 2-pt jump shot from 13 ft (assist by D. Sabonis),,101,86
374,4,6:40.0,,D. Melton makes 2-pt layup from 3 ft,101,88
375,4,6:40.0,,Shooting foul by T. Warren (drawn by D. Melton),101,88
376,4,6:40.0,,D. Melton makes free throw 1 of 1,101,89
377,4,6:25.0,Offensive foul by D. Sabonis (drawn by J. Jackson),,101,89
378,4,6:25.0,Turnover by D. Sabonis (offensive foul),,101,89
379,4,6:15.0,,Memphis full timeout,101,89
380,4,6:15.0,J. Holiday enters the game for T. Warren,,101,89
381,4,6:07.0,,J. Jackson makes 2-pt layup from 3 ft (assist by G. Allen),101,91
