,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MINNESOTA_ACTION,ORLANDO_SCORE,MINNESOTA_SCORE
46,1,6:02.0,N. Vučević makes free throw 2 of 2,,14,10
47,1,5:48.0,,N. Reid makes 2-pt dunk from 2 ft,14,12
48,1,5:35.0,N. Vučević makes 2-pt jump shot from 21 ft,,16,12
49,1,5:20.0,,N. Reid misses 2-pt layup from 3 ft (block by M. Fultz),16,12
50,1,5:18.0,Defensive rebound by N. Vučević,,16,12
51,1,5:08.0,Turnover by N. Vučević (traveling),,16,12
52,1,4:56.0,,N. Reid misses 2-pt jump shot from 6 ft,16,12
53,1,4:53.0,,Offensive rebound by J. Okogie,16,12
54,1,4:50.0,,M. Beasley misses 3-pt jump shot from 26 ft,16,12
55,1,4:47.0,,Offensive rebound by J. Okogie,16,12
56,1,4:46.0,,Turnover by J. Okogie (back court),16,12
57,1,4:34.0,A. Gordon misses 3-pt jump shot from 24 ft,,16,12
58,1,4:31.0,,Defensive rebound by M. Beasley,16,12
59,1,4:25.0,,M. Beasley makes 2-pt layup from 1 ft,16,14
60,1,4:11.0,,Violation by Team (kicked ball),16,14
61,1,4:02.0,M. Fultz makes 2-pt jump shot from 19 ft,,18,14
62,1,3:51.0,,M. Beasley misses 2-pt layup from 1 ft,18,14
63,1,3:49.0,Defensive rebound by W. Iwundu,,18,14
64,1,3:43.0,M. Fultz makes 2-pt jump shot from 12 ft (assist by W. Iwundu),,20,14
65,1,3:27.0,,J. Johnson makes 2-pt jump shot from 18 ft,20,16
66,1,3:10.0,Shooting foul by N. Reid (drawn by W. Iwundu),,20,16
67,1,3:10.0,W. Iwundu makes free throw 1 of 2,,21,16
68,1,3:10.0,D. Augustin enters the game for M. Fultz,,21,16
69,1,3:10.0,M. Bamba enters the game for A. Gordon,,21,16
70,1,3:10.0,J. Ennis enters the game for N. Vučević,,21,16
71,1,3:10.0,,J. Culver enters the game for M. Beasley,21,16
72,1,3:10.0,,K. Martin enters the game for J. Okogie,21,16
73,1,3:10.0,,D. Russell enters the game for N. Reid,21,16
74,1,3:10.0,W. Iwundu makes free throw 2 of 2,,22,16
75,1,3:03.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),22,19
76,1,2:40.0,T. Ross misses 3-pt jump shot from 25 ft,,22,19
77,1,2:38.0,,Defensive rebound by D. Russell,22,19
78,1,2:31.0,,Personal foul by M. Bamba (drawn by J. Culver),22,19
79,1,2:31.0,Orlando full timeout,,22,19
80,1,2:31.0,M. Carter-Williams enters the game for W. Iwundu,,22,19
81,1,2:25.0,,K. Martin makes 2-pt layup from 1 ft (assist by J. McLaughlin),22,21
82,1,2:04.0,T. Ross makes 2-pt jump shot from 13 ft (assist by J. Ennis),,24,21
83,1,1:52.0,,D. Russell misses 3-pt jump shot from 25 ft,24,21
84,1,1:49.0,Defensive rebound by M. Bamba,,24,21
85,1,1:39.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by D. Augustin),,27,21
86,1,1:18.0,,D. Russell misses 2-pt jump shot from 12 ft,27,21
87,1,1:16.0,Defensive rebound by M. Bamba,,27,21
88,1,1:03.0,M. Bamba misses 2-pt jump shot from 18 ft,,27,21
89,1,1:01.0,,Defensive rebound by D. Russell,27,21
90,1,0:51.0,,J. Johnson makes 3-pt jump shot from 27 ft,27,24
91,1,0:40.0,D. Augustin misses 2-pt layup from 8 ft,,27,24
92,1,0:38.0,,Defensive rebound by J. Johnson,27,24
93,1,0:32.0,,K. Martin misses 3-pt jump shot from 25 ft,27,24
94,1,0:30.0,Defensive rebound by J. Ennis,,27,24
95,1,0:18.0,M. Carter-Williams makes 2-pt jump shot from 11 ft,,29,24
96,1,0:01.0,,J. Johnson misses 3-pt jump shot from 25 ft,29,24
97,1,0:00.0,Defensive rebound by T. Ross,,29,24
98,2,11:47.0,,J. Layman makes 2-pt layup from 2 ft (assist by K. Martin),29,26
99,2,11:28.0,A. Gordon misses 2-pt layup from 2 ft,,29,26
100,2,11:25.0,Offensive rebound by A. Gordon,,29,26
101,2,11:23.0,A. Gordon makes 2-pt dunk from 1 ft,,31,26
102,2,11:10.0,,D. Russell makes 2-pt jump shot from 4 ft,31,28
103,2,10:52.0,M. Carter-Williams makes 2-pt dunk at rim (assist by A. Gordon),,33,28
104,2,10:34.0,,D. Russell makes 2-pt jump shot from 14 ft,33,30
105,2,10:12.0,M. Bamba misses 3-pt jump shot from 25 ft,,33,30
106,2,10:08.0,,Defensive rebound by K. Martin,33,30
107,2,10:01.0,,Personal foul by D. Augustin (drawn by J. Hernangómez),33,30
108,2,10:01.0,J. Ennis enters the game for M. Bamba,,33,30
109,2,10:01.0,,M. Beasley enters the game for K. Martin,33,30
110,2,9:55.0,,D. Russell misses 2-pt jump shot from 12 ft,33,30
111,2,9:54.0,,Offensive rebound by J. Hernangómez,33,30
112,2,9:53.0,,Shooting foul by J. Ennis (drawn by J. Hernangómez),33,30
113,2,9:53.0,,J. Hernangómez makes free throw 1 of 2,33,31
114,2,9:53.0,,J. Hernangómez misses free throw 2 of 2,33,31
115,2,9:51.0,Defensive rebound by A. Gordon,,33,31
116,2,9:35.0,A. Gordon misses 2-pt jump shot from 7 ft,,33,31
117,2,9:34.0,,Defensive rebound by M. Beasley,33,31
118,2,9:25.0,,J. Hernangómez misses 2-pt layup from 6 ft,33,31
119,2,9:23.0,,Offensive rebound by J. Hernangómez,33,31
120,2,9:22.0,,J. Hernangómez makes 2-pt layup from 1 ft,33,33
121,2,9:22.0,Orlando full timeout,,33,33
122,2,9:08.0,T. Ross makes 2-pt layup from 2 ft (assist by A. Gordon),,35,33
123,2,8:53.0,,M. Beasley makes 2-pt layup at rim (assist by D. Russell),35,35
124,2,8:34.0,A. Gordon misses 3-pt jump shot from 25 ft,,35,35
125,2,8:31.0,,Defensive rebound by D. Russell,35,35
126,2,8:11.0,,D. Russell misses 2-pt jump shot from 9 ft,35,35
127,2,8:08.0,Defensive rebound by M. Carter-Williams,,35,35
128,2,8:04.0,M. Carter-Williams makes 2-pt layup at rim,,37,35
129,2,7:53.0,,J. Culver makes 2-pt layup from 1 ft (assist by D. Russell),37,37
130,2,7:33.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by D. Augustin),,40,37
131,2,7:19.0,,J. Layman makes 2-pt layup from 2 ft,40,39
132,2,7:19.0,,Shooting foul by J. Ennis (drawn by J. Layman),40,39
133,2,7:19.0,M. Fultz enters the game for M. Carter-Williams,,40,39
134,2,7:19.0,N. Vučević enters the game for A. Gordon,,40,39
135,2,7:19.0,,J. McLaughlin enters the game for D. Russell,40,39
136,2,7:19.0,,J. Layman makes free throw 1 of 1,40,40
137,2,7:01.0,Offensive foul by J. Ennis (drawn by M. Beasley),,40,40
138,2,7:01.0,Turnover by J. Ennis (offensive foul),,40,40
139,2,7:01.0,W. Iwundu enters the game for J. Ennis,,40,40
140,2,7:01.0,,J. Johnson enters the game for M. Beasley,40,40
141,2,6:51.0,,J. Johnson misses 2-pt jump shot from 5 ft,40,40
142,2,6:49.0,Defensive rebound by N. Vučević,,40,40
143,2,6:44.0,D. Augustin makes 2-pt jump shot from 14 ft,,42,40
144,2,6:44.0,Shooting foul by J. McLaughlin (drawn by D. Augustin),,42,40
145,2,6:44.0,D. Augustin makes free throw 1 of 1,,43,40
146,2,6:28.0,,J. Culver makes 3-pt jump shot from 23 ft (assist by J. McLaughlin),43,43
147,2,6:14.0,Turnover by N. Vučević (traveling),,43,43
148,2,6:01.0,,Turnover by J. Culver (bad pass; steal by T. Ross),43,43
149,2,5:54.0,T. Ross makes 3-pt jump shot from 26 ft (assist by D. Augustin),,46,43
150,2,5:41.0,,J. Johnson misses 3-pt jump shot from 26 ft,46,43
151,2,5:38.0,Defensive rebound by D. Augustin,,46,43
152,2,5:24.0,Turnover by N. Vučević (lost ball; steal by J. McLaughlin),,46,43
153,2,5:10.0,,J. Layman misses 2-pt layup from 6 ft (block by T. Ross),46,43
154,2,5:08.0,,Offensive rebound by J. Layman,46,43
155,2,5:04.0,,J. Layman makes 2-pt jump shot from 11 ft,46,45
156,2,4:49.0,Turnover by D. Augustin (lost ball; steal by J. Johnson),,46,45
157,2,4:44.0,,J. Hernangómez makes 2-pt dunk from 1 ft (assist by J. Layman),46,47
158,2,4:29.0,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Fultz),,49,47
159,2,4:23.0,,Minnesota full timeout,49,47
160,2,4:23.0,M. Carter-Williams enters the game for D. Augustin,,49,47
161,2,4:23.0,A. Gordon enters the game for T. Ross,,49,47
162,2,4:23.0,,M. Beasley enters the game for J. Culver,49,47
163,2,4:23.0,,J. Okogie enters the game for J. Hernangómez,49,47
164,2,4:23.0,,N. Reid enters the game for J. Layman,49,47
165,2,4:15.0,,J. McLaughlin makes 2-pt layup from 1 ft (assist by J. Johnson),49,49
166,2,3:52.0,N. Vučević misses 2-pt hook shot from 7 ft,,49,49
167,2,3:51.0,Offensive rebound by Team,,49,49
168,2,3:49.0,A. Gordon makes 2-pt layup from 6 ft (assist by M. Carter-Williams),,51,49
169,2,3:32.0,,M. Beasley makes 2-pt layup from 1 ft (assist by J. Johnson),51,51
170,2,3:32.0,,J. Hernangómez enters the game for J. Johnson,51,51
171,2,3:32.0,,D. Russell enters the game for J. McLaughlin,51,51
172,2,3:15.0,N. Vučević misses 2-pt jump shot from 15 ft,,51,51
173,2,3:13.0,,Defensive rebound by J. Hernangómez,51,51
174,2,3:06.0,Violation by Team (kicked ball),,51,51
175,2,2:59.0,,Turnover by N. Reid (traveling),51,51
176,2,2:44.0,M. Fultz makes 2-pt layup from 2 ft (assist by N. Vučević),,53,51
177,2,2:31.0,,N. Reid misses 2-pt layup from 3 ft,53,51
178,2,2:29.0,Defensive rebound by N. Vučević,,53,51
179,2,2:24.0,M. Fultz makes 2-pt layup from 2 ft,,55,51
180,2,2:08.0,,M. Beasley misses 2-pt layup from 2 ft,55,51
181,2,2:05.0,Defensive rebound by M. Fultz,,55,51
182,2,1:57.0,N. Vučević makes 2-pt layup at rim,,57,51
183,2,1:57.0,Shooting foul by N. Reid (drawn by N. Vučević),,57,51
184,2,1:57.0,T. Ross enters the game for W. Iwundu,,57,51
185,2,1:57.0,N. Vučević makes free throw 1 of 1,,58,51
186,2,1:50.0,,Personal foul by M. Fultz (drawn by D. Russell),58,51
187,2,1:50.0,,J. Layman enters the game for N. Reid,58,51
188,2,1:46.0,,Personal foul by M. Fultz (drawn by D. Russell),58,51
189,2,1:46.0,,D. Russell misses free throw 1 of 2,58,51
190,2,1:46.0,,Offensive rebound by Team,58,51
191,2,1:46.0,D. Augustin enters the game for M. Fultz,,58,51
192,2,1:46.0,,D. Russell makes free throw 2 of 2,58,52
193,2,1:33.0,N. Vučević misses 2-pt hook shot from 7 ft,,58,52
194,2,1:31.0,,Defensive rebound by J. Hernangómez,58,52
195,2,1:26.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by M. Beasley),58,55
196,2,1:08.0,T. Ross makes 2-pt jump shot from 22 ft,,60,55
197,2,0:56.0,,D. Russell misses 2-pt jump shot from 18 ft,60,55
198,2,0:53.0,Defensive rebound by A. Gordon,,60,55
199,2,0:45.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by T. Ross),,63,55
200,2,0:34.0,,M. Beasley misses 3-pt jump shot from 25 ft,63,55
201,2,0:31.0,Defensive rebound by T. Ross,,63,55
202,2,0:23.0,N. Vučević makes 2-pt layup from 1 ft (assist by T. Ross),,65,55
203,2,0:01.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,65,55
204,2,0:00.0,,Offensive rebound by Team,65,55
205,3,11:49.0,,J. Hernangómez misses 2-pt layup from 2 ft (block by A. Gordon),65,55
206,3,11:47.0,Defensive rebound by A. Gordon,,65,55
207,3,11:40.0,A. Gordon makes 2-pt layup from 2 ft,,67,55
208,3,11:22.0,,D. Russell misses 2-pt jump shot from 16 ft,67,55
209,3,11:20.0,Defensive rebound by J. Ennis,,67,55
210,3,11:13.0,N. Vučević misses 3-pt jump shot from 25 ft,,67,55
211,3,11:11.0,,Defensive rebound by N. Reid,67,55
212,3,11:10.0,,Personal foul by N. Vučević (drawn by N. Reid),67,55
213,3,10:58.0,,Turnover by N. Reid (bad pass; steal by M. Fultz),67,55
214,3,10:54.0,W. Iwundu makes 2-pt layup at rim (assist by M. Fultz),,69,55
215,3,10:48.0,,Personal foul by W. Iwundu (drawn by D. Russell),69,55
216,3,10:39.0,,D. Russell misses 3-pt jump shot from 25 ft,69,55
217,3,10:36.0,Defensive rebound by M. Fultz,,69,55
218,3,10:27.0,M. Fultz makes 2-pt jump shot from 18 ft (assist by A. Gordon),,71,55
219,3,10:27.0,,Minnesota full timeout,71,55
220,3,10:13.0,,M. Beasley makes 2-pt jump shot from 12 ft,71,57
221,3,10:05.0,,Violation by Team (kicked ball),71,57
222,3,10:01.0,W. Iwundu misses 2-pt jump shot from 9 ft,,71,57
223,3,9:59.0,,Defensive rebound by Team,71,57
224,3,9:48.0,,M. Beasley misses 3-pt jump shot from 26 ft,71,57
225,3,9:44.0,Defensive rebound by N. Vučević,,71,57
226,3,9:42.0,Personal foul by J. Okogie (drawn by M. Fultz),,71,57
227,3,9:36.0,A. Gordon makes 2-pt dunk at rim (assist by J. Ennis),,73,57
228,3,9:26.0,,D. Russell misses 2-pt jump shot from 11 ft,73,57
229,3,9:24.0,Defensive rebound by N. Vučević,,73,57
230,3,9:12.0,W. Iwundu makes 2-pt jump shot from 18 ft (assist by N. Vučević),,75,57
231,3,8:56.0,,M. Beasley makes 2-pt jump shot from 11 ft,75,59
232,3,8:47.0,Shooting foul by J. Okogie (drawn by M. Fultz),,75,59
233,3,8:47.0,M. Fultz makes free throw 1 of 2,,76,59
234,3,8:47.0,M. Fultz misses free throw 2 of 2,,76,59
235,3,8:45.0,,Defensive rebound by N. Reid,76,59
236,3,8:38.0,,M. Beasley makes 2-pt dunk at rim (assist by D. Russell),76,61
237,3,8:22.0,Turnover by M. Fultz (bad pass),,76,61
238,3,7:58.0,,M. Beasley makes 2-pt layup from 1 ft (assist by N. Reid),76,63
239,3,7:38.0,M. Fultz misses 2-pt jump shot from 21 ft,,76,63
240,3,7:37.0,Offensive rebound by Team,,76,63
241,3,7:35.0,Shooting foul by J. Hernangómez (drawn by A. Gordon),,76,63
242,3,7:35.0,A. Gordon makes free throw 1 of 2,,77,63
243,3,7:35.0,A. Gordon makes free throw 2 of 2,,78,63
244,3,7:24.0,,D. Russell misses 2-pt jump shot from 17 ft,78,63
245,3,7:22.0,Defensive rebound by J. Ennis,,78,63
246,3,7:19.0,M. Fultz makes 2-pt layup from 1 ft (assist by J. Ennis),,80,63
247,3,7:19.0,Shooting foul by N. Reid (drawn by M. Fultz),,80,63
248,3,7:19.0,,J. Johnson enters the game for N. Reid,80,63
249,3,7:19.0,,J. McLaughlin enters the game for D. Russell,80,63
250,3,7:19.0,M. Fultz makes free throw 1 of 1,,81,63
251,3,7:10.0,,J. Okogie makes 3-pt jump shot from 27 ft (assist by J. Johnson),81,66
252,3,6:47.0,N. Vučević misses 2-pt hook shot from 10 ft (block by J. Johnson),,81,66
253,3,6:46.0,,Defensive rebound by J. McLaughlin,81,66
254,3,6:39.0,,Turnover by J. Johnson (lost ball; steal by A. Gordon),81,66
255,3,6:35.0,W. Iwundu makes 2-pt dunk from 1 ft (assist by A. Gordon),,83,66
256,3,6:27.0,,J. Johnson misses 3-pt jump shot from 25 ft,83,66
257,3,6:23.0,Defensive rebound by M. Fultz,,83,66
258,3,6:17.0,N. Vučević makes 2-pt layup from 3 ft (assist by M. Fultz),,85,66
259,3,6:10.0,,Minnesota full timeout,85,66
260,3,6:10.0,T. Ross enters the game for J. Ennis,,85,66
261,3,6:04.0,,M. Beasley misses 3-pt jump shot from 27 ft,85,66
262,3,6:02.0,Defensive rebound by A. Gordon,,85,66
263,3,5:53.0,N. Vučević misses 2-pt jump shot from 16 ft,,85,66
264,3,5:53.0,Offensive rebound by N. Vučević,,85,66
265,3,5:43.0,M. Fultz makes 2-pt layup from 4 ft,,87,66
266,3,5:28.0,,J. McLaughlin misses 2-pt layup from 3 ft,87,66
267,3,5:26.0,Defensive rebound by A. Gordon,,87,66
268,3,5:22.0,A. Gordon misses 3-pt jump shot from 22 ft,,87,66
269,3,5:20.0,N. Vučević misses 2-pt layup from 1 ft,,87,66
270,3,5:20.0,Offensive rebound by N. Vučević,,87,66
271,3,5:19.0,Offensive rebound by N. Vučević,,87,66
272,3,5:16.0,N. Vučević makes 2-pt layup at rim,,89,66
273,3,5:00.0,,M. Beasley makes 2-pt layup from 2 ft (assist by J. Johnson),89,68
274,3,4:43.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Fultz),,91,68
275,3,4:33.0,,M. Beasley makes 2-pt layup from 3 ft (assist by J. McLaughlin),91,70
276,3,4:20.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Ross),,93,70
277,3,4:05.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by J. McLaughlin),93,72
278,3,3:53.0,,Violation by Team (kicked ball),93,72
279,3,3:53.0,D. Augustin enters the game for M. Fultz,,93,72
280,3,3:53.0,M. Carter-Williams enters the game for W. Iwundu,,93,72
281,3,3:53.0,,J. Culver enters the game for J. Okogie,93,72
282,3,3:39.0,M. Carter-Williams makes 2-pt layup from 3 ft (assist by N. Vučević),,95,72
283,3,3:28.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,95,72
284,3,3:25.0,,Offensive rebound by J. Culver,95,72
285,3,3:23.0,,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by J. Culver),95,75
286,3,3:01.0,N. Vučević makes 2-pt hook shot at rim (assist by M. Carter-Williams),,97,75
287,3,2:46.0,,M. Beasley makes 2-pt layup from 2 ft,97,77
288,3,2:46.0,G. Clark enters the game for A. Gordon,,97,77
289,3,2:46.0,J. Ennis enters the game for N. Vučević,,97,77
290,3,2:46.0,,J. Layman enters the game for J. Hernangómez,97,77
291,3,2:46.0,,D. Russell enters the game for J. McLaughlin,97,77
292,3,2:24.0,J. Ennis misses 3-pt jump shot from 27 ft,,97,77
293,3,2:19.0,Offensive rebound by M. Carter-Williams,,97,77
294,3,2:12.0,D. Augustin misses 3-pt jump shot from 27 ft (block by J. Johnson),,97,77
295,3,2:08.0,,Defensive rebound by D. Russell,97,77
296,3,2:00.0,,J. Culver misses 2-pt layup from 1 ft,97,77
297,3,1:57.0,Defensive rebound by G. Clark,,97,77
298,3,1:44.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,97,77
299,3,1:42.0,,Defensive rebound by J. Johnson,97,77
300,3,1:29.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Johnson),97,80
301,3,1:11.0,Personal foul by J. Culver (drawn by D. Augustin),,97,80
302,3,1:11.0,D. Augustin misses free throw 1 of 2,,97,80
303,3,1:11.0,Offensive rebound by Team,,97,80
304,3,1:11.0,D. Augustin makes free throw 2 of 2,,98,80
305,3,1:03.0,Violation by Team (kicked ball),,98,80
306,3,0:56.0,,Shooting foul by G. Clark (drawn by J. Johnson),98,80
307,3,0:56.0,,J. Johnson makes free throw 1 of 2,98,81
308,3,0:56.0,,J. Johnson misses free throw 2 of 2,98,81
309,3,0:54.0,Defensive rebound by J. Ennis,,98,81
310,3,0:46.0,Shooting foul by D. Russell (drawn by M. Carter-Williams),,98,81
311,3,0:46.0,M. Carter-Williams makes free throw 1 of 2,,99,81
312,3,0:46.0,M. Carter-Williams makes free throw 2 of 2,,100,81
313,3,0:37.0,,Turnover by M. Beasley (lost ball; steal by M. Carter-Williams),100,81
314,3,0:32.0,D. Augustin misses 3-pt jump shot from 24 ft,,100,81
315,3,0:28.0,,Defensive rebound by D. Russell,100,81
316,3,0:25.0,,D. Russell misses 3-pt jump shot from 27 ft,100,81
317,3,0:24.0,,Offensive rebound by J. Culver,100,81
318,3,0:24.0,,J. Culver makes 2-pt layup at rim,100,83
319,3,0:02.0,Shooting foul by J. Johnson (drawn by D. Augustin),,100,83
320,3,0:02.0,D. Augustin makes free throw 1 of 2,,101,83
321,3,0:02.0,D. Augustin makes free throw 2 of 2,,102,83
322,3,0:00.0,,J. Layman misses 3-pt jump shot from 34 ft,102,83
323,3,0:00.0,,Offensive rebound by Team,102,83
324,4,11:43.0,A. Gordon makes 2-pt dunk from 1 ft,,104,83
325,4,11:27.0,,Shooting foul by N. Vučević (drawn by J. Layman),104,83
326,4,11:27.0,,J. Layman makes free throw 1 of 2,104,84
327,4,11:27.0,,J. Layman makes free throw 2 of 2,104,85
328,4,11:06.0,D. Augustin makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,106,85
329,4,10:50.0,,N. Reid makes 3-pt jump shot from 25 ft (assist by J. Culver),106,88
330,4,10:32.0,T. Ross makes 2-pt dunk at rim (assist by D. Augustin),,108,88
331,4,10:21.0,,N. Reid makes 2-pt dunk from 2 ft (assist by J. McLaughlin),108,90
332,4,10:00.0,N. Vučević makes 2-pt layup at rim (assist by M. Carter-Williams),,110,90
333,4,9:48.0,,Turnover by J. McLaughlin (bad pass; steal by N. Vučević),110,90
334,4,9:45.0,T. Ross makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,112,90
335,4,9:44.0,,Minnesota full timeout,112,90
336,4,9:24.0,,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by N. Reid),112,93
337,4,9:06.0,T. Ross misses 2-pt jump shot from 21 ft,,112,93
338,4,9:04.0,,Defensive rebound by J. Layman,112,93
339,4,8:56.0,,J. Layman misses 3-pt jump shot from 26 ft,112,93
340,4,8:54.0,Defensive rebound by T. Ross,,112,93
341,4,8:42.0,D. Augustin makes 2-pt layup from 1 ft (assist by N. Vučević),,114,93
342,4,8:31.0,,J. Nowell misses 3-pt jump shot from 24 ft,114,93
343,4,8:28.0,Defensive rebound by N. Vučević,,114,93
344,4,8:22.0,Shooting foul by J. Nowell (drawn by D. Augustin),,114,93
345,4,8:22.0,D. Augustin makes free throw 1 of 2,,115,93
346,4,8:22.0,D. Augustin makes free throw 2 of 2,,116,93
347,4,8:12.0,,J. Nowell makes 2-pt layup from 1 ft (assist by N. Reid),116,95
348,4,7:58.0,Turnover by M. Carter-Williams (lost ball; steal by J. Layman),,116,95
349,4,7:55.0,,J. Nowell makes 2-pt dunk at rim (assist by J. McLaughlin),116,97
350,4,7:39.0,Shooting foul by J. Nowell (drawn by M. Carter-Williams),,116,97
351,4,7:39.0,M. Carter-Williams makes free throw 1 of 2,,117,97
352,4,7:39.0,J. Ennis enters the game for A. Gordon,,117,97
353,4,7:39.0,M. Carter-Williams makes free throw 2 of 2,,118,97
354,4,7:31.0,,J. McLaughlin makes 2-pt layup from 2 ft (assist by J. Nowell),118,99
355,4,7:10.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Ross),,120,99
356,4,6:55.0,,J. McLaughlin misses 2-pt jump shot from 7 ft,120,99
357,4,6:53.0,,Offensive rebound by J. McLaughlin,120,99
358,4,6:53.0,,J. McLaughlin makes 2-pt layup at rim,120,101
359,4,6:37.0,Turnover by M. Carter-Williams (bad pass; steal by J. Nowell),,120,101
360,4,6:33.0,,J. Layman makes 2-pt dunk from 1 ft (assist by J. Nowell),120,103
361,4,6:23.0,Orlando full timeout,,120,103
362,4,6:23.0,M. Fultz enters the game for M. Carter-Williams,,120,103
363,4,6:23.0,,J. Hernangómez enters the game for J. Layman,120,103
364,4,6:08.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by D. Augustin),,122,103
365,4,5:53.0,,J. Nowell makes 2-pt layup from 8 ft,122,105
366,4,5:31.0,N. Vučević misses 2-pt jump shot from 18 ft,,122,105
367,4,5:28.0,,Defensive rebound by J. Hernangómez,122,105
368,4,5:20.0,,J. Culver misses 2-pt layup from 6 ft,122,105
369,4,5:18.0,,Offensive rebound by N. Reid,122,105
370,4,5:18.0,,N. Reid misses 2-pt layup at rim,122,105
371,4,5:15.0,,Offensive rebound by Team,122,105
372,4,5:15.0,M. Bamba enters the game for J. Ennis,,122,105
373,4,5:15.0,A. Gordon enters the game for N. Vučević,,122,105
374,4,5:13.0,,N. Reid misses 3-pt jump shot from 24 ft,122,105
375,4,5:10.0,Defensive rebound by M. Fultz,,122,105
