,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
0,1,11:40.0,,Shooting foul by B. Fernando (drawn by T. Thompson),0,0
1,1,11:40.0,,T. Thompson misses free throw 1 of 2,0,0
2,1,11:40.0,,Offensive rebound by Team,0,0
3,1,11:40.0,,T. Thompson makes free throw 2 of 2,0,1
4,1,11:24.0,J. Collins misses 2-pt jump shot from 22 ft,,0,1
5,1,11:22.0,,Defensive rebound by Team,0,1
6,1,11:13.0,,Turnover by D. Garland (bad pass; steal by J. Collins),0,1
7,1,11:10.0,J. Collins makes 2-pt dunk from 1 ft,,2,1
8,1,11:00.0,,C. Sexton misses 2-pt jump shot from 6 ft,2,1
9,1,11:00.0,Defensive rebound by Team,,2,1
10,1,10:48.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by B. Fernando),,5,1
11,1,10:37.0,,D. Garland makes 3-pt jump shot from 28 ft,5,4
12,1,10:23.0,J. Collins misses 3-pt jump shot from 26 ft,,5,4
13,1,10:20.0,,Defensive rebound by C. Sexton,5,4
14,1,10:17.0,,C. Sexton makes 2-pt layup at rim,5,6
15,1,9:58.0,J. Collins makes 2-pt jump shot from 7 ft (assist by T. Young),,7,6
16,1,9:45.0,,C. Osman misses 2-pt jump shot from 13 ft,7,6
17,1,9:43.0,,Offensive rebound by T. Thompson,7,6
18,1,9:40.0,,K. Love makes 3-pt jump shot from 34 ft (assist by C. Osman),7,9
19,1,9:16.0,Turnover by B. Fernando (bad pass),,7,9
20,1,9:00.0,,K. Love makes 3-pt jump shot from 24 ft (assist by C. Osman),7,12
21,1,8:47.0,B. Fernando misses 3-pt jump shot from 23 ft,,7,12
22,1,8:46.0,,Defensive rebound by Team,7,12
23,1,8:37.0,,K. Love misses 3-pt jump shot from 29 ft,7,12
24,1,8:35.0,Defensive rebound by K. Huerter,,7,12
25,1,8:21.0,D. Hunter misses 3-pt jump shot from 23 ft,,7,12
26,1,8:16.0,,Defensive rebound by C. Sexton,7,12
27,1,8:09.0,,K. Love misses 3-pt jump shot from 27 ft,7,12
28,1,8:07.0,,Offensive rebound by C. Osman,7,12
29,1,8:07.0,,Turnover by C. Osman (traveling),7,12
30,1,8:07.0,J. Parker enters the game for B. Fernando,,7,12
31,1,7:57.0,T. Young makes 3-pt jump shot from 28 ft,,10,12
32,1,7:46.0,,C. Sexton makes 2-pt layup at rim,10,14
33,1,7:46.0,,Shooting foul by K. Huerter (drawn by C. Sexton),10,14
34,1,7:46.0,A. Len enters the game for J. Collins,,10,14
35,1,7:46.0,,C. Sexton makes free throw 1 of 1,10,15
36,1,7:35.0,J. Parker misses 3-pt jump shot from 27 ft,,10,15
37,1,7:32.0,,Defensive rebound by Team,10,15
