,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
27,1,9:09.0,Defensive rebound by S. Harrison,,2,0
28,1,9:08.0,Personal foul by J. Okogie (drawn by S. Harrison),,2,0
29,1,8:50.0,T. Satoranský misses 3-pt jump shot from 25 ft,,2,0
30,1,8:47.0,,Defensive rebound by Team,2,0
31,1,8:31.0,,M. Beasley makes 2-pt layup from 2 ft (assist by D. Russell),2,2
32,1,8:16.0,W. Carter makes 2-pt hook shot from 9 ft,,4,2
33,1,7:59.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Okogie),4,5
34,1,7:59.0,D. Gafford enters the game for W. Carter,,4,5
35,1,7:59.0,C. White enters the game for D. Valentine,,4,5
36,1,7:37.0,C. White makes 2-pt hook shot from 4 ft,,6,5
37,1,7:20.0,,D. Russell makes 2-pt jump shot from 9 ft,6,7
38,1,7:10.0,T. Satoranský makes 2-pt layup from 1 ft,,8,7
39,1,7:03.0,,Minnesota full timeout,8,7
40,1,7:03.0,T. Young enters the game for L. Markkanen,,8,7
41,1,7:03.0,,J. Johnson enters the game for N. Reid,8,7
42,1,7:03.0,,J. McLaughlin enters the game for D. Russell,8,7
43,1,6:51.0,,M. Beasley misses 3-pt jump shot from 24 ft,8,7
44,1,6:48.0,Defensive rebound by T. Young,,8,7
45,1,6:35.0,T. Young misses 3-pt jump shot from 24 ft,,8,7
46,1,6:32.0,,Defensive rebound by J. Okogie,8,7
47,1,6:25.0,,Offensive foul by J. Johnson (drawn by D. Gafford),8,7
48,1,6:25.0,,Turnover by J. Johnson (offensive foul),8,7
49,1,6:09.0,T. Satoranský misses 2-pt jump shot from 17 ft,,8,7
50,1,6:07.0,,Defensive rebound by J. Hernangómez,8,7
51,1,5:56.0,,Shooting foul by D. Gafford (drawn by J. Hernangómez),8,7
52,1,5:56.0,,J. Hernangómez misses free throw 1 of 2,8,7
53,1,5:56.0,,Offensive rebound by Team,8,7
54,1,5:56.0,,J. Hernangómez misses free throw 2 of 2,8,7
55,1,5:53.0,Defensive rebound by T. Satoranský,,8,7
56,1,5:42.0,S. Harrison makes 3-pt jump shot from 25 ft,,11,7
57,1,5:24.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by J. Johnson),11,9
58,1,5:01.0,T. Young makes 2-pt hook shot from 6 ft (assist by S. Harrison),,13,9
59,1,4:46.0,,J. Johnson makes 2-pt layup from 1 ft,13,11
60,1,4:35.0,C. White makes 2-pt jump shot from 20 ft,,15,11
61,1,4:22.0,,Turnover by J. McLaughlin (bad pass; steal by T. Young),15,11
62,1,4:14.0,C. White makes 3-pt jump shot from 23 ft (assist by T. Young),,18,11
63,1,3:58.0,,Offensive foul by J. Johnson (drawn by S. Harrison),18,11
64,1,3:58.0,,Turnover by J. Johnson (offensive foul),18,11
65,1,3:58.0,R. Arcidiacono enters the game for S. Harrison,,18,11
66,1,3:58.0,O. Porter enters the game for T. Satoranský,,18,11
67,1,3:58.0,,J. Culver enters the game for J. Johnson,18,11
68,1,3:58.0,,N. Reid enters the game for J. Okogie,18,11
69,1,3:48.0,T. Young makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,21,11
70,1,3:33.0,,J. McLaughlin makes 2-pt layup from 1 ft,21,13
71,1,3:16.0,O. Porter misses 2-pt jump shot from 11 ft,,21,13
72,1,3:15.0,Offensive rebound by D. Gafford,,21,13
73,1,3:15.0,Shooting foul by J. Culver (drawn by D. Gafford),,21,13
74,1,3:15.0,D. Gafford makes free throw 1 of 2,,22,13
75,1,3:15.0,,K. Martin enters the game for M. Beasley,22,13
76,1,3:15.0,,D. Russell enters the game for J. Hernangómez,22,13
77,1,3:15.0,D. Gafford misses free throw 2 of 2,,22,13
78,1,3:14.0,,Defensive rebound by K. Martin,22,13
79,1,3:06.0,,Shooting foul by D. Gafford (drawn by N. Reid),22,13
80,1,3:06.0,,N. Reid misses free throw 1 of 2,22,13
81,1,3:06.0,,Offensive rebound by Team,22,13
82,1,3:06.0,W. Carter enters the game for D. Gafford,,22,13
83,1,3:06.0,,N. Reid misses free throw 2 of 2,22,13
84,1,3:03.0,Defensive rebound by W. Carter,,22,13
85,1,2:48.0,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by O. Porter),,25,13
86,1,2:31.0,,Shooting foul by C. White (drawn by N. Reid),25,13
87,1,2:31.0,Chicago full timeout,,25,13
88,1,2:31.0,,N. Reid makes free throw 1 of 2,25,14
89,1,2:31.0,,N. Reid misses free throw 2 of 2,25,14
90,1,2:29.0,Defensive rebound by T. Young,,25,14
91,1,2:17.0,Personal foul by N. Reid (drawn by W. Carter),,25,14
92,1,2:13.0,C. White makes 2-pt layup from 1 ft,,27,14
93,1,2:13.0,,Violation by Team (def goaltending),27,14
94,1,1:59.0,,J. McLaughlin misses 3-pt jump shot from 24 ft,27,14
95,1,1:57.0,,Offensive rebound by N. Reid,27,14
96,1,1:55.0,,N. Reid misses 2-pt layup from 5 ft,27,14
97,1,1:54.0,,Offensive rebound by N. Reid,27,14
98,1,1:51.0,,J. Culver misses 3-pt jump shot from 25 ft,27,14
99,1,1:49.0,,Offensive rebound by Team,27,14
100,1,1:47.0,,N. Reid makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),27,17
101,1,1:25.0,C. White misses 2-pt jump shot from 9 ft,,27,17
102,1,1:23.0,,Defensive rebound by K. Martin,27,17
103,1,1:20.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by K. Martin),27,20
104,1,1:10.0,Turnover by W. Carter (out of bounds lost ball),,27,20
105,1,1:02.0,,J. Culver misses 2-pt layup from 2 ft,27,20
106,1,1:01.0,,Offensive rebound by N. Reid,27,20
107,1,1:01.0,,N. Reid makes 2-pt layup from 1 ft,27,22
108,1,0:43.0,R. Arcidiacono misses 2-pt jump shot from 17 ft,,27,22
109,1,0:41.0,Offensive rebound by T. Young,,27,22
110,1,0:41.0,T. Young makes 2-pt dunk from 1 ft,,29,22
111,1,0:19.0,,K. Martin misses 3-pt jump shot from 23 ft,29,22
112,1,0:17.0,,Offensive rebound by N. Reid,29,22
113,1,0:06.0,,D. Russell misses 3-pt jump shot from 24 ft,29,22
114,1,0:03.0,Defensive rebound by T. Young,,29,22
115,1,0:00.0,T. Young misses 3-pt jump shot from 30 ft,,29,22
116,1,0:00.0,Offensive rebound by Team,,29,22
117,2,11:48.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by N. Reid),29,25
118,2,11:35.0,O. Porter makes 2-pt jump shot from 20 ft (assist by C. White),,31,25
119,2,11:14.0,,J. Culver makes 3-pt jump shot from 24 ft (assist by D. Russell),31,28
120,2,10:54.0,C. White misses 3-pt jump shot from 26 ft,,31,28
121,2,10:51.0,,Defensive rebound by K. Martin,31,28
122,2,10:38.0,,D. Russell makes 3-pt jump shot from 25 ft,31,31
123,2,10:12.0,L. Markkanen makes 2-pt jump shot from 6 ft,,33,31
124,2,9:58.0,,D. Russell misses 3-pt jump shot from 26 ft,33,31
125,2,9:57.0,Defensive rebound by R. Arcidiacono,,33,31
126,2,9:53.0,L. Markkanen misses 3-pt jump shot from 26 ft,,33,31
127,2,9:49.0,,Defensive rebound by J. Culver,33,31
128,2,9:48.0,,Shooting foul by R. Arcidiacono (drawn by K. Martin),33,31
129,2,9:48.0,,K. Martin makes free throw 1 of 2,33,32
130,2,9:48.0,D. Gafford enters the game for W. Carter,,33,32
131,2,9:48.0,D. Valentine enters the game for C. White,,33,32
132,2,9:48.0,,K. Martin makes free throw 2 of 2,33,33
133,2,9:35.0,O. Porter misses 2-pt layup from 2 ft,,33,33
134,2,9:33.0,,Defensive rebound by N. Reid,33,33
135,2,9:19.0,,J. Culver misses 2-pt layup from 1 ft,33,33
136,2,9:15.0,,Offensive rebound by N. Reid,33,33
137,2,9:15.0,,N. Reid misses 2-pt layup at rim,33,33
138,2,9:15.0,Defensive rebound by L. Markkanen,,33,33
139,2,9:09.0,D. Valentine makes 2-pt jump shot from 18 ft,,35,33
140,2,8:50.0,,N. Reid makes 2-pt hook shot from 4 ft,35,35
141,2,8:33.0,D. Valentine misses 2-pt jump shot from 11 ft,,35,35
142,2,8:31.0,,Defensive rebound by N. Reid,35,35
143,2,8:21.0,,J. Layman misses 3-pt jump shot from 23 ft,35,35
144,2,8:18.0,Defensive rebound by D. Gafford,,35,35
145,2,8:04.0,D. Gafford misses 2-pt hook shot from 5 ft,,35,35
146,2,8:00.0,Offensive rebound by O. Porter,,35,35
147,2,7:58.0,O. Porter misses 2-pt jump shot from 20 ft,,35,35
148,2,7:55.0,,Defensive rebound by J. Culver,35,35
149,2,7:52.0,,Shooting foul by D. Gafford (drawn by K. Martin),35,35
150,2,7:52.0,,K. Martin misses free throw 1 of 2,35,35
151,2,7:52.0,,Offensive rebound by Team,35,35
152,2,7:52.0,C. Felício enters the game for D. Gafford,,35,35
153,2,7:52.0,,J. Johnson enters the game for N. Reid,35,35
154,2,7:52.0,,J. McLaughlin enters the game for D. Russell,35,35
155,2,7:52.0,,K. Martin makes free throw 2 of 2,35,36
156,2,7:38.0,L. Markkanen makes 2-pt hook shot from 5 ft (assist by R. Arcidiacono),,37,36
157,2,7:29.0,,J. Johnson misses 3-pt jump shot from 24 ft,37,36
158,2,7:26.0,Defensive rebound by D. Valentine,,37,36
159,2,7:08.0,L. Markkanen makes 2-pt jump shot from 19 ft (assist by O. Porter),,39,36
160,2,6:52.0,,J. Culver misses 3-pt jump shot from 25 ft,39,36
161,2,6:50.0,Defensive rebound by R. Arcidiacono,,39,36
162,2,6:43.0,L. Markkanen misses 3-pt jump shot from 25 ft,,39,36
163,2,6:37.0,Offensive rebound by C. Felício,,39,36
164,2,6:36.0,L. Markkanen makes 2-pt layup from 1 ft (assist by O. Porter),,41,36
165,2,6:36.0,,Minnesota full timeout,41,36
166,2,6:36.0,T. Satoranský enters the game for L. Markkanen,,41,36
167,2,6:36.0,T. Young enters the game for O. Porter,,41,36
168,2,6:36.0,,M. Beasley enters the game for K. Martin,41,36
169,2,6:13.0,,J. Culver makes 2-pt layup from 2 ft,41,38
170,2,5:58.0,D. Valentine makes 2-pt jump shot from 17 ft (assist by C. Felício),,43,38
171,2,5:44.0,,Personal foul by D. Valentine (drawn by J. Culver),43,38
172,2,5:44.0,C. White enters the game for R. Arcidiacono,,43,38
173,2,5:44.0,,J. Hernangómez enters the game for J. Layman,43,38
174,2,5:39.0,,J. McLaughlin makes 2-pt layup from 1 ft,43,40
175,2,5:19.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,46,40
176,2,5:06.0,,Shooting foul by C. Felício (drawn by J. Johnson),46,40
177,2,5:06.0,,J. Johnson misses free throw 1 of 2,46,40
178,2,5:06.0,,Offensive rebound by Team,46,40
179,2,5:06.0,,J. Okogie enters the game for J. Culver,46,40
180,2,5:06.0,,J. Johnson makes free throw 2 of 2,46,41
181,2,4:47.0,Turnover by D. Valentine (bad pass; steal by J. McLaughlin),,46,41
182,2,4:44.0,,J. McLaughlin makes 2-pt layup from 1 ft,46,43
183,2,4:37.0,Turnover by T. Satoranský (lost ball; steal by J. Johnson),,46,43
184,2,4:34.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by J. McLaughlin),46,45
185,2,4:34.0,Chicago full timeout,,46,45
186,2,4:34.0,W. Carter enters the game for C. Felício,,46,45
187,2,4:19.0,T. Young makes 2-pt hook shot from 5 ft,,48,45
188,2,4:02.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,48,45
189,2,4:00.0,Defensive rebound by T. Satoranský,,48,45
190,2,3:41.0,W. Carter makes 2-pt jump shot from 16 ft (assist by C. White),,50,45
191,2,3:30.0,,M. Beasley misses 3-pt jump shot from 24 ft,50,45
192,2,3:27.0,Defensive rebound by D. Valentine,,50,45
193,2,3:12.0,Personal foul by J. Okogie (drawn by T. Young),,50,45
194,2,3:12.0,S. Harrison enters the game for D. Valentine,,50,45
195,2,3:12.0,,D. Russell enters the game for J. McLaughlin,50,45
196,2,2:59.0,T. Satoranský makes 2-pt layup from 2 ft (assist by T. Young),,52,45
197,2,2:50.0,,M. Beasley misses 2-pt layup from 6 ft,52,45
198,2,2:49.0,,Offensive rebound by M. Beasley,52,45
199,2,2:49.0,,Shooting foul by W. Carter (drawn by M. Beasley),52,45
200,2,2:49.0,,M. Beasley makes free throw 1 of 2,52,46
201,2,2:49.0,,M. Beasley makes free throw 2 of 2,52,47
202,2,2:35.0,C. White misses 3-pt jump shot from 26 ft,,52,47
203,2,2:32.0,,Defensive rebound by M. Beasley,52,47
204,2,2:20.0,,D. Russell makes 3-pt jump shot from 25 ft,52,50
205,2,2:07.0,W. Carter makes 2-pt jump shot from 15 ft (assist by C. White),,54,50
206,2,1:58.0,,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by J. Johnson),54,53
207,2,1:41.0,Turnover by T. Satoranský (bad pass),,54,53
208,2,1:34.0,,D. Russell misses 3-pt jump shot from 26 ft,54,53
209,2,1:30.0,,Offensive rebound by J. Johnson,54,53
210,2,1:24.0,,Turnover by J. Hernangómez (3 sec),54,53
211,2,1:24.0,L. Markkanen enters the game for S. Harrison,,54,53
212,2,1:14.0,T. Satoranský makes 2-pt layup from 1 ft,,56,53
213,2,0:57.0,,D. Russell misses 2-pt layup from 8 ft,56,53
214,2,0:55.0,Defensive rebound by T. Young,,56,53
215,2,0:51.0,Turnover by T. Young (bad pass; steal by J. Hernangómez),,56,53
216,2,0:47.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by D. Russell),56,55
217,2,0:29.0,T. Satoranský misses 2-pt layup from 8 ft (block by J. Johnson),,56,55
218,2,0:28.0,,Defensive rebound by Team,56,55
219,2,0:10.0,,Turnover by D. Russell (bad pass; steal by T. Young),56,55
220,2,0:07.0,C. White makes 2-pt layup at rim (assist by T. Young),,58,55
221,2,0:01.0,,J. Johnson misses 2-pt jump shot from 14 ft,58,55
222,2,0:00.0,Defensive rebound by W. Carter,,58,55
223,3,11:46.0,,D. Russell misses 3-pt jump shot from 25 ft,58,55
224,3,11:42.0,Defensive rebound by W. Carter,,58,55
225,3,11:23.0,Turnover by T. Satoranský (bad pass),,58,55
226,3,11:12.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Hernangómez),58,58
227,3,10:56.0,D. Valentine misses 2-pt jump shot from 12 ft,,58,58
228,3,10:53.0,,Defensive rebound by D. Russell,58,58
229,3,10:47.0,,J. Hernangómez makes 3-pt jump shot from 22 ft (assist by M. Beasley),58,61
230,3,10:32.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,61,61
231,3,10:13.0,,N. Reid misses 2-pt hook shot from 4 ft,61,61
232,3,10:11.0,Defensive rebound by L. Markkanen,,61,61
233,3,10:07.0,D. Valentine misses 3-pt jump shot from 27 ft,,61,61
234,3,10:04.0,,Defensive rebound by D. Russell,61,61
235,3,9:55.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by N. Reid),61,64
236,3,9:28.0,S. Harrison misses 2-pt layup from 2 ft,,61,64
237,3,9:26.0,,Defensive rebound by N. Reid,61,64
238,3,9:23.0,,Offensive foul by J. Okogie (drawn by S. Harrison),61,64
239,3,9:23.0,,Turnover by J. Okogie (offensive foul),61,64
240,3,9:08.0,Turnover by L. Markkanen (bad pass),,61,64
241,3,8:55.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by J. Hernangómez),61,67
242,3,8:52.0,Chicago full timeout,,61,67
243,3,8:35.0,D. Valentine misses 3-pt jump shot from 25 ft,,61,67
244,3,8:33.0,,Defensive rebound by Team,61,67
245,3,8:18.0,,Turnover by M. Beasley (bad pass; steal by D. Valentine),61,67
246,3,8:12.0,T. Satoranský misses 2-pt layup from 2 ft (block by N. Reid),,61,67
247,3,8:10.0,Offensive rebound by S. Harrison,,61,67
248,3,8:10.0,D. Gafford enters the game for W. Carter,,61,67
249,3,8:10.0,C. White enters the game for D. Valentine,,61,67
250,3,8:07.0,Personal foul by J. Hernangómez (drawn by L. Markkanen),,61,67
251,3,8:07.0,T. Young enters the game for L. Markkanen,,61,67
252,3,7:55.0,Shooting foul by N. Reid (drawn by S. Harrison),,61,67
253,3,7:55.0,S. Harrison makes free throw 1 of 2,,62,67
254,3,7:55.0,S. Harrison misses free throw 2 of 2,,62,67
255,3,7:52.0,,Defensive rebound by J. Hernangómez,62,67
256,3,7:45.0,,Turnover by M. Beasley (bad pass; steal by S. Harrison),62,67
257,3,7:40.0,T. Satoranský misses 2-pt layup from 2 ft,,62,67
258,3,7:37.0,,Defensive rebound by J. Hernangómez,62,67
259,3,7:30.0,,Shooting foul by T. Young (drawn by J. Hernangómez),62,67
260,3,7:30.0,,J. Hernangómez makes free throw 1 of 2,62,68
261,3,7:30.0,,J. Hernangómez makes free throw 2 of 2,62,69
262,3,7:20.0,C. White makes 2-pt jump shot from 19 ft,,64,69
263,3,6:57.0,,N. Reid makes 3-pt jump shot from 23 ft (assist by J. Okogie),64,72
264,3,6:42.0,S. Harrison makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,67,72
265,3,6:23.0,,J. Okogie makes 2-pt layup at rim (assist by N. Reid),67,74
266,3,6:14.0,C. White misses 3-pt jump shot from 24 ft,,67,74
267,3,6:14.0,,Defensive rebound by Team,67,74
268,3,5:59.0,,Personal foul by S. Harrison (drawn by J. Hernangómez),67,74
269,3,5:52.0,,Shooting foul by D. Gafford (drawn by N. Reid),67,74
270,3,5:52.0,,N. Reid makes free throw 1 of 2,67,75
271,3,5:52.0,O. Porter enters the game for D. Gafford,,67,75
272,3,5:52.0,,N. Reid makes free throw 2 of 2,67,76
273,3,5:29.0,T. Young misses 2-pt jump shot from 5 ft (block by N. Reid),,67,76
274,3,5:29.0,Offensive rebound by Team,,67,76
275,3,5:27.0,T. Young makes 2-pt jump shot from 7 ft (assist by T. Satoranský),,69,76
276,3,5:13.0,,Turnover by D. Russell (lost ball; steal by S. Harrison),69,76
277,3,5:09.0,T. Young makes 2-pt dunk from 1 ft (assist by C. White),,71,76
278,3,5:09.0,,Minnesota full timeout,71,76
279,3,5:09.0,,J. Culver enters the game for J. Okogie,71,76
280,3,5:09.0,,J. Johnson enters the game for N. Reid,71,76
281,3,5:09.0,,J. McLaughlin enters the game for D. Russell,71,76
282,3,4:54.0,,M. Beasley misses 3-pt jump shot from 25 ft,71,76
283,3,4:51.0,Defensive rebound by T. Satoranský,,71,76
284,3,4:38.0,Turnover by O. Porter (bad pass; steal by J. Johnson),,71,76
285,3,4:35.0,,M. Beasley makes 2-pt layup from 2 ft,71,78
286,3,4:12.0,S. Harrison makes 3-pt jump shot from 23 ft (assist by C. White),,74,78
287,3,3:58.0,,J. McLaughlin misses 2-pt layup from 4 ft (block by T. Young),74,78
288,3,3:58.0,,Offensive rebound by Team,74,78
289,3,3:58.0,R. Arcidiacono enters the game for T. Satoranský,,74,78
290,3,3:50.0,,J. Culver makes 2-pt layup from 2 ft,74,80
291,3,3:36.0,T. Young misses 3-pt jump shot from 24 ft,,74,80
292,3,3:33.0,,Defensive rebound by J. Hernangómez,74,80
293,3,3:25.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,74,80
294,3,3:23.0,Defensive rebound by O. Porter,,74,80
295,3,3:16.0,O. Porter misses 3-pt jump shot from 25 ft,,74,80
296,3,3:12.0,,Defensive rebound by J. Culver,74,80
297,3,3:05.0,,J. Hernangómez misses 2-pt layup from 1 ft,74,80
298,3,3:02.0,Defensive rebound by O. Porter,,74,80
299,3,2:41.0,C. White makes 2-pt layup from 1 ft,,76,80
300,3,2:23.0,,M. Beasley misses 2-pt layup from 2 ft (block by O. Porter),76,80
301,3,2:21.0,Defensive rebound by C. White,,76,80
302,3,2:19.0,Shooting foul by J. Culver (drawn by S. Harrison),,76,80
303,3,2:19.0,S. Harrison misses free throw 1 of 2,,76,80
304,3,2:19.0,Offensive rebound by Team,,76,80
305,3,2:19.0,,J. Layman enters the game for M. Beasley,76,80
306,3,2:19.0,,D. Russell enters the game for J. Hernangómez,76,80
307,3,2:19.0,S. Harrison makes free throw 2 of 2,,77,80
308,3,2:04.0,,J. Culver makes 3-pt jump shot from 26 ft (assist by J. Layman),77,83
309,3,1:43.0,O. Porter misses 2-pt jump shot from 8 ft,,77,83
310,3,1:41.0,,Defensive rebound by D. Russell,77,83
311,3,1:29.0,,J. McLaughlin makes 2-pt layup from 1 ft,77,85
312,3,1:21.0,S. Harrison misses 2-pt jump shot from 6 ft,,77,85
313,3,1:19.0,,Defensive rebound by J. Johnson,77,85
314,3,1:13.0,,J. McLaughlin misses 2-pt layup from 2 ft (block by T. Young),77,85
315,3,1:11.0,Defensive rebound by O. Porter,,77,85
316,3,0:56.0,C. White misses 2-pt jump shot from 21 ft,,77,85
317,3,0:52.0,,Defensive rebound by J. Culver,77,85
318,3,0:44.0,,J. Culver misses 2-pt layup from 1 ft,77,85
319,3,0:41.0,Defensive rebound by T. Young,,77,85
320,3,0:32.0,C. White misses 2-pt layup from 5 ft,,77,85
321,3,0:29.0,,Defensive rebound by J. Layman,77,85
322,3,0:12.0,,Personal foul by C. White (drawn by J. Culver),77,85
323,3,0:06.0,,Shooting foul by T. Young (drawn by D. Russell),77,85
324,3,0:06.0,,D. Russell makes free throw 1 of 3,77,86
325,3,0:06.0,,D. Russell makes free throw 2 of 3,77,87
326,3,0:06.0,,D. Russell makes free throw 3 of 3,77,88
327,3,0:00.0,Shooting foul by J. Johnson (drawn by C. White),,77,88
328,3,0:00.0,Instant Replay (Request: Ruling Stands),,77,88
329,3,0:00.0,C. White makes free throw 1 of 2,,78,88
330,3,0:00.0,C. White makes free throw 2 of 2,,79,88
331,4,11:45.0,W. Carter misses 2-pt jump shot from 9 ft,,79,88
332,4,11:40.0,,Defensive rebound by N. Reid,79,88
333,4,11:29.0,,J. Culver misses 3-pt jump shot from 25 ft,79,88
334,4,11:25.0,Defensive rebound by R. Arcidiacono,,79,88
335,4,11:04.0,C. White misses 2-pt jump shot from 9 ft,,79,88
336,4,11:01.0,Offensive rebound by W. Carter,,79,88
337,4,10:59.0,C. White makes 3-pt jump shot from 23 ft (assist by W. Carter),,82,88
338,4,10:40.0,,Turnover by D. Russell (bad pass; steal by W. Carter),82,88
339,4,10:32.0,O. Porter misses 3-pt jump shot from 26 ft,,82,88
340,4,10:30.0,,Defensive rebound by J. Culver,82,88
341,4,10:19.0,,N. Reid makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),82,91
342,4,10:00.0,R. Arcidiacono makes 3-pt jump shot from 24 ft (assist by C. White),,85,91
343,4,9:50.0,,J. Layman makes 2-pt dunk from 1 ft (assist by D. Russell),85,93
344,4,9:37.0,R. Arcidiacono misses 2-pt jump shot from 10 ft,,85,93
345,4,9:37.0,,Defensive rebound by Team,85,93
346,4,9:37.0,Loose ball foul by W. Carter (drawn by N. Reid),,85,93
347,4,9:26.0,,D. Russell misses 3-pt jump shot from 25 ft,85,93
348,4,9:25.0,Defensive rebound by Team,,85,93
349,4,9:13.0,O. Porter misses 3-pt jump shot from 23 ft,,85,93
350,4,9:09.0,,Defensive rebound by J. Layman,85,93
351,4,8:59.0,,J. Culver makes 3-pt jump shot from 24 ft (assist by J. McLaughlin),85,96
352,4,8:57.0,Chicago full timeout,,85,96
353,4,8:57.0,D. Valentine enters the game for O. Porter,,85,96
354,4,8:57.0,,M. Beasley enters the game for D. Russell,85,96
355,4,8:37.0,D. Valentine makes 2-pt jump shot from 11 ft,,87,96
356,4,8:25.0,,Offensive foul by J. McLaughlin (drawn by R. Arcidiacono),87,96
357,4,8:25.0,,Turnover by J. McLaughlin (offensive foul),87,96
358,4,8:02.0,D. Valentine makes 2-pt jump shot from 12 ft,,89,96
359,4,7:41.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),89,99
360,4,7:27.0,C. White makes 2-pt jump shot from 19 ft,,91,99
361,4,7:03.0,,N. Reid misses 2-pt jump shot from 4 ft (block by W. Carter),91,99
362,4,7:00.0,Defensive rebound by L. Markkanen,,91,99
363,4,6:56.0,L. Markkanen makes 2-pt layup from 1 ft,,93,99
364,4,6:56.0,,Minnesota full timeout,93,99
365,4,6:56.0,D. Gafford enters the game for R. Arcidiacono,,93,99
366,4,6:56.0,S. Harrison enters the game for W. Carter,,93,99
367,4,6:56.0,T. Satoranský enters the game for L. Markkanen,,93,99
368,4,6:56.0,T. Young enters the game for C. White,,93,99
369,4,6:56.0,,J. Hernangómez enters the game for J. Culver,93,99
370,4,6:56.0,,J. Johnson enters the game for J. Layman,93,99
371,4,6:56.0,,J. Okogie enters the game for N. Reid,93,99
372,4,6:41.0,,J. McLaughlin makes 2-pt dunk from 1 ft (assist by M. Beasley),93,101
373,4,6:20.0,T. Young misses 2-pt hook shot from 5 ft,,93,101
374,4,6:16.0,,Defensive rebound by J. Hernangómez,93,101
375,4,6:07.0,,J. McLaughlin misses 2-pt layup from 2 ft,93,101
376,4,6:06.0,,Offensive rebound by Team,93,101
377,4,6:06.0,Loose ball foul by D. Valentine (drawn by J. McLaughlin),,93,101
378,4,5:56.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),93,104
379,4,5:40.0,Offensive foul by D. Gafford (drawn by J. Hernangómez),,93,104
380,4,5:40.0,Turnover by D. Gafford (offensive foul),,93,104
381,4,5:40.0,W. Carter enters the game for D. Gafford,,93,104
382,4,5:40.0,C. White enters the game for D. Valentine,,93,104
383,4,5:30.0,,M. Beasley makes 2-pt layup at rim (assist by J. Johnson),93,106
384,4,5:05.0,C. White makes 2-pt jump shot from 23 ft,,95,106
385,4,4:48.0,,J. Johnson misses 3-pt jump shot from 26 ft,95,106
386,4,4:46.0,Defensive rebound by S. Harrison,,95,106
