,QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
0,1,11:39.0,,H. Barnes misses 2-pt layup from 3 ft,0,0
1,1,11:37.0,,Offensive rebound by H. Barnes,0,0
2,1,11:34.0,,B. Hield makes 2-pt jump shot from 17 ft (assist by H. Barnes),0,2
3,1,11:21.0,R. O'Neale makes 2-pt layup from 5 ft (assist by M. Conley),,2,2
4,1,11:20.0,,Turnover by R. Holmes (inbound),2,2
5,1,11:15.0,D. Mitchell misses 2-pt jump shot from 20 ft,,2,2
6,1,11:09.0,,Defensive rebound by N. Bjelica,2,2
7,1,11:04.0,,Shooting foul by R. O'Neale (drawn by D. Fox),2,2
8,1,11:04.0,,D. Fox makes free throw 1 of 2,2,3
9,1,11:04.0,,D. Fox makes free throw 2 of 2,2,4
10,1,10:47.0,M. Conley makes 2-pt layup from 8 ft,,4,4
11,1,10:24.0,,Turnover by D. Fox (bad pass; steal by R. O'Neale),4,4
12,1,10:20.0,D. Mitchell misses 2-pt layup from 5 ft,,4,4
13,1,10:17.0,,Defensive rebound by N. Bjelica,4,4
14,1,10:04.0,,R. Holmes misses 2-pt jump shot from 11 ft,4,4
15,1,10:04.0,Defensive rebound by B. Bogdanović,,4,4
16,1,9:51.0,D. Mitchell misses 3-pt jump shot from 25 ft,,4,4
17,1,9:51.0,,Defensive rebound by Team,4,4
18,1,9:41.0,,D. Fox makes 2-pt layup from 4 ft,4,6
19,1,9:27.0,Personal foul by R. Holmes (drawn by R. Gobert),,4,6
20,1,9:20.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by M. Conley),,6,6
21,1,9:09.0,,Turnover by B. Hield (bad pass; steal by M. Conley),6,6
22,1,9:04.0,Turnover by M. Conley (bad pass),,6,6
23,1,8:46.0,,Turnover by B. Hield (bad pass; steal by D. Mitchell),6,6
24,1,8:31.0,M. Conley misses 3-pt jump shot from 25 ft,,6,6
25,1,8:28.0,Offensive rebound by R. Gobert,,6,6
26,1,8:26.0,Turnover by R. Gobert (lost ball; steal by R. Holmes),,6,6
27,1,8:22.0,,D. Fox makes 2-pt layup from 5 ft,6,8
28,1,8:22.0,,Shooting foul by B. Bogdanović (drawn by D. Fox),6,8
29,1,8:22.0,,D. Fox makes free throw 1 of 1,6,9
30,1,8:12.0,M. Conley misses 3-pt jump shot from 25 ft,,6,9
31,1,8:10.0,Offensive rebound by R. Gobert,,6,9
32,1,8:07.0,R. Gobert misses 2-pt layup from 2 ft,,6,9
33,1,8:07.0,,Defensive rebound by N. Bjelica,6,9
34,1,7:59.0,,N. Bjelica misses 3-pt jump shot from 26 ft,6,9
35,1,7:57.0,Defensive rebound by B. Bogdanović,,6,9
36,1,7:47.0,R. O'Neale makes 2-pt layup from 1 ft (assist by B. Bogdanović),,8,9
37,1,7:35.0,,B. Hield misses 3-pt jump shot from 23 ft,8,9
38,1,7:31.0,Defensive rebound by D. Mitchell,,8,9
39,1,7:26.0,B. Bogdanović misses 2-pt layup from 2 ft,,8,9
40,1,7:23.0,,Defensive rebound by D. Fox,8,9
41,1,7:21.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by B. Hield),8,12
42,1,6:57.0,Shooting foul by R. Holmes (drawn by B. Bogdanović),,8,12
43,1,6:57.0,,Sacramento full timeout,8,12
44,1,6:57.0,J. Ingles enters the game for D. Mitchell,,8,12
45,1,6:57.0,,T. Ariza enters the game for H. Barnes,8,12
46,1,6:57.0,,D. Dedmon enters the game for R. Holmes,8,12
47,1,6:57.0,B. Bogdanović makes free throw 1 of 2,,9,12
48,1,6:57.0,B. Bogdanović makes free throw 2 of 2,,10,12
49,1,6:41.0,,Turnover by D. Fox (bad pass; steal by B. Bogdanović),10,12
50,1,6:34.0,J. Ingles misses 3-pt jump shot from 25 ft,,10,12
51,1,6:31.0,,Defensive rebound by T. Ariza,10,12
52,1,6:19.0,,B. Hield makes 2-pt jump shot from 9 ft,10,14
53,1,5:53.0,B. Bogdanović misses 2-pt layup from 2 ft,,10,14
54,1,5:50.0,,Defensive rebound by N. Bjelica,10,14
55,1,5:45.0,,D. Dedmon misses 3-pt jump shot from 25 ft,10,14
56,1,5:41.0,Defensive rebound by R. O'Neale,,10,14
57,1,5:32.0,Shooting foul by D. Fox (drawn by M. Conley),,10,14
58,1,5:32.0,M. Conley makes free throw 1 of 2,,11,14
59,1,5:32.0,M. Conley misses free throw 2 of 2,,11,14
60,1,5:29.0,,Defensive rebound by D. Dedmon,11,14
61,1,5:10.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by T. Ariza),11,17
62,1,5:01.0,Personal foul by B. Hield (drawn by R. Gobert),,11,17
63,1,4:50.0,Turnover by R. Gobert (traveling),,11,17
64,1,4:39.0,,D. Fox makes 2-pt jump shot from 6 ft,11,19
