,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHOENIX_ACTION,LA LAKERS_SCORE,PHOENIX_SCORE
0,1,11:40.0,,D. Šarić makes 2-pt jump shot from 14 ft (assist by D. Booker),0,2
1,1,11:26.0,A. Bradley misses 2-pt jump shot from 19 ft,,0,2
2,1,11:25.0,Offensive rebound by Team,,0,2
3,1,11:25.0,Turnover by J. McGee (out of bounds lost ball),,0,2
4,1,11:04.0,,R. Rubio misses 2-pt jump shot from 12 ft,0,2
5,1,10:59.0,Defensive rebound by A. Davis,,0,2
6,1,10:43.0,A. Davis misses 2-pt jump shot from 6 ft,,0,2
7,1,10:41.0,,Defensive rebound by A. Baynes,0,2
8,1,10:37.0,,Personal foul by D. Green (drawn by D. Booker),0,2
9,1,10:30.0,,D. Šarić misses 2-pt layup from 6 ft,0,2
10,1,10:28.0,Defensive rebound by J. McGee,,0,2
11,1,10:21.0,D. Green makes 3-pt jump shot from 25 ft (assist by L. James),,3,2
12,1,10:06.0,,Personal foul by D. Green (drawn by A. Baynes),3,2
13,1,10:01.0,,K. Oubre misses 3-pt jump shot from 25 ft,3,2
14,1,10:00.0,Defensive rebound by J. McGee,,3,2
15,1,9:53.0,A. Davis makes 2-pt layup from 1 ft (assist by L. James),,5,2
16,1,9:43.0,,D. Booker misses 2-pt layup from 3 ft,5,2
17,1,9:41.0,Defensive rebound by L. James,,5,2
18,1,9:38.0,Personal foul by K. Oubre (drawn by A. Davis),,5,2
19,1,9:28.0,D. Green misses 3-pt jump shot from 24 ft,,5,2
20,1,9:24.0,,Defensive rebound by D. Šarić,5,2
21,1,9:20.0,,R. Rubio misses 2-pt layup at rim,5,2
22,1,9:20.0,,Offensive rebound by Team,5,2
23,1,9:20.0,Loose ball foul by J. McGee (drawn by A. Baynes),,5,2
24,1,9:15.0,,D. Booker makes 2-pt layup from 1 ft (assist by D. Šarić),5,4
25,1,9:03.0,Offensive foul by J. McGee (drawn by A. Baynes),,5,4
26,1,9:03.0,Turnover by J. McGee (offensive foul),,5,4
27,1,9:03.0,K. Kuzma enters the game for J. McGee,,5,4
28,1,8:51.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by R. Rubio),5,7
29,1,8:30.0,K. Kuzma misses 2-pt jump shot from 16 ft,,5,7
30,1,8:27.0,Offensive rebound by A. Davis,,5,7
31,1,8:26.0,A. Davis misses 2-pt layup from 2 ft,,5,7
32,1,8:26.0,,Defensive rebound by A. Baynes,5,7
33,1,8:18.0,,Turnover by D. Booker (lost ball; steal by K. Kuzma),5,7
34,1,8:15.0,Shooting foul by A. Baynes (drawn by K. Kuzma),,5,7
35,1,8:15.0,K. Kuzma makes free throw 1 of 2,,6,7
36,1,8:15.0,K. Kuzma makes free throw 2 of 2,,7,7
37,1,8:00.0,,A. Baynes misses 2-pt hook shot from 6 ft,7,7
38,1,7:58.0,Defensive rebound by K. Kuzma,,7,7
39,1,7:51.0,A. Davis makes 2-pt layup from 1 ft (assist by L. James),,9,7
40,1,7:40.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Booker),9,10
41,1,7:13.0,Personal foul by D. Šarić (drawn by L. James),,9,10
42,1,7:06.0,Turnover by A. Davis (traveling),,9,10
43,1,6:47.0,,D. Booker makes 2-pt layup from 1 ft,9,12
44,1,6:31.0,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),,11,12
45,1,6:14.0,,K. Oubre misses 2-pt jump shot from 3 ft (block by A. Davis),11,12
46,1,6:12.0,Defensive rebound by A. Davis,,11,12
47,1,6:07.0,L. James makes 2-pt layup at rim,,13,12
48,1,6:07.0,,Phoenix full timeout,13,12
49,1,6:07.0,K. Caldwell-Pope enters the game for D. Green,,13,12
50,1,5:56.0,,D. Booker misses 2-pt jump shot from 10 ft,13,12
51,1,5:54.0,Defensive rebound by K. Kuzma,,13,12
52,1,5:32.0,Turnover by Team (shot clock),,13,12
53,1,5:32.0,,F. Kaminsky enters the game for A. Baynes,13,12
54,1,5:12.0,,R. Rubio misses 2-pt jump shot from 8 ft,13,12
55,1,5:10.0,,Offensive rebound by F. Kaminsky,13,12
56,1,5:09.0,,F. Kaminsky makes 2-pt layup at rim,13,14
57,1,4:54.0,L. James misses 3-pt jump shot from 25 ft,,13,14
58,1,4:50.0,,Defensive rebound by F. Kaminsky,13,14
59,1,4:41.0,,K. Oubre misses 3-pt jump shot from 26 ft,13,14
60,1,4:37.0,,Offensive rebound by D. Booker,13,14
61,1,4:30.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Booker),13,17
62,1,4:04.0,K. Kuzma makes 2-pt jump shot from 20 ft (assist by A. Davis),,15,17
63,1,3:53.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by R. Rubio),15,20
64,1,3:52.0,LA Lakers full timeout,,15,20
65,1,3:52.0,R. Rondo enters the game for L. James,,15,20
66,1,3:52.0,,M. Bridges enters the game for K. Oubre,15,20
67,1,3:52.0,,C. Johnson enters the game for R. Rubio,15,20
68,1,3:52.0,,T. Johnson enters the game for D. Šarić,15,20
69,1,3:29.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by R. Rondo),,18,20
70,1,3:13.0,,D. Booker makes 2-pt jump shot from 16 ft (assist by F. Kaminsky),18,22
71,1,3:06.0,K. Kuzma misses 2-pt layup from 7 ft,,18,22
72,1,3:04.0,,Defensive rebound by F. Kaminsky,18,22
73,1,2:54.0,,T. Johnson misses 3-pt jump shot from 26 ft,18,22
74,1,2:52.0,Defensive rebound by R. Rondo,,18,22
75,1,2:45.0,R. Rondo misses 2-pt layup from 2 ft (block by M. Bridges),,18,22
76,1,2:43.0,,Defensive rebound by F. Kaminsky,18,22
77,1,2:37.0,,C. Johnson misses 3-pt jump shot from 25 ft,18,22
78,1,2:35.0,Defensive rebound by R. Rondo,,18,22
79,1,2:24.0,A. Davis misses 2-pt jump shot from 13 ft,,18,22
80,1,2:22.0,,Defensive rebound by D. Booker,18,22
81,1,2:15.0,,D. Booker makes 2-pt layup at rim,18,24
82,1,1:56.0,A. Bradley misses 3-pt jump shot from 22 ft,,18,24
83,1,1:53.0,,Defensive rebound by F. Kaminsky,18,24
84,1,1:36.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by T. Johnson),18,27
85,1,1:26.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,20,27
86,1,1:17.0,,C. Johnson misses 2-pt layup at rim,20,27
87,1,1:17.0,,Offensive rebound by Team,20,27
88,1,1:17.0,A. Caruso enters the game for A. Bradley,,20,27
89,1,1:17.0,,A. Baynes enters the game for D. Booker,20,27
90,1,1:07.0,,T. Johnson makes 2-pt jump shot from 6 ft,20,29
91,1,0:57.0,K. Kuzma makes 2-pt layup at rim (assist by R. Rondo),,22,29
92,1,0:45.0,,M. Bridges misses 2-pt layup from 2 ft,22,29
93,1,0:45.0,Defensive rebound by Team,,22,29
94,1,0:33.0,A. Davis misses 2-pt layup from 1 ft (block by M. Bridges),,22,29
95,1,0:31.0,,Defensive rebound by M. Bridges,22,29
96,1,0:27.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,22,29
97,1,0:22.0,Defensive rebound by R. Rondo,,22,29
98,1,0:19.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),,24,29
99,1,0:06.0,,Turnover by T. Johnson (bad pass; steal by A. Caruso),24,29
100,1,0:02.0,K. Kuzma makes 2-pt layup from 3 ft (assist by A. Caruso),,26,29
101,1,0:00.0,,C. Johnson misses 3-pt jump shot from 47 ft,26,29
102,1,0:00.0,,Offensive rebound by Team,26,29
103,2,11:48.0,Offensive foul by D. Howard (drawn by T. Johnson),,26,29
104,2,11:48.0,Turnover by D. Howard (offensive foul),,26,29
105,2,11:34.0,,C. Johnson misses 3-pt jump shot from 26 ft,26,29
106,2,11:31.0,Defensive rebound by R. Rondo,,26,29
107,2,11:21.0,L. James makes 2-pt jump shot from 12 ft (assist by R. Rondo),,28,29
108,2,11:09.0,,R. Rubio makes 2-pt layup from 2 ft (assist by A. Baynes),28,31
109,2,11:09.0,,Shooting foul by K. Kuzma (drawn by R. Rubio),28,31
110,2,11:09.0,,R. Rubio makes free throw 1 of 1,28,32
111,2,11:00.0,R. Rondo makes 3-pt jump shot from 26 ft (assist by L. James),,31,32
112,2,10:43.0,,Shooting foul by D. Howard (drawn by M. Bridges),31,32
113,2,10:43.0,,M. Bridges misses free throw 1 of 2,31,32
114,2,10:43.0,,Offensive rebound by Team,31,32
115,2,10:43.0,,M. Bridges makes free throw 2 of 2,31,33
116,2,10:37.0,L. James misses 2-pt layup from 1 ft,,31,33
117,2,10:35.0,,Defensive rebound by R. Rubio,31,33
118,2,10:23.0,,Shooting foul by K. Kuzma (drawn by A. Baynes),31,33
119,2,10:23.0,,A. Baynes misses free throw 1 of 2,31,33
120,2,10:23.0,,Offensive rebound by Team,31,33
121,2,10:23.0,,A. Baynes makes free throw 2 of 2,31,34
122,2,10:15.0,Offensive foul by D. Howard (drawn by C. Johnson),,31,34
123,2,10:15.0,Turnover by D. Howard (offensive foul),,31,34
124,2,9:58.0,,R. Rubio makes 2-pt jump shot from 19 ft,31,36
125,2,9:37.0,A. Caruso misses 2-pt jump shot from 15 ft,,31,36
126,2,9:34.0,,Defensive rebound by A. Baynes,31,36
