,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DENVER_ACTION,CHARLOTTE_SCORE,DENVER_SCORE
31,1,6:11.0,,J. Grant misses 2-pt layup from 3 ft,12,11
32,1,6:09.0,Defensive rebound by B. Biyombo,,12,11
33,1,5:56.0,P. Washington makes 2-pt jump shot from 4 ft (assist by N. Batum),,14,11
34,1,5:43.0,,T. Craig misses 3-pt jump shot from 22 ft,14,11
35,1,5:39.0,Defensive rebound by T. Rozier,,14,11
36,1,5:36.0,P. Washington makes 2-pt dunk from 1 ft (assist by T. Rozier),,16,11
37,1,5:36.0,,Denver full timeout,16,11
38,1,5:36.0,D. Bacon enters the game for D. Graham,,16,11
39,1,5:36.0,,M. Porter enters the game for W. Barton,16,11
40,1,5:17.0,,M. Porter misses 3-pt jump shot from 23 ft,16,11
41,1,5:14.0,Defensive rebound by B. Biyombo,,16,11
42,1,5:03.0,Offensive foul by P. Washington (drawn by J. Grant),,16,11
43,1,5:03.0,Turnover by P. Washington (offensive foul),,16,11
44,1,5:03.0,M. Williams enters the game for P. Washington,,16,11
45,1,4:56.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by N. Jokić),16,14
46,1,4:40.0,T. Rozier makes 3-pt jump shot from 24 ft,,19,14
47,1,4:24.0,,J. Murray misses 3-pt jump shot from 26 ft,19,14
48,1,4:22.0,Defensive rebound by Team,,19,14
49,1,4:22.0,,M. Morris enters the game for T. Craig,19,14
50,1,4:08.0,T. Rozier misses 2-pt layup from 5 ft (block by J. Grant),,19,14
51,1,4:07.0,,Defensive rebound by M. Porter,19,14
52,1,4:03.0,,M. Porter makes 2-pt layup from 2 ft,19,16
53,1,4:03.0,,Shooting foul by M. Williams (drawn by M. Porter),19,16
54,1,4:03.0,D. Graham enters the game for T. Rozier,,19,16
55,1,4:03.0,,M. Porter misses free throw 1 of 1,19,16
56,1,4:02.0,Defensive rebound by Team,,19,16
57,1,4:02.0,,Loose ball foul by M. Porter (drawn by N. Batum),19,16
58,1,3:42.0,D. Bacon misses 3-pt jump shot from 26 ft,,19,16
59,1,3:40.0,,Defensive rebound by Team,19,16
60,1,3:32.0,,Def 3 sec tech foul by Team,19,16
61,1,3:32.0,,J. Murray makes technical free throw,19,17
62,1,3:17.0,,J. Grant misses 2-pt layup from 4 ft (block by B. Biyombo),19,17
63,1,3:14.0,Defensive rebound by D. Bacon,,19,17
64,1,3:11.0,Turnover by B. Biyombo (traveling),,19,17
65,1,3:11.0,,M. Plumlee enters the game for N. Jokić,19,17
66,1,2:48.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),19,19
67,1,2:47.0,Charlotte full timeout,,19,19
68,1,2:47.0,,W. Barton enters the game for J. Murray,19,19
69,1,2:35.0,Offensive foul by D. Bacon (drawn by W. Barton),,19,19
70,1,2:35.0,Turnover by D. Bacon (offensive foul),,19,19
71,1,2:23.0,,M. Morris misses 2-pt jump shot from 13 ft,19,19
72,1,2:21.0,Defensive rebound by B. Biyombo,,19,19
73,1,2:21.0,,J. Hernangómez enters the game for J. Grant,19,19
74,1,2:02.0,D. Graham misses 3-pt jump shot from 24 ft,,19,19
75,1,1:59.0,,Defensive rebound by M. Porter,19,19
76,1,1:42.0,,M. Porter makes 2-pt layup from 2 ft (assist by M. Plumlee),19,21
77,1,1:42.0,,Shooting foul by D. Bacon (drawn by M. Porter),19,21
78,1,1:42.0,,M. Porter misses free throw 1 of 1,19,21
79,1,1:41.0,,Offensive rebound by Team,19,21
80,1,1:41.0,Loose ball foul by B. Biyombo (drawn by M. Plumlee),,19,21
81,1,1:41.0,,M. Plumlee misses free throw 1 of 2,19,21
82,1,1:41.0,,Offensive rebound by Team,19,21
83,1,1:41.0,,M. Plumlee makes free throw 2 of 2,19,22
84,1,1:40.0,,Technical foul by J. Borrego,19,22
85,1,1:40.0,,M. Morris makes technical free throw,19,23
86,1,1:27.0,B. Biyombo misses 2-pt layup from 1 ft,,19,23
87,1,1:24.0,Offensive rebound by B. Biyombo,,19,23
88,1,1:16.0,D. Bacon makes 2-pt layup from 1 ft (assist by N. Batum),,21,23
89,1,1:16.0,Shooting foul by M. Porter (drawn by D. Bacon),,21,23
90,1,1:16.0,W. Hernangómez enters the game for B. Biyombo,,21,23
91,1,1:16.0,D. Bacon misses free throw 1 of 1,,21,23
92,1,1:13.0,,Defensive rebound by J. Hernangómez,21,23
93,1,1:04.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by M. Porter),21,25
94,1,0:51.0,M. Williams misses 2-pt jump shot from 7 ft,,21,25
95,1,0:50.0,Offensive rebound by W. Hernangómez,,21,25
96,1,0:50.0,Personal foul by M. Plumlee (drawn by W. Hernangómez),,21,25
97,1,0:50.0,W. Hernangómez makes free throw 1 of 2,,22,25
98,1,0:50.0,M. Bridges enters the game for M. Williams,,22,25
99,1,0:50.0,W. Hernangómez makes free throw 2 of 2,,23,25
100,1,0:43.0,,M. Porter makes 2-pt layup from 2 ft,23,27
101,1,0:32.0,M. Bridges makes 2-pt layup from 3 ft (assist by D. Graham),,25,27
102,1,0:18.0,,Shooting foul by M. Bridges (drawn by M. Plumlee),25,27
103,1,0:18.0,,M. Plumlee misses free throw 1 of 2,25,27
104,1,0:18.0,,Offensive rebound by Team,25,27
105,1,0:18.0,T. Rozier enters the game for N. Batum,,25,27
106,1,0:18.0,,T. Craig enters the game for M. Porter,25,27
107,1,0:18.0,,M. Plumlee makes free throw 2 of 2,25,28
108,1,0:00.0,T. Rozier misses 2-pt jump shot from 16 ft,,25,28
109,1,0:00.0,Offensive rebound by Team,,25,28
110,2,11:47.0,M. Bridges misses 2-pt layup from 2 ft,,25,28
111,2,11:46.0,,Defensive rebound by M. Porter,25,28
112,2,11:40.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by J. Hernangómez),25,30
113,2,11:19.0,Turnover by M. Bridges (bad pass; steal by M. Porter),,25,30
114,2,11:14.0,,M. Morris misses 3-pt jump shot from 22 ft,25,30
115,2,11:12.0,Defensive rebound by M. Bridges,,25,30
116,2,11:04.0,M. Bridges makes 2-pt dunk from 1 ft (assist by T. Rozier),,27,30
117,2,10:54.0,,Personal foul by T. Rozier (drawn by M. Morris),27,30
118,2,10:45.0,,M. Porter makes 2-pt layup from 2 ft,27,32
119,2,10:30.0,M. Bridges makes 2-pt dunk from 1 ft (assist by T. Rozier),,29,32
120,2,10:16.0,,J. Hernangómez misses 2-pt dunk from 2 ft,29,32
121,2,10:15.0,Defensive rebound by M. Bridges,,29,32
122,2,10:11.0,T. Rozier misses 3-pt jump shot from 23 ft,,29,32
123,2,10:08.0,Offensive rebound by M. Bridges,,29,32
124,2,10:08.0,M. Bridges misses 2-pt layup from 8 ft,,29,32
125,2,10:06.0,,Defensive rebound by J. Hernangómez,29,32
126,2,10:01.0,,M. Porter makes 3-pt jump shot from 25 ft (assist by M. Beasley),29,35
127,2,9:47.0,D. Graham makes 3-pt jump shot from 27 ft (assist by D. Bacon),,32,35
128,2,9:28.0,,M. Porter makes 2-pt jump shot from 5 ft (assist by M. Morris),32,37
129,2,9:28.0,,Shooting foul by M. Bridges (drawn by M. Porter),32,37
130,2,9:28.0,N. Batum enters the game for D. Bacon,,32,37
131,2,9:28.0,,M. Porter makes free throw 1 of 1,32,38
132,2,9:13.0,Turnover by W. Hernangómez (lost ball; steal by M. Beasley),,32,38
133,2,9:04.0,,M. Porter makes 3-pt jump shot from 26 ft (assist by M. Plumlee),32,41
134,2,9:02.0,Charlotte full timeout,,32,41
135,2,9:02.0,P. Washington enters the game for D. Graham,,32,41
136,2,8:49.0,M. Bridges misses 2-pt jump shot from 9 ft,,32,41
137,2,8:47.0,Offensive rebound by M. Bridges,,32,41
138,2,8:45.0,M. Bridges misses 2-pt layup from 4 ft,,32,41
139,2,8:43.0,,Defensive rebound by M. Plumlee,32,41
140,2,8:37.0,,Turnover by J. Hernangómez (traveling),32,41
141,2,8:21.0,P. Washington makes 2-pt jump shot from 6 ft (assist by T. Rozier),,34,41
142,2,8:03.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by M. Beasley),34,43
143,2,7:44.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by T. Rozier),,37,43
144,2,7:23.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,37,43
145,2,7:21.0,,Offensive rebound by M. Plumlee,37,43
146,2,7:19.0,,Turnover by M. Plumlee (bad pass; steal by P. Washington),37,43
147,2,7:14.0,N. Batum misses 3-pt jump shot from 23 ft,,37,43
148,2,7:10.0,Offensive rebound by W. Hernangómez,,37,43
149,2,7:03.0,W. Hernangómez misses 3-pt jump shot from 25 ft,,37,43
150,2,7:00.0,,Defensive rebound by M. Morris,37,43
151,2,6:58.0,,Personal take foul by N. Batum (drawn by M. Morris),37,43
152,2,6:58.0,C. Zeller enters the game for W. Hernangómez,,37,43
153,2,6:58.0,,N. Jokić enters the game for M. Beasley,37,43
154,2,6:58.0,,J. Murray enters the game for M. Plumlee,37,43
155,2,6:44.0,,J. Murray misses 3-pt jump shot from 23 ft,37,43
156,2,6:41.0,Defensive rebound by P. Washington,,37,43
157,2,6:23.0,N. Batum misses 2-pt layup from 3 ft (block by M. Porter),,37,43
158,2,6:23.0,Offensive rebound by Team,,37,43
159,2,6:23.0,,J. Grant enters the game for J. Hernangómez,37,43
160,2,6:19.0,C. Zeller misses 2-pt layup from 3 ft,,37,43
161,2,6:15.0,Offensive rebound by T. Rozier,,37,43
162,2,6:10.0,C. Zeller makes 2-pt dunk from 1 ft (assist by N. Batum),,39,43
163,2,5:55.0,,J. Murray misses 2-pt jump shot from 20 ft,39,43
164,2,5:51.0,Defensive rebound by N. Batum,,39,43
165,2,5:46.0,Turnover by P. Washington (bad pass; steal by J. Murray),,39,43
166,2,5:35.0,,J. Grant misses 3-pt jump shot from 23 ft,39,43
167,2,5:32.0,,Offensive rebound by J. Grant,39,43
168,2,5:29.0,,N. Jokić misses 3-pt jump shot from 25 ft,39,43
169,2,5:26.0,Defensive rebound by N. Batum,,39,43
170,2,5:02.0,N. Batum misses 2-pt jump shot from 18 ft,,39,43
171,2,4:59.0,,Defensive rebound by M. Porter,39,43
172,2,4:55.0,,M. Porter misses 2-pt layup from 2 ft (block by M. Bridges),39,43
173,2,4:55.0,,Offensive rebound by Team,39,43
174,2,4:55.0,D. Graham enters the game for M. Bridges,,39,43
175,2,4:55.0,,W. Barton enters the game for M. Morris,39,43
176,2,4:55.0,,T. Craig enters the game for M. Porter,39,43
177,2,4:48.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),39,45
178,2,4:36.0,T. Rozier misses 3-pt jump shot from 25 ft,,39,45
179,2,4:34.0,,Defensive rebound by T. Craig,39,45
180,2,4:29.0,,W. Barton makes 3-pt jump shot from 25 ft,39,48
181,2,4:27.0,Charlotte full timeout,,39,48
182,2,4:27.0,D. Bacon enters the game for T. Rozier,,39,48
183,2,4:10.0,Personal foul by J. Grant (drawn by P. Washington),,39,48
184,2,3:59.0,D. Graham misses 3-pt jump shot from 25 ft (block by T. Craig),,39,48
185,2,3:58.0,,Defensive rebound by J. Grant,39,48
186,2,3:58.0,,Personal foul by D. Graham (drawn by J. Grant),39,48
187,2,3:45.0,,J. Murray misses 2-pt layup from 4 ft (block by C. Zeller),39,48
188,2,3:45.0,,Offensive rebound by Team,39,48
189,2,3:45.0,T. Rozier enters the game for N. Batum,,39,48
190,2,3:36.0,,J. Murray misses 2-pt layup from 4 ft,39,48
191,2,3:32.0,,Offensive rebound by N. Jokić,39,48
192,2,3:32.0,,N. Jokić makes 2-pt layup from 1 ft,39,50
193,2,3:14.0,D. Bacon misses 2-pt layup from 2 ft (block by W. Barton),,39,50
194,2,3:12.0,,Defensive rebound by N. Jokić,39,50
195,2,3:10.0,,T. Craig makes 2-pt layup from 1 ft (assist by N. Jokić),39,52
196,2,2:58.0,Personal foul by N. Jokić (drawn by D. Graham),,39,52
197,2,2:52.0,Turnover by P. Washington (bad pass),,39,52
198,2,2:42.0,,W. Barton misses 3-pt jump shot from 26 ft,39,52
199,2,2:38.0,Defensive rebound by D. Bacon,,39,52
200,2,2:25.0,C. Zeller misses 2-pt hook shot from 7 ft,,39,52
201,2,2:23.0,,Defensive rebound by W. Barton,39,52
202,2,2:18.0,,Offensive foul by N. Jokić (drawn by C. Zeller),39,52
203,2,2:18.0,,Turnover by N. Jokić (offensive foul),39,52
204,2,2:18.0,M. Bridges enters the game for D. Bacon,,39,52
205,2,2:04.0,D. Graham misses 2-pt jump shot from 17 ft,,39,52
206,2,2:01.0,,Defensive rebound by J. Murray,39,52
207,2,1:52.0,,Turnover by J. Murray (traveling),39,52
208,2,1:38.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by D. Graham),,42,52
209,2,1:32.0,,Denver full timeout,42,52
210,2,1:32.0,,M. Morris enters the game for J. Murray,42,52
211,2,1:17.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),42,55
212,2,1:02.0,M. Bridges misses 3-pt jump shot from 25 ft,,42,55
213,2,0:59.0,,Defensive rebound by J. Grant,42,55
214,2,0:48.0,,Shooting foul by P. Washington (drawn by W. Barton),42,55
215,2,0:48.0,,W. Barton makes free throw 1 of 2,42,56
216,2,0:48.0,M. Williams enters the game for P. Washington,,42,56
217,2,0:48.0,,M. Plumlee enters the game for N. Jokić,42,56
218,2,0:48.0,,W. Barton makes free throw 2 of 2,42,57
219,2,0:24.0,D. Graham misses 3-pt jump shot from 28 ft,,42,57
220,2,0:19.0,,Defensive rebound by W. Barton,42,57
221,2,0:00.0,,J. Grant misses 2-pt layup from 3 ft,42,57
222,2,0:00.0,,Offensive rebound by Team,42,57
223,3,11:36.0,C. Zeller misses 2-pt jump shot from 6 ft,,42,57
224,3,11:34.0,,Defensive rebound by W. Barton,42,57
225,3,11:28.0,,Personal foul by C. Zeller (drawn by N. Jokić),42,57
226,3,11:11.0,,W. Barton misses 3-pt jump shot from 25 ft,42,57
227,3,11:07.0,Defensive rebound by M. Bridges,,42,57
228,3,11:02.0,P. Washington makes 3-pt jump shot from 22 ft (assist by C. Zeller),,45,57
229,3,10:38.0,,T. Craig makes 2-pt layup from 1 ft (assist by W. Barton),45,59
230,3,10:18.0,Offensive foul by C. Zeller (drawn by N. Jokić),,45,59
231,3,10:18.0,Turnover by C. Zeller (offensive foul),,45,59
232,3,10:06.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by N. Jokić),45,62
233,3,9:39.0,Turnover by D. Graham (bad pass; steal by N. Jokić),,45,62
234,3,9:34.0,,J. Grant makes 2-pt dunk from 1 ft (assist by M. Morris),45,64
235,3,9:10.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by D. Graham),,48,64
236,3,8:53.0,,W. Barton makes 2-pt jump shot from 7 ft,48,66
237,3,8:41.0,M. Bridges misses 3-pt jump shot from 22 ft,,48,66
238,3,8:38.0,,Defensive rebound by N. Jokić,48,66
239,3,8:30.0,,J. Grant makes 2-pt jump shot from 9 ft,48,68
240,3,8:16.0,Shooting foul by T. Craig (drawn by C. Zeller),,48,68
241,3,8:16.0,C. Zeller misses free throw 1 of 2,,48,68
242,3,8:16.0,Offensive rebound by Team,,48,68
243,3,8:16.0,C. Zeller makes free throw 2 of 2,,49,68
244,3,7:53.0,,Turnover by Team (shot clock),49,68
245,3,7:38.0,C. Zeller makes 2-pt jump shot from 6 ft (assist by T. Rozier),,51,68
246,3,7:19.0,,Turnover by N. Jokić (bad pass; steal by C. Zeller),51,68
247,3,7:15.0,C. Zeller misses 2-pt layup from 2 ft (block by J. Grant),,51,68
248,3,7:12.0,,Defensive rebound by N. Jokić,51,68
249,3,7:03.0,,T. Craig misses 2-pt layup from 6 ft,51,68
250,3,6:59.0,Defensive rebound by P. Washington,,51,68
251,3,6:55.0,M. Bridges misses 2-pt layup from 4 ft (block by N. Jokić),,51,68
252,3,6:55.0,Offensive rebound by Team,,51,68
253,3,6:55.0,,Denver full timeout,51,68
254,3,6:48.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by P. Washington),,54,68
255,3,6:32.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by M. Morris),54,70
256,3,6:07.0,D. Graham makes 3-pt jump shot from 27 ft,,57,70
257,3,5:50.0,Violation by Team (kicked ball),,57,70
258,3,5:50.0,D. Bacon enters the game for M. Bridges,,57,70
259,3,5:50.0,N. Batum enters the game for D. Graham,,57,70
260,3,5:50.0,B. Biyombo enters the game for C. Zeller,,57,70
261,3,5:50.0,,M. Porter enters the game for W. Barton,57,70
262,3,5:35.0,,N. Jokić misses 2-pt jump shot from 17 ft,57,70
263,3,5:33.0,Defensive rebound by N. Batum,,57,70
264,3,5:18.0,P. Washington makes 2-pt hook shot from 6 ft,,59,70
265,3,5:07.0,,J. Grant makes 2-pt dunk from 1 ft (assist by T. Craig),59,72
266,3,5:07.0,,Shooting foul by P. Washington (drawn by J. Grant),59,72
267,3,5:07.0,M. Williams enters the game for P. Washington,,59,72
268,3,5:07.0,,J. Grant misses free throw 1 of 1,59,72
269,3,5:05.0,Defensive rebound by B. Biyombo,,59,72
270,3,4:51.0,B. Biyombo misses 2-pt jump shot from 5 ft,,59,72
271,3,4:49.0,,Defensive rebound by N. Jokić,59,72
272,3,4:46.0,,M. Morris misses 2-pt jump shot from 9 ft,59,72
273,3,4:42.0,Defensive rebound by N. Batum,,59,72
274,3,4:35.0,T. Rozier makes 2-pt jump shot from 9 ft (assist by N. Batum),,61,72
275,3,4:34.0,,Denver full timeout,61,72
276,3,4:34.0,,P. Dozier enters the game for M. Morris,61,72
277,3,4:15.0,,N. Jokić misses 2-pt layup from 2 ft (block by B. Biyombo),61,72
278,3,4:11.0,Defensive rebound by M. Williams,,61,72
279,3,4:10.0,Personal foul by P. Dozier (drawn by B. Biyombo),,61,72
280,3,4:02.0,M. Williams misses 3-pt jump shot from 24 ft,,61,72
281,3,3:58.0,,Defensive rebound by J. Grant,61,72
282,3,3:43.0,,Turnover by N. Jokić (bad pass),61,72
283,3,3:25.0,B. Biyombo misses 2-pt hook shot from 9 ft (block by N. Jokić),,61,72
284,3,3:23.0,,Defensive rebound by P. Dozier,61,72
285,3,3:20.0,,M. Porter misses 2-pt layup from 3 ft (block by B. Biyombo),61,72
286,3,3:17.0,Defensive rebound by N. Batum,,61,72
287,3,3:11.0,B. Biyombo makes 2-pt layup from 1 ft (assist by N. Batum),,63,72
288,3,2:55.0,,P. Dozier makes 2-pt layup from 2 ft (assist by N. Jokić),63,74
289,3,2:35.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by D. Bacon),,66,74
290,3,2:22.0,,Offensive foul by N. Jokić (drawn by T. Rozier),66,74
291,3,2:22.0,,Turnover by N. Jokić (offensive foul),66,74
292,3,2:22.0,D. Graham enters the game for T. Rozier,,66,74
293,3,2:22.0,,W. Barton enters the game for T. Craig,66,74
294,3,2:22.0,,J. Hernangómez enters the game for J. Grant,66,74
295,3,2:22.0,,M. Plumlee enters the game for N. Jokić,66,74
296,3,2:11.0,M. Williams misses 3-pt jump shot from 25 ft,,66,74
297,3,2:08.0,,Defensive rebound by M. Porter,66,74
298,3,2:00.0,,Personal foul by M. Williams (drawn by M. Plumlee),66,74
299,3,1:54.0,,M. Porter misses 3-pt jump shot from 25 ft,66,74
300,3,1:53.0,,Offensive rebound by Team,66,74
301,3,1:53.0,Loose ball foul by B. Biyombo (drawn by M. Plumlee),,66,74
302,3,1:53.0,,M. Plumlee misses free throw 1 of 2,66,74
303,3,1:53.0,,Offensive rebound by Team,66,74
304,3,1:53.0,,M. Plumlee misses free throw 2 of 2,66,74
305,3,1:51.0,Defensive rebound by N. Batum,,66,74
306,3,1:35.0,D. Graham makes 3-pt jump shot from 25 ft (assist by D. Bacon),,69,74
307,3,1:18.0,,J. Hernangómez misses 2-pt layup from 2 ft,69,74
308,3,1:18.0,Defensive rebound by Team,,69,74
309,3,1:02.0,D. Graham misses 3-pt jump shot from 26 ft,,69,74
310,3,1:00.0,,Defensive rebound by M. Porter,69,74
311,3,0:54.0,,M. Porter misses 3-pt jump shot from 25 ft,69,74
312,3,0:50.0,Defensive rebound by D. Graham,,69,74
313,3,0:41.0,B. Biyombo misses 2-pt layup from 3 ft,,69,74
314,3,0:41.0,Offensive rebound by Team,,69,74
315,3,0:29.0,D. Bacon misses 3-pt jump shot from 26 ft,,69,74
316,3,0:26.0,,Defensive rebound by M. Plumlee,69,74
317,3,0:04.0,,P. Dozier misses 3-pt jump shot from 25 ft,69,74
318,3,0:04.0,Defensive rebound by M. Williams,,69,74
319,3,0:00.0,M. Williams misses 3-pt jump shot from 45 ft,,69,74
320,3,0:00.0,Offensive rebound by Team,,69,74
321,4,11:48.0,,P. Dozier makes 2-pt jump shot from 4 ft,69,76
322,4,11:29.0,M. Bridges misses 2-pt layup from 3 ft,,69,76
323,4,11:28.0,,Defensive rebound by M. Porter,69,76
324,4,11:19.0,,Personal foul by C. Zeller (drawn by J. Hernangómez),69,76
325,4,11:09.0,,P. Dozier makes 3-pt jump shot from 25 ft (assist by W. Barton),69,79
326,4,10:55.0,N. Batum misses 3-pt jump shot from 25 ft,,69,79
327,4,10:52.0,Offensive rebound by N. Batum,,69,79
328,4,10:49.0,D. Graham makes 2-pt layup from 2 ft (assist by N. Batum),,71,79
329,4,10:32.0,,M. Porter misses 2-pt layup from 2 ft (block by C. Zeller),71,79
330,4,10:32.0,,Offensive rebound by Team,71,79
331,4,10:24.0,,M. Plumlee misses 2-pt hook shot from 4 ft,71,79
332,4,10:23.0,,Offensive rebound by Team,71,79
333,4,10:23.0,Loose ball foul by C. Zeller (drawn by M. Plumlee),,71,79
334,4,10:15.0,,W. Barton misses 3-pt jump shot from 24 ft,71,79
335,4,10:12.0,Defensive rebound by D. Bacon,,71,79
336,4,9:51.0,D. Bacon misses 3-pt jump shot from 26 ft,,71,79
337,4,9:46.0,,Defensive rebound by P. Dozier,71,79
338,4,9:42.0,,P. Dozier makes 2-pt layup from 3 ft,71,81
339,4,9:18.0,M. Bridges misses 3-pt jump shot from 26 ft,,71,81
340,4,9:14.0,,Defensive rebound by P. Dozier,71,81
341,4,9:12.0,,Shooting foul by M. Bridges (drawn by M. Plumlee),71,81
342,4,9:12.0,,M. Plumlee makes free throw 1 of 2,71,82
343,4,9:12.0,T. Rozier enters the game for N. Batum,,71,82
344,4,9:12.0,P. Washington enters the game for M. Bridges,,71,82
345,4,9:12.0,,M. Plumlee misses free throw 2 of 2,71,82
346,4,9:11.0,,Offensive rebound by Team,71,82
347,4,9:05.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by P. Dozier),71,84
348,4,9:05.0,Charlotte full timeout,,71,84
349,4,9:05.0,B. Biyombo enters the game for C. Zeller,,71,84
350,4,8:43.0,T. Rozier misses 2-pt layup from 4 ft,,71,84
351,4,8:40.0,,Defensive rebound by P. Dozier,71,84
352,4,8:30.0,,W. Barton misses 2-pt jump shot from 12 ft,71,84
353,4,8:28.0,Defensive rebound by Team,,71,84
354,4,8:07.0,P. Washington misses 2-pt layup from 2 ft,,71,84
355,4,8:05.0,,Defensive rebound by M. Plumlee,71,84
356,4,7:52.0,,M. Plumlee misses 2-pt dunk at rim,71,84
357,4,7:47.0,Defensive rebound by D. Graham,,71,84
358,4,7:46.0,T. Rozier misses 3-pt jump shot from 26 ft,,71,84
359,4,7:43.0,,Defensive rebound by M. Plumlee,71,84
360,4,7:25.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Barton),71,86
361,4,7:08.0,Shooting foul by P. Dozier (drawn by D. Graham),,71,86
362,4,7:08.0,D. Graham makes free throw 1 of 2,,72,86
363,4,7:08.0,D. Graham misses free throw 2 of 2,,72,86
364,4,7:06.0,,Defensive rebound by J. Hernangómez,72,86
365,4,6:47.0,,P. Dozier makes 3-pt jump shot from 26 ft,72,89
366,4,6:40.0,Personal foul by P. Dozier (drawn by B. Biyombo),,72,89
367,4,6:40.0,,N. Jokić enters the game for M. Plumlee,72,89
368,4,6:30.0,Turnover by B. Biyombo (lost ball; steal by M. Porter),,72,89
369,4,6:28.0,,Shooting foul by D. Bacon (drawn by M. Porter),72,89
370,4,6:28.0,,M. Porter makes free throw 1 of 2,72,90
371,4,6:28.0,M. Bridges enters the game for D. Bacon,,72,90
372,4,6:28.0,,J. Grant enters the game for J. Hernangómez,72,90
373,4,6:28.0,,M. Porter makes free throw 2 of 2,72,91
374,4,6:03.0,Turnover by M. Bridges (lost ball; steal by W. Barton),,72,91
375,4,5:56.0,,Offensive foul by J. Grant (drawn by D. Graham),72,91
376,4,5:56.0,,Turnover by J. Grant (offensive foul),72,91
377,4,5:56.0,,T. Craig enters the game for W. Barton,72,91
378,4,5:47.0,Personal foul by P. Dozier (drawn by T. Rozier),,72,91
379,4,5:47.0,,M. Morris enters the game for P. Dozier,72,91
380,4,5:47.0,Turnover by M. Bridges (inbound),,72,91
381,4,5:43.0,,Denver full timeout,72,91
382,4,5:43.0,,Technical foul by M. Bridges,72,91
383,4,5:43.0,,Technical foul by T. Rozier,72,91
384,4,5:43.0,,N. Jokić makes technical free throw,72,92
385,4,5:43.0,,N. Jokić makes technical free throw,72,93
386,4,5:29.0,,T. Craig misses 2-pt jump shot from 19 ft,72,93
387,4,5:26.0,Defensive rebound by B. Biyombo,,72,93
