,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
0,1,11:47.0,,N. Batum misses 2-pt jump shot from 18 ft,0,0
1,1,11:43.0,Defensive rebound by G. Antetokounmpo,,0,0
2,1,11:20.0,B. Lopez misses 2-pt layup from 6 ft,,0,0
3,1,11:18.0,,Defensive rebound by D. Graham,0,0
4,1,11:04.0,,T. Rozier makes 2-pt jump shot from 7 ft (assist by P. Washington),0,2
5,1,10:53.0,Turnover by E. Bledsoe (bad pass),,0,2
6,1,10:35.0,,C. Zeller misses 3-pt jump shot from 24 ft,0,2
7,1,10:32.0,Defensive rebound by G. Antetokounmpo,,0,2
8,1,10:24.0,Turnover by E. Bledsoe (lost ball; steal by C. Zeller),,0,2
9,1,10:18.0,,C. Zeller misses 3-pt jump shot from 27 ft,0,2
10,1,10:15.0,Defensive rebound by G. Antetokounmpo,,0,2
11,1,10:09.0,K. Middleton misses 3-pt jump shot from 23 ft,,0,2
12,1,10:06.0,,Defensive rebound by N. Batum,0,2
13,1,9:54.0,,D. Graham misses 2-pt jump shot from 10 ft (block by E. Bledsoe),0,2
14,1,9:51.0,Defensive rebound by K. Middleton,,0,2
15,1,9:50.0,Personal foul by P. Washington (drawn by G. Antetokounmpo),,0,2
16,1,9:43.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,2,2
17,1,9:23.0,,D. Graham makes 3-pt jump shot from 27 ft (assist by P. Washington),2,5
18,1,9:08.0,E. Bledsoe makes 2-pt layup from 1 ft,,4,5
19,1,9:00.0,,C. Zeller misses 2-pt dunk from 2 ft (block by B. Lopez),4,5
20,1,9:00.0,Defensive rebound by Team,,4,5
21,1,8:48.0,K. Middleton misses 3-pt jump shot from 29 ft,,4,5
22,1,8:44.0,,Defensive rebound by N. Batum,4,5
23,1,8:30.0,,D. Graham makes 3-pt jump shot from 26 ft (assist by T. Rozier),4,8
24,1,8:30.0,,Shooting foul by W. Matthews (drawn by D. Graham),4,8
25,1,8:30.0,,D. Graham makes free throw 1 of 1,4,9
26,1,8:18.0,Turnover by B. Lopez (lost ball; steal by D. Graham),,4,9
27,1,8:13.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by N. Batum),4,12
28,1,8:11.0,Milwaukee full timeout,,4,12
29,1,7:59.0,E. Bledsoe makes 2-pt layup from 2 ft,,6,12
30,1,7:45.0,,D. Graham misses 3-pt jump shot from 26 ft,6,12
31,1,7:43.0,Defensive rebound by K. Middleton,,6,12
32,1,7:29.0,B. Lopez makes 2-pt hook shot from 4 ft (assist by G. Antetokounmpo),,8,12
33,1,7:19.0,,C. Zeller makes 2-pt layup from 3 ft (assist by D. Graham),8,14
34,1,7:19.0,,Shooting foul by G. Antetokounmpo (drawn by C. Zeller),8,14
35,1,7:19.0,,C. Zeller makes free throw 1 of 1,8,15
36,1,7:09.0,B. Lopez makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),,11,15
37,1,6:50.0,,T. Rozier misses 3-pt jump shot from 30 ft,11,15
38,1,6:47.0,Defensive rebound by G. Antetokounmpo,,11,15
39,1,6:41.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,11,15
40,1,6:39.0,,Defensive rebound by D. Graham,11,15
41,1,6:37.0,,Turnover by D. Graham (bad pass),11,15
42,1,6:37.0,,M. Monk enters the game for T. Rozier,11,15
43,1,6:29.0,Personal foul by P. Washington (drawn by G. Antetokounmpo),,11,15
44,1,6:29.0,,M. Williams enters the game for P. Washington,11,15
45,1,6:26.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by C. Zeller),,11,15
46,1,6:23.0,,Defensive rebound by D. Graham,11,15
47,1,6:08.0,,C. Zeller misses 2-pt layup from 2 ft,11,15
48,1,6:05.0,,Offensive rebound by N. Batum,11,15
49,1,6:05.0,,N. Batum makes 2-pt layup at rim,11,17
50,1,6:02.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,11,17
51,1,5:58.0,,Defensive rebound by D. Graham,11,17
52,1,5:45.0,,C. Zeller makes 2-pt jump shot from 4 ft (assist by M. Monk),11,19
53,1,5:26.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,14,19
54,1,4:59.0,,N. Batum misses 3-pt jump shot from 26 ft,14,19
55,1,4:56.0,Defensive rebound by G. Antetokounmpo,,14,19
56,1,4:51.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,16,19
57,1,4:33.0,,Personal foul by E. Bledsoe (drawn by D. Graham),16,19
58,1,4:33.0,D. DiVincenzo enters the game for G. Antetokounmpo,,16,19
59,1,4:33.0,G. Hill enters the game for E. Bledsoe,,16,19
60,1,4:33.0,E. İlyasova enters the game for W. Matthews,,16,19
61,1,4:33.0,,B. Biyombo enters the game for N. Batum,16,19
62,1,4:33.0,,M. Bridges enters the game for C. Zeller,16,19
63,1,4:26.0,,M. Monk misses 2-pt jump shot from 3 ft,16,19
64,1,4:24.0,,Offensive rebound by B. Biyombo,16,19
65,1,4:23.0,,Turnover by B. Biyombo (lost ball; steal by D. DiVincenzo),16,19
66,1,4:20.0,Personal foul by M. Bridges (drawn by G. Hill),,16,19
67,1,4:20.0,K. Korver enters the game for K. Middleton,,16,19
68,1,4:08.0,Turnover by G. Hill (bad pass; steal by M. Williams),,16,19
69,1,4:02.0,,M. Monk makes 3-pt jump shot from 23 ft (assist by D. Graham),16,22
70,1,3:45.0,K. Korver misses 3-pt jump shot from 23 ft,,16,22
71,1,3:42.0,Offensive rebound by K. Korver,,16,22
72,1,3:41.0,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Korver),,18,22
73,1,3:30.0,,M. Monk makes 2-pt layup from 3 ft,18,24
74,1,3:21.0,D. DiVincenzo misses 3-pt jump shot from 27 ft,,18,24
75,1,3:18.0,,Defensive rebound by B. Biyombo,18,24
76,1,3:11.0,,D. Graham makes 3-pt jump shot from 25 ft,18,27
77,1,2:54.0,B. Lopez misses 3-pt jump shot from 26 ft,,18,27
78,1,2:51.0,,Defensive rebound by M. Bridges,18,27
79,1,2:38.0,,M. Bridges misses 2-pt jump shot from 12 ft,18,27
80,1,2:36.0,Defensive rebound by K. Korver,,18,27
81,1,2:26.0,G. Hill makes 3-pt jump shot from 26 ft (assist by B. Lopez),,21,27
82,1,2:24.0,,Charlotte full timeout,21,27
83,1,2:24.0,D. Bender enters the game for B. Lopez,,21,27
84,1,2:24.0,,T. Rozier enters the game for D. Graham,21,27
85,1,2:02.0,,B. Biyombo misses 2-pt layup from 5 ft (block by D. Bender),21,27
86,1,1:59.0,,Offensive rebound by B. Biyombo,21,27
87,1,1:58.0,,B. Biyombo misses 2-pt layup from 7 ft,21,27
88,1,1:58.0,Defensive rebound by D. Bender,,21,27
89,1,1:53.0,E. İlyasova misses 3-pt jump shot from 25 ft,,21,27
90,1,1:50.0,,Defensive rebound by T. Rozier,21,27
91,1,1:49.0,,T. Rozier makes 2-pt layup from 4 ft,21,29
92,1,1:49.0,Violation by Team (def goaltending),,21,29
93,1,1:25.0,G. Hill makes 2-pt jump shot from 11 ft,,23,29
94,1,1:04.0,,B. Biyombo misses 2-pt layup from 3 ft (block by K. Korver),23,29
95,1,1:02.0,Defensive rebound by K. Korver,,23,29
96,1,0:57.0,Turnover by D. DiVincenzo (out of bounds lost ball),,23,29
97,1,0:57.0,,W. Hernangómez enters the game for B. Biyombo,23,29
98,1,0:44.0,,Shooting foul by D. DiVincenzo (drawn by M. Monk),23,29
99,1,0:44.0,,M. Monk makes free throw 1 of 3,23,30
100,1,0:44.0,,M. Monk misses free throw 2 of 3,23,30
101,1,0:44.0,,Offensive rebound by Team,23,30
102,1,0:44.0,G. Antetokounmpo enters the game for E. İlyasova,,23,30
103,1,0:44.0,,M. Monk makes free throw 3 of 3,23,31
104,1,0:31.0,Offensive foul by G. Antetokounmpo (drawn by W. Hernangómez),,23,31
105,1,0:31.0,Turnover by G. Antetokounmpo (offensive foul),,23,31
