,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
28,1,8:59.0,J. Harris makes 3-pt jump shot from 25 ft,,8,3
29,1,8:45.0,,S. Napier misses 3-pt jump shot from 25 ft,8,3
30,1,8:40.0,Defensive rebound by J. Allen,,8,3
31,1,8:35.0,S. Dinwiddie misses 2-pt layup from 1 ft,,8,3
32,1,8:32.0,,Defensive rebound by G. Dieng,8,3
33,1,8:28.0,,S. Napier makes 2-pt layup from 1 ft,8,5
34,1,8:10.0,T. Prince misses 2-pt layup from 2 ft,,8,5
35,1,8:08.0,,Defensive rebound by J. Culver,8,5
36,1,8:01.0,,J. Culver makes 3-pt jump shot from 25 ft (assist by S. Napier),8,8
37,1,7:43.0,J. Allen makes 2-pt layup at rim (assist by S. Dinwiddie),,10,8
38,1,7:33.0,,J. Culver misses 2-pt layup from 1 ft,10,8
39,1,7:30.0,Defensive rebound by G. Temple,,10,8
40,1,7:27.0,G. Temple makes 2-pt layup from 2 ft,,12,8
41,1,7:27.0,,Violation by Team (def goaltending),12,8
42,1,7:11.0,,J. Culver misses 3-pt jump shot from 25 ft,12,8
43,1,7:09.0,Defensive rebound by Team,,12,8
44,1,6:52.0,J. Harris misses 3-pt jump shot from 25 ft,,12,8
45,1,6:49.0,,Defensive rebound by R. Covington,12,8
46,1,6:43.0,,S. Napier misses 2-pt jump shot from 12 ft,12,8
47,1,6:40.0,Defensive rebound by G. Temple,,12,8
48,1,6:33.0,J. Harris misses 2-pt layup from 2 ft (block by K. Martin),,12,8
49,1,6:32.0,,Defensive rebound by R. Covington,12,8
50,1,6:20.0,,S. Napier makes 3-pt jump shot from 25 ft,12,11
51,1,6:07.0,S. Dinwiddie makes 2-pt layup from 1 ft,,14,11
52,1,5:56.0,,J. Culver misses 3-pt jump shot from 25 ft,14,11
53,1,5:51.0,Defensive rebound by J. Allen,,14,11
54,1,5:45.0,S. Dinwiddie misses 2-pt jump shot from 9 ft,,14,11
55,1,5:42.0,,Defensive rebound by J. Culver,14,11
56,1,5:39.0,,J. Culver misses 2-pt layup from 3 ft (block by T. Prince),14,11
57,1,5:39.0,,Offensive rebound by Team,14,11
58,1,5:39.0,,Minnesota full timeout,14,11
59,1,5:39.0,T. Luwawu-Cabarrot enters the game for G. Temple,,14,11
60,1,5:39.0,,K. Bates-Diop enters the game for R. Covington,14,11
61,1,5:39.0,,J. Okogie enters the game for G. Dieng,14,11
62,1,5:39.0,,N. Reid enters the game for K. Martin,14,11
63,1,5:39.0,,J. Teague enters the game for S. Napier,14,11
64,1,5:24.0,,J. Teague makes 2-pt jump shot from 8 ft,14,13
65,1,5:04.0,S. Dinwiddie misses 3-pt jump shot from 26 ft (block by K. Bates-Diop),,14,13
66,1,5:00.0,,Defensive rebound by J. Okogie,14,13
67,1,4:53.0,,N. Reid misses 2-pt layup from 1 ft,14,13
68,1,4:53.0,,Offensive rebound by Team,14,13
69,1,4:53.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by N. Reid),,14,13
70,1,4:53.0,W. Chandler enters the game for J. Allen,,14,13
71,1,4:53.0,D. Jordan enters the game for T. Prince,,14,13
72,1,4:46.0,,J. Culver misses 3-pt jump shot from 25 ft,14,13
73,1,4:43.0,Defensive rebound by W. Chandler,,14,13
74,1,4:33.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Jordan),,16,13
75,1,4:16.0,,N. Reid misses 3-pt jump shot from 25 ft,16,13
76,1,4:16.0,Defensive rebound by D. Jordan,,16,13
77,1,4:07.0,S. Dinwiddie makes 2-pt layup from 2 ft,,18,13
78,1,3:49.0,,Turnover by J. Teague (bad pass),18,13
79,1,3:49.0,R. Kurucs enters the game for J. Harris,,18,13
80,1,3:43.0,R. Kurucs makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,20,13
81,1,3:28.0,,J. Teague misses 2-pt layup from 10 ft (block by D. Jordan),20,13
82,1,3:26.0,Defensive rebound by T. Luwawu-Cabarrot,,20,13
83,1,3:20.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft,,22,13
84,1,3:01.0,,N. Reid makes 3-pt jump shot from 26 ft (assist by J. Teague),22,16
85,1,2:42.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by J. Culver),,22,16
86,1,2:40.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Bates-Diop),22,16
87,1,2:40.0,Brooklyn full timeout,,22,16
88,1,2:40.0,G. Temple enters the game for S. Dinwiddie,,22,16
89,1,2:40.0,,K. Martin enters the game for J. Culver,22,16
90,1,2:40.0,,K. Bates-Diop makes free throw 1 of 2,22,17
91,1,2:40.0,,K. Bates-Diop makes free throw 2 of 2,22,18
92,1,2:22.0,W. Chandler makes 2-pt jump shot from 16 ft (assist by G. Temple),,24,18
93,1,2:12.0,,Offensive foul by N. Reid (drawn by G. Temple),24,18
94,1,2:12.0,,Turnover by N. Reid (offensive foul),24,18
95,1,2:04.0,G. Temple misses 3-pt jump shot from 23 ft,,24,18
96,1,2:01.0,,Defensive rebound by N. Reid,24,18
97,1,1:52.0,,J. Teague makes 2-pt layup from 1 ft,24,20
98,1,1:43.0,Turnover by G. Temple (bad pass; steal by K. Bates-Diop),,24,20
99,1,1:37.0,,K. Bates-Diop makes 2-pt layup from 1 ft (assist by J. Okogie),24,22
100,1,1:25.0,D. Jordan makes 2-pt dunk from 1 ft (assist by G. Temple),,26,22
101,1,1:12.0,,K. Martin misses 3-pt jump shot from 24 ft,26,22
102,1,1:09.0,Defensive rebound by D. Jordan,,26,22
103,1,1:02.0,G. Temple misses 3-pt jump shot from 24 ft,,26,22
104,1,0:58.0,,Defensive rebound by K. Martin,26,22
105,1,0:51.0,,N. Reid misses 3-pt jump shot from 25 ft,26,22
106,1,0:48.0,Defensive rebound by W. Chandler,,26,22
107,1,0:38.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by R. Kurucs),,29,22
108,1,0:32.0,,Shooting foul by R. Kurucs (drawn by J. Teague),29,22
109,1,0:32.0,,J. Teague makes free throw 1 of 2,29,23
110,1,0:32.0,S. Dinwiddie enters the game for R. Kurucs,,29,23
111,1,0:32.0,J. Harris enters the game for T. Luwawu-Cabarrot,,29,23
112,1,0:32.0,,J. Teague makes free throw 2 of 2,29,24
113,1,0:23.0,S. Dinwiddie misses 2-pt layup from 1 ft,,29,24
114,1,0:21.0,,Defensive rebound by K. Martin,29,24
115,1,0:00.0,,K. Bates-Diop makes 3-pt jump shot from 26 ft (assist by N. Reid),29,27
116,1,0:00.0,,Instant Replay (Request: Ruling Stands),29,27
117,2,11:38.0,,J. Teague misses 2-pt layup from 1 ft,29,27
118,2,11:35.0,Defensive rebound by T. Luwawu-Cabarrot,,29,27
119,2,11:31.0,R. Kurucs misses 3-pt jump shot from 25 ft,,29,27
120,2,11:28.0,,Defensive rebound by N. Reid,29,27
121,2,11:21.0,,N. Reid misses 2-pt hook shot from 7 ft,29,27
122,2,11:17.0,Defensive rebound by W. Chandler,,29,27
123,2,11:06.0,G. Temple makes 2-pt layup from 1 ft,,31,27
124,2,10:54.0,,J. Teague misses 2-pt jump shot from 22 ft,31,27
125,2,10:48.0,Defensive rebound by D. Jordan,,31,27
126,2,10:39.0,G. Temple misses 2-pt jump shot from 15 ft,,31,27
127,2,10:36.0,,Defensive rebound by K. Bates-Diop,31,27
128,2,10:28.0,,J. Okogie misses 3-pt jump shot from 25 ft,31,27
129,2,10:25.0,Defensive rebound by D. Jordan,,31,27
130,2,10:13.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by D. Jordan),,34,27
131,2,9:49.0,,N. Reid makes 2-pt hook shot from 5 ft,34,29
132,2,9:32.0,G. Temple misses 3-pt jump shot from 24 ft,,34,29
133,2,9:30.0,,Defensive rebound by K. Martin,34,29
134,2,9:21.0,,N. Reid makes 3-pt jump shot from 27 ft (assist by J. Teague),34,32
135,2,9:19.0,Brooklyn full timeout,,34,32
136,2,9:19.0,S. Dinwiddie enters the game for R. Kurucs,,34,32
137,2,9:19.0,J. Harris enters the game for T. Luwawu-Cabarrot,,34,32
138,2,9:19.0,,R. Covington enters the game for K. Bates-Diop,34,32
139,2,9:02.0,S. Dinwiddie misses 2-pt jump shot from 10 ft,,34,32
140,2,9:01.0,,Defensive rebound by Team,34,32
141,2,9:01.0,Loose ball foul by D. Jordan (drawn by N. Reid),,34,32
142,2,8:51.0,,N. Reid misses 3-pt jump shot from 26 ft,34,32
143,2,8:48.0,Defensive rebound by G. Temple,,34,32
144,2,8:46.0,Personal foul by N. Reid (drawn by D. Jordan),,34,32
145,2,8:46.0,T. Prince enters the game for W. Chandler,,34,32
146,2,8:46.0,,G. Dieng enters the game for N. Reid,34,32
147,2,8:46.0,,S. Napier enters the game for J. Teague,34,32
148,2,8:34.0,J. Harris makes 2-pt jump shot from 21 ft (assist by D. Jordan),,36,32
149,2,8:24.0,,G. Dieng misses 3-pt jump shot from 25 ft,36,32
150,2,8:20.0,Defensive rebound by J. Harris,,36,32
151,2,8:16.0,T. Prince misses 3-pt jump shot from 27 ft,,36,32
152,2,8:12.0,,Defensive rebound by G. Dieng,36,32
153,2,7:59.0,,R. Covington misses 2-pt layup from 1 ft,36,32
154,2,7:57.0,Defensive rebound by T. Prince,,36,32
155,2,7:44.0,T. Prince misses 2-pt jump shot from 11 ft (block by R. Covington),,36,32
156,2,7:41.0,Offensive rebound by T. Prince,,36,32
157,2,7:36.0,T. Prince misses 3-pt jump shot from 26 ft,,36,32
158,2,7:32.0,,Defensive rebound by G. Dieng,36,32
159,2,7:14.0,,J. Okogie misses 2-pt jump shot from 8 ft,36,32
160,2,7:12.0,Defensive rebound by D. Jordan,,36,32
161,2,7:07.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,36,32
162,2,7:01.0,,Defensive rebound by K. Martin,36,32
163,2,6:52.0,,Shooting foul by G. Temple (drawn by S. Napier),36,32
164,2,6:52.0,Brooklyn full timeout,,36,32
165,2,6:52.0,,S. Napier makes free throw 1 of 2,36,33
166,2,6:52.0,,J. Culver enters the game for J. Okogie,36,33
167,2,6:52.0,,S. Napier misses free throw 2 of 2,36,33
168,2,6:49.0,Defensive rebound by T. Prince,,36,33
169,2,6:29.0,S. Dinwiddie misses 2-pt layup from 3 ft,,36,33
170,2,6:26.0,Offensive rebound by D. Jordan,,36,33
171,2,6:26.0,D. Jordan misses 2-pt layup at rim,,36,33
172,2,6:24.0,,Defensive rebound by G. Dieng,36,33
173,2,6:21.0,,S. Napier misses 3-pt jump shot from 26 ft,36,33
174,2,6:18.0,Defensive rebound by D. Jordan,,36,33
175,2,6:12.0,S. Dinwiddie makes 2-pt layup from 3 ft (assist by G. Temple),,38,33
176,2,6:12.0,Shooting foul by G. Dieng (drawn by S. Dinwiddie),,38,33
177,2,6:12.0,J. Allen enters the game for D. Jordan,,38,33
178,2,6:12.0,,K. Bates-Diop enters the game for K. Martin,38,33
179,2,6:12.0,S. Dinwiddie makes free throw 1 of 1,,39,33
180,2,5:54.0,,G. Dieng makes 2-pt jump shot from 20 ft,39,35
181,2,5:44.0,Personal foul by R. Covington (drawn by J. Allen),,39,35
182,2,5:37.0,Offensive foul by J. Allen (drawn by J. Culver),,39,35
183,2,5:37.0,Turnover by J. Allen (offensive foul),,39,35
184,2,5:37.0,W. Chandler enters the game for G. Temple,,39,35
185,2,5:25.0,,J. Culver makes 2-pt jump shot from 13 ft,39,37
186,2,5:14.0,S. Dinwiddie makes 2-pt layup from 1 ft,,41,37
187,2,4:58.0,,Turnover by S. Napier (bad pass),41,37
188,2,4:43.0,W. Chandler misses 2-pt jump shot from 13 ft (block by K. Bates-Diop),,41,37
189,2,4:39.0,,Defensive rebound by G. Dieng,41,37
190,2,4:32.0,,S. Napier makes 2-pt layup at rim,41,39
191,2,4:24.0,S. Dinwiddie misses 2-pt layup from 4 ft,,41,39
192,2,4:22.0,,Defensive rebound by K. Bates-Diop,41,39
193,2,4:18.0,,K. Bates-Diop misses 3-pt jump shot from 26 ft,41,39
194,2,4:14.0,Defensive rebound by W. Chandler,,41,39
195,2,4:09.0,T. Prince makes 3-pt jump shot from 25 ft,,44,39
196,2,4:07.0,,Minnesota full timeout,44,39
197,2,4:07.0,,J. Teague enters the game for S. Napier,44,39
198,2,3:48.0,,R. Covington makes 3-pt jump shot from 30 ft (assist by J. Teague),44,42
199,2,3:34.0,T. Prince makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,47,42
200,2,3:20.0,,J. Culver misses 2-pt layup from 2 ft,47,42
201,2,3:17.0,,Offensive rebound by G. Dieng,47,42
202,2,3:17.0,,G. Dieng misses 2-pt layup from 1 ft,47,42
203,2,3:16.0,Defensive rebound by S. Dinwiddie,,47,42
204,2,3:10.0,Shooting foul by K. Bates-Diop (drawn by S. Dinwiddie),,47,42
205,2,3:10.0,S. Dinwiddie misses free throw 1 of 2,,47,42
206,2,3:10.0,Offensive rebound by Team,,47,42
207,2,3:10.0,S. Dinwiddie makes free throw 2 of 2,,48,42
208,2,2:44.0,,J. Teague misses 2-pt jump shot from 23 ft,48,42
209,2,2:42.0,Defensive rebound by T. Prince,,48,42
210,2,2:38.0,Turnover by T. Prince (bad pass; steal by J. Culver),,48,42
211,2,2:35.0,,J. Culver makes 2-pt dunk from 1 ft,48,44
212,2,2:20.0,J. Harris misses 3-pt jump shot from 26 ft,,48,44
213,2,2:17.0,,Defensive rebound by J. Teague,48,44
214,2,2:17.0,,N. Reid enters the game for G. Dieng,48,44
215,2,2:00.0,,N. Reid misses 2-pt layup from 1 ft,48,44
216,2,1:58.0,Defensive rebound by T. Prince,,48,44
217,2,1:50.0,Shooting foul by J. Culver (drawn by S. Dinwiddie),,48,44
218,2,1:50.0,S. Dinwiddie makes free throw 1 of 2,,49,44
219,2,1:50.0,S. Dinwiddie makes free throw 2 of 2,,50,44
220,2,1:38.0,,N. Reid makes 3-pt jump shot from 23 ft (assist by J. Teague),50,47
221,2,1:25.0,W. Chandler misses 3-pt jump shot from 26 ft,,50,47
222,2,1:22.0,Offensive rebound by J. Allen,,50,47
223,2,1:18.0,Turnover by W. Chandler (bad pass),,50,47
224,2,1:18.0,,Minnesota full timeout,50,47
225,2,1:18.0,,S. Napier enters the game for J. Teague,50,47
226,2,1:07.0,,N. Reid misses 3-pt jump shot from 29 ft,50,47
227,2,1:04.0,Defensive rebound by T. Prince,,50,47
228,2,0:49.0,S. Dinwiddie misses 2-pt layup from 2 ft (block by N. Reid),,50,47
229,2,0:47.0,,Defensive rebound by R. Covington,50,47
230,2,0:42.0,,J. Culver misses 2-pt layup from 1 ft,50,47
231,2,0:42.0,,Offensive rebound by K. Bates-Diop,50,47
232,2,0:42.0,,K. Bates-Diop makes 2-pt layup from 1 ft,50,49
233,2,0:31.0,T. Prince misses 3-pt jump shot from 25 ft,,50,49
234,2,0:28.0,,Defensive rebound by S. Napier,50,49
235,2,0:13.0,,R. Covington misses 3-pt jump shot from 28 ft,50,49
236,2,0:09.0,,Offensive rebound by N. Reid,50,49
237,2,0:02.0,,N. Reid misses 2-pt layup from 7 ft (block by J. Allen),50,49
238,2,0:02.0,,Offensive rebound by Team,50,49
239,2,0:02.0,R. Kurucs enters the game for T. Prince,,50,49
240,2,0:00.0,,N. Reid misses 3-pt jump shot from 27 ft,50,49
241,2,0:00.0,,Offensive rebound by Team,50,49
242,3,11:37.0,,G. Dieng misses 2-pt jump shot from 14 ft,50,49
243,3,11:35.0,Defensive rebound by G. Temple,,50,49
244,3,11:27.0,Offensive foul by J. Allen (drawn by J. Culver),,50,49
245,3,11:27.0,Turnover by J. Allen (offensive foul),,50,49
246,3,11:07.0,,G. Dieng misses 2-pt layup from 8 ft,50,49
247,3,11:05.0,Defensive rebound by J. Allen,,50,49
248,3,11:02.0,Shooting foul by R. Covington (drawn by T. Prince),,50,49
249,3,11:02.0,T. Prince makes free throw 1 of 3,,51,49
250,3,11:02.0,T. Prince makes free throw 2 of 3,,52,49
251,3,11:02.0,T. Prince makes free throw 3 of 3,,53,49
252,3,10:52.0,,R. Covington makes 2-pt layup from 2 ft (assist by J. Culver),53,51
253,3,10:37.0,J. Harris makes 3-pt jump shot from 25 ft (assist by J. Allen),,56,51
254,3,10:26.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Culver),56,54
255,3,10:15.0,S. Dinwiddie misses 2-pt layup from 2 ft,,56,54
256,3,10:13.0,Offensive rebound by S. Dinwiddie,,56,54
257,3,10:11.0,G. Temple misses 3-pt jump shot from 23 ft,,56,54
258,3,10:05.0,,Defensive rebound by K. Martin,56,54
259,3,9:44.0,,Shooting foul by T. Prince (drawn by R. Covington),56,54
260,3,9:44.0,,R. Covington misses free throw 1 of 3,56,54
261,3,9:44.0,,Offensive rebound by Team,56,54
262,3,9:44.0,,R. Covington makes free throw 2 of 3,56,55
263,3,9:44.0,,R. Covington makes free throw 3 of 3,56,56
264,3,9:35.0,Personal foul by K. Martin (drawn by J. Allen),,56,56
265,3,9:22.0,Personal foul by R. Covington (drawn by S. Dinwiddie),,56,56
266,3,9:22.0,,K. Bates-Diop enters the game for R. Covington,56,56
267,3,9:17.0,S. Dinwiddie makes 2-pt layup from 2 ft,,58,56
268,3,9:05.0,,K. Martin makes 2-pt layup from 2 ft (assist by S. Napier),58,58
269,3,8:48.0,T. Prince misses 2-pt layup from 1 ft,,58,58
270,3,8:46.0,,Defensive rebound by G. Dieng,58,58
271,3,8:40.0,,G. Dieng misses 3-pt jump shot from 25 ft,58,58
272,3,8:37.0,Defensive rebound by J. Harris,,58,58
273,3,8:29.0,Turnover by J. Allen (bad pass),,58,58
274,3,8:19.0,,J. Culver misses 3-pt jump shot from 25 ft,58,58
275,3,8:15.0,Defensive rebound by T. Prince,,58,58
276,3,8:15.0,Turnover by T. Prince (bad pass; steal by J. Culver),,58,58
277,3,8:08.0,,Shooting foul by J. Allen (drawn by J. Culver),58,58
278,3,8:08.0,,J. Culver misses free throw 1 of 2,58,58
279,3,8:08.0,,Offensive rebound by Team,58,58
280,3,8:08.0,D. Jordan enters the game for J. Allen,,58,58
281,3,8:08.0,,J. Culver misses free throw 2 of 2,58,58
282,3,8:07.0,Defensive rebound by D. Jordan,,58,58
283,3,7:58.0,Turnover by S. Dinwiddie (bad pass; steal by K. Bates-Diop),,58,58
284,3,7:45.0,,K. Bates-Diop misses 3-pt jump shot from 25 ft,58,58
285,3,7:40.0,Defensive rebound by T. Prince,,58,58
286,3,7:29.0,T. Prince misses 2-pt layup from 2 ft,,58,58
287,3,7:27.0,,Defensive rebound by K. Bates-Diop,58,58
288,3,7:24.0,,Turnover by K. Bates-Diop (bad pass),58,58
289,3,7:24.0,Brooklyn full timeout,,58,58
290,3,7:24.0,W. Chandler enters the game for T. Prince,,58,58
291,3,7:24.0,,J. Okogie enters the game for K. Martin,58,58
292,3,6:59.0,S. Dinwiddie misses 2-pt jump shot from 7 ft,,58,58
293,3,6:59.0,Offensive rebound by Team,,58,58
294,3,6:59.0,Turnover by Team (shot clock),,58,58
295,3,6:40.0,,J. Culver misses 2-pt layup from 3 ft (block by D. Jordan),58,58
296,3,6:36.0,,Offensive rebound by J. Culver,58,58
297,3,6:34.0,,K. Bates-Diop misses 2-pt jump shot from 8 ft,58,58
298,3,6:34.0,Defensive rebound by D. Jordan,,58,58
299,3,6:27.0,S. Dinwiddie makes 2-pt layup at rim,,60,58
300,3,6:17.0,,S. Napier makes 3-pt jump shot from 24 ft,60,61
301,3,5:53.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,63,61
302,3,5:44.0,,Personal foul by S. Dinwiddie (drawn by S. Napier),63,61
303,3,5:44.0,T. Luwawu-Cabarrot enters the game for G. Temple,,63,61
304,3,5:44.0,,N. Reid enters the game for J. Culver,63,61
305,3,5:44.0,,J. Teague enters the game for G. Dieng,63,61
306,3,5:32.0,,Shooting foul by W. Chandler (drawn by K. Bates-Diop),63,61
307,3,5:32.0,,K. Bates-Diop makes free throw 1 of 2,63,62
308,3,5:32.0,,K. Bates-Diop makes free throw 2 of 2,63,63
309,3,5:19.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,63,63
310,3,5:17.0,Offensive rebound by Team,,63,63
311,3,5:12.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,66,63
312,3,4:54.0,,J. Okogie makes 2-pt layup from 3 ft (assist by S. Napier),66,65
313,3,4:34.0,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by J. Harris),,69,65
314,3,4:25.0,,N. Reid misses 3-pt jump shot from 24 ft,69,65
315,3,4:23.0,Defensive rebound by J. Harris,,69,65
316,3,4:21.0,Shooting foul by J. Teague (drawn by D. Jordan),,69,65
317,3,4:21.0,D. Jordan makes free throw 1 of 2,,70,65
318,3,4:21.0,G. Temple enters the game for S. Dinwiddie,,70,65
319,3,4:21.0,,J. Bell enters the game for S. Napier,70,65
320,3,4:21.0,D. Jordan makes free throw 2 of 2,,71,65
321,3,4:16.0,,Shooting foul by J. Harris (drawn by J. Okogie),71,65
322,3,4:16.0,,J. Okogie makes free throw 1 of 2,71,66
323,3,4:16.0,,J. Okogie misses free throw 2 of 2,71,66
324,3,4:14.0,Defensive rebound by D. Jordan,,71,66
325,3,4:03.0,G. Temple misses 2-pt jump shot from 10 ft,,71,66
326,3,4:01.0,,Defensive rebound by J. Teague,71,66
327,3,3:54.0,,J. Okogie misses 3-pt jump shot from 28 ft,71,66
328,3,3:51.0,Defensive rebound by D. Jordan,,71,66
329,3,3:43.0,J. Harris misses 3-pt jump shot from 25 ft,,71,66
330,3,3:42.0,,Defensive rebound by Team,71,66
331,3,3:34.0,,J. Teague makes 3-pt jump shot from 24 ft,71,69
332,3,3:24.0,G. Temple misses 3-pt jump shot from 25 ft,,71,69
333,3,3:22.0,,Defensive rebound by K. Bates-Diop,71,69
334,3,3:14.0,,Turnover by N. Reid (bad pass),71,69
335,3,2:58.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by N. Reid),,71,69
336,3,2:51.0,,N. Reid misses 3-pt jump shot from 23 ft,71,69
337,3,2:48.0,Defensive rebound by W. Chandler,,71,69
338,3,2:46.0,J. Harris makes 2-pt layup from 1 ft (assist by G. Temple),,73,69
339,3,2:26.0,,J. Okogie misses 2-pt layup from 5 ft,73,69
340,3,2:26.0,Defensive rebound by J. Harris,,73,69
341,3,2:22.0,Shooting foul by N. Reid (drawn by G. Temple),,73,69
342,3,2:22.0,,Minnesota full timeout,73,69
343,3,2:22.0,R. Kurucs enters the game for J. Harris,,73,69
344,3,2:22.0,G. Temple makes free throw 1 of 2,,74,69
345,3,2:22.0,G. Temple makes free throw 2 of 2,,75,69
346,3,2:06.0,,J. Bell misses 2-pt jump shot from 13 ft,75,69
347,3,2:04.0,Defensive rebound by D. Jordan,,75,69
348,3,1:51.0,W. Chandler misses 3-pt jump shot from 26 ft,,75,69
349,3,1:47.0,,Defensive rebound by K. Bates-Diop,75,69
350,3,1:42.0,,Shooting foul by R. Kurucs (drawn by K. Bates-Diop),75,69
351,3,1:42.0,,K. Bates-Diop makes free throw 1 of 2,75,70
352,3,1:42.0,,K. Bates-Diop makes free throw 2 of 2,75,71
353,3,1:27.0,G. Temple misses 2-pt jump shot from 15 ft,,75,71
354,3,1:24.0,,Defensive rebound by J. Okogie,75,71
355,3,1:13.0,,J. Bell makes 3-pt jump shot from 24 ft (assist by K. Bates-Diop),75,74
356,3,1:00.0,W. Chandler makes 2-pt layup from 1 ft,,77,74
357,3,0:43.0,,Turnover by J. Teague (lost ball; steal by T. Luwawu-Cabarrot),77,74
358,3,0:35.0,G. Temple misses 2-pt layup from 8 ft,,77,74
359,3,0:32.0,,Defensive rebound by N. Reid,77,74
360,3,0:17.0,,Turnover by J. Bell (out of bounds lost ball),77,74
361,3,0:02.0,G. Temple makes 3-pt jump shot from 26 ft,,80,74
362,4,11:49.0,W. Chandler misses 3-pt jump shot from 23 ft,,80,74
363,4,11:46.0,,Defensive rebound by J. Teague,80,74
364,4,11:29.0,,N. Reid makes 2-pt jump shot from 9 ft (assist by J. Culver),80,76
365,4,11:11.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by R. Kurucs),,83,76
366,4,11:04.0,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Teague),83,76
367,4,10:53.0,,J. Culver misses 2-pt jump shot from 17 ft (block by D. Jordan),83,76
368,4,10:50.0,Defensive rebound by T. Luwawu-Cabarrot,,83,76
369,4,10:45.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,,83,76
370,4,10:44.0,,Defensive rebound by J. Culver,83,76
371,4,10:44.0,,Personal foul by D. Jordan (drawn by J. Culver),83,76
372,4,10:33.0,,K. Martin makes 2-pt jump shot from 11 ft,83,78
373,4,10:17.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by R. Kurucs),,86,78
374,4,9:56.0,,J. Culver makes 2-pt jump shot from 3 ft,86,80
375,4,9:44.0,G. Temple misses 2-pt jump shot from 22 ft,,86,80
376,4,9:42.0,,Defensive rebound by R. Covington,86,80
377,4,9:34.0,,Turnover by J. Teague (bad pass),86,80
378,4,9:34.0,,G. Dieng enters the game for N. Reid,86,80
379,4,9:23.0,G. Temple misses 2-pt layup from 1 ft,,86,80
380,4,9:23.0,Offensive rebound by Team,,86,80
381,4,9:23.0,,Loose ball foul by G. Dieng (drawn by D. Jordan),86,80
382,4,9:23.0,J. Allen enters the game for W. Chandler,,86,80
383,4,9:23.0,T. Prince enters the game for D. Jordan,,86,80
