,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
110,1,2:09.0,Defensive rebound by J. Jackson,,19,19
111,1,2:02.0,Personal foul by D. Jones (drawn by G. Dieng),,19,19
112,1,2:02.0,J. Konchar enters the game for D. Brooks,,19,19
113,1,2:02.0,Offensive foul by A. Tolliver (drawn by V. Carter),,19,19
114,1,2:02.0,Turnover by A. Tolliver (offensive foul),,19,19
115,1,1:47.0,,J. Teague makes 2-pt jump shot from 8 ft,19,21
116,1,1:30.0,J. Jackson misses 2-pt jump shot from 5 ft (block by D. Jones),,19,21
117,1,1:27.0,,Defensive rebound by J. Teague,19,21
118,1,1:25.0,,Turnover by J. Teague (bad pass),19,21
119,1,1:10.0,T. Jones makes 2-pt jump shot from 6 ft (assist by G. Dieng),,21,21
120,1,0:52.0,,D. Jones makes 2-pt layup from 1 ft (assist by B. Goodwin),21,23
121,1,0:39.0,Def 3 sec tech foul by Team,,21,23
122,1,0:39.0,T. Jones makes technical free throw,,22,23
123,1,0:28.0,T. Jones makes 2-pt jump shot from 18 ft,,24,23
124,1,0:07.0,,J. Teague misses 2-pt jump shot from 7 ft,24,23
125,1,0:03.0,Defensive rebound by G. Dieng,,24,23
126,1,0:01.0,J. Jackson misses 3-pt jump shot from 26 ft,,24,23
127,1,0:01.0,Offensive rebound by Team,,24,23
128,2,11:49.0,Turnover by G. Dieng (traveling),,24,23
129,2,11:45.0,,K. Huerter misses 3-pt jump shot from 23 ft,24,23
130,2,11:42.0,,Offensive rebound by T. Graham,24,23
131,2,11:36.0,,B. Goodwin makes 2-pt layup from 1 ft,24,25
132,2,11:21.0,T. Jones misses 3-pt jump shot from 26 ft,,24,25
133,2,11:21.0,,Defensive rebound by Team,24,25
134,2,10:57.0,,J. Collins misses 2-pt jump shot from 7 ft,24,25
135,2,10:54.0,Defensive rebound by A. Tolliver,,24,25
136,2,10:49.0,J. Konchar misses 2-pt layup from 1 ft,,24,25
137,2,10:47.0,,Defensive rebound by B. Goodwin,24,25
138,2,10:44.0,,D. Jones misses 2-pt layup from 3 ft,24,25
139,2,10:44.0,Defensive rebound by G. Dieng,,24,25
140,2,10:27.0,Shooting foul by T. Graham (drawn by J. Jackson),,24,25
141,2,10:27.0,J. Jackson makes free throw 1 of 2,,25,25
142,2,10:27.0,J. Jackson misses free throw 2 of 2,,25,25
143,2,10:24.0,,Defensive rebound by T. Graham,25,25
144,2,10:15.0,,Turnover by J. Collins (bad pass; steal by J. Jackson),25,25
145,2,10:11.0,J. Jackson misses 2-pt dunk from 1 ft,,25,25
146,2,10:11.0,,Defensive rebound by Team,25,25
147,2,9:56.0,,Shooting foul by J. Jackson (drawn by J. Collins),25,25
148,2,9:56.0,,J. Collins makes free throw 1 of 2,25,26
149,2,9:56.0,,J. Collins makes free throw 2 of 2,25,27
150,2,9:34.0,T. Jones makes 2-pt jump shot from 18 ft (assist by J. Jackson),,27,27
151,2,9:20.0,,K. Huerter misses 3-pt jump shot from 25 ft,27,27
152,2,9:11.0,Defensive rebound by J. Konchar,,27,27
153,2,9:09.0,J. Konchar misses 2-pt layup from 1 ft,,27,27
154,2,9:06.0,,Defensive rebound by B. Goodwin,27,27
155,2,9:06.0,,B. Fernando enters the game for D. Jones,27,27
156,2,8:47.0,,J. Collins misses 3-pt jump shot from 25 ft,27,27
157,2,8:44.0,,Offensive rebound by B. Fernando,27,27
158,2,8:42.0,,B. Fernando misses 2-pt layup from 2 ft (block by J. Jackson),27,27
159,2,8:42.0,Defensive rebound by G. Dieng,,27,27
160,2,8:36.0,Personal foul by J. Collins (drawn by J. Jackson),,27,27
161,2,8:29.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),,30,27
162,2,8:14.0,,Turnover by B. Goodwin (bad pass; steal by G. Dieng),30,27
163,2,8:10.0,J. Konchar makes 2-pt layup from 1 ft (assist by J. Jackson),,32,27
164,2,8:10.0,,Atlanta full timeout,32,27
165,2,8:10.0,K. Anderson enters the game for J. Konchar,,32,27
166,2,8:10.0,D. Melton enters the game for A. Tolliver,,32,27
167,2,8:10.0,,D. Hunter enters the game for B. Goodwin,32,27
168,2,8:10.0,,T. Young enters the game for T. Graham,32,27
169,2,8:00.0,,B. Fernando misses 2-pt hook shot from 7 ft,32,27
170,2,7:56.0,Defensive rebound by D. Melton,,32,27
171,2,7:54.0,Turnover by T. Jones (step out of bounds),,32,27
172,2,7:45.0,,Turnover by T. Young (bad pass; steal by T. Jones),32,27
173,2,7:42.0,Shooting foul by D. Hunter (drawn by D. Melton),,32,27
174,2,7:42.0,D. Melton makes free throw 1 of 2,,33,27
175,2,7:42.0,D. Melton makes free throw 2 of 2,,34,27
176,2,7:28.0,,K. Huerter misses 2-pt layup from 1 ft,34,27
177,2,7:25.0,Defensive rebound by G. Dieng,,34,27
178,2,7:16.0,G. Dieng makes 2-pt layup from 2 ft (assist by D. Melton),,36,27
179,2,7:16.0,Shooting foul by B. Fernando (drawn by G. Dieng),,36,27
180,2,7:16.0,G. Dieng makes free throw 1 of 1,,37,27
181,2,6:54.0,,Turnover by J. Collins (lost ball; steal by T. Jones),37,27
182,2,6:48.0,T. Jones misses 3-pt jump shot from 26 ft,,37,27
183,2,6:41.0,Offensive rebound by D. Melton,,37,27
184,2,6:41.0,D. Melton misses 2-pt layup from 1 ft,,37,27
185,2,6:40.0,,Defensive rebound by D. Hunter,37,27
186,2,6:28.0,,K. Huerter misses 3-pt jump shot from 23 ft,37,27
187,2,6:26.0,Defensive rebound by G. Dieng,,37,27
188,2,6:21.0,K. Anderson makes 2-pt layup from 1 ft (assist by D. Melton),,39,27
189,2,6:20.0,,Atlanta full timeout,39,27
190,2,6:20.0,D. Brooks enters the game for G. Dieng,,39,27
191,2,6:20.0,J. Morant enters the game for J. Jackson,,39,27
192,2,6:20.0,J. Valančiūnas enters the game for T. Jones,,39,27
193,2,6:20.0,,T. Graham enters the game for B. Fernando,39,27
194,2,6:06.0,,T. Graham makes 3-pt jump shot from 25 ft (assist by T. Young),39,30
195,2,5:49.0,D. Brooks misses 2-pt jump shot from 16 ft,,39,30
196,2,5:47.0,Offensive rebound by D. Brooks,,39,30
197,2,5:45.0,D. Brooks makes 2-pt layup from 1 ft,,41,30
198,2,5:36.0,,Personal foul by D. Melton (drawn by T. Young),41,30
199,2,5:33.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Graham),41,33
200,2,5:19.0,Personal foul by D. Hunter (drawn by K. Anderson),,41,33
201,2,5:19.0,K. Anderson misses free throw 1 of 2,,41,33
202,2,5:19.0,Offensive rebound by Team,,41,33
203,2,5:19.0,K. Anderson makes free throw 2 of 2,,42,33
204,2,5:00.0,,Turnover by T. Young (lost ball; steal by D. Melton),42,33
205,2,4:56.0,J. Morant makes 2-pt dunk from 1 ft (assist by D. Melton),,44,33
206,2,4:51.0,,Personal foul by D. Melton (drawn by T. Young),44,33
207,2,4:41.0,,T. Young misses 3-pt jump shot from 37 ft,44,33
208,2,4:36.0,,Offensive rebound by J. Collins,44,33
209,2,4:31.0,,T. Graham makes 2-pt layup from 2 ft (assist by D. Hunter),44,35
210,2,4:17.0,D. Brooks makes 2-pt layup from 4 ft,,46,35
211,2,4:02.0,,T. Young misses 2-pt jump shot from 8 ft,46,35
212,2,3:59.0,Defensive rebound by J. Valančiūnas,,46,35
213,2,3:43.0,D. Brooks makes 3-pt jump shot from 25 ft,,49,35
214,2,3:24.0,,K. Huerter makes 2-pt jump shot from 12 ft,49,37
215,2,3:20.0,Turnover by K. Anderson (bad pass),,49,37
216,2,3:20.0,J. Jackson enters the game for D. Melton,,49,37
217,2,3:13.0,,Turnover by J. Collins (traveling),49,37
218,2,2:56.0,K. Anderson misses 2-pt jump shot from 9 ft (block by K. Huerter),,49,37
219,2,2:52.0,Offensive rebound by K. Anderson,,49,37
220,2,2:51.0,J. Jackson misses 2-pt jump shot from 12 ft,,49,37
221,2,2:48.0,,Defensive rebound by K. Huerter,49,37
222,2,2:37.0,,Shooting foul by K. Anderson (drawn by T. Young),49,37
223,2,2:37.0,,T. Young makes free throw 1 of 2,49,38
224,2,2:37.0,,D. Jones enters the game for J. Collins,49,38
225,2,2:37.0,,T. Young makes free throw 2 of 2,49,39
226,2,2:32.0,Personal foul by D. Hunter (drawn by D. Brooks),,49,39
227,2,2:32.0,D. Brooks misses free throw 1 of 2,,49,39
228,2,2:32.0,Offensive rebound by Team,,49,39
229,2,2:32.0,,J. Teague enters the game for D. Hunter,49,39
230,2,2:32.0,D. Brooks makes free throw 2 of 2,,50,39
231,2,2:30.0,,Turnover by T. Graham (bad pass; steal by D. Brooks),50,39
232,2,2:27.0,D. Brooks misses 2-pt layup from 1 ft,,50,39
233,2,2:26.0,Offensive rebound by D. Brooks,,50,39
234,2,2:25.0,Shooting foul by K. Huerter (drawn by J. Morant),,50,39
235,2,2:25.0,J. Morant misses free throw 1 of 2,,50,39
236,2,2:25.0,Offensive rebound by Team,,50,39
237,2,2:25.0,J. Morant misses free throw 2 of 2,,50,39
238,2,2:23.0,,Defensive rebound by Team,50,39
239,2,2:23.0,Loose ball foul by D. Brooks (drawn by T. Young),,50,39
240,2,2:23.0,,T. Young makes free throw 1 of 2,50,40
241,2,2:23.0,,T. Young makes free throw 2 of 2,50,41
242,2,2:12.0,J. Jackson misses 3-pt jump shot from 25 ft,,50,41
243,2,2:09.0,,Defensive rebound by K. Huerter,50,41
244,2,2:02.0,,K. Huerter makes 2-pt layup from 1 ft (assist by D. Jones),50,43
245,2,1:48.0,K. Anderson misses 3-pt jump shot from 23 ft,,50,43
246,2,1:44.0,,Defensive rebound by T. Young,50,43
247,2,1:41.0,,T. Young misses 2-pt layup from 1 ft,50,43
248,2,1:36.0,,Offensive rebound by T. Graham,50,43
249,2,1:36.0,,T. Graham misses 2-pt layup at rim,50,43
250,2,1:35.0,Defensive rebound by J. Jackson,,50,43
251,2,1:34.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by J. Jackson),,52,43
252,2,1:22.0,,J. Teague misses 2-pt jump shot from 16 ft,52,43
253,2,1:18.0,Defensive rebound by J. Valančiūnas,,52,43
254,2,1:13.0,Turnover by D. Brooks (bad pass; steal by T. Graham),,52,43
255,2,1:09.0,,J. Teague makes 2-pt jump shot from 7 ft,52,45
256,2,0:44.0,K. Anderson misses 3-pt jump shot from 23 ft (block by T. Young),,52,45
257,2,0:42.0,Offensive rebound by Team,,52,45
258,2,0:40.0,Turnover by Team (shot clock),,52,45
259,2,0:30.0,,Shooting foul by J. Morant (drawn by T. Young),52,45
260,2,0:30.0,,T. Young makes free throw 1 of 2,52,46
261,2,0:30.0,G. Dieng enters the game for K. Anderson,,52,46
262,2,0:30.0,T. Jones enters the game for D. Brooks,,52,46
263,2,0:30.0,,J. Collins enters the game for D. Jones,52,46
264,2,0:30.0,,T. Young makes free throw 2 of 2,52,47
265,2,0:11.0,Turnover by G. Dieng (out of bounds lost ball),,52,47
266,2,0:01.0,,T. Young makes 2-pt jump shot from 12 ft,52,49
267,3,11:44.0,Turnover by J. Valančiūnas (3 sec),,52,49
268,3,11:39.0,,D. Hunter misses 3-pt jump shot from 23 ft,52,49
269,3,11:36.0,Defensive rebound by K. Anderson,,52,49
270,3,11:18.0,Turnover by D. Melton (bad pass; steal by K. Huerter),,52,49
271,3,11:09.0,,Turnover by T. Young (bad pass; steal by K. Anderson),52,49
272,3,11:00.0,J. Morant makes 2-pt layup from 2 ft,,54,49
273,3,11:00.0,Shooting foul by J. Collins (drawn by J. Morant),,54,49
274,3,11:00.0,J. Morant makes free throw 1 of 1,,55,49
275,3,10:46.0,,T. Young makes 2-pt jump shot from 12 ft (assist by B. Fernando),55,51
276,3,10:32.0,D. Brooks misses 2-pt jump shot from 15 ft (block by D. Hunter),,55,51
277,3,10:29.0,,Defensive rebound by D. Hunter,55,51
278,3,10:26.0,,D. Hunter misses 2-pt layup from 4 ft (block by D. Brooks),55,51
279,3,10:22.0,Defensive rebound by J. Morant,,55,51
280,3,10:07.0,Turnover by D. Melton (bad pass; steal by K. Huerter),,55,51
281,3,10:06.0,,Personal take foul by J. Morant (drawn by K. Huerter),55,51
282,3,9:51.0,,T. Young makes 2-pt jump shot from 16 ft,55,53
283,3,9:36.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by J. Morant),,57,53
284,3,9:20.0,,K. Huerter misses 3-pt jump shot from 25 ft,57,53
285,3,9:17.0,Defensive rebound by K. Anderson,,57,53
286,3,9:16.0,Shooting foul by K. Huerter (drawn by D. Melton),,57,53
287,3,9:16.0,D. Melton misses free throw 1 of 2,,57,53
288,3,9:16.0,Offensive rebound by Team,,57,53
289,3,9:16.0,D. Melton makes free throw 2 of 2,,58,53
290,3,9:04.0,,Turnover by T. Young (bad pass; steal by D. Melton),58,53
291,3,8:52.0,D. Brooks makes 2-pt jump shot from 21 ft (assist by K. Anderson),,60,53
292,3,8:34.0,,B. Fernando misses 2-pt hook shot from 6 ft,60,53
293,3,8:31.0,,Offensive rebound by K. Huerter,60,53
294,3,8:29.0,,K. Huerter makes 3-pt jump shot from 23 ft,60,56
295,3,8:16.0,J. Morant makes 2-pt layup from 1 ft,,62,56
296,3,8:06.0,,T. Young misses 3-pt jump shot from 25 ft,62,56
297,3,8:04.0,Defensive rebound by J. Valančiūnas,,62,56
298,3,7:51.0,D. Brooks misses 2-pt jump shot from 19 ft,,62,56
299,3,7:49.0,,Defensive rebound by Team,62,56
300,3,7:39.0,,B. Fernando misses 3-pt jump shot from 25 ft,62,56
301,3,7:34.0,Defensive rebound by J. Morant,,62,56
302,3,7:30.0,J. Morant misses 2-pt layup from 1 ft,,62,56
303,3,7:27.0,Offensive rebound by J. Valančiūnas,,62,56
304,3,7:24.0,D. Melton makes 3-pt jump shot from 25 ft (assist by J. Morant),,65,56
305,3,7:02.0,,D. Hunter misses 2-pt jump shot from 22 ft,65,56
306,3,6:59.0,Defensive rebound by K. Anderson,,65,56
307,3,6:54.0,Turnover by K. Anderson (bad pass),,65,56
308,3,6:54.0,,Atlanta full timeout,65,56
309,3,6:54.0,,D. Jones enters the game for B. Fernando,65,56
310,3,6:43.0,,D. Hunter misses 3-pt jump shot from 23 ft,65,56
311,3,6:40.0,Defensive rebound by K. Anderson,,65,56
312,3,6:37.0,K. Anderson misses 2-pt jump shot from 10 ft,,65,56
313,3,6:31.0,Offensive rebound by D. Melton,,65,56
314,3,6:31.0,D. Melton makes 2-pt layup at rim,,67,56
315,3,6:23.0,,T. Young misses 2-pt jump shot from 7 ft (block by J. Morant),67,56
316,3,6:19.0,Defensive rebound by J. Valančiūnas,,67,56
317,3,6:11.0,D. Brooks misses 2-pt layup from 4 ft (block by D. Jones),,67,56
318,3,6:11.0,Offensive rebound by Team,,67,56
319,3,6:09.0,Shooting foul by D. Hunter (drawn by D. Brooks),,67,56
320,3,6:09.0,D. Brooks misses free throw 1 of 2,,67,56
321,3,6:09.0,Offensive rebound by Team,,67,56
322,3,6:09.0,,T. Graham enters the game for J. Collins,67,56
323,3,6:09.0,D. Brooks makes free throw 2 of 2,,68,56
324,3,5:59.0,,K. Huerter misses 2-pt jump shot from 15 ft,68,56
325,3,5:53.0,Defensive rebound by D. Melton,,68,56
326,3,5:47.0,D. Brooks makes 2-pt jump shot from 12 ft (assist by D. Melton),,70,56
327,3,5:32.0,,T. Young misses 3-pt jump shot from 36 ft,70,56
328,3,5:32.0,Defensive rebound by K. Anderson,,70,56
329,3,5:25.0,J. Morant makes 2-pt layup from 5 ft (assist by K. Anderson),,72,56
330,3,5:25.0,,Atlanta full timeout,72,56
331,3,5:25.0,G. Dieng enters the game for K. Anderson,,72,56
332,3,5:25.0,,V. Carter enters the game for K. Huerter,72,56
333,3,5:25.0,,B. Goodwin enters the game for D. Hunter,72,56
334,3,5:25.0,,J. Teague enters the game for T. Young,72,56
335,3,5:15.0,,B. Goodwin misses 2-pt jump shot from 16 ft,72,56
336,3,5:13.0,Defensive rebound by G. Dieng,,72,56
337,3,5:06.0,Personal foul by D. Jones (drawn by J. Valančiūnas),,72,56
338,3,4:52.0,D. Melton makes 2-pt dunk from 2 ft (assist by J. Valančiūnas),,74,56
339,3,4:52.0,Shooting foul by J. Teague (drawn by D. Melton),,74,56
340,3,4:52.0,D. Melton makes free throw 1 of 1,,75,56
341,3,4:41.0,,T. Graham misses 3-pt jump shot from 26 ft,75,56
342,3,4:35.0,,Offensive rebound by D. Jones,75,56
343,3,4:26.0,,B. Goodwin makes 2-pt jump shot from 8 ft (assist by V. Carter),75,58
344,3,4:14.0,J. Valančiūnas makes 2-pt hook shot from 8 ft (assist by J. Morant),,77,58
345,3,4:05.0,,V. Carter misses 3-pt jump shot from 25 ft,77,58
346,3,4:01.0,Defensive rebound by D. Brooks,,77,58
347,3,3:50.0,D. Brooks misses 3-pt jump shot from 24 ft,,77,58
348,3,3:47.0,,Defensive rebound by D. Jones,77,58
349,3,3:42.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Teague),77,61
350,3,3:21.0,Shooting foul by D. Jones (drawn by J. Valančiūnas),,77,61
351,3,3:21.0,J. Valančiūnas makes free throw 1 of 2,,78,61
352,3,3:21.0,J. Jackson enters the game for D. Brooks,,78,61
353,3,3:21.0,J. Valančiūnas makes free throw 2 of 2,,79,61
354,3,3:07.0,,V. Carter misses 3-pt jump shot from 25 ft,79,61
355,3,3:04.0,Defensive rebound by J. Valančiūnas,,79,61
356,3,2:54.0,Personal foul by T. Graham (drawn by G. Dieng),,79,61
357,3,2:54.0,G. Dieng makes free throw 1 of 2,,80,61
358,3,2:54.0,A. Tolliver enters the game for J. Valančiūnas,,80,61
359,3,2:54.0,,J. Collins enters the game for T. Graham,80,61
360,3,2:54.0,G. Dieng misses free throw 2 of 2,,80,61
361,3,2:52.0,,Defensive rebound by D. Jones,80,61
362,3,2:37.0,,J. Teague misses 2-pt jump shot from 11 ft,80,61
363,3,2:33.0,Defensive rebound by G. Dieng,,80,61
364,3,2:13.0,J. Morant misses 2-pt dunk from 1 ft,,80,61
365,3,2:09.0,,Defensive rebound by D. Jones,80,61
366,3,2:03.0,,J. Teague makes 2-pt layup from 1 ft,80,63
367,3,2:03.0,,Shooting foul by A. Tolliver (drawn by J. Teague),80,63
368,3,2:03.0,T. Jones enters the game for D. Melton,,80,63
369,3,2:03.0,J. Konchar enters the game for J. Morant,,80,63
370,3,2:03.0,,J. Teague makes free throw 1 of 1,80,64
371,3,1:53.0,G. Dieng makes 2-pt jump shot from 12 ft (assist by T. Jones),,82,64
372,3,1:41.0,,J. Teague misses 2-pt layup at rim (block by J. Konchar),82,64
373,3,1:37.0,,Offensive rebound by J. Teague,82,64
374,3,1:35.0,,J. Collins misses 3-pt jump shot from 26 ft,82,64
375,3,1:35.0,,Offensive rebound by Team,82,64
376,3,1:35.0,Loose ball foul by G. Dieng (drawn by D. Jones),,82,64
377,3,1:24.0,,B. Goodwin misses 2-pt layup from 1 ft,82,64
378,3,1:21.0,Defensive rebound by J. Konchar,,82,64
379,3,1:07.0,Turnover by G. Dieng (traveling),,82,64
380,3,0:54.0,,Turnover by J. Collins (lost ball; steal by J. Jackson),82,64
381,3,0:49.0,J. Konchar misses 2-pt dunk from 1 ft (block by J. Collins),,82,64
382,3,0:45.0,,Defensive rebound by B. Goodwin,82,64
383,3,0:45.0,,Shooting foul by G. Dieng (drawn by B. Goodwin),82,64
384,3,0:45.0,,B. Goodwin makes free throw 1 of 2,82,65
385,3,0:45.0,Memphis full timeout,,82,65
386,3,0:45.0,,B. Goodwin makes free throw 2 of 2,82,66
387,3,0:33.0,J. Jackson misses 3-pt jump shot from 23 ft,,82,66
388,3,0:28.0,Offensive rebound by G. Dieng,,82,66
389,3,0:18.0,T. Jones makes 2-pt jump shot from 1 ft,,84,66
