,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
383,4,8:47.0,,Defensive rebound by D. Sabonis,93,92
384,4,8:30.0,,T. McConnell makes 2-pt layup from 2 ft,93,94
385,4,8:15.0,F. Jackson misses 2-pt layup from 7 ft,,93,94
386,4,8:15.0,Offensive rebound by F. Jackson,,93,94
387,4,8:15.0,Shooting foul by D. Sabonis (drawn by F. Jackson),,93,94
388,4,8:15.0,F. Jackson makes free throw 1 of 2,,94,94
389,4,8:15.0,,J. Lamb enters the game for E. Sumner,94,94
390,4,8:15.0,F. Jackson makes free throw 2 of 2,,95,94
391,4,8:00.0,,T. McConnell makes 2-pt jump shot from 13 ft,95,96
392,4,7:44.0,L. Ball makes 2-pt layup from 1 ft,,97,96
393,4,7:33.0,,D. McDermott misses 3-pt jump shot from 26 ft,97,96
394,4,7:30.0,Defensive rebound by D. Favors,,97,96
395,4,7:19.0,L. Ball makes 2-pt jump shot from 19 ft (assist by D. Favors),,99,96
396,4,7:18.0,,Indiana full timeout,99,96
397,4,7:18.0,J. Hart enters the game for D. Favors,,99,96
398,4,7:18.0,N. Melli enters the game for F. Jackson,,99,96
399,4,7:18.0,,M. Turner enters the game for J. Holiday,99,96
400,4,7:18.0,,T. Warren enters the game for D. Sabonis,99,96
401,4,7:04.0,,Shooting foul by J. Redick (drawn by J. Lamb),99,96
402,4,7:04.0,,J. Lamb makes free throw 1 of 2,99,97
403,4,7:04.0,J. Holiday enters the game for J. Redick,,99,97
404,4,7:04.0,,J. Lamb makes free throw 2 of 2,99,98
405,4,6:52.0,N. Melli misses 3-pt jump shot from 26 ft,,99,98
406,4,6:50.0,,Defensive rebound by M. Turner,99,98
407,4,6:38.0,,T. Warren makes 2-pt jump shot from 16 ft,99,100
408,4,6:33.0,,Technical foul by J. Hart,99,100
409,4,6:33.0,,J. Lamb makes technical free throw,99,101
410,4,6:20.0,E. Moore misses 2-pt jump shot from 11 ft,,99,101
411,4,6:18.0,,Defensive rebound by M. Turner,99,101
412,4,6:01.0,,T. Warren misses 2-pt jump shot from 14 ft,99,101
413,4,5:57.0,,Offensive rebound by J. Lamb,99,101
414,4,5:57.0,,J. Lamb makes 2-pt layup at rim,99,103
415,4,5:49.0,J. Holiday makes 3-pt jump shot from 24 ft,,102,103
416,4,5:26.0,,T. McConnell misses 2-pt jump shot from 11 ft (block by N. Melli),102,103
417,4,5:24.0,Defensive rebound by N. Melli,,102,103
418,4,5:19.0,J. Holiday misses 3-pt jump shot from 26 ft,,102,103
419,4,5:15.0,,Defensive rebound by J. Lamb,102,103
420,4,4:58.0,,T. McConnell misses 2-pt jump shot from 8 ft,102,103
421,4,4:54.0,Defensive rebound by J. Hart,,102,103
422,4,4:52.0,E. Moore makes 2-pt jump shot from 4 ft,,104,103
423,4,4:51.0,,Indiana full timeout,104,103
424,4,4:51.0,J. Redick enters the game for E. Moore,,104,103
425,4,4:51.0,,M. Brogdon enters the game for T. McConnell,104,103
426,4,4:51.0,,D. Sabonis enters the game for D. McDermott,104,103
427,4,4:38.0,,Turnover by D. Sabonis (traveling),104,103
428,4,4:29.0,Personal foul by T. Warren (drawn by N. Melli),,104,103
429,4,4:29.0,D. Favors enters the game for J. Hart,,104,103
430,4,4:17.0,D. Favors makes 2-pt jump shot from 6 ft (assist by J. Holiday),,106,103
431,4,4:02.0,,M. Turner makes 3-pt jump shot from 29 ft (assist by J. Lamb),106,106
432,4,3:45.0,J. Holiday misses 2-pt dunk from 1 ft,,106,106
433,4,3:43.0,Offensive rebound by D. Favors,,106,106
434,4,3:42.0,J. Redick misses 3-pt jump shot from 25 ft,,106,106
435,4,3:39.0,,Defensive rebound by M. Turner,106,106
436,4,3:26.0,,J. Lamb makes 2-pt jump shot from 15 ft,106,108
437,4,3:08.0,J. Redick makes 2-pt layup from 1 ft,,108,108
438,4,2:46.0,,Offensive foul by D. Sabonis (drawn by J. Holiday),108,108
439,4,2:46.0,,Turnover by D. Sabonis (offensive foul),108,108
440,4,2:26.0,J. Holiday makes 3-pt jump shot from 28 ft (assist by J. Redick),,111,108
441,4,2:05.0,,D. Sabonis makes 2-pt hook shot from 2 ft,111,110
442,4,1:47.0,J. Holiday makes 2-pt jump shot from 5 ft,,113,110
443,4,1:37.0,,M. Brogdon misses 2-pt layup from 2 ft,113,110
444,4,1:35.0,Defensive rebound by D. Favors,,113,110
445,4,1:15.0,L. Ball makes 2-pt layup from 1 ft,,115,110
446,4,1:15.0,,Indiana full timeout,115,110
447,4,1:15.0,J. Hart enters the game for J. Redick,,115,110
448,4,1:07.0,,J. Lamb misses 2-pt jump shot from 18 ft,115,110
449,4,1:04.0,Defensive rebound by J. Hart,,115,110
450,4,0:45.0,J. Holiday makes 3-pt jump shot from 26 ft,,118,110
451,4,0:34.0,,M. Brogdon misses 3-pt jump shot from 31 ft,118,110
452,4,0:31.0,Defensive rebound by D. Favors,,118,110
453,4,0:26.0,Personal take foul by J. Lamb (drawn by J. Holiday),,118,110
454,4,0:26.0,J. Holiday makes free throw 1 of 2,,119,110
455,4,0:26.0,J. Holiday makes free throw 2 of 2,,120,110
456,4,0:26.0,,Indiana full timeout,120,110
457,4,0:23.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by J. Lamb),120,112
458,4,0:22.0,Personal take foul by M. Brogdon (drawn by J. Holiday),,120,112
459,4,0:22.0,J. Holiday makes free throw 1 of 2,,121,112
460,4,0:22.0,J. Holiday makes free throw 2 of 2,,122,112
461,4,0:15.0,,M. Brogdon makes 2-pt layup from 3 ft,122,114
462,4,0:14.0,Personal take foul by J. Lamb (drawn by J. Holiday),,122,114
463,4,0:14.0,J. Holiday makes free throw 1 of 2,,123,114
464,4,0:14.0,J. Holiday makes free throw 2 of 2,,124,114
465,4,0:08.0,,M. Brogdon makes 3-pt jump shot from 29 ft,124,117
