,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
0,1,11:45.0,,O. Anunoby misses 3-pt jump shot from 25 ft,0,0
1,1,11:42.0,Defensive rebound by B. Hield,,0,0
2,1,11:22.0,B. Hield makes 3-pt jump shot from 23 ft (assist by H. Barnes),,3,0
3,1,11:00.0,,K. Lowry misses 2-pt jump shot from 23 ft,3,0
4,1,10:58.0,Defensive rebound by R. Holmes,,3,0
5,1,10:41.0,H. Barnes misses 3-pt jump shot from 26 ft,,3,0
6,1,10:38.0,,Defensive rebound by K. Lowry,3,0
7,1,10:33.0,,Turnover by K. Lowry (bad pass),3,0
8,1,10:22.0,D. Fox misses 2-pt jump shot from 8 ft,,3,0
9,1,10:19.0,Offensive rebound by R. Holmes,,3,0
10,1,10:19.0,R. Holmes misses 2-pt layup at rim,,3,0
11,1,10:18.0,,Defensive rebound by O. Anunoby,3,0
12,1,10:11.0,,F. VanVleet misses 2-pt layup from 2 ft,3,0
13,1,10:09.0,Defensive rebound by D. Fox,,3,0
14,1,10:06.0,,Loose ball foul by K. Lowry (drawn by D. Fox),3,0
15,1,9:50.0,R. Holmes misses 2-pt hook shot from 10 ft,,3,0
16,1,9:48.0,Offensive rebound by N. Bjelica,,3,0
17,1,9:48.0,N. Bjelica misses 2-pt layup from 4 ft (block by O. Anunoby),,3,0
18,1,9:47.0,Offensive rebound by Team,,3,0
19,1,9:43.0,N. Bjelica misses 2-pt hook shot from 4 ft,,3,0
20,1,9:41.0,,Defensive rebound by F. VanVleet,3,0
21,1,9:37.0,,K. Lowry misses 3-pt jump shot from 25 ft,3,0
22,1,9:32.0,Defensive rebound by D. Fox,,3,0
23,1,9:28.0,D. Fox makes 3-pt jump shot from 26 ft,,6,0
24,1,9:18.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),6,2
25,1,9:08.0,D. Fox makes 2-pt jump shot from 9 ft,,8,2
26,1,8:59.0,,Shooting foul by R. Holmes (drawn by F. VanVleet),8,2
27,1,8:59.0,,F. VanVleet makes free throw 1 of 2,8,3
28,1,8:59.0,,F. VanVleet makes free throw 2 of 2,8,4
29,1,8:39.0,Turnover by D. Fox (bad pass; steal by P. Siakam),,8,4
30,1,8:30.0,,Personal foul by D. Fox (drawn by F. VanVleet),8,4
31,1,8:24.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by O. Anunoby),8,7
32,1,8:01.0,B. Hield makes 3-pt jump shot from 23 ft,,11,7
33,1,7:48.0,,O. Anunoby makes 2-pt hook shot from 2 ft (assist by M. Gasol),11,9
34,1,7:28.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Fox),,14,9
35,1,7:09.0,,M. Gasol makes 2-pt jump shot from 10 ft,14,11
36,1,6:58.0,Turnover by B. Hield (lost ball; steal by P. Siakam),,14,11
37,1,6:55.0,,P. Siakam makes 2-pt dunk from 1 ft,14,13
38,1,6:33.0,H. Barnes makes 2-pt layup from 2 ft,,16,13
39,1,6:10.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by M. Gasol),16,16
40,1,6:00.0,Shooting foul by M. Gasol (drawn by D. Fox),,16,16
41,1,6:00.0,,Toronto full timeout,16,16
42,1,6:00.0,T. Ariza enters the game for H. Barnes,,16,16
43,1,6:00.0,D. Dedmon enters the game for R. Holmes,,16,16
44,1,6:00.0,D. Fox makes free throw 1 of 2,,17,16
45,1,6:00.0,D. Fox misses free throw 2 of 2,,17,16
46,1,5:57.0,,Defensive rebound by O. Anunoby,17,16
47,1,5:44.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by F. VanVleet),17,19
48,1,5:22.0,D. Fox misses 3-pt jump shot from 23 ft,,17,19
49,1,5:19.0,,Defensive rebound by O. Anunoby,17,19
50,1,5:10.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by F. VanVleet),17,22
51,1,4:53.0,N. Bjelica misses 3-pt jump shot from 29 ft,,17,22
52,1,4:50.0,Offensive rebound by T. Ariza,,17,22
53,1,4:48.0,B. Hield makes 3-pt jump shot from 23 ft (assist by T. Ariza),,20,22
54,1,4:22.0,,P. Siakam makes 2-pt layup from 2 ft,20,24
55,1,4:10.0,Turnover by D. Fox (bad pass; steal by M. Gasol),,20,24
56,1,4:01.0,,Personal foul by D. Dedmon (drawn by M. Gasol),20,24
57,1,4:01.0,,N. Powell enters the game for K. Lowry,20,24
58,1,3:50.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by O. Anunoby),20,26
59,1,3:40.0,N. Bjelica misses 3-pt jump shot from 26 ft,,20,26
60,1,3:36.0,,Defensive rebound by P. Siakam,20,26
61,1,3:22.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),20,29
62,1,3:20.0,Sacramento full timeout,,20,29
63,1,3:20.0,H. Barnes enters the game for N. Bjelica,,20,29
64,1,3:20.0,B. Bogdanović enters the game for D. Fox,,20,29
65,1,3:20.0,C. Joseph enters the game for B. Hield,,20,29
66,1,3:07.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,20,29
67,1,3:04.0,,Defensive rebound by O. Anunoby,20,29
68,1,2:54.0,,Turnover by P. Siakam (lost ball; steal by T. Ariza),20,29
69,1,2:41.0,C. Joseph makes 2-pt jump shot from 17 ft,,22,29
70,1,2:18.0,,N. Powell makes 2-pt layup from 1 ft (assist by O. Anunoby),22,31
71,1,2:06.0,Def 3 sec tech foul by Team,,22,31
72,1,2:06.0,B. Bogdanović makes technical free throw,,23,31
73,1,2:06.0,,T. Davis enters the game for O. Anunoby,23,31
74,1,2:06.0,,S. Ibaka enters the game for M. Gasol,23,31
75,1,2:04.0,Personal foul by T. Davis (drawn by B. Bogdanović),,23,31
76,1,1:55.0,C. Joseph misses 2-pt jump shot from 13 ft,,23,31
77,1,1:54.0,Offensive rebound by Team,,23,31
78,1,1:54.0,,Loose ball foul by S. Ibaka (drawn by D. Dedmon),23,31
79,1,1:44.0,T. Ariza misses 3-pt jump shot from 24 ft,,23,31
80,1,1:40.0,,Defensive rebound by P. Siakam,23,31
81,1,1:27.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by F. VanVleet),23,34
82,1,1:10.0,C. Joseph misses 2-pt jump shot from 13 ft,,23,34
83,1,1:08.0,,Defensive rebound by S. Ibaka,23,34
84,1,0:58.0,,Offensive foul by T. Davis (drawn by D. Dedmon),23,34
85,1,0:58.0,,Turnover by T. Davis (offensive foul),23,34
86,1,0:58.0,,C. Boucher enters the game for P. Siakam,23,34
87,1,0:58.0,,K. Lowry enters the game for F. VanVleet,23,34
88,1,0:45.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,23,34
89,1,0:41.0,Offensive rebound by C. Joseph,,23,34
90,1,0:36.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,23,34
91,1,0:34.0,Offensive rebound by D. Dedmon,,23,34
92,1,0:27.0,H. Barnes misses 3-pt jump shot from 24 ft,,23,34
93,1,0:24.0,,Defensive rebound by K. Lowry,23,34
94,1,0:01.0,,K. Lowry makes 2-pt layup from 1 ft,23,36
95,2,11:47.0,Turnover by B. Bogdanović (bad pass; steal by N. Powell),,23,36
96,2,11:44.0,,Shooting foul by C. Joseph (drawn by N. Powell),23,36
97,2,11:44.0,,N. Powell makes free throw 1 of 2,23,37
98,2,11:44.0,,N. Powell makes free throw 2 of 2,23,38
99,2,11:27.0,B. Bogdanović misses 2-pt hook shot from 3 ft (block by C. Boucher),,23,38
100,2,11:27.0,Offensive rebound by Team,,23,38
101,2,11:19.0,H. Barnes misses 3-pt jump shot from 28 ft,,23,38
102,2,11:17.0,Offensive rebound by D. Dedmon,,23,38
103,2,11:11.0,C. Joseph misses 3-pt jump shot from 26 ft,,23,38
104,2,11:07.0,,Defensive rebound by T. Davis,23,38
105,2,11:01.0,,K. Lowry misses 2-pt jump shot from 16 ft,23,38
106,2,10:58.0,Defensive rebound by T. Ariza,,23,38
107,2,10:53.0,Turnover by T. Ariza (traveling),,23,38
108,2,10:33.0,,N. Powell misses 3-pt jump shot from 26 ft,23,38
109,2,10:30.0,Defensive rebound by B. Bogdanović,,23,38
110,2,10:11.0,Shooting foul by T. Davis (drawn by H. Barnes),,23,38
111,2,10:11.0,H. Barnes makes free throw 1 of 2,,24,38
112,2,10:11.0,,M. Thomas enters the game for T. Davis,24,38
113,2,10:11.0,H. Barnes makes free throw 2 of 2,,25,38
114,2,9:52.0,,N. Powell makes 2-pt jump shot from 17 ft (assist by C. Boucher),25,40
115,2,9:33.0,Shooting foul by C. Boucher (drawn by T. Ariza),,25,40
116,2,9:33.0,T. Ariza makes free throw 1 of 2,,26,40
117,2,9:33.0,T. Ariza makes free throw 2 of 2,,27,40
118,2,9:20.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Lowry),27,42
119,2,9:07.0,H. Barnes makes 2-pt layup from 2 ft (assist by T. Ariza),,29,42
120,2,8:57.0,,Shooting foul by C. Joseph (drawn by K. Lowry),29,42
121,2,8:57.0,,K. Lowry makes free throw 1 of 2,29,43
122,2,8:57.0,,K. Lowry makes free throw 2 of 2,29,44
123,2,8:45.0,H. Barnes makes 2-pt jump shot from 16 ft,,31,44
124,2,8:36.0,,K. Lowry misses 2-pt layup from 3 ft (block by H. Barnes),31,44
125,2,8:35.0,Defensive rebound by D. Dedmon,,31,44
126,2,8:29.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by H. Barnes),,34,44
127,2,8:14.0,,K. Lowry makes 3-pt jump shot from 27 ft,34,47
128,2,8:03.0,D. Dedmon makes 3-pt jump shot from 27 ft (assist by C. Joseph),,37,47
129,2,7:50.0,,Turnover by K. Lowry (bad pass; steal by B. Bogdanović),37,47
130,2,7:48.0,B. Bogdanović makes 2-pt layup from 2 ft,,39,47
131,2,7:37.0,,Toronto full timeout,39,47
132,2,7:37.0,D. Fox enters the game for H. Barnes,,39,47
133,2,7:37.0,R. Holmes enters the game for D. Dedmon,,39,47
134,2,7:37.0,,P. Siakam enters the game for C. Boucher,39,47
135,2,7:32.0,,Offensive foul by S. Ibaka (drawn by D. Fox),39,47
136,2,7:32.0,,Turnover by S. Ibaka (offensive foul),39,47
137,2,7:18.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,39,47
138,2,7:15.0,,Defensive rebound by S. Ibaka,39,47
139,2,7:01.0,,Shooting foul by R. Holmes (drawn by S. Ibaka),39,47
140,2,7:01.0,,S. Ibaka makes free throw 1 of 2,39,48
141,2,7:01.0,,O. Anunoby enters the game for K. Lowry,39,48
142,2,7:01.0,,F. VanVleet enters the game for N. Powell,39,48
143,2,7:01.0,,S. Ibaka makes free throw 2 of 2,39,49
144,2,6:48.0,Personal foul by O. Anunoby (drawn by B. Bogdanović),,39,49
145,2,6:48.0,,M. Gasol enters the game for S. Ibaka,39,49
146,2,6:40.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by D. Fox),,42,49
147,2,6:24.0,,Personal foul by T. Ariza (drawn by M. Gasol),42,49
148,2,6:24.0,B. Hield enters the game for C. Joseph,,42,49
149,2,6:19.0,,Turnover by M. Gasol (bad pass; steal by B. Hield),42,49
150,2,6:11.0,T. Ariza misses 3-pt jump shot from 23 ft,,42,49
151,2,6:03.0,,Defensive rebound by O. Anunoby,42,49
152,2,5:53.0,,P. Siakam misses 3-pt jump shot from 24 ft,42,49
153,2,5:50.0,Defensive rebound by T. Ariza,,42,49
154,2,5:35.0,D. Fox makes 2-pt jump shot from 5 ft,,44,49
155,2,5:30.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),44,51
156,2,5:15.0,D. Fox misses 2-pt jump shot from 12 ft,,44,51
157,2,5:14.0,,Defensive rebound by Team,44,51
158,2,5:14.0,Loose ball foul by D. Fox (drawn by M. Thomas),,44,51
159,2,5:14.0,,M. Thomas makes free throw 1 of 2,44,52
160,2,5:14.0,H. Barnes enters the game for T. Ariza,,44,52
161,2,5:14.0,,M. Thomas makes free throw 2 of 2,44,53
162,2,4:58.0,Turnover by B. Hield (bad pass; steal by M. Thomas),,44,53
163,2,4:49.0,,O. Anunoby makes 2-pt layup from 2 ft,44,55
164,2,4:49.0,,Shooting foul by D. Fox (drawn by O. Anunoby),44,55
165,2,4:49.0,Sacramento full timeout,,44,55
166,2,4:49.0,Y. Ferrell enters the game for D. Fox,,44,55
167,2,4:49.0,,K. Lowry enters the game for M. Thomas,44,55
168,2,4:49.0,,O. Anunoby makes free throw 1 of 1,44,56
169,2,4:31.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,47,56
170,2,4:15.0,,Turnover by K. Lowry (bad pass),47,56
171,2,4:07.0,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,50,56
172,2,3:44.0,,K. Lowry misses 2-pt jump shot from 5 ft (block by Y. Ferrell),50,56
173,2,3:41.0,Defensive rebound by Y. Ferrell,,50,56
174,2,3:39.0,R. Holmes misses 2-pt layup from 2 ft,,50,56
175,2,3:37.0,,Defensive rebound by M. Gasol,50,56
176,2,3:35.0,,Shooting foul by Y. Ferrell (drawn by P. Siakam),50,56
177,2,3:35.0,,P. Siakam makes free throw 1 of 2,50,57
178,2,3:35.0,,P. Siakam makes free throw 2 of 2,50,58
179,2,3:21.0,R. Holmes makes 2-pt layup from 1 ft (assist by B. Bogdanović),,52,58
180,2,3:16.0,,Personal foul by Y. Ferrell (drawn by K. Lowry),52,58
181,2,3:16.0,,K. Lowry misses free throw 1 of 2,52,58
182,2,3:16.0,,Offensive rebound by Team,52,58
183,2,3:16.0,,K. Lowry makes free throw 2 of 2,52,59
184,2,3:05.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,55,59
