,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:35.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by H. Whiteside),0,3
1,1,11:15.0,S. Adams misses 2-pt hook shot from 4 ft,,0,3
2,1,11:13.0,,Defensive rebound by H. Whiteside,0,3
3,1,11:05.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),0,6
4,1,10:53.0,Personal foul by C. Anthony (drawn by D. Gallinari),,0,6
5,1,10:41.0,S. Adams makes 2-pt layup from 1 ft,,2,6
6,1,10:24.0,,H. Whiteside makes 2-pt jump shot from 4 ft (assist by D. Lillard),2,8
7,1,10:11.0,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft,,2,8
8,1,10:08.0,,Defensive rebound by H. Whiteside,2,8
9,1,9:59.0,,Shooting foul by S. Gilgeous-Alexander (drawn by H. Whiteside),2,8
10,1,9:59.0,,H. Whiteside makes free throw 1 of 2,2,9
11,1,9:59.0,,H. Whiteside makes free throw 2 of 2,2,10
12,1,9:50.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by C. Paul),,5,10
13,1,9:38.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by D. Lillard),5,13
14,1,9:22.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by C. Paul),,8,13
15,1,9:09.0,,H. Whiteside makes 2-pt jump shot from 7 ft (assist by D. Lillard),8,15
16,1,9:08.0,Oklahoma City full timeout,,8,15
17,1,8:50.0,T. Ferguson misses 2-pt layup from 2 ft,,8,15
18,1,8:49.0,Offensive rebound by S. Adams,,8,15
19,1,8:49.0,S. Adams makes 2-pt layup at rim,,10,15
20,1,8:28.0,,H. Whiteside makes 2-pt jump shot from 11 ft (assist by R. Hood),10,17
21,1,8:19.0,C. Paul misses 2-pt jump shot from 12 ft,,10,17
22,1,8:18.0,,Defensive rebound by H. Whiteside,10,17
23,1,8:01.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by C. Anthony),10,20
24,1,7:51.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by S. Adams),,13,20
25,1,7:31.0,,C. Anthony makes 2-pt layup from 1 ft,13,22
26,1,7:10.0,D. Gallinari misses 2-pt jump shot from 16 ft,,13,22
27,1,7:08.0,,Defensive rebound by H. Whiteside,13,22
28,1,7:02.0,,H. Whiteside makes 2-pt jump shot from 21 ft (assist by D. Lillard),13,24
29,1,6:44.0,C. Paul misses 3-pt jump shot from 26 ft,,13,24
30,1,6:41.0,,Defensive rebound by R. Hood,13,24
31,1,6:25.0,,H. Whiteside makes 2-pt dunk at rim (assist by C. McCollum),13,26
32,1,6:07.0,S. Adams makes 2-pt hook shot from 5 ft,,15,26
33,1,5:47.0,,D. Lillard misses 2-pt jump shot from 10 ft,15,26
34,1,5:44.0,,Offensive rebound by H. Whiteside,15,26
35,1,5:44.0,,H. Whiteside makes 2-pt layup from 1 ft,15,28
36,1,5:33.0,C. Paul makes 2-pt layup from 1 ft (assist by S. Adams),,17,28
37,1,5:22.0,,H. Whiteside misses 2-pt layup from 2 ft,17,28
38,1,5:22.0,Defensive rebound by Team,,17,28
39,1,5:22.0,N. Noel enters the game for S. Adams,,17,28
40,1,5:22.0,D. Schröder enters the game for C. Paul,,17,28
41,1,5:22.0,,N. Little enters the game for C. Anthony,17,28
42,1,5:22.0,,A. Simons enters the game for C. McCollum,17,28
43,1,5:09.0,D. Gallinari misses 3-pt jump shot from 26 ft,,17,28
44,1,5:08.0,,Defensive rebound by Team,17,28
45,1,4:52.0,,R. Hood makes 3-pt jump shot from 23 ft,17,31
46,1,4:42.0,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,,17,31
47,1,4:39.0,,Defensive rebound by H. Whiteside,17,31
48,1,4:24.0,,Shooting foul by S. Gilgeous-Alexander (drawn by D. Lillard),17,31
49,1,4:24.0,,D. Lillard makes free throw 1 of 3,17,32
50,1,4:24.0,,D. Lillard makes free throw 2 of 3,17,33
51,1,4:24.0,,D. Lillard makes free throw 3 of 3,17,34
52,1,4:10.0,Personal foul by A. Simons (drawn by D. Schröder),,17,34
53,1,4:08.0,Personal foul by N. Little (drawn by D. Gallinari),,17,34
54,1,3:56.0,T. Ferguson misses 3-pt jump shot from 25 ft,,17,34
55,1,3:54.0,,Defensive rebound by D. Lillard,17,34
56,1,3:41.0,,D. Lillard makes 2-pt layup from 1 ft,17,36
57,1,3:41.0,,Shooting foul by N. Noel (drawn by D. Lillard),17,36
58,1,3:41.0,D. Bazley enters the game for D. Gallinari,,17,36
59,1,3:41.0,,D. Lillard makes free throw 1 of 1,17,37
60,1,3:35.0,Def 3 sec tech foul by Team,,17,37
61,1,3:35.0,D. Schröder misses technical free throw,,17,37
62,1,3:35.0,Offensive rebound by Team,,17,37
63,1,3:35.0,Oklahoma City full timeout,,17,37
64,1,3:35.0,A. Nader enters the game for S. Gilgeous-Alexander,,17,37
65,1,3:35.0,,K. Bazemore enters the game for R. Hood,17,37
66,1,3:35.0,,S. Labissière enters the game for H. Whiteside,17,37
67,1,3:28.0,Turnover by T. Ferguson (bad pass),,17,37
68,1,3:13.0,,Personal foul by N. Noel (drawn by D. Lillard),17,37
69,1,3:13.0,S. Adams enters the game for T. Ferguson,,17,37
70,1,3:13.0,D. Burton enters the game for N. Noel,,17,37
71,1,3:04.0,,K. Bazemore misses 3-pt jump shot from 26 ft,17,37
72,1,3:00.0,,Offensive rebound by S. Labissière,17,37
73,1,2:56.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by S. Labissière),17,40
74,1,2:41.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by S. Adams),,20,40
