,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
0,1,11:47.0,,J. Ingles makes 2-pt layup from 2 ft,0,2
1,1,11:35.0,Turnover by D. DeRozan (traveling),,0,2
2,1,11:23.0,,Personal foul by T. Lyles (drawn by R. Gobert),0,2
3,1,11:14.0,,J. Ingles misses 2-pt jump shot from 6 ft,0,2
4,1,11:13.0,,Offensive rebound by Team,0,2
5,1,11:11.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by J. Ingles),0,4
6,1,11:01.0,D. Murray makes 2-pt jump shot from 14 ft,,2,4
7,1,10:50.0,,Turnover by R. Gobert (lost ball; steal by B. Forbes),2,4
8,1,10:46.0,B. Forbes misses 3-pt jump shot from 25 ft,,2,4
9,1,10:43.0,,Defensive rebound by R. Gobert,2,4
10,1,10:25.0,,Turnover by B. Bogdanović (bad pass; steal by D. Murray),2,4
11,1,10:19.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,5,4
12,1,10:01.0,,Shooting foul by L. Aldridge (drawn by R. Gobert),5,4
13,1,10:01.0,,R. Gobert makes free throw 1 of 2,5,5
14,1,10:01.0,,R. Gobert misses free throw 2 of 2,5,5
15,1,10:00.0,Defensive rebound by D. Murray,,5,5
16,1,9:46.0,D. DeRozan misses 2-pt layup from 9 ft (block by R. O'Neale),,5,5
17,1,9:45.0,Offensive rebound by Team,,5,5
18,1,9:44.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by D. Murray),,7,5
19,1,9:30.0,,Turnover by J. Ingles (bad pass; steal by B. Forbes),7,5
20,1,9:26.0,Shooting foul by J. Ingles (drawn by B. Forbes),,7,5
21,1,9:26.0,B. Forbes makes free throw 1 of 2,,8,5
22,1,9:26.0,B. Forbes misses free throw 2 of 2,,8,5
23,1,9:25.0,,Defensive rebound by R. Gobert,8,5
24,1,9:06.0,,D. Mitchell makes 2-pt jump shot from 8 ft (assist by J. Ingles),8,7
25,1,8:55.0,D. Murray makes 2-pt jump shot from 18 ft,,10,7
26,1,8:37.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),10,9
27,1,8:24.0,Turnover by D. DeRozan (bad pass; steal by R. O'Neale),,10,9
28,1,8:21.0,,R. O'Neale makes 2-pt layup from 3 ft (assist by D. Mitchell),10,11
29,1,8:21.0,San Antonio full timeout,,10,11
30,1,8:01.0,B. Forbes misses 3-pt jump shot from 29 ft,,10,11
31,1,7:57.0,Offensive rebound by D. Murray,,10,11
32,1,7:44.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by D. DeRozan),,12,11
33,1,7:26.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,12,11
34,1,7:24.0,Defensive rebound by D. DeRozan,,12,11
35,1,7:17.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,15,11
36,1,7:03.0,,D. Mitchell misses 3-pt jump shot from 25 ft,15,11
37,1,7:00.0,Defensive rebound by B. Forbes,,15,11
38,1,6:47.0,D. Murray misses 2-pt jump shot from 14 ft,,15,11
39,1,6:45.0,,Defensive rebound by J. Ingles,15,11
40,1,6:33.0,,Shooting foul by L. Aldridge (drawn by R. Gobert),15,11
41,1,6:33.0,,R. Gobert makes free throw 1 of 2,15,12
42,1,6:33.0,J. Poeltl enters the game for L. Aldridge,,15,12
43,1,6:33.0,,J. Clarkson enters the game for J. Ingles,15,12
44,1,6:33.0,,R. Gobert misses free throw 2 of 2,15,12
45,1,6:32.0,Defensive rebound by J. Poeltl,,15,12
46,1,6:22.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by D. Murray),,17,12
47,1,6:07.0,,J. Clarkson misses 3-pt jump shot from 23 ft,17,12
48,1,6:04.0,Defensive rebound by B. Forbes,,17,12
49,1,5:50.0,T. Lyles makes 2-pt layup from 2 ft (assist by D. DeRozan),,19,12
50,1,5:40.0,,R. O'Neale makes 3-pt jump shot from 28 ft (assist by D. Mitchell),19,15
51,1,5:22.0,T. Lyles misses 2-pt jump shot from 6 ft,,19,15
52,1,5:19.0,,Defensive rebound by R. O'Neale,19,15
53,1,5:15.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,19,15
54,1,5:13.0,Defensive rebound by B. Forbes,,19,15
55,1,5:05.0,J. Poeltl misses 2-pt hook shot from 4 ft,,19,15
56,1,5:02.0,,Defensive rebound by R. O'Neale,19,15
57,1,4:50.0,,R. O'Neale misses 3-pt jump shot from 25 ft,19,15
58,1,4:47.0,Defensive rebound by T. Lyles,,19,15
59,1,4:39.0,D. Murray makes 2-pt jump shot from 13 ft,,21,15
60,1,4:24.0,,D. Mitchell misses 3-pt jump shot from 26 ft,21,15
61,1,4:21.0,Defensive rebound by J. Poeltl,,21,15
62,1,4:14.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,24,15
63,1,4:10.0,,Utah full timeout,24,15
64,1,4:10.0,P. Mills enters the game for D. DeRozan,,24,15
65,1,4:10.0,L. Walker enters the game for B. Forbes,,24,15
66,1,4:10.0,D. White enters the game for D. Murray,,24,15
67,1,4:01.0,,D. Mitchell misses 2-pt layup from 2 ft (block by J. Poeltl),24,15
