,QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
373,4,3:43.0,Turnover by T. Satoranský (lost ball; steal by S. Gilgeous-Alexander),,100,101
374,4,3:37.0,,S. Gilgeous-Alexander misses 2-pt layup from 4 ft (block by L. Markkanen),100,101
375,4,3:36.0,Defensive rebound by W. Carter,,100,101
376,4,3:17.0,T. Satoranský misses 3-pt jump shot from 26 ft,,100,101
377,4,3:12.0,,Defensive rebound by S. Gilgeous-Alexander,100,101
378,4,2:59.0,,D. Gallinari misses 3-pt jump shot from 30 ft,100,101
379,4,2:56.0,Defensive rebound by W. Carter,,100,101
380,4,2:54.0,Turnover by W. Carter (lost ball; steal by C. Paul),,100,101
381,4,2:41.0,,C. Paul makes 3-pt jump shot from 27 ft,100,104
382,4,2:38.0,Chicago full timeout,,100,104
383,4,2:28.0,Z. LaVine misses 3-pt jump shot from 27 ft,,100,104
384,4,2:25.0,,Defensive rebound by S. Adams,100,104
385,4,2:14.0,,D. Gallinari misses 2-pt jump shot from 13 ft,100,104
386,4,2:11.0,Defensive rebound by W. Carter,,100,104
387,4,2:04.0,Shooting foul by T. Ferguson (drawn by Z. LaVine),,100,104
388,4,2:04.0,Z. LaVine makes free throw 1 of 2,,101,104
389,4,2:04.0,Z. LaVine makes free throw 2 of 2,,102,104
390,4,1:38.0,,C. Paul misses 3-pt jump shot from 27 ft,102,104
391,4,1:35.0,,Offensive rebound by D. Gallinari,102,104
392,4,1:25.0,,T. Ferguson misses 3-pt jump shot from 23 ft,102,104
393,4,1:24.0,,Offensive rebound by S. Adams,102,104
394,4,1:23.0,,S. Adams misses 2-pt layup from 1 ft (block by W. Carter),102,104
395,4,1:22.0,,Offensive rebound by Team,102,104
396,4,1:22.0,Loose ball foul by W. Carter (drawn by S. Adams),,102,104
397,4,1:22.0,Chicago full timeout,,102,104
398,4,1:22.0,Instant Replay (Challenge: Stands),,102,104
399,4,1:16.0,,Personal foul by K. Dunn (drawn by C. Paul),102,104
400,4,1:16.0,,C. Paul makes free throw 1 of 2,102,105
401,4,1:16.0,,C. Paul makes free throw 2 of 2,102,106
402,4,1:06.0,Personal foul by C. Paul (drawn by K. Dunn),,102,106
403,4,1:00.0,Personal foul by T. Ferguson (drawn by Z. LaVine),,102,106
404,4,1:00.0,,D. Schröder enters the game for T. Ferguson,102,106
405,4,1:00.0,Z. LaVine makes free throw 1 of 2,,103,106
406,4,1:00.0,Z. LaVine makes free throw 2 of 2,,104,106
407,4,0:45.0,,D. Gallinari misses 3-pt jump shot from 28 ft,104,106
408,4,0:42.0,Defensive rebound by T. Satoranský,,104,106
409,4,0:31.0,Z. LaVine misses 3-pt jump shot from 24 ft (block by D. Schröder),,104,106
410,4,0:31.0,Offensive rebound by Team,,104,106
411,4,0:25.0,Z. LaVine makes 2-pt layup from 1 ft,,106,106
412,4,0:05.0,,C. Paul misses 2-pt layup from 5 ft (block by W. Carter),106,106
413,4,0:04.0,,Offensive rebound by C. Paul,106,106
414,4,0:04.0,,Oklahoma City full timeout,106,106
415,4,0:04.0,,Personal foul by W. Carter (drawn by S. Adams),106,106
416,4,0:04.0,,Instant Replay (Request: Ruling Stands),106,106
417,4,0:04.0,,S. Adams makes free throw 1 of 2,106,107
418,4,0:04.0,C. White enters the game for W. Carter,,106,107
419,4,0:04.0,,S. Adams misses free throw 2 of 2,106,107
420,4,0:01.0,,Offensive rebound by S. Adams,106,107
421,4,0:01.0,,Personal take foul by C. White (drawn by C. Paul),106,107
422,4,0:01.0,,C. Paul makes free throw 1 of 2,106,108
423,4,0:01.0,W. Carter enters the game for C. White,,106,108
424,4,0:01.0,,C. Paul makes free throw 2 of 2,106,109
425,4,0:00.0,Z. LaVine misses 3-pt jump shot from 50 ft,,106,109
426,4,0:00.0,Offensive rebound by Team,,106,109
