,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
93,1,2:50.0,Defensive rebound by A. Davis,,27,23
94,1,2:45.0,Shooting foul by D. Lillard (drawn by K. Kuzma),,27,23
95,1,2:45.0,K. Kuzma makes free throw 1 of 2,,28,23
96,1,2:45.0,K. Kuzma makes free throw 2 of 2,,29,23
97,1,2:23.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by A. Tolliver),29,26
98,1,2:18.0,K. Kuzma makes 2-pt layup from 3 ft (assist by R. Rondo),,31,26
99,1,2:18.0,Shooting foul by A. Simons (drawn by K. Kuzma),,31,26
100,1,2:18.0,K. Kuzma makes free throw 1 of 1,,32,26
101,1,2:03.0,,A. Simons makes 2-pt jump shot from 9 ft,32,28
102,1,1:52.0,A. Caruso misses 2-pt jump shot from 9 ft,,32,28
103,1,1:47.0,Offensive rebound by K. Kuzma,,32,28
104,1,1:43.0,K. Kuzma makes 2-pt jump shot from 12 ft,,34,28
105,1,1:25.0,,A. Simons makes 2-pt layup from 1 ft,34,30
106,1,1:07.0,Turnover by A. Caruso (out of bounds lost ball),,34,30
107,1,0:53.0,,Turnover by A. Tolliver (step out of bounds),34,30
108,1,0:40.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,34,30
109,1,0:38.0,,Defensive rebound by K. Bazemore,34,30
110,1,0:36.0,,Personal foul by K. Caldwell-Pope (drawn by K. Bazemore),34,30
111,1,0:30.0,,Turnover by D. Lillard (step out of bounds),34,30
112,1,0:15.0,K. Kuzma misses 3-pt jump shot from 29 ft,,34,30
113,1,0:11.0,,Defensive rebound by A. Tolliver,34,30
114,1,0:00.0,,D. Lillard makes 2-pt jump shot from 1 ft,34,32
115,1,0:00.0,Violation by Team (def goaltending),,34,32
116,2,11:42.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by C. McCollum),34,35
117,2,11:23.0,R. Rondo makes 2-pt layup from 1 ft,,36,35
118,2,11:11.0,,A. Tolliver makes 3-pt jump shot from 28 ft (assist by C. McCollum),36,38
119,2,10:53.0,R. Rondo makes 2-pt jump shot from 15 ft,,38,38
120,2,10:43.0,,Personal foul by R. Rondo (drawn by C. McCollum),38,38
121,2,10:31.0,,G. Trent makes 3-pt jump shot from 24 ft (assist by N. Little),38,41
122,2,10:14.0,R. Rondo makes 3-pt jump shot from 25 ft (assist by L. James),,41,41
123,2,10:00.0,,C. McCollum makes 2-pt jump shot from 18 ft,41,43
124,2,9:59.0,LA Lakers full timeout,,41,43
125,2,9:45.0,L. James makes 2-pt layup from 1 ft (assist by R. Rondo),,43,43
126,2,9:45.0,Shooting foul by G. Trent (drawn by L. James),,43,43
127,2,9:45.0,L. James makes free throw 1 of 1,,44,43
128,2,9:34.0,,C. McCollum misses 3-pt jump shot from 25 ft,44,43
129,2,9:31.0,Defensive rebound by D. Howard,,44,43
130,2,9:22.0,K. Kuzma makes 2-pt jump shot from 11 ft,,46,43
131,2,9:08.0,,A. Simons misses 2-pt jump shot from 21 ft,46,43
132,2,9:06.0,Defensive rebound by R. Rondo,,46,43
133,2,8:53.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. James),,49,43
134,2,8:36.0,,Turnover by A. Tolliver (bad pass; steal by L. James),49,43
135,2,8:34.0,Shooting foul by A. Tolliver (drawn by L. James),,49,43
136,2,8:34.0,,Portland full timeout,49,43
137,2,8:34.0,,Instant Replay (Challenge: Stands),49,43
138,2,8:34.0,,C. Anthony enters the game for N. Little,49,43
139,2,8:34.0,,H. Whiteside enters the game for A. Tolliver,49,43
140,2,8:34.0,L. James misses free throw 1 of 2,,49,43
141,2,8:34.0,Offensive rebound by Team,,49,43
142,2,8:34.0,L. James makes free throw 2 of 2,,50,43
143,2,8:19.0,,C. McCollum misses 2-pt layup from 3 ft (block by D. Howard),50,43
144,2,8:16.0,,Offensive rebound by H. Whiteside,50,43
145,2,8:15.0,,H. Whiteside makes 2-pt dunk from 2 ft,50,45
146,2,7:58.0,R. Rondo makes 2-pt layup from 1 ft,,52,45
147,2,7:43.0,,C. Anthony misses 2-pt jump shot from 4 ft (block by D. Howard),52,45
148,2,7:43.0,,Offensive rebound by Team,52,45
149,2,7:43.0,A. Caruso enters the game for R. Rondo,,52,45
150,2,7:37.0,,A. Simons misses 2-pt jump shot from 12 ft,52,45
151,2,7:32.0,,Offensive rebound by H. Whiteside,52,45
152,2,7:32.0,,H. Whiteside makes 2-pt layup from 1 ft,52,47
153,2,7:09.0,Turnover by Team (shot clock),,52,47
154,2,7:09.0,,D. Lillard enters the game for G. Trent,52,47
155,2,6:59.0,,Turnover by C. McCollum (bad pass; steal by A. Caruso),52,47
156,2,6:54.0,K. Kuzma makes 3-pt jump shot from 24 ft (assist by A. Caruso),,55,47
157,2,6:30.0,,Shooting foul by D. Howard (drawn by C. Anthony),55,47
158,2,6:30.0,,C. Anthony makes free throw 1 of 2,55,48
159,2,6:30.0,A. Davis enters the game for K. Kuzma,,55,48
160,2,6:30.0,,C. Anthony makes free throw 2 of 2,55,49
161,2,6:18.0,A. Caruso makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,58,49
162,2,5:59.0,,H. Whiteside misses 2-pt jump shot from 13 ft,58,49
163,2,5:57.0,Defensive rebound by D. Howard,,58,49
164,2,5:43.0,D. Howard makes 2-pt dunk at rim (assist by L. James),,60,49
165,2,5:30.0,,Personal foul by A. Caruso (drawn by D. Lillard),60,49
166,2,5:30.0,D. Green enters the game for L. James,,60,49
167,2,5:27.0,,Offensive foul by C. Anthony (drawn by D. Green),60,49
168,2,5:27.0,,Turnover by C. Anthony (offensive foul),60,49
169,2,5:16.0,Shooting foul by H. Whiteside (drawn by A. Davis),,60,49
170,2,5:16.0,A. Davis makes free throw 1 of 2,,61,49
171,2,5:16.0,A. Davis makes free throw 2 of 2,,62,49
172,2,5:02.0,,C. McCollum misses 3-pt jump shot from 25 ft,62,49
173,2,5:00.0,Defensive rebound by A. Davis,,62,49
174,2,4:52.0,A. Davis misses 2-pt jump shot from 4 ft (block by C. Anthony),,62,49
175,2,4:49.0,,Defensive rebound by A. Simons,62,49
176,2,4:48.0,,A. Simons makes 2-pt dunk from 1 ft,62,51
177,2,4:39.0,A. Davis misses 3-pt jump shot from 25 ft,,62,51
178,2,4:39.0,Offensive rebound by D. Howard,,62,51
179,2,4:35.0,Shooting foul by C. Anthony (drawn by D. Howard),,62,51
180,2,4:35.0,D. Howard makes free throw 1 of 2,,63,51
181,2,4:35.0,A. Bradley enters the game for K. Caldwell-Pope,,63,51
182,2,4:35.0,,K. Bazemore enters the game for C. Anthony,63,51
183,2,4:35.0,,A. Tolliver enters the game for C. McCollum,63,51
184,2,4:35.0,D. Howard makes free throw 2 of 2,,64,51
185,2,4:20.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),64,53
186,2,4:07.0,A. Caruso misses 2-pt jump shot from 15 ft,,64,53
187,2,4:07.0,,Defensive rebound by Team,64,53
188,2,4:07.0,Loose ball foul by D. Howard (drawn by H. Whiteside),,64,53
189,2,3:57.0,,Personal foul by A. Bradley (drawn by D. Lillard),64,53
190,2,3:57.0,,D. Lillard makes free throw 1 of 2,64,54
191,2,3:57.0,,D. Lillard makes free throw 2 of 2,64,55
192,2,3:43.0,A. Bradley misses 2-pt layup from 2 ft (block by H. Whiteside),,64,55
193,2,3:41.0,,Defensive rebound by H. Whiteside,64,55
194,2,3:35.0,,Personal foul by A. Caruso (drawn by H. Whiteside),64,55
195,2,3:35.0,,H. Whiteside misses free throw 1 of 2,64,55
196,2,3:35.0,,Offensive rebound by Team,64,55
197,2,3:35.0,,H. Whiteside makes free throw 2 of 2,64,56
198,2,3:13.0,A. Caruso makes 2-pt layup from 2 ft (assist by A. Bradley),,66,56
199,2,2:58.0,,H. Whiteside makes 2-pt jump shot from 9 ft (assist by D. Lillard),66,58
200,2,2:58.0,LA Lakers full timeout,,66,58
201,2,2:58.0,L. James enters the game for A. Caruso,,66,58
202,2,2:58.0,K. Kuzma enters the game for D. Howard,,66,58
203,2,2:58.0,,C. Anthony enters the game for A. Tolliver,66,58
204,2,2:46.0,Turnover by A. Bradley (bad pass),,66,58
205,2,2:28.0,,A. Simons makes 3-pt jump shot from 26 ft (assist by C. Anthony),66,61
206,2,2:15.0,A. Davis misses 2-pt layup from 2 ft,,66,61
207,2,2:14.0,,Defensive rebound by K. Bazemore,66,61
208,2,2:07.0,,H. Whiteside misses 2-pt hook shot from 3 ft,66,61
209,2,2:05.0,Defensive rebound by A. Davis,,66,61
210,2,2:01.0,K. Kuzma misses 3-pt jump shot from 25 ft,,66,61
211,2,1:57.0,Offensive rebound by Team,,66,61
212,2,1:57.0,,C. McCollum enters the game for K. Bazemore,66,61
213,2,1:52.0,D. Green misses 2-pt jump shot from 5 ft,,66,61
214,2,1:50.0,,Defensive rebound by A. Simons,66,61
215,2,1:35.0,,C. McCollum misses 3-pt jump shot from 25 ft,66,61
216,2,1:33.0,Defensive rebound by L. James,,66,61
217,2,1:28.0,A. Bradley makes 2-pt layup from 1 ft (assist by L. James),,68,61
218,2,1:04.0,,A. Simons misses 2-pt jump shot from 8 ft,68,61
219,2,1:04.0,,Offensive rebound by H. Whiteside,68,61
220,2,1:04.0,,H. Whiteside misses 2-pt layup from 1 ft,68,61
221,2,1:04.0,,Offensive rebound by A. Simons,68,61
222,2,0:58.0,,C. McCollum misses 3-pt jump shot from 26 ft,68,61
223,2,0:57.0,,Offensive rebound by Team,68,61
224,2,0:57.0,Loose ball foul by L. James (drawn by H. Whiteside),,68,61
225,2,0:57.0,,H. Whiteside makes free throw 1 of 2,68,62
226,2,0:57.0,,H. Whiteside misses free throw 2 of 2,68,62
227,2,0:56.0,Defensive rebound by L. James,,68,62
228,2,0:44.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),,71,62
229,2,0:25.0,,A. Simons makes 2-pt jump shot from 5 ft (assist by D. Lillard),71,64
230,2,0:04.0,Turnover by L. James (bad pass; steal by A. Simons),,71,64
231,2,0:00.0,Instant Replay (Request: Ruling Stands),,71,64
232,3,11:51.0,,D. Lillard makes 3-pt jump shot from 30 ft,71,67
233,3,11:30.0,L. James misses 3-pt jump shot from 24 ft,,71,67
234,3,11:27.0,,Defensive rebound by H. Whiteside,71,67
235,3,11:07.0,,C. McCollum makes 2-pt jump shot from 5 ft,71,69
236,3,11:00.0,D. Green makes 3-pt jump shot from 23 ft (assist by L. James),,74,69
237,3,10:42.0,,H. Whiteside makes 2-pt hook shot from 4 ft,74,71
238,3,10:23.0,A. Bradley makes 2-pt jump shot from 18 ft,,76,71
239,3,10:07.0,,D. Lillard misses 3-pt jump shot from 25 ft,76,71
240,3,10:04.0,Defensive rebound by A. Bradley,,76,71
241,3,9:57.0,A. Davis makes 2-pt jump shot from 4 ft,,78,71
242,3,9:42.0,,C. Anthony misses 2-pt jump shot from 16 ft,78,71
243,3,9:40.0,Defensive rebound by L. James,,78,71
244,3,9:36.0,Shooting foul by C. Anthony (drawn by L. James),,78,71
245,3,9:36.0,L. James makes free throw 1 of 2,,79,71
246,3,9:36.0,L. James makes free throw 2 of 2,,80,71
247,3,9:18.0,,C. McCollum misses 2-pt jump shot from 22 ft,80,71
248,3,9:16.0,Defensive rebound by J. McGee,,80,71
249,3,9:15.0,A. Davis makes 2-pt layup from 1 ft (assist by L. James),,82,71
250,3,8:59.0,,Turnover by H. Whiteside (lost ball; steal by A. Davis),82,71
251,3,8:50.0,A. Bradley misses 3-pt jump shot from 23 ft,,82,71
252,3,8:47.0,,Defensive rebound by K. Bazemore,82,71
253,3,8:39.0,,Turnover by C. Anthony (bad pass),82,71
254,3,8:34.0,A. Davis misses 3-pt jump shot from 25 ft,,82,71
255,3,8:32.0,,Defensive rebound by Team,82,71
256,3,8:32.0,Loose ball foul by J. McGee (drawn by H. Whiteside),,82,71
257,3,8:21.0,,Personal foul by D. Green (drawn by C. McCollum),82,71
258,3,8:17.0,,Shooting foul by A. Davis (drawn by D. Lillard),82,71
259,3,8:17.0,,D. Lillard makes free throw 1 of 2,82,72
260,3,8:17.0,,D. Lillard misses free throw 2 of 2,82,72
261,3,8:15.0,Defensive rebound by J. McGee,,82,72
262,3,8:10.0,Offensive foul by A. Davis (drawn by K. Bazemore),,82,72
263,3,8:10.0,Turnover by A. Davis (offensive foul),,82,72
264,3,7:55.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by K. Bazemore),82,75
265,3,7:45.0,A. Davis makes 3-pt jump shot from 25 ft (assist by L. James),,85,75
266,3,7:33.0,,D. Lillard misses 3-pt jump shot from 25 ft,85,75
267,3,7:31.0,Defensive rebound by D. Green,,85,75
268,3,7:20.0,A. Davis misses 3-pt jump shot from 23 ft,,85,75
269,3,7:17.0,,Defensive rebound by H. Whiteside,85,75
270,3,7:17.0,,Personal foul by L. James (drawn by D. Lillard),85,75
271,3,7:00.0,,D. Lillard misses 3-pt jump shot from 31 ft,85,75
272,3,7:00.0,,Offensive rebound by Team,85,75
273,3,7:00.0,Loose ball foul by J. McGee (drawn by H. Whiteside),,85,75
274,3,7:00.0,,H. Whiteside makes free throw 1 of 2,85,76
275,3,7:00.0,,H. Whiteside makes free throw 2 of 2,85,77
276,3,6:49.0,L. James misses 3-pt jump shot from 25 ft,,85,77
277,3,6:45.0,,Defensive rebound by H. Whiteside,85,77
278,3,6:38.0,Violation by Team (kicked ball),,85,77
279,3,6:38.0,,Portland full timeout,85,77
280,3,6:32.0,,H. Whiteside makes 2-pt dunk at rim (assist by C. Anthony),85,79
281,3,6:32.0,,Shooting foul by J. McGee (drawn by H. Whiteside),85,79
282,3,6:32.0,,H. Whiteside makes free throw 1 of 1,85,80
283,3,6:04.0,D. Green misses 3-pt jump shot from 26 ft (block by D. Lillard),,85,80
284,3,6:01.0,,Defensive rebound by H. Whiteside,85,80
285,3,5:59.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by C. McCollum),85,83
286,3,5:58.0,LA Lakers full timeout,,85,83
287,3,5:58.0,K. Caldwell-Pope enters the game for A. Bradley,,85,83
288,3,5:58.0,K. Kuzma enters the game for J. McGee,,85,83
289,3,5:46.0,K. Kuzma misses 3-pt jump shot from 25 ft,,85,83
290,3,5:44.0,Offensive rebound by D. Green,,85,83
291,3,5:37.0,A. Davis misses 2-pt layup from 1 ft (block by H. Whiteside),,85,83
292,3,5:37.0,,Defensive rebound by C. Anthony,85,83
293,3,5:33.0,,Turnover by H. Whiteside (out of bounds lost ball),85,83
294,3,5:19.0,A. Davis misses 2-pt layup from 3 ft (block by K. Bazemore),,85,83
295,3,5:17.0,,Defensive rebound by D. Lillard,85,83
296,3,5:15.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),85,86
297,3,5:13.0,LA Lakers full timeout,,85,86
298,3,4:58.0,L. James makes 2-pt jump shot from 21 ft (assist by A. Davis),,87,86
299,3,4:36.0,,C. Anthony misses 2-pt jump shot from 18 ft,87,86
300,3,4:34.0,,Offensive rebound by H. Whiteside,87,86
301,3,4:31.0,,C. Anthony misses 2-pt jump shot from 19 ft,87,86
302,3,4:27.0,Defensive rebound by A. Davis,,87,86
303,3,4:21.0,K. Kuzma misses 3-pt jump shot from 24 ft,,87,86
304,3,4:18.0,,Defensive rebound by C. McCollum,87,86
305,3,4:10.0,,D. Lillard makes 3-pt jump shot from 24 ft,87,89
306,3,3:47.0,K. Caldwell-Pope makes 2-pt jump shot from 5 ft (assist by L. James),,89,89
307,3,3:47.0,Shooting foul by D. Lillard (drawn by K. Caldwell-Pope),,89,89
308,3,3:47.0,A. Caruso enters the game for D. Green,,89,89
309,3,3:47.0,R. Rondo enters the game for L. James,,89,89
310,3,3:47.0,,N. Little enters the game for C. Anthony,89,89
311,3,3:47.0,K. Caldwell-Pope makes free throw 1 of 1,,90,89
312,3,3:31.0,,Personal foul by K. Caldwell-Pope (drawn by D. Lillard),90,89
313,3,3:31.0,,D. Lillard makes free throw 1 of 2,90,90
314,3,3:31.0,,A. Tolliver enters the game for H. Whiteside,90,90
315,3,3:31.0,,D. Lillard makes free throw 2 of 2,90,91
316,3,3:17.0,Shooting foul by D. Lillard (drawn by A. Caruso),,90,91
317,3,3:17.0,A. Caruso makes free throw 1 of 2,,91,91
318,3,3:17.0,,A. Simons enters the game for C. McCollum,91,91
319,3,3:17.0,A. Caruso makes free throw 2 of 2,,92,91
320,3,3:03.0,,Shooting foul by A. Davis (drawn by N. Little),92,91
321,3,3:03.0,,N. Little makes free throw 1 of 2,92,92
322,3,3:03.0,,N. Little misses free throw 2 of 2,92,92
323,3,2:59.0,Defensive rebound by R. Rondo,,92,92
324,3,2:52.0,A. Caruso misses 2-pt layup from 2 ft (block by K. Bazemore),,92,92
325,3,2:50.0,Offensive rebound by A. Caruso,,92,92
326,3,2:48.0,Turnover by A. Caruso (lost ball; steal by K. Bazemore),,92,92
327,3,2:35.0,,K. Bazemore misses 3-pt jump shot from 26 ft,92,92
328,3,2:35.0,Defensive rebound by Team,,92,92
329,3,2:14.0,K. Kuzma misses 3-pt jump shot from 23 ft,,92,92
330,3,2:11.0,Offensive rebound by A. Caruso,,92,92
331,3,2:09.0,R. Rondo misses 3-pt jump shot from 26 ft,,92,92
332,3,2:05.0,,Defensive rebound by K. Bazemore,92,92
333,3,2:02.0,,Turnover by K. Bazemore (bad pass),92,92
334,3,2:02.0,Personal foul by K. Bazemore (drawn by R. Rondo),,92,92
335,3,1:54.0,R. Rondo makes 2-pt jump shot from 21 ft (assist by A. Caruso),,94,92
336,3,1:34.0,,Turnover by D. Lillard (lost ball; steal by A. Caruso),94,92
337,3,1:32.0,Shooting foul by A. Tolliver (drawn by R. Rondo),,94,92
338,3,1:32.0,R. Rondo makes free throw 1 of 2,,95,92
339,3,1:32.0,R. Rondo makes free throw 2 of 2,,96,92
340,3,1:14.0,,A. Simons misses 2-pt jump shot from 10 ft,96,92
341,3,1:10.0,Defensive rebound by K. Kuzma,,96,92
342,3,1:03.0,Turnover by R. Rondo (bad pass),,96,92
343,3,0:54.0,,D. Lillard misses 3-pt jump shot from 24 ft,96,92
344,3,0:52.0,Defensive rebound by A. Davis,,96,92
345,3,0:39.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,98,92
346,3,0:29.0,,K. Bazemore misses 2-pt layup at rim,98,92
347,3,0:27.0,Defensive rebound by A. Davis,,98,92
348,3,0:21.0,R. Rondo makes 2-pt layup from 2 ft,,100,92
349,3,0:03.0,,A. Simons makes 2-pt layup from 1 ft,100,94
350,3,0:03.0,,Shooting foul by K. Caldwell-Pope (drawn by A. Simons),100,94
351,3,0:03.0,,A. Simons makes free throw 1 of 1,100,95
352,3,0:00.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by A. Davis),,103,95
353,4,11:44.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),,105,95
354,4,11:19.0,,Turnover by A. Tolliver (out of bounds lost ball),105,95
355,4,11:02.0,Turnover by R. Rondo (bad pass; steal by G. Trent),,105,95
356,4,10:52.0,,C. Anthony misses 2-pt jump shot from 10 ft,105,95
357,4,10:50.0,Defensive rebound by L. James,,105,95
358,4,10:39.0,K. Kuzma misses 2-pt hook shot from 6 ft,,105,95
359,4,10:37.0,,Defensive rebound by A. Tolliver,105,95
360,4,10:23.0,,C. Anthony misses 2-pt jump shot from 11 ft,105,95
361,4,10:21.0,Defensive rebound by D. Howard,,105,95
362,4,9:59.0,L. James misses 2-pt jump shot from 20 ft,,105,95
363,4,9:55.0,Offensive rebound by D. Howard,,105,95
364,4,9:55.0,D. Howard misses 2-pt layup from 1 ft,,105,95
365,4,9:55.0,,Defensive rebound by A. Simons,105,95
366,4,9:45.0,,C. Anthony misses 3-pt jump shot from 25 ft,105,95
367,4,9:42.0,,Offensive rebound by A. Tolliver,105,95
368,4,9:40.0,,A. Tolliver makes 3-pt jump shot from 25 ft,105,98
369,4,9:26.0,D. Howard makes 2-pt dunk from 1 ft (assist by R. Rondo),,107,98
370,4,9:14.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by C. McCollum),107,101
371,4,8:44.0,L. James misses 3-pt jump shot from 28 ft,,107,101
372,4,8:42.0,,Defensive rebound by A. Simons,107,101
373,4,8:38.0,,A. Simons misses 2-pt layup from 2 ft (block by L. James),107,101
374,4,8:36.0,Defensive rebound by K. Kuzma,,107,101
375,4,8:33.0,K. Kuzma makes 2-pt layup from 2 ft,,109,101
376,4,8:33.0,,Portland full timeout,109,101
377,4,8:33.0,,D. Lillard enters the game for A. Tolliver,109,101
378,4,8:33.0,,H. Whiteside enters the game for G. Trent,109,101
379,4,8:27.0,,Personal foul by D. Howard (drawn by H. Whiteside),109,101
380,4,8:18.0,,C. McCollum makes 2-pt layup from 1 ft,109,103
381,4,7:57.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,109,103
382,4,7:55.0,Offensive rebound by K. Caldwell-Pope,,109,103
383,4,7:46.0,K. Kuzma misses 2-pt hook shot from 5 ft,,109,103
