,QUARTER,TIME_REMAINING,ORLANDO_ACTION,HOUSTON_ACTION,ORLANDO_SCORE,HOUSTON_SCORE
386,4,8:15.0,Defensive rebound by T. Ross,,113,84
387,4,8:13.0,Shooting foul by A. Rivers (drawn by M. Carter-Williams),,113,84
388,4,8:13.0,M. Carter-Williams makes free throw 1 of 2,,114,84
389,4,8:13.0,A. Gordon enters the game for G. Clark,,114,84
390,4,8:13.0,,J. Harden enters the game for B. Caboclo,114,84
391,4,8:13.0,,T. Sefolosha enters the game for R. Westbrook,114,84
392,4,8:13.0,M. Carter-Williams makes free throw 2 of 2,,115,84
393,4,8:01.0,,Offensive foul by J. Harden (drawn by M. Carter-Williams),115,84
394,4,8:01.0,,Turnover by J. Harden (offensive foul),115,84
395,4,7:49.0,N. Vučević misses 2-pt jump shot from 8 ft,,115,84
396,4,7:49.0,,Defensive rebound by Team,115,84
397,4,7:49.0,Loose ball foul by N. Vučević (drawn by J. Green),,115,84
398,4,7:39.0,,A. Rivers misses 2-pt layup from 2 ft,115,84
399,4,7:39.0,,Offensive rebound by J. Green,115,84
400,4,7:35.0,,J. Green makes 2-pt layup from 1 ft,115,86
401,4,7:22.0,D. Augustin misses 3-pt jump shot from 28 ft,,115,86
402,4,7:21.0,,Defensive rebound by J. Harden,115,86
403,4,7:11.0,,Shooting foul by T. Ross (drawn by J. Harden),115,86
404,4,7:11.0,,Technical foul by T. Ross,115,86
405,4,7:11.0,,J. Harden makes technical free throw,115,87
406,4,7:11.0,,J. Harden makes free throw 1 of 3,115,88
407,4,7:11.0,,J. Harden makes free throw 2 of 3,115,89
408,4,7:11.0,M. Fultz enters the game for M. Carter-Williams,,115,89
409,4,7:11.0,,J. Harden makes free throw 3 of 3,115,90
410,4,7:00.0,Shooting foul by D. House (drawn by N. Vučević),,115,90
411,4,7:00.0,N. Vučević misses free throw 1 of 2,,115,90
412,4,7:00.0,Offensive rebound by Team,,115,90
413,4,7:00.0,N. Vučević misses free throw 2 of 2,,115,90
414,4,7:00.0,,Defensive rebound by J. Harden,115,90
415,4,6:56.0,,Personal foul by M. Fultz (drawn by J. Green),115,90
416,4,6:56.0,,Houston full timeout,115,90
417,4,6:41.0,,A. Rivers makes 2-pt layup from 1 ft (assist by D. House),115,92
418,4,6:26.0,Turnover by A. Gordon (bad pass),,115,92
419,4,6:13.0,,J. Green makes 2-pt layup at rim,115,94
420,4,5:50.0,Shooting foul by A. Rivers (drawn by A. Gordon),,115,94
421,4,5:50.0,A. Gordon makes free throw 1 of 2,,116,94
422,4,5:50.0,A. Gordon makes free throw 2 of 2,,117,94
423,4,5:39.0,,J. Green makes 2-pt dunk from 1 ft (assist by J. Harden),117,96
424,4,5:21.0,Turnover by M. Fultz (bad pass; steal by J. Harden),,117,96
425,4,5:14.0,,A. Rivers misses 2-pt layup from 1 ft,117,96
426,4,5:13.0,Defensive rebound by N. Vučević,,117,96
427,4,5:08.0,M. Fultz makes 2-pt layup from 2 ft,,119,96
428,4,4:53.0,,J. Harden misses 3-pt jump shot from 26 ft,119,96
429,4,4:51.0,Defensive rebound by T. Ross,,119,96
430,4,4:41.0,Shooting foul by J. Harden (drawn by N. Vučević),,119,96
431,4,4:41.0,,Houston full timeout,119,96
432,4,4:41.0,,B. Caboclo enters the game for J. Green,119,96
433,4,4:41.0,,D. Carroll enters the game for J. Harden,119,96
434,4,4:41.0,,C. Clemons enters the game for D. House,119,96
435,4,4:41.0,N. Vučević makes free throw 1 of 2,,120,96
436,4,4:41.0,N. Vučević makes free throw 2 of 2,,121,96
437,4,4:23.0,,B. Caboclo makes 2-pt layup at rim (assist by C. Clemons),121,98
438,4,4:09.0,A. Gordon misses 3-pt jump shot from 25 ft,,121,98
439,4,4:06.0,,Defensive rebound by A. Rivers,121,98
440,4,3:52.0,,A. Rivers misses 2-pt layup at rim (block by A. Gordon),121,98
441,4,3:50.0,Defensive rebound by N. Vučević,,121,98
442,4,3:44.0,T. Ross makes 3-pt jump shot from 24 ft (assist by M. Fultz),,124,98
443,4,3:24.0,,D. Carroll makes 2-pt layup at rim,124,100
444,4,3:24.0,Violation by Team (def goaltending),,124,100
445,4,3:09.0,N. Vučević misses 2-pt hook shot from 3 ft (block by B. Caboclo),,124,100
446,4,3:09.0,,Defensive rebound by A. Rivers,124,100
447,4,2:59.0,,D. Carroll makes 2-pt jump shot from 8 ft,124,102
448,4,2:41.0,A. Gordon misses 3-pt jump shot from 26 ft,,124,102
449,4,2:38.0,,Defensive rebound by D. Carroll,124,102
450,4,2:31.0,,Shooting foul by T. Ross (drawn by D. Carroll),124,102
451,4,2:31.0,,D. Carroll makes free throw 1 of 2,124,103
452,4,2:31.0,,D. Carroll makes free throw 2 of 2,124,104
453,4,2:10.0,Turnover by A. Gordon (lost ball; steal by A. Rivers),,124,104
454,4,2:07.0,,Turnover by T. Sefolosha (bad pass; steal by T. Ross),124,104
455,4,1:59.0,A. Gordon makes 2-pt dunk from 2 ft (assist by M. Fultz),,126,104
456,4,1:42.0,,D. Carroll misses 2-pt jump shot from 14 ft,126,104
457,4,1:41.0,Defensive rebound by N. Vučević,,126,104
458,4,1:38.0,Orlando full timeout,,126,104
459,4,1:38.0,K. Birch enters the game for D. Augustin,,126,104
460,4,1:38.0,M. Carter-Williams enters the game for M. Fultz,,126,104
461,4,1:38.0,G. Clark enters the game for A. Gordon,,126,104
462,4,1:38.0,W. Iwundu enters the game for T. Ross,,126,104
463,4,1:38.0,V. Law enters the game for N. Vučević,,126,104
464,4,1:25.0,V. Law misses 2-pt jump shot from 22 ft,,126,104
465,4,1:24.0,,Defensive rebound by B. Caboclo,126,104
466,4,1:12.0,,T. Sefolosha misses 2-pt jump shot from 18 ft,126,104
467,4,1:11.0,Defensive rebound by G. Clark,,126,104
468,4,0:58.0,K. Birch misses 2-pt jump shot from 8 ft (block by A. Rivers),,126,104
469,4,0:57.0,,Defensive rebound by A. Rivers,126,104
470,4,0:50.0,,D. Carroll misses 3-pt jump shot from 26 ft,126,104
471,4,0:46.0,,Offensive rebound by B. Caboclo,126,104
472,4,0:43.0,,C. Clemons misses 3-pt jump shot from 26 ft,126,104
473,4,0:40.0,,Offensive rebound by D. Carroll,126,104
474,4,0:39.0,,D. Carroll misses 2-pt layup from 1 ft,126,104
475,4,0:37.0,Defensive rebound by G. Clark,,126,104
476,4,0:32.0,,Violation by Team (kicked ball),126,104
477,4,0:17.0,G. Clark misses 3-pt jump shot from 23 ft,,126,104
478,4,0:16.0,Offensive rebound by Team,,126,104
479,4,0:16.0,Turnover by Team (shot clock),,126,104
480,4,0:09.0,,C. Clemons makes 2-pt dunk from 1 ft (assist by A. Rivers),126,106
