,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
378,4,8:51.0,Defensive rebound by E. Okobo,,80,100
379,4,8:46.0,D. Ayton makes 2-pt jump shot from 12 ft (assist by E. Okobo),,82,100
380,4,8:33.0,,Offensive foul by D. Jordan (drawn by E. Okobo),82,100
381,4,8:33.0,,Turnover by D. Jordan (offensive foul),82,100
382,4,8:33.0,D. Booker enters the game for K. Oubre,,82,100
383,4,8:16.0,M. Bridges misses 2-pt jump shot from 12 ft,,82,100
384,4,8:15.0,,Defensive rebound by W. Chandler,82,100
385,4,8:07.0,,C. LeVert makes 3-pt jump shot from 28 ft,82,103
386,4,7:41.0,M. Bridges misses 3-pt jump shot from 23 ft,,82,103
387,4,7:40.0,Offensive rebound by M. Bridges,,82,103
388,4,7:37.0,E. Okobo makes 3-pt jump shot from 23 ft (assist by M. Bridges),,85,103
389,4,7:23.0,,C. LeVert misses 2-pt jump shot from 17 ft,85,103
390,4,7:23.0,Defensive rebound by Team,,85,103
391,4,7:23.0,,Loose ball foul by T. Luwawu-Cabarrot (drawn by E. Okobo),85,103
392,4,7:17.0,Shooting foul by G. Temple (drawn by D. Booker),,85,103
393,4,7:17.0,D. Booker misses free throw 1 of 2,,85,103
394,4,7:17.0,Offensive rebound by Team,,85,103
395,4,7:17.0,C. Diallo enters the game for D. Ayton,,85,103
396,4,7:17.0,D. Booker makes free throw 2 of 2,,86,103
397,4,7:17.0,,Brooklyn full timeout,86,103
398,4,7:17.0,,S. Dinwiddie enters the game for W. Chandler,86,103
399,4,7:17.0,,T. Prince enters the game for C. LeVert,86,103
400,4,6:55.0,,Turnover by S. Dinwiddie (lost ball; steal by M. Bridges),86,103
401,4,6:55.0,Personal take foul by D. Jordan (drawn by M. Bridges),,86,103
402,4,6:45.0,Turnover by D. Booker (traveling),,86,103
403,4,6:45.0,,Personal foul by J. Carter (drawn by G. Temple),86,103
404,4,6:45.0,K. Oubre enters the game for J. Carter,,86,103
405,4,6:32.0,,T. Prince misses 2-pt layup from 6 ft,86,103
406,4,6:29.0,Defensive rebound by E. Okobo,,86,103
407,4,6:29.0,Technical foul by T. Prince,,86,103
408,4,6:29.0,D. Booker makes technical free throw,,87,103
409,4,6:29.0,,J. Harris enters the game for T. Luwawu-Cabarrot,87,103
410,4,6:23.0,K. Oubre misses 2-pt jump shot from 14 ft,,87,103
411,4,6:22.0,,Defensive rebound by D. Jordan,87,103
412,4,6:22.0,,Personal foul by K. Oubre (drawn by D. Jordan),87,103
413,4,6:10.0,,S. Dinwiddie misses 2-pt layup from 8 ft (block by C. Diallo),87,103
414,4,6:07.0,Defensive rebound by D. Booker,,87,103
415,4,6:03.0,Turnover by C. Diallo (out of bounds lost ball),,87,103
416,4,6:03.0,D. Ayton enters the game for C. Diallo,,87,103
417,4,5:49.0,,G. Temple misses 3-pt jump shot from 24 ft,87,103
418,4,5:45.0,Defensive rebound by K. Oubre,,87,103
419,4,5:38.0,,Flagrant foul type 1 by D. Ayton (drawn by S. Dinwiddie),87,103
420,4,5:38.0,Turnover by D. Ayton (turnover),,87,103
421,4,5:38.0,Instant Replay (Request: Ruling Stands),,87,103
422,4,5:38.0,,J. Allen enters the game for D. Jordan,87,103
423,4,5:38.0,,C. LeVert enters the game for G. Temple,87,103
424,4,5:38.0,,S. Dinwiddie makes flagrant free throw 1 of 2,87,104
425,4,5:38.0,,S. Dinwiddie makes flagrant free throw 2 of 2,87,105
426,4,5:29.0,,J. Harris misses 3-pt jump shot from 26 ft,87,105
427,4,5:26.0,Defensive rebound by K. Oubre,,87,105
428,4,5:08.0,K. Oubre misses 3-pt jump shot from 25 ft,,87,105
429,4,5:06.0,Offensive rebound by D. Ayton,,87,105
430,4,5:05.0,K. Oubre misses 2-pt layup from 4 ft,,87,105
431,4,5:05.0,Offensive rebound by Team,,87,105
432,4,4:59.0,D. Booker misses 2-pt jump shot from 19 ft,,87,105
433,4,4:56.0,,Defensive rebound by J. Harris,87,105
434,4,4:47.0,,J. Harris makes 2-pt jump shot from 20 ft (assist by S. Dinwiddie),87,107
435,4,4:35.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),,89,107
436,4,4:15.0,,T. Prince misses 3-pt jump shot from 23 ft,89,107
437,4,4:12.0,Defensive rebound by M. Bridges,,89,107
438,4,4:04.0,D. Ayton misses 2-pt jump shot from 14 ft,,89,107
439,4,3:57.0,,Defensive rebound by T. Prince,89,107
440,4,3:41.0,,C. LeVert makes 2-pt jump shot from 11 ft,89,109
441,4,3:33.0,Personal foul by C. LeVert (drawn by E. Okobo),,89,109
442,4,3:33.0,C. Diallo enters the game for D. Ayton,,89,109
443,4,3:33.0,J. Harper enters the game for D. Booker,,89,109
444,4,3:33.0,J. Lecque enters the game for M. Bridges,,89,109
445,4,3:33.0,T. Owens enters the game for K. Oubre,,89,109
446,4,3:33.0,,T. Luwawu-Cabarrot enters the game for C. LeVert,89,109
447,4,3:17.0,J. Harper misses 2-pt layup from 5 ft,,89,109
448,4,3:15.0,,Defensive rebound by J. Allen,89,109
449,4,3:11.0,,Brooklyn full timeout,89,109
450,4,3:11.0,,C. Chiozza enters the game for J. Allen,89,109
451,4,3:11.0,,R. Kurucs enters the game for S. Dinwiddie,89,109
452,4,3:11.0,,D. Musa enters the game for J. Harris,89,109
453,4,3:01.0,,Turnover by C. Chiozza (bad pass; steal by T. Owens),89,109
454,4,2:50.0,Turnover by E. Okobo (bad pass; steal by D. Musa),,89,109
455,4,2:43.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by C. Chiozza),89,112
456,4,2:25.0,Turnover by J. Lecque (step out of bounds),,89,112
457,4,2:15.0,,R. Kurucs misses 2-pt layup from 5 ft (block by C. Diallo),89,112
458,4,2:12.0,Defensive rebound by E. Okobo,,89,112
459,4,2:06.0,Turnover by C. Diallo (bad pass; steal by C. Chiozza),,89,112
460,4,2:02.0,,D. Musa makes 2-pt layup from 4 ft (assist by C. Chiozza),89,114
461,4,1:40.0,C. Diallo makes 2-pt layup from 3 ft (assist by E. Okobo),,91,114
462,4,1:32.0,,R. Kurucs makes 2-pt layup from 2 ft (assist by C. Chiozza),91,116
463,4,1:17.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Lecque),,91,116
464,4,1:17.0,J. Lecque makes free throw 1 of 2,,92,116
465,4,1:17.0,J. Lecque makes free throw 2 of 2,,93,116
466,4,1:01.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by R. Kurucs),93,119
467,4,0:51.0,J. Harper makes 2-pt layup from 8 ft,,95,119
468,4,0:32.0,,C. Chiozza misses 3-pt jump shot from 23 ft,95,119
469,4,0:29.0,,Offensive rebound by D. Musa,95,119
470,4,0:27.0,,Offensive foul by D. Musa (drawn by J. Lecque),95,119
471,4,0:27.0,,Turnover by D. Musa (offensive foul),95,119
472,4,0:15.0,J. Lecque makes 2-pt jump shot from 12 ft,,97,119
